,Concept_ID,hu,ca
175,Schaf::N,birka,ovella
176,Schwein::N,sertés,bacó
177,Hund::N,eb,ca
178,Hund::N,eb,gos
179,Hund::N,kutya,ca
180,Hund::N,kutya,gos
181,Katze::N,macska,gat
182,Bär::N,medve,ós
183,Eichhörnchen::N,mókus,esquirol
184,Elch::N,jávorszarvas,ant
185,Fuchs::N,róka,guilla
186,Hase::N,nyúl,llebre
187,Maus::N,egér,ratolí
188,Wolf::N,farkas,llop
189,Vogel::N,madár,au
190,Vogel::N,madár,ocēll
191,Schwarm::N,raj,bandada
192,Huhn::N,tyúk,gallina
193,Hahn::N,kakas,gall
194,Gans::N,lúd,oca
195,Gans::N,liba,oca
196,Adler::N,sas,àguila
197,Ente::N,kacsa,ànec
198,Eule::N,bagoly,òliba
199,Eule::N,bagoly,mussol
200,Kranich::N,daru,grua
201,Krähe::N,varjú,cornella
202,Kuckuck::N,kakukk,cucut
203,Schwan::N,hattyú,cigne
204,Fisch::N,hal,peix
205,Barsch::N,sügér,perca
206,Hecht::N,csuka,lluç
207,Schlange[Tier]::N,kígyó,serp
208,Wurm::N,kukac,cuc
209,Spinne::N,pók,aranya
210,Ameise::N,hangya,formiga
211,Laus::N,tetű,poll
212,Mücke::N,szúnyog,mosquit
213,Fliege::N,légy,mosca
214,Schmetterling::N,lepke,papallona
215,Schmetterling::N,pillangó,papallona
216,Beere::N,bogyó,baia
217,Apfel::N,alma,poma
218,Pilz::N,gomba,bolet
219,Zwiebel::N,hagyma,ceba
220,Saat::N,vetőmag,sembra
221,Korn::N,mag,gra
222,Korn::N,szem,gra
223,Heu::N,széna,fenc
224,Schale::N,héj,closca
225,Grube::N,verem,sot
226,Grube::N,verem,clot
227,Falle::N,csapda,trampa
228,Schlinge::N,tőr,baga
229,Spur::N,nyom,traça
230,Asche::N,hamu,cendra
231,Dreck::N,sár,llot
232,Dreck::N,piszok,llot
233,Eisen::N,vas,ferro
234,Gold::N,arany,or
235,Silber::N,ezüst,plata
236,Kohle::N,szén,carbó
237,Glas::N,üveg,vidre
238,Lehm::N,agyag,fang
239,Lehm::N,agyag,argila
240,Lehm::N,vályog,fang
241,Lehm::N,vályog,argila
242,Sand::N,homok,arena
243,Mensch::N,ember,humà
244,Mensch::N,ember,persona
245,Mann::N,úr,home
246,Mann::N,férfi,home
247,Frau::N,nő,dona
248,Frau::N,asszony,dona
249,Kind::N,gyerek,nen
250,Kind::N,gyermek,nen
251,Junge::N,fiú,noi
252,Mädchen::N,lány,noia
253,Familie::N,család,família
254,Großvater::N,nagyapa,avi
255,Großmutter::N,nagyanya,àvia
256,Eltern::N,szülők,pares
257,Vater::N,apa,pare
258,Vater::N,atya,pare
259,Mutter::N,anya,mare
260,Sohn::N,fiú,fill
261,Tochter::N,lány,filla
262,Bruder::N,fivér,germà
263,Bruder::N,testvér,germà
264,Schwester::N,nővér,germana
265,Schwester::N,lánytestvér,germana
266,Onkel::N,nagybácsi,oncle
267,Tante::N,nagynéni,tia
268,Ehemann::N,férj,espòs
269,Ehefrau::N,feleség,muller
270,Freude::N,öröm,goig
271,Freude::N,öröm,alegria
272,Gelächter::N,nevetés,riallada
273,Gelächter::N,hahotázás,riallada
274,Glück::N,boldogság,felicitat
275,Kummer::N,bánat,pena
276,Wunsch::N,óhaj,desig
277,Lust::N,kedv,ganes
278,Geist::N,elme,ment
279,Geist::N,elme,esperit
280,Geist::N,szellem,ment
281,Geist::N,szellem,esperit
282,Gedanke::N,gondolat,pensament
283,Gedächtnis::N,emlékezet,memòria
284,Verstand::N,ész,raó
285,Verstand::N,ész,seny
286,Verstand::N,értelem,raó
287,Verstand::N,értelem,seny
288,Sinn::N,értelem,solta
289,Sinn::N,értelem,sentit
290,Grund::N,ok,raó
291,Grund::N,ok,causa
292,Grund::N,alap,raó
293,Grund::N,alap,causa
294,Wahrheit::N,igaz,veritāt
295,Wahrheit::N,igazság,veritāt
296,Gespräch::N,beszélgetés,conversa
297,Märchen::N,mese,conte
298,Erzählung::N,elbeszélés,narració
299,Nachricht::N,hír,missatge
300,Nachricht::N,híradás,missatge
301,Neuigkeit::N,újság,novetat
302,Name::N,név,nom
303,Rätsel::N,rejtvény,endevinalla
304,Rede::N,beszéd,discurs
305,Rede::N,szónoklat,discurs
306,Sprache::N,nyelv,llēngua
307,Stimme::N,hang,veu
308,Wort::N,szó,mot
309,Wort::N,szó,paraula
310,Zeichen::N,jel,signe
311,Zeichen::N,jel,senyal
312,Ruf::N,kiáltás,crida
313,Lärm::N,zaj,sorōll
314,Laut::N,hang,so
315,Ton::N,hang,to
316,Lied::N,dal,cançó
317,Lied::N,ének,cançó
318,Ruhe::N,csend,calma
319,Ruhe::N,csend,silenci
320,Ruhe::N,nyugalom,calma
321,Ruhe::N,nyugalom,silenci
322,Leute::N,emberek,gent
323,Volk::N,nép,poble
324,Arbeit::N,dolog,labor
325,Arbeit::N,dolog,treball
326,Gast::N,vendég,hoste
327,Geschenk::N,ajándék,regal
328,Geschenk::N,ajándék,obsequi
329,Spiel::N,játék,joc
330,Gesellschaft::N,társaság,companyia
331,Hilfe::N,segítség,ajut
332,Freund::N,barát,amīc
333,Kamerad::N,társ,company
334,Kamerad::N,társ,camarada
335,Angelegenheit::N,ügy,afer
336,Angelegenheit::N,ügy,assumpte
337,Anzahl::N,szám,nombre
338,Anzahl::N,szám,quantitat
339,Art::N,faj,tipus
340,Art::N,faj,classe
341,Art::N,fajta,tipus
342,Art::N,fajta,classe
343,Stück::N,darab,peça
344,Teil::N,rész,part
345,Hälfte::N,fél,meitat
346,Kreis::N,kör,cercle
347,Kreuz::N,kereszt,creu
348,Linie::N,vonal,línia
349,Strich::N,vonás,traç
350,Strich::N,vonás,ratlla
351,Abstand::N,köz,distància
352,Entfernung::N,távolság,distància
353,Gegend::N,táj,regió
354,Gegend::N,táj,contrada
355,Gegend::N,vidék,regió
356,Gegend::N,vidék,contrada
357,Platz::N,hely,cabuda
358,Ort::N,hely,lloc
359,Seite::N,fél,banda
360,Seite::N,fél,costāt
361,Seite::N,oldal,banda
362,Seite::N,oldal,costāt
363,Mitte::N,közép,mig
364,Mitte::N,közép,centre
365,Gegenstand::N,tárgy,objecte
366,Sache::N,dolog,cosa
367,Rand::N,szél,vora
368,Rand::N,szél,marge
369,Rand::N,perem,vora
370,Rand::N,perem,marge
371,Rand::N,szegély,vora
372,Rand::N,szegély,marge
373,Kante::N,él,caire
374,Kante::N,él,cantell
375,Ecke::N,sarok,cantonada
376,Ecke::N,szöglet,cantonada
377,Spitze::N,csúcs,punta
378,Ende::N,vég,cap
379,Loch::N,lyuk,forāt
380,Winkel::N,szög,racó
381,Muster::N,minta,dibuix
382,Muster::N,minta,disseny
383,Größe::N,nagyság,grandària
384,Länge::N,hossz,longitud
385,Länge::N,hosszúság,longitud
386,Höhe::N,magasság,altura
387,Höhe::N,magasság,altitud
388,Gewicht::N,súly,pes
389,Menge::N,sokaság,quantitat
390,Menge::N,mennyiség,quantitat
391,Haufen::N,halom,pila
392,Reihe::N,sor,fila
393,Boot::N,csónak,bot
394,Boot::N,csónak,barca
395,Ruder::N,evező,rem
396,Schlitten::N,szánkó,trineu
397,Ski::N,sí,esquí
398,Lagerfeuer::N,tábortűz,foc de campament
399,Last::N,teher,càrrega
400,Gang::N,járás,marxa
401,Schritt::N,lépés,pas
402,Norden::N,észak,nord
403,Süden::N,dél,sud
404,Westen::N,nyugat,oest
405,Westen::N,nyugat,occident
406,Osten::N,kelet,est
407,Osten::N,kelet,orient
408,Holz::N,fa,fusta
409,Brett::N,deszka,taula
410,Platte::N,lap,placa
411,Platte::N,lemez,placa
412,Stütze::N,támasz,suport
413,Stütze::N,támaszték,suport
414,Stange::N,rúd,vara
415,Stange::N,pózna,vara
416,Stock::N,pálca,pal
417,Stab::N,bot,bastó
418,Rohr::N,cső,tub
419,Haus::N,ház,casa
420,Heim::N,otthon,llar
421,Ofen::N,kályha,estufa
422,Fußboden::N,padló,terra
423,Tisch::N,asztal,taula
424,Stuhl::N,szék,cadira
425,Wiege::N,bölcső,bressol
426,Bett::N,ágy,llit
427,Regal::N,polc,prestatgeria
428,Regal::N,állvány,prestatgeria
429,Kiste::N,láda,caixa
430,Fenster::N,ablak,finestra
431,Tür::N,ajtó,porta
432,Tor::N,kapu,portal
433,Zaun::N,kerítés,tanca
434,Dach::N,tető,teulada
435,Leiter::N,létra,escala
436,Leiter::N,létra,escala de mà
437,Besen::N,seprű,escombra
438,Spaten::N,ásó,pala
439,Schaufel::N,lapát,pala
440,Gabel::N,villa,forquilla
441,Löffel::N,kanál,cullera
442,Messer::N,kés,coltell
443,Nagel::N,szeg,clau
444,Netz::N,háló,filat
445,Haken::N,kampó,ganxo
446,Griff::N,nyél,puny
447,Griff::N,nyél,mànec
448,Griff::N,fogantyú,puny
449,Griff::N,fogantyú,mànec
450,Schloss::N,zár,pany
451,Bild::N,kép,imatge
452,Figur::N,alak,figura
453,Puppe::N,bábu,nina
454,Beutel::N,zacskó,bossa
455,Bündel::N,köteg,feix
456,Bündel::N,köteg,paquet
457,Tasche::N,táska,bossa
458,Eimer::N,vödör,galleda
459,Deckel::N,fedő,tapa
460,Deckel::N,fedő,tapadora
461,Deckel::N,fedél,tapa
462,Deckel::N,fedél,tapadora
463,Geschirr::N,edény,vaixella
464,Sack::N,zsák,sac
465,Sack::N,zsák,saca
466,Tasse::N,csésze,tassa
467,Topf::N,fazék,pot
468,Topf::N,fazék,olla
469,Kessel::N,üst,caldera
470,Kessel::N,bogrács,caldera
471,Essen::N,evés,àpat
472,Essen::N,evés,menjada
473,Essen::N,étkezés,àpat
474,Essen::N,étkezés,menjada
475,Nahrung::N,ennivaló,aliment
476,Speise::N,étel,plat
477,Fleisch::N,hús,carn
478,Getreide::N,gabona,cereals
479,Brei::N,pép,puré
480,Brei::N,kása,puré
481,Brot::N,kenyér,pa
482,Scheibe::N,szelet,tall
483,Scheibe::N,szelet,llesca
484,Fett::N,háj,greix
485,Fett::N,zsír,greix
486,Butter::N,vaj,mantega
487,Öl::N,olaj,oli
488,Salz::N,só,sal
489,Suppe::N,leves,sopa
490,Honig::N,méz,mel
491,Milch::N,tej,llet
492,Tee::N,tea,te
493,Leder::N,bőr,cuir
494,Wolle::N,gyapjú,llana
495,Stoff::N,szövet,tela
496,Nadel::N,tű,agulla
497,Faden::N,fonál,fil
498,Knopf::N,gomb,botó
499,Knoten::N,csomó,nus
500,Farbe::N,szín,pintura
501,Farbe::N,festék,pintura
502,Kleidung::N,ruha,roba
503,Kleidung::N,ruha,vestits
504,Kleidung::N,ruházat,roba
505,Kleidung::N,ruházat,vestits
506,Hemd::N,ing,camisa
507,Kragen::N,gallér,coll
508,Ärmel::N,ujj,màniga
509,Hose::N,gatya,pantalōns
510,Hose::N,nadrág,pantalōns
511,Gürtel::N,öv,cinturó
512,Mütze::N,sapka,gorra
513,Schuh::N,cipő,sabata
514,Stiefel::N,csizma,bota
515,Ring::N,gyűrű,anell
516,Band::N,szalag,veta
517,Band::N,szalag,cinta
518,Kamm::N,fésű,pinta
519,Spiegel::N,tükör,mirāll
520,Riemen::N,szíj,corretja
521,Schnur::N,zsinór,corda
522,Leine::N,póráz,corretja
523,Decke::N,takaró,manta
524,Decke::N,takaró,flassada
525,Kissen::N,párna,coixí
526,Tuch::N,kendő,mocador
527,Handtuch::N,törülköző,tovallola
528,Kraft::N,erő,força
529,Stärke::N,erő,vigor
530,Stärke::N,erősség,vigor
531,Gesundheit::N,egészség,salut
532,Krankheit::N,kór,malaltia
533,Krankheit::N,betegség,malaltia
534,Schmerz::N,fájdalom,dolor
535,Wunde::N,seb,ferida
536,Fieber::N,láz,febre
537,Arznei::N,orvosság,medicament
538,Arznei::N,gyógyszer,medicament
539,Brücke::N,híd,pont
540,Brunnen::N,kút,pou
541,Weide::N,legelő,pastura
542,Pfad::N,ösvény,senda
543,Pfad::N,ösvény,sender
544,Weg::N,út,camí
545,Straße::N,út,carretera
546,Dorf::N,falu,poble
547,Stadt::N,város,ciutāt
548,Brief::N,levél,carta
549,Buch::N,könyv,llibre
550,Buchstabe::N,betű,lletra
551,Zeitung::N,újság,diāri
552,Zeitung::N,hírlap,diāri
553,Leben::N,élet,vida
554,Tod::N,halál,mort
555,Grab::N,sír,tomba
556,Kirche::N,templom,església
557,Sünde::N,bűn,pecat
558,Sünde::N,vétek,pecat
559,Gott::N,isten,déu
560,Arbeiter::N,munkás,obrer
561,Chef::N,főnök,cap
562,Meister::N,mester,mestre
563,Arzt::N,orvos,metge
564,Lehrer::N,tanár,mestre
565,Lehrer::N,tanító,mestre
566,Geld::N,pénz,dinērs
567,Geschäft::N,üzlet,negoci
568,Laden::N,bolt,tenda
569,Laden::N,bolt,botiga
570,Preis::N,ár,preu
571,Ware::N,áru,mercaderia
572,Nutzen::N,haszon,profit
573,Reichtum::N,gazdagság,riquesa
574,Welt::N,világ,món
575,Land::N,ország,país
576,Staat::N,állam,estat
577,König::N,király,rei
578,Macht::N,hatalom,poder
579,Macht::N,hatalom,potència
580,Grenze::N,határ,frontera
581,Krieg::N,háború,guerra
582,Feind::N,ellenség,enemic
583,Gewalt::N,erőszak,violència
584,Kampf::N,harc,lluita
585,Bogen[Waffe]::N,íj,arc
586,Pfeil::N,nyíl,fletxa
587,Gewehr::N,puska,fusell
588,Gewehr::N,puska,escopeta
589,Gewehr::N,fegyver,fusell
590,Gewehr::N,fegyver,escopeta
591,Fehler::N,hiba,falta
592,Lüge::N,hazugság,mentida
593,Schaden::N,kár,dany
594,Unglück::N,csapás,desgràcia
595,Unglück::N,balszerencse,desgràcia
596,Schuld::N,bűn,culpa
597,Alter::N,kor,edat
598,Schluss::N,vég,fi
599,Schluss::N,vég,final
600,Schluss::N,befejezés,fi
601,Schluss::N,befejezés,final
602,Zeit::N,idő,temps
603,Tag::N,nap,dia
604,Morgen::N,reggel,matí
605,Mittag::N,dél,migdia
606,Abend::N,este,vespre
607,Nacht::N,éj,nit
608,Nacht::N,éjszaka,nit
609,Woche::N,hét,setmana
610,Monat::N,hó,mes
611,Monat::N,hónap,mes
612,Jahr::N,év,any
613,Frühling::N,tavasz,primavera
614,Sommer::N,nyár,estīu
615,Herbst::N,ősz,tardor
616,Winter::N,tél,hivērn
617,Januar::N,január,gener
618,Februar::N,február,febrer
619,März::N,március,març
620,April::N,április,abril
621,Mai::N,május,maig
622,Juni::N,június,juny
623,Juli::N,július,juliol
624,August::N,augusztus,agost
625,September::N,szeptember,setembre
626,Oktober::N,október,octubre
627,November::N,november,novembre
628,Dezember::N,december,desembre
629,Montag::N,hétfő,dilluns
630,Dienstag::N,kedd,dimarts
631,Mittwoch::N,szerda,dimecres
632,Donnerstag::N,csütörtök,dijous
633,Freitag::N,péntek,divendres
634,Samstag::N,szombat,dissabte
635,Sonntag::N,vasárnap,diumenge
636,groß::A,nagy,gros
637,klein::A,pici,petīt
638,klein::A,kicsi,petīt
639,lang::A,hosszú,llarg
640,kurz::A,rövid,curt
641,breit::A,széles,ample
642,schmal::A,keskeny,estret
643,dicht::A,sűrű,dens
644,dick[Gegenstand]::A,vastag,gruixūt
645,dünn::A,vékony,prim
646,fein::A,vékony,fi
647,fest::A,szilárd,ferm
648,fest::A,szilárd,sòlid
649,flach::A,sík,pla
650,flach::A,lapos,pla
651,glatt::A,sima,llis
652,hart::A,kemény,dur
653,weich::A,puha,tou
654,rund::A,kerek,rodó
655,spitz::A,hegyes,punxegut
656,scharf::A,éles,agut
657,stumpf::A,tompa,rom
658,stumpf::A,tompa,esmussat
659,stumpf::A,életlen,rom
660,stumpf::A,életlen,esmussat
661,schwer::A,nehéz,pesāt
662,schwer::A,súlyos,pesāt
663,schön::A,szép,bonīc
664,heiß::A,forró,calēnt
665,warm::A,meleg,càlid
666,kalt::A,hideg,fred
667,kühl::A,hűs,fresc
668,kühl::A,hűvös,fresc
669,frisch::A,üde,fresc
670,frisch::A,friss,fresc
671,feucht::A,nedves,humit
672,nass::A,vizes,mullat
673,trocken::A,száraz,sec
674,voll::A,telt,ple
675,leer::A,üres,buit
676,offen::A,nyílt,obert
677,offen::A,nyitott,obert
678,geschlossen::A,zárt,tancat
679,geschlossen::A,csukott,tancat
680,sauber::A,tiszta,net
681,schmutzig::A,piszkos,brut
682,schmutzig::A,szennyes,brut
683,roh::A,nyers,cru
684,reif::A,érett,madur
685,lecker::A,finom,deliciós
686,süß::A,édes,dolç
687,bitter::A,keserű,amarg
688,sauer::A,savanyú,agre
689,hell::A,világos,clar
690,dunkel::A,sötét,fosc
691,schwarz::A,fekete,negre
692,weiß::A,fehér,blanc
693,rot::A,vörös,vermēll
694,gelb::A,sárga,groc
695,blau::A,kék,blau
696,grün::A,zöld,verd
697,grau::A,ősz,gris
698,grau::A,szürke,gris
699,bunt::A,tarka,multicolor
700,bunt::A,színes,multicolor
701,billig::A,olcsó,barat
702,teuer::A,drága,car
703,wertvoll::A,értékes,preciós
704,blind::A,vak,cec
705,taub::A,süket,sord
706,kräftig::A,erős,fort
707,kräftig::A,erős,vigorós
708,stark::A,erős,fort
709,schwach::A,gyenge,feble
710,schwach::A,erőtlen,feble
711,fett::A,hájas,gras
712,schlank::A,karcsú,esvelt
713,hübsch::A,csinos,maco
714,böse::A,rossz,dolent
715,böse::A,gonosz,dolent
716,dumm::A,buta,ximple
717,dumm::A,buta,estúpid
718,dumm::A,ostoba,ximple
719,dumm::A,ostoba,estúpid
720,faul::A,lusta,gandūl
721,faul::A,lusta,mandrós
722,fleißig::A,szorgalmas,diligēnt
723,geizig::A,fukar,avar
724,geizig::A,fösvény,avar
725,klug::A,okos,intel·ligent
726,klug::A,eszes,intel·ligent
727,geschickt::A,ügyes,hàbil
728,lieb::A,drága,amat
729,lieb::A,drága,estimat
730,lieb::A,kedves,amat
731,lieb::A,kedves,estimat
732,lustig::A,víg,alegre
733,lustig::A,vidám,alegre
734,sanft::A,enyhe,suau
735,hungrig::A,éhes,afamat
736,krank::A,beteg,malālt
737,nackt::A,csupasz,nu
738,nackt::A,meztelen,nu
739,traurig::A,bús,trist
740,traurig::A,szomorú,trist
741,lebendig::A,élő,viu
742,gut::A,jó,bo
743,schlecht::A,rossz,dolēnt
744,richtig::A,helyes,just
745,richtig::A,helyes,correcte
746,schlimm::A,rossz,greu
747,wahr::A,igaz,vertader
748,wahr::A,igaz,veritable
749,alt::A,ó,vell
750,alt::A,régi,vell
751,neu::A,új,nou
752,ehemalig::A,volt,antic
753,ehemalig::A,egykori,antic
754,alt[Lebewesen]::A,öreg,vell
755,jung::A,fiatal,jove
756,arm::A,szegény,pobre
757,reich::A,gazdag,ric
758,bekannt::A,ismert,conegut
759,bekannt::A,ismeretes,conegut
760,berühmt::A,híres,famós
761,fremd::A,idegen,estrany
762,verschieden::A,különböző,diferent
763,nah::A,közeli,pròxim
764,fern::A,távoli,llunyà
765,fern::A,távoli,distant
766,linker::A,bal,esquerre
767,rechter::A,jobb,dret
768,anderer::A,más,altre
769,anderer::A,másik,altre
770,erster::A,első,primer
771,zweiter::A,második,segon
772,dritter::A,harmadik,tercer
773,letzter::A,utolsó,últim
774,allein::ADV,egyedül,sol
775,auf einmal::ADV,egyszerre,d'una vegada
776,zusammen::ADV,együtt,junt
777,zusammen::ADV,összesen,junt
778,lange::ADV,sokáig,molt de temps
779,lange::ADV,hosszan,molt de temps
780,plötzlich::ADV,hirtelen,de cop
781,plötzlich::ADV,hirtelen,de sobte
782,plötzlich::ADV,egyszerre,de cop
783,plötzlich::ADV,egyszerre,de sobte
784,sofort::ADV,rögtön,de seguida
785,sofort::ADV,tüstént,de seguida
786,später::ADV,későn,més tard
787,jetzt::ADV,most,ara
788,heute::ADV,ma,avūi
789,morgen::ADV,holnap,demà
790,bald::ADV,majd,aviāt
791,bald::ADV,nemsokára,aviāt
792,dann::ADV,akkor,després
793,gestern::ADV,tegnap,ahir
794,einst::ADV,hajdan,anteriorment
795,damals::ADV,akkor,llavōrs
796,damals::ADV,akkor,aleshores
797,damals::ADV,akkoriban,llavōrs
798,damals::ADV,akkoriban,aleshores
799,danach::ADV,azután,després
800,vorher::ADV,előbb,abāns
801,zuerst::ADV,először,primer
802,einmal::ADV,egyszer,una vegada
803,manchmal::ADV,néha,de vegades
804,manchmal::ADV,olykor,de vegades
805,oft::ADV,sokszor,sovint
806,immer::ADV,mindig,sempre
807,niemals::ADV,sohasem,no ... mai
808,hier::ADV,itt,aquí
809,hierhin::ADV,erre,per aquí
810,von hier::ADV,innen,des d'aquí
811,dort::ADV,ott,allí
812,dorthin::ADV,oda,hi
813,geradeaus::ADV,egyenesen,tot dret
814,vorwärts::ADV,előre,endavānt
815,rückwärts::ADV,hátrafelé,endarrera
816,zurück::ADV,hátra,darrere
817,zurück::ADV,vissza,darrere
818,unten::ADV,alul,a baix
819,hinab::ADV,le,cap avall
820,hinab::ADV,lefelé,cap avall
821,oben::ADV,fenn,dalt
822,oben::ADV,felül,dalt
823,hinauf::ADV,fel,cap amunt
824,hinauf::ADV,felfelé,cap amunt
825,überall::ADV,mindenütt,pertot
826,überall::ADV,mindenütt,per tot arreu
827,nicht::ADV,nem,no
828,ein wenig::ADV,egy kicsit,una mica
829,kaum::ADV,alig,a penes
830,sehr::ADV,nagyon,molt
831,so::ADV,úgy,així
832,noch::ADV,még,encara
833,nur::ADV,csak,només
834,nur::ADV,csupán,només
835,schon::ADV,már,ja
836,wieder::ADV,ismét,de nou
837,wieder::ADV,megint,de nou
838,vergebens::ADV,hiába,en va
839,vor::PRP,előtt,davānt
840,vor::PRP,előtt,enfront de
841,hinter::PRP,mögött,darrera
842,unter::PRP,alatt,sota
843,durch::PRP,át,per
844,durch::PRP,keresztül,per
845,neben::PRP,mellett,al costāt de
846,zwischen::PRP,között,entre
847,wegen::PRP,miatt,a causa de
848,wegen::PRP,végett,a causa de
849,dies::PRN,ez,aquest
850,das::PRN,az,això
851,alles::PRN,minden,tot
852,ich::PRN,én,jo
853,du::PRN,te,tu
854,er::PRN,ő,ell
855,wir::PRN,mi,nosaltres
856,ihr::PRN,ti,vosaltres
857,sie::PRN,ők,ells
858,sie::PRN,ők,elles
