,Concept_ID,zh,la
264,Lied::N,歌曲,carmen
265,Ruhe::N,安静,quies
266,Leute::N,人们,homines
267,Volk::N,人民,populus
268,Arbeit::N,劳动,labor
269,Gast::N,客人,hospes
270,Gast::N,客人,conviva
271,Geschenk::N,礼物,munus
272,Spiel::N,游戏,ludus
273,Gesellschaft::N,陪同,societas
274,Hilfe::N,帮助,auxilium
275,Hilfe::N,帮助,subsidium
276,Freund::N,朋友,amicus
277,Kamerad::N,同志,socius
278,Angelegenheit::N,事情,res
279,Anzahl::N,数目,numerus
280,Art::N,种类,genus
281,Stück::N,块,frustum
282,Stück::N,块,fragmentum
283,Teil::N,部分,pars
284,Hälfte::N,一半,dimidium
285,Kreis::N,圆,orbis
286,Kreis::N,圆,circus
287,Kreuz::N,十字架,crux
288,Linie::N,线条,linea
289,Strich::N,划,lineamentum
290,Abstand::N,距离,intervallum
291,Entfernung::N,距离,spatium
292,Gegend::N,地区,loca
293,Gegend::N,地区,regio
294,Platz::N,场所,locus
295,Ort::N,地点,locus
296,Seite::N,面,latus
297,Mitte::N,中间,medium
298,Gegenstand::N,物品,res
299,Sache::N,物,res
300,Rand::N,边,margo
301,Kante::N,棱,angulus
302,Ecke::N,角,angulus
303,Spitze::N,尖,cacumen
304,Ende::N,结尾,caput
305,Loch::N,洞,foramen
306,Winkel::N,角度,angulus
307,Muster::N,模型,exemplum
308,Größe::N,大小,magnitudo
309,Länge::N,长度,longitudo
310,Höhe::N,高度,altitudo
311,Gewicht::N,重量,pondus
312,Menge::N,数量,copia
313,Haufen::N,堆,acervus
314,Reihe::N,行,ordo
315,Boot::N,小船,navicula
316,Ruder::N,奖,remus
317,Schlitten::N,雪橇,sclodia
318,Ski::N,雪板,narta
319,Lagerfeuer::N,营火,ignis
320,Last::N,负担,onus
321,Gang::N,行走,cursus
322,Schritt::N,步伐,gradus
323,Norden::N,北,septentriones
324,Süden::N,南,meridies
325,Westen::N,西,occidens
326,Osten::N,东,oriens
327,Holz::N,木材,lignum
328,Brett::N,木板,tabula
329,Platte::N,平板,lamina
330,Stütze::N,支架,adminiculum
331,Stange::N,杆,pertica
332,Stock::N,棒,baculum
333,Stab::N,棍,scipio
334,Rohr::N,管子,tubus
335,Haus::N,房屋,aedes
336,Heim::N,家,domicilium
337,Ofen::N,炉子,fornax
338,Fußboden::N,地板,solum
339,Tisch::N,桌子,mensa
340,Stuhl::N,椅子,sella
341,Wiege::N,摇蓝,cunae
342,Bett::N,床,lectus
343,Regal::N,架子,foruli
344,Kiste::N,箱子,cista
345,Fenster::N,窗户,fenestra
346,Tür::N,门,ianua
347,Tor::N,大门,porta
348,Zaun::N,篱笆,saepes
349,Dach::N,屋顶,tectum
350,Leiter::N,梯子,scalae
351,Besen::N,扫帚,scopae
352,Spaten::N,铁锹,pala
353,Schaufel::N,铁锹,pala
354,Gabel::N,叉,fuscinula
355,Löffel::N,食匙,coclear
356,Messer::N,刀,culter
357,Nagel::N,钉子,clavus
358,Netz::N,网,rete
359,Haken::N,钩子,hamus
360,Griff::N,把柄,manubrium
361,Schloss::N,锁,claustra
362,Bild::N,图画,tabula
363,Bild::N,图画,pictura
364,Figur::N,人像,statunculum
365,Puppe::N,娃娃,pupa
366,Beutel::N,袋子,sacculus
367,Bündel::N,捆,fascis
368,Tasche::N,手提包,sacculus
369,Eimer::N,桶,situla
370,Deckel::N,盖子,operculum
371,Geschirr::N,餐具,vasa
372,Sack::N,袋子,saccus
373,Tasse::N,杯子,pocillum
374,Topf::N,锅,olla
375,Kessel::N,水壶,aenum
376,Essen::N,进餐,cena
377,Nahrung::N,食物,cibus
378,Nahrung::N,食物,alimenta
379,Speise::N,菜肴,cibus
380,Fleisch::N,肉,caro
381,Getreide::N,谷物,frumentum
382,Brei::N,粥,puls
383,Brot::N,面包,panis
384,Scheibe::N,片,frustum
385,Fett::N,脂肪,pingue
386,Butter::N,黄油,butȳrum
387,Öl::N,油,oleum
388,Salz::N,盐,sal
389,Suppe::N,汤,ius
390,Honig::N,蜂蜜,mel
391,Milch::N,奶,lac
392,Tee::N,茶,thea
393,Leder::N,皮革,corium
394,Wolle::N,毛线,lana
395,Stoff::N,织物,textum
396,Nadel::N,针,acus
397,Faden::N,线,filum
398,Knopf::N,纽扣,bulla
399,Knoten::N,结,nodus
400,Farbe::N,颜色,pigmentum
401,Kleidung::N,衣服,vestimenta
402,Hemd::N,衬衫,tunica
403,Kragen::N,领子,collare
404,Ärmel::N,袖子,manica
405,Hose::N,裤子,bracae
406,Gürtel::N,腰带,cingulum
407,Mütze::N,帽子,pilleus
408,Schuh::N,鞋,calceus
409,Stiefel::N,靴子,pero
410,Stiefel::N,靴子,caliga
411,Ring::N,戒指,anulus
412,Band::N,带子,redimiculum
413,Kamm::N,梳子,pecten
414,Spiegel::N,镜子,speculum
415,Riemen::N,皮带,lorum
416,Schnur::N,绳子,linum
417,Leine::N,皮带,retinaculum
418,Decke::N,被子,lodix
419,Kissen::N,软垫,pulvinus
420,Tuch::N,巾,velum
421,Handtuch::N,手巾,mantele
422,Kraft::N,力,vis
423,Stärke::N,力量,robur
424,Gesundheit::N,健康,valetudo
425,Krankheit::N,病,morbus
426,Schmerz::N,痛,dolor
427,Wunde::N,伤口,vulnus
428,Fieber::N,发烧,febris
429,Arznei::N,药,remedium
430,Brücke::N,桥,pons
431,Brunnen::N,井,puteus
432,Weide::N,牧场,pascua
433,Pfad::N,小路,semita
434,Weg::N,路,iter
435,Straße::N,街,via
436,Dorf::N,村庄,vicus
437,Stadt::N,城市,urbs
438,Stadt::N,城市,oppidum
439,Brief::N,信,epistula
440,Buch::N,书,liber
441,Buchstabe::N,字母,littera
442,Zeitung::N,报纸,diurnum
443,Leben::N,生命,vita
444,Tod::N,死亡,mors
445,Grab::N,坟墓,sepulcrum
446,Kirche::N,教堂,ecclesia
447,Sünde::N,罪,peccatum
448,Gott::N,上帝,deus
449,Arbeiter::N,工人,operarius
450,Chef::N,上司,praefectus
451,Meister::N,师傅,magister
452,Arzt::N,医生,medicus
453,Lehrer::N,教师,magister
454,Geld::N,钱,aes
455,Geld::N,钱,pecunia
456,Geschäft::N,交易,negotium
457,Laden::N,商店,taberna
458,Preis::N,价格,pretium
459,Ware::N,商品,merx
460,Nutzen::N,好处,utilitas
461,Reichtum::N,财富,opes
462,Reichtum::N,财富,divitiae
463,Welt::N,世界,mundus
464,Land::N,国家,terra
465,Staat::N,国家,res publica
466,König::N,国王,rex
467,Macht::N,权力,potestas
468,Grenze::N,边界,limes
469,Krieg::N,战争,bellum
470,Feind::N,敌人,inimicus
471,Gewalt::N,暴力,vis
472,Kampf::N,战斗,pugna
473,Bogen[Waffe]::N,弓,arcus
474,Pfeil::N,箭,sagitta
475,Gewehr::N,枪,sclopetum
476,Fehler::N,错误,error
477,Lüge::N,谎话,mendacium
478,Schaden::N,损失,damnum
479,Schaden::N,损失,detrimentum
480,Unglück::N,不幸,miseria
481,Unglück::N,不幸,calamitas
482,Schuld::N,过错,culpa
483,Alter::N,年龄,aetas
484,Schluss::N,结束,finis
485,Zeit::N,时间,tempus
486,Tag::N,天,dies
487,Morgen::N,早晨,mane
488,Mittag::N,中午,meridies
489,Abend::N,晚上,vesper
490,Nacht::N,夜,nox
491,Woche::N,星期,septimana
492,Monat::N,月,mensis
493,Jahr::N,年,annus
494,Frühling::N,春天,ver
495,Sommer::N,夏天,aestas
496,Herbst::N,秋天,autumnus
497,Winter::N,冬天,hiems
498,Januar::N,一月,Ianuarius
499,Februar::N,二月,Februarius
500,März::N,三月,Martius
501,April::N,四月,Aprilis
502,Mai::N,五月,Maius
503,Juni::N,六月,Iunius
504,Juli::N,七月,Iulius
505,August::N,八月,Augustus
506,September::N,九月,September
507,Oktober::N,十月,Octobris
508,November::N,十一月,Novembris
509,Dezember::N,十二月,December
510,Montag::N,星期一,dies lunae
511,Dienstag::N,星期二,dies Martis 
512,Mittwoch::N,星期三,dies Mercurii
513,Donnerstag::N,星期四,dies Iovis
514,Freitag::N,星期五,dies Veneris
515,Samstag::N,星期六,dies Saturni
516,Sonntag::N,星期日,dominicus
517,Sonntag::N,星期日,dies solis
518,groß::A,大,magnus
519,klein::A,小,parvus
520,lang::A,长,longus
521,kurz::A,短,brevis
522,breit::A,宽,latus
523,schmal::A,细长的,angustus
524,dicht::A,密,densus
525,dick[Gegenstand]::A,厚,crassus
526,dünn::A,薄,tenuis
527,fein::A,细小,subtilis
528,fest::A,固体,solidus
529,fest::A,固体,stabilis
530,flach::A,平坦,planus
531,glatt::A,光滑,levis
532,hart::A,硬,durus
533,weich::A,软,mollis
534,rund::A,圆,rotundus
535,spitz::A,尖,acutus
536,scharf::A,锋利,acer
537,stumpf::A,钝,hebes
538,schwer::A,重,gravis
539,schön::A,美丽,pulcher
540,schön::A,美丽,formosus
541,heiß::A,烫,fervidus
542,warm::A,暖和,calidus
543,kalt::A,冷,frigidus
544,kühl::A,凉,frigidus
545,frisch::A,新鲜,recens
546,feucht::A,潮湿,umidus
547,nass::A,湿,madidus
548,trocken::A,干,aridus
549,voll::A,满,plenus
550,leer::A,空,vacuus
551,offen::A,敞开,apertus
552,geschlossen::A,关闭,clausus
553,sauber::A,干净,lautus
554,schmutzig::A,肮脏,sordidus
555,roh::A,生,crudus
556,reif::A,成熟,maturus
557,lecker::A,好吃,delicatus
558,süß::A,甜,dulcis
559,bitter::A,苦,amarus
560,bitter::A,苦,acerbus
561,sauer::A,酸,acidus
562,hell::A,亮,clarus
563,dunkel::A,阴暗,obscurus
564,schwarz::A,黑,niger
565,weiß::A,白,albus
566,rot::A,红,ruber
567,gelb::A,黄,flavus
568,blau::A,蓝,caeruleus
569,grün::A,绿,viridis
570,grau::A,灰色,canus
571,bunt::A,五彩,varius
572,billig::A,便宜,vilis
573,teuer::A,贵,carus
574,wertvoll::A,贵重,pretiosus
575,blind::A,瞎,caecus
576,taub::A,聋,surdus
577,kräftig::A,强壮,robustus
578,stark::A,强壮,firmus
579,stark::A,强壮,validus
580,schwach::A,弱,debilis
581,schwach::A,弱,infirmus
582,fett::A,胖,crassus
583,schlank::A,苗条,procerus
584,hübsch::A,漂亮,pulcher
585,böse::A,邪恶,improbus
586,dumm::A,笨,stultus
587,dumm::A,笨,stupidus
588,faul::A,懒惰,piger
589,fleißig::A,勤奋,sedulus
590,geizig::A,吝啬,avarus
591,klug::A,聪明,prudens
592,geschickt::A,灵巧,sollers
593,lieb::A,可爱,carus
594,lustig::A,快乐,iocosus
595,sanft::A,柔和,clemens
596,hungrig::A,饥饿,impastus
597,krank::A,患病,aeger
598,nackt::A,裸体,nudus
599,traurig::A,悲哀,maestus
600,lebendig::A,活,vivus
601,gut::A,好,bonus
602,schlecht::A,坏,malus
603,richtig::A,正确,rectus
604,schlimm::A,糟糕,malus
605,wahr::A,真,verus
606,alt::A,旧,antiquus
607,neu::A,新,novus
608,ehemalig::A,以前,pristinus
609,alt[Lebewesen]::A,老,vetus
610,jung::A,年轻,iuvenis
611,arm::A,贫穷,pauper
612,reich::A,富裕,dives
613,bekannt::A,出名,notus
614,berühmt::A,著名,celeber
615,berühmt::A,著名,illustris
616,fremd::A,陌生,peregrinus
617,verschieden::A,不同,varius
618,nah::A,近,propinquus
619,fern::A,遥远,longinquus
620,linker::A,左,sinister
621,rechter::A,右,dexter
622,anderer::A,别的,alius
623,erster::A,第一,primus
624,zweiter::A,第二,secundus
625,dritter::A,第三,tertius
626,letzter::A,最后,ultimus
627,allein::ADV,单独,solum
628,auf einmal::ADV,同时,simul
629,zusammen::ADV,一起,una
630,lange::ADV,许久,diu
631,plötzlich::ADV,忽然,subito
632,plötzlich::ADV,忽然,repente
633,sofort::ADV,立刻,statim
634,später::ADV,以后,postea
635,jetzt::ADV,现在,nunc
636,heute::ADV,今天,hodie
637,morgen::ADV,明天,cras
638,bald::ADV,即将,mox
639,dann::ADV,然后,deinde
640,gestern::ADV,昨天,heri
641,einst::ADV,曾经,olim
642,damals::ADV,当时,tum
643,danach::ADV,随后,postea
644,vorher::ADV,事先,antea
645,zuerst::ADV,首先,primo
646,einmal::ADV,一次,semel
647,manchmal::ADV,有时,interdum
648,oft::ADV,时常,saepe
649,immer::ADV,总是,semper
650,niemals::ADV,从未,numquam
651,hier::ADV,这里,hic
652,hierhin::ADV,到这里,huc
653,von hier::ADV,由此,hinc
654,dort::ADV,那里,ibi
655,dorthin::ADV,到那里,eo
656,geradeaus::ADV,一直往前,recte
657,vorwärts::ADV,向前,porro
658,rückwärts::ADV,向后,retro
659,zurück::ADV,退后,retro
660,unten::ADV,下面,infra
661,hinab::ADV,向下,pessum
662,oben::ADV,上面,supra
663,hinauf::ADV,向上,sursum
664,überall::ADV,到处,ubique
665,nicht::ADV,不,non
666,ein wenig::ADV,一点儿,paulum
667,kaum::ADV,几乎不,vix
668,kaum::ADV,几乎不,aegre
669,sehr::ADV,很,valde
670,sehr::ADV,很,magnopere
671,so::ADV,如此,ita
672,noch::ADV,还,etiam
673,nur::ADV,只,solum
674,nur::ADV,只,tantum
675,schon::ADV,已经,iam
676,wieder::ADV,又,rursus
677,vor::PRP,在...面前,ante
678,hinter::PRP,在...背后,post
679,unter::PRP,在...下面,sub
680,durch::PRP,穿过,per
681,neben::PRP,在...旁,iuxta
682,zwischen::PRP,在...之间,inter
683,wegen::PRP,由于,propter
684,dies::PRN,这,hoc
685,das::PRN,那,id
686,alles::PRN,一切,omnia
687,ich::PRN,我,ego
688,du::PRN,你,tu
689,er::PRN,他,is
690,er::PRN,他,ille
691,wir::PRN,我们,nos
692,ihr::PRN,你们,vos
693,sie::PRN,她,ii
694,sie::PRN,她,illi
695,was::FPRN,什么,quid
696,wer::FPRN,谁,quis
697,wo::FADV,哪里,ubi
698,wohin::FADV,去哪里,quo
699,wie::FADV,怎么,quomodo
700,warum::FADV,为什么,cur
701,wieviel::FNUM,多少,quantum
702,eins::NUM,一,unus
703,zwei::NUM,二,duo
704,drei::NUM,三,tres
705,vier::NUM,四,quattuor
706,fünf::NUM,五,quinque
707,sechs::NUM,六,sex
708,sieben::NUM,七,septem
709,acht::NUM,八,octo
710,neun::NUM,九,novem
711,zehn::NUM,十,decem
712,elf::NUM,十一,undecim
713,zwölf::NUM,十二,duodecim
714,zwanzig::NUM,二十,viginti
715,dreißig::NUM,三十,triginta
716,vierzig::NUM,四十,quadraginta
717,fünfzig::NUM,五十,quinquaginta
718,sechzig::NUM,六十,sexaginta
719,siebzig::NUM,七十,septuaginta
720,achtzig::NUM,八十,octoginta
721,neunzig::NUM,九十,nonaginta
722,hundert::NUM,百,centum
723,tausend::NUM,千,mille
724,und::CNJ,和,et
725,und::CNJ,和,-que
726,oder::CNJ,或者,vel
727,stehen::V,站,stare
728,sitzen::V,坐,sedere
729,liegen::V,躺着,iacere
730,hängen::V,挂着,pendere
731,werden::V,成为,fieri
732,passieren::V,发生,accidere
733,beginnen::V,开始,incipere
734,enden::V,终止,finem habere
735,wechseln::V,变迁,mutari
736,aufgehen[Sonne]::V,升起,oriri
737,untergehen[Sonne]::V,下落,occidere
738,scheinen[Sonne]::V,照射,lucere
739,donnern::V,打雷,tonare
740,wehen::V,飘扬,flare
741,strömen::V,流,fluere
742,fließen::V,流动,manare
743,sich drehen::V,转动,torqueri
744,schwanken::V,摇摆,vacillare
745,schwingen::V,摇,vibrare
746,fallen::V,坠落,cadere
747,brennen::V,燃烧,ardere
748,rauchen::V,冒烟,fumare
749,regnen::V,下雨,pluere
750,gefrieren::V,结冰,congelari
751,tauen::V,融化,rorare
752,schmelzen::V,溶化,liquescere
753,trocknen::V,变干,arescere
754,sieden::V,煮,fervere
755,faulen::V,腐烂,putescere
756,verfaulen::V,腐烂,putescere
757,reißen::V,撕,scindi
758,versinken::V,下沉,mergi
759,vergehen::V,流逝,praeterire
760,erscheinen::V,出现,apparere
761,verschwinden::V,消失,discedere
762,sinken::V,下降,labi
763,abnehmen::V,减少,deminui
764,zunehmen::V,增加,augeri
765,steigen::V,上升,augescere
766,wachsen::V,生长,crescere
767,glänzen::V,发光,splendere
768,funkeln::V,闪烁,micare
769,lärmen::V,吵闹,strepere
770,läuten::V,响,sonare
771,klingeln::V,按铃,tinnire
772,brausen::V,疾驶,saevire
773,klingen::V,听起来,sonare
774,bellen::V,吠,latrare
775,heulen::V,嗥,ululare
776,blasen::V,吹,flare
777,pfeifen::V,吹口哨,sibilare
778,schreien::V,叫喊,clamare
779,stöhnen::V,呻吟,gemere
780,zittern::V,颤抖,tremere
781,zittern::V,颤抖,trepidare
782,leben::V,生存,vivere
783,geboren werden::V,出生,nasci
784,atmen::V,呼吸,spirare
785,trinken::V,喝,bibere
786,essen::V,吃,edere
787,schlucken::V,咽,devorare
788,müde werden::V,疲倦,fatigari
789,einschlafen::V,入睡,obdormiscere
790,schlafen::V,睡觉,dormire
791,aufwachen::V,睡醒,expergisci
792,aufstehen::V,起床,exsurgere
793,sich erholen::V,休养,se reficere
794,krank werden::V,生病,aegrescere
795,krank sein::V,生病,aegrotare
796,schmerzen::V,疼痛,dolere
797,husten::V,咳,tussire
798,genesen::V,痊愈,convalescere
799,sterben::V,死,mori
800,umkommen::V,丧命,perire
801,sich bewegen::V,移动,se movere
802,sich rühren::V,动弹,micare
803,sich erheben::V,站起,surgere
804,sich setzen::V,坐,considere
805,hinfallen::V,跌倒,cadere
806,laufen::V,步行,vadere
807,schreiten::V,迈步,gradi
808,spazierengehen::V,散步,ambulare
809,eilen::V,急忙,properare
810,sich beeilen::V,赶快,festinare
811,sausen::V,疾驰,currere
812,rennen::V,奔跑,currere
813,springen::V,跳,salire
814,klettern::V,攀缘,niti
815,schaukeln::V,荡秋千,oscillare
816,kriechen::V,爬行,repere
817,kriechen::V,爬行,serpere
818,schwimmen::V,游泳,nare
819,schwimmen::V,游泳,natare
820,tauchen::V,潜水,mergere
821,rudern::V,划船,remigare
822,fahren::V,行驶,vehi
823,fliegen::V,飞,volare
824,gehen::V,走,ire
825,gehen::V,走,vadere
826,weggehen::V,离去,abire
827,weggehen::V,离去,discedere
828,abfahren::V,出发,proficisci
829,anhalten::V,停住,consistere
830,hineingehen::V,进去,inire
831,hineingehen::V,进去,ingredi
832,eintreten::V,进入,intrare
833,kommen::V,来,venire
834,ankommen::V,到达,advenire
835,zurückkommen::V,回来,revenire
836,bleiben::V,停留,manere
837,warten::V,等,opperiri
838,erwarten::V,等候,opperiri
839,erwarten::V,等候,expectare
840,suchen::V,找,quaerere
841,finden::V,找到,reperire
842,versuchen::V,尝试,conari
843,versuchen::V,尝试,temptare
844,vorbereiten::V,预备,parare
845,lieben::V,爱,amare
846,mögen::V,喜欢,amare
847,lachen::V,笑,ridere
848,weinen::V,哭,flere
849,schimpfen::V,骂,increpare
850,sich ärgern::V,生气,indignari
851,sich fürchten::V,害怕,vereri
852,fürchten::V,害怕,timere
853,fliehen::V,逃走,fugere
854,flüchten::V,逃跑,effugere
855,sehen::V,看,videre
856,anschauen::V,注视,aspectare
857,ansehen::V,注视,spectare
858,hören::V,听,audire
859,zuhören::V,倾听,auscultare
860,probieren::V,尝,gustare
861,riechen::V,闻,olfacere
