,Concept_ID,se,sk
173,Arm::N,kie'tâkaaṿâ,rameno
174,Arm::N,ǩiõtt,rameno
175,Arm::N,кӣдт,rameno
176,Ellenbogen::N,gernjere,lakeť
177,Ellenbogen::N,garŋŋel,lakeť
178,Ellenbogen::N,gargŋil,lakeť
179,Ellenbogen::N,käŋŋir,lakeť
180,Ellenbogen::N,kõõnjâr,lakeť
181,Ellenbogen::N,карьнэль,lakeť
182,Hand::N,gïete,ruka
183,Hand::N,giehta,ruka
184,Hand::N,giehta,ruka
185,Hand::N,kietâ,ruka
186,Hand::N,ǩiõtt,ruka
187,Hand::N,кӣдт,ruka
188,Handfläche::N,gïeten-låapoe,dlaň
189,Handfläche::N,giehtavuodo,dlaň
190,Handfläche::N,tjårmmåvuodo,dlaň
191,Handfläche::N,giehtaloahpu,dlaň
192,Handfläche::N,kiämád,dlaň
193,Handfläche::N,kuámmir,dlaň
194,Handfläche::N,kuä´m'mer,dlaň
195,Handfläche::N,ǩiõttǩeä´m'men,dlaň
196,Handfläche::N,ко̄а̄ллдэгк,dlaň
197,Handfläche::N,кӣдткоалдэгк,dlaň
198,Finger::N,soerme,prst
199,Finger::N,tjuvdde,prst
200,Finger::N,suorbma,prst
201,Finger::N,čuvde,prst
202,Finger::N,suor'mâ,prst
203,Finger::N,suõrmm,prst
204,Finger::N,це̄ххп,prst
205,Fingernagel::N,gadtse,necht
206,Fingernagel::N,guehpere,necht
207,Fingernagel::N,gadtsa,necht
208,Fingernagel::N,gazza,necht
209,Fingernagel::N,kozzâ,necht
210,Fingernagel::N,kõʒʒ,necht
211,Fingernagel::N,кэ̄ннц,necht
212,Nagel[Anatomie]::N,gadtse,necht
213,Nagel[Anatomie]::N,guehpere,necht
214,Nagel[Anatomie]::N,gadtsa,necht
215,Nagel[Anatomie]::N,gazza,necht
216,Nagel[Anatomie]::N,kozzâ,necht
217,Nagel[Anatomie]::N,kõʒʒ,necht
218,Nagel[Anatomie]::N,кэ̄ннц,necht
219,Zeh::N,tjiehtjere,prst na nohe
220,Zeh::N,juolggetjuvdde,prst na nohe
221,Zeh::N,juolgesuorbma,prst na nohe
222,Zeh::N,jyel'gisuor'mâ,prst na nohe
223,Zeh::N,jue´lǧǧsuõrmm,prst na nohe
224,Zeh::N,ю̄лльк-це̄һп,prst na nohe
225,Fuß::N,juelkie,noha
226,Fuß::N,juolgge,noha
227,Fuß::N,juolgi,noha
228,Fuß::N,jyel'gi,noha
229,Fuß::N,jue´lǧǧ,noha
230,Fuß::N,ла̄бпь,noha
231,Ferse::N,båetskie,päta
232,Ferse::N,boasske,päta
233,Ferse::N,šušmi,päta
234,Ferse::N,šušme,päta
235,Ferse::N,jue´lǧǧkädd,päta
236,Ferse::N,ка̄ннт,päta
237,Knie::N,boelve,koleno
238,Knie::N,buolvva,koleno
239,Knie::N,čibbi,koleno
240,Knie::N,veaŋki,koleno
241,Knie::N,iidâ,koleno
242,Knie::N,puõlvv,koleno
243,Knie::N,пуллв,koleno
244,Oberschenkel::N,ruaksja,stehno
245,Oberschenkel::N,tjibbe,stehno
246,Oberschenkel::N,gassaváhkká,stehno
247,Oberschenkel::N,badjeváhkáa,stehno
248,Oberschenkel::N,čuár'bpeeḷi,stehno
249,Oberschenkel::N,če´bb,stehno
250,Oberschenkel::N,чуаррбе̄лль,stehno
251,Bein::N,juelkie,noha
252,Bein::N,juolgge,noha
253,Bein::N,juolgi,noha
254,Bein::N,jyel'gi,noha
255,Bein::N,jue´lǧǧ,noha
256,Bein::N,ю̄лльк,noha
257,Körper::N,kråahpe,telo
258,Körper::N,rumáj,telo
259,Körper::N,rumaš,telo
260,Körper::N,ruumâš,telo
261,Körper::N,rå´pp,telo
262,Körper::N,лышшьк,telo
263,Körper::N,роаӈӈьк,telo
264,Haut::N,njaltja,koža
265,Haut::N,lijkke,koža
266,Haut::N,tjuobma,koža
267,Haut::N,liiki,koža
268,Haut::N,liške,koža
269,Haut::N,le´šǩǩ,koža
270,Haut::N,лышшьк,koža
271,Blut::N,vïrre,krv
272,Blut::N,maelie,krv
273,Blut::N,varra,krv
274,Blut::N,varra,krv
275,Blut::N,vorrâ,krv
276,Blut::N,võrr,krv
277,Blut::N,вэ̄рр,krv
278,Ader::N,åerie,žila
279,Ader::N,aajroe,žila
280,Ader::N,suodna,žila
281,Ader::N,varrasuotna,žila
282,Ader::N,suoṇâ,žila
283,Ader::N,suõnn,žila
284,Ader::N,сӯнн,žila
285,Sehne::N,soene,šľacha
286,Sehne::N,gåårtenje,šľacha
287,Sehne::N,suodna,šľacha
288,Sehne::N,suotna,šľacha
289,Sehne::N,suoṇâ,šľacha
290,Sehne::N,suõnn,šľacha
291,Sehne::N,сӯнн,šľacha
292,Knochen::N,måara,kosť
293,Knochen::N,måaroe,kosť
294,Knochen::N,dákte,kosť
295,Knochen::N,dákti,kosť
296,Knochen::N,tähti,kosť
297,Knochen::N,tä´htt,kosť
298,Knochen::N,та̄ххт,kosť
299,Knochen::N,та̄ффьт,kosť
300,Gehirn::N,aajla,mozog
301,Gehirn::N,vuojŋam,mozog
302,Gehirn::N,vuoigŋašat,mozog
303,Gehirn::N,vuoi'ŋâšeh,mozog
304,Gehirn::N,vuo'ivâšneh,mozog
305,Gehirn::N,vuõivâšn,mozog
306,Gehirn::N,вуэййвэшна,mozog
307,Herz::N,vaajmoe,srdce
308,Herz::N,tsåhke,srdce
309,Herz::N,váibmu,srdce
310,Herz::N,váimu,srdce
311,Herz::N,čââ´đ,srdce
312,Herz::N,кӯттҌк,srdce
313,Magen::N,tjåejjie,žalúdok
314,Magen::N,tjoajvve,žalúdok
315,Magen::N,čoavji,žalúdok
316,Magen::N,čuáv'ji,žalúdok
317,Magen::N,čåu´jj,žalúdok
318,Magen::N,чо̄ввьй,žalúdok
319,Leber::N,mueksie,pečeň
320,Leber::N,librre,pečeň
321,Leber::N,vuoivvas,pečeň
322,Leber::N,vuoivâs,pečeň
323,Leber::N,vuõivâs,pečeň
324,Leber::N,вуйвас,pečeň
325,Atem::N,voejngehtasse,dych
326,Atem::N,båssånis,dych
327,Atem::N,vuojŋadahka,dych
328,Atem::N,vuoiŋŋahat,dych
329,Atem::N,vuo'iŋâstim,dych
330,Atem::N,jiõg'g,dych
331,Atem::N,вӯйнас,dych
332,Atem::N,вӯййнмушш,dych
333,Hunger::N,nielkie,hlad
334,Hunger::N,nielgge,hlad
335,Hunger::N,nealgi,hlad
336,Hunger::N,nelgi,hlad
337,Hunger::N,neä´lǧǧ,hlad
338,Hunger::N,не̄лльк,hlad
339,Träne::N,gïknjele,slza
340,Träne::N,ganjál,slza
341,Träne::N,ganjal,slza
342,Träne::N,koonjâl,slza
343,Träne::N,kõõnjâl,slza
344,Träne::N,кэ̄нял,slza
345,Geschmack::N,aelmie,chuť
346,Geschmack::N,muosse,chuť
347,Geschmack::N,smáhkka,chuť
348,Geschmack::N,máhku,chuť
349,Geschmack::N,smáhkka,chuť
350,Geschmack::N,mááhu,chuť
351,Geschmack::N,smakkâ,chuť
352,Geschmack::N,njõõd,chuť
353,Geschmack::N,smääkk,chuť
354,Geschmack::N,ня̄лльк,chuť
355,Geruch::N,haaje,pach
356,Geruch::N,habjja,pach
357,Geruch::N,hádja,pach
358,Geruch::N,opsâ,pach
359,Geruch::N,haajâ,pach
360,Geruch::N,õpss,pach
361,Geruch::N,haajj,pach
362,Geruch::N,апс,pach
363,Geruch::N,лэ̄гк,pach
364,Schlaf::N,nahkerh,spánok
365,Schlaf::N,nager,spánok
366,Schlaf::N,oados,spánok
367,Schlaf::N,nagir,spánok
368,Schlaf::N,naṿer,spánok
369,Schlaf::N,nââ´er,spánok
370,Schlaf::N,нагерь,spánok
371,Traum::N,nahkere,sen
372,Traum::N,niehko,sen
373,Traum::N,niehku,sen
374,Traum::N,naṿer,sen
375,Traum::N,nââ´er,sen
376,Traum::N,нагерь,sen
377,Himmel::N,elmie,nebo
378,Himmel::N,almme,nebo
379,Himmel::N,albmi,nebo
380,Himmel::N,alme,nebo
381,Himmel::N,â´lmm,nebo
382,Himmel::N,алльм,nebo
383,Sonne::N,biejjie,slnko
384,Sonne::N,bæjvásj,slnko
385,Sonne::N,beaivváš,slnko
386,Sonne::N,peivi,slnko
387,Sonne::N,piäiváš,slnko
388,Sonne::N,pei´vv,slnko
389,Sonne::N,пе̄ййв,slnko
390,Mond::N,aske,mesiac
391,Mond::N,mánno,mesiac
392,Mond::N,mánnu,mesiac
393,Mond::N,máánu,mesiac
394,Mond::N,mään,mesiac
395,Mond::N,ма̄нн,mesiac
396,Stern::N,daasta,hviezda
397,Stern::N,naestie,hviezda
398,Stern::N,násste,hviezda
399,Stern::N,násti,hviezda
400,Stern::N,täsni,hviezda
401,Stern::N,tä´snn,hviezda
402,Stern::N,та̄ссьт,hviezda
403,Luft::N,elmie,vzduch
404,Luft::N,ájmmo,vzduch
405,Luft::N,áibmu,vzduch
406,Luft::N,áimu,vzduch
407,Luft::N,šõŋŋ,vzduch
408,Luft::N,вӯйнас,vzduch
409,Wind::N,bïegke,vietor
410,Wind::N,biegga,vietor
411,Wind::N,biegga,vietor
412,Wind::N,pieg'gâ,vietor
413,Wind::N,piõg'g,vietor
414,Wind::N,пӣӈӈк,vietor
415,Welle::N,baaroe,vlna
416,Welle::N,bárro,vlna
417,Welle::N,bárru,vlna
418,Welle::N,pááṛu,vlna
419,Welle::N,päärr,vlna
420,Welle::N,нэ̄ммп,vlna
421,Wasser::N,tjaetsie,voda
422,Wasser::N,tjáhtje,voda
423,Wasser::N,čáhci,voda
424,Wasser::N,čääci,voda
425,Wasser::N,čää´cc,voda
426,Wasser::N,ча̄дзь,voda
427,Stein::N,gierkie,kameň
428,Stein::N,giergge,kameň
429,Stein::N,geađgi,kameň
430,Stein::N,keđgi,kameň
431,Stein::N,ǩeä´dǧǧ,kameň
432,Stein::N,ке̄ддҌк,kameň
433,Boden::N,betnie,zem
434,Boden::N,betnie,pôda
435,Boden::N,ednam,zem
436,Boden::N,ednam,pôda
437,Boden::N,bodni,zem
438,Boden::N,bodni,pôda
439,Boden::N,vuođđu,zem
440,Boden::N,vuođđu,pôda
441,Boden::N,ponne,zem
442,Boden::N,ponne,pôda
443,Boden::N,vuáđ̣u,zem
444,Boden::N,vuáđ̣u,pôda
445,Boden::N,vuâđđ,zem
446,Boden::N,vuâđđ,pôda
447,Boden::N,лаввьн,zem
448,Boden::N,лаввьн,pôda
449,Boden::N,е̄ммьне,zem
450,Boden::N,е̄ммьне,pôda
451,Erde::N,jåarta,zem
452,Erde::N,mueltie,zem
453,Erde::N,ednam,zem
454,Erde::N,mållde,zem
455,Erde::N,eana,zem
456,Erde::N,eennâm,zem
457,Erde::N,mädd,zem
458,Erde::N,jânnam,zem
459,Erde::N,е̄ммьне,zem
460,Staub::N,heblie,prach
461,Staub::N,tsumhtsie,prach
462,Staub::N,dubme,prach
463,Staub::N,dopmu,prach
464,Staub::N,kovjâ,prach
465,Staub::N,põõ´l,prach
466,Staub::N,кэ̄ббьй,prach
467,Rauch::N,soeve,dym
468,Rauch::N,suovva,dym
469,Rauch::N,suovva,dym
470,Rauch::N,suoṿâ,dym
471,Rauch::N,suõvv,dym
472,Rauch::N,сӯвв,dym
473,Funke::N,naestie,iskra
474,Funke::N,tjuonam,iskra
475,Funke::N,čuotnan,iskra
476,Funke::N,čuođâlm,iskra
477,Funke::N,iiskâr,iskra
478,Funke::N,čuõzzâm,iskra
479,Funke::N,чӯссэм,iskra
480,Feuer::N,dålle,oheň
481,Feuer::N,dållå,oheň
482,Feuer::N,dolla,oheň
483,Feuer::N,tullâ,oheň
484,Feuer::N,toll,oheň
485,Feuer::N,то̄лл,oheň
486,Licht::N,tjoevke,svetlo
487,Licht::N,tjuovgga,svetlo
488,Licht::N,čuovga,svetlo
489,Licht::N,čuovggas,svetlo
490,Licht::N,čuoṿâ,svetlo
491,Licht::N,toll,svetlo
492,Licht::N,čuõvv,svetlo
493,Licht::N,то̄лл,svetlo
494,Schatten::N,skugkie,tieň
495,Schatten::N,soejvene,tieň
496,Schatten::N,irkes,tieň
497,Schatten::N,sieges,tieň
498,Schatten::N,itku,tieň
499,Schatten::N,suoivâ,tieň
500,Schatten::N,õõtt,tieň
501,Schatten::N,ǩeeu´niǩ,tieň
502,Schatten::N,кывьнэхь,tieň
503,Wetter::N,vïerhtse,počasie
504,Wetter::N,dálkke,počasie
505,Wetter::N,dálki,počasie
506,Wetter::N,šoŋŋâ,počasie
507,Wetter::N,šõŋŋ,počasie
508,Wetter::N,шэ̄ӈӈ,počasie
509,Nebel::N,såavla,hmla
510,Nebel::N,mearhka,hmla
511,Nebel::N,murkko,hmla
512,Nebel::N,mierkká,hmla
513,Nebel::N,mierká,hmla
514,Nebel::N,miär'kká,hmla
515,Nebel::N,oṃo,hmla
516,Nebel::N,sue´lnn,hmla
517,Nebel::N,цӣгк,hmla
518,Nebel::N,сулльн,hmla
519,Wolke::N,balve,oblak
520,Wolke::N,balve,mračno
521,Wolke::N,balvva,oblak
522,Wolke::N,balvva,mračno
523,Wolke::N,balva,oblak
524,Wolke::N,balva,mračno
525,Wolke::N,polvâ,oblak
526,Wolke::N,polvâ,mračno
527,Wolke::N,põlvv,oblak
528,Wolke::N,põlvv,mračno
529,Wolke::N,пэллв,oblak
530,Wolke::N,пэллв,mračno
531,Regen::N,ebrie,dážď
532,Regen::N,harvve,dážď
533,Regen::N,arvi,dážď
534,Regen::N,arve,dážď
535,Regen::N,â´brr,dážď
536,Regen::N,аббьр,dážď
537,Schnee::N,lopme,sneh
538,Schnee::N,moehtege,sneh
539,Schnee::N,muohta,sneh
540,Schnee::N,muohta,sneh
541,Schnee::N,muotâ,sneh
542,Schnee::N,muõtt,sneh
543,Schnee::N,вэ̄дз,sneh
544,Schnee::N,куэллт,sneh
545,Eis::N,jïenge,ľad
546,Eis::N,jiegŋa,ľad
547,Eis::N,jiekŋa,ľad
548,Eis::N,jieŋ̣â,ľad
549,Eis::N,jiõŋŋ,ľad
550,Eis::N,ӣӈӈ,ľad
551,Frost::N,baajkoe,mráz
552,Frost::N,tjoasskem,mráz
553,Frost::N,buolaš,mráz
554,Frost::N,puolâš,mráz
555,Frost::N,puõlâš,mráz
556,Frost::N,мӯнь,mráz
557,Kälte::N,jueskie,zima
558,Kälte::N,jueskie,chlad
559,Kälte::N,tjåetskeme,zima
560,Kälte::N,tjåetskeme,chlad
561,Kälte::N,tjoasskem,zima
562,Kälte::N,tjoasskem,chlad
563,Kälte::N,čoaskin,zima
564,Kälte::N,čoaskin,chlad
565,Kälte::N,ko'lmâsvuotâ,zima
566,Kälte::N,ko'lmâsvuotâ,chlad
567,Kälte::N,ijss,zima
568,Kälte::N,ijss,chlad
569,Kälte::N,čuä´cǩǩem,zima
570,Kälte::N,čuä´cǩǩem,chlad
571,Kälte::N,tuârggnjõs,zima
572,Kälte::N,tuârggnjõs,chlad
573,Kälte::N,кэ̄лмас,zima
574,Kälte::N,кэ̄лмас,chlad
575,Hitze::N,baahke,horúčava
576,Hitze::N,báhkka,horúčava
577,Hitze::N,báhkka,horúčava
578,Hitze::N,pakkâ,horúčava
579,Hitze::N,kuṃe,horúčava
580,Hitze::N,paašt,horúčava
581,Hitze::N,жоарр,horúčava
582,Raureif::N,jyjse,srieň
583,Raureif::N,jyjse,inovať
584,Raureif::N,ridne,srieň
585,Raureif::N,ridne,inovať
586,Raureif::N,goarre,srieň
587,Raureif::N,goarre,inovať
588,Raureif::N,ritni,srieň
589,Raureif::N,ritni,inovať
590,Raureif::N,suhči,srieň
591,Raureif::N,suhči,inovať
592,Raureif::N,riṇe,srieň
593,Raureif::N,riṇe,inovať
594,Raureif::N,ай,srieň
595,Raureif::N,ай,inovať
596,Regenbogen::N,aatjan goengere,dúha
597,Regenbogen::N,aatjan joekse,dúha
598,Regenbogen::N,ádjájuoksa,dúha
599,Regenbogen::N,arvedávgi,dúha
600,Regenbogen::N,bajándávgi,dúha
601,Regenbogen::N,äijihtävgi,dúha
602,Regenbogen::N,teârmmazjohss,dúha
603,Regenbogen::N,тӣрмесью̄ккс,dúha
604,Donner::N,raejrie,hrom
605,Donner::N,átjek,hrom
606,Donner::N,átjárájdde,hrom
607,Donner::N,áddjá,hrom
608,Donner::N,baján,hrom
609,Donner::N,juuṛâ,hrom
610,Donner::N,tie´rmes,hrom
611,Donner::N,тӣрмесь,hrom
612,Donner::N,ча̄ркнэгк,hrom
613,Strömung::N,njuvvie,prúdenie
614,Strömung::N,ájggedáhpe,prúdenie
615,Strömung::N,rávdnji,prúdenie
616,Strömung::N,virde,prúdenie
617,Strömung::N,ve´rdd,prúdenie
618,Strömung::N,выррьт,prúdenie
619,Tropfen::N,gåajhkohts,kvapka
620,Tropfen::N,gåjkudis,kvapka
621,Tropfen::N,goaikkanas,kvapka
622,Tropfen::N,čalme,kvapka
623,Tropfen::N,čâ´lmm,kvapka
624,Tropfen::N,ча̄лльм,kvapka
625,Schaum::N,sapte,pena
626,Schaum::N,såpptå,pena
627,Schaum::N,sokta,pena
628,Schaum::N,suptâ,pena
629,Schaum::N,soptt,pena
630,Schaum::N,со̄ппт,pena
631,Schmutz::N,haaskoe,špina
632,Schmutz::N,haaskoe,nečistota
633,Schmutz::N,duolvva,špina
634,Schmutz::N,duolvva,nečistota
635,Schmutz::N,duolva,špina
636,Schmutz::N,duolva,nečistota
637,Schmutz::N,durdi,špina
638,Schmutz::N,durdi,nečistota
639,Schmutz::N,stänži,špina
640,Schmutz::N,stänži,nečistota
641,Schmutz::N,sähss,špina
642,Schmutz::N,sähss,nečistota
643,Schmutz::N,са̄ккьс,špina
644,Schmutz::N,са̄ккьс,nečistota
645,Schmutz::N,не̄шшь,špina
646,Schmutz::N,не̄шшь,nečistota
647,See::N,jaevrie,jazero
648,See::N,jávrre,jazero
649,See::N,jávri,jazero
650,See::N,jävri,jazero
651,See::N,jâu´rr,jazero
652,See::N,я̄ввьр,jazero
653,Sumpf::N,pluevie,bahno
654,Sumpf::N,áhpe,bahno
655,Sumpf::N,sæmssa,bahno
656,Sumpf::N,jeaggi,bahno
657,Sumpf::N,jeggi,bahno
658,Sumpf::N,jeä´ǧ'ǧ,bahno
659,Sumpf::N,ла̄ммьп,bahno
660,Moor::N,pluevie,močiar
661,Moor::N,jiegge,močiar
662,Moor::N,suotnju,močiar
663,Moor::N,karrii,močiar
664,Moor::N,kä´rev,močiar
665,Moor::N,veättaǩ,močiar
666,Moor::N,ла̄ммьп,močiar
667,Wiese::N,ïentje,lúka
668,Wiese::N,giedde,lúka
669,Wiese::N,gieddi,lúka
670,Wiese::N,nijtto,lúka
671,Wiese::N,пуэшенҍ,lúka
672,Wald::N,skåake,les
673,Wald::N,skåake,hora
674,Wald::N,skåajje,les
675,Wald::N,skåajje,hora
676,Wald::N,miehtsie,les
677,Wald::N,miehtsie,hora
678,Wald::N,vuovdde,les
679,Wald::N,vuovdde,hora
680,Wald::N,miehttse,les
681,Wald::N,miehttse,hora
682,Wald::N,vuovdi,les
683,Wald::N,vuovdi,hora
684,Wald::N,meahcci,les
685,Wald::N,meahcci,hora
686,Wald::N,mecci,les
687,Wald::N,mecci,hora
688,Wald::N,vyemi,les
689,Wald::N,vyemi,hora
690,Wald::N,vue´mm,les
691,Wald::N,vue´mm,hora
692,Wald::N,meä´c'c,les
693,Wald::N,meä´c'c,hora
694,Wald::N,ля̄ммт,les
695,Wald::N,ля̄ммт,hora
696,Hügel::N,deava,vŕšok
697,Hügel::N,dievvá,vŕšok
698,Hügel::N,dievvá,vŕšok
699,Hügel::N,čummâ,vŕšok
700,Hügel::N,pä´rcc,vŕšok
701,Hügel::N,teä´rmm,vŕšok
702,Hügel::N,ка̄ннҌт,vŕšok
703,Anhöhe::N,deava,výšina
704,Anhöhe::N,deava,vyvýšenina
705,Anhöhe::N,jalladahke,výšina
706,Anhöhe::N,jalladahke,vyvýšenina
707,Anhöhe::N,dievásj,výšina
708,Anhöhe::N,dievásj,vyvýšenina
709,Anhöhe::N,aláš,výšina
710,Anhöhe::N,aláš,vyvýšenina
711,Anhöhe::N,luohkká,výšina
712,Anhöhe::N,luohkká,vyvýšenina
713,Anhöhe::N,tiävá,výšina
714,Anhöhe::N,tiävá,vyvýšenina
715,Anhöhe::N,poorááš,výšina
716,Anhöhe::N,poorááš,vyvýšenina
717,Anhöhe::N,ču´lpp,výšina
718,Anhöhe::N,ču´lpp,vyvýšenina
719,Anhöhe::N,škâu´ŋŋ,výšina
720,Anhöhe::N,škâu´ŋŋ,vyvýšenina
721,Anhöhe::N,ка̄ннҌт,výšina
722,Anhöhe::N,ка̄ннҌт,vyvýšenina
723,Berg::N,bïerje,hora
724,Berg::N,várre,hora
725,Berg::N,várri,hora
726,Berg::N,vääṛi,hora
727,Berg::N,vää´rr,hora
728,Berg::N,те̄ррьм,hora
729,Gipfel::N,dalvese,vrchol
730,Gipfel::N,tjåhkkå,vrchol
731,Gipfel::N,čohkka,vrchol
732,Gipfel::N,čokke,vrchol
733,Gipfel::N,čå´ǩǩ,vrchol
734,Gipfel::N,ла̄ддҍв,vrchol
735,Höhle::N,beajoe,jaskyňa
736,Höhle::N,rájgge,jaskyňa
737,Höhle::N,sluoggo,jaskyňa
