,Concept_ID,fr,lv
148,Wind::N,vent,vējš
149,Welle::N,vague,гы
150,Welle::N,vague,vilnis
151,Wasser::N,eau,ва
152,Wasser::N,eau,ūdens
153,Stein::N,pierre,из
154,Stein::N,pierre,akmens
155,Boden::N,sol,му
156,Boden::N,sol,augsne
157,Boden::N,terrain,му
158,Boden::N,terrain,augsne
159,Erde::N,terre,му
160,Erde::N,terre,му-ва
161,Erde::N,terre,zeme
162,Staub::N,poussière,бус
163,Staub::N,poussière,putekļi
164,Rauch::N,fumée,тшын
165,Rauch::N,fumée,dūmi
166,Funke::N,étincelle,кинь
167,Funke::N,étincelle,би кинь
168,Funke::N,étincelle,dzirkstele
169,Feuer::N,feu,би
170,Feuer::N,feu,uguns
171,Licht::N,lumière,югӧр
172,Licht::N,lumière,gaisma
173,Schatten::N,ombre,вуджӧр
174,Schatten::N,ombre,ēna
175,Wetter::N,temps,поводдя
176,Wetter::N,temps,laiks
177,Nebel::N,brume,ру
178,Nebel::N,brume,онь
179,Nebel::N,brume,migla
180,Nebel::N,brouillard,ру
181,Nebel::N,brouillard,онь
182,Nebel::N,brouillard,migla
183,Wolke::N,nuage,кымӧр
184,Wolke::N,nuage,mākonis
185,Regen::N,pluie,зэр
186,Regen::N,pluie,lietus
187,Schnee::N,neige,лым
188,Schnee::N,neige,sniegs
189,Eis::N,glace,йи
190,Eis::N,glace,ledus
191,Frost::N,gel,кӧдзыд
192,Frost::N,gel,sals
193,Frost::N,gelée,кӧдзыд
194,Frost::N,gelée,sals
195,Kälte::N,froid,кӧдзыд
196,Kälte::N,froid,saltums
197,Kälte::N,froid,aukstums
198,Hitze::N,chaleur,пӧсь
199,Hitze::N,chaleur,гожӧд
200,Hitze::N,chaleur,karstums
201,Raureif::N,givre,пуж
202,Raureif::N,givre,гыӧр
203,Raureif::N,givre,sarma
204,Regenbogen::N,arc-en-ciel,ӧшкамӧшка
205,Regenbogen::N,arc-en-ciel,varavīksne
206,Donner::N,tonnerre,гым
207,Donner::N,tonnerre,pērkons
208,Strömung::N,courant,ва ныр
209,Strömung::N,courant,визувтӧм
210,Strömung::N,courant,straume
211,Strömung::N,courant,strāvojums
212,Tropfen::N,goutte,войт
213,Tropfen::N,goutte,lāse
214,Schaum::N,écume,быг
215,Schaum::N,écume,быгзьӧм
216,Schaum::N,écume,putas
217,Schaum::N,mousse,быг
218,Schaum::N,mousse,быгзьӧм
219,Schaum::N,mousse,putas
220,Schmutz::N,boue,няйт
221,Schmutz::N,boue,dubļi
222,Schmutz::N,saleté,няйт
223,Schmutz::N,saleté,dubļi
224,See::N,lac,ты
225,See::N,lac,ezers
226,Sumpf::N,marais,гыбад
227,Sumpf::N,marais,кад
228,Sumpf::N,marais,dumbrājs
229,Sumpf::N,marais,staignājs
230,Sumpf::N,marécage,гыбад
231,Sumpf::N,marécage,кад
232,Sumpf::N,marécage,dumbrājs
233,Sumpf::N,marécage,staignājs
234,Moor::N,tourbière,нюр
235,Moor::N,tourbière,purvs
236,Moor::N,tourbière,muklājs
237,Wiese::N,pré,видз
238,Wiese::N,pré,pļava
239,Wald::N,bois,вӧр
240,Wald::N,bois,mežs
241,Wald::N,forêt,вӧр
242,Wald::N,forêt,mežs
243,Hügel::N,coteau,дзиб
244,Hügel::N,coteau,мыльк
245,Hügel::N,coteau,нӧрыс
246,Hügel::N,coteau,paugurs
247,Hügel::N,colline,дзиб
248,Hügel::N,colline,мыльк
249,Hügel::N,colline,нӧрыс
250,Hügel::N,colline,paugurs
251,Anhöhe::N,éminence,мыльк
252,Anhöhe::N,éminence,нӧрыс
253,Anhöhe::N,éminence,paugurs
254,Anhöhe::N,élévation,мыльк
255,Anhöhe::N,élévation,нӧрыс
256,Anhöhe::N,élévation,paugurs
257,Berg::N,mont,чой
258,Berg::N,mont,керӧс
259,Berg::N,mont,kalns
260,Berg::N,montagne,чой
261,Berg::N,montagne,керӧс
262,Berg::N,montagne,kalns
263,Gipfel::N,cime,чук
264,Gipfel::N,cime,virsotne
265,Gipfel::N,sommet,чук
266,Gipfel::N,sommet,virsotne
267,Höhle::N,caverne,рудӧг
268,Höhle::N,caverne,ala
269,Abhang::N,pente,ньывк
270,Abhang::N,pente,бокша
271,Abhang::N,pente,nogāze
272,Abhang::N,versant,ньывк
273,Abhang::N,versant,бокша
274,Abhang::N,versant,nogāze
275,Quelle::N,source,ӧшмӧс
276,Quelle::N,source,avots
277,Quelle::N,fontaine,ӧшмӧс
278,Quelle::N,fontaine,avots
279,Bach::N,ruisseau,шор
280,Bach::N,ruisseau,urga
281,Bach::N,ruisseau,strauts
282,Fluss::N,fleuve,ю
283,Fluss::N,fleuve,upe
284,Fluss::N,rivière,ю
285,Fluss::N,rivière,upe
286,Ufer::N,bord,вадор
287,Ufer::N,bord,krasts
288,Ufer::N,rivage,вадор
289,Ufer::N,rivage,krasts
290,Küste::N,côte,вадор
291,Küste::N,côte,piekraste
292,Festland::N,terre ferme,му
293,Festland::N,terre ferme,sauszeme
294,Meer::N,mer,саридз
295,Meer::N,mer,jūra
296,Bucht::N,baie,куръя
297,Bucht::N,baie,līcis
298,Insel::N,île,ді
299,Insel::N,île,sala
300,Blume::N,fleur,дзоридз
301,Blume::N,fleur,puķe
302,Blume::N,fleur,zieds
303,Gras::N,herbe,турун
304,Gras::N,herbe,zāle
305,Wurzel::N,racine,вуж
306,Wurzel::N,racine,sakne
307,Baum::N,arbre,пу
308,Baum::N,arbre,koks
309,Stamm::N,tronc,пучер
310,Stamm::N,tronc,stumbrs
311,Rinde::N,écorce,кырсь
312,Rinde::N,écorce,miza
313,Ast::N,branche,ув
314,Ast::N,branche,zars
315,Zweig::N,rameau,вож
316,Zweig::N,rameau,nozare
317,Blatt::N,feuille,кор
318,Blatt::N,feuille,lapa
319,Birke::N,bouleau,кыдз
320,Birke::N,bouleau,bērzs
321,Kiefer[Baum]::N,pin,пожӧм
322,Kiefer[Baum]::N,pin,priede
323,Weide[Baum]::N,saule,бадь
324,Weide[Baum]::N,saule,kārkls
325,Tanne::N,sapin,коз
326,Tanne::N,sapin,egle
327,Horn::N,corne,сюр
328,Horn::N,corne,rags
329,Feder::N,plume,гӧн
330,Feder::N,plume,тывборд
331,Feder::N,plume,spalva
332,Fell::N,peau,ку
333,Fell::N,peau,āda
334,Flügel::N,aile,борд
335,Flügel::N,aile,spārns
336,Klaue::N,serre,гыж
337,Klaue::N,serre,nags
338,Kralle::N,ongle,гыж
339,Kralle::N,ongle,nags
340,Kralle::N,griffe,гыж
341,Kralle::N,griffe,nags
342,Schwanz::N,queue,бӧж
343,Schwanz::N,queue,ļipa
344,Ei::N,œuf,кольк
345,Ei::N,œuf,ola
346,Nest::N,nid,поз
347,Nest::N,nid,ligzda
348,Bau::N,terrier,горс
349,Bau::N,terrier,пырмӧс
350,Bau::N,terrier,гу
351,Bau::N,terrier,ala
352,Tier::N,animal,пемӧс
353,Tier::N,animal,dzīvnieks
354,Herde::N,troupeau,стада
355,Herde::N,troupeau,кельӧб
356,Herde::N,troupeau,ganāmpulks
357,Kuh::N,vache,мӧс
358,Kuh::N,vache,govs
359,Bulle::N,taureau,ӧш
360,Bulle::N,taureau,bullis
361,Pferd::N,cheval,вӧв
362,Pferd::N,cheval,zirgs
363,Schaf::N,mouton,ыж
364,Schaf::N,mouton,aita
365,Schwein::N,porc,порсь
366,Schwein::N,porc,cūka
367,Schwein::N,cochon,порсь
368,Schwein::N,cochon,cūka
369,Hund::N,chien,пон
370,Hund::N,chien,suns
371,Katze::N,chat,кань
372,Katze::N,chat,kaķis
373,Bär::N,ours,ош
374,Bär::N,ours,lācis
375,Eichhörnchen::N,écureuil,ур
376,Eichhörnchen::N,écureuil,vāvere
377,Elch::N,élan,йӧра
378,Elch::N,élan,alnis
379,Fuchs::N,renard,руч
380,Fuchs::N,renard,lapsa
381,Hase::N,lièvre,кӧч
382,Hase::N,lièvre,zaķis
383,Maus::N,souris,шыр
384,Maus::N,souris,pele
385,Wolf::N,loup,кӧин
386,Wolf::N,loup,vilks
387,Vogel::N,oiseau,кай
388,Vogel::N,oiseau,лэбач
389,Vogel::N,oiseau,putns
390,Schwarm::N,nuée,чукӧр
391,Schwarm::N,nuée,spiets
392,Schwarm::N,volée,чукӧр
393,Schwarm::N,volée,spiets
394,Huhn::N,poule,курӧг
395,Huhn::N,poule,vista
396,Hahn::N,coq,петук
397,Hahn::N,coq,gailis
398,Gans::N,oie,дзодзӧг
399,Gans::N,oie,zoss
400,Adler::N,aigle,кутш
401,Adler::N,aigle,ērglis
402,Ente::N,canard,утка
403,Ente::N,canard,pīle
404,Eule::N,hibou,сюзь
405,Eule::N,hibou,pūce
406,Kranich::N,grue,тури
407,Kranich::N,grue,dzērve
408,Krähe::N,corneille,рака
409,Krähe::N,corneille,vārna
410,Kuckuck::N,coucou,кӧк
411,Kuckuck::N,coucou,dzeguze
412,Schwan::N,cygne,юсь
413,Schwan::N,cygne,gulbis
414,Fisch::N,poisson,чери
415,Fisch::N,poisson,zivs
416,Barsch::N,perche,ёкыш
417,Barsch::N,perche,asaris
418,Hecht::N,brochet,сир
419,Hecht::N,brochet,līdaka
420,Schlange[Tier]::N,serpent,кый
421,Schlange[Tier]::N,serpent,čūska
422,Wurm::N,ver,номыр
423,Wurm::N,ver,tārps
424,Spinne::N,araignée,черань
425,Spinne::N,araignée,zirneklis
426,Ameise::N,fourmi,кодзувкот
427,Ameise::N,fourmi,skudra
428,Laus::N,pou,той
429,Laus::N,pou,uts
430,Mücke::N,moucheron,ном
431,Mücke::N,moucheron,ods
432,Fliege::N,mouche,гут
433,Fliege::N,mouche,muša
434,Schmetterling::N,papillon,бобув
435,Schmetterling::N,papillon,tauriņš
436,Beere::N,baie,тусь
437,Beere::N,baie,вотӧс
438,Beere::N,baie,oga
439,Apfel::N,pomme,яблӧг
440,Apfel::N,pomme,ābols
441,Pilz::N,champignon,тшак
442,Pilz::N,champignon,sēne
443,Zwiebel::N,oignon,луккок
444,Zwiebel::N,oignon,йӧнгыль
445,Zwiebel::N,oignon,sīpols
446,Saat::N,semence,тусь
447,Saat::N,semence,кӧйдыс
448,Saat::N,semence,sēkla
449,Korn::N,grain,тусь
450,Korn::N,grain,grauds
451,Heu::N,foin,турун
452,Heu::N,foin,siens
453,Schale::N,pelure,кор
454,Schale::N,pelure,čaula
455,Schale::N,pelure,čaumala
456,Grube::N,fosse,гу
457,Grube::N,fosse,bedre
458,Falle::N,piège,лэч
459,Falle::N,piège,slazds
460,Falle::N,piège,lamatas
461,Schlinge::N,lacs,лэч
462,Schlinge::N,lacs,cilpa
463,Spur::N,trace,туй
464,Spur::N,trace,pēda
465,Asche::N,cendre,пӧм
466,Asche::N,cendre,pelni
467,Dreck::N,crotte,няйт
468,Dreck::N,crotte,dubļi
469,Eisen::N,fer,кӧрт
470,Eisen::N,fer,dzelzs
471,Gold::N,or,зарни
472,Gold::N,or,zelts
473,Silber::N,argent,эзысь
474,Silber::N,argent,sudrabs
475,Kohle::N,charbon,шом
476,Kohle::N,charbon,ogle
477,Glas::N,verre,стеклӧ
478,Glas::N,verre,stikls
479,Lehm::N,glaise,сёй
480,Lehm::N,glaise,māls
481,Sand::N,sable,лыа
482,Sand::N,sable,smiltis
483,Mensch::N,homme,морт
484,Mensch::N,homme,cilvēks
485,Mann::N,homme,аймӧрт
486,Mann::N,homme,мужичӧй
487,Mann::N,homme,vīrietis
488,Frau::N,femme,ань
489,Frau::N,femme,нывбаба
490,Frau::N,femme,sieviete
491,Kind::N,enfant,кага
492,Kind::N,enfant,bērns
493,Junge::N,garçon,пи
494,Junge::N,garçon,zēns
495,Junge::N,garçon,puika
496,Junge::N,garçon,puisis
497,Mädchen::N,fille,ныв
498,Mädchen::N,fille,meiča
499,Mädchen::N,fille,skuķis
500,Mädchen::N,fille,meitene
501,Mädchen::N,jeune fille,ныв
502,Mädchen::N,jeune fille,meiča
503,Mädchen::N,jeune fille,skuķis
504,Mädchen::N,jeune fille,meitene
505,Familie::N,famille,семья
506,Familie::N,famille,ģimene
507,Großvater::N,grand-père,пӧль
508,Großvater::N,grand-père,vecaistēvs
509,Großmutter::N,grand-mère,баб
510,Großmutter::N,grand-mère,vecāmāte
511,Eltern::N,parents,ай-мам
512,Eltern::N,parents,бать-мам
513,Eltern::N,parents,vecāki
514,Vater::N,père,бать
515,Vater::N,père,ай
516,Vater::N,père,tēvs
517,Mutter::N,mère,мам
518,Mutter::N,mère,māte
519,Sohn::N,fils,пи
520,Sohn::N,fils,dēls
521,Tochter::N,fille,ныв
522,Tochter::N,fille,meita
523,Bruder::N,frère,вок
524,Bruder::N,frère,brālis
525,Schwester::N,sœur,чой
526,Schwester::N,sœur,māsa
527,Onkel::N,oncle,дядь
528,Onkel::N,oncle,tēvocis
529,Tante::N,tante,тьӧт
530,Tante::N,tante,tante
531,Ehemann::N,mari,верӧс
532,Ehemann::N,mari,vīrs
533,Ehemann::N,époux,верӧс
534,Ehemann::N,époux,vīrs
535,Ehefrau::N,femme,гӧтыр
536,Ehefrau::N,femme,sieva
537,Ehefrau::N,épouse,гӧтыр
538,Ehefrau::N,épouse,sieva
539,Freude::N,joie,радлун
540,Freude::N,joie,prieks
541,Freude::N,plaisir,радлун
542,Freude::N,plaisir,prieks
543,Gelächter::N,rires,серам
544,Gelächter::N,rires,smiekli
545,Glück::N,bonheur,шуд
546,Glück::N,bonheur,laime
547,Kummer::N,peine,шог
548,Kummer::N,peine,bēdas
549,Kummer::N,peine,raizes
550,Kummer::N,chagrin,шог
551,Kummer::N,chagrin,bēdas
552,Kummer::N,chagrin,raizes
553,Wunsch::N,désir,кӧсйӧм
554,Wunsch::N,désir,vēlme
555,Wunsch::N,désir,vēlējums
556,Lust::N,envie,кыскӧм
557,Lust::N,envie,радейтӧм
558,Lust::N,envie,kāre
559,Geist::N,esprit,лов
560,Geist::N,esprit,gars
561,Gedanke::N,idée,мӧвп
562,Gedanke::N,idée,doma
563,Gedanke::N,pensée,мӧвп
564,Gedanke::N,pensée,doma
565,Gedächtnis::N,mémoire,паметь
566,Gedächtnis::N,mémoire,atmiņa
567,Verstand::N,raison,вежӧр
568,Verstand::N,raison,prāts
569,Sinn::N,sens,мог
570,Sinn::N,sens,вежӧртас
571,Sinn::N,sens,nozīme
572,Grund::N,cause,помка
573,Grund::N,cause,pamats
574,Grund::N,cause,iemesls
575,Grund::N,raison,помка
576,Grund::N,raison,pamats
577,Grund::N,raison,iemesls
578,Wahrheit::N,vérité,збыль
579,Wahrheit::N,vérité,збыльтор
580,Wahrheit::N,vérité,taisnība
581,Wahrheit::N,vérité,patiesība
582,Gespräch::N,conversation,сёрни
583,Gespräch::N,conversation,saruna
584,Märchen::N,conte,мойд
585,Märchen::N,conte,pasaka
586,Märchen::N,conte de fées,мойд
587,Märchen::N,conte de fées,pasaka
588,Erzählung::N,conte,висьт
589,Erzählung::N,conte,stāsts
590,Erzählung::N,conte,nostāsts
591,Erzählung::N,narration,висьт
592,Erzählung::N,narration,stāsts
593,Erzählung::N,narration,nostāsts
594,Nachricht::N,message,юӧртӧм
595,Nachricht::N,message,ziņa
596,Neuigkeit::N,nouvelle,выльтор
597,Neuigkeit::N,nouvelle,jaunums
598,Name::N,nom,ним
599,Name::N,nom,vārds
600,Rätsel::N,énigme,нӧдкыв
601,Rätsel::N,énigme,mīkla
602,Rätsel::N,devinette,нӧдкыв
603,Rätsel::N,devinette,mīkla
604,Rede::N,parole,сёрни
605,Rede::N,parole,runa
606,Rede::N,discours,сёрни
607,Rede::N,discours,runa
608,Sprache::N,langue,кыв
609,Sprache::N,langue,valoda
610,Sprache::N,langage,кыв
611,Sprache::N,langage,valoda
612,Stimme::N,voix,гӧлӧс
613,Stimme::N,voix,вом шы
614,Stimme::N,voix,balss
615,Wort::N,mot,кыв
616,Wort::N,mot,vārds
617,Zeichen::N,signe,пас
618,Zeichen::N,signe,zīme
619,Ruf::N,cri,чукӧстчӧм
620,Ruf::N,cri,корӧм
621,Ruf::N,cri,sauciens
622,Ruf::N,appel,чукӧстчӧм
623,Ruf::N,appel,корӧм
624,Ruf::N,appel,sauciens
625,Lärm::N,bruit,шы
626,Lärm::N,bruit,зык
627,Lärm::N,bruit,зычитӧм
628,Lärm::N,bruit,troksnis
629,Laut::N,son,шы
630,Laut::N,son,skaņa
631,Ton::N,ton,шы
632,Ton::N,ton,tonis
633,Lied::N,chant,сьылан
634,Lied::N,chant,сьыланкыв
635,Lied::N,chant,dziesma
636,Lied::N,chanson,сьылан
637,Lied::N,chanson,сьыланкыв
638,Lied::N,chanson,dziesma
639,Ruhe::N,calme,чӧв
640,Ruhe::N,calme,miers
641,Ruhe::N,tranquillité,чӧв
642,Ruhe::N,tranquillité,miers
643,Leute::N,gens,йӧз
644,Leute::N,gens,войтыр
645,Leute::N,gens,ļaudis
646,Leute::N,gens,cilvēki
647,Volk::N,peuple,йӧз
648,Volk::N,peuple,войтыр
649,Volk::N,peuple,tauta
650,Arbeit::N,travail,удж
651,Arbeit::N,travail,darbs
652,Gast::N,hôte,гӧсть
653,Gast::N,hôte,viešņa
654,Gast::N,hôte,ciemiņš
655,Gast::N,invité,гӧсть
656,Gast::N,invité,viešņa
657,Gast::N,invité,ciemiņš
658,Geschenk::N,cadeau,козин
659,Geschenk::N,cadeau,dāvana
660,Geschenk::N,présent,козин
661,Geschenk::N,présent,dāvana
662,Spiel::N,jeu,ворсан
663,Spiel::N,jeu,rotaļa
664,Gesellschaft::N,compagnie,котыр
665,Gesellschaft::N,compagnie,biedrība
666,Gesellschaft::N,compagnie,kompānija
667,Hilfe::N,aide,отсӧг
668,Hilfe::N,aide,palīdzība
669,Hilfe::N,secours,отсӧг
670,Hilfe::N,secours,palīdzība
671,Freund::N,ami,ёрт
672,Freund::N,ami,draugs
673,Kamerad::N,copain,ёрт
674,Kamerad::N,copain,biedrs
675,Kamerad::N,camarade,ёрт
676,Kamerad::N,camarade,biedrs
677,Angelegenheit::N,affaire,мог
678,Angelegenheit::N,affaire,делӧ
679,Angelegenheit::N,affaire,darīšana
680,Anzahl::N,nombre,лыд
681,Anzahl::N,nombre,тшӧт
682,Anzahl::N,nombre,skaits
683,Anzahl::N,nombre,daudzums
684,Art::N,sorte,сикас
685,Art::N,sorte,suga
686,Art::N,sorte,šķira
687,Art::N,espèce,сикас
688,Art::N,espèce,suga
689,Art::N,espèce,šķira
690,Stück::N,morceau,тор
691,Stück::N,morceau,gabals
692,Teil::N,part,юкӧн
693,Teil::N,part,daļa
694,Teil::N,partie,юкӧн
695,Teil::N,partie,daļa
696,Hälfte::N,moitié,пӧв
697,Hälfte::N,moitié,джын
698,Hälfte::N,moitié,puse
699,Kreis::N,cercle,кытш
700,Kreis::N,cercle,aplis
701,Kreis::N,cercle,riņķis
702,Kreuz::N,croix,перна
703,Kreuz::N,croix,крест
704,Kreuz::N,croix,krusts
705,Linie::N,ligne,визь
706,Linie::N,ligne,līnija
707,Strich::N,trait,визь
708,Strich::N,trait,svītra
709,Abstand::N,écart,кост
710,Abstand::N,écart,коласт
711,Abstand::N,écart,atstarpe
712,Entfernung::N,distance,ылна
713,Entfernung::N,distance,attālums
714,Entfernung::N,distance,atstatums
715,Gegend::N,région,му-ва
716,Gegend::N,région,apvidus
717,Gegend::N,région,apgabals
718,Gegend::N,contrée,му-ва
719,Gegend::N,contrée,apvidus
720,Gegend::N,contrée,apgabals
721,Platz::N,place,ылдӧс
722,Platz::N,place,йир
723,Platz::N,place,гӧгӧртас
724,Platz::N,place,vieta
725,Ort::N,lieu,ин
726,Ort::N,lieu,места
727,Ort::N,lieu,vieta
728,Ort::N,endroit,ин
729,Ort::N,endroit,места
730,Ort::N,endroit,vieta
731,Seite::N,côté,бок
732,Seite::N,côté,ӧтарладор
733,Seite::N,côté,sāns
734,Mitte::N,milieu,шӧр
735,Mitte::N,milieu,vidus
736,Gegenstand::N,objet,кӧлуй
737,Gegenstand::N,objet,priekšmets
738,Sache::N,chose,добра
739,Sache::N,chose,lieta
740,Rand::N,bord,дор
741,Rand::N,bord,mala
742,Rand::N,bord,apmale
743,Kante::N,arête,дор
744,Kante::N,arête,šķautne
745,Ecke::N,coin,пельӧс
746,Ecke::N,coin,kakts
747,Ecke::N,coin,stūris
748,Ecke::N,tournant,пельӧс
749,Ecke::N,tournant,kakts
750,Ecke::N,tournant,stūris
751,Spitze::N,cime,йыв
752,Spitze::N,cime,smaile
753,Spitze::N,cime,galotne
754,Spitze::N,pointe,йыв
755,Spitze::N,pointe,smaile
756,Spitze::N,pointe,galotne
757,Ende::N,bout,пом
758,Ende::N,bout,gals
759,Ende::N,bout,uzgalis
760,Loch::N,trou,розь
761,Loch::N,trou,caurums
762,Winkel::N,coin,пельӧс
763,Winkel::N,coin,leņķis
764,Winkel::N,réduit,пельӧс
765,Winkel::N,réduit,leņķis
766,Muster::N,dessin,сер
767,Muster::N,dessin,piemērs
768,Größe::N,grandeur,ыджда
769,Größe::N,grandeur,lielums
770,Länge::N,longueur,кузьта
771,Länge::N,longueur,garums
772,Höhe::N,hauteur,джуджда
773,Höhe::N,hauteur,augstums
774,Höhe::N,altitude,джуджда
775,Höhe::N,altitude,augstums
776,Gewicht::N,poids,сьӧкта
777,Gewicht::N,poids,сьӧкталун
778,Gewicht::N,poids,svars
779,Gewicht::N,poids,smagums
780,Menge::N,quantité,лун
781,Menge::N,quantité,числӧ
782,Menge::N,quantité,masa
783,Menge::N,quantité,daudzums
784,Haufen::N,tas,чукӧр
785,Haufen::N,tas,čupa
786,Haufen::N,tas,grēda
787,Haufen::N,tas,kaudze
788,Reihe::N,file,рад
789,Reihe::N,file,rinda
790,Reihe::N,file,virkne
791,Reihe::N,rangée,рад
792,Reihe::N,rangée,rinda
793,Reihe::N,rangée,virkne
794,Boot::N,canot,пыж
795,Boot::N,canot,laiva
796,Boot::N,bateau,пыж
797,Boot::N,bateau,laiva
798,Ruder::N,rame,пелыс
799,Ruder::N,rame,ӧпаснӧй
800,Ruder::N,rame,airis
801,Ruder::N,rame,irklis
802,Ruder::N,aviron,пелыс
803,Ruder::N,aviron,ӧпаснӧй
804,Ruder::N,aviron,airis
805,Ruder::N,aviron,irklis
806,Schlitten::N,traîneau,дадь
807,Schlitten::N,traîneau,ragavas
808,Ski::N,ski,лызь
809,Ski::N,ski,slēpe
810,Lagerfeuer::N,feu de camp,бипур
811,Lagerfeuer::N,feu de camp,ugunskurs
812,Last::N,charge,сьӧкыдтор
813,Last::N,charge,krava
814,Last::N,fardeau,сьӧкыдтор
815,Last::N,fardeau,krava
816,Gang::N,tour,мунӧм
817,Gang::N,tour,ветлӧм
818,Gang::N,tour,eja
