,Concept_ID,ady,ka
229,Großmutter::N,нэнэ́жъ,ბებია
230,Großmutter::N,нэнэ́жъ,დიდედა
231,Eltern::N,ны-тыхэ́р,მშობლები
232,Vater::N,ты,მამა
233,Mutter::N,ны,დედა
234,Sohn::N,къо,ვაჟიშვილი
235,Tochter::N,пхъу,ქალიშვილი
236,Bruder::N,шы,ძმა
237,Schwester::N,шы́пхъу,და
238,Onkel::N,янэ́ш,ბიძა
239,Tante::N,атэшыпхъу,დეიდა
240,Tante::N,атэшыпхъу,მამიდა
241,Ehemann::N,лӏы,ქმარი
242,Ehefrau::N,шъу́з,ცოლი
243,Freude::N,гушӏуа́гъу,სიხარული
244,Gelächter::N,щхыныр,სიცილი
245,Glück::N,насы́п,ბედნიერება
246,Kummer::N,тхьамыкӏагъу,მწუხარება
247,Wunsch::N,шӏонгъоны́гъ,წადილი
248,Wunsch::N,шӏонгъоны́гъ,სურვილი
249,Lust::N,шӏонгъоны́гъ,წადილი
250,Geist::N,гу,სული
251,Gedanke::N,гупшыс,ფიქრი
252,Gedächtnis::N,память,მეხსიერება
253,Verstand::N,акъы́л,ჭკუა
254,Verstand::N,акъы́л,გონება
255,Sinn::N,мэхьанэ,მნიშვნელობა
256,Grund::N,ушъхьагъу,მიზეზი
257,Wahrheit::N,шъыпкъэ́,სიმართლე
258,Wahrheit::N,шъыпкъэ́,ჭეშმარიტება
259,Gespräch::N,гущыӏ,ბაასი
260,Gespräch::N,гущыӏ,საუბარი
261,Märchen::N,пшысэ,არაკი
262,Märchen::N,пшысэ,ზღაპარი
263,Erzählung::N,къэба́р,თქმულება
264,Nachricht::N,къэба́р,ცნობა
265,Nachricht::N,къэба́р,ამბავი
266,Neuigkeit::N,къэбарыкӏ,სიახლე
267,Name::N,цӏэ,სახელი
268,Rätsel::N,коджэхь-къоджэшх,გამოცანა
269,Rede::N,гущыӏ,სიტყვა
270,Sprache::N,бзэ,ენა
271,Stimme::N,макъэ́,ხმა
272,Wort::N,гущыӏ,სიტყვა
273,Zeichen::N,тамы́гъ,ნიშანი
274,Ruf::N,джэ макъ,ძახილი
275,Lärm::N,макъэ,ხმაური
276,Laut::N,макъэ,ხმა
277,Laut::N,макъэ,ბგერა
278,Lied::N,орэ́д,სიმღერა
279,Ruhe::N,самбырыныгъ,სიწყნარე
280,Leute::N,цӏыфхэ́р,ადამიანები
281,Volk::N,цӏыф лъэпкъ,ერი
282,Volk::N,цӏыф лъэпкъ,ხალხი
283,Arbeit::N,ӏофшӏакӏэ́н,მუშაობა
284,Gast::N,хьакӏэ́,სტუმარი
285,Geschenk::N,шӏухьафтын,საჩუქარი
286,Spiel::N,еоны́р,თამაში
287,Spiel::N,джэгуны́р,თამაში
288,Spiel::N,къегъэӏоны́р,თამაში
289,Gesellschaft::N,обществ,საზოგადოება
290,Hilfe::N,ӏэпыӏэгъу,შველა
291,Hilfe::N,ӏэпыӏэгъу,დახმარება
292,Freund::N,ныбджэгъу,მეგობარი
293,Kamerad::N,ныбджэгъу,ამხანაგი
294,Angelegenheit::N,ӏофы́,საქმე
295,Anzahl::N,пчъагъэ́,ოდენობა
296,Art::N,изэрэщы́т,სახეობა
297,Art::N,лъэпкъ,სახეობა
298,Stück::N,такъы́р,ნატეხი
299,Teil::N,щыщ,წილი
300,Teil::N,ӏахь,წილი
301,Hälfte::N,ныкъо́,ნახევარი
302,Kreis::N,хъура́й,წრე
303,Kreuz::N,къащ,ჯვარი
304,Linie::N,хъахъ,ხაზი
305,Linie::N,итхъа́гъ,ხაზი
306,Strich::N,хъахъ,შტრიხი
307,Strich::N,итхъагъ,შტრიხი
308,Abstand::N,азыфагу,მანძილი
309,Entfernung::N,чӏыгууанэ,სიშორე
310,Gegend::N,чӏыпӏэ́,არე
311,Gegend::N,чӏыпӏэ́,მხარე
312,Platz::N,азыфагу,ფართობი
313,Ort::N,чӏыпӏэ́,ადგილი
314,Seite::N,лъэны́къу,მხარე
315,Mitte::N,гузэ́гу,შუა
316,Gegenstand::N,пкъыгъо,საგანი
317,Rand::N,цакӏэ́,კიდე
318,Kante::N,цэгэналъ,ნაწიბული
319,Ecke::N,къогъу,კუთხე
320,Spitze::N,пакӏэ,წვეტი
321,Ende::N,кӏэ,ბოლო
322,Loch::N,гъуа́н,ხვრელი
323,Winkel::N,къогъу,კუთხე
324,Muster::N,тхыпхъэ,მოხატულობა
325,Größe::N,иина́гъ,ზომა
326,Größe::N,иина́гъ,სიდიდე
327,Länge::N,икӏыхьа́гъ,სიგრძე
328,Höhe::N,лъэгагъ,სიმაღლე
329,Gewicht::N,онтэгъугъэ́,წონა
330,Menge::N,пчъагъэ́,რაოდენობა
331,Haufen::N,ӏат,გროვა
332,Reihe::N,саты́р,რიგი
333,Reihe::N,саты́р,წყება
334,Boot::N,къуашъо́,გემი
335,Ruder::N,къошъобэ́щ,ხოფი
336,Ruder::N,къошъобэ́щ,ნიჩაბი
337,Ski::N,лыжэхэр,თხილამური
338,Lagerfeuer::N,пхъэмашӏу,კოცონი
339,Gang::N,кӏоныр,სვლა
340,Schritt::N,лъэубэ́къу,ბიჯი
341,Norden::N,темы́р,ჩრდილოეთი
342,Süden::N,къыблэ́,სამხრეთი
343,Westen::N,тыгъэкъохьа́пӏ,დასავლეთი
344,Osten::N,тыгьэкъокӏы́пӏ,აღმოსავლეთი
345,Holz::N,чъыгы́,ხე
346,Brett::N,пхъэ́мбгъу,დაფა
347,Brett::N,пхъэ́мбгъу,ფიცარი
348,Platte::N,упсыхьагъ,თლილი ქვა
349,Stütze::N,кӏэгъэкъон,საყრდენი
350,Stange::N,къорэ́гъ,ჭოკი
351,Stock::N,бэщ,კეტი
352,Stab::N,бэщ кӏы́хь,ლატანი
353,Rohr::N,онджэкъ,მილაკი
354,Haus::N,унэ́,სახლი
355,Heim::N,унэ́,ოჯახის კერა
356,Ofen::N,гъэжъэн,ღუმელი
357,Fußboden::N,джэхашъу,იატაკი
358,Tisch::N,стол,სუფრა
359,Tisch::N,стол,მაგიდა
360,Stuhl::N,пхъэнтӏэ́кӏу,სკამი
361,Wiege::N,кушъэ́,აკვანი
362,Bett::N,пӏэкӏо́р,საწოლი
363,Bett::N,пӏэкӏо́р,სარეცელი
364,Regal::N,мэкӏай,თაროები
365,Kiste::N,ящык,ყუთი
366,Kiste::N,ящык,სკივრი
367,Fenster::N,шъхьаныгъу́пчъ,ფანჯარა
368,Fenster::N,шъхьаныгъу́пчъ,სარკმელი
369,Tür::N,пчъэ,ბჭე
370,Tür::N,пчъэ,კარი
371,Tor::N,къэла́пчъ,ჭიშკარი
372,Zaun::N,шӏыхьагъэ́,ღობე
373,Zaun::N,шӏыхьагъэ́,გალავანი
374,Dach::N,шъхьэ́,სახურავი
375,Leiter::N,лъэо́й,კიბე
376,Leiter::N,дэкӏояпӏэ́,კიბე
377,Besen::N,пхъэнкӏы́пхъ,ცოცხი
378,Spaten::N,къазгъы́р,ნიჩაბი
379,Schaufel::N,хэӏалъ,ბარი
380,Gabel::N,цацэ,ჩანგალი
381,Löffel::N,джэмы́шх,კოვზი
382,Messer::N,шъэжъы́й,დანა
383,Nagel::N,гъучӏыӏу́н,ლურსმანი
384,Netz::N,хъытыу,ბადე
385,Haken::N,хьажтӏаркъу,კავი
386,Haken::N,хьажтӏаркъу,კაუჭი
387,Griff::N,къопс,ტარი
388,Schloss::N,ӏункӏы́бз,კლიტე
389,Schloss::N,ӏункӏы́бз,საკეტი
390,Bild::N,сурэ́т,სურათი
391,Puppe::N,нысхъа́п,თოჯინა
392,Beutel::N,дзыо́,პარკი
393,Tasche::N,ӏэлъмэ́къ,ჩანთა
394,Eimer::N,щалъ,ჩამჩა
395,Deckel::N,шъхьэ,ხუფი
396,Deckel::N,шъхьэ,სარქველი
397,Geschirr::N,хьакъу-шыкъу,ჭურჭელი
398,Sack::N,дзыо́,ტომარა
399,Tasse::N,чашк,ფინჯანი
400,Topf::N,кастрюль,ქოთანი
401,Kessel::N,шыуа́н,ქვაბი
402,Essen::N,шхэн,ჭამა
403,Nahrung::N,шхэн,საზრდო
404,Nahrung::N,шхэн,საკვები
405,Speise::N,шхыныгъу,საჭმელი
406,Fleisch::N,лы,ხორცი
407,Getreide::N,лэжьыгъацэ́,მარცვლოვანი
408,Brei::N,пӏастэ́,ფაფა
409,Brot::N,хьалыгъу,პური
410,Scheibe::N,такъы́р,ნაჭერი
411,Fett::N,дагъэ́,ქონი
412,Fett::N,дагъэ́,ცხიმი
413,Butter::N,тхъу,კარაქი
414,Öl::N,тхъу,ზეთი
415,Salz::N,щыгъу,მარილი
416,Suppe::N,хьантхъупс,სუფი
417,Honig::N,шъоу́,თაფლი
418,Milch::N,щэ,რძე
419,Tee::N,щай,ჩაი
420,Leder::N,кӏы́шъу,ტყავი
421,Wolle::N,цы,მატყლი
422,Stoff::N,шэкӏы,ქსოვილი
423,Nadel::N,бгъэ́хаӏу,ნემსი
424,Faden::N,ӏуда́н,ძაფი
425,Faden::N,ӏуда́н,მკედი
426,Knopf::N,занкӏэу,ღილი
427,Knoten::N,зэкъодзапӏэ,ნასკვი
428,Farbe::N,краск,საღებავი
429,Kleidung::N,щыгъы́ны,ტანსაცმელი
430,Hemd::N,джан,ხალათი
431,Hemd::N,джан,პერანგი
432,Kragen::N,пшъапӏ,საყელო
433,Ärmel::N,гъуап,სახელო
434,Hose::N,гъончэ́дж,შარვალი
435,Gürtel::N,бгыры́пх,ქამარი
436,Mütze::N,паӏо́,ქუდი
437,Stiefel::N,щазым,ჩექმა
438,Ring::N,ӏэлъы́н,ბეჭედი
439,Band::N,лент,ბაფთი
440,Kamm::N,мажь,სავარცხელი
441,Spiegel::N,гъундж,სარკე
442,Riemen::N,бгыры́пх,ღვედი
443,Schnur::N,кӏапсэ́,ლარი
444,Leine::N,шъокӏапс,ჯაჭვი
445,Decke::N,чыхӏэн,საბანი
446,Kissen::N,шъхьант,ბალიში
447,Tuch::N,шъхьэтехъу,მაუდი
448,Tuch::N,шъхьэтехъу,თავშალი
449,Handtuch::N,ӏаплъэкӏ,ხელსახოცი
450,Kraft::N,къары́у,ძალა
451,Kraft::N,кӏуачӏэ́,ძალა
452,Stärke::N,кӏуачӏэ́,ღონე
453,Gesundheit::N,псауныгъ,ჯანმრთელობა
454,Krankheit::N,узы,სენი
455,Krankheit::N,узы,ავადმყოფობა
456,Schmerz::N,узы,ტკივილი
457,Wunde::N,уӏагъэ́,იარი
458,Wunde::N,уӏагъэ́,ჭრილობა
459,Fieber::N,техьа́гъу,ციება
460,Fieber::N,жъоку,ციება
461,Arznei::N,ӏэзэ́гъу,წამალი
462,Brücke::N,лъэмы́д ж,ხიდი
463,Brunnen::N,псынэ́,ჭა
464,Weide::N,хъупӏэ́,საძოვარი
465,Pfad::N,лъагъу,ბილიკი
466,Weg::N,гъо́гу,გზა
467,Straße::N,гъо́гу,შარაგზა
468,Dorf::N,къуа́дж,დაბა
469,Dorf::N,къуа́дж,სოფელი
470,Stadt::N,къалэ́,ქალაქი
471,Brief::N,тхэн,წერილი
472,Brief::N,письмэ,წერილი
473,Buch::N,тхы́лъ,წიგნი
474,Buchstabe::N,хьары́ф,ასო
475,Zeitung::N,газет,გაზეთი
476,Leben::N,гъашӏэ́,სიცოცხლე
477,Tod::N,аджал,სიკვდილი
478,Grab::N,бэны́,სამარე
479,Grab::N,бэны́,საფლავი
480,Kirche::N,чылы́с,ეკლესია
481,Sünde::N,гунахь,ცოდვა
482,Gott::N,тхьэ,ღმერთი
483,Arbeiter::N,рабоч,მუშა
484,Chef::N,гъэр,გამგე
485,Meister::N,ӏэпыӏа́с,ოსტატი
486,Lehrer::N,кӏэлэегъа́дж,მასწავლებელი
487,Geld::N,ахъщ,ფული
488,Geschäft::N,ӏофшӏэн,საქმე
489,Geschäft::N,ӏофшӏэн,ბიზნესი
490,Laden::N,туча́н,დუქანი
491,Laden::N,туча́н,მაღაზია
492,Preis::N,уасэ́,ფასი
493,Ware::N,хьап-щып,საქონელი
494,Nutzen::N,чар,ხეირი
495,Nutzen::N,федэ́,ხეირი
496,Reichtum::N,байныгъ,სიმდიდრე
497,Welt::N,дуна́й,მსოფლიო
498,Land::N,хэгъэ́́гу,მხარე
499,Land::N,хэгъэ́́гу,ქვეყანა
500,Staat::N,къэралыгъу,სახელმწიფო
501,König::N,пачъы́хь,მეფე
502,Macht::N,шынэгъакзэ́,ძლიერება
503,Grenze::N,гъуна́пкъ,ზღვარი
504,Krieg::N,зао́,ომი
505,Feind::N,пы́и,მტერი
506,Gewalt::N,егъэзыгъэныгъ,სისასტიკე
507,Kampf::N,бэнэныгъ,ბრძოლა
508,Bogen[Waffe]::N,щабз,მშვილდი
509,Pfeil::N,щэбза́щ,ისარი
510,Pfeil::N,щэбза́щ,მახვილი
511,Gewehr::N,шхонч,თოფი
512,Gewehr::N,шхонч,შაშხანა
513,Fehler::N,хэукъоныгъ,შეცდომა
514,Lüge::N,пцӏы,სიცრუე
515,Schaden::N,зэра́р,ვნება
516,Unglück::N,тхьамыкӏагъу,ხიფათი
517,Unglück::N,тхьамыкӏагъу,უბედურება
518,Schuld::N,мысагъэ́,ბრალი
519,Alter::N,ныбжь,ასაკი
520,Schluss::N,кӏэ,ბოლო
521,Schluss::N,кӏэ,დასასრული
522,Zeit::N,уахътэ́,დრო
523,Tag::N,мафэ́,დღე
524,Morgen::N,пчэды́жь,დილა
525,Mittag::N,щэджагьу́,შუადღე
526,Abend::N,пчыхьэ́,საღამო
527,Nacht::N,чэщы́,ღამე
528,Woche::N,тхьамафэ́,კვირა
529,Monat::N,мазэ́,თვე
530,Jahr::N,илъэ́с,წელი
531,Frühling::N,гъатхэ́,გაზაფხული
532,Sommer::N,гъэмафэ́,ზაფხული
533,Herbst::N,бжыхьэ́,შემოდგომა
534,Winter::N,кӏыма́ф,ზამთარი
535,Januar::N,январь,იანვარი
536,Februar::N,февраль,თებერვალი
537,März::N,март,მარტი
538,April::N,апрель,აპრილი
539,Mai::N,май,მაისი
540,Juni::N,июнь,ივნისი
541,Juli::N,июль,ივლისი
542,August::N,август,აგვისტო
543,September::N,сентябрь,სექტემბერი
544,Oktober::N,октябрь,ოქტომბერი
545,November::N,ноябрь,ნოემბერი
546,Dezember::N,декабрь,დეკემბერი
547,Montag::N,блыпэ́,ორშაბათი
548,Dienstag::N,гъубдж,სამშაბათი
549,Mittwoch::N,бэрэскэжъый,ოთხშაბათი
550,Donnerstag::N,мэфэ́ку,ხუთშაბათი
551,Freitag::N,бэрэскэшху,პარასკევი
552,Samstag::N,шэмбэ́т,შაბათი
553,Sonntag::N,тхьаума́ф,კვირა
554,groß::A,ины́,დიდი
555,klein::A,цӏы́кӏу,მცირე
556,klein::A,цӏы́кӏу,პატარა
557,lang::A,кӏыхьэ́,გრძელი
558,kurz::A,кӏэкӏы́,მოკლე
559,breit::A,шъуамбгъо́,ფართო
560,breit::A,шъуамбгъо́,განიერი
561,schmal::A,бгъузэ́,ვიწრო
562,schmal::A,бгъузэ́,წვრილი
563,dicht::A,ӏужъу́,მჭიდრო
564,dick[Gegenstand]::A,ӏужъу́,სქელი
565,dünn::A,пӏуакӏэ́,წვრილი
566,fein::A,пӏуакӏэ́,თხელი
567,fest::A,пытэ́,მყარი
568,flach::A,тешъо́,ბრტყელი
569,glatt::A,зэны́бжь,გლუ
570,hart::A,пытэ́,მაგარი
571,weich::A,шъабэ́,რბილი
572,rund::A,хъура́й,მრგვალი
573,spitz::A,папцӏэ́,წვეტიანი
574,scharf::A,чан,მჭრელი
575,stumpf::A,цако́,ბლაგვი
576,schwer::A,онтэ́гъу,მძიმე
577,schön::A,дахэ́,ლამაზი
578,heiß::A,жъо́ркъ,ცხელი
579,warm::A,фабэ́у,თბილი
580,kalt::A,чъыӏэ́,ცივი
581,kühl::A,чъыӏэтагъ,გრილი
582,frisch::A,чъыӏэтагъ,სუფთა
583,feucht::A,шынагъэ зиӏэ,ნოტიო
584,feucht::A,шынэгъакӏэ зиӏэ,ნოტიო
585,nass::A,цӏынэ́,სველი
586,trocken::A,гъушъ,მშრალი
587,trocken::A,чъэпхъыгъ,მშრალი
588,voll::A,из,სავსე
589,voll::A,изыбз,სავსე
590,leer::A,нэкӏы́,ცარიელი
591,offen::A,зэдэхыгъэ,ღია
592,offen::A,зэдэхыгъэ,გაშლილი
593,geschlossen::A,зэфэшӏыгъ,დახურული
594,sauber::A,къабзэ́,სუფთა
595,sauber::A,къабзэ́,წმინდა
596,schmutzig::A,шӏо́и,ტალახიანი
597,roh::A,мыжъо́,უმი
598,reif::A,чъэпхъыгъ,მწიფე
599,lecker::A,го́хьы,გემრიელი
600,süß::A,ӏэшӏу,ტკბილი
601,bitter::A,дыджы́,მწარე
602,sauer::A,хафэ́,მჟავე
603,hell::A,нэфын,ნათელი
604,dunkel::A,мэзэхэ,ბნელი
605,schwarz::A,шӏуцӏэ,შავი
606,weiß::A,фыжьы́,თეთრი
607,rot::A,плъыжьы́,წითელი
608,gelb::A,гъожьы́,ყვითელი
609,blau::A,шхъуантӏэ,ლურჯი
610,blau::A,шхъуантӏэ,ცისფერი
611,grün::A,шхъуантӏэ,მწვანე
612,grau::A,шхъо,რუხი
613,grau::A,шхъо,ნაცრისფერი
614,bunt::A,къолэны,ჭრელი
615,bunt::A,къолэны,ფერადი
616,billig::A,пыут,იაფი
617,teuer::A,сикӏа́с,ძვირი
618,teuer::A,силъа́пӏ,ძვირი
619,wertvoll::A,пкӏэ зиӏ,ღირსიანი
620,wertvoll::A,уасэ́ зыфа́шӏ,ღირსიანი
621,blind::A,нэшъу́,ბრმა
622,taub::A,дэгу,ყრუ
623,kräftig::A,лъэ́ш,ძალავანი
624,stark::A,лъэ́ш,ძლიერი
