,Concept_ID,ady,ka
1215,Frost::N,,ყინვა
1216,Raureif::N,,ჭირხლი
1217,Raureif::N,,თრთვილი
1218,Adler::N,,არწივი
1219,Schwan::N,,გედი
1220,Ton::N,,ტონი
1221,Sache::N,,ნივთი
1222,Schlitten::N,,მარხილი
1223,Last::N,,ტვირთი
1224,Figur::N,,ფიგურა
1225,Bündel::N,,გალა
1226,Bündel::N,,ასხმა
1227,Schuh::N,,ფეხსაცმელი
1228,Arzt::N,,ექიმი
1229,Arzt::N,,მკურნალი
1230,lebendig::A,,ცოცხალი
1231,zuerst::ADV,,ჯერ
1232,manchmal::ADV,,ხან
1233,manchmal::ADV,,ზოგჯერ
1234,niemals::ADV,,არასდროს
1235,hier::ADV,,აქ
1236,hierhin::ADV,,აქეთ
1237,von hier::ADV,,აქედან
1238,schon::ADV,,უკვე
1239,sinken::V,,დაიწევს
1240,klirren::V,,დააწკარუნებს
1241,fliehen::V,,გაიქცევა
1242,flüchten::V,,გაიქცევა
1243,geraten::V,,გამოდის
1244,aufheben::V,,აიღებს
1245,aufheben::V,,აიყვანს
1246,beugen::V,,ხრის
1247,umdrehen::V,,შეატრიალებს
1248,bekommen::V,,ამოიღებს
1249,erhalten::V,,იღებს
1250,treten::V,,პანღურს ამოჰკრავს
