,Concept_ID,ro,br
88,Schnee::N,zăpadă,erc'h
89,Eis::N,gheață,skorn
90,Frost::N,ger,rev
91,Kälte::N,frig,yen
92,Hitze::N,arșiță,tommder
93,Hitze::N,căldură,tommder
94,Raureif::N,chiciură,frim
95,Regenbogen::N,curcubeu,gwareg-ar-glav
96,Donner::N,tunet,kurun
97,Strömung::N,curent,red
98,Tropfen::N,picătură,bannac'h
99,Tropfen::N,picătură,takenn
100,Schaum::N,spumă,spoum
101,Schmutz::N,murdărie,fank
102,See::N,lac,lenn
103,Sumpf::N,mlaștină,gwern
104,Moor::N,bărăgan,taouarc'heg
105,Wiese::N,fânaț,prad
106,Wiese::N,livadă,prad
107,Wald::N,codru,koad
108,Wald::N,pădure,koad
109,Hügel::N,deal,torgenn
110,Hügel::N,movilă,torgenn
111,Anhöhe::N,deal,run
112,Anhöhe::N,ridicătură,run
113,Berg::N,munte,menez
114,Gipfel::N,pisc,barr
115,Höhle::N,peșteră,kav
116,Abhang::N,pantă,naou
117,Abhang::N,versant,naou
118,Quelle::N,izvor,feunteun
119,Bach::N,gârlă,gwazh
120,Fluss::N,râu,stêr
121,Fluss::N,fluviu,stêr
122,Ufer::N,mal,ribl
123,Ufer::N,țărm,ribl
124,Küste::N,coastă,aod
125,Festland::N,uscat,douar
126,Meer::N,mare,mor
127,Bucht::N,golf,mor-bihan
128,Insel::N,insulă,enez
129,Blume::N,floare,bleunienn
130,Gras::N,iarbă,geot
131,Wurzel::N,rădăcină,gwrizienn
132,Baum::N,copac,gwezenn
133,Baum::N,arbore,gwezenn
134,Stamm::N,tulpină,kef
135,Rinde::N,scoarță,rusk
136,Ast::N,cracă,barr
137,Ast::N,creangă,barr
138,Zweig::N,ramură,bod
139,Zweig::N,creangă,bod
140,Blatt::N,frunză,delienn
141,Birke::N,mesteacăn,bezvenn
142,Kiefer[Baum]::N,pin,pinenn
143,Weide[Baum]::N,salcie,halegenn
144,Weide[Baum]::N,răchită,halegenn
145,Tanne::N,brad,sapenn
146,Horn::N,corn,korn
147,Feder::N,pană,pluñv
148,Fell::N,piele,kreoñ
149,Flügel::N,aripă,askell
150,Klaue::N,gheară,skilf
151,Kralle::N,labă,skilf
152,Kralle::N,gheară,skilf
153,Schwanz::N,coadă,lost
154,Ei::N,ou,vi
155,Nest::N,cuib,neizh
156,Bau::N,bârlog,douarenn
157,Bau::N,vizuină,douarenn
158,Tier::N,animal,loen
159,Herde::N,turmă,tropell
160,Herde::N,cireadă,tropell
161,Kuh::N,vacă,buoc'h
162,Bulle::N,taur,tarv
163,Pferd::N,cal,marc'h
164,Schaf::N,oaie,dañvad
165,Schwein::N,porc,pemoc'h
166,Hund::N,câine,ki
167,Katze::N,pisică,kazh
168,Bär::N,urs,arzh
169,Eichhörnchen::N,veveriță,gwiñver
170,Elch::N,elan,karv-dour
171,Fuchs::N,vulpe,louarn
172,Hase::N,iepure,gad
173,Maus::N,șoarece,logodenn
174,Wolf::N,lup,bleiz
175,Vogel::N,pasăre,labous
176,Schwarm::N,cârd,nijad
177,Huhn::N,găină,yar
178,Hahn::N,cocoș,kilhog
179,Gans::N,gâscă,gwazenn
180,Adler::N,vultur,erer
181,Ente::N,rață,houad
182,Eule::N,bufniță,toud
183,Kranich::N,cocor,garan
184,Krähe::N,cioară,bran
185,Kuckuck::N,cuc,koukoug
186,Schwan::N,lebădă,alarc'h
187,Fisch::N,pește,pesk
188,Barsch::N,biban,brell
189,Hecht::N,știucă,beked
190,Schlange[Tier]::N,șarpe,naer
191,Wurm::N,vierme,preñv
192,Spinne::N,păianjen,kevnidenn
193,Ameise::N,furnică,merion
194,Laus::N,păduche,laouenn
195,Mücke::N,țânțar,moustik
196,Fliege::N,muscă,kelienenn
197,Schmetterling::N,fluture,balafenn
198,Beere::N,boabă,hog
199,Apfel::N,măr,aval
200,Pilz::N,burete,kabell-touseg
201,Pilz::N,ciupercă,kabell-touseg
202,Zwiebel::N,ceapă,ognonenn
203,Saat::N,semănătură,had
204,Korn::N,grâu,ed
205,Heu::N,fân,foenn
206,Schale::N,coajă,peliadur
207,Grube::N,groapă,
208,Falle::N,cursă,pech
209,Falle::N,capcană,pech
210,Schlinge::N,laț,krouglas
211,Spur::N,dâră,
212,Asche::N,cenușă,ludu
213,Dreck::N,noroi,fank
214,Dreck::N,murdărie,fank
215,Eisen::N,fier,houarn
216,Gold::N,aur,aour
217,Silber::N,argint,arc'hant
218,Kohle::N,cărbune,glaou
219,Glas::N,sticlă,gwer
220,Lehm::N,lut,
221,Lehm::N,humă,
222,Sand::N,nisip,traezh
223,Mensch::N,om,den
224,Mensch::N,persoană,den
225,Mann::N,om,den
226,Mann::N,bărbat,den
227,Frau::N,femeie,maouez
228,Kind::N,copil,bugel
229,Junge::N,băiat,paotr
230,Junge::N,flăcău,paotr
231,Mädchen::N,fată,plac'h
232,Familie::N,familie,familh
233,Großvater::N,bunic,tad-kozh
234,Großvater::N,tată mare,tad-kozh
235,Großmutter::N,bunică,mamm-gozh
236,Großmutter::N,mamă mare,mamm-gozh
237,Eltern::N,părinți,kerent
238,Vater::N,tată,tad
239,Vater::N,părinte,tad
240,Mutter::N,mamă,mamm
241,Sohn::N,fiu,mab
242,Sohn::N,fecior,mab
243,Tochter::N,fiică,merc'h
244,Bruder::N,frate,breur
245,Schwester::N,soră,c'hoar
246,Onkel::N,unchi,eontr
247,Tante::N,mătușă,moereb
248,Ehemann::N,soț,gwaz
249,Ehemann::N,bărbat,gwaz
250,Ehefrau::N,soție,gwreg
251,Freude::N,bucurie,levenez
252,Gelächter::N,râset,c'hoarzherezh
253,Glück::N,fericire,chañs
254,Kummer::N,mâhnire,doan
255,Wunsch::N,dorință,c'hoant
256,Wunsch::N,deziderat,c'hoant
257,Lust::N,poftă,c'hoant
258,Lust::N,înclinare,c'hoant
259,Geist::N,duh,spered
260,Geist::N,minte,spered
261,Geist::N,suflet,spered
262,Gedanke::N,gând,soñj
263,Gedanke::N,cuget,soñj
264,Gedächtnis::N,memorie,eñvor
265,Verstand::N,minte,skiant
266,Verstand::N,intelect,skiant
267,Sinn::N,sens,ster
268,Sinn::N,înțeles,ster
269,Grund::N,cauză,kaoz
270,Grund::N,pricină,kaoz
271,Wahrheit::N,adevăr,gwirionez
272,Gespräch::N,convorbire,kaozeadenn
273,Gespräch::N,conversație,kaozeadenn
274,Märchen::N,basm,kaoz korriganez
275,Märchen::N,poveste,kaoz korriganez
276,Erzählung::N,poveste,kontadenn
277,Nachricht::N,veste,keloù
278,Neuigkeit::N,noutate,kelaouenn
279,Neuigkeit::N,actualitate,kelaouenn
280,Name::N,nume,anv
281,Rätsel::N,ghicitoare,divinatez
282,Rede::N,discurs,diskour
283,Sprache::N,limbă,yezh
284,Sprache::N,limbaj,yezh
285,Stimme::N,glas,mouezh
286,Wort::N,cuvânt,ger
287,Zeichen::N,semn,sin
288,Zeichen::N,semnal,sin
289,Ruf::N,chemare,galv
290,Lärm::N,zgomot,trouz
291,Lärm::N,tărăboi,trouz
292,Laut::N,sunet,
293,Ton::N,ton,ton
294,Lied::N,cântec,kanaouenn
295,Ruhe::N,odihnă,sioulded
296,Ruhe::N,liniște,sioulded
297,Leute::N,lume,tud
298,Leute::N,oameni,tud
299,Volk::N,popor,pobl
300,Volk::N,națiune,pobl
301,Arbeit::N,lucru,labour
302,Gast::N,musafir,kouviad
303,Geschenk::N,dar,prof
304,Geschenk::N,cadou,prof
305,Spiel::N,joc,c'hoari
306,Gesellschaft::N,societate,kompagnunezh
307,Gesellschaft::N,societate,kavandad
308,Hilfe::N,ajutor,sikour
309,Freund::N,amic,mignon
310,Freund::N,prieten,mignon
311,Kamerad::N,tovarăș,kamarad
312,Angelegenheit::N,afacere,afer
313,Anzahl::N,număr,niver
314,Anzahl::N,cantitate,niver
315,Art::N,fel,sort
316,Art::N,specie,sort
317,Stück::N,bucată,tamm
318,Teil::N,parte,pezh
319,Teil::N,porție,pezh
320,Hälfte::N,jumătate,hanterenn
321,Kreis::N,cerc,kelc'h
322,Kreuz::N,cruce,kroaz
323,Linie::N,linie,linenn
324,Strich::N,linie,tenn
325,Strich::N,trăsătură,tenn
326,Abstand::N,distanță,distok
327,Abstand::N,depărtare,distok
328,Entfernung::N,distanță,keid
329,Entfernung::N,distanță,kehid
330,Entfernung::N,depărtare,keid
331,Entfernung::N,depărtare,kehid
332,Gegend::N,regiune,korn-bro
333,Platz::N,loc,plasenn
334,Ort::N,loc,lec'h
335,Seite::N,latură,tu
336,Mitte::N,centru,kreiz
337,Gegenstand::N,obiect,tra
338,Sache::N,lucru,tra
339,Sache::N,chestie,tra
340,Rand::N,bordură,kantenn
341,Kante::N,muchie,kantenn
342,Kante::N,bordură,kantenn
343,Ecke::N,colț,korn
344,Spitze::N,vârf,begell
345,Spitze::N,creștet,begell
346,Ende::N,capăt,dibenn
347,Loch::N,gaură,toull
348,Winkel::N,colț,
349,Muster::N,desen,tresadenn
350,Größe::N,mărime,ment
351,Länge::N,lungime,hirder
352,Höhe::N,înălțime,uhelder
353,Gewicht::N,greutate,pouez
354,Menge::N,cantitate,bern
355,Haufen::N,grămadă,bern
356,Reihe::N,șir,steud
357,Reihe::N,rând,steud
358,Boot::N,barcă,bag
359,Boot::N,luntre,bag
360,Ruder::N,vâslă,roeñv
361,Ruder::N,lopată,roeñv
362,Schlitten::N,sanie,trainell
363,Ski::N,schi,ski
364,Lagerfeuer::N,foc de tabără,
365,Last::N,povară,karg
366,Last::N,sarcină,karg
367,Gang::N,mers,kerzh
368,Gang::N,umblet,kerzh
369,Schritt::N,pas,paz
370,Norden::N,nord,norzh
371,Norden::N,nord,hanternoz
372,Norden::N,miazănoapte,norzh
373,Norden::N,miazănoapte,hanternoz
374,Süden::N,sud,su
375,Süden::N,sud,kreisteiz
376,Süden::N,miazăzi,su
377,Süden::N,miazăzi,kreisteiz
378,Westen::N,apus,kuzh-heol
379,Osten::N,est,reter
380,Osten::N,est,sav-heol
381,Osten::N,răsărit,reter
382,Osten::N,răsărit,sav-heol
383,Holz::N,lemn,koad
384,Brett::N,scândură,plankenn
385,Platte::N,placă,plakenn
386,Stütze::N,proptea,harp
387,Stange::N,bară,sparl
388,Stange::N,prăjină,sparl
389,Stock::N,băț,bazh
390,Stock::N,baston,bazh
391,Stab::N,baston,bazh
392,Stab::N,prăjină,bazh
393,Rohr::N,tub,tub
394,Rohr::N,tub,korz
395,Rohr::N,țeavă,tub
396,Rohr::N,țeavă,korz
397,Haus::N,casă,ti
398,Heim::N,casă,kêr
399,Heim::N,cămin,kêr
400,Ofen::N,sobă,forn
401,Fußboden::N,podea,plañchod
402,Fußboden::N,dușumea,plañchod
403,Tisch::N,masă,taol
404,Stuhl::N,scaun,kador
405,Wiege::N,leagăn,kavell
406,Bett::N,pat,gwele
407,Regal::N,rafturi,estajerenn
408,Kiste::N,ladă,kased
409,Kiste::N,cutie,kased
410,Fenster::N,fereastră,prenestr
411,Tür::N,ușă,dor
412,Tor::N,poartă,portal
413,Zaun::N,gard,sklotur
414,Dach::N,acoperiș,toenn
415,Leiter::N,scară,skeul
416,Besen::N,mătură,skubell
417,Spaten::N,cazma,pal
418,Spaten::N,hârleț,pal
419,Schaufel::N,lopată,pal
420,Gabel::N,furculiță,fourchetez
421,Löffel::N,lingură,loa
422,Messer::N,cuțit,kontell
423,Nagel::N,cui,tach
424,Netz::N,plasă,roued
425,Haken::N,cârlig,krog
426,Griff::N,mâner,kemer
427,Schloss::N,lacăt,potenn
428,Bild::N,tablou,skeudenn
429,Bild::N,imagine,skeudenn
430,Figur::N,chip,skeud
431,Figur::N,chip,figur
432,Figur::N,figură,skeud
433,Figur::N,figură,figur
434,Puppe::N,păpușă,merc'hodenn
435,Beutel::N,pungă,sac'h
436,Beutel::N,săculeț,sac'h
437,Bündel::N,mănunchi,feskenn
438,Tasche::N,geantă,sac'h
439,Eimer::N,găleată,sailh
440,Deckel::N,capac,pallenn
441,Geschirr::N,vase,listriaj
442,Geschirr::N,tacâmuri,listriaj
443,Sack::N,sac,sac'h
444,Tasse::N,ceașcă,tas
445,Topf::N,oală,pod
446,Kessel::N,cazan,chaodouron
447,Kessel::N,căldare,chaodouron
448,Essen::N,mâncare,pred
449,Nahrung::N,hrană,boued
450,Nahrung::N,aliment,boued
451,Speise::N,bucate,meuz
452,Speise::N,fel de bucate,meuz
453,Fleisch::N,carne,kig
454,Getreide::N,cereale,ed
455,Brei::N,pireu,yod
456,Brot::N,pâine,bara
457,Scheibe::N,felie,tailhenn
458,Scheibe::N,bucată,tailhenn
459,Fett::N,untură,lard
460,Fett::N,grăsime,lard
461,Butter::N,unt,amann
462,Öl::N,ulei,eoul
463,Salz::N,sare,holen
464,Suppe::N,supă,soubenn
465,Suppe::N,ciorbă,soubenn
466,Honig::N,miere,mel
467,Milch::N,lapte,laezh
468,Tee::N,ceai,te
469,Leder::N,piele,lêr
470,Wolle::N,lână,gloan
471,Stoff::N,stofă,danvez
472,Nadel::N,ac,nadoz
473,Faden::N,ață,neudenn
474,Knopf::N,buton,bouton
475,Knoten::N,nod,skoulm
476,Farbe::N,vopsea,liv
477,Kleidung::N,haine,dilhad
478,Kleidung::N,îmbrăcăminte,dilhad
479,Hemd::N,cămașă,roc'hed
480,Kragen::N,guler,gouzoug
481,Ärmel::N,mânecă,milgin
482,Hose::N,pantaloni,bragoù
483,Gürtel::N,cordon,gouriz
484,Mütze::N,șapcă,boned
485,Schuh::N,gheată,botez
486,Stiefel::N,cizmă,botez
487,Ring::N,inel,gwalenn
488,Ring::N,verigă,gwalenn
489,Band::N,panglică,bagad
490,Band::N,șiret,bagad
491,Kamm::N,pieptene,krib
492,Spiegel::N,oglindă,melezour
493,Riemen::N,curea,lerenn
494,Schnur::N,funie,kordenn
495,Schnur::N,sfoară,kordenn
496,Leine::N,lesă,roll
497,Leine::N,curea,roll
498,Decke::N,pătură,golo
499,Kissen::N,pernă,goubenner
500,Tuch::N,batic,mezher
501,Handtuch::N,prosop,toailhon
502,Handtuch::N,ștergar,toailhon
503,Kraft::N,forță,nerzh
504,Kraft::N,putere,nerzh
505,Stärke::N,tărie,nerzhder
506,Stärke::N,vigoare,nerzhder
507,Gesundheit::N,sănătate,yec'hed
508,Krankheit::N,boală,klañved
509,Krankheit::N,maladie,klañved
510,Schmerz::N,durere,poan
511,Schmerz::N,durere,droug
512,Wunde::N,rană,gloazadenn
513,Fieber::N,febră,terzhienn
514,Arznei::N,leac,louzoù
515,Arznei::N,medicament,louzoù
516,Brücke::N,pod,pont
517,Brücke::N,punte,pont
518,Brunnen::N,puț,puñs
519,Weide::N,izlaz,prad
520,Weide::N,pășune,prad
521,Pfad::N,cărare,gwenodenn
522,Weg::N,drum,hent
523,Straße::N,cale,ru
524,Straße::N,cale,hent
525,Straße::N,stradă,ru
526,Straße::N,stradă,hent
527,Dorf::N,sat,kêr
528,Dorf::N,sat,kêriadenn
529,Stadt::N,oraș,kêr
530,Brief::N,scrisoare,lizher
531,Buch::N,carte,levr
532,Buchstabe::N,literă,lizherenn
533,Buchstabe::N,caracter,lizherenn
534,Zeitung::N,ziar,kazetenn
535,Zeitung::N,gazetă,kazetenn
536,Leben::N,viață,buhez
537,Tod::N,moarte,marv
538,Grab::N,groapă,bez
539,Grab::N,mormânt,bez
540,Kirche::N,biserică,iliz
541,Sünde::N,păcat,pec'hed
542,Gott::N,zeu,doue
543,Arbeiter::N,muncitor,labourer
544,Arbeiter::N,muncitor,micherour
545,Chef::N,șef,penn
546,Meister::N,meșter,mestr
547,Meister::N,maestru,mestr
548,Arzt::N,medic,mezeg
549,Arzt::N,medic,medisin
550,Arzt::N,doctor,mezeg
551,Arzt::N,doctor,medisin
552,Lehrer::N,profesor,skolaer
553,Lehrer::N,profesor,kelenner
554,Lehrer::N,învățător,skolaer
555,Lehrer::N,învățător,kelenner
556,Geld::N,bani,arc'hant
557,Geld::N,parale,arc'hant
558,Geschäft::N,treabă,stal
559,Geschäft::N,afacere,stal
560,Laden::N,magazin,stal
561,Laden::N,prăvălie,stal
562,Preis::N,preț,priz
563,Ware::N,marfă,marc'hadourezh
564,Nutzen::N,folos,gounidegezh
565,Nutzen::N,folos,lañs
566,Nutzen::N,folos,profit
567,Nutzen::N,folos,spleit
568,Nutzen::N,profit,gounidegezh
569,Nutzen::N,profit,lañs
570,Nutzen::N,profit,profit
571,Nutzen::N,profit,spleit
572,Reichtum::N,avuție,pinvidigezh
573,Reichtum::N,bogăție,pinvidigezh
574,Welt::N,lume,douar
575,Land::N,țară,bro
576,Staat::N,stat,stad
577,König::N,rege,roue
578,Macht::N,putere,galloud
579,Macht::N,putință,galloud
580,Grenze::N,hotar,harzoù
581,Grenze::N,graniță,harzoù
582,Grenze::N,frontieră,harzoù
583,Krieg::N,război,brezel
584,Feind::N,dușman,eneber
585,Gewalt::N,violență,tâerder
586,Kampf::N,luptă,kann
587,Bogen[Waffe]::N,arc,gwareg
588,Pfeil::N,săgeată,saezh
589,Gewehr::N,armă,fuzuilh
590,Gewehr::N,pușcă,fuzuilh
591,Fehler::N,eroare,fazi
592,Fehler::N,greșeală,fazi
593,Lüge::N,minciună,gaou
594,Schaden::N,daună,gwall
595,Schaden::N,pagubă,gwall
596,Unglück::N,nenorocire,gwalleur
597,Schuld::N,vină,kablusted
598,Schuld::N,vină,pec'hedigezh
599,Alter::N,etate,oad
600,Alter::N,vârstă,oad
601,Schluss::N,sfârșit,diwezh
602,Zeit::N,timp,amzer
603,Zeit::N,vreme,amzer
604,Tag::N,zi,deizh
605,Morgen::N,dimineață,beure
606,Morgen::N,dimineață,mintin
607,Mittag::N,prânz,kreisteiz
608,Mittag::N,amiază,kreisteiz
609,Abend::N,seară,abardaez
610,Nacht::N,noapte,noz
611,Woche::N,săptămână,sizhun
612,Monat::N,lună,miz
613,Jahr::N,an,bloaz
614,Frühling::N,primăvară,nevezamzer
615,Sommer::N,vară,hañv
616,Herbst::N,toamnă,diskaramzer
617,Winter::N,iarnă,goañv
618,Januar::N,ianuarie,Genver
619,Februar::N,februarie,C'hwevrer
620,März::N,martie,Meurzh
621,April::N,aprilie,Ebrel
622,Mai::N,mai,Mae
623,Juni::N,iunie,Mezheven
624,Juli::N,iulie,Gouhere
625,August::N,august,Eost
626,September::N,septembrie,Gwengolo
627,Oktober::N,octombrie,Here
628,November::N,noiembrie,Du
629,Dezember::N,decembrie,Kerzu
630,Montag::N,luni,Lun
631,Dienstag::N,marți,Meurzh
632,Mittwoch::N,miercuri,Merc'her
633,Donnerstag::N,joi,Yaou
634,Freitag::N,vineri,Gwener
635,Samstag::N,sâmbătă,Sadorn
636,Sonntag::N,duminică,Sul
637,groß::A,mare,bras
638,klein::A,mic,bihan
639,lang::A,lung,hir
640,kurz::A,scurt,berr
641,breit::A,lat,ledan
642,breit::A,larg,ledan
643,schmal::A,strâmt,strizh
644,dicht::A,des,stank
645,dick[Gegenstand]::A,gros,tev
646,dünn::A,subțire,moan
647,fein::A,fin,munut
648,fein::A,subțire,munut
649,fest::A,tare,start
650,fest::A,solid,start
651,flach::A,șes,plaen
652,flach::A,plan,plaen
653,glatt::A,lins,lintr
654,glatt::A,lins,levn
655,hart::A,dur,kalet
656,weich::A,moale,blot
657,rund::A,rotund,ront
658,rund::A,circular,ront
659,spitz::A,ascuțit,poentet
660,scharf::A,tăios,dremm
661,scharf::A,ascuțit,dremm
662,stumpf::A,tocit,talsoc'h
663,schwer::A,greu,pounner
664,schön::A,frumos,kaer
665,heiß::A,cald,tomm
666,heiß::A,fierbinte,tomm
667,warm::A,cald,tomm
668,warm::A,fierbinte,tomm
669,kalt::A,rece,yen
670,kühl::A,rece,yen
671,kühl::A,răcoros,yen
672,frisch::A,răcoros,fresk
673,frisch::A,proaspăt,fresk
674,feucht::A,umed,gleb
675,feucht::A,jilav,gleb
676,nass::A,ud,gleb
677,trocken::A,sec,sec'h
678,trocken::A,uscat,sec'h
679,voll::A,plin,leun
680,leer::A,gol,goullo
681,offen::A,deschis,digor
682,geschlossen::A,închis,serr
683,sauber::A,curat,naet
684,schmutzig::A,murdar,lous
685,roh::A,crud,kriz
686,reif::A,copt,darev
687,lecker::A,gustos,lipous
688,lecker::A,gustos,saourus
689,süß::A,dulce,dous
690,bitter::A,amar,c'hwerv
691,sauer::A,acru,trenk
692,hell::A,clar,sklaer
693,hell::A,luminos,sklaer
694,dunkel::A,obscur,teñval
695,dunkel::A,întunecos,teñval
696,schwarz::A,negru,du
697,weiß::A,alb,gwenn
698,rot::A,roșu,ruz
699,gelb::A,galben,melen
700,blau::A,albastru,glas
701,grün::A,verde,gwer
702,grau::A,gri,louet
703,grau::A,cenușiu,louet
704,bunt::A,colorat,liesliv
705,billig::A,ieftin,marc'had-mat
706,teuer::A,scump,ker
707,wertvoll::A,prețios,prizius
708,blind::A,orb,dall
709,taub::A,surd,bouzar
710,kräftig::A,tare,start
711,kräftig::A,forte,start
712,kräftig::A,robust,start
713,stark::A,viguros,kreñv
714,stark::A,puternic,kreñv
715,schwach::A,slab,gwan
716,schwach::A,debil,gwan
717,fett::A,gras,lard
718,schlank::A,zvelt,sinkl
719,hübsch::A,drăguț,koant
720,böse::A,rău,gwall
721,böse::A,răutăcios,gwall
722,dumm::A,nerod,glep
723,dumm::A,tâmpit,glep
724,faul::A,leneș,lezirek
725,fleißig::A,harnic,studius
726,fleißig::A,sârguincios,studius
727,geizig::A,calic,tost
728,geizig::A,zgârcit,tost
729,klug::A,isteț,speredek
730,klug::A,deștept,speredek
731,geschickt::A,dibaci,dornet
732,lieb::A,drag,koant
733,lieb::A,iubit,koant
734,lustig::A,vesel,laouen
735,sanft::A,blând,flour
736,sanft::A,blajin,flour
737,hungrig::A,flămând,marnaon
738,krank::A,bolnav,klañv
739,nackt::A,gol,noazh
740,traurig::A,trist,trist
741,traurig::A,mâhnit,trist
742,lebendig::A,viu,bev
743,gut::A,bun,mad
744,schlecht::A,rău,fall
745,schlecht::A,rău,gwall
746,schlecht::A,prost,fall
747,schlecht::A,prost,gwall
748,richtig::A,drept,reizh
749,richtig::A,corect,reizh
750,schlimm::A,rău,gwall
751,wahr::A,adevărat,gwir
752,alt::A,uzat,kozh
753,alt::A,vechi,kozh
754,neu::A,nou,nevez
755,ehemalig::A,fost,kozh
756,ehemalig::A,anterior,kozh
757,alt[Lebewesen]::A,bătrîn,kozh
758,jung::A,tânăr,yaouank
759,arm::A,sărac,paour
760,arm::A,sărman,paour
761,reich::A,avut,pinvidik
762,reich::A,bogat,pinvidik
763,bekannt::A,cunoscut,anavezet
764,berühmt::A,renumit,brudet
765,fremd::A,străin,dizanav
766,verschieden::A,diferit,disheñel
767,verschieden::A,deosebit,disheñel
768,nah::A,apropiat,nes
769,fern::A,departe,diabell
770,linker::A,stâng,kleiz
771,rechter::A,drept,dehoù
772,anderer::A,alt,all
773,erster::A,prim,kentañ
774,zweiter::A,al doilea,eil
775,dritter::A,treilea,trede
776,letzter::A,final,diwezhañ
777,allein::ADV,singur,e-unan
778,auf einmal::ADV,dintrodată,ar un dro
779,zusammen::ADV,împreună,asambles
780,lange::ADV,îndelung,pell
781,lange::ADV,mult timp,pell
782,plötzlich::ADV,deodată,en un taol
783,plötzlich::ADV,pe neașteptate,en un taol
784,sofort::ADV,imediat,diouzhtu
785,sofort::ADV,numaidecît,diouzhtu
786,später::ADV,mai apoi,diwezhatoc'h
787,später::ADV,mai târziu,diwezhatoc'h
788,jetzt::ADV,acum,bremañ
789,heute::ADV,azi,hiziv
790,heute::ADV,astăzi,hiziv
791,morgen::ADV,mâine,arc'hoazh
792,bald::ADV,curând,hepdale
793,dann::ADV,apoi,a-c'houde
794,gestern::ADV,ieri,dec'h
795,einst::ADV,odată,gwechall
796,einst::ADV,odinioară,gwechall
797,damals::ADV,atunci,neuze
798,damals::ADV,pe atunci,neuze
799,danach::ADV,după aceasta,goude
800,vorher::ADV,mai întâi,diagent
801,vorher::ADV,în prealabil,diagent
802,zuerst::ADV,întâi,da gentañ
803,zuerst::ADV,în primul rând,da gentañ
804,einmal::ADV,odată,ur wech
805,manchmal::ADV,uneori,a-wechoù
806,manchmal::ADV,câteodată,a-wechoù
807,oft::ADV,des,alies
808,oft::ADV,deseori,alies
809,immer::ADV,mereu,atav
810,immer::ADV,mereu,bepred
811,immer::ADV,întotdeauna,atav
812,immer::ADV,întotdeauna,bepred
813,niemals::ADV,niciodată,gwech ebet
814,hier::ADV,aci,amañ
815,hier::ADV,aici,amañ
816,hierhin::ADV,încoace,dre amañ
817,von hier::ADV,de aici,alemañ
818,dort::ADV,acolo,aze
819,dort::ADV,acolo,ahont
820,dorthin::ADV,dincolo,di
821,dorthin::ADV,dincolo,aze
822,dorthin::ADV,dincolo,ahont
823,geradeaus::ADV,drept înainte,war-eeun
824,vorwärts::ADV,înainte,war-raok
825,rückwärts::ADV,îndărăt,war-lerc'h
