,Concept_ID,he,ga
158,Feder::N,נוצה,cleite
159,Fell::N,פרוה,clúmh
160,Flügel::N,כנף,eite
161,Flügel::N,כנף,sciathán
162,Klaue::N,טלף,crúb
163,Klaue::N,טלף,crobh
164,Kralle::N,טפר,crobh
165,Schwanz::N,זנב,eireaball
166,Ei::N,ביצה,ubh
167,Nest::N,קן,nead
168,Bau::N,מחלה,brocais
169,Tier::N,חיה,ainmhí
170,Tier::N,חיה,beithíoch
171,Herde::N,עדר,tréad
172,Kuh::N,פרה,bó
173,Bulle::N,פר,tarbh
174,Pferd::N,סוס,each
175,Pferd::N,סוס,capall
176,Schaf::N,כבשה,caora
177,Schwein::N,חזיר,muc
178,Hund::N,כלב,madra
179,Katze::N,חתול,cat
180,Bär::N,דב,béar
181,Eichhörnchen::N,סנאי,iora
182,Elch::N,דישון,eilc
183,Fuchs::N,שועל,sionnach
184,Fuchs::N,שועל,madra rua
185,Hase::N,ארנב,giorria
186,Maus::N,עכבר,luch
187,Wolf::N,זאב,mac tíre
188,Vogel::N,צפור,éan
189,Schwarm::N,נחיל,saithe
190,Schwarm::N,להקה,saithe
191,Huhn::N,תרנגלת,cearc
192,Hahn::N,תרנגול,coileach
193,Gans::N,אוז,gé
194,Adler::N,עיט,iolar
195,Ente::N,ברוז,lacha
196,Eule::N,ינשוף,ulchabhán
197,Kranich::N,עגור,grús
198,Kranich::N,כרוכיה,grús
199,Krähe::N,עורב,caróg
200,Krähe::N,עורב,préachán
201,Kuckuck::N,קוקיה,cuach
202,Schwan::N,ברבור,eala
203,Fisch::N,דג,iasc
204,Barsch::N,אוקונוס,péirse
205,Hecht::N,זאב הים,liús
206,Schlange[Tier]::N,נחש,nathair
207,Wurm::N,תולעת,péist
208,Spinne::N,עכביש,damhán alla
209,Ameise::N,נמלה,seangán
210,Laus::N,כנה,míol
211,Mücke::N,יתוש,muiscít
212,Mücke::N,יתוש,corrmhíol
213,Fliege::N,זבוב,cuil
214,Fliege::N,זבוב,cuileog
215,Schmetterling::N,פרפר,féileacán
216,Beere::N,ענבה,caor
217,Apfel::N,תפוח,úll
218,Pilz::N,פטריה,beacán
219,Pilz::N,פטריה,muisiriún
220,Zwiebel::N,בצל,oinniún
221,Saat::N,זרעים,síol
222,Korn::N,גרעין,gráinne
223,Heu::N,חציר,féar
224,Schale::N,קלפה,scaimh
225,Grube::N,בור,poll
226,Grube::N,שוחה,poll
227,Falle::N,מלכדת,gaiste
228,Schlinge::N,לולאה,sealán
229,Spur::N,עקבה,rian
230,Asche::N,אפר,luaith
231,Dreck::N,זהמה,salachar
232,Eisen::N,ברזל,iarann
233,Gold::N,זהב,ór
234,Silber::N,כסף,airgead
235,Kohle::N,פחם,gual
236,Glas::N,זכוכית,gloine
237,Lehm::N,חרסית,cré
238,Sand::N,חול,gaineamh
239,Mensch::N,אדם,duine
240,Mann::N,איש,fear
241,Mann::N,גבר,fear
242,Frau::N,אשה,bean
243,Frau::N,גברת,bean
244,Kind::N,ילד,gasúr
245,Kind::N,ילד,páiste
246,Junge::N,ילד,buachaill
247,Mädchen::N,נערה,cailín
248,Familie::N,משפחה,teaghlach
249,Familie::N,משפחה,comhluadar
250,Großvater::N,סבא,seanathair
251,Großmutter::N,סבתא,seanmháthair
252,Eltern::N,הורים,tuismitheoirí
253,Vater::N,אב,athair
254,Mutter::N,אם,máthair
255,Sohn::N,בן,mac
256,Tochter::N,בת,iníon
257,Bruder::N,אח,deartháir
258,Schwester::N,אחות,deirfiúr
259,Onkel::N,דוד,uncail
260,Tante::N,דודה,aintín
261,Ehemann::N,איש,fear céile
262,Ehemann::N,בעל,fear céile
263,Ehefrau::N,אשה,bean chéile
264,Freude::N,שמחה,áthas
265,Gelächter::N,צחוק,gáire
266,Glück::N,אשר,séan
267,Glück::N,אשר,sonas
268,Kummer::N,יגון,brón
269,Kummer::N,יגון,buairt
270,Kummer::N,עגמה,brón
271,Kummer::N,עגמה,buairt
272,Wunsch::N,אחול,guí
273,Wunsch::N,אחול,achainí
274,Wunsch::N,משאלה,guí
275,Wunsch::N,משאלה,achainí
276,Lust::N,חשק,fonn
277,Lust::N,תשוקה,fonn
278,Geist::N,רוח,meon
279,Geist::N,רוח,spiorad
280,Gedanke::N,מחשבה,smaoineamh
281,Gedächtnis::N,זכרון,cuimhne
282,Verstand::N,שכל,ciall
283,Verstand::N,שכל,intinn
284,Sinn::N,מובן,brí
285,Sinn::N,מובן,ciall
286,Sinn::N,משמעות,brí
287,Sinn::N,משמעות,ciall
288,Grund::N,סבה,fáth
289,Wahrheit::N,אמת,fírinne
290,Gespräch::N,דיון,comhrá
291,Märchen::N,אגדה,scéal
292,Erzählung::N,ספור,scéal
293,Nachricht::N,ידיעה,teachtaireacht
294,Neuigkeit::N,חדשה,scéala
295,Name::N,שם,ainm
296,Rätsel::N,תעלומה,tomhas
297,Rede::N,נאום,óráid
298,Rede::N,נאום,aitheasc
299,Sprache::N,לשון,teanga
300,Stimme::N,קול,guth
301,Wort::N,מלה,focal
302,Zeichen::N,סימן,comhartha
303,Ruf::N,קריאה,glaoch
304,Lärm::N,רעש,torann
305,Laut::N,הגה,fuaim
306,Ton::N,צליל,ton
307,Lied::N,שיר,amhrán
308,Ruhe::N,שלוה,suaimhneas
309,Leute::N,אנשים,muintir
310,Volk::N,עם,pobal
311,Arbeit::N,עבודה,obair
312,Gast::N,אורח,aoi
313,Geschenk::N,מתנה,féirín
314,Geschenk::N,מתנה,bronntanas
315,Spiel::N,משחק,cluiche
316,Gesellschaft::N,חברה,comhluadar
317,Hilfe::N,עזרה,cúnamh
318,Hilfe::N,עזרה,cabhair
319,Freund::N,חבר,cara
320,Freund::N,ידיד,cara
321,Kamerad::N,רע,comrádaí
322,Angelegenheit::N,ענין,ábhar
323,Anzahl::N,מספר,líon
324,Art::N,סוג,sórt
325,Art::N,סוג,saghas
326,Stück::N,חתיכה,píosa
327,Teil::N,פרק,cuid
328,Teil::N,פרק,páirt
329,Hälfte::N,חצי,leath
330,Kreis::N,מעגל,ciorcal
331,Kreuz::N,צלב,cros
332,Linie::N,קו,líne
333,Strich::N,קו קצר,stríoc
334,Abstand::N,מרחק,achar
335,Entfernung::N,מרחק,fad
336,Gegend::N,נוף,ceantar
337,Platz::N,שטח,áit
338,Platz::N,שטח,spás
339,Ort::N,אתר,áit
340,Ort::N,מקום,áit
341,Seite::N,צד,taobh
342,Mitte::N,אמצע,lár
343,Gegenstand::N,אוביקט,ball
344,Gegenstand::N,אוביקט,ábhar
345,Sache::N,דבר,ní
346,Sache::N,דבר,rud
347,Rand::N,פרור,imeall
348,Rand::N,פרור,ciumhais
349,Kante::N,קצה,corr
350,Kante::N,קצה,colbha
351,Ecke::N,פנה,coirnéal
352,Spitze::N,קצה,gob
353,Spitze::N,קצה,barr
354,Ende::N,סוף,ceann
355,Ende::N,סוף,foirceann
356,Loch::N,חר,poll
357,Winkel::N,פנה,cúinne
358,Winkel::N,פנה,uillinn
359,Muster::N,תבנית,patrún
360,Größe::N,גדל,méid
361,Größe::N,גדל,toise
362,Länge::N,ארך,fad
363,Höhe::N,קומה,airde
364,Höhe::N,גבה,airde
365,Gewicht::N,משקל,meáchan
366,Menge::N,כמות,méid
367,Haufen::N,ערמה,cnap
368,Reihe::N,רצף,líne
369,Reihe::N,רצף,sraith
370,Boot::N,סירה,bád
371,Ruder::N,משוט,rámh
372,Ruder::N,משוט,maide rámha
373,Schlitten::N,מזחלת,carr sleamhnáin
374,Ski::N,מגלשים,scí
375,Lagerfeuer::N,מדורה,tine champa
376,Last::N,משא,ualach
377,Gang::N,הליכה,siúlóid
378,Schritt::N,צעד,céim
379,Schritt::N,צעד,coiscéim
380,Norden::N,צפון,tuaisceart
381,Süden::N,דרום,deisceart
382,Westen::N,מערב,iarthar
383,Osten::N,מזרח,oirthear
384,Holz::N,עץ,adhmad
385,Brett::N,קרש,clár
386,Platte::N,לוח,leac
387,Stütze::N,משען,taca
388,Stange::N,מוט,polla
389,Stange::N,מוט,cuaille
390,Stock::N,מקל,bata
391,Stock::N,מקל,maide
392,Stab::N,מוט,maide
393,Stab::N,מוט,bachall
394,Rohr::N,צנור,píopa
395,Haus::N,בית,teach
396,Heim::N,בית,baile
397,Ofen::N,תנור,sornóg
398,Fußboden::N,רצפה,urlár
399,Tisch::N,שלחן,bord
400,Tisch::N,שלחן,tábla
401,Stuhl::N,כסא,cathaoir
402,Wiege::N,ערש,cliabhán
403,Bett::N,מטה,leaba
404,Regal::N,מדף,seilf
405,Kiste::N,תבה,bosca
406,Kiste::N,ארגז,bosca
407,Fenster::N,חלון,fuinneoig
408,Tür::N,דלת,doras
409,Tor::N,שער,geata
410,Zaun::N,גדר,fál
411,Zaun::N,גדר,claí
412,Dach::N,גג,díon
413,Leiter::N,סלם,dréimire
414,Besen::N,מטאטא,scuab
415,Spaten::N,את,spád
416,Spaten::N,את,rámhainn
417,Schaufel::N,את,sluasaid
418,Gabel::N,מזלג,forc
419,Gabel::N,מזלג,gabhlóg
420,Löffel::N,כף,spúnóg
421,Messer::N,סכין,scian
422,Nagel::N,מסמר,tairne
423,Netz::N,רשת,líon
424,Netz::N,רשת,eangach
425,Haken::N,וו,croch
426,Haken::N,קרס,croch
427,Griff::N,ידית,cos
428,Griff::N,ידית,hanla
429,Schloss::N,מנעול,glas
430,Bild::N,תמונה,pictiúr
431,Figur::N,פסל,fíor
432,Puppe::N,בבה,bábóg
433,Beutel::N,שק,mála
434,Beutel::N,שק,mealbhóg
435,Bündel::N,צרור,beart
436,Tasche::N,שקית,mála
437,Eimer::N,דלי,buicéad
438,Deckel::N,מכסה,clár
439,Deckel::N,מכסה,claibín
440,Geschirr::N,כלים,soithí
441,Geschirr::N,כלים,gréithe
442,Sack::N,שק,sac
443,Sack::N,שק,mála
444,Tasse::N,ספל,cupán
445,Topf::N,סיר,pota
446,Kessel::N,קנקן,citeal
447,Essen::N,אכל,béile
448,Essen::N,ארוחה,béile
449,Nahrung::N,הזנה,bia
450,Nahrung::N,תזונה,bia
451,Speise::N,מאכל,mias
452,Speise::N,ארוחה,mias
453,Fleisch::N,בשר,feoil
454,Getreide::N,דגן,grán
455,Getreide::N,דגן,arbhar
456,Brei::N,מחית,brúitín
457,Brot::N,לחם,arán
458,Scheibe::N,עגול,píosa
459,Scheibe::N,עגול,slisne
460,Scheibe::N,פרוסה,píosa
461,Scheibe::N,פרוסה,slisne
462,Fett::N,שמן,saill
463,Fett::N,שמן,méathras
464,Butter::N,חמאה,im
465,Öl::N,שמן,ola
466,Salz::N,מלח,salann
467,Suppe::N,מרק,sú
468,Suppe::N,מרק,anraith
469,Honig::N,דבש,mil
470,Milch::N,חלב,bainne
471,Tee::N,תה,tae
472,Leder::N,עור,leathar
473,Wolle::N,צמר,olann
474,Stoff::N,בד,éadach
475,Stoff::N,אריג,éadach
476,Nadel::N,מחט,snáthaid
477,Faden::N,חוט,snáth
478,Knopf::N,כפתור,cnaipe
479,Knoten::N,קשר,snaidhm
480,Farbe::N,צבע,péint
481,Kleidung::N,בגדים,éadaí
482,Hemd::N,חלצה,léine
483,Kragen::N,צוארון,bóna
484,Ärmel::N,שרוול,muinchille
485,Hose::N,מכנסים,bríste
486,Hose::N,מכנסים,treabhsar
487,Gürtel::N,חגורה,crios
488,Mütze::N,כובע,caipín
489,Schuh::N,נעל,bróg
490,Stiefel::N,מגף,buatais
491,Ring::N,טבעת,fáinne
492,Band::N,סרט,ribín
493,Kamm::N,מסרק,cíor
494,Spiegel::N,מראה,scáthán
495,Riemen::N,רצועה,iall
496,Riemen::N,רצועה,strapa
497,Schnur::N,חבל,téad
498,Schnur::N,חבל,sreangán
499,Leine::N,מושכות,iall
500,Decke::N,שמיכה,pluid
501,Decke::N,שמיכה,blaincéad
502,Kissen::N,כרית,piliúr
503,Kissen::N,כרית,adhartán
504,Tuch::N,צעיף,scaif
505,Handtuch::N,מגבת,tuáille
506,Kraft::N,כוח,fórsa
507,Stärke::N,און,neart
508,Gesundheit::N,בריאות,sláinte
509,Krankheit::N,מחלה,tinneas
510,Krankheit::N,מחלה,breoiteacht
511,Schmerz::N,כאב,pian
512,Wunde::N,פציעה,goin
513,Fieber::N,חם,fiabhras
514,Arznei::N,תרופה,cógas
515,Brücke::N,גשר,droichead
516,Brunnen::N,באר,tobar
517,Weide::N,אחו,féarach
518,Weide::N,מרעה,féarach
519,Pfad::N,שביל,cosán
520,Pfad::N,שביל,conair
521,Pfad::N,מדרכה,cosán
522,Pfad::N,מדרכה,conair
523,Weg::N,דרך,slí
524,Weg::N,דרך,bealach
525,Straße::N,כביש,bóthar
526,Dorf::N,כפר,sráidbhaile
527,Stadt::N,עיר,baile
528,Stadt::N,עיר,cathair
529,Brief::N,מכתב,litir
530,Buch::N,ספר,cín
531,Buch::N,ספר,leabhar
532,Buchstabe::N,אות,litir
533,Zeitung::N,עתון,nuachtán
534,Leben::N,חיים,saol
535,Leben::N,חיים,beatha
536,Tod::N,מות,bás
537,Grab::N,קבר,uaigh
538,Kirche::N,כנסיה,eaglais
539,Sünde::N,חטא,peaca
540,Gott::N,אל,dia
541,Arbeiter::N,פועל,oibrí
542,Chef::N,ראש,saoiste
543,Chef::N,ראש,ceannasaí
544,Chef::N,מנהל,saoiste
545,Chef::N,מנהל,ceannasaí
546,Meister::N,ממחה,máistir
547,Arzt::N,רופא,lia
548,Arzt::N,רופא,dochtúir
549,Lehrer::N,מורה,oide
550,Lehrer::N,מורה,múinteoir
551,Geld::N,כסף,airgead
552,Geschäft::N,עסקה,gnó
553,Laden::N,חנות,siopa
554,Preis::N,מחיר,praghas
555,Ware::N,סחורה,earra
556,Nutzen::N,תועלת,tairbhe
557,Reichtum::N,עשר,rachmas
558,Reichtum::N,עשר,saibhreas
559,Welt::N,עולם,domhan
560,Land::N,ארץ,tír
561,Staat::N,מדינה,stát
562,König::N,מלך,rí
563,Macht::N,כוח,cumhacht
564,Grenze::N,גבול,críoch
565,Grenze::N,גבול,teorainn
566,Krieg::N,מלחמה,cogadh
567,Feind::N,אויב,namhaid
568,Gewalt::N,אלימות,foréigean
569,Kampf::N,קרב,troid
570,Kampf::N,לחימה,troid
571,Bogen[Waffe]::N,קשת,bogha
572,Pfeil::N,חץ,saighead
573,Gewehr::N,רובה,gunna
574,Fehler::N,טעות,botún
575,Fehler::N,טעות,meancóg
576,Lüge::N,שקר,bréag
577,Lüge::N,שקר,éitheach
578,Schaden::N,נזק,dochar
579,Schaden::N,נזק,damáiste
580,Unglück::N,מזל רע,drochrath
581,Schuld::N,אשמה,locht
582,Schuld::N,אשמה,milleán
583,Alter::N,גיל,aois
584,Schluss::N,סיום,deireadh
585,Zeit::N,זמן,am
586,Zeit::N,זמן,aimsir
587,Tag::N,יום,lá
588,Morgen::N,בקר,maidin
589,Mittag::N,צהרים,nóin
590,Abend::N,ערב,tráthnóna
591,Nacht::N,לילה,oíche
592,Woche::N,שבוע,seachtain
593,Monat::N,חדש,mí
594,Jahr::N,שנה,bliain
595,Frühling::N,אביב,earrach
596,Sommer::N,קיץ,samhradh
597,Herbst::N,סתו,fómhar
598,Winter::N,חרף,geimhreadh
599,Januar::N,ינואר,Eanáir
600,Februar::N,פברואר,Feabhra
601,März::N,מרץ,Márta
602,April::N,אפריל,Aibreán
603,Mai::N,מאי,Bealtaine
604,Juni::N,יוני,Meitheamh
605,Juli::N,יולי,Iúil
606,August::N,אוגוסט,Lúnasa
607,September::N,ספטמבר,Meán Fómhair
608,Oktober::N,אוקטובר,Deireadh Fómhair
609,November::N,נובמבר,Samhain
610,November::N,נובמבר,Mí na Samhna
611,Dezember::N,דצמבר,Mí na Nollag
612,Montag::N,יום שני,Luan
613,Montag::N,יום שני,Dé Luain
614,Dienstag::N,יום שלישי,Máirt
615,Dienstag::N,יום שלישי,Dé Máirt
616,Mittwoch::N,יום רביעי,Céadaoin
617,Mittwoch::N,יום רביעי,Dé Céadaoin
618,Donnerstag::N,יום חמישי,Déardaoin
619,Freitag::N,יום ששי,Aoine
620,Freitag::N,יום ששי,Dé hAoine
621,Samstag::N,יום שבת,Satharn
622,Samstag::N,יום שבת,Dé Sathairn
623,Sonntag::N,יום ראשון,Domhnach
624,Sonntag::N,יום ראשון,Dé Domhnaigh
625,groß::A,גדול,mór
626,klein::A,קטן,beag
627,lang::A,ארך,fada
628,kurz::A,קצר,gearr
629,kurz::A,קצר,gairid
630,breit::A,רחב,leathan
631,breit::A,רחב,fairsing
632,schmal::A,צר,cúng
633,dicht::A,צפוף,dlúth
634,dick[Gegenstand]::A,עבה,tiubh
635,dünn::A,דק,caol
636,dünn::A,דק,tanaí
637,fein::A,מעדן,scáinte
638,fein::A,מעדן,fíneálta
639,fest::A,מוצק,daingean
640,flach::A,שטוח,cothrom
641,glatt::A,חלק,mín
642,glatt::A,חלק,sleamhain
643,hart::A,קשיח,crua
644,weich::A,רך,bog
645,rund::A,עגל,cruinn
646,spitz::A,חד,gobach
647,spitz::A,חד,biorach
648,scharf::A,חד,géar
649,scharf::A,חד,faobhrach
650,stumpf::A,קהה,maol
651,schwer::A,כבד,trom
652,schön::A,יפה,álainn
653,heiß::A,חם,te
654,warm::A,חם,te
655,kalt::A,קר,fuar
656,kühl::A,צונן,fionnuar
657,frisch::A,טרי,úr
658,frisch::A,טרי,friseáilte
659,feucht::A,לח,tais
660,nass::A,רטוב,fliuch
661,trocken::A,יבש,tirim
662,voll::A,מלא,lán
663,leer::A,ריק,folamh
664,offen::A,פתוח,oscailte
665,geschlossen::A,סגור,dúnta
666,geschlossen::A,סגור,druidte
667,sauber::A,נקי,glan
668,schmutzig::A,מלכלך,salach
669,roh::A,חי,amh
670,reif::A,בשל,aibí
671,lecker::A,טעים,blasta
672,süß::A,מתוק,milis
673,bitter::A,מר,searbh
674,sauer::A,חמוץ,géar
675,sauer::A,חמוץ,searbh
676,hell::A,בהיר,geal
677,hell::A,בהיר,soilseach
678,dunkel::A,עמום,dorcha
679,schwarz::A,שחר,dubh
680,weiß::A,לבן,bán
681,rot::A,אדם,dearg
682,gelb::A,צהב,buí
683,blau::A,כחל,gorm
684,grün::A,ירק,glas
685,grün::A,ירק,uaine
686,grau::A,אפר,liath
687,bunt::A,צבעוני,ildathach
688,bunt::A,צבעוני,dathannach
689,billig::A,זול,saor
690,teuer::A,יקר,daor
691,teuer::A,יקר,costasach
692,wertvoll::A,יקר ערך,luachmhar
693,blind::A,עור,dall
694,blind::A,עור,caoch
695,taub::A,חרש,bodhar
696,kräftig::A,חסן,cumhachtach
697,stark::A,חזק,tréan
698,stark::A,חזק,láidir
699,schwach::A,חלש,lag
700,schwach::A,חלש,fann
701,fett::A,שמן,ramhar
702,schlank::A,רזה,caol
703,schlank::A,רזה,seang
704,hübsch::A,יפה תאר,álainn
705,hübsch::A,יפה תאר,dathúil
706,böse::A,רשע,olc
707,dumm::A,טפש,dúr
708,dumm::A,טפש,amaideach
709,faul::A,עצלן,falsa
710,faul::A,עצלן,leisciúil
711,fleißig::A,חרוץ,dícheallach
712,geizig::A,קמצן,barainneach
713,geizig::A,קמצן,sprionlaithe
714,klug::A,נבון,cliste
715,klug::A,פקח,cliste
716,geschickt::A,מימן,oilte
717,geschickt::A,מימן,ealaíonta
718,lieb::A,יקר,dil
719,lieb::A,יקר,dílis
720,lieb::A,אהוב,dil
721,lieb::A,אהוב,dílis
722,lustig::A,עליז,aerach
723,lustig::A,עליז,meidhreach
724,sanft::A,עדין,bog
725,sanft::A,עדין,séimh
726,hungrig::A,רעב,ocrach
727,krank::A,חולה,tinn
728,krank::A,חולה,breoite
729,nackt::A,ערום,nocht
730,traurig::A,עצוב,brónach
731,lebendig::A,חי,beo
732,gut::A,טוב,maith
733,schlecht::A,גרוע,dona
734,schlecht::A,גרוע,droch-
735,richtig::A,נכון,ceart
736,schlimm::A,רע,gránna
737,schlimm::A,רע,tubaisteach
738,wahr::A,אמתי,fíor
739,alt::A,ישן,sean
740,neu::A,חדש,úr
741,neu::A,חדש,nua
742,ehemalig::A,לשעבר,iar-
743,ehemalig::A,לשעבר,sean-
744,alt[Lebewesen]::A,זקן,sean
745,alt[Lebewesen]::A,זקן,aosta
746,jung::A,צעיר,óg
747,arm::A,עני,bocht
748,reich::A,עשיר,saibhir
749,reich::A,עשיר,rachmasach
750,bekannt::A,ידוע,atá eolas air
751,berühmt::A,מפרסם,cailiúil
752,berühmt::A,מפרסם,clúiteach
753,fremd::A,זר,coimhthíoch
754,verschieden::A,שונה,éagsúil
755,verschieden::A,שונה,difriúil
756,nah::A,קרוב,gar
757,nah::A,קרוב,deas
758,fern::A,רחוק,i bhfad uainn
759,fern::A,רחוק,i bhfad i gcéin
760,linker::A,שמאלי,clé
761,rechter::A,ימין,deas
762,anderer::A,אחר,eile
763,erster::A,ראשון,céad
764,zweiter::A,שני,dóú
765,zweiter::A,שני,dara
766,dritter::A,שלישי,tríú
767,dritter::A,שלישי,treas
768,letzter::A,אחרון,déanach
769,letzter::A,אחרון,deireanach
770,allein::ADV,לבד,i d'aonar
771,auf einmal::ADV,בו-זמנית,ag an am céanna
772,zusammen::ADV,ביחד,le chéile
773,zusammen::ADV,ביחד,in eineacht
774,lange::ADV,הרבה זמן,fada
775,plötzlich::ADV,לפתע,go tobann
776,plötzlich::ADV,לפתע,i dtobainne
777,plötzlich::ADV,פתאום,go tobann
778,plötzlich::ADV,פתאום,i dtobainne
779,sofort::ADV,מיד,ar an toirt
780,sofort::ADV,מיד,ar an bpointe
781,später::ADV,לאחר זמן,níos déanaí
782,später::ADV,יותר מאחר,níos déanaí
783,jetzt::ADV,עכשיו,anois
784,heute::ADV,היום,inniu
785,morgen::ADV,מחר,amárach
786,bald::ADV,בקרוב,go luath
787,bald::ADV,בקרוב,gan mhoill
788,dann::ADV,אחר-כך,ansin
789,gestern::ADV,אתמול,inné
790,einst::ADV,לפנים,tráth
791,einst::ADV,לפנים,uair amháin
792,damals::ADV,אז,ag an am
793,damals::ADV,אז,an t-am sin
794,danach::ADV,אחר-כך,ina dhiaidh sin
795,vorher::ADV,לפני זה,cheana
796,vorher::ADV,לפני זה,roimhe sin
797,zuerst::ADV,קדם,ar dtús
798,einmal::ADV,פעם,uair amháin
799,manchmal::ADV,לפעמים,uaireanta
800,oft::ADV,לעתים קרובות,minic
801,immer::ADV,תמיד,i gcónaí
802,niemals::ADV,אף פעם,riamh
803,hier::ADV,כאן,anseo
