,Concept_ID,sv,sq
107,Tropfen::N,dropper,pikë
108,Schaum::N,skum,shkumë
109,Schmutz::N,lort,baltë
110,Schmutz::N,smuts,baltë
111,See::N,sjö,liqen
112,Sumpf::N,träsk,batak
113,Moor::N,myr,kënetë
114,Moor::N,mosse,kënetë
115,Wiese::N,äng,livadh
116,Wald::N,skog,pyll
117,Hügel::N,höjd,kodër
118,Hügel::N,kulle,kodër
119,Anhöhe::N,höjd,bregore
120,Anhöhe::N,backe,bregore
121,Berg::N,berg,mal
122,Berg::N,fjäll,mal
123,Gipfel::N,topp,kulm
124,Höhle::N,håla,shpellë
125,Höhle::N,håla,zgafelle
126,Höhle::N,grotta,shpellë
127,Höhle::N,grotta,zgafelle
128,Abhang::N,slänt,shpat
129,Abhang::N,slänt,tatëpjetë
130,Abhang::N,sluttning,shpat
131,Abhang::N,sluttning,tatëpjetë
132,Quelle::N,källa,krua
133,Quelle::N,källa,burim
134,Bach::N,bäck,virua
135,Fluss::N,älv,lumë
136,Fluss::N,flod,lumë
137,Ufer::N,strand,breg
138,Küste::N,kust,anëdet
139,Küste::N,kust,bregdet
140,Festland::N,fastland,kontinent
141,Meer::N,hav,det
142,Bucht::N,vik,gji deti
143,Bucht::N,bukt,gji deti
144,Insel::N,ö,ishull
145,Insel::N,ö,ujdhesë
146,Blume::N,blomma,lule
147,Blume::N,blomster,lule
148,Gras::N,gräs,bar
149,Wurzel::N,rot,rrënjë
150,Baum::N,träd,pemë
151,Stamm::N,stam,trung
152,Rinde::N,bark,lëvore
153,Ast::N,gren,degë
154,Zweig::N,kvist,bisk
155,Blatt::N,löv,fletë
156,Blatt::N,löv,gjethe
157,Blatt::N,blad,fletë
158,Blatt::N,blad,gjethe
159,Birke::N,björk,mështekën
160,Kiefer[Baum]::N,tall,pishë
161,Weide[Baum]::N,pil,shelg
162,Weide[Baum]::N,vide,shelg
163,Tanne::N,gran,bredh
164,Horn::N,horn,bri
165,Feder::N,fjäder,pupël
166,Fell::N,fäll,lëkurë
167,Fell::N,skinn,lëkurë
168,Flügel::N,vinge,krah
169,Flügel::N,vinge,fletë
170,Klaue::N,klöv,kthetër
171,Kralle::N,klo,thua
172,Kralle::N,klo,kthetër
173,Schwanz::N,svans,bisht
174,Schwanz::N,stjärt,bisht
175,Ei::N,ägg,vezë
176,Nest::N,rede,fole
177,Nest::N,näste,fole
178,Bau::N,bo,strofkë
179,Tier::N,djur,kafshë
180,Herde::N,flock,kope
181,Herde::N,flock,grigjë
182,Kuh::N,ko,lopë
183,Bulle::N,tjur,dem
184,Pferd::N,häst,kalë
185,Schaf::N,får,dele
186,Schwein::N,svin,derr
187,Hund::N,hund,qen
188,Katze::N,katt,mace
189,Bär::N,björn,ari
190,Eichhörnchen::N,ekorre,ketër
191,Elch::N,älg,dre brilopatë
192,Fuchs::N,räv,dhelpër
193,Hase::N,hare,lepur
194,Maus::N,mus,mi
195,Wolf::N,varg,ujk
196,Vogel::N,fågel,zog
197,Vogel::N,fågel,shpend
198,Schwarm::N,svärm,luzmë
199,Huhn::N,höns,pulë
200,Hahn::N,tupp,gjel
201,Hahn::N,tupp,këndes
202,Gans::N,gås,patë
203,Adler::N,örn,shqiponjë
204,Ente::N,anka,rosë
205,Eule::N,uggla,buf
206,Kranich::N,trana,lejlek
207,Kranich::N,trana,kurrillë
208,Krähe::N,kråka,sorrë
209,Kuckuck::N,gök,qyqe
210,Schwan::N,svan,mjellmë
211,Fisch::N,fisk,peshk
212,Barsch::N,abborre,purtekë
213,Hecht::N,gädda,mlysh
214,Schlange[Tier]::N,orm,gjarpër
215,Wurm::N,mask,krimb
216,Spinne::N,spindel,marimangë
217,Ameise::N,myra,thnegël
218,Ameise::N,myra,milingonë
219,Laus::N,lus,morr
220,Mücke::N,mygga,kunup
221,Mücke::N,mygga,mushkonjë
222,Fliege::N,fluga,mizë
223,Schmetterling::N,fjäril,flutur
224,Beere::N,bär,frutë
225,Beere::N,bär,manaferrë
226,Apfel::N,äpple,mollë
227,Pilz::N,svamp,kërpudhë
228,Zwiebel::N,lök,qepë
229,Saat::N,sådd,farë
230,Korn::N,korn,grurë
231,Korn::N,korn,kokërr
232,Heu::N,hö,sanë
233,Schale::N,skal,lëkurë
234,Grube::N,grop,gropë
235,Falle::N,fälla,kurth
236,Falle::N,fälla,grackë
237,Schlinge::N,snara,nyjë
238,Spur::N,spår,gjurmë
239,Asche::N,aska,hi
240,Dreck::N,lort,baltë
241,Eisen::N,järn,hekur
242,Gold::N,guld,ar
243,Gold::N,guld,flori
244,Silber::N,silver,argjend
245,Kohle::N,kol,qymyr
246,Glas::N,glas,qelq
247,Lehm::N,lera,argjilë
248,Sand::N,sand,rërë
249,Mensch::N,människa,njeri
250,Mann::N,man,burrë
251,Mann::N,man,mashkull
252,Frau::N,kvinna,grua
253,Frau::N,kvinna,femër
254,Kind::N,barn,kalama
255,Junge::N,pojke,djalë
256,Mädchen::N,flicka,gocë
257,Mädchen::N,flicka,vajzë
258,Familie::N,familj,familje
259,Großvater::N,morfar,gjysh
260,Großmutter::N,farmor,gjyshe
261,Eltern::N,föräldrar,prindër
262,Vater::N,far,atë
263,Mutter::N,mor,nënë
264,Sohn::N,son,bir
265,Tochter::N,dotter,bijë
266,Bruder::N,bror,vëlla
267,Schwester::N,syster,motër
268,Onkel::N,morbror,dajë
269,Onkel::N,morbror,xhaxha
270,Tante::N,tant,teze
271,Tante::N,tant,hallë
272,Ehemann::N,äkta man,burrë
273,Ehemann::N,äkta man,bashkëshort
274,Ehefrau::N,hustru,grua
275,Ehefrau::N,hustru,bashkëshorte
276,Freude::N,fröjd,gaz
277,Freude::N,fröjd,gëzim
278,Freude::N,glädje,gaz
279,Freude::N,glädje,gëzim
280,Gelächter::N,åtlöje,qeshje
281,Glück::N,lycka,lumturi
282,Kummer::N,sorg,brengë
283,Kummer::N,sorg,pikëllim
284,Wunsch::N,önskan,dëshirë
285,Lust::N,lust,epsh
286,Lust::N,lust,dashuri
287,Geist::N,ande,frymë
288,Geist::N,ande,shpirt
289,Gedanke::N,tanke,ide
290,Gedanke::N,tanke,mendim
291,Gedächtnis::N,minne,kujtesë
292,Verstand::N,förstånd,mend
293,Sinn::N,mening,kuptim
294,Sinn::N,betydelse,kuptim
295,Grund::N,skäl,arsye
296,Grund::N,grund,arsye
297,Wahrheit::N,sanning,vërtetë
298,Gespräch::N,samtal,bisedim
299,Märchen::N,saga,përrallë
300,Erzählung::N,berättelse,tregim
301,Nachricht::N,meddelande,lajm
302,Neuigkeit::N,nyhet,risi
303,Name::N,namn,emër
304,Rätsel::N,gåta,gjëzë
305,Rätsel::N,gåta,gjëegjëzë
306,Rede::N,tal,fjalim
307,Sprache::N,språk,gjuhë
308,Stimme::N,stämma,zë
309,Wort::N,ord,fjalë
310,Zeichen::N,tecken,shenjë
311,Ruf::N,rop,thirrmë
312,Lärm::N,bråk,zhurmë
313,Lärm::N,oväsen,zhurmë
314,Laut::N,ljud,tingull
315,Ton::N,ton,ton
316,Lied::N,sång,këngë
317,Ruhe::N,ro,qetësi
318,Ruhe::N,lugn,qetësi
319,Leute::N,folk,botë
320,Leute::N,folk,njerëz
321,Volk::N,folk,popull
322,Arbeit::N,arbete,punë
323,Gast::N,gäst,mik
324,Gast::N,gäst,mysafir
325,Geschenk::N,gåva,dhuratë
326,Geschenk::N,gåva,peshqesh
327,Geschenk::N,present,dhuratë
328,Geschenk::N,present,peshqesh
329,Spiel::N,lek,lojë
330,Spiel::N,spel,lojë
331,Gesellschaft::N,sällskap,shoqëri
332,Hilfe::N,hjälp,ndihmë
333,Freund::N,vän,mik
334,Kamerad::N,kamrat,shok
335,Angelegenheit::N,ärende,punë
336,Angelegenheit::N,angelägenhet,punë
337,Anzahl::N,antal,sasi
338,Art::N,art,lloj
339,Art::N,slag,lloj
340,Stück::N,stycke,copë
341,Teil::N,del,pjesë
342,Hälfte::N,halva,gjysmë
343,Kreis::N,krets,qark
344,Kreis::N,krets,rreth
345,Kreis::N,cirkel,qark
346,Kreis::N,cirkel,rreth
347,Kreuz::N,kors,kryq
348,Kreuz::N,kryss,kryq
349,Linie::N,linje,vijë
350,Strich::N,streck,vizë
351,Abstand::N,avstånd,distancë
352,Entfernung::N,avstånd,largim
353,Gegend::N,trakt,vise
354,Gegend::N,trakt,krahinë
355,Platz::N,plats,shesh
356,Ort::N,plats,vend
357,Ort::N,ställe,vend
358,Seite::N,sida,anë
359,Mitte::N,mitt,mes
360,Gegenstand::N,föremål,send
361,Sache::N,sak,gjë
362,Sache::N,sak,send
363,Rand::N,rand,qoshe
364,Kante::N,kant,teh
365,Ecke::N,vrå,qoshe
366,Ecke::N,hörn,qoshe
367,Spitze::N,spets,majë
368,Ende::N,ända,skaj
369,Ende::N,ända,bisht
370,Loch::N,hål,vrimë
371,Winkel::N,vinkel,kënd
372,Muster::N,mönster,mostër
373,Größe::N,storlek,madhësi
374,Länge::N,längd,gjatësi
375,Höhe::N,höjd,lartësi
376,Gewicht::N,tyngd,peshë
377,Menge::N,mängd,sasi
378,Haufen::N,hög,grumbull
379,Reihe::N,rad,radhë
380,Reihe::N,rad,rresht
381,Boot::N,båt,barkë
382,Boot::N,båt,lundër
383,Ruder::N,åra,rrem
384,Schlitten::N,släde,sajë
385,Ski::N,skida,ski
386,Lagerfeuer::N,lägereld,flakadan
387,Lagerfeuer::N,lägereld,zjarr i madh
388,Last::N,last,barrë
389,Last::N,börda,barrë
390,Gang::N,gång,ecje
391,Schritt::N,steg,hap
392,Norden::N,norr,veri
393,Süden::N,söder,jug
394,Westen::N,väster,perëndim
395,Osten::N,öster,lindje
396,Holz::N,trä,dru
397,Brett::N,bräda,dërrasë
398,Platte::N,platta,pllakë
399,Stütze::N,stöd,shtyllë
400,Stütze::N,stöd,mbështetesë
401,Stütze::N,stötta,shtyllë
402,Stütze::N,stötta,mbështetesë
403,Stange::N,stång,shufër
404,Stock::N,käpp,dajak
405,Stock::N,pinne,dajak
406,Stab::N,stav,shkop
407,Rohr::N,rör,tub
408,Haus::N,hus,shtëpi
409,Heim::N,hem,konak
410,Heim::N,hem,shtëpi
411,Ofen::N,ugn,sobë
412,Ofen::N,ugn,stufë
413,Fußboden::N,golv,dysheme
414,Tisch::N,bord,tryezë
415,Stuhl::N,stol,karrige
416,Wiege::N,vagga,djep
417,Bett::N,säng,shtrat
418,Regal::N,hylla,raft
419,Kiste::N,låda,kuti
420,Fenster::N,fönster,dritare
421,Tür::N,dörr,derë
422,Tor::N,port,portë
423,Zaun::N,staket,gardh
424,Zaun::N,stängsel,gardh
425,Dach::N,tak,çati
426,Leiter::N,stege,shkallë
427,Besen::N,kvast,fshesë
428,Spaten::N,spade,lopatë
429,Schaufel::N,skovel,qyrek
430,Schaufel::N,skyffel,qyrek
431,Gabel::N,gaffel,pirun
432,Löffel::N,sked,lugë
433,Messer::N,kniv,thikë
434,Nagel::N,spik,gozhdë
435,Netz::N,nät,rrjetë
436,Haken::N,krok,grep
437,Haken::N,krok,grremç
438,Griff::N,tag,dorak
439,Griff::N,tag,dorezë
440,Griff::N,handtag,dorak
441,Griff::N,handtag,dorezë
442,Schloss::N,las,bravë
443,Bild::N,bild,tablo
444,Bild::N,bild,pikturë
445,Figur::N,figur,figurë
446,Puppe::N,docka,kukull
447,Beutel::N,påse,qese
448,Beutel::N,påse,trastë
449,Bündel::N,bunt,deng
450,Bündel::N,knippa,deng
451,Tasche::N,väska,çantë
452,Eimer::N,hink,kovë
453,Eimer::N,ämbar,kovë
454,Deckel::N,lock,kapak
455,Deckel::N,lock,mbulesë
456,Geschirr::N,servis,enë
457,Geschirr::N,porslin,enë
458,Sack::N,säck,thes
459,Sack::N,säck,torbë
460,Tasse::N,kopp,filxhan
461,Topf::N,gryta,kusi
462,Topf::N,gryta,tenxhere
463,Topf::N,kastrull,kusi
464,Topf::N,kastrull,tenxhere
465,Kessel::N,kittel,kazan
466,Essen::N,mål,ngrënie
467,Nahrung::N,näring,ushqim
468,Speise::N,maträtt,gatesë
469,Fleisch::N,kött,mish
470,Getreide::N,säd,drithë
471,Getreide::N,spannmål,drithë
472,Brei::N,gröt,qull
473,Brot::N,bröd,bukë
474,Scheibe::N,skiva,fetë
475,Fett::N,fett,lyrë
476,Fett::N,fett,yndyrë
477,Butter::N,smör,gjalpë
478,Öl::N,olja,vaj
479,Salz::N,salt,kripë
480,Suppe::N,soppa,supë
481,Suppe::N,soppa,çorbë
482,Honig::N,honung,mjaltë
483,Milch::N,mjölk,qumësht
484,Tee::N,te,çaj
485,Leder::N,läder,lëkurë
486,Wolle::N,ull,lesh
487,Wolle::N,ylle,lesh
488,Stoff::N,tyg,pëlhurë
489,Stoff::N,stoff,pëlhurë
490,Nadel::N,nål,gjilpërë
491,Faden::N,tråd,pe
492,Faden::N,tråd,fije
493,Knopf::N,knapp,kopsë
494,Knoten::N,knut,komb
495,Farbe::N,färg,bojë
496,Kleidung::N,klädsel,veshje
497,Hemd::N,skjorta,këmishë
498,Kragen::N,krage,jakë
499,Ärmel::N,ärm,mëngë
500,Hose::N,byxor,brekë
501,Gürtel::N,bälte,rrip
502,Mütze::N,mössa,kësulë
503,Schuh::N,sko,këpucë
504,Stiefel::N,stövel,çizme
505,Ring::N,ring,unazë
506,Band::N,band,shirit
507,Kamm::N,kam,krehër
508,Spiegel::N,spegel,pasqyrë
509,Riemen::N,rem,rrip
510,Schnur::N,snöre,litar
511,Schnur::N,snöre,cikomë
512,Leine::N,lina,rrip
513,Decke::N,täcke,batanije
514,Kissen::N,dyna,jastëk
515,Kissen::N,kudde,jastëk
516,Tuch::N,sjal,shami
517,Handtuch::N,handduk,peshqir
518,Kraft::N,kraft,forcë
519,Stärke::N,styrka,koll
520,Gesundheit::N,hälsa,shëndet
521,Krankheit::N,sjukdom,sëmundje
522,Schmerz::N,smärta,dhimbje
523,Wunde::N,sår,plagë
524,Fieber::N,feber,ethe
525,Arznei::N,medicin,ilaç
526,Arznei::N,läkemedel,ilaç
527,Brücke::N,bro,urë
528,Brunnen::N,brunn,pus
529,Weide::N,bete,kullotë
530,Pfad::N,stig,ravë
531,Pfad::N,stig,shteg
532,Weg::N,väg,udhë
533,Weg::N,väg,shteg
534,Straße::N,gata,rrugë
535,Dorf::N,by,fshat
536,Dorf::N,by,katund
537,Stadt::N,stad,qytet
538,Brief::N,brev,letër
539,Buch::N,bok,libër
540,Buchstabe::N,bokstav,shkronjë
541,Zeitung::N,tidning,gazetë
542,Leben::N,liv,jetë
543,Tod::N,död,mortje
544,Grab::N,grav,varr
545,Kirche::N,kyrka,kishë
546,Sünde::N,synd,mëkat
547,Sünde::N,synd,gjynah
548,Gott::N,gud,hy
549,Gott::N,gud,zot
550,Arbeiter::N,arbetare,punëtor
551,Chef::N,chef,shef
552,Chef::N,chef,drejtues
553,Meister::N,mästare,mjeshtër
554,Arzt::N,läkare,mjek
555,Arzt::N,läkare,doktor
556,Lehrer::N,lärare,mësues
557,Lehrer::N,lärare,arsimtar
558,Geld::N,pengar,para
559,Geld::N,pengar,holla
560,Geschäft::N,rörelse,ujdi
561,Geschäft::N,rörelse,biznes
562,Laden::N,affär,dyqan
563,Preis::N,pris,çmim
564,Ware::N,vara,mall
565,Nutzen::N,gagn,dobi
566,Nutzen::N,gagn,leverdi
567,Nutzen::N,nytta,dobi
568,Nutzen::N,nytta,leverdi
569,Reichtum::N,rikedom,kamje
570,Reichtum::N,rikedom,pasuri
571,Welt::N,värld,botë
572,Land::N,land,vend
573,Staat::N,stat,shtet
574,König::N,kung,mbret
575,König::N,konung,mbret
576,Macht::N,makt,fuqi
577,Macht::N,makt,pushtet
578,Grenze::N,gräns,kufi
579,Krieg::N,krig,luftë
580,Feind::N,fiende,armik
581,Gewalt::N,våld,dhunë
582,Kampf::N,kamp,luftim
583,Kampf::N,strid,luftim
584,Bogen[Waffe]::N,båge,hark
585,Pfeil::N,pil,shigjetë
586,Gewehr::N,gevär,pushkë
587,Fehler::N,fel,gafë
588,Fehler::N,fel,gabim
589,Lüge::N,lögn,gënjeshtër
590,Schaden::N,skada,dëm
591,Schaden::N,skada,zarar
592,Unglück::N,otur,fatkeqësi
593,Unglück::N,olycka,fatkeqësi
594,Schuld::N,skuld,faj
595,Alter::N,ålder,moshë
596,Schluss::N,slut,fund
597,Zeit::N,tid,kohë
598,Tag::N,dag,ditë
599,Morgen::N,morgon,mëngjes
600,Mittag::N,middag,mesditë
601,Abend::N,kväll,mbrëmje
602,Nacht::N,natt,natë
603,Woche::N,vecka,javë
604,Monat::N,månad,muaj
605,Jahr::N,år,vit
606,Frühling::N,vår,pranverë
607,Sommer::N,sommar,verë
608,Herbst::N,höst,vjeshtë
609,Winter::N,vinter,dimër
610,Januar::N,januari,janar
611,Februar::N,februari,shkurt
612,März::N,mars,mars
613,April::N,april,prill
614,Mai::N,maj,maj
615,Juni::N,juni,qershor
616,Juli::N,juli,korrik
617,August::N,augusti,gusht
618,September::N,september,shtator
619,Oktober::N,oktober,tetor
620,November::N,november,nëntor
621,Dezember::N,december,dhjetor
622,Montag::N,måndag,hënë
623,Dienstag::N,tisdag,martë
624,Mittwoch::N,onsdag,mërkurë
625,Donnerstag::N,torsdag,enjte
626,Freitag::N,fredag,premte
627,Samstag::N,lördag,shtunë
628,Sonntag::N,söndag,diel
629,groß::A,stor,madh
630,klein::A,liten,vogël
631,lang::A,lång,gjatë
632,kurz::A,kort,shkurtër
633,breit::A,bred,gjerë
634,schmal::A,smal,ngushtë
635,dicht::A,tät,dendur
636,dick[Gegenstand]::A,tjock,trashë
637,dünn::A,tunn,hollë
638,fein::A,fin,imët
639,fest::A,fast,fortë
640,flach::A,platt,sheshtë
641,glatt::A,glatt,rrafshët
642,hart::A,hård,fortë
643,weich::A,mjuk,butë
644,rund::A,rund,rrumbullakët
645,spitz::A,toppig,majëmprehtë
646,spitz::A,spetsig,majëmprehtë
647,scharf::A,vass,mprehtë
648,scharf::A,skarp,mprehtë
649,stumpf::A,slö,topitur
650,schwer::A,tung,rëndë
651,schön::A,skön,bukur
652,schön::A,vacker,bukur
653,heiß::A,het,nxehtë
654,warm::A,varm,ngrohtë
655,kalt::A,kall,ftohtë
656,kühl::A,sval,freskët
657,kühl::A,kylig,freskët
658,frisch::A,färsk,pastër
659,feucht::A,fuktig,lagësht
660,nass::A,våt,lagur
661,trocken::A,torr,thatë
662,voll::A,full,plotë
663,leer::A,tom,bosh
664,leer::A,tom,zbrazët
665,offen::A,öppen,hapur
666,geschlossen::A,stängd,mbyllur
667,sauber::A,ren,dëlirë
668,schmutzig::A,snuskig,ndyrë
669,roh::A,rå,gjallë
670,reif::A,mogen,arrirë
671,lecker::A,läcker,shijshëm
672,süß::A,söt,ëmbël
673,bitter::A,besk,hidhur
674,bitter::A,bitter,hidhur
675,sauer::A,sur,thartë
676,hell::A,ljus,me dritë
677,dunkel::A,mörk,errët
678,schwarz::A,svart,i zi
679,weiß::A,vit,bardhë
680,rot::A,röd,kuq
681,gelb::A,gul,verdhë
682,blau::A,blå,blu
683,blau::A,blå,kaltër
684,grün::A,grön,blertë
685,grün::A,grön,gjelbër
686,grau::A,grå,hirtë
687,grau::A,grå,bojë hiri
688,bunt::A,brokig,shumëngjyrëshëm
689,billig::A,billig,lirë
690,teuer::A,dyr,shtrenjtë
691,wertvoll::A,värdefull,çmuar
692,wertvoll::A,värdefull,vlershëm
693,blind::A,blind,qorr
694,blind::A,blind,verbër
695,taub::A,döv,shurdhër
696,kräftig::A,kraftig,fuqishëm
697,stark::A,stark,fortë
698,schwach::A,svag,dobët
699,fett::A,fet,dhjamur
700,schlank::A,slank,hollë
701,hübsch::A,snygg,bukur
702,hübsch::A,snygg,hijshëm
703,hübsch::A,vacker,bukur
704,hübsch::A,vacker,hijshëm
705,böse::A,ond,keq
706,böse::A,elak,keq
707,dumm::A,dum,teveqel
708,faul::A,lat,dembel
709,fleißig::A,flitig,zellshëm
710,geizig::A,snål,kurnac
711,geizig::A,snål,dorështrënguar
712,geizig::A,girig,kurnac
713,geizig::A,girig,dorështrënguar
714,klug::A,klok,mençur
715,geschickt::A,händig,aftë
716,geschickt::A,skicklig,aftë
717,lieb::A,kär,dashur
718,lieb::A,snäll,dashur
719,lustig::A,rolig,gëzuar
720,lustig::A,lustig,gëzuar
721,sanft::A,mild,butë
722,hungrig::A,hungrig,uritur
723,krank::A,sjuk,sëmurë
724,nackt::A,naken,lakuriq
725,nackt::A,naken,zhveshur
726,traurig::A,ledsen,trishtuar
727,traurig::A,sorgsen,trishtuar
728,lebendig::A,levande,gjallë
729,gut::A,bra,mirë
730,schlecht::A,dålig,keq
731,richtig::A,riktig,drejtë
732,schlimm::A,illa,keq
733,wahr::A,sann,vërtetë
734,alt::A,gammal,vjetër
735,neu::A,ny,i ri
736,ehemalig::A,forn,dikurshëm
737,ehemalig::A,tidigare,dikurshëm
738,alt[Lebewesen]::A,gammal,plak
739,jung::A,ung,i ri
740,arm::A,fattig,varfër
741,arm::A,fattig,vobektë
742,reich::A,rik,pasur
743,bekannt::A,känd,njohur
744,berühmt::A,berömd,famshëm
745,fremd::A,främmande,huaj
746,verschieden::A,åtskillig,ndryshëm
747,nah::A,nära,afërt
748,fern::A,fjärran,largët
749,linker::A,vänster,majtë
750,rechter::A,höger,djathtë
751,anderer::A,annan,tjetër
752,erster::A,första,parë
753,zweiter::A,andra,dytë
754,dritter::A,tredje,i tretë
755,letzter::A,sist,fundit
756,allein::ADV,allena,vetëm
757,auf einmal::ADV,på en gång,njëkohësisht
758,zusammen::ADV,tillsammans,bashkë
759,zusammen::ADV,tillsammans,së bashku
760,lange::ADV,länge,për një kohë të gjatë
761,plötzlich::ADV,plötsligt,befas
762,sofort::ADV,strax,menjëherë
763,sofort::ADV,strax,aty për aty
764,sofort::ADV,genast,menjëherë
765,sofort::ADV,genast,aty për aty
766,später::ADV,senare,më vonë
767,jetzt::ADV,nu,tash
768,heute::ADV,i dag,sot
769,morgen::ADV,i morgon,nesër
770,bald::ADV,snart,shpejt
771,bald::ADV,snart,së shpejti
772,dann::ADV,då,pastaj
773,gestern::ADV,i går,dje
774,einst::ADV,en gång,dikur
775,damals::ADV,då,atëherë
776,damals::ADV,den gången,atëherë
777,danach::ADV,därefter,mandej
778,vorher::ADV,före,më parë
779,vorher::ADV,förut,më parë
780,zuerst::ADV,först,së pari
781,einmal::ADV,en gång,njëherë
782,manchmal::ADV,ibland,nganjëherë
783,oft::ADV,ofta,shpesh
784,immer::ADV,alltid,përherë
785,immer::ADV,alltid,gjithnjë
786,niemals::ADV,aldrig,kurrë
787,niemals::ADV,aldrig,asnjëherë
788,hier::ADV,här,këtu
789,hierhin::ADV,hit,knej
790,von hier::ADV,härifrån,që këtej
791,von hier::ADV,härifrån,prej këtej
792,dort::ADV,där,aty
793,dort::ADV,där,atje
794,dorthin::ADV,dit,anej
795,geradeaus::ADV,rätt fram,drejt
796,vorwärts::ADV,fram,mbroth
797,vorwärts::ADV,fram,përpara
798,vorwärts::ADV,framåt,mbroth
799,vorwärts::ADV,framåt,përpara
800,rückwärts::ADV,baklänges,mbrapsht
801,zurück::ADV,tillbaka,prapa
802,zurück::ADV,tillbaka,mbrapsht
803,unten::ADV,nere,poshtë
804,unten::ADV,nedanför,poshtë
805,hinab::ADV,ned,përposh
806,hinab::ADV,nedåt,përposh
807,oben::ADV,ovan,lart
808,oben::ADV,ovan,sipër
809,oben::ADV,ovanpå,lart
810,oben::ADV,ovanpå,sipër
811,hinauf::ADV,upp,lart
812,hinauf::ADV,upp,përpjetë
813,hinauf::ADV,uppåt,lart
814,hinauf::ADV,uppåt,përpjetë
815,überall::ADV,överallt,kudo
816,nicht::ADV,ej,s'
817,nicht::ADV,ej,nuk
818,nicht::ADV,inte,s'
819,nicht::ADV,inte,nuk
820,ein wenig::ADV,litet,një tis
821,kaum::ADV,knappt,mezi
822,kaum::ADV,knappast,mezi
823,sehr::ADV,mycket,fort
824,sehr::ADV,mycket,shumë
825,so::ADV,så,ashtu
826,so::ADV,så,kështu
827,noch::ADV,än,ende
828,noch::ADV,än,akoma
829,noch::ADV,ännu,ende
830,noch::ADV,ännu,akoma
831,nur::ADV,bara,vetëm
