,Concept_ID,pt,kl
67,Schlaf::N,sono,
68,Traum::N,sonho,sinnattoq
69,Traum::N,sonho,sinnattugaq
70,Himmel::N,céu,qilak
71,Sonne::N,sol,seqineq
72,Mond::N,lua,qaammat
73,Stern::N,estrela,ulloriaq
74,Luft::N,ar,silaannaq
75,Wind::N,vento,anori
76,Wind::N,vento,anorsarik
77,Welle::N,onda,aalappaa
78,Wasser::N,água,imeq
79,Stein::N,pedra,ujarak
80,Boden::N,solo,nateq
81,Erde::N,terra,issoq
82,Staub::N,pó,pujualanerit
83,Staub::N,pó,pujoralanerit
84,Rauch::N,fumo,iseq
85,Rauch::N,fumo,pujoq
86,Funke::N,faísca,illoorneq
87,Funke::N,centelha,illoorneq
88,Feuer::N,fogo,inneq
89,Licht::N,luz,qaamaneq
90,Schatten::N,sombra,tarraq
91,Wetter::N,tempo,sila
92,Nebel::N,nevoeiro,pujoq
93,Wolke::N,nuvem,nuia
94,Regen::N,chuva,sialuk
95,Schnee::N,neve,aput
96,Eis::N,gelo,siku
97,Frost::N,gelo,issi
98,Frost::N,gelo,issik
99,Frost::N,geada,issi
100,Frost::N,geada,issik
101,Kälte::N,frio,issi
102,Hitze::N,ardor,kianneq
103,Hitze::N,ardor,kiassuseq
104,Raureif::N,geada,kaneq
105,Regenbogen::N,arco-iris,neriusaaq
106,Donner::N,trovão,kalleq
107,Strömung::N,corrente,
108,Tropfen::N,gota,kuseriarneq
109,Schaum::N,espuma,qapuk
110,Schmutz::N,sujidade,minguk
111,Schmutz::N,imundície,minguk
112,See::N,lago,taseq
113,Sumpf::N,charco,maqulluk
114,Sumpf::N,pântano,maqulluk
115,Moor::N,pântano,
116,Wiese::N,prado,masarsuk
117,Wald::N,bosque,
118,Wald::N,floresta,
119,Hügel::N,colina,qattuneq
120,Hügel::N,colina,majuariaq
121,Hügel::N,colina,majorajaaq
122,Hügel::N,colina,qaqqannguaq
123,Anhöhe::N,alto,
124,Anhöhe::N,outeiro,
125,Berg::N,monte,qaqqaq
126,Berg::N,montanha,qaqqaq
127,Gipfel::N,pico,
128,Höhle::N,caverna,qaarusuk
129,Abhang::N,encosta,ippik
130,Abhang::N,encosta,sivinganeq
131,Abhang::N,encosta,sivingajaaq
132,Abhang::N,encosta,kussangajaaq
133,Quelle::N,fonte,
134,Bach::N,regato,kuunnguaq
135,Bach::N,ribeiro,kuunnguaq
136,Fluss::N,rio,kuuk
137,Ufer::N,beira,sissap sinaa
138,Küste::N,costa,sineriak
139,Festland::N,terra firme,
140,Meer::N,mar,imaq
141,Bucht::N,baía,ikeq
142,Bucht::N,baía,kangerluk
143,Bucht::N,baía,kangerliumaneq
144,Insel::N,ilha,qeqertaq
145,Blume::N,flor,naasoq
146,Gras::N,erva,ivigaq
147,Wurzel::N,raiz,niulutaq
148,Baum::N,árvore,orpik
149,Stamm::N,tronco,kanaartaq
150,Rinde::N,casca,ameraq
151,Ast::N,ramo,avalequt
152,Zweig::N,galho,avalequt
153,Blatt::N,folha,pilutaq
154,Birke::N,bétula,patitsit
155,Kiefer[Baum]::N,pinheiro,
156,Weide[Baum]::N,salgueiro,palleq
157,Tanne::N,abeto,orsuerneq
158,Horn::N,corno,nassuk
159,Horn::N,chifre,nassuk
160,Feder::N,pena,suluk
161,Fell::N,pele,ameq
162,Flügel::N,asa,suluk
163,Flügel::N,asa,isaroq
164,Klaue::N,pata,kukik
165,Kralle::N,unha,kukik
166,Kralle::N,garra,kukik
167,Schwanz::N,rabo,pamioq
168,Schwanz::N,rabo,paperuusaq
169,Schwanz::N,cauda,pamioq
170,Schwanz::N,cauda,paperuusaq
171,Ei::N,ovo,mannik
172,Nest::N,ninho,ullut
173,Bau::N,toca,ini
174,Bau::N,covil,ini
175,Tier::N,animal,uumasoq
176,Herde::N,rebanho,unguukkat
177,Kuh::N,vaca,ussik
178,Bulle::N,touro,angukulak
179,Bulle::N,touro,anguteralak
180,Bulle::N,touro,angutikulooq
181,Pferd::N,cavalo,
182,Schaf::N,ovelha,sava
183,Schwein::N,porco,puuluki
184,Hund::N,cão,qimmeq
185,Katze::N,gata,puisaaq
186,Bär::N,urso,allaq
187,Eichhörnchen::N,esquilo,sissinnguaq
188,Elch::N,alce,
189,Fuchs::N,raposa,terianniaq
190,Hase::N,lebre,ukaleq
191,Maus::N,rato,teriannguaq
192,Wolf::N,lobo,amaroq
193,Vogel::N,ave,timmiaq
194,Vogel::N,pássaro,timmiaq
195,Schwarm::N,bando,
196,Schwarm::N,enxame,
197,Huhn::N,galinha,kukkukooq
198,Huhn::N,galinha,marloraaqaaq
199,Hahn::N,galo,kiasiusaq
200,Gans::N,ganso,nerleq
201,Adler::N,águia,nattoralik
202,Ente::N,pata,
203,Eule::N,mocho,uppik
204,Eule::N,coruja,uppik
205,Kranich::N,grou,qorlorfik
206,Krähe::N,gralha,tuluatsiaq
207,Kuckuck::N,cuco,kukkooq
208,Schwan::N,cisne,qussuk
209,Fisch::N,peixe,aalisagaq
210,Barsch::N,perca,
211,Hecht::N,lúcio,
212,Schlange[Tier]::N,serpente,pulateriarsuk
213,Schlange[Tier]::N,serpente,pulateriaarsuk
214,Wurm::N,verme,
215,Spinne::N,aranha,aasiaq
216,Spinne::N,aranha,nissavaarsuk
217,Ameise::N,formiga,uniaaluk
218,Laus::N,piolho,kumak
219,Mücke::N,mosquito,ippernaq
220,Fliege::N,mosca,ippernaq
221,Schmetterling::N,borboleta,paluaq
222,Schmetterling::N,borboleta,pakkaluaq
223,Schmetterling::N,borboleta,utsuppaluaq
224,Schmetterling::N,borboleta,taqaleqisaaq
225,Beere::N,bago,paarmaq
226,Beere::N,bago,paarngaq
227,Apfel::N,maçã,iipili
228,Pilz::N,fungo,anngiusaq
229,Pilz::N,cogumelo,anngiusaq
230,Zwiebel::N,cebola,uanitsoq
231,Saat::N,sementeira,naatsiiassaq
232,Korn::N,grão,maannineq
233,Heu::N,feno,
234,Schale::N,casca,niutsivik
235,Schale::N,casca,ilulissaq qaartussaq
236,Grube::N,cova,itersaq
237,Grube::N,fossa,itersaq
238,Falle::N,armadilha,pualavoq
239,Schlinge::N,laço,orseq
240,Schlinge::N,laço,norloq
241,Spur::N,pista,tumaa
242,Spur::N,vestígio,tumaa
243,Asche::N,cinza,arsat
244,Dreck::N,sujidade,minguk
245,Eisen::N,ferro,savimineq
246,Eisen::N,ferro,saffiugassaq
247,Gold::N,ouro,kuulti
248,Silber::N,prata,siilviuvoq
249,Kohle::N,carvão,aamarsuit aamaruutissat
250,Glas::N,vidro,igalaaq
251,Glas::N,vidro,imertarfik
252,Glas::N,vidro,igalaamineq
253,Lehm::N,barro,marraq
254,Lehm::N,argila,marraq
255,Sand::N,areia,sioqqat
256,Mensch::N,homem,inuk
257,Mensch::N,homem,silamiu
258,Mensch::N,pessoa,inuk
259,Mensch::N,pessoa,silamiu
260,Mann::N,homem,angut
261,Frau::N,mulher,arnaq
262,Kind::N,filho,meeraq
263,Kind::N,criança,meeraq
264,Junge::N,rapaz,nukappiaraq
265,Junge::N,menino,nukappiaraq
266,Mädchen::N,menina,arnannguaq
267,Mädchen::N,rapariga,arnannguaq
268,Familie::N,família,ilaqutakka
269,Familie::N,família,ilaqutariit
270,Großvater::N,avô,aatak
271,Großmutter::N,avó,aanaq
272,Eltern::N,pais,angajoqqaat
273,Vater::N,pai,ataata
274,Vater::N,pai,ataataq
275,Mutter::N,mãe,anaana
276,Sohn::N,filho,erneq
277,Tochter::N,filha,panik
278,Bruder::N,irmão,ani
279,Bruder::N,irmão,aqqaluk
280,Bruder::N,irmão,qatanngut
281,Schwester::N,irmã,naja
282,Schwester::N,irmã,aleqa
283,Schwester::N,irmã,qatanngut
284,Onkel::N,tio,akkak
285,Tante::N,tia,aja
286,Tante::N,tia,ajak
287,Tante::N,tia,atsak
288,Ehemann::N,esposo,ui
289,Ehefrau::N,esposa,nuliaq
290,Freude::N,prazer,tipaatsussuseq
291,Freude::N,alegria,tipaatsussuseq
292,Gelächter::N,risada,illaq
293,Gelächter::N,gargalhada,illaq
294,Glück::N,felicidade,usornaat
295,Glück::N,felicidade,usornarsuseq
296,Kummer::N,aflição,
297,Kummer::N,desgosto,
298,Wunsch::N,desejo,kissaat
299,Lust::N,vontade,illigussuseq
300,Lust::N,vontade,piummaseq
301,Geist::N,mente,anerneq
302,Geist::N,mente,toornaq
303,Geist::N,espírito,anerneq
304,Geist::N,espírito,toornaq
305,Gedanke::N,ideia,isumassaq
306,Gedanke::N,pensamento,isumassaq
307,Gedächtnis::N,memória,eqqaamannissuseq
308,Verstand::N,razão,isuma
309,Verstand::N,razão,sianissut
310,Verstand::N,razão,misigissut
311,Verstand::N,razão,sianissuseq
312,Verstand::N,razão,silaqassuseq
313,Verstand::N,inteligência,isuma
314,Verstand::N,inteligência,sianissut
315,Verstand::N,inteligência,misigissut
316,Verstand::N,inteligência,sianissuseq
317,Verstand::N,inteligência,silaqassuseq
318,Sinn::N,sentido,isuma
319,Sinn::N,significado,isuma
320,Grund::N,causa,patsit
321,Grund::N,motivo,patsit
322,Wahrheit::N,verdade,sallusuissut
323,Gespräch::N,conversa,
324,Gespräch::N,conversação,
325,Märchen::N,conto,oqalualaarut
326,Märchen::N,conto,oqaluasaaq
327,Erzählung::N,conto,oqaluttuaq
328,Erzählung::N,narrativa,oqaluttuaq
329,Nachricht::N,mensagem,oqaassut
330,Nachricht::N,mensagem,oqqersuut
331,Neuigkeit::N,notícia,tusarnartaq
332,Neuigkeit::N,novidade,tusarnartaq
333,Name::N,nome,ateq
334,Rätsel::N,adivinha,nalorsitsaarut
335,Rede::N,oração,oqaluuseq
336,Rede::N,discurso,oqaluuseq
337,Sprache::N,língua,oqaatsit
338,Stimme::N,voz,erinaq
339,Stimme::N,voz,qarluuseq
340,Wort::N,palavra,oqaasii
341,Zeichen::N,marca,nalunaaqqut
342,Ruf::N,grito,qaaqqussut
343,Ruf::N,chamada,qaaqqussut
344,Lärm::N,ruído,perpaluk
345,Lärm::N,barulho,perpaluk
346,Laut::N,som,torsukattak
347,Ton::N,tom,erinaq
348,Lied::N,canção,taalliaq
349,Lied::N,canção,erinarsuut
350,Ruhe::N,calma,qatsunganeq
351,Ruhe::N,silêncio,qatsunganeq
352,Leute::N,gente,inuiak
353,Leute::N,gente,inuiaqatigiit
354,Leute::N,pessoas,inuiak
355,Leute::N,pessoas,inuiaqatigiit
356,Volk::N,povo,inuiaat
357,Volk::N,nação,inuiaat
358,Arbeit::N,trabalho,suliaq
359,Gast::N,hóspede,qaaqqusaq
360,Gast::N,convidado,qaaqqusaq
361,Geschenk::N,prenda,pajugut
362,Geschenk::N,presente,pajugut
363,Spiel::N,jogo,
364,Gesellschaft::N,companhia,
365,Hilfe::N,ajuda,annertoqqut
366,Hilfe::N,socorro,annertoqqut
367,Freund::N,amigo,tiliaq
368,Freund::N,amigo,ikinngut
369,Kamerad::N,camarada,tiliaq
370,Kamerad::N,camarada,ikinngut
371,Angelegenheit::N,assunto,
372,Anzahl::N,número,
373,Anzahl::N,quantidade,
374,Art::N,tipo,ileqquuseq
375,Art::N,espécie,ileqquuseq
376,Stück::N,pedaço,nakkaalaniku
377,Teil::N,peça,tassiaasat
378,Teil::N,parte,tassiaasat
379,Hälfte::N,metade,affaq
380,Kreis::N,círculo,kaajaluinneq or kaajaluitsoq
381,Kreuz::N,cruz,sanningasulik
382,Linie::N,linha,tittaq
383,Linie::N,linha,titarneq
384,Strich::N,traço,
385,Abstand::N,distância,aku
386,Abstand::N,distância,ikiaq
387,Entfernung::N,distância,asi
388,Gegend::N,área,nuna
389,Gegend::N,região,nuna
390,Platz::N,lugar,ini
391,Platz::N,lugar,inissaq
392,Ort::N,sítio,sumiiffik
393,Seite::N,lado,saneraq
394,Mitte::N,meio,qiteq
395,Gegenstand::N,objecto,
396,Sache::N,coisa,pigisaq
397,Rand::N,bordo,sini
398,Rand::N,bordo,akerfineq
399,Rand::N,margem,sini
400,Rand::N,margem,akerfineq
401,Kante::N,borda,akerfineq
402,Kante::N,aresta,akerfineq
403,Ecke::N,esquina,teqeqqoq
404,Ecke::N,esquina,tikeqqoq
405,Spitze::N,ponta,inngik
406,Ende::N,cabo,isu
407,Ende::N,extremo,isu
408,Loch::N,furo,putu
409,Loch::N,buraco,putu
410,Winkel::N,canto,teqeqqorissaat
411,Winkel::N,ângulo,teqeqqorissaat
412,Muster::N,padrão,ilisserut
413,Muster::N,desenho,ilisserut
414,Größe::N,tamanho,angissuseq
415,Länge::N,comprimento,takissuseq
416,Höhe::N,altura,
417,Höhe::N,altitude,
418,Gewicht::N,peso,oqimaalutaq
419,Menge::N,quantidade,amerlassuseq
420,Haufen::N,pilha,eqimattat
421,Reihe::N,fila,allunaasaq
422,Boot::N,barco,qajaq
423,Boot::N,barco,angallat
424,Boot::N,barco,umiatsiaq
425,Ruder::N,remo,iput
426,Schlitten::N,trenó,qamutit
427,Schlitten::N,trenó,qimusseq
428,Ski::N,esqui,ataarut
429,Lagerfeuer::N,fogueira,
430,Last::N,carga,nammagaq
431,Gang::N,curso,
432,Gang::N,caminhada,
433,Schritt::N,passo,allorneq
434,Norden::N,norte,avannaq
435,Süden::N,sul,qava
436,Süden::N,sul,kujat
437,Süden::N,sul,kujataa
438,Westen::N,oeste,kitaa
439,Westen::N,ocidente,kitaa
440,Osten::N,este,kangi
441,Osten::N,leste,kangi
442,Osten::N,oriente,kangi
443,Holz::N,madeira,qisuk
444,Brett::N,tábua,salliligaq
445,Brett::N,prancha,salliligaq
446,Platte::N,laje,qaateq
447,Platte::N,chapa,qaateq
448,Stütze::N,apoio,ajagutaq
449,Stütze::N,apoio,ajaagutaq
450,Stütze::N,suporte,ajagutaq
451,Stütze::N,suporte,ajaagutaq
452,Stange::N,vara,kaaviffik
453,Stange::N,barra,kaaviffik
454,Stock::N,pau,ajaappissat
455,Stock::N,bengala,ajaappissat
456,Stab::N,bastão,ajaappissat
457,Rohr::N,cano,sullulik
458,Haus::N,casa,illu
459,Heim::N,lar,
460,Heim::N,casa,
461,Ofen::N,estufa,kissarsuut
462,Ofen::N,aquecedor,kissarsuut
463,Fußboden::N,piso,nateq
464,Tisch::N,mesa,allattarfik
465,Stuhl::N,cadeira,issiavik
466,Stuhl::N,cadeira,issiaffik
467,Wiege::N,berço,uaasoq
468,Bett::N,cama,nallavik
469,Regal::N,estante,ilisivik
470,Regal::N,prateleira,ilisivik
471,Kiste::N,caixa,sakissat
472,Kiste::N,caixa,illerfiusaq
473,Fenster::N,janela,aki
474,Fenster::N,janela,igalaaq
475,Tür::N,porta,matu
476,Tor::N,portão,isaaffik
477,Zaun::N,cerca,saputit
478,Zaun::N,vedação,saputit
479,Dach::N,telhado,qaliaq
480,Leiter::N,escada,tummeqqat
481,Leiter::N,escada,majuartarfiit
482,Leiter::N,escada móvel,tummeqqat
483,Leiter::N,escada móvel,majuartarfiit
484,Besen::N,vassoura,saligutit
485,Spaten::N,pá,nivaataq
486,Schaufel::N,pá,nivaataq
487,Gabel::N,garfo,qilluaq
488,Gabel::N,garfo,ajassaatit
489,Löffel::N,colher,alussaat
490,Messer::N,faca,savik
491,Nagel::N,cravo,kukik
492,Netz::N,rede,anguffaseq
493,Haken::N,gancho,nissik
494,Haken::N,gancho,qarsorsaq
495,Haken::N,gancho,qarsorsartoq
496,Griff::N,asa,ipi
497,Griff::N,cabo,ipi
498,Schloss::N,fechadura,illussaarsuaq
499,Bild::N,imagem,assiliaq
500,Figur::N,figura,kisitsit
501,Puppe::N,boneca,inuusaq
502,Beutel::N,saco,
503,Beutel::N,bolsa,
504,Bündel::N,fardo,qilertaq
505,Tasche::N,saco,pooqattaq
506,Tasche::N,bolso,pooqattaq
507,Eimer::N,balde,
508,Deckel::N,tampa,matu
509,Geschirr::N,louça,anut
510,Sack::N,saca,
511,Tasse::N,chávena,tiitorfik
512,Tasse::N,chávena,tiitorfiup ilorlia
513,Topf::N,tacho,qoqqoq
514,Topf::N,panela,qoqqoq
515,Kessel::N,caldeira,uunnaavik
516,Essen::N,refeição,igaaq
517,Nahrung::N,comida,neqissaq
518,Nahrung::N,alimento,neqissaq
519,Speise::N,prato,nerisassat
520,Fleisch::N,carne,neqi
521,Getreide::N,cereais,maannineq
522,Brei::N,puré,
523,Brot::N,pão,iffit
524,Brot::N,pão,iffiaq
525,Scheibe::N,fatia,igalaassiaq
526,Fett::N,banha,tarnutissaq
527,Fett::N,banha,tarnutissiaq
528,Fett::N,gordura,tarnutissaq
529,Fett::N,gordura,tarnutissiaq
530,Butter::N,manteiga,punneq
531,Öl::N,azeite,uulia
532,Salz::N,sal,taratsut
533,Suppe::N,sopa,qajoq
534,Suppe::N,caldo,qajoq
535,Honig::N,mel,tungusunnitsuut
536,Milch::N,leite,immuk
537,Tee::N,chá,tii
538,Tee::N,chá,teeq
539,Leder::N,couro,
540,Wolle::N,lã,nuersagassiaq
541,Stoff::N,pano,milliaq
542,Stoff::N,pano,qarlissiaq
543,Stoff::N,tecido,milliaq
544,Stoff::N,tecido,qarlissiaq
545,Nadel::N,agulha,meqqut
546,Faden::N,fio,ujalussiaq
547,Knopf::N,botão,attat
548,Knoten::N,nó,akeroq
549,Knoten::N,nó,qilerneq
550,Farbe::N,corante,qalipaat
551,Kleidung::N,roupa,atisat
552,Kleidung::N,roupa,annoraaq
553,Kleidung::N,vestuário,atisat
554,Kleidung::N,vestuário,annoraaq
555,Hemd::N,camisa,ilupaaq
556,Kragen::N,gola,qungasiinnaq
557,Ärmel::N,manga,aaq
558,Hose::N,calça,qarliit
559,Gürtel::N,cinto,qiterut
560,Gürtel::N,cinto,unngersaq
561,Mütze::N,boné,nasaq
562,Mütze::N,barrete,nasaq
563,Schuh::N,sapato,skuu
564,Schuh::N,sapato,ikernuk
565,Schuh::N,sapato,ateraasaq
566,Stiefel::N,bota,kamik
567,Ring::N,anel,assammiu
568,Band::N,fita,qilerutissiaq
569,Band::N,faixa,qilerutissiaq
570,Kamm::N,pente,illaagutit
571,Kamm::N,pente,illaajaatit pl.
572,Spiegel::N,espelho,tarrarsuut
573,Riemen::N,correia,allunaaq
574,Schnur::N,corda,kujaaq
575,Schnur::N,corda,allunaasaq
576,Schnur::N,cordel,kujaaq
577,Schnur::N,cordel,allunaasaq
578,Leine::N,trela,aleq
579,Decke::N,cobertor,qipik
580,Kissen::N,almofada,akit
581,Tuch::N,pano,qarlissiaq
582,Handtuch::N,toalha,allarut
583,Handtuch::N,toalha,allarterut
584,Kraft::N,força,pissak
585,Stärke::N,força,qerattarsaat
586,Gesundheit::N,saúde,peqqisusseq
587,Krankheit::N,doença,nappaat
588,Krankheit::N,enfermidade,nappaat
589,Schmerz::N,dor,anniaat
590,Wunde::N,chaga,iki
591,Wunde::N,ferida,iki
592,Fieber::N,febre,nappaat qanimanartoq
593,Arznei::N,remédio,imigassaq
594,Brücke::N,ponte,ikaartarfik
595,Brunnen::N,poço,tissaluttuliaq
596,Weide::N,pastagem,masarsuk
597,Pfad::N,senda,aqqut
598,Pfad::N,trilho,aqqut
599,Weg::N,caminho,aggerfik
600,Straße::N,via,aqqusineq
601,Straße::N,estrada,aqqusineq
602,Dorf::N,aldeia,nunaqarfik
603,Stadt::N,cidade,illorpaat
604,Stadt::N,cidade,illorpalik
605,Brief::N,carta,allagarsiaq
606,Buch::N,livro,atuakkat
607,Buch::N,livro,mappersagaq
608,Buchstabe::N,letra,naqinneq
609,Zeitung::N,jornal,aviisi
610,Leben::N,vida,inuussuseq
611,Tod::N,morte,toqu
612,Tod::N,morte,toquneq
613,Grab::N,túmulo,iliveq
614,Grab::N,túmulo,illissat
615,Grab::N,sepultura,iliveq
616,Grab::N,sepultura,illissat
617,Kirche::N,igreja,oqaluffik
618,Sünde::N,pecado,ajorti
619,Gott::N,deus,
620,Arbeiter::N,operário,sulisoq
621,Arbeiter::N,trabalhador,sulisoq
622,Chef::N,chefe,ittoqut
623,Chef::N,patrão,ittoqut
624,Meister::N,mestre,naalagaq
625,Arzt::N,médico,katsorsaasoq
626,Lehrer::N,professor,ilinniartitsisoq
627,Geld::N,dinheiro,aningaasat
628,Geschäft::N,negócio,niuertarfik
629,Laden::N,loja,niuertarfik
630,Preis::N,preço,aki
631,Ware::N,mercadoria,qaliata pii
632,Ware::N,mercadoria,nioqqutissaq
633,Nutzen::N,proveito,iluaqut
634,Reichtum::N,riqueza,
635,Welt::N,mundo,nunarsuaq
636,Land::N,país,nuna
637,Staat::N,Estado,
638,König::N,rei,kunngi
639,Macht::N,poder,pissaassuseq
640,Macht::N,potência,pissaassuseq
641,Grenze::N,fronteira,killik
642,Krieg::N,guerra,sorsunneq
643,Feind::N,inimigo,akeraq
644,Feind::N,inimigo,akerartorti
645,Feind::N,inimigo,qinngarsuisoq
646,Gewalt::N,violência,
647,Kampf::N,luta,sorsunneq
648,Kampf::N,combate,sorsunneq
649,Bogen[Waffe]::N,arco,
650,Pfeil::N,seta,qalugiusaq
651,Pfeil::N,flecha,qalugiusaq
652,Gewehr::N,espingarda,aallaat
653,Fehler::N,erro,kukkuneq
654,Fehler::N,erro,paarlaappaa
655,Fehler::N,falha,kukkuneq
656,Fehler::N,falha,paarlaappaa
657,Lüge::N,mentira,
658,Schaden::N,dano,
659,Schaden::N,estrago,
660,Unglück::N,desgraça,perluut
661,Schuld::N,culpa,akiitsugaq
662,Schuld::N,culpa,akiligassaq
663,Alter::N,idade,utoqqaq
664,Schluss::N,fim,isu
665,Zeit::N,tempo,ulloq
666,Zeit::N,tempo,akuttoqatigiinneq
667,Tag::N,dia,ulloq
668,Morgen::N,manhã,ullaaq
669,Mittag::N,meio-dia,ulloqeqqa
670,Abend::N,noite,unnuk
671,Abend::N,tardinha,unnuk
672,Nacht::N,noite,unnuaq
673,Woche::N,semana,sapaatip akunnera
674,Monat::N,mês,qaammat
675,Jahr::N,ano,ukioq
676,Frühling::N,primavera,upernaaq
677,Sommer::N,verão,aasaq
678,Herbst::N,outono,ukiaq
679,Winter::N,inverno,ukioq
680,Januar::N,Janeiro,siulleeq
681,Januar::N,Janeiro,qaammaliaq
682,Februar::N,Fevereiro,aarlaat
683,März::N,Março,marsi
684,März::N,Março,martsi
685,April::N,Abril,
686,Mai::N,Maio,maaji
687,Juni::N,Junho,juuni
688,Juli::N,Julho,juuli
689,August::N,Agosto,aggusti
690,September::N,Setembro,septembari
691,Oktober::N,Outubro,oktobari
692,November::N,Novembro,novembari
693,Dezember::N,Dezembro,detsembari
694,Montag::N,segunda-feira,ataasinngortoq
695,Dienstag::N,terça-feira,marlunngorneq
696,Mittwoch::N,quarta-feira,pingasunngorneq
697,Donnerstag::N,quinta-feira,sisamanngorneq
698,Freitag::N,sexta-feira,tallimanngorneq
699,Samstag::N,sábado,arfininngorneq
700,Sonntag::N,domingo,sapaat
701,Sonntag::N,domingo,sapaati
702,groß::A,grande,angivoq
703,klein::A,pequeno,mikivoq
704,lang::A,comprido,takisooq
705,kurz::A,curto,naatsoq
706,breit::A,largo,silippoq
707,schmal::A,estreito,amitsoq
708,dicht::A,denso,torsusooq
709,dick[Gegenstand]::A,grosso,issuvoq
710,dick[Gegenstand]::A,grosso,issusooq
711,dünn::A,delgado,amitsoq
712,fein::A,fino,mamarpoq
713,fein::A,subtil,mamarpoq
714,fest::A,firme,tangeqarpoq
715,fest::A,sólido,tangeqarpoq
716,flach::A,plano,nalimmappoq
717,glatt::A,liso,quasak
718,hart::A,duro,mattusooq
719,hart::A,duro,manngerpoq
720,hart::A,duro,titeqquluppoq
721,weich::A,mole,nerumaarpoq
722,rund::A,redondo,ammallorippoq
723,spitz::A,agudo,qummukujooq
724,scharf::A,afiado,ipippoq
725,stumpf::A,rombo,anngerpoq
726,schwer::A,pesado,oqimaappoq
727,schön::A,belo,kusanarpoq
728,schön::A,bonito,kusanarpoq
729,heiß::A,quente,kiappoq
730,warm::A,quente,oqorpoq
731,kalt::A,frio,issippoq
732,kühl::A,fresco,pueqqortippoq
733,frisch::A,fresco,
734,feucht::A,húmido,isugutavoq
735,feucht::A,húmido,qaasernarpoq
736,nass::A,molhado,imerorpoq
737,trocken::A,seco,panerpoq
738,voll::A,cheio,ulikkaarpoq
739,leer::A,vazio,imaattuarpoq
740,offen::A,aberto,ammavoq
741,geschlossen::A,fechado,matuvoq
742,sauber::A,limpo,eqqippoq
743,sauber::A,limpo,sukuluippoq
744,sauber::A,limpo,ipeqanngilaq
745,schmutzig::A,sujo,tapappoq
746,schmutzig::A,sujo,minguppoq
747,roh::A,cru,aapavoq
748,reif::A,maduro,qaarulerpoq
749,lecker::A,delicioso,
750,süß::A,doce,tungusunnippoq
751,bitter::A,amargo,qasilippoq
752,sauer::A,azedo,
753,hell::A,claro,qaamavoq
754,dunkel::A,escuro,qernerpoq
755,dunkel::A,sombrio,qernerpoq
756,schwarz::A,preto,qernerpoq
757,weiß::A,branco,qaqorpoq
758,rot::A,vermelho,aappaluppoq
759,gelb::A,amarelo,sungaarpoq
760,blau::A,azul,tungujorpoq
761,grün::A,verde,qorsooqqippoq
762,grau::A,cinzento,qaserpoq
763,bunt::A,colorido,
764,billig::A,barato,akikippoq
765,teuer::A,caro,
766,wertvoll::A,valioso,erlinnarpoq
767,wertvoll::A,precioso,erlinnarpoq
768,blind::A,cego,tappiippoq
769,blind::A,cego,isigisaqanngilaq
770,taub::A,surdo,tusilarpoq
771,kräftig::A,forte,pissaq
