,Concept_ID,sq,cy
146,Blatt::N,fletë,deilen
147,Blatt::N,gjethe,deilen
148,Birke::N,mështekën,bedwen
149,Kiefer[Baum]::N,pishë,pinwydden
150,Weide[Baum]::N,shelg,helygen
151,Tanne::N,bredh,ffynidwydden
152,Horn::N,bri,corn
153,Feder::N,pupël,plufyn
154,Fell::N,lëkurë,ffwr
155,Flügel::N,krah,adain
156,Flügel::N,fletë,adain
157,Klaue::N,kthetër,crafanc
158,Kralle::N,thua,ewin
159,Kralle::N,kthetër,ewin
160,Schwanz::N,bisht,cwt
161,Schwanz::N,bisht,cynffon
162,Ei::N,vezë,wy
163,Nest::N,fole,nyth
164,Bau::N,strofkë,ffau
165,Tier::N,kafshë,anifail
166,Herde::N,kope,praidd
167,Herde::N,kope,diadell
168,Herde::N,grigjë,praidd
169,Herde::N,grigjë,diadell
170,Kuh::N,lopë,buwch
171,Bulle::N,dem,tarw
172,Pferd::N,kalë,ceffyl
173,Schaf::N,dele,dafad
174,Schwein::N,derr,mochyn
175,Hund::N,qen,ci
176,Katze::N,mace,cath
177,Bär::N,ari,arth
178,Eichhörnchen::N,ketër,gwiwer
179,Elch::N,dre brilopatë,elc
180,Fuchs::N,dhelpër,cadno
181,Hase::N,lepur,ysgyfarnog
182,Maus::N,mi,llygoden
183,Wolf::N,ujk,blaidd
184,Vogel::N,zog,aderyn
185,Vogel::N,shpend,aderyn
186,Schwarm::N,luzmë,haid
187,Huhn::N,pulë,cyw
188,Hahn::N,gjel,ceiliog
189,Hahn::N,këndes,ceiliog
190,Gans::N,patë,gŵydd
191,Adler::N,shqiponjë,eryr
192,Ente::N,rosë,hwyad
193,Eule::N,buf,tylluan
194,Kranich::N,lejlek,garan
195,Kranich::N,lejlek,crychydd
196,Kranich::N,kurrillë,garan
197,Kranich::N,kurrillë,crychydd
198,Krähe::N,sorrë,brân
199,Kuckuck::N,qyqe,cog
200,Kuckuck::N,qyqe,cwcw
201,Schwan::N,mjellmë,alarch
202,Fisch::N,peshk,pysgod
203,Barsch::N,purtekë,draenog
204,Hecht::N,mlysh,penhwyad
205,Schlange[Tier]::N,gjarpër,neidr
206,Wurm::N,krimb,abwydyn
207,Wurm::N,krimb,pryf genwair
208,Spinne::N,marimangë,cor
209,Spinne::N,marimangë,pryf copyn
210,Ameise::N,thnegël,morgrugyn
211,Ameise::N,milingonë,morgrugyn
212,Laus::N,morr,lleuen
213,Mücke::N,kunup,gwybedyn
214,Mücke::N,mushkonjë,gwybedyn
215,Fliege::N,mizë,cleren
216,Schmetterling::N,flutur,glöyn byw
217,Schmetterling::N,flutur,iâr fach yr haf
218,Beere::N,frutë,aeronen
219,Beere::N,manaferrë,aeronen
220,Apfel::N,mollë,afal
221,Pilz::N,kërpudhë,madarch
222,Zwiebel::N,qepë,nionyn
223,Zwiebel::N,qepë,winwnsyn
224,Saat::N,farë,had
225,Korn::N,grurë,grawn
226,Korn::N,kokërr,grawn
227,Heu::N,sanë,gwair
228,Schale::N,lëkurë,croen
229,Schale::N,lëkurë,plisgyn
230,Grube::N,gropë,pwll
231,Grube::N,gropë,pydew
232,Falle::N,kurth,magl
233,Falle::N,grackë,magl
234,Schlinge::N,nyjë,cwlwm rhedeg
235,Spur::N,gjurmë,ôl
236,Asche::N,hi,lludw
237,Dreck::N,baltë,baw
238,Dreck::N,baltë,budreddi
239,Eisen::N,hekur,haearn
240,Gold::N,ar,aur
241,Gold::N,flori,aur
242,Silber::N,argjend,arian
243,Kohle::N,qymyr,glo
244,Glas::N,qelq,gwydr
245,Lehm::N,argjilë,clai
246,Sand::N,rërë,tywod
247,Mensch::N,njeri,dyn
248,Mann::N,burrë,dyn
249,Mann::N,mashkull,dyn
250,Frau::N,grua,merch
251,Frau::N,grua,gwraig
252,Frau::N,femër,merch
253,Frau::N,femër,gwraig
254,Kind::N,kalama,plentyn
255,Junge::N,djalë,hogyn
256,Junge::N,djalë,bachgen
257,Mädchen::N,gocë,merch
258,Mädchen::N,gocë,geneth
259,Mädchen::N,vajzë,merch
260,Mädchen::N,vajzë,geneth
261,Familie::N,familje,teulu
262,Familie::N,familje,tylwyth
263,Großvater::N,gjysh,taid
264,Großvater::N,gjysh,tad-cu
265,Großmutter::N,gjyshe,nain
266,Großmutter::N,gjyshe,mam-gu
267,Eltern::N,prindër,rhieni
268,Vater::N,atë,tad
269,Mutter::N,nënë,mam
270,Sohn::N,bir,mab
271,Tochter::N,bijë,merch
272,Bruder::N,vëlla,brawd
273,Schwester::N,motër,chwaer
274,Onkel::N,dajë,ewythr
275,Onkel::N,xhaxha,ewythr
276,Tante::N,teze,modryb
277,Tante::N,hallë,modryb
278,Ehemann::N,burrë,gŵr
279,Ehemann::N,bashkëshort,gŵr
280,Ehefrau::N,grua,gwraig
281,Ehefrau::N,bashkëshorte,gwraig
282,Freude::N,gaz,gorfoledd
283,Freude::N,gëzim,gorfoledd
284,Gelächter::N,qeshje,chwerthin
285,Glück::N,lumturi,hapusrwydd
286,Kummer::N,brengë,galar
287,Kummer::N,pikëllim,galar
288,Wunsch::N,dëshirë,dymuniad
289,Lust::N,epsh,chwant
290,Lust::N,dashuri,chwant
291,Geist::N,frymë,ysbryd
292,Geist::N,shpirt,ysbryd
293,Gedanke::N,ide,meddwl
294,Gedanke::N,mendim,meddwl
295,Gedächtnis::N,kujtesë,cof
296,Verstand::N,mend,meddwl
297,Sinn::N,kuptim,ystyr
298,Grund::N,arsye,achos
299,Grund::N,arsye,rheswm
300,Wahrheit::N,vërtetë,gwir
301,Wahrheit::N,vërtetë,gwirionedd
302,Gespräch::N,bisedim,sgwrs
303,Märchen::N,përrallë,chwedl werin
304,Erzählung::N,tregim,stori
305,Nachricht::N,lajm,neges
306,Neuigkeit::N,risi,newydd
307,Name::N,emër,enw
308,Rätsel::N,gjëzë,pos
309,Rätsel::N,gjëegjëzë,pos
310,Rede::N,fjalim,araith
311,Sprache::N,gjuhë,iaith
312,Stimme::N,zë,llais
313,Wort::N,fjalë,gair
314,Zeichen::N,shenjë,arwydd
315,Ruf::N,thirrmë,galwad
316,Lärm::N,zhurmë,trwst
317,Laut::N,tingull,sain
318,Ton::N,ton,tôn
319,Lied::N,këngë,cân
320,Ruhe::N,qetësi,tawelwch
321,Leute::N,botë,pobl
322,Leute::N,njerëz,pobl
323,Volk::N,popull,pobl
324,Arbeit::N,punë,gwaith
325,Gast::N,mik,gwestai
326,Gast::N,mysafir,gwestai
327,Geschenk::N,dhuratë,rhodd
328,Geschenk::N,dhuratë,anrheg
329,Geschenk::N,peshqesh,rhodd
330,Geschenk::N,peshqesh,anrheg
331,Spiel::N,lojë,chwarae
332,Gesellschaft::N,shoqëri,cwmni
333,Hilfe::N,ndihmë,cymorth
334,Freund::N,mik,cyfaill
335,Kamerad::N,shok,cydymaith
336,Angelegenheit::N,punë,pwnc
337,Anzahl::N,sasi,cyfrif
338,Art::N,lloj,bath
339,Stück::N,copë,darn
340,Teil::N,pjesë,rhan
341,Hälfte::N,gjysmë,hanner
342,Kreis::N,qark,cylch
343,Kreis::N,rreth,cylch
344,Kreuz::N,kryq,croes
345,Linie::N,vijë,llinell
346,Strich::N,vizë,strôc
347,Strich::N,vizë,trawiad
348,Abstand::N,distancë,bwlch
349,Abstand::N,distancë,pellter
350,Entfernung::N,largim,pellter
351,Gegend::N,vise,cylch
352,Gegend::N,krahinë,cylch
353,Platz::N,shesh,lle
354,Ort::N,vend,lle
355,Seite::N,anë,ochr
356,Mitte::N,mes,canol
357,Gegenstand::N,send,eitem
358,Sache::N,gjë,peth
359,Sache::N,send,peth
360,Rand::N,qoshe,cwr
361,Rand::N,qoshe,ymyl
362,Kante::N,teh,min
363,Kante::N,teh,ymyl
364,Ecke::N,qoshe,cornel
365,Spitze::N,majë,blaen
366,Ende::N,skaj,pen
367,Ende::N,bisht,pen
368,Loch::N,vrimë,twll
369,Winkel::N,kënd,congl
370,Muster::N,mostër,patrwm
371,Größe::N,madhësi,maint
372,Größe::N,madhësi,maintioli
373,Länge::N,gjatësi,hyd
374,Höhe::N,lartësi,uchder
375,Gewicht::N,peshë,pwysau
376,Menge::N,sasi,swm
377,Menge::N,sasi,maint
378,Haufen::N,grumbull,pentwr
379,Reihe::N,radhë,rhes
380,Reihe::N,rresht,rhes
381,Boot::N,barkë,cwch
382,Boot::N,lundër,cwch
383,Ruder::N,rrem,rhwyf
384,Schlitten::N,sajë,sled
385,Schlitten::N,sajë,car llusg
386,Ski::N,ski,sgi
387,Lagerfeuer::N,flakadan,coelcerth
388,Lagerfeuer::N,zjarr i madh,coelcerth
389,Last::N,barrë,llwyth
390,Gang::N,ecje,tro
391,Schritt::N,hap,cam
392,Norden::N,veri,gogledd
393,Süden::N,jug,de
394,Westen::N,perëndim,gorllewin
395,Osten::N,lindje,dwyrain
396,Holz::N,dru,pren
397,Brett::N,dërrasë,bwrdd
398,Brett::N,dërrasë,astell
399,Platte::N,pllakë,llech
400,Stütze::N,shtyllë,ateg
401,Stütze::N,shtyllë,cynhalydd
402,Stütze::N,mbështetesë,ateg
403,Stütze::N,mbështetesë,cynhalydd
404,Stange::N,shufër,polyn
405,Stock::N,dajak,ffon
406,Stock::N,dajak,brigyn
407,Stab::N,shkop,ffon
408,Rohr::N,tub,pibell
409,Haus::N,shtëpi,tŷ
410,Heim::N,konak,cartref
411,Heim::N,shtëpi,cartref
412,Ofen::N,sobë,stof
413,Ofen::N,stufë,stof
414,Fußboden::N,dysheme,llawr
415,Tisch::N,tryezë,bwrdd
416,Stuhl::N,karrige,cadair
417,Wiege::N,djep,crud
418,Bett::N,shtrat,gwely
419,Regal::N,raft,silff
420,Kiste::N,kuti,bocs
421,Kiste::N,kuti,blwch
422,Fenster::N,dritare,ffenestr
423,Tür::N,derë,drws
424,Tor::N,portë,porth
425,Zaun::N,gardh,ffens
426,Dach::N,çati,to
427,Leiter::N,shkallë,ysgol
428,Besen::N,fshesë,ysgub
429,Spaten::N,lopatë,rhaw
430,Schaufel::N,qyrek,rhaw
431,Gabel::N,pirun,fforc
432,Löffel::N,lugë,llwy
433,Messer::N,thikë,cyllell
434,Nagel::N,gozhdë,hoel
435,Netz::N,rrjetë,gwe
436,Netz::N,rrjetë,rhwyd
437,Haken::N,grep,bach
438,Haken::N,grremç,bach
439,Griff::N,dorak,carn
440,Griff::N,dorezë,carn
441,Schloss::N,bravë,clo
442,Bild::N,tablo,llun
443,Bild::N,tablo,pictiwr
444,Bild::N,pikturë,llun
445,Bild::N,pikturë,pictiwr
446,Figur::N,figurë,ffigur
447,Puppe::N,kukull,dol
448,Beutel::N,qese,cwd
449,Beutel::N,trastë,cwd
450,Bündel::N,deng,bwndel
451,Bündel::N,deng,coflaid
452,Tasche::N,çantë,cod
453,Eimer::N,kovë,bwced
454,Eimer::N,kovë,cunnog
455,Deckel::N,kapak,caead
456,Deckel::N,mbulesë,caead
457,Geschirr::N,enë,llestri
458,Sack::N,thes,sach
459,Sack::N,torbë,sach
460,Tasse::N,filxhan,cwpan
461,Topf::N,kusi,pot
462,Topf::N,kusi,crochan
463,Topf::N,tenxhere,pot
464,Topf::N,tenxhere,crochan
465,Kessel::N,kazan,tegell
466,Essen::N,ngrënie,pryd o fwyd
467,Nahrung::N,ushqim,bwyd
468,Speise::N,gatesë,saig
469,Fleisch::N,mish,cig
470,Getreide::N,drithë,ŷd
471,Getreide::N,drithë,llafur
472,Brei::N,qull,uwd
473,Brot::N,bukë,bara
474,Scheibe::N,fetë,tafell
475,Fett::N,lyrë,saim
476,Fett::N,lyrë,braster
477,Fett::N,yndyrë,saim
478,Fett::N,yndyrë,braster
479,Butter::N,gjalpë,ymenyn
480,Öl::N,vaj,olew
481,Salz::N,kripë,halen
482,Suppe::N,supë,cawl
483,Suppe::N,çorbë,cawl
484,Honig::N,mjaltë,mêl
485,Milch::N,qumësht,llaeth
486,Milch::N,qumësht,llefrith
487,Tee::N,çaj,te
488,Leder::N,lëkurë,lledr
489,Wolle::N,lesh,gwlân
490,Stoff::N,pëlhurë,lliain
491,Stoff::N,pëlhurë,brethyn
492,Nadel::N,gjilpërë,nodwydd
493,Faden::N,pe,edau
494,Faden::N,pe,edefyn
495,Faden::N,fije,edau
496,Faden::N,fije,edefyn
497,Knopf::N,kopsë,botwm
498,Knoten::N,komb,cwlwm
499,Farbe::N,bojë,paent
500,Kleidung::N,veshje,dillad
501,Kleidung::N,veshje,gwisgoedd
502,Hemd::N,këmishë,crys
503,Kragen::N,jakë,coler
504,Ärmel::N,mëngë,llawes
505,Hose::N,brekë,trowsus
506,Gürtel::N,rrip,gwregys
507,Mütze::N,kësulë,cap
508,Schuh::N,këpucë,esgid
509,Stiefel::N,çizme,botasen
510,Ring::N,unazë,modrwy
511,Band::N,shirit,rhuban
512,Kamm::N,krehër,crib
513,Spiegel::N,pasqyrë,drych
514,Riemen::N,rrip,strap
515,Schnur::N,litar,llinyn
516,Schnur::N,cikomë,llinyn
517,Leine::N,rrip,tennyn
518,Decke::N,batanije,blanced
519,Decke::N,batanije,gwrthban
520,Kissen::N,jastëk,clustog
521,Kissen::N,jastëk,gobennydd
522,Tuch::N,shami,sgarff
523,Handtuch::N,peshqir,tywel
524,Handtuch::N,peshqir,lliain sychu
525,Kraft::N,forcë,grym
526,Stärke::N,koll,nerth
527,Stärke::N,koll,cryfder
528,Gesundheit::N,shëndet,iechyd
529,Krankheit::N,sëmundje,afiechyd
530,Krankheit::N,sëmundje,anhwylder
531,Schmerz::N,dhimbje,poen
532,Schmerz::N,dhimbje,gwayw
533,Wunde::N,plagë,clwyf
534,Fieber::N,ethe,twymyn
535,Arznei::N,ilaç,meddyginiaeth
536,Brücke::N,urë,pont
537,Brunnen::N,pus,ffynnon
538,Weide::N,kullotë,porfa
539,Pfad::N,ravë,llwybr
540,Pfad::N,shteg,llwybr
541,Weg::N,udhë,ffordd
542,Weg::N,shteg,ffordd
543,Straße::N,rrugë,heol
544,Straße::N,rrugë,ffordd
545,Dorf::N,fshat,pentref
546,Dorf::N,katund,pentref
547,Stadt::N,qytet,tref
548,Brief::N,letër,llythyr
549,Buch::N,libër,llyfr
550,Buchstabe::N,shkronjë,llythyren
551,Zeitung::N,gazetë,papur newydd
552,Leben::N,jetë,bywyd
553,Tod::N,mortje,marwolaeth
554,Grab::N,varr,bedd
555,Kirche::N,kishë,eglwys
556,Sünde::N,mëkat,pechod
557,Sünde::N,gjynah,pechod
558,Gott::N,hy,duw
559,Gott::N,zot,duw
560,Arbeiter::N,punëtor,gweithiwr
561,Chef::N,shef,pennaeth
562,Chef::N,drejtues,pennaeth
563,Meister::N,mjeshtër,meistr
564,Arzt::N,mjek,meddyg
565,Arzt::N,doktor,meddyg
566,Lehrer::N,mësues,athro
567,Lehrer::N,arsimtar,athro
568,Geld::N,para,pres
569,Geld::N,para,arian
570,Geld::N,holla,pres
571,Geld::N,holla,arian
572,Geschäft::N,ujdi,busnes
573,Geschäft::N,biznes,busnes
574,Laden::N,dyqan,siop
575,Preis::N,çmim,pris
576,Ware::N,mall,nwydd
577,Nutzen::N,dobi,elw
578,Nutzen::N,dobi,budd
579,Nutzen::N,leverdi,elw
580,Nutzen::N,leverdi,budd
581,Reichtum::N,kamje,cyfoeth
582,Reichtum::N,pasuri,cyfoeth
583,Welt::N,botë,byd
584,Land::N,vend,gwlad
585,Staat::N,shtet,gwladwriaeth
586,König::N,mbret,brenin
587,Macht::N,fuqi,grym
588,Macht::N,fuqi,awdurdod
589,Macht::N,pushtet,grym
590,Macht::N,pushtet,awdurdod
591,Grenze::N,kufi,ffin
592,Grenze::N,kufi,goror
593,Krieg::N,luftë,rhyfel
594,Feind::N,armik,gelyn
595,Gewalt::N,dhunë,ffyrnigrwydd
596,Kampf::N,luftim,brwydr
597,Bogen[Waffe]::N,hark,bwa
598,Pfeil::N,shigjetë,saeth
599,Gewehr::N,pushkë,dryll
600,Fehler::N,gafë,gwall
601,Fehler::N,gafë,camgymeriad
602,Fehler::N,gabim,gwall
603,Fehler::N,gabim,camgymeriad
604,Lüge::N,gënjeshtër,celwydd
605,Lüge::N,gënjeshtër,anwiredd
606,Schaden::N,dëm,niwed
607,Schaden::N,dëm,difrod
608,Schaden::N,zarar,niwed
609,Schaden::N,zarar,difrod
610,Unglück::N,fatkeqësi,anffawd
611,Schuld::N,faj,bai
612,Alter::N,moshë,oed
613,Schluss::N,fund,diwedd
614,Zeit::N,kohë,amser
615,Tag::N,ditë,dydd
616,Tag::N,ditë,diwrnod
617,Morgen::N,mëngjes,bore
618,Mittag::N,mesditë,nawn
619,Abend::N,mbrëmje,noswaith
620,Nacht::N,natë,nos
621,Woche::N,javë,wythnos
622,Monat::N,muaj,mis
623,Jahr::N,vit,blwyddyn
624,Frühling::N,pranverë,gwanwyn
625,Sommer::N,verë,haf
626,Herbst::N,vjeshtë,hydref
627,Winter::N,dimër,gaeaf
628,Januar::N,janar,Ionawr
629,Februar::N,shkurt,Chwefror
630,März::N,mars,Mawrth
631,April::N,prill,Ebrill
632,Mai::N,maj,Mai
633,Juni::N,qershor,Mehefin
634,Juli::N,korrik,Gorffennaf
635,August::N,gusht,Awst
636,September::N,shtator,Medi
637,Oktober::N,tetor,Hydref
638,November::N,nëntor,Tachwedd
639,Dezember::N,dhjetor,Rhagfyr
640,Montag::N,hënë,dydd Llun
641,Dienstag::N,martë,dydd Mawrth
642,Mittwoch::N,mërkurë,dydd Mercher
643,Donnerstag::N,enjte,dydd Iau
644,Freitag::N,premte,dydd Gwener
645,Samstag::N,shtunë,dydd Sadwrn
646,Sonntag::N,diel,dydd Sul
647,groß::A,madh,mawr
648,klein::A,vogël,bach
649,lang::A,gjatë,hir
650,kurz::A,shkurtër,byr
651,kurz::A,shkurtër,cwta
652,breit::A,gjerë,llydan
653,schmal::A,ngushtë,cul
654,dicht::A,dendur,dwys
655,dick[Gegenstand]::A,trashë,trwchus
656,dünn::A,hollë,tenau
657,fein::A,imët,main
658,fest::A,fortë,cadarn
659,flach::A,sheshtë,gwastad
660,glatt::A,rrafshët,llyfn
661,hart::A,fortë,caled
662,weich::A,butë,meddal
663,rund::A,rrumbullakët,crwn
664,spitz::A,majëmprehtë,pigfain
665,scharf::A,mprehtë,miniog
666,stumpf::A,topitur,pŵl
667,schwer::A,rëndë,trwm
668,schön::A,bukur,teg
669,schön::A,bukur,hardd
670,schön::A,bukur,prydferth
671,heiß::A,nxehtë,poeth
672,warm::A,ngrohtë,twym
673,warm::A,ngrohtë,cynnes
674,kalt::A,ftohtë,oer
675,kühl::A,freskët,oeraidd
676,frisch::A,pastër,iach
677,feucht::A,lagësht,llaith
678,nass::A,lagur,gwlyb
679,trocken::A,thatë,sych
680,voll::A,plotë,llawn
681,leer::A,bosh,gwag
682,leer::A,zbrazët,gwag
683,offen::A,hapur,agored
684,geschlossen::A,mbyllur,caead
685,geschlossen::A,mbyllur,caeëdig
686,sauber::A,dëlirë,glân
687,schmutzig::A,ndyrë,budr
688,schmutzig::A,ndyrë,brwnt
689,roh::A,gjallë,amrwd
690,reif::A,arrirë,aeddfed
691,lecker::A,shijshëm,blasus
692,lecker::A,shijshëm,danteithiol
693,süß::A,ëmbël,melys
694,bitter::A,hidhur,chwerw
695,sauer::A,thartë,sur
696,hell::A,me dritë,disglair
697,dunkel::A,errët,tywyll
698,schwarz::A,i zi,du
699,weiß::A,bardhë,gwyn
700,rot::A,kuq,coch
701,gelb::A,verdhë,melyn
702,blau::A,blu,glas
703,blau::A,kaltër,glas
704,grün::A,blertë,gwyrdd
705,grün::A,gjelbër,gwyrdd
706,grau::A,hirtë,llwyd
707,grau::A,bojë hiri,llwyd
708,bunt::A,shumëngjyrëshëm,lliwgar
709,billig::A,lirë,rhad
710,teuer::A,shtrenjtë,drud
711,wertvoll::A,çmuar,gwerthfawr
712,wertvoll::A,vlershëm,gwerthfawr
713,blind::A,qorr,dall
714,blind::A,verbër,dall
715,taub::A,shurdhër,byddar
716,kräftig::A,fuqishëm,nerthol
717,kräftig::A,fuqishëm,grymus
718,stark::A,fortë,cryf
719,stark::A,fortë,cadarn
720,schwach::A,dobët,gwan
721,fett::A,dhjamur,tew
722,schlank::A,hollë,main
723,hübsch::A,bukur,tlws
724,hübsch::A,hijshëm,tlws
725,böse::A,keq,drwg
726,dumm::A,teveqel,twp
727,faul::A,dembel,diog
728,fleißig::A,zellshëm,dyfal
729,geizig::A,kurnac,crintach
730,geizig::A,kurnac,cybyddlyd
731,geizig::A,dorështrënguar,crintach
732,geizig::A,dorështrënguar,cybyddlyd
733,klug::A,mençur,deallus
734,geschickt::A,aftë,medrus
735,geschickt::A,aftë,deheuig
736,lieb::A,dashur,hoff
737,lieb::A,dashur,annwyl
738,lustig::A,gëzuar,llon
739,sanft::A,butë,mwyn
740,hungrig::A,uritur,newynog
741,krank::A,sëmurë,sâl
742,krank::A,sëmurë,gwael
743,nackt::A,lakuriq,noeth
744,nackt::A,zhveshur,noeth
745,traurig::A,trishtuar,trist
746,lebendig::A,gjallë,yn fyw
747,gut::A,mirë,da
748,schlecht::A,keq,drwg
749,schlecht::A,keq,gwael
750,richtig::A,drejtë,cywir
751,schlimm::A,keq,enbyd
752,wahr::A,vërtetë,gwir
753,alt::A,vjetër,hen
754,neu::A,i ri,newydd
755,ehemalig::A,dikurshëm,blaenorol
756,alt[Lebewesen]::A,plak,oedrannus
757,jung::A,i ri,ifanc
758,arm::A,varfër,tlawd
759,arm::A,vobektë,tlawd
760,reich::A,pasur,cyfoethog
761,bekannt::A,njohur,cynefin
762,bekannt::A,njohur,cyfarwydd
763,berühmt::A,famshëm,enwog
764,fremd::A,huaj,estron
765,verschieden::A,ndryshëm,gwahanol
766,nah::A,afërt,agos
767,fern::A,largët,pell
768,linker::A,majtë,aswy
769,linker::A,majtë,chwith
770,rechter::A,djathtë,de
771,rechter::A,djathtë,deau
772,anderer::A,tjetër,arall
773,erster::A,parë,cyntaf
774,zweiter::A,dytë,ail
775,dritter::A,i tretë,trydydd
776,letzter::A,fundit,olaf
777,allein::ADV,vetëm,unig
778,allein::ADV,vetëm,ar ei ben ei hun
779,auf einmal::ADV,njëkohësisht,ar yr un pryd
780,zusammen::ADV,bashkë,ynghyd
781,zusammen::ADV,bashkë,gyda'i gilydd
782,zusammen::ADV,së bashku,ynghyd
783,zusammen::ADV,së bashku,gyda'i gilydd
784,lange::ADV,për një kohë të gjatë,amser hir
785,plötzlich::ADV,befas,yn sydyn
786,sofort::ADV,menjëherë,ar unwaith
787,sofort::ADV,aty për aty,ar unwaith
788,später::ADV,më vonë,yn ddiweddarach
789,jetzt::ADV,tash,yn awr
790,heute::ADV,sot,heddiw
791,morgen::ADV,nesër,yfory
792,bald::ADV,shpejt,yn fuan
