,Concept_ID,ja,sq
211,Schlinge::N,輪,nyjë
212,Spur::N,跡,gjurmë
213,Asche::N,灰,hi
214,Dreck::N,泥,baltë
215,Eisen::N,鉄,hekur
216,Gold::N,金,ar
217,Gold::N,金,flori
218,Silber::N,銀,argjend
219,Kohle::N,炭,qymyr
220,Glas::N,ガラス,qelq
221,Lehm::N,ローム,argjilë
222,Sand::N,砂,rërë
223,Mensch::N,人,njeri
224,Mann::N,男,burrë
225,Mann::N,男,mashkull
226,Mann::N,男性,burrë
227,Mann::N,男性,mashkull
228,Frau::N,女,grua
229,Frau::N,女,femër
230,Frau::N,女性,grua
231,Frau::N,女性,femër
232,Kind::N,子,kalama
233,Kind::N,子供,kalama
234,Junge::N,男の子,djalë
235,Mädchen::N,女の子,gocë
236,Mädchen::N,女の子,vajzë
237,Familie::N,家族,familje
238,Großvater::N,祖父,gjysh
239,Großvater::N,おじいさん,gjysh
240,Großmutter::N,祖母,gjyshe
241,Großmutter::N,おばあさん,gjyshe
242,Eltern::N,親,prindër
243,Eltern::N,両親,prindër
244,Vater::N,父,atë
245,Vater::N,お父さん,atë
246,Mutter::N,母,nënë
247,Mutter::N,お母さん,nënë
248,Sohn::N,息子,bir
249,Sohn::N,息子さん,bir
250,Tochter::N,娘,bijë
251,Tochter::N,お嬢さん,bijë
252,Bruder::N,弟,vëlla
253,Schwester::N,妹,motër
254,Onkel::N,伯父,dajë
255,Onkel::N,伯父,xhaxha
256,Onkel::N,伯父さん,dajë
257,Onkel::N,伯父さん,xhaxha
258,Tante::N,叔母,teze
259,Tante::N,叔母,hallë
260,Tante::N,叔母さん,teze
261,Tante::N,叔母さん,hallë
262,Ehemann::N,夫,burrë
263,Ehemann::N,夫,bashkëshort
264,Ehemann::N,主人,burrë
265,Ehemann::N,主人,bashkëshort
266,Ehefrau::N,妻,grua
267,Ehefrau::N,妻,bashkëshorte
268,Ehefrau::N,奥さん,grua
269,Ehefrau::N,奥さん,bashkëshorte
270,Freude::N,喜び,gaz
271,Freude::N,喜び,gëzim
272,Gelächter::N,笑い,qeshje
273,Glück::N,幸せ,lumturi
274,Kummer::N,悩み,brengë
275,Kummer::N,悩み,pikëllim
276,Wunsch::N,希望,dëshirë
277,Lust::N,気,epsh
278,Lust::N,気,dashuri
279,Geist::N,精神,frymë
280,Geist::N,精神,shpirt
281,Gedanke::N,考え,ide
282,Gedanke::N,考え,mendim
283,Gedächtnis::N,記憶,kujtesë
284,Verstand::N,理解力,mend
285,Sinn::N,意味,kuptim
286,Grund::N,理由,arsye
287,Wahrheit::N,真実,vërtetë
288,Gespräch::N,会話,bisedim
289,Märchen::N,童話,përrallë
290,Erzählung::N,物語,tregim
291,Nachricht::N,報告,lajm
292,Neuigkeit::N,ニュース,risi
293,Name::N,名前,emër
294,Rätsel::N,謎,gjëzë
295,Rätsel::N,謎,gjëegjëzë
296,Rede::N,演説,fjalim
297,Sprache::N,言語,gjuhë
298,Stimme::N,声,zë
299,Wort::N,言葉,fjalë
300,Zeichen::N,記号,shenjë
301,Ruf::N,呼び声,thirrmë
302,Lärm::N,騒音,zhurmë
303,Laut::N,音,tingull
304,Ton::N,音,ton
305,Lied::N,歌,këngë
306,Ruhe::N,静けさ,qetësi
307,Leute::N,人々,botë
308,Leute::N,人々,njerëz
309,Volk::N,民族,popull
310,Arbeit::N,仕事,punë
311,Gast::N,客,mik
312,Gast::N,客,mysafir
313,Geschenk::N,贈り物,dhuratë
314,Geschenk::N,贈り物,peshqesh
315,Spiel::N,遊び,lojë
316,Gesellschaft::N,社会,shoqëri
317,Hilfe::N,援助,ndihmë
318,Freund::N,友達,mik
319,Kamerad::N,同志,shok
320,Angelegenheit::N,件,punë
321,Anzahl::N,数,sasi
322,Art::N,種類,lloj
323,Stück::N,部分,copë
324,Teil::N,部分,pjesë
325,Hälfte::N,半分,gjysmë
326,Kreis::N,円,qark
327,Kreis::N,円,rreth
328,Kreuz::N,十字,kryq
329,Linie::N,線,vijë
330,Strich::N,線,vizë
331,Abstand::N,距離,distancë
332,Entfernung::N,距離,largim
333,Gegend::N,辺,vise
334,Gegend::N,辺,krahinë
335,Gegend::N,地域,vise
336,Gegend::N,地域,krahinë
337,Platz::N,ゆとり,shesh
338,Ort::N,所,vend
339,Ort::N,場所,vend
340,Seite::N,横,anë
341,Mitte::N,真ん中,mes
342,Gegenstand::N,物件,send
343,Sache::N,物,gjë
344,Sache::N,物,send
345,Rand::N,端,qoshe
346,Kante::N,縁,teh
347,Ecke::N,角,qoshe
348,Spitze::N,先頭,majë
349,Ende::N,端,skaj
350,Ende::N,端,bisht
351,Loch::N,穴,vrimë
352,Winkel::N,片隅,kënd
353,Muster::N,模様,mostër
354,Größe::N,大きさ,madhësi
355,Länge::N,長さ,gjatësi
356,Höhe::N,高さ,lartësi
357,Gewicht::N,重さ,peshë
358,Menge::N,量,sasi
359,Haufen::N,堆積,grumbull
360,Reihe::N,並び,radhë
361,Reihe::N,並び,rresht
362,Boot::N,ボート,barkë
363,Boot::N,ボート,lundër
364,Ruder::N,オール,rrem
365,Schlitten::N,そり,sajë
366,Ski::N,スキー,ski
367,Lagerfeuer::N,篝火,flakadan
368,Lagerfeuer::N,篝火,zjarr i madh
369,Last::N,荷物,barrë
370,Gang::N,歩み,ecje
371,Schritt::N,歩,hap
372,Norden::N,北,veri
373,Süden::N,南,jug
374,Westen::N,西,perëndim
375,Osten::N,東,lindje
376,Holz::N,木,dru
377,Holz::N,木材,dru
378,Brett::N,板,dërrasë
379,Platte::N,盤,pllakë
380,Stütze::N,支柱,shtyllë
381,Stütze::N,支柱,mbështetesë
382,Stange::N,棒,shufër
383,Stock::N,杖,dajak
384,Stab::N,棒,shkop
385,Rohr::N,管,tub
386,Haus::N,家,shtëpi
387,Heim::N,家,konak
388,Heim::N,家,shtëpi
389,Ofen::N,ストーブ,sobë
390,Ofen::N,ストーブ,stufë
391,Fußboden::N,床,dysheme
392,Tisch::N,机,tryezë
393,Stuhl::N,椅子,karrige
394,Wiege::N,揺籃,djep
395,Bett::N,ベッド,shtrat
396,Regal::N,棚,raft
397,Kiste::N,箱,kuti
398,Fenster::N,窓,dritare
399,Tür::N,戸,derë
400,Tür::N,ドア,derë
401,Tor::N,門,portë
402,Zaun::N,垣根,gardh
403,Dach::N,屋根,çati
404,Leiter::N,梯子,shkallë
405,Besen::N,ほうき,fshesë
406,Spaten::N,スコップ,lopatë
407,Schaufel::N,シャベル,qyrek
408,Gabel::N,フォーク,pirun
409,Löffel::N,スプーン,lugë
410,Messer::N,ナイフ,thikë
411,Nagel::N,釘,gozhdë
412,Netz::N,網,rrjetë
413,Haken::N,鉤,grep
414,Haken::N,鉤,grremç
415,Haken::N,フック,grep
416,Haken::N,フック,grremç
417,Griff::N,取っ手,dorak
418,Griff::N,取っ手,dorezë
419,Schloss::N,錠,bravë
420,Bild::N,絵,tablo
421,Bild::N,絵,pikturë
422,Figur::N,像,figurë
423,Puppe::N,人形,kukull
424,Beutel::N,袋,qese
425,Beutel::N,袋,trastë
426,Bündel::N,束,deng
427,Bündel::N,包み,deng
428,Tasche::N,かばん,çantë
429,Eimer::N,バケツ,kovë
430,Deckel::N,蓋,kapak
431,Deckel::N,蓋,mbulesë
432,Geschirr::N,食器,enë
433,Sack::N,袋,thes
434,Sack::N,袋,torbë
435,Tasse::N,カップ,filxhan
436,Topf::N,鍋,kusi
437,Topf::N,鍋,tenxhere
438,Kessel::N,釜,kazan
439,Essen::N,食事,ngrënie
440,Nahrung::N,食物,ushqim
441,Speise::N,料理,gatesë
442,Fleisch::N,肉,mish
443,Getreide::N,麦,drithë
444,Getreide::N,穀物,drithë
445,Brei::N,粥,qull
446,Brot::N,パン,bukë
447,Scheibe::N,枚,fetë
448,Scheibe::N,切れ,fetë
449,Fett::N,脂肪,lyrë
450,Fett::N,脂肪,yndyrë
451,Butter::N,バター,gjalpë
452,Öl::N,油,vaj
453,Salz::N,塩,kripë
454,Suppe::N,スープ,supë
455,Suppe::N,スープ,çorbë
456,Honig::N,蜂蜜,mjaltë
457,Milch::N,牛乳,qumësht
458,Tee::N,茶,çaj
459,Tee::N,お茶,çaj
460,Leder::N,革,lëkurë
461,Wolle::N,毛糸,lesh
462,Stoff::N,布,pëlhurë
463,Nadel::N,針,gjilpërë
464,Faden::N,糸,pe
465,Faden::N,糸,fije
466,Knopf::N,ボタン,kopsë
467,Knoten::N,結び目,komb
468,Farbe::N,ペンキ,bojë
469,Kleidung::N,衣服,veshje
470,Hemd::N,シャツ,këmishë
471,Kragen::N,襟,jakë
472,Ärmel::N,袖,mëngë
473,Hose::N,ズボン,brekë
474,Gürtel::N,帯,rrip
475,Gürtel::N,ベルト,rrip
476,Mütze::N,帽子,kësulë
477,Schuh::N,靴,këpucë
478,Stiefel::N,ブーツ,çizme
479,Ring::N,輪,unazë
480,Band::N,リボン,shirit
481,Kamm::N,櫛,krehër
482,Spiegel::N,鏡,pasqyrë
483,Riemen::N,緒,rrip
484,Schnur::N,紐,litar
485,Schnur::N,紐,cikomë
486,Leine::N,綱,rrip
487,Decke::N,掛け布団,batanije
488,Kissen::N,枕,jastëk
489,Tuch::N,スカーフ,shami
490,Handtuch::N,タオル,peshqir
491,Kraft::N,力,forcë
492,Stärke::N,強さ,koll
493,Gesundheit::N,健康,shëndet
494,Krankheit::N,病気,sëmundje
495,Schmerz::N,痛み,dhimbje
496,Wunde::N,傷,plagë
497,Fieber::N,熱,ethe
498,Arznei::N,薬,ilaç
499,Brücke::N,橋,urë
500,Brunnen::N,井戸,pus
501,Weide::N,牧場,kullotë
502,Pfad::N,小路,ravë
503,Pfad::N,小路,shteg
504,Weg::N,道,udhë
505,Weg::N,道,shteg
506,Straße::N,街道,rrugë
507,Dorf::N,村,fshat
508,Dorf::N,村,katund
509,Stadt::N,町,qytet
510,Stadt::N,都市,qytet
511,Brief::N,手紙,letër
512,Buch::N,本,libër
513,Buchstabe::N,文字,shkronjë
514,Zeitung::N,新聞,gazetë
515,Leben::N,生活,jetë
516,Tod::N,死,mortje
517,Grab::N,墓,varr
518,Kirche::N,教会,kishë
519,Sünde::N,罪,mëkat
520,Sünde::N,罪,gjynah
521,Gott::N,神,hy
522,Gott::N,神,zot
523,Arbeiter::N,労働者,punëtor
524,Chef::N,上司,shef
525,Chef::N,上司,drejtues
526,Meister::N,達人,mjeshtër
527,Meister::N,マイスター,mjeshtër
528,Arzt::N,医者,mjek
529,Arzt::N,医者,doktor
530,Lehrer::N,先生,mësues
531,Lehrer::N,先生,arsimtar
532,Geld::N,金,para
533,Geld::N,金,holla
534,Geschäft::N,取り引き,ujdi
535,Geschäft::N,取り引き,biznes
536,Laden::N,店,dyqan
537,Preis::N,値段,çmim
538,Ware::N,商品,mall
539,Nutzen::N,利益,dobi
540,Nutzen::N,利益,leverdi
541,Reichtum::N,豊かさ,kamje
542,Reichtum::N,豊かさ,pasuri
543,Welt::N,世界,botë
544,Land::N,国,vend
545,Staat::N,国家,shtet
546,König::N,国王,mbret
547,Macht::N,権力,fuqi
548,Macht::N,権力,pushtet
549,Grenze::N,国境,kufi
550,Krieg::N,戦争,luftë
551,Feind::N,敵,armik
552,Gewalt::N,暴力,dhunë
553,Kampf::N,戦い,luftim
554,Bogen[Waffe]::N,弓,hark
555,Pfeil::N,矢,shigjetë
556,Gewehr::N,銃,pushkë
557,Fehler::N,間違い,gafë
558,Fehler::N,間違い,gabim
559,Lüge::N,嘘,gënjeshtër
560,Schaden::N,損害,dëm
561,Schaden::N,損害,zarar
562,Unglück::N,不幸,fatkeqësi
563,Schuld::N,罪,faj
564,Alter::N,年,moshë
565,Alter::N,年齢,moshë
566,Schluss::N,終わり,fund
567,Zeit::N,時,kohë
568,Zeit::N,時間,kohë
569,Tag::N,日,ditë
570,Morgen::N,朝,mëngjes
571,Mittag::N,昼,mesditë
572,Abend::N,晩,mbrëmje
573,Abend::N,夕方,mbrëmje
574,Nacht::N,夜,natë
575,Woche::N,週,javë
576,Monat::N,月,muaj
577,Jahr::N,年,vit
578,Frühling::N,春,pranverë
579,Sommer::N,夏,verë
580,Herbst::N,秋,vjeshtë
581,Winter::N,冬,dimër
582,Januar::N,一月,janar
583,Februar::N,二月,shkurt
584,März::N,三月,mars
585,April::N,四月,prill
586,Mai::N,五月,maj
587,Juni::N,六月,qershor
588,Juli::N,七月,korrik
589,August::N,八月,gusht
590,September::N,九月,shtator
591,Oktober::N,十月,tetor
592,November::N,十一月,nëntor
593,Dezember::N,十二月,dhjetor
594,Montag::N,月曜日,hënë
595,Dienstag::N,火曜日,martë
596,Mittwoch::N,水曜日,mërkurë
597,Donnerstag::N,木曜日,enjte
598,Freitag::N,金曜日,premte
599,Samstag::N,土曜日,shtunë
600,Sonntag::N,日曜日,diel
601,groß::A,大きい,madh
602,klein::A,小さい,vogël
603,lang::A,長い,gjatë
604,kurz::A,短い,shkurtër
605,breit::A,広い,gjerë
606,schmal::A,狭い,ngushtë
607,dicht::A,密な,dendur
608,dick[Gegenstand]::A,厚い,trashë
609,dünn::A,薄い,hollë
610,fein::A,細い,imët
611,fest::A,硬い,fortë
612,flach::A,平らな,sheshtë
613,glatt::A,滑らかな,rrafshët
614,hart::A,堅い,fortë
615,weich::A,柔らかい,butë
616,rund::A,丸い,rrumbullakët
617,spitz::A,尖った,majëmprehtë
618,scharf::A,鋭い,mprehtë
619,stumpf::A,鈍い,topitur
620,schwer::A,重い,rëndë
621,schön::A,綺麗な,bukur
622,heiß::A,熱い,nxehtë
623,warm::A,温かい,ngrohtë
624,kalt::A,寒い,ftohtë
625,kalt::A,冷たい,ftohtë
626,kühl::A,涼しい,freskët
627,frisch::A,ひんやりした,pastër
628,feucht::A,湿った,lagësht
629,nass::A,濡れた,lagur
630,trocken::A,乾いた,thatë
631,voll::A,いっぱいの,plotë
632,leer::A,空の,bosh
633,leer::A,空の,zbrazët
634,offen::A,開いた,hapur
635,geschlossen::A,閉まった,mbyllur
636,sauber::A,清潔な,dëlirë
637,schmutzig::A,汚い,ndyrë
638,roh::A,生の,gjallë
639,reif::A,熟した,arrirë
640,lecker::A,美味しい,shijshëm
641,süß::A,甘い,ëmbël
642,bitter::A,苦い,hidhur
643,sauer::A,酸っぱい,thartë
644,hell::A,明るい,me dritë
645,dunkel::A,暗い,errët
646,schwarz::A,黒い,i zi
647,weiß::A,白い,bardhë
648,rot::A,赤い,kuq
649,gelb::A,黄色い,verdhë
650,blau::A,青い,blu
651,blau::A,青い,kaltër
652,grün::A,緑の,blertë
653,grün::A,緑の,gjelbër
654,grau::A,灰色の,hirtë
655,grau::A,灰色の,bojë hiri
656,bunt::A,色取り取りの,shumëngjyrëshëm
657,billig::A,安い,lirë
658,teuer::A,高い,shtrenjtë
659,wertvoll::A,貴重な,çmuar
660,wertvoll::A,貴重な,vlershëm
661,blind::A,盲目の,qorr
662,blind::A,盲目の,verbër
663,taub::A,耳が聞こえない,shurdhër
664,kräftig::A,強力な,fuqishëm
665,stark::A,強い,fortë
666,schwach::A,弱い,dobët
667,fett::A,太った,dhjamur
668,schlank::A,ほっそりした,hollë
669,hübsch::A,素敵な,bukur
670,hübsch::A,素敵な,hijshëm
671,böse::A,悪い,keq
672,dumm::A,馬鹿な,teveqel
673,faul::A,怠惰な,dembel
674,fleißig::A,勤勉な,zellshëm
675,geizig::A,けちな,kurnac
676,geizig::A,けちな,dorështrënguar
677,klug::A,賢い,mençur
678,klug::A,頭のいい,mençur
679,geschickt::A,器用な,aftë
680,lieb::A,愛らしい,dashur
681,lustig::A,楽しい,gëzuar
682,sanft::A,温和な,butë
683,hungrig::A,空腹の,uritur
684,krank::A,病気の,sëmurë
685,nackt::A,裸の,lakuriq
686,nackt::A,裸の,zhveshur
687,traurig::A,悲しい,trishtuar
688,lebendig::A,生きた,gjallë
689,gut::A,良い,mirë
690,schlecht::A,悪い,keq
691,schlecht::A,駄目な,keq
692,richtig::A,正しい,drejtë
693,schlimm::A,ひどい,keq
694,wahr::A,本当の,vërtetë
695,alt::A,古い,vjetër
696,neu::A,新しい,i ri
697,ehemalig::A,以前の,dikurshëm
698,alt[Lebewesen]::A,年を取った,plak
699,jung::A,若い,i ri
700,arm::A,貧乏な,varfër
701,arm::A,貧乏な,vobektë
702,reich::A,裕福な,pasur
703,bekannt::A,有名な,njohur
704,berühmt::A,有名な,famshëm
705,fremd::A,見知らぬ,huaj
706,verschieden::A,色々な,ndryshëm
707,nah::A,近い,afërt
708,fern::A,遠い,largët
709,linker::A,左の,majtë
710,rechter::A,右の,djathtë
711,anderer::A,別の,tjetër
712,erster::A,一番目,parë
713,zweiter::A,二番目,dytë
714,dritter::A,三番目,i tretë
715,letzter::A,最後の,fundit
716,allein::ADV,一人で,vetëm
717,auf einmal::ADV,同時に,njëkohësisht
718,zusammen::ADV,一緒に,bashkë
719,zusammen::ADV,一緒に,së bashku
720,lange::ADV,長い間,për një kohë të gjatë
721,plötzlich::ADV,急に,befas
722,sofort::ADV,すぐに,menjëherë
723,sofort::ADV,すぐに,aty për aty
724,später::ADV,後で,më vonë
725,jetzt::ADV,今,tash
726,heute::ADV,今日,sot
727,morgen::ADV,明日,nesër
728,bald::ADV,間もなく,shpejt
729,bald::ADV,間もなく,së shpejti
730,dann::ADV,それから,pastaj
731,gestern::ADV,昨日,dje
732,einst::ADV,過去に,dikur
733,damals::ADV,あの時,atëherë
734,danach::ADV,その後で,mandej
735,vorher::ADV,以前に,më parë
736,zuerst::ADV,まず,së pari
737,zuerst::ADV,最初に,së pari
738,einmal::ADV,一回,njëherë
739,manchmal::ADV,時々,nganjëherë
740,oft::ADV,よく,shpesh
741,immer::ADV,いつも,përherë
742,immer::ADV,いつも,gjithnjë
743,niemals::ADV,一度も...ない,kurrë
744,niemals::ADV,一度も...ない,asnjëherë
745,hier::ADV,こちら,këtu
746,hierhin::ADV,ここへ,knej
747,hierhin::ADV,こちらへ,knej
748,von hier::ADV,ここから,që këtej
749,von hier::ADV,ここから,prej këtej
750,dort::ADV,そちら,aty
751,dort::ADV,そちら,atje
752,dorthin::ADV,そこへ,anej
753,dorthin::ADV,そちらへ,anej
754,geradeaus::ADV,真っ直ぐに,drejt
755,vorwärts::ADV,前へ,mbroth
756,vorwärts::ADV,前へ,përpara
757,rückwärts::ADV,後ろへ,mbrapsht
758,zurück::ADV,後ろへ,prapa
759,zurück::ADV,後ろへ,mbrapsht
760,unten::ADV,下に,poshtë
761,hinab::ADV,下へ,përposh
762,oben::ADV,上に,lart
763,oben::ADV,上に,sipër
764,hinauf::ADV,上へ,lart
765,hinauf::ADV,上へ,përpjetë
766,überall::ADV,どこでも,kudo
767,nicht::ADV,ない,s'
768,nicht::ADV,ない,nuk
769,ein wenig::ADV,少し,një tis
770,ein wenig::ADV,ちょっと,një tis
771,kaum::ADV,ほとんど～ない,mezi
772,sehr::ADV,とても,fort
773,sehr::ADV,とても,shumë
774,so::ADV,こう,ashtu
775,so::ADV,こう,kështu
776,noch::ADV,まだ,ende
777,noch::ADV,まだ,akoma
778,nur::ADV,～だけ,vetëm
779,schon::ADV,もう,tashmë
780,wieder::ADV,再び,përsëri
781,vergebens::ADV,無駄に,kot
782,vor::PRP,前に,para
783,hinter::PRP,後ろに,prapa
784,hinter::PRP,後ろに,mbrapa
785,unter::PRP,下に,nën
786,durch::PRP,通して,nëpër
787,neben::PRP,横に,pranë
788,neben::PRP,横に,përbri
789,zwischen::PRP,間に,midis
790,zwischen::PRP,間に,ndërmjet
791,wegen::PRP,為に,për
792,wegen::PRP,せいで,për
793,dies::PRN,これ,ky
794,das::PRN,それ,ky
795,alles::PRN,全部,gjithçka
796,ich::PRN,私,unë
797,du::PRN,あなた,ti
798,er::PRN,彼,ai
799,wir::PRN,私達,ne
800,ihr::PRN,あなた達,ju
801,sie::PRN,彼ら,ata
802,was::FPRN,何,ç'
803,was::FPRN,何,çfarë
804,wer::FPRN,誰,kush
805,wer::FPRN,どなた,kush
806,wo::FADV,どこ,ku
807,wo::FADV,どこに,ku
808,wohin::FADV,どこへ,për ku
809,wie::FADV,どう,si
810,warum::FADV,何故,pse
811,warum::FADV,何故,përse
812,warum::FADV,どうして,pse
813,warum::FADV,どうして,përse
814,wieviel::FNUM,どのくらい,sa
815,eins::NUM,一,një
816,zwei::NUM,二,dy
817,zwei::NUM,二つ,dy
818,drei::NUM,三,tre
819,drei::NUM,三つ,tre
820,vier::NUM,四,katër
821,vier::NUM,四つ,katër
822,fünf::NUM,五,pesë
823,fünf::NUM,五つ,pesë
824,sechs::NUM,六,gjashtë
825,sechs::NUM,六つ,gjashtë
826,sieben::NUM,七,shtatë
827,sieben::NUM,七つ,shtatë
828,acht::NUM,八,tetë
829,acht::NUM,八つ,tetë
830,neun::NUM,九,nëntë
831,neun::NUM,九つ,nëntë
832,zehn::NUM,十,dhjetë
