,Concept_ID,ml,en
210,Eltern::N,മാതാപിതാക്കള്,parents
211,Vater::N,അച്ഛൻ,father
212,Mutter::N,അമ്മ,mother
213,Sohn::N,മകൻ,son
214,Tochter::N,മകൾ,daughter
215,Bruder::N,ചേട്ടൻ,brother
216,Bruder::N,അനിയൻ,brother
217,Schwester::N,ചേച്ചി,sister
218,Schwester::N,അനിയത്തി,sister
219,Onkel::N,അമ്മാവൻ,uncle
220,Tante::N,മാമി,aunt
221,Ehemann::N,ഭർത്താവ്,husband
222,Ehefrau::N,ഭാര്യ,wife
223,Freude::N,ആഹ്ലാദം,joy
224,Gelächter::N,ചിരിയുടെ ശബ്ദം,laughter
225,Glück::N,സന്തോഷം,happiness
226,Glück::N,സന്തുഷ്ടി,happiness
227,Kummer::N,ശോകം,grief
228,Wunsch::N,ആഗ്രഹം,wish
229,Lust::N,ആഗ്രഹം,desire
230,Geist::N,ചുറുചുറുക്ക്,spirit
231,Gedanke::N,ചിന്ത,thought
232,Gedächtnis::N,ഓർമ്മശക്തി,memory
233,Verstand::N,മനസ്സ്,mind
234,Sinn::N,അർത്ഥം,meaning
235,Grund::N,കാരണം,reason
236,Wahrheit::N,സത്യം,truth
237,Gespräch::N,സല്ലാപം,talk
238,Märchen::N,യക്ഷിക്കഥ,fairy tale
239,Erzählung::N,കഥ,story
240,Nachricht::N,സന്ദേശം,message
241,Neuigkeit::N,വാർത്ത,news
242,Name::N,പേര്,name
243,Rätsel::N,പ്രഹേളിക,puzzle
244,Rede::N,സംസാരം,speech
245,Sprache::N,ഭാഷ,language
246,Stimme::N,സ്വരം,voice
247,Wort::N,വാക്ക്,word
248,Zeichen::N,സംജ്ഞ,sign
249,Ruf::N,വിളി,call
250,Lärm::N,ആരവം,noise
251,Laut::N,ശബ്ദം,sound
252,Ton::N,സ്വരഭേദം,tone
253,Lied::N,പാട്ട്,song
254,Ruhe::N,നിശ്ചലത,calm
255,Leute::N,ജനങ്ങൾ,people
256,Volk::N,രാഷ്ടം,nation
257,Arbeit::N,ജോലി,work
258,Gast::N,അതിലി,guest
259,Geschenk::N,സമ്മാനം,gift
260,Spiel::N,കളി,game
261,Gesellschaft::N,കൂട്ടായ്മ,company
262,Hilfe::N,സഹായം,help
263,Freund::N,സുഹൃത്ത്,friend
264,Kamerad::N,കൂട്ടാളി,companion
265,Angelegenheit::N,കാര്യം,matter
266,Anzahl::N,എണ്ണം,count
267,Art::N,തരം,sort
268,Stück::N,കഷണം,piece
269,Teil::N,ഭാഗം,part
270,Hälfte::N,പകുതി,half
271,Kreis::N,വൃത്തം,circle
272,Kreuz::N,കുരിശടയാളം,cross
273,Linie::N,വര,line
274,Linie::N,രേഖ,line
275,Strich::N,പക്ഷാഘാതം,stroke
276,Abstand::N,വിടവ്,gap
277,Entfernung::N,അകലം,distance
278,Gegend::N,പ്രദേശം,area
279,Platz::N,ഇടം,space
280,Ort::N,സ്ഥലം,place
281,Seite::N,വശം,side
282,Mitte::N,മധ്യസ്ഥാനം,middle
283,Gegenstand::N,സാധനം,item
284,Sache::N,വസ്തു,thing
285,Rand::N,തൊങ്ങൽ,fringe
286,Kante::N,അറ്റം,edge
287,Ecke::N,മൂല,corner
288,Spitze::N,അഗ്രം,tip
289,Ende::N,അവസാനം,end
290,Loch::N,ദ്വാരം,hole
291,Winkel::N,കോൺ,angle
292,Muster::N,ക്രമം,pattern
293,Größe::N,വലുപ്പം,size
294,Länge::N,നീളം,length
295,Höhe::N,ഉയരം,height
296,Gewicht::N,കട്ടി,weight
297,Menge::N,അളവ്,amount
298,Haufen::N,കൂമ്പാരം,heap
299,Reihe::N,വരി,row
300,Boot::N,ബോട്ട്,boat
301,Ruder::N,പങ്കായം,oar
302,Schlitten::N,ഉരുളില്ലാവണ്ടി,sleigh
303,Ski::N,ഹിമപാദുകം,ski
304,Lagerfeuer::N,തീ,campfire
305,Last::N,ഭാരം,load
306,Gang::N,നടത്തം,walk
307,Schritt::N,ചുവട്,step
308,Norden::N,വടക്ക്,north
309,Süden::N,തെക്ക്,south
310,Westen::N,പടിഞ്ഞാറ്,west
311,Osten::N,കിഴക്ക്,east
312,Holz::N,തടി,wood
313,Brett::N,ബോർഡ്,board
314,Platte::N,തകിട്,slab
315,Stütze::N,താങ്ങ്,bracket
316,Stange::N,കമ്പ്,pole
317,Stock::N,വടി,stick
318,Stab::N,കുറുവടി,staff
319,Rohr::N,കുഴൽ,pipe
320,Haus::N,വീട്,house
321,Heim::N,വീട്,home
322,Ofen::N,സ്റ്റൌ,stove
323,Fußboden::N,തറ,floor
324,Tisch::N,മേശ,table
325,Stuhl::N,കസേര,chair
326,Wiege::N,തൊട്ടിൽ,cradle
327,Bett::N,കിടക്ക,bed
328,Regal::N,ഷെൽഫ്,shelf
329,Kiste::N,പെട്ടി,box
330,Fenster::N,ജനൽ,window
331,Tür::N,വാതിൽ,door
332,Tor::N,കവാടം,gate
333,Zaun::N,വേലി,fence
334,Dach::N,മേൽക്കുര,roof
335,Leiter::N,ഏണി,ladder
336,Besen::N,ചൂല്,broom
337,Spaten::N,തൂമ്പ,spade
338,Schaufel::N,തൂമ്പ,shovel
339,Gabel::N,മുൾക്കത്തി,fork
340,Löffel::N,സ്പൂൺ,spoon
341,Messer::N,കത്തി,knife
342,Nagel::N,ആണി,nail
343,Netz::N,വല,net
344,Haken::N,കൊളുത്ത്,hook
345,Griff::N,കൈപ്പിടി,handle
346,Schloss::N,പൂട്ട്,lock
347,Bild::N,ചിത്രം,picture
348,Figur::N,കണക്ക്,figure
349,Puppe::N,പാവ,doll
350,Beutel::N,ബാഗ്,pouch
351,Bündel::N,കെട്ട്,bundle
352,Tasche::N,ബാഗ്,bag
353,Eimer::N,ബക്കറ്റ്,bucket
354,Deckel::N,ഉറ,cover
355,Geschirr::N,പിഞ്ഞാണം,dishes
356,Sack::N,ചാക്ക്,sack
357,Tasse::N,കപ്പ്,cup
358,Topf::N,പാത്രം,pot
359,Kessel::N,കെറ്റ്ല്,kettle
360,Essen::N,ആഹാരസമയം,meal
361,Nahrung::N,ഭക്ഷണം,food
362,Speise::N,ഡിഷ്,dish
363,Fleisch::N,മാംസം,meat
364,Getreide::N,ചോളം,corn
365,Brei::N,കഞ്ഞി,mush
366,Brot::N,റോട്ടി,bread
367,Scheibe::N,തുണ്ട്,slice
368,Fett::N,കൊഴുപ്പ്,fat
369,Butter::N,വെണ്ണ,butter
370,Öl::N,എണ്ണ,oil
371,Salz::N,ഉപ്പ്,salt
372,Suppe::N,സൂപ്പ്,soup
373,Honig::N,തേൻ,honey
374,Milch::N,പാൽ,milk
375,Tee::N,ചായ,tea
376,Leder::N,തുകൽ,leather
377,Wolle::N,കമ്പിളി,wool
378,Stoff::N,തുണി,cloth
379,Nadel::N,സൂചി,needle
380,Faden::N,നൂല്,thread
381,Knopf::N,ബട്ടൺ,button
382,Knoten::N,കുരുക്ക്,knot
383,Farbe::N,പെയിൻറ്,paint
384,Kleidung::N,വസ്ത്രങ്ങൾ,clothes
385,Hemd::N,ഷർട്ട്,shirt
386,Kragen::N,കുപ്പായക്കഴുത്ത്,collar
387,Ärmel::N,കുപ്പായക്കൈ,sleeve
388,Hose::N,ട്രൌസർ,trousers
389,Gürtel::N,ബെൽറ്റ്,belt
390,Mütze::N,തൊപ്പി,cap
391,Schuh::N,ഷൂ,shoe
392,Stiefel::N,ബൂട്ട്,boot
393,Ring::N,മോതിരം,ring
394,Band::N,റിബൺ,ribbon
395,Kamm::N,ചീപ്പ്,comb
396,Spiegel::N,കണ്ണാടി,mirror
397,Riemen::N,സ്ട്രാപ്പ്,strap
398,Schnur::N,ചരട്,string
399,Leine::N,കെട്ടാനുള്ള തോൽവാർ,leash
400,Decke::N,പുതപ്പ്,blanket
401,Kissen::N,തലയിണ,pillow
402,Tuch::N,സ്കാർഫ്,scarf
403,Handtuch::N,തോർത്ത്,towel
404,Kraft::N,ശക്തി,force
405,Stärke::N,ശക്തി,strength
406,Gesundheit::N,ആരോഗ്യം,health
407,Krankheit::N,അസുഖം,illness
408,Schmerz::N,വേദന,pain
409,Wunde::N,മുറിവ്,wound
410,Fieber::N,പനി,fever
411,Arznei::N,മരുന്ന്,medicine
412,Brücke::N,പാലം,bridge
413,Brunnen::N,കിണർ,well
414,Weide::N,മേച്ചൽ,pasture
415,Pfad::N,വഴി,path
416,Weg::N,വഴി,way
417,Straße::N,റോഡ്,road
418,Dorf::N,ഗ്രാമം,village
419,Stadt::N,നഗരം,town
420,Brief::N,കത്ത്,letter
421,Buch::N,പുസ്തകം,book
422,Buchstabe::N,അക്ഷരം,character
423,Zeitung::N,വർത്തമാനപത്രം,newspaper
424,Leben::N,ജീവൻ,life
425,Tod::N,മരണം,death
426,Grab::N,ശവക്കുഴി,grave
427,Kirche::N,പള്ളി,church
428,Sünde::N,പാപം,sin
429,Gott::N,ദൈവം,god
430,Arbeiter::N,ജോലിക്കാരൻ,worker
431,Chef::N,മേധാവി,boss
432,Meister::N,യജമാനൻ,master
433,Arzt::N,ഡോക്ടർ,doctor
434,Lehrer::N,അധ്യാപകൻ,teacher
435,Geld::N,പണം,money
436,Geschäft::N,ബിസിനസ്,business
437,Laden::N,കട,shop
438,Preis::N,വില,price
439,Ware::N,ചരക്ക്,ware
440,Nutzen::N,ലാഭം,profit
441,Reichtum::N,ധനം,wealth
442,Welt::N,ലോകം,world
443,Land::N,രാജ്യം,country
444,Staat::N,രാജ്യം,state
445,König::N,രാജാവ്,king
446,Macht::N,അധികാരം,power
447,Grenze::N,അതിർത്തി,border
448,Krieg::N,യുദ്ധം,war
449,Feind::N,ശത്രു,enemy
450,Gewalt::N,അക്രമം,violence
451,Kampf::N,പോരാട്ടം,fight
452,Bogen[Waffe]::N,വില്ല്,bow
453,Pfeil::N,അമ്പ്,arrow
454,Gewehr::N,തോക്ക്,gun
455,Fehler::N,പിശക്,mistake
456,Lüge::N,കള്ളം,lie
457,Schaden::N,കേടുപാട്,damage
458,Unglück::N,ദൌർഭാഗ്യം,misfortune
459,Schuld::N,തെറ്റ്,fault
460,Alter::N,വയസ്സ്,age
461,Schluss::N,നിഗമനം,conclusion
462,Zeit::N,സമയം,time
463,Tag::N,ദിവസം,day
464,Morgen::N,പ്രഭാതം,morning
465,Mittag::N,ഉച്ച,noon
466,Abend::N,സായാഹ്നം,evening
467,Nacht::N,രാത്രി,night
468,Woche::N,ആഴ്ച,week
469,Monat::N,മാസം,month
470,Jahr::N,വർഷം,year
471,Frühling::N,വസന്തം,spring
472,Sommer::N,വേനൽ,summer
473,Herbst::N,ശരത്കാലം,autumn
474,Winter::N,ശൈത്യം,winter
475,Januar::N,ജനുവരി,January
476,Februar::N,ഫെബ്രുവരി,February
477,März::N,മാർച്ച്,March
478,April::N,ഏപ്രിൾ മാസം,April
479,Mai::N,മെയ് മാസം,May
480,Juni::N,ജൂൺ,June
481,Juli::N,ജൂലൈ,July
482,August::N,ആഗസ്റ്റ്,August
483,September::N,സെപ്തംബർ,September
484,Oktober::N,ഒക്ടോബർ,October
485,November::N,നവംബർ,November
486,Dezember::N,ഡിസംബർ,December
487,Montag::N,തിങ്കളാഴ്ച,Monday
488,Dienstag::N,ചൊവ്വ,Tuesday
489,Mittwoch::N,ബുധനാഴ്ച,Wednesday
490,Donnerstag::N,വ്യാഴാഴ്ച,Thursday
491,Freitag::N,വെള്ളിയാഴ്ച,Friday
492,Samstag::N,ശനിയാഴ്ച,Saturday
493,Sonntag::N,ഞായറാഴ്ച,Sunday
494,groß::A,വലിയ,big
495,klein::A,ചെറിയ,little
496,lang::A,നീണ്ട,long
497,kurz::A,ഹ്രസ്വമായ,short
498,breit::A,വിശാലമായ,wide
499,schmal::A,ഇടുങ്ങിയ,narrow
500,dicht::A,നിബിഡമായ,dense
501,dick[Gegenstand]::A,തടിച്ച,thick
502,dünn::A,മെലിഞ്ഞ,thin
503,fein::A,നേർത്ത,delicate
504,fest::A,ഉറപ്പുള്ള,firm
505,flach::A,പരന്ന,flat
506,glatt::A,മിനുസമുള്ള,smooth
507,hart::A,കട്ടിയുള്ള,hard
508,weich::A,മൃദുവായ,soft
509,rund::A,വട്ടത്തിലുള്ള,round
510,spitz::A,മുനയുള്ള,pointed
511,scharf::A,മൂർച്ചയുള്ള,sharp
512,stumpf::A,തുറന്നടിക്കുന്ന,blunt
513,schwer::A,ഭാരമുള്ള,heavy
514,schön::A,മനോഹരമായ,beautiful
515,heiß::A,ചൂടുള്ള,hot
516,warm::A,ചൂടുള്ള,warm
517,kalt::A,തണുത്ത,cold
518,kühl::A,തണുപ്പുള്ള,cool
519,frisch::A,ശുദ്ധമായ,fresh
520,feucht::A,ഈറനുള്ള,damp
521,nass::A,നനഞ്ഞ,wet
522,trocken::A,വരണ്ട,dry
523,voll::A,നിറയെ,full
524,leer::A,ഒഴിഞ്ഞ,empty
525,offen::A,തുറന്ന,open
526,geschlossen::A,അടച്ച,closed
527,sauber::A,വൃത്തിയുള്ള,clean
528,schmutzig::A,അഴുക്കുനിറഞ്ഞ,dirty
529,roh::A,അസംസ്കൃതമായ,raw
530,reif::A,പഴുത്ത,ripe
531,lecker::A,രുചികരമായ,delicious
532,süß::A,മധുരമുള്ള,sweet
533,bitter::A,കടുത്ത,bitter
534,sauer::A,പുളിപ്പുള്ള,sour
535,hell::A,ജ്വലിക്കുന്ന,bright
536,dunkel::A,ഇരുണ്ട,dark
537,schwarz::A,കറുത്ത,black
538,weiß::A,വെളുത്ത,white
539,rot::A,ചുവന്ന,red
540,gelb::A,മഞ്ഞനിറമായ,yellow
541,blau::A,നീലനിറമുള്ള,blue
542,grün::A,പച്ചനിറമുള്ള,green
543,grau::A,ചാരനിറത്തിലുള്ള,grey
544,bunt::A,വർണ്ണശബളമായ,colourful
545,bunt::A,വർണ്ണശബളമായ,colorful
546,billig::A,വിലകുറഞ്ഞ,cheap
547,teuer::A,ചെലവേറിയ,dear
548,wertvoll::A,വിലപിടിപ്പുള്ള,precious
549,blind::A,അന്ധനായ,blind
550,taub::A,കേൾവിക്കുറവുള്ള,deaf
551,kräftig::A,ശക്തിയുള്ള,powerful
552,stark::A,ബലമുള്ള,strong
553,schwach::A,ക്ഷീണിച്ച,weak
554,fett::A,കൊഴുപ്പുള്ള,fat
555,schlank::A,മെലിഞ്ഞ,slim
556,hübsch::A,മനോഹരമായ,pretty
557,böse::A,പാപിയായ,evil
558,dumm::A,വിവരംകെട്ട,stupid
559,faul::A,അലസനായ,lazy
560,fleißig::A,അദ്ധ്വാനശീലമുള്ള,diligent
561,geizig::A,പിശുക്കനായ,stingy
562,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,clever
563,geschickt::A,പ്രതിഭാശാലി,skilful
564,geschickt::A,പ്രതിഭാശാലി,skillful
565,lieb::A,പ്രിയപ്പെട്ട,dear
566,lustig::A,ആനന്ദകരമായ,merry
567,sanft::A,സൌമ്യമായ,gentle
568,hungrig::A,വിശപ്പുള്ള,hungry
569,krank::A,അസുഖമുള്ള,sick
570,nackt::A,നഡമായ,naked
571,traurig::A,വിഷമമുള്ള,sad
572,lebendig::A,ഉപജീവനം,living
573,gut::A,നല്ല,good
574,schlecht::A,മോശമായ,bad
575,richtig::A,ശരിയായ,correct
576,schlimm::A,വൃത്തികെട്ട,nasty
577,wahr::A,ശരിയായ,true
578,alt::A,പഴയ,old
579,neu::A,പുതിയ,new
580,ehemalig::A,മുൻ,former
581,alt[Lebewesen]::A,വയസ്സുള്ള,aged
582,jung::A,കൌമാരമായ,young
583,arm::A,പാവപ്പെട്ട,poor
584,reich::A,സമ്പന്നമായ,rich
585,bekannt::A,പരിചിതമായ,familiar
586,berühmt::A,പ്രശസ്തനായ,famous
587,fremd::A,വൈദേശികമായ,foreign
588,verschieden::A,വ്യത്യസ്തമായ,different
589,nah::A,അരികത്തുള്ള,near
590,fern::A,അകലെയുള്ള,far
591,linker::A,അവശേഷിച്ച,left
592,rechter::A,വലത്തേ,right
593,anderer::A,മറ്റുള്ള,other
594,erster::A,ആദ്യത്തെ,first
595,zweiter::A,രണ്ടാം,second
596,dritter::A,മൂന്നാമത്,third
597,letzter::A,അവസാനത്തെ,last
598,allein::ADV,തനിച്ചുള്ള,alone
599,auf einmal::ADV,ഉടന്,at once
600,zusammen::ADV,ഒരുമിച്ച,together
601,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,long
602,plötzlich::ADV,പെട്ടെന്ന്,suddenly
603,sofort::ADV,തത്ക്ഷണം,instantly
604,später::ADV,പിന്നീട്,later
605,jetzt::ADV,ഇപ്പോൾ,now
606,heute::ADV,ഇന്ന്,today
607,morgen::ADV,നാളെ,tomorrow
608,bald::ADV,ഉടനെ,soon
609,dann::ADV,അപ്പോൾ,then
610,gestern::ADV,ഇന്നലെ,yesterday
611,einst::ADV,പണ്ടൊരിക്കല്,once
612,damals::ADV,അപ്പോൾ,at that time
613,danach::ADV,പിന്നീട്,afterwards
614,vorher::ADV,മുൻപ്,before
615,zuerst::ADV,ആദ്യം,at first
616,einmal::ADV,ഒരിക്കൽ,once
617,manchmal::ADV,ചിലപ്പോൾ,sometimes
618,oft::ADV,പലപ്പോഴും,often
619,immer::ADV,എപ്പോഴും,always
620,niemals::ADV,ഒരിക്കലും,never
621,hier::ADV,ഇവിടെ,here
622,hierhin::ADV,ഇവിടേക്ക്,hither
623,hierhin::ADV,ഇവിടേക്ക്,to here
624,hierhin::ADV,ഇവിടേക്ക്,here
625,von hier::ADV,ഇവിടെനിന്ന്,hence
626,dort::ADV,അവിടെ,there
627,dorthin::ADV,അവിടേക്ക്,thither
628,dorthin::ADV,അവിടേക്ക്,there
629,dorthin::ADV,അവിടേക്ക്,to there
630,geradeaus::ADV,മുമ്പിൽ,ahead
631,geradeaus::ADV,മുമന്നോട്ട്,ahead
632,vorwärts::ADV,മുന്നോട്ട്,forward
633,rückwärts::ADV,തലതിരിച്ച്,backward
634,zurück::ADV,പുറകിലേക്ക്,back
635,unten::ADV,താഴെ,below
636,hinab::ADV,താഴേക്ക്,down
637,oben::ADV,മുകളിൽ,above
638,hinauf::ADV,മുകളിൽ,up
639,überall::ADV,എല്ലായിടത്തും,everywhere
640,nicht::ADV,ഇല്ല,not
641,ein wenig::ADV,കുറച്ച്,a little
642,kaum::ADV,കഷ്ടിച്ച്,hardly
643,sehr::ADV,വളരെ,very
644,so::ADV,അങ്ങനെ,so
645,noch::ADV,ഇപ്പോഴും,still
646,nur::ADV,മാത്രം,only
647,schon::ADV,നേരത്തേ തന്നെ,already
648,wieder::ADV,വീണ്ടും,again
649,vergebens::ADV,വിഫല,in vain
650,vor::PRP,മുമ്പിൽ,in front of
651,hinter::PRP,പുറകിൽ,behind
652,unter::PRP,കീഴിൽ,under
653,durch::PRP,ഉള്ളിലൂടെ,through
654,neben::PRP,അടുത്ത്,next to
655,zwischen::PRP,ഇടയ്ക്ക്,between
656,wegen::PRP,നിമിത്തം,because of
657,dies::PRN,ഇത്,this
658,das::PRN,അത്,that
659,alles::PRN,എല്ലാം,everything
660,ich::PRN,ഞാൻ,I
661,du::PRN,നിങ്ങൾ,you
662,du::PRN,നിങ്ങൾ,thou
663,er::PRN,അദ്ദേഹം,he
664,er::PRN,അയാൾ,he
665,er::PRN,അവൻ,he
