,Concept_ID,fi,ka
86,Funke::N,kipinä,ნაკვესი
87,Feuer::N,tuli,ცეცხლი
88,Licht::N,valo,შუქი
89,Licht::N,valo,სინათლე
90,Schatten::N,varjo,ლანდი
91,Schatten::N,varjo,ჩრდილი
92,Wetter::N,sää,ამინდი
93,Nebel::N,sumu,ნისლი
94,Wolke::N,pilvi,ღრუბელი
95,Regen::N,sade,წვიმა
96,Schnee::N,lumi,თოვლი
97,Eis::N,jää,თოში
98,Eis::N,jää,ყინული
99,Frost::N,halla,ყინვა
100,Frost::N,pakkanen,ყინვა
101,Kälte::N,vilu,სიცივე
102,Kälte::N,kylmyys,სიცივე
103,Hitze::N,helle,სიცხე
104,Hitze::N,kuumuus,სიცხე
105,Raureif::N,huurre,ჭირხლი
106,Raureif::N,huurre,თრთვილი
107,Regenbogen::N,sateenkaari,ცისარტყელა
108,Donner::N,jyrinä,ქუხილი
109,Strömung::N,virtaus,დინება
110,Tropfen::N,tippa,წვეთი
111,Tropfen::N,pisara,წვეთი
112,Schaum::N,vaahto,ქაფი
113,Schaum::N,vaahto,დორბლი
114,Schmutz::N,loka,ჭუჭყი
115,Schmutz::N,loka,ტალახი
116,See::N,järvi,ტბა
117,Sumpf::N,suo,ჭაობი
118,Moor::N,räme,ტორფნარი
119,Wiese::N,niitty,ველი
120,Wiese::N,niitty,მდელო
121,Wald::N,metsä,ტყე
122,Hügel::N,mäki,ბორცვი
123,Hügel::N,kumpu,ბორცვი
124,Hügel::N,kukkula,ბორცვი
125,Anhöhe::N,mäki,მაღლობი
126,Anhöhe::N,kumpare,მაღლობი
127,Berg::N,mäki,მთა
128,Berg::N,vuori,მთა
129,Gipfel::N,laki,მწვერვალი
130,Gipfel::N,huippu,მწვერვალი
131,Höhle::N,luola,მღვიმე
132,Höhle::N,luola,გამოქვებული
133,Abhang::N,rinne,ფერდობი
134,Quelle::N,lähde,წყარო
135,Quelle::N,lähde,სათავე
136,Bach::N,puro,რუ
137,Bach::N,puro,ნაკადული
138,Fluss::N,joki,მდინარე
139,Ufer::N,ranta,კიდე
140,Ufer::N,ranta,ნაპირი
141,Küste::N,rannikko,ნაპირი
142,Festland::N,manner,ხმელეთი
143,Meer::N,meri,ზღვა
144,Bucht::N,lahti,ყურე
145,Insel::N,saari,კუნძული
146,Blume::N,kukka,ყვავილი
147,Gras::N,ruoho,ბალახი
148,Wurzel::N,juuri,ძირი
149,Wurzel::N,juuri,ფესვი
150,Baum::N,puu,ხე
151,Stamm::N,runko,ტანი
152,Rinde::N,kuori,ქერქი
153,Rinde::N,parkki,ქერქი
154,Ast::N,oksa,ტოტი
155,Zweig::N,haara,შტო
156,Blatt::N,lehti,ფოთოლი
157,Birke::N,koivu,არყი
158,Kiefer[Baum]::N,mänty,ფიჭვი
159,Kiefer[Baum]::N,petäjä,ფიჭვი
160,Weide[Baum]::N,paju,ტირიფი
161,Tanne::N,kuusi,ნაძვი
162,Horn::N,sarvi,რქა
163,Feder::N,sulka,ფრთა
164,Feder::N,höyhen,ფრთა
165,Fell::N,talja,ტყავი
166,Flügel::N,siipi,ფრთა
167,Klaue::N,kynsi,კლანჭი
168,Kralle::N,kynsi,ტორი
169,Schwanz::N,häntä,კუდი
170,Schwanz::N,pyrstö,კუდი
171,Ei::N,muna,კვერცხი
172,Nest::N,pesä,ბუდე
173,Bau::N,pesä,სორო
174,Tier::N,eläin,ნადირი
175,Tier::N,eläin,ცხოველი
176,Herde::N,lauma,ფარა
177,Kuh::N,lehmä,ფური
178,Kuh::N,lehmä,ძროხა
179,Bulle::N,sonni,ხარი
180,Pferd::N,hevonen,რაში
181,Pferd::N,hevonen,ცხენი
182,Schaf::N,lammas,ცხვარი
183,Schwein::N,sika,ღორი
184,Hund::N,koira,ძაღლი
185,Katze::N,kissa,კატა
186,Bär::N,karhu,დათვი
187,Eichhörnchen::N,orava,ციყვი
188,Elch::N,hirvi,ცხენ-ირემი
189,Fuchs::N,kettu,მელა
190,Hase::N,jänis,კურდღელი
191,Maus::N,hiiri,თაგვი
192,Wolf::N,susi,მგელი
193,Vogel::N,lintu,ჩიტი
194,Vogel::N,lintu,ფრინველი
195,Schwarm::N,parvi,გუნდი
196,Huhn::N,kana,დედალი
197,Hahn::N,kukko,მამალი
198,Gans::N,hanhi,ბატი
199,Adler::N,kotka,არწივი
200,Ente::N,ankka,იხვი
201,Eule::N,pöllö,ბუ
202,Kranich::N,kurki,წერო
203,Krähe::N,varis,ყვავი
204,Kuckuck::N,käki,გუგული
205,Schwan::N,joutsen,გედი
206,Fisch::N,kala,თევზი
207,Barsch::N,ahven,ქორჭილა
208,Hecht::N,hauki,ქარიყლაპია
209,Schlange[Tier]::N,käärme,გველი
210,Wurm::N,mato,ჭია
211,Spinne::N,hämähäkki,ობობა
212,Ameise::N,muurahainen,ჭიანჭველა
213,Laus::N,täi,ტილი
214,Laus::N,täi,მკბენარი
215,Mücke::N,sääski,კოღო
216,Mücke::N,hyttynen,კოღო
217,Fliege::N,kärpänen,ბუზი
218,Schmetterling::N,perhonen,პეპელა
219,Beere::N,marja,კენკრა
220,Apfel::N,omena,ვაშლი
221,Pilz::N,sieni,სოკო
222,Zwiebel::N,sipuli,ხახვი
223,Saat::N,siemenet,თესლი
224,Korn::N,jyvä,მარცვალი
225,Korn::N,vilja,მარცვალი
226,Heu::N,heinä,თივა
227,Schale::N,kuori,ჩენჩო
228,Grube::N,kuoppa,ორმო
229,Falle::N,loukku,ხაფანგი
230,Schlinge::N,ansa,მახე
231,Spur::N,jälki,კვალი
232,Asche::N,tuhka,ფერფლი
233,Dreck::N,lika,ტალახი
234,Dreck::N,lika,სიბინძურე
235,Eisen::N,rauta,რკინა
236,Gold::N,kulta,ოქრო
237,Silber::N,hopea,ვერცხლი
238,Kohle::N,hiili,ნახშირი
239,Glas::N,lasi,მინა
240,Lehm::N,savi,თიხა
241,Sand::N,hiekka,ქვიშა
242,Mensch::N,ihminen,ადამიანი
243,Mann::N,mies,კაცი
244,Frau::N,nainen,ქალი
245,Kind::N,lapsi,ბავშვი
246,Junge::N,poika,ვაჟი
247,Mädchen::N,tyttö,გოგო
248,Familie::N,perhe,ოჯახი
249,Großvater::N,isoisä,პაპა
250,Großvater::N,isoisä,ბაბუა
251,Großmutter::N,isoäiti,ბებია
252,Großmutter::N,isoäiti,დიდედა
253,Eltern::N,vanhemmat,მშობლები
254,Vater::N,isä,მამა
255,Mutter::N,äiti,დედა
256,Sohn::N,poika,ვაჟიშვილი
257,Tochter::N,tytär,ქალიშვილი
258,Bruder::N,veli,ძმა
259,Schwester::N,sisko,და
260,Onkel::N,eno,ბიძა
261,Onkel::N,setä,ბიძა
262,Tante::N,täti,დეიდა
263,Tante::N,täti,მამიდა
264,Ehemann::N,mies,ქმარი
265,Ehemann::N,aviomies,ქმარი
266,Ehefrau::N,vaimo,ცოლი
267,Ehefrau::N,aviovaimo,ცოლი
268,Freude::N,ilo,სიხარული
269,Freude::N,riemu,სიხარული
270,Gelächter::N,nauru,სიცილი
271,Glück::N,onni,ბედნიერება
272,Kummer::N,suru,მწუხარება
273,Kummer::N,murhe,მწუხარება
274,Wunsch::N,toive,წადილი
275,Wunsch::N,toive,სურვილი
276,Wunsch::N,toivomus,წადილი
277,Wunsch::N,toivomus,სურვილი
278,Lust::N,himo,წადილი
279,Geist::N,henki,სული
280,Gedanke::N,aate,ფიქრი
281,Gedanke::N,ajatus,ფიქრი
282,Gedächtnis::N,muisti,მეხსიერება
283,Verstand::N,äly,ჭკუა
284,Verstand::N,äly,გონება
285,Verstand::N,järki,ჭკუა
286,Verstand::N,järki,გონება
287,Verstand::N,ymmärrys,ჭკუა
288,Verstand::N,ymmärrys,გონება
289,Sinn::N,merkitys,მნიშვნელობა
290,Grund::N,syy,მიზეზი
291,Grund::N,peruste,მიზეზი
292,Wahrheit::N,tosi,სიმართლე
293,Wahrheit::N,tosi,ჭეშმარიტება
294,Wahrheit::N,totuus,სიმართლე
295,Wahrheit::N,totuus,ჭეშმარიტება
296,Gespräch::N,puhelu,ბაასი
297,Gespräch::N,puhelu,საუბარი
298,Gespräch::N,keskustelu,ბაასი
299,Gespräch::N,keskustelu,საუბარი
300,Märchen::N,satu,არაკი
301,Märchen::N,satu,ზღაპარი
302,Erzählung::N,tarina,თქმულება
303,Erzählung::N,kertomus,თქმულება
304,Nachricht::N,tieto,ცნობა
305,Nachricht::N,tieto,ამბავი
306,Nachricht::N,ilmoitus,ცნობა
307,Nachricht::N,ilmoitus,ამბავი
308,Neuigkeit::N,uutinen,სიახლე
309,Name::N,nimi,სახელი
310,Rätsel::N,arvoitus,გამოცანა
311,Rede::N,puhe,სიტყვა
312,Sprache::N,kieli,ენა
313,Stimme::N,ääni,ხმა
314,Wort::N,sana,სიტყვა
315,Zeichen::N,merkki,ნიშანი
316,Ruf::N,kutsu,ძახილი
317,Lärm::N,melu,ხმაური
318,Lärm::N,hälinä,ხმაური
319,Laut::N,ääni,ხმა
320,Laut::N,ääni,ბგერა
321,Ton::N,sävel,ტონი
322,Lied::N,laulu,სიმღერა
323,Ruhe::N,lepo,სიწყნარე
324,Ruhe::N,rauha,სიწყნარე
325,Leute::N,väki,ადამიანები
326,Leute::N,ihmiset,ადამიანები
327,Volk::N,kansa,ერი
328,Volk::N,kansa,ხალხი
329,Arbeit::N,työ,მუშაობა
330,Gast::N,vieras,სტუმარი
331,Geschenk::N,lahja,საჩუქარი
332,Spiel::N,peli,თამაში
333,Spiel::N,leikki,თამაში
334,Gesellschaft::N,seura,საზოგადოება
335,Hilfe::N,apu,შველა
336,Hilfe::N,apu,დახმარება
337,Freund::N,ystävä,მეგობარი
338,Kamerad::N,toveri,ამხანაგი
339,Angelegenheit::N,asia,საქმე
340,Anzahl::N,lukumäärä,ოდენობა
341,Art::N,laji,სახეობა
342,Stück::N,pala,ნატეხი
343,Stück::N,kappale,ნატეხი
344,Teil::N,osa,წილი
345,Hälfte::N,puoli,ნახევარი
346,Kreis::N,ympyrä,წრე
347,Kreuz::N,risti,ჯვარი
348,Linie::N,viiva,ხაზი
349,Strich::N,piirto,შტრიხი
350,Abstand::N,väli,მანძილი
351,Abstand::N,väljyys,მანძილი
352,Entfernung::N,etäisyys,სიშორე
353,Gegend::N,seutu,არე
354,Gegend::N,seutu,მხარე
355,Platz::N,tila,ფართობი
356,Ort::N,kohta,ადგილი
357,Ort::N,paikka,ადგილი
358,Seite::N,sivu,მხარე
359,Seite::N,kylki,მხარე
360,Mitte::N,keskus,შუა
361,Mitte::N,puoliväli,შუა
362,Gegenstand::N,kalu,საგანი
363,Gegenstand::N,esine,საგანი
364,Sache::N,asia,ნივთი
365,Rand::N,ääri,კიდე
366,Rand::N,syrjä,კიდე
367,Kante::N,särmä,ნაწიბული
368,Ecke::N,nurkka,კუთხე
369,Spitze::N,terä,წვეტი
370,Spitze::N,kärki,წვეტი
371,Ende::N,pää,ბოლო
372,Ende::N,perä,ბოლო
373,Loch::N,kolo,ხვრელი
374,Loch::N,reikä,ხვრელი
375,Winkel::N,kulma,კუთხე
376,Muster::N,kuvio,მოხატულობა
377,Größe::N,koko,ზომა
378,Größe::N,koko,სიდიდე
379,Größe::N,suuruus,ზომა
380,Größe::N,suuruus,სიდიდე
381,Länge::N,pituus,სიგრძე
382,Höhe::N,korkeus,სიმაღლე
383,Gewicht::N,paino,წონა
384,Menge::N,määrä,რაოდენობა
385,Haufen::N,kasa,გროვა
386,Reihe::N,rivi,რიგი
387,Reihe::N,rivi,წყება
388,Boot::N,vene,გემი
389,Ruder::N,airo,ხოფი
390,Ruder::N,airo,ნიჩაბი
391,Schlitten::N,reki,მარხილი
392,Schlitten::N,kelkka,მარხილი
393,Ski::N,suksi,თხილამური
394,Lagerfeuer::N,nuotio,კოცონი
395,Last::N,kuorma,ტვირთი
396,Gang::N,kulku,სვლა
397,Gang::N,käynti,სვლა
398,Schritt::N,askel,ბიჯი
399,Norden::N,pohjoinen,ჩრდილოეთი
400,Süden::N,etelä,სამხრეთი
401,Westen::N,länsi,დასავლეთი
402,Osten::N,itä,აღმოსავლეთი
403,Holz::N,puu,ხე
404,Brett::N,lauta,დაფა
405,Brett::N,lauta,ფიცარი
406,Platte::N,levy,თლილი ქვა
407,Stütze::N,noja,საყრდენი
408,Stange::N,tanko,ჭოკი
409,Stock::N,keppi,კეტი
410,Stab::N,sauva,ლატანი
411,Stab::N,seiväs,ლატანი
412,Rohr::N,putki,მილაკი
413,Haus::N,talo,სახლი
414,Heim::N,koti,ოჯახის კერა
415,Ofen::N,uuni,ღუმელი
416,Fußboden::N,lattia,იატაკი
417,Tisch::N,pöytä,სუფრა
418,Tisch::N,pöytä,მაგიდა
419,Stuhl::N,tuoli,სკამი
420,Wiege::N,kehto,აკვანი
421,Bett::N,sänky,საწოლი
422,Bett::N,sänky,სარეცელი
423,Regal::N,hylly,თაროები
424,Kiste::N,arkku,ყუთი
425,Kiste::N,arkku,სკივრი
426,Kiste::N,kirstu,ყუთი
427,Kiste::N,kirstu,სკივრი
428,Kiste::N,laatikko,ყუთი
429,Kiste::N,laatikko,სკივრი
430,Fenster::N,ikkuna,ფანჯარა
431,Fenster::N,ikkuna,სარკმელი
432,Tür::N,ovi,ბჭე
433,Tür::N,ovi,კარი
434,Tor::N,portti,ჭიშკარი
435,Zaun::N,aita,ღობე
436,Zaun::N,aita,გალავანი
437,Dach::N,katto,სახურავი
438,Leiter::N,tikkaat,კიბე
439,Leiter::N,tikapuut,კიბე
440,Besen::N,luuta,ცოცხი
441,Spaten::N,lapio,ნიჩაბი
442,Schaufel::N,lapio,ბარი
443,Gabel::N,haarukka,ჩანგალი
444,Löffel::N,lusikka,კოვზი
445,Messer::N,veitsi,დანა
446,Nagel::N,naula,ლურსმანი
447,Netz::N,verkko,ბადე
448,Haken::N,haka,კავი
449,Haken::N,haka,კაუჭი
450,Haken::N,koukku,კავი
451,Haken::N,koukku,კაუჭი
452,Griff::N,ripa,ტარი
453,Griff::N,kahva,ტარი
454,Schloss::N,lukko,კლიტე
455,Schloss::N,lukko,საკეტი
456,Bild::N,kuva,სურათი
457,Figur::N,kuvio,ფიგურა
458,Puppe::N,nukke,თოჯინა
459,Beutel::N,pussi,პარკი
460,Bündel::N,nippu,გალა
461,Bündel::N,nippu,ასხმა
462,Bündel::N,kimppu,გალა
463,Bündel::N,kimppu,ასხმა
464,Tasche::N,laukku,ჩანთა
465,Eimer::N,sanko,ჩამჩა
466,Eimer::N,ämpäri,ჩამჩა
467,Deckel::N,kansi,ხუფი
468,Deckel::N,kansi,სარქველი
469,Geschirr::N,astia,ჭურჭელი
470,Sack::N,säkki,ტომარა
471,Tasse::N,kuppi,ფინჯანი
472,Topf::N,pata,ქოთანი
473,Kessel::N,kattila,ქვაბი
474,Essen::N,syönti,ჭამა
475,Nahrung::N,ruoka,საზრდო
476,Nahrung::N,ruoka,საკვები
477,Nahrung::N,ravinto,საზრდო
478,Nahrung::N,ravinto,საკვები
479,Speise::N,ruoka,საჭმელი
480,Fleisch::N,liha,ხორცი
481,Getreide::N,vilja,მარცვლოვანი
482,Brei::N,puuro,ფაფა
483,Brot::N,leipä,პური
484,Scheibe::N,viipale,ნაჭერი
485,Fett::N,rasva,ქონი
486,Fett::N,rasva,ცხიმი
487,Butter::N,voi,კარაქი
488,Öl::N,öljy,ზეთი
489,Salz::N,suola,მარილი
490,Suppe::N,keitto,სუფი
491,Honig::N,hunaja,თაფლი
492,Milch::N,maito,რძე
493,Tee::N,tee,ჩაი
494,Leder::N,nahka,ტყავი
495,Wolle::N,villa,მატყლი
496,Stoff::N,kangas,ქსოვილი
497,Nadel::N,neula,ნემსი
498,Faden::N,lanka,ძაფი
499,Faden::N,lanka,მკედი
500,Knopf::N,nappi,ღილი
501,Knoten::N,solmu,ნასკვი
502,Farbe::N,maali,საღებავი
503,Kleidung::N,vaatteet,ტანსაცმელი
504,Hemd::N,paita,ხალათი
505,Hemd::N,paita,პერანგი
506,Kragen::N,kaulus,საყელო
507,Ärmel::N,hiha,სახელო
508,Hose::N,housut,შარვალი
509,Gürtel::N,vyö,ქამარი
510,Mütze::N,lakki,ქუდი
511,Schuh::N,kenkä,ფეხსაცმელი
512,Stiefel::N,saapas,ჩექმა
513,Ring::N,sormus,ბეჭედი
514,Band::N,nauha,ბაფთი
515,Kamm::N,kampa,სავარცხელი
516,Spiegel::N,peili,სარკე
517,Riemen::N,hihna,ღვედი
518,Schnur::N,naru,ლარი
519,Schnur::N,nuora,ლარი
520,Leine::N,talutushihna,ჯაჭვი
521,Decke::N,peite,საბანი
522,Kissen::N,tyyny,ბალიში
523,Kissen::N,pielus,ბალიში
524,Tuch::N,huivi,მაუდი
525,Tuch::N,huivi,თავშალი
526,Handtuch::N,pyyheliina,ხელსახოცი
527,Kraft::N,väki,ძალა
528,Kraft::N,voima,ძალა
529,Stärke::N,vahvuus,ღონე
530,Gesundheit::N,terveys,ჯანმრთელობა
531,Krankheit::N,tauti,სენი
532,Krankheit::N,tauti,ავადმყოფობა
533,Krankheit::N,sairaus,სენი
534,Krankheit::N,sairaus,ავადმყოფობა
535,Schmerz::N,kipu,ტკივილი
536,Schmerz::N,särky,ტკივილი
537,Wunde::N,haava,იარი
538,Wunde::N,haava,ჭრილობა
539,Fieber::N,kuume,ციება
540,Arznei::N,lääke,წამალი
541,Brücke::N,silta,ხიდი
542,Brunnen::N,kaivo,ჭა
543,Weide::N,laidun,საძოვარი
544,Pfad::N,polku,ბილიკი
545,Weg::N,tie,გზა
546,Straße::N,katu,შარაგზა
547,Dorf::N,kylä,დაბა
548,Dorf::N,kylä,სოფელი
549,Stadt::N,kaupunki,ქალაქი
550,Brief::N,kirje,წერილი
551,Buch::N,kirja,წიგნი
552,Buchstabe::N,kirjain,ასო
553,Zeitung::N,lehti,გაზეთი
554,Zeitung::N,sanomalehti,გაზეთი
555,Leben::N,elo,სიცოცხლე
556,Leben::N,elämä,სიცოცხლე
557,Tod::N,kuolema,სიკვდილი
558,Grab::N,hauta,სამარე
559,Grab::N,hauta,საფლავი
560,Kirche::N,kirkko,ეკლესია
561,Sünde::N,synti,ცოდვა
562,Gott::N,jumala,ღმერთი
563,Arbeiter::N,työläinen,მუშა
564,Chef::N,päällikkö,გამგე
565,Meister::N,mestari,ოსტატი
566,Arzt::N,lääkäri,ექიმი
567,Arzt::N,lääkäri,მკურნალი
568,Lehrer::N,opettaja,მასწავლებელი
569,Geld::N,raha,ფული
570,Geschäft::N,liike,საქმე
571,Geschäft::N,liike,ბიზნესი
572,Laden::N,puoti,დუქანი
573,Laden::N,puoti,მაღაზია
574,Laden::N,kauppa,დუქანი
575,Laden::N,kauppa,მაღაზია
576,Preis::N,hinta,ფასი
577,Ware::N,tavara,საქონელი
578,Nutzen::N,hyöty,ხეირი
579,Reichtum::N,rikkaus,სიმდიდრე
580,Welt::N,maailma,მსოფლიო
581,Land::N,maa,მხარე
582,Land::N,maa,ქვეყანა
583,Staat::N,valtio,სახელმწიფო
584,König::N,kuningas,მეფე
585,Macht::N,mahti,ძლიერება
586,Grenze::N,raja,ზღვარი
587,Krieg::N,sota,ომი
588,Feind::N,vihollinen,მტერი
589,Gewalt::N,väkivalta,სისასტიკე
590,Kampf::N,taistelu,ბრძოლა
591,Bogen[Waffe]::N,jousi,მშვილდი
592,Pfeil::N,nuoli,ისარი
593,Pfeil::N,nuoli,მახვილი
594,Gewehr::N,kivääri,თოფი
595,Gewehr::N,kivääri,შაშხანა
596,Fehler::N,vika,შეცდომა
597,Fehler::N,virhe,შეცდომა
598,Lüge::N,valhe,სიცრუე
599,Schaden::N,vaurio,ვნება
600,Schaden::N,vahinko,ვნება
601,Unglück::N,vahinko,ხიფათი
602,Unglück::N,vahinko,უბედურება
603,Unglück::N,onnettomuus,ხიფათი
604,Unglück::N,onnettomuus,უბედურება
605,Schuld::N,syy,ბრალი
606,Alter::N,ikä,ასაკი
607,Schluss::N,loppu,ბოლო
608,Schluss::N,loppu,დასასრული
609,Zeit::N,aika,დრო
610,Tag::N,päivä,დღე
611,Morgen::N,aamu,დილა
612,Morgen::N,huomen,დილა
613,Mittag::N,keskipäivä,შუადღე
614,Abend::N,ilta,საღამო
615,Nacht::N,yö,ღამე
616,Woche::N,viikko,კვირა
617,Monat::N,kuukausi,თვე
618,Jahr::N,vuosi,წელი
619,Frühling::N,kevät,გაზაფხული
620,Sommer::N,kesä,ზაფხული
621,Herbst::N,syksy,შემოდგომა
622,Winter::N,talvi,ზამთარი
623,Januar::N,tammikuu,იანვარი
624,Februar::N,helmikuu,თებერვალი
625,März::N,maaliskuu,მარტი
626,April::N,huhtikuu,აპრილი
627,Mai::N,toukokuu,მაისი
628,Juni::N,kesäkuu,ივნისი
629,Juli::N,heinäkuu,ივლისი
630,August::N,elokuu,აგვისტო
631,September::N,syyskuu,სექტემბერი
632,Oktober::N,lokakuu,ოქტომბერი
633,November::N,marraskuu,ნოემბერი
634,Dezember::N,joulukuu,დეკემბერი
635,Montag::N,maanantai,ორშაბათი
636,Dienstag::N,tiistai,სამშაბათი
637,Mittwoch::N,keskiviikko,ოთხშაბათი
638,Donnerstag::N,torstai,ხუთშაბათი
639,Freitag::N,perjantai,პარასკევი
640,Samstag::N,lauantai,შაბათი
641,Sonntag::N,sunnuntai,კვირა
642,groß::A,iso,დიდი
643,groß::A,suuri,დიდი
644,klein::A,pieni,მცირე
645,klein::A,pieni,პატარა
646,lang::A,pitkä,გრძელი
647,kurz::A,lyhyt,მოკლე
648,breit::A,leveä,ფართო
649,breit::A,leveä,განიერი
650,schmal::A,kapea,ვიწრო
651,schmal::A,kapea,წვრილი
652,dicht::A,taaja,მჭიდრო
653,dick[Gegenstand]::A,paksu,სქელი
654,dünn::A,ohut,წვრილი
655,fein::A,hieno,თხელი
656,fest::A,luja,მყარი
657,flach::A,litteä,ბრტყელი
658,flach::A,tasainen,ბრტყელი
659,glatt::A,sileä,გლუ
660,glatt::A,siloinen,გლუ
661,hart::A,kova,მაგარი
662,weich::A,pehmeä,რბილი
663,rund::A,pyöreä,მრგვალი
664,spitz::A,terävä,წვეტიანი
665,scharf::A,terävä,მჭრელი
666,stumpf::A,tylsä,ბლაგვი
667,schwer::A,raskas,მძიმე
668,schwer::A,painava,მძიმე
669,schön::A,kaunis,ლამაზი
670,heiß::A,kuuma,ცხელი
671,warm::A,lämmin,თბილი
672,kalt::A,kylmä,ცივი
673,kalt::A,viluinen,ცივი
674,kühl::A,viileä,გრილი
675,frisch::A,tuore,სუფთა
676,feucht::A,kostea,ნოტიო
677,nass::A,märkä,სველი
678,trocken::A,kuiva,მშრალი
679,voll::A,täysi,სავსე
680,leer::A,tyhjä,ცარიელი
681,offen::A,avonainen,ღია
682,offen::A,avonainen,გაშლილი
683,geschlossen::A,suljettu,დახურული
684,sauber::A,puhdas,სუფთა
685,sauber::A,puhdas,წმინდა
686,schmutzig::A,likainen,ტალახიანი
687,roh::A,raaka,უმი
688,reif::A,kypsä,მწიფე
689,lecker::A,herkullinen,გემრიელი
690,süß::A,makea,ტკბილი
691,bitter::A,karvas,მწარე
692,bitter::A,kitkerä,მწარე
693,sauer::A,hapan,მჟავე
694,hell::A,kirkas,ნათელი
695,hell::A,valoisa,ნათელი
696,dunkel::A,pimeä,ბნელი
697,schwarz::A,musta,შავი
698,weiß::A,valkea,თეთრი
699,rot::A,punainen,წითელი
700,gelb::A,keltainen,ყვითელი
701,blau::A,sininen,ლურჯი
702,blau::A,sininen,ცისფერი
703,grün::A,vihreä,მწვანე
704,grau::A,harmaa,რუხი
705,grau::A,harmaa,ნაცრისფერი
706,bunt::A,kirjava,ჭრელი
707,bunt::A,kirjava,ფერადი
708,billig::A,halpa,იაფი
709,billig::A,huokea,იაფი
710,teuer::A,kallis,ძვირი
711,wertvoll::A,arvokas,ღირსიანი
712,blind::A,sokea,ბრმა
713,taub::A,kuuro,ყრუ
714,kräftig::A,väkevä,ძალავანი
715,kräftig::A,voimakas,ძალავანი
716,stark::A,vahva,ძლიერი
717,stark::A,vahva,ღონიერი
718,schwach::A,heikko,სუსტი
719,fett::A,lihava,სქელი
720,schlank::A,hoikka,გამხდარი
721,schlank::A,solakka,გამხდარი
722,hübsch::A,soma,ეშხიანი
723,hübsch::A,soma,მშვენიერი
724,hübsch::A,sievä,ეშხიანი
725,hübsch::A,sievä,მშვენიერი
726,böse::A,paha,ავი
727,böse::A,paha,ბოროტი
728,böse::A,häijy,ავი
729,böse::A,häijy,ბოროტი
730,dumm::A,tyhmä,ბოთე
731,dumm::A,tyhmä,სულელი
