,Concept_ID,os,sl
212,Korn::N,тауинаг,zŕno
213,Heu::N,хос,senó
214,Schale::N,цъар,lupína
215,Grube::N,урм,jáma
216,Grube::N,къахт,jáma
217,Grube::N,дзыхъхъ,jáma
218,Falle::N,цъысым,pást
219,Falle::N,къӕппӕг,pást
220,Schlinge::N,цасм,zánka
221,Schlinge::N,цасм,pêtlja
222,Spur::N,фæд,sléd
223,Asche::N,фӕнык,pepél
224,Asche::N,ӕртхутӕг,pepél
225,Dreck::N,цъыф,bláto
226,Eisen::N,ӕфсӕйнаг,želézo
227,Gold::N,сыгъзӕрин,zlató
228,Silber::N,ӕвзист,srebró
229,Kohle::N,ӕвзалы,ógel
230,Glas::N,авг,stêklo
231,Lehm::N,ӕлыг,ílo
232,Sand::N,змис,pések
233,Mensch::N,лӕг,člôvek
234,Mensch::N,адӕймаг,člôvek
235,Mensch::N,удгоймаг,člôvek
236,Mann::N,лӕг,móž
237,Mann::N,лӕг,môški
238,Mann::N,нӕлгоймаг,móž
239,Mann::N,нӕлгоймаг,môški
240,Frau::N,сылгоймаг,gospá
241,Frau::N,сылгоймаг,žénska
242,Kind::N,сывӕллон,déte
243,Kind::N,сывӕллон,otròk
244,Junge::N,лӕппу,fànt
245,Junge::N,лӕппу,déček
246,Mädchen::N,чызг,deklè
247,Mädchen::N,чызг,déklica
248,Familie::N,бинонтæ,družína
249,Großvater::N,фыдыфыд,dèd
250,Großvater::N,фыдыфыд,dédek
251,Großvater::N,мадыфыд,dèd
252,Großvater::N,мадыфыд,dédek
253,Großmutter::N,фыды мад,bábica
254,Großmutter::N,мады мад,bábica
255,Eltern::N,ныййарджытæ,stárši
256,Vater::N,фыд,ôče
257,Mutter::N,мад,máma
258,Sohn::N,фырт,sín
259,Tochter::N,чызг,hčí
260,Tochter::N,чызг,hčérka
261,Bruder::N,ӕфсымӕр,bràt
262,Schwester::N,хо,sêstra
263,Onkel::N,фыдыфсымӕр,újec
264,Onkel::N,фыдыфсымӕр,stríc
265,Tante::N,мадыхо,têta
266,Tante::N,мадыхо,strína
267,Ehemann::N,мой,móž
268,Ehemann::N,мой,sopróg
269,Ehefrau::N,ус,žêna
270,Ehefrau::N,ус,sopróga
271,Freude::N,цин,rádost
272,Freude::N,цин,vesêlje
273,Freude::N,циндзинад,rádost
274,Freude::N,циндзинад,vesêlje
275,Gelächter::N,худын,sméh
276,Gelächter::N,худын,grohòt
277,Gelächter::N,худт,sméh
278,Gelächter::N,худт,grohòt
279,Gelächter::N,худæг,sméh
280,Gelächter::N,худæг,grohòt
281,Glück::N,амонд,sréča
282,Kummer::N,хъыг,gorjé
283,Wunsch::N,бӕллиц,žêlja
284,Lust::N,монц,poželênje
285,Geist::N,уд,dúša
286,Gedanke::N,хъуыды,mísel
287,Gedächtnis::N,мысæн,pámet
288,Gedächtnis::N,мысын,pámet
289,Gedächtnis::N,зæрдылдарын,pámet
290,Verstand::N,зонд,
291,Sinn::N,нысаниуæг,pomèn
292,Sinn::N,нысаниуæг,smísel
293,Grund::N,ӕфсон,vzròk
294,Wahrheit::N,æцæг,resníca
295,Gespräch::N,ныхас,pogóvor
296,Märchen::N,аргъау,právljica
297,Erzählung::N,радзырд,povést
298,Nachricht::N,уац,sporočílo
299,Neuigkeit::N,хабар,novóst
300,Name::N,ном,imé
301,Rätsel::N,уыци-уыци,ugánka
302,Rätsel::N,базон-базон,ugánka
303,Rede::N,раныхас,góvor
304,Sprache::N,ӕвзаг,jêzik
305,Stimme::N,хъӕлӕс,glás
306,Wort::N,дзырд,beséda
307,Zeichen::N,нысан,znák
308,Ruf::N,сидт,klíc
309,Lärm::N,уынæр,hrúp
310,Lärm::N,уынæр,trúšč
311,Laut::N,зӕл,glás
312,Laut::N,мыр,glás
313,Ton::N,мыр,tón
314,Lied::N,зарӕг,pésem
315,Ruhe::N,æнцой,pokòj
316,Leute::N,адӕм,ljudjé
317,Volk::N,адӕм,národ
318,Arbeit::N,фӕллой,délo
319,Gast::N,уазӕг,gòst
320,Geschenk::N,хуын,darílo
321,Spiel::N,хъазт,ígra
322,Gesellschaft::N,дзыллæ,drúžba
323,Gesellschaft::N,æхсæнад,drúžba
324,Hilfe::N,æххуыс,pomóč
325,Hilfe::N,ахъаз,pomóč
326,Freund::N,лымӕн,prijátelj
327,Kamerad::N,ӕмбал,továriš
328,Angelegenheit::N,хъуыддаг,zadéva
329,Anzahl::N,бӕрц,števílo
330,Art::N,хуыз,vŕsta
331,Art::N,хуызад,vŕsta
332,Stück::N,кæрдих,kós
333,Stück::N,комдзаг,kós
334,Teil::N,хай,dél
335,Hälfte::N,æрдæг,polovíca
336,Hälfte::N,æмбис,polovíca
337,Kreis::N,зиллакк,króg
338,Kreis::N,зиллакк,kolobár
339,Kreuz::N,дзуар,kríž
340,Linie::N,хахх,próga
341,Strich::N,хахх,čŕta
342,Abstand::N,æхсæнуат,preslédek
343,Entfernung::N,дæрддзæг,oddáljenost
344,Entfernung::N,дардцæг,oddáljenost
345,Gegend::N,ран,kràj
346,Gegend::N,ран,dežêla
347,Platz::N,бууат,prôstor
348,Ort::N,ран,mésto
349,Ort::N,бынат,mésto
350,Seite::N,фахс,bòk
351,Seite::N,фахс,strán
352,Mitte::N,астӕу,sredína
353,Gegenstand::N,дзаума,prédmet
354,Sache::N,дзаума,réč
355,Sache::N,дзаума,stvár
356,Rand::N,кӕрон,kràj
357,Kante::N,фӕрск,rób
358,Ecke::N,тигъ,vogál
359,Ecke::N,фисын,vogál
360,Spitze::N,бырынкъ,óst
361,Ende::N,кӕрон,kônec
362,Loch::N,хуынкъ,lúknja
363,Winkel::N,къуым,kót
364,Muster::N,нывæфтыд,vzórec
365,Muster::N,кæдзист,vzórec
366,Größe::N,ас,veličína
367,Länge::N,дӕргъ,dolžína
368,Höhe::N,бæрзонд,vršína
369,Höhe::N,бæрзæнд,vršína
370,Höhe::N,бæрзонддзинад,vršína
371,Gewicht::N,уӕз,téža
372,Menge::N,бӕрц,količína
373,Haufen::N,кӕри,kùp
374,Haufen::N,кӕри,kopíca
375,Reihe::N,рӕнхъ,níz
376,Reihe::N,рӕнхъ,vŕsta
377,Boot::N,чема,čóln
378,Ruder::N,къохар,vêslo
379,Schlitten::N,дзоныгъ,saní
380,Ski::N,къахдзоныгътæ,smučí
381,Ski::N,лыжæтæ,smučí
382,Lagerfeuer::N,арт,táborni ôgenj
383,Last::N,уаргъ,tôvor
384,Gang::N,цыд,hòd
385,Schritt::N,санчъех,korák
386,Schritt::N,къахдзӕф,korák
387,Norden::N,цæгат,séver
388,Süden::N,хуссар,júg
389,Westen::N,ныгуылæн,zapàd
390,Osten::N,скæсæн,vzhòd
391,Holz::N,хъӕдӕрмӕг,lés
392,Brett::N,фæйнæг,deskà
393,Platte::N,къӕй,plôča
394,Stütze::N,быцæу,opóra
395,Stütze::N,быцæу,zaslómba
396,Stange::N,хъил,gréd
397,Stock::N,лӕдзӕг,pálica
398,Stab::N,хъил,pálica
399,Rohr::N,хӕтӕл,cév
400,Haus::N,хӕдзар,híša
401,Heim::N,къона,dóm
402,Ofen::N,пец,péč
403,Fußboden::N,астӕрд,pòd
404,Tisch::N,стъол,míza
405,Stuhl::N,бандон,stòl
406,Wiege::N,авдæн,zíbel
407,Bett::N,сынтӕг,póstelja
408,Regal::N,тӕрхӕг,políca
409,Regal::N,уӕлвӕйнӕг,políca
410,Kiste::N,асыкк,zabòj
411,Fenster::N,рудзынг,ôkno
412,Fenster::N,фæрссаг,ôkno
413,Tür::N,дуар,vráta
414,Tor::N,кулдуар,velíka vráta
415,Zaun::N,æмбонд,ográja
416,Zaun::N,быру,ográja
417,Zaun::N,гæрæн,ográja
418,Dach::N,уӕлхӕдзар,stréha
419,Leiter::N,асин,léstev
420,Besen::N,уисой,mêtla
421,Spaten::N,бел,lopáta
422,Schaufel::N,æвгæнæн,lopáta
423,Schaufel::N,кæфой,lopáta
424,Gabel::N,вилкæ,vílice
425,Löffel::N,уидыг,žlíca
426,Messer::N,кард,nòž
427,Nagel::N,зӕгӕл,žebèlj
428,Netz::N,хыз,mréža
429,Haken::N,хæдз,kljúka
430,Haken::N,хæбырæгъ,kljúka
431,Griff::N,фистон,ročáj
432,Griff::N,фистон,oprijèm
433,Schloss::N,гуыдыр,ključávnica
434,Bild::N,ныв,slíka
435,Figur::N,кæрдгæныв,figúra
436,Figur::N,кæрдгæныв,postáva
437,Puppe::N,чындз,lútka
438,Beutel::N,дзӕкъул,môšnja
439,Bündel::N,баст,cúla
440,Bündel::N,баст,svéženj
441,Tasche::N,хызын,tórba
442,Tasche::N,хызын,tobôlec
443,Tasche::N,дзæкъул,tórba
444,Tasche::N,дзæкъул,tobôlec
445,Eimer::N,къæрта,vêdro
446,Eimer::N,чъыбыла,vêdro
447,Eimer::N,ведра,vêdro
448,Deckel::N,сæр,pokròv
449,Deckel::N,сæр,poklópec
450,Deckel::N,æмбæрзæн,pokròv
451,Deckel::N,æмбæрзæн,poklópec
452,Geschirr::N,мигæнæн,posóda
453,Geschirr::N,мигæнæнтæ,posóda
454,Sack::N,голлаг,vréča
455,Tasse::N,пиала,skodélica
456,Tasse::N,къус,skodélica
457,Topf::N,аг,lônec
458,Topf::N,чысыл аг,lônec
459,Kessel::N,аг,kôtel
460,Essen::N,хӕрд,hrána
461,Nahrung::N,хойраг,živílo
462,Speise::N,хӕринаг,jéd
463,Fleisch::N,дзидза,mesó
464,Fleisch::N,фыдызгъӕл,mesó
465,Getreide::N,халсар,žíto
466,Brei::N,кас,káša
467,Brot::N,дзул,krùh
468,Scheibe::N,къӕбӕр,réženj
469,Fett::N,сой,mást
470,Fett::N,сой,maščôba
471,Butter::N,нӕлхӕ,máslo
472,Öl::N,зети,ólje
473,Salz::N,цӕхх,sól
474,Suppe::N,бас,júha
475,Honig::N,мыд,méd
476,Milch::N,ӕхсыр,mléko
477,Tee::N,цай,čáj
478,Leder::N,мæскуы,úsnje
479,Wolle::N,фӕсмын,vólna
480,Stoff::N,хъуымац,blagó
481,Nadel::N,судзин,ígla
482,Faden::N,ӕндах,nít
483,Knopf::N,цӕппӕр,gúmb
484,Knoten::N,ӕлхынцъ,vôzel
485,Farbe::N,ахорæн,bárva
486,Kleidung::N,дарӕс,obléka
487,Hemd::N,хӕдон,srájca
488,Kragen::N,æфцæггот,ovrátnik
489,Ärmel::N,дыс,rokáv
490,Hose::N,хæлаф,hláče
491,Hose::N,æддаг хæлаф,hláče
492,Hose::N,салбар,hláče
493,Gürtel::N,рон,pás
494,Mütze::N,худ,kápa
495,Mütze::N,худ,čépica
496,Schuh::N,басмахъ,čévelj
497,Stiefel::N,цырыхъхъ,škórenj
498,Ring::N,къухдарӕн,pŕstan
499,Band::N,лент,trák
500,Kamm::N,сӕрвасӕн,glavník
501,Spiegel::N,айдæн,zrcálo
502,Spiegel::N,айдæн,ogledálo
503,Spiegel::N,кæсæн,zrcálo
504,Spiegel::N,кæсæн,ogledálo
505,Riemen::N,гӕрз,jêrmen
506,Schnur::N,бӕндӕн,vŕvca
507,Decke::N,хъӕццул,odéja
508,Kissen::N,баз,blazína
509,Tuch::N,кæлмæрзæн,pŕt
510,Tuch::N,кæлмæрзæн,rúta
511,Tuch::N,кæрдæн,pŕt
512,Tuch::N,кæрдæн,rúta
513,Handtuch::N,хисæрфæн,brisáča
514,Kraft::N,тых,síla
515,Kraft::N,хъомыс,síla
516,Stärke::N,тых,jákost
517,Stärke::N,æхсар,jákost
518,Gesundheit::N,æнæниздзинад,zdrávje
519,Krankheit::N,низ,bolézen
520,Krankheit::N,рын,bolézen
521,Schmerz::N,рис,ból
522,Schmerz::N,рис,bolečína
523,Wunde::N,цӕф,rána
524,Fieber::N,ризӕг,vročína
525,Fieber::N,тӕфсӕг,vročína
526,Arznei::N,хос,lék
527,Arznei::N,хос,zdravílo
528,Brücke::N,хид,móst
529,Brunnen::N,цъай,vodnják
530,Weide::N,хизæн,páša
531,Weide::N,хизæнуат,páša
532,Weide::N,сæрвæт,páša
533,Pfad::N,къахвæндаг,stezà
534,Pfad::N,къахвæд,stezà
535,Weg::N,фӕндаг,pót
536,Straße::N,фӕндаг,césta
537,Dorf::N,хъӕу,vás
538,Stadt::N,сахар,mésto
539,Brief::N,фыстӕг,písmo
540,Buch::N,чиныг,knjíga
541,Buchstabe::N,дамгъӕ,čŕka
542,Zeitung::N,газет,čásnik
543,Leben::N,цард,življênje
544,Leben::N,цӕрӕнбон,življênje
545,Tod::N,мæлæт,smŕt
546,Tod::N,адзал,smŕt
547,Grab::N,ингӕн,gròb
548,Kirche::N,аргъуан,cérkev
549,Sünde::N,тæригъæд,gréh
550,Gott::N,хуыцау,bóg
551,Arbeiter::N,кусæг,délavec
552,Chef::N,ӕмцег,šéf
553,Meister::N,мастер,mójster
554,Meister::N,дæсны,mójster
555,Arzt::N,хосгæнæг,zdravník
556,Arzt::N,дохтыр,zdravník
557,Lehrer::N,ахуыргæнæг,učítelj
558,Geld::N,ӕхца,denár
559,Geschäft::N,бизнес,kupčíja
560,Geschäft::N,хъуыддаг,kupčíja
561,Laden::N,дукани,trgovína
562,Preis::N,аргъ,céna
563,Ware::N,базайраг,róba
564,Nutzen::N,пайда,príd
565,Reichtum::N,хъæздыгдзинад,bogástvo
566,Reichtum::N,исбон,bogástvo
567,Reichtum::N,мулк,bogástvo
568,Welt::N,дуне,svét
569,Land::N,бӕстӕ,dežêla
570,Staat::N,паддзахад,držáva
571,König::N,къарол,králj
572,Macht::N,хицаудзинад,oblást
573,Grenze::N,арӕн,mêja
574,Krieg::N,хӕст,vôjna
575,Feind::N,знаг,sovrážnik
576,Feind::N,фыдгул,sovrážnik
577,Feind::N,фыдзæрдæ,sovrážnik
578,Feind::N,сон,sovrážnik
579,Gewalt::N,тыхми,nasílje
580,Gewalt::N,тыхдзинад,nasílje
581,Kampf::N,хæст,bòj
582,Kampf::N,хæст,bórba
583,Kampf::N,хъæбысæйхæст,bòj
584,Kampf::N,хъæбысæйхæст,bórba
585,Kampf::N,тох,bòj
586,Kampf::N,тох,bórba
587,Bogen[Waffe]::N,ӕрдын,lók
588,Pfeil::N,фат,puščíca
589,Gewehr::N,топп,púška
590,Fehler::N,рӕдыд,zmóta
591,Lüge::N,мӕнг,láž
592,Lüge::N,гӕдыдзинад,láž
593,Schaden::N,зиан,okvára
594,Unglück::N,бæллæх,nesréča
595,Schuld::N,азым,krívda
596,Alter::N,кар,dôba
597,Schluss::N,кæрон,kônec
598,Zeit::N,рӕстӕг,čàs
599,Tag::N,бон,dán
600,Morgen::N,райсом,jútro
601,Mittag::N,æмбисбон,póldan
602,Abend::N,изӕр,večér
603,Nacht::N,ӕхсӕв,nóč
604,Woche::N,къуыри,téden
605,Monat::N,мӕй,mésec
606,Jahr::N,аз,léto
607,Jahr::N,афӕдз,léto
608,Frühling::N,уалдзæг,pomlád
609,Sommer::N,сӕрд,polétje
610,Herbst::N,фæззæг,jesén
611,Winter::N,зымӕг,zíma
612,Januar::N,январь,jánuar
613,Februar::N,февраль,fébruar
614,März::N,мартъи,márec
615,April::N,апрель,apríl
616,Mai::N,май,máj
617,Juni::N,июнь,júnij
618,Juli::N,июль,júlij
619,August::N,август,avgúst
620,September::N,сентябрь,septêmber
621,Oktober::N,октябрь,október
622,November::N,ноябрь,novêmber
623,Dezember::N,декабрь,decémber
624,Montag::N,къуырисæр,ponedéljek
625,Dienstag::N,дыццæг,tôrek
626,Mittwoch::N,æртыццæг,sréda
627,Donnerstag::N,цыппæрæм,četŕtek
628,Freitag::N,майрæмбон,pétek
629,Samstag::N,сабат,sobóta
630,Sonntag::N,хуыцаубон,nedélja
631,groß::A,дынджыр,vêlik
632,klein::A,гыццыл,májhen
633,lang::A,даргъ,dólg
634,kurz::A,цыбыр,krátek
635,breit::A,фӕтӕн,širòk
636,schmal::A,нарӕг,ózek
637,schmal::A,уынгӕг,ózek
638,dicht::A,бæзджын,góst
639,dicht::A,тар,góst
640,dick[Gegenstand]::A,сӕвджын,dêbel
641,dünn::A,тæнæг,tánek
642,fein::A,лыстӕг,drôben
643,fest::A,фидар,tŕden
644,fest::A,хъӕддых,tŕden
645,flach::A,тъӕпӕн,plán
646,flach::A,тъӕпӕн,plòsk
647,glatt::A,лӕгъз,gládek
648,hart::A,хъӕбӕр,tŕd
649,weich::A,фӕлмӕн,mehák
650,rund::A,тымбыл,okrógel
651,spitz::A,цыргъбырынкъ,šílast
652,spitz::A,цыргъфындз,šílast
653,scharf::A,цыргъ,óster
654,stumpf::A,къуымых,tóp
655,stumpf::A,къуымых,skŕhan
656,schwer::A,уӕззау,têžek
657,schön::A,аив,lép
658,schön::A,аив,krásen
659,schön::A,рӕсугъд,lép
660,schön::A,рӕсугъд,krásen
661,heiß::A,тӕвд,vròč
662,warm::A,хъарм,tôpel
663,kalt::A,уазал,mŕzel
664,kalt::A,уазал,hláden
665,kühl::A,сатæг,hláden
666,kühl::A,уазалгомау,hláden
667,frisch::A,сатæг,svéž
668,feucht::A,уымӕл,vlážen
669,nass::A,хуылыдз,móker
670,trocken::A,хус,súh
671,voll::A,дзаг,póln
672,voll::A,йедзаг ,póln
673,leer::A,афтид,prázen
674,offen::A,гом,odpŕt
675,geschlossen::A,æхгæд,zapŕt
676,sauber::A,сыгъдæг,číst
677,sauber::A,сыгъдæг,líčen
678,schmutzig::A,чъиллон,umázan
679,roh::A,хом,suròv
680,reif::A,рӕгъӕд,zrèl
681,lecker::A,хӕрзад,okúsen
682,süß::A,адджын,sládek
683,bitter::A,судзаг,grenák
684,sauer::A,туаг,kísel
685,hell::A,рухс,svetèl
686,dunkel::A,талынг,temèn
687,schwarz::A,сау,čŕn
688,weiß::A,урс,bél
689,rot::A,сырх,rdèč
690,gelb::A,бур,žólt
691,gelb::A,бур,rumèn
692,blau::A,цъӕх,móder
693,grün::A,цъӕх,zelèn
694,grün::A,кӕрдӕгхуыз,zelèn
695,grau::A,цъӕх,sív
696,grau::A,фӕныкхуыз,sív
697,bunt::A,хъулон,písan
698,bunt::A,гæрæм,písan
699,billig::A,аслам,pocéni
700,teuer::A,зынаргъ,drág
701,wertvoll::A,зынаргъ,dragocén
702,blind::A,куырм,slép
703,taub::A,къуырма,glúh
704,kräftig::A,домбай,močán
705,kräftig::A,тыхджын,močán
706,stark::A,тыхджын,ják
707,schwach::A,ӕнӕбон,šíbek
708,fett::A,нард,dêbel
709,schlank::A,гуырвидыц,vítek
710,schlank::A,хæрзконд,vítek
711,schlank::A,рæхснæг,vítek
712,schlank::A,сагамад,vítek
713,hübsch::A,аив,lép
714,hübsch::A,рӕсугъд,lép
715,böse::A,фыдзӕрдӕ,zèl
716,böse::A,фыдзӕрдӕ,hudôben
717,dumm::A,ӕдылы,glúp
718,dumm::A,ӕдылы,bédast
719,faul::A,зивӕг,lén
720,faul::A,зивӕггӕнаг,lén
721,fleißig::A,æнæзивæг,marljív
722,fleißig::A,æнувыд,marljív
723,geizig::A,чъынды,škŕt
724,geizig::A,æлгъин,škŕt
725,geizig::A,мæрддзæст,škŕt
726,klug::A,зондджын,pámeten
727,geschickt::A,хӕрзарӕхст,spréten
728,lieb::A,уарзон,míl
729,lieb::A,уарзон,ljúb
730,lustig::A,хъӕлдзӕг,vesél
731,sanft::A,мынчын,láhek
732,hungrig::A,ӕххормаг,láčen
733,krank::A,нӕфӕразгӕ,bolán
734,nackt::A,бӕгънӕг,nág
735,traurig::A,ӕрхӕндӕг,túžen
736,lebendig::A,цардӕгас,žív
737,gut::A,хорз,dóber
738,schlecht::A,цауд,malopríden
739,richtig::A,раст,pravílen
740,schlimm::A,ӕвзӕр,húd
741,wahr::A,ӕцӕг,resníčen
742,alt::A,зӕронд,stàr
743,neu::A,ног,nòv
744,ehemalig::A,раздӕры,nekdánji
745,alt[Lebewesen]::A,ацӕргӕ,stàr
746,jung::A,ӕрыгон,mlád
747,arm::A,мӕгуыр,ubóg
