,Concept_ID,ku,es
339,Loch::N,qul,agujero
340,Loch::N,qul,abertura
341,Winkel::N,kurnîşk,ángulo
342,Muster::N,desen,dibujo
343,Größe::N,mezinî,tamaño
344,Länge::N,dirêjahî,longitud
345,Höhe::N,bilindayî,altura
346,Höhe::N,bilindayî,altitud
347,Gewicht::N,giranî,peso
348,Menge::N,qas,cantidad
349,Haufen::N,lod,montón
350,Reihe::N,rêz,fila
351,Boot::N,kelek,bote
352,Boot::N,kelek,barca
353,Ruder::N,bêrik,remo
354,Schlitten::N,xîjik,trineo
355,Ski::N,lakan,esquí
356,Lagerfeuer::N,agir,hoguera
357,Last::N,bar,carga
358,Gang::N,fîtêz,marcha
359,Schritt::N,gav,paso
360,Norden::N,bakur,norte
361,Süden::N,başur,sur
362,Westen::N,rojava,oeste
363,Osten::N,rojhilat,este
364,Holz::N,dep,madera
365,Brett::N,dep,tabla
366,Platte::N,dep,placa
367,Platte::N,dep,plancha
368,Stütze::N,destek,sostén
369,Stütze::N,destek,soporte
370,Stange::N,sing,vara
371,Stange::N,sing,percha
372,Stock::N,çam,palo
373,Stock::N,çam,bastón
374,Stab::N,qat,vara
375,Stab::N,qat,bastón
376,Rohr::N,borî,tubo
377,Haus::N,mal,casa
378,Haus::N,xanî,casa
379,Heim::N,mal,hogar
380,Ofen::N,sobe,estufa
381,Fußboden::N,binpê,suelo
382,Tisch::N,mase,mesa
383,Stuhl::N,kursî,silla
384,Wiege::N,derguş,cuna
385,Bett::N,qerewêle,cama
386,Regal::N,rêbaz,estantería
387,Kiste::N,sindoq,caja
388,Fenster::N,çam,ventana
389,Fenster::N,şibeke,ventana
390,Tür::N,derî,puerta
391,Tor::N,derge,puerta
392,Zaun::N,hejik,valla
393,Zaun::N,hejik,cercado
394,Dach::N,sere xanî,techo
395,Dach::N,sere xanî,tejado
396,Leiter::N,pêling,escalera
397,Besen::N,melkes,escoba
398,Spaten::N,mer,pala
399,Schaufel::N,bêr,pala
400,Schaufel::N,bêr,paleta
401,Gabel::N,çetel,tenedor
402,Löffel::N,kevçî,cuchara
403,Messer::N,kêr,cuchillo
404,Nagel::N,bizmar,clavo
405,Netz::N,tor,red
406,Haken::N,çenqel,gancho
407,Haken::N,çenqel,corchete
408,Griff::N,destî,asa
409,Griff::N,destî,mango
410,Schloss::N,qonax,cerradura
411,Bild::N,dimen,imagen
412,Figur::N,figûr,figura
413,Puppe::N,bûk,muñeca
414,Beutel::N,kîsik,bolsa
415,Bündel::N,pêçek,haz
416,Tasche::N,bêrîk,bolso
417,Eimer::N,dewl,cubo
418,Deckel::N,devik,tapa
419,Deckel::N,devik,tapadera
420,Geschirr::N,ferax,vajilla
421,Sack::N,tûr,saco
422,Tasse::N,kada,taza
423,Topf::N,beroş,olla
424,Topf::N,beroş,marmita
425,Kessel::N,şîril,caldera
426,Essen::N,xwarin,comida
427,Nahrung::N,xwarin,alimento
428,Speise::N,xwarin,plato
429,Fleisch::N,goşt,carne
430,Getreide::N,zad,cereales
431,Brei::N,hewdêl,puré
432,Brei::N,hewdêl,papilla
433,Brot::N,,pan
434,Scheibe::N,parçe,lonja
435,Scheibe::N,parçe,rebanada
436,Fett::N,rûn,grasa
437,Butter::N,rûn,mantequilla
438,Öl::N,rûn,aceite
439,Salz::N,xwe,sal
440,Suppe::N,şorbe,sopa
441,Honig::N,hingiv,miel
442,Milch::N,şîr,leche
443,Tee::N,çay,té
444,Leder::N,çerm,cuero
445,Wolle::N,herî,lana
446,Stoff::N,paç,tela
447,Stoff::N,paç,tejido
448,Nadel::N,derzî,aguja
449,Faden::N,ta,hilo
450,Knopf::N,bişkok,botón
451,Knoten::N,girêk,nudo
452,Farbe::N,boyax,pintura
453,Kleidung::N,çil,ropa
454,Kleidung::N,çil,vestidos
455,Hemd::N,qutik,camisa
456,Hemd::N,miltan,camisa
457,Kragen::N,stûvang,cuello
458,Ärmel::N,hûçik,manga
459,Hose::N,şewel,pantalón
460,Gürtel::N,qayiş,cinturón
461,Mütze::N,fîno,gorro
462,Schuh::N,şêkal,zapato
463,Stiefel::N,gizme,bota
464,Stiefel::N,çizme,bota
465,Ring::N,xelek,anillo
466,Band::N,band,cinta
467,Kamm::N,şeh,peine
468,Spiegel::N,eynik,espejo
469,Riemen::N,qayiş,correa
470,Schnur::N,doxin,cuerda
471,Leine::N,şirît,correa
472,Decke::N,bataniye,manta
473,Kissen::N,balgî,almohada
474,Tuch::N,şar,pañuelo
475,Handtuch::N,dezmal,toalla
476,Kraft::N,hêz,fuerza
477,Kraft::N,qewet,fuerza
478,Stärke::N,xurtî,fuerza
479,Gesundheit::N,nojdarî,salud
480,Krankheit::N,nexweşî,enfermedad
481,Schmerz::N,êş,dolor
482,Wunde::N,kul,llaga
483,Wunde::N,kul,herida
484,Fieber::N,ta,fiebre
485,Arznei::N,derman,medicina
486,Arznei::N,derman,medicamento
487,Brücke::N,kopî,puente
488,Brunnen::N,çal,pozo
489,Brunnen::N,kani,pozo
490,Weide::N,beyar,pasto
491,Pfad::N,xaçirek,sendero
492,Weg::N,rê,camino
493,Straße::N,rê,vía
494,Straße::N,rê,carretera
495,Dorf::N,gund,aldea
496,Dorf::N,gund,pueblo
497,Stadt::N,baçar,ciudad
498,Brief::N,name,carta
499,Buch::N,kitêb,libro
500,Buch::N,pirtûk,libro
501,Buchstabe::N,herf,letra
502,Buchstabe::N,herf,carácter
503,Zeitung::N,rojname,diario
504,Zeitung::N,rojname,periódico
505,Leben::N,jiyan,vida
506,Tod::N,mirin,muerte
507,Grab::N,mezel,tumba
508,Grab::N,mezel,sepulcro
509,Kirche::N,gilyas,iglesia
510,Sünde::N,guneh,pecado
511,Gott::N,xwedê,dios
512,Arbeiter::N,hîşçî,obrero
513,Arbeiter::N,hîşçî,trabajador
514,Chef::N,bêg,jefe
515,Meister::N,hoste,maestro
516,Arzt::N,doktor,médico
517,Lehrer::N,mamoste,profesor
518,Geld::N,pere,dinero
519,Geschäft::N,firoşgeh,negocio
520,Laden::N,dikan,tienda
521,Preis::N,buha,precio
522,Ware::N,tişt,mercancía
523,Nutzen::N,fêde,provecho
524,Reichtum::N,serwet,riqueza
525,Welt::N,dinya,mundo
526,Land::N,welat,país
527,Staat::N,dewlet,Estado
528,König::N,şah,rey
529,König::N,qral,rey
530,Macht::N,qewet,poder
531,Macht::N,qewet,potencia
532,Macht::N,destihilat,poder
533,Macht::N,destihilat,potencia
534,Grenze::N,kevî,frontera
535,Krieg::N,çeng,guerra
536,Krieg::N,sêwaş,guerra
537,Feind::N,dijmin,enemigo
538,Gewalt::N,zor,violencia
539,Kampf::N,şer,lucha
540,Kampf::N,şer,combate
541,Bogen[Waffe]::N,kêvan,arco
542,Pfeil::N,çîrik,flecha
543,Gewehr::N,tifing,fusil
544,Gewehr::N,tifing,escopeta
545,Fehler::N,şaşî,error
546,Lüge::N,derew,mentira
547,Schaden::N,xisar,daño
548,Unglück::N,bêbextî,desgracia
549,Schuld::N,suç,culpa
550,Alter::N,temen,edad
551,Schluss::N,girtin,fin
552,Schluss::N,girtin,final
553,Zeit::N,çax,tiempo
554,Tag::N,roj,día
555,Morgen::N,sibeh,mañana
556,Mittag::N,nîro,mediodía
557,Abend::N,êvar,noche
558,Nacht::N,şev,noche
559,Woche::N,heftî,semana
560,Monat::N,meh,mes
561,Jahr::N,sal,año
562,Frühling::N,bihar,primavera
563,Sommer::N,havîn,verano
564,Herbst::N,payîz,otoño
565,Winter::N,zistan,invierno
566,Januar::N,çile,enero
567,Februar::N,sibat,febrero
568,März::N,adar,marzo
569,April::N,nîsan,abril
570,Mai::N,gûlan,mayo
571,Juni::N,hezîran,junio
572,Juli::N,tîmeh,julio
573,August::N,tebax,agosto
574,September::N,îlon,septiembre
575,Oktober::N,çotmeh,octubre
576,November::N,mijdar,noviembre
577,Dezember::N,kanûn,diciembre
578,Montag::N,duşemb,lunes
579,Dienstag::N,sêşem,martes
580,Mittwoch::N,çarşemb,miércoles
581,Donnerstag::N,pêşemb,jueves
582,Freitag::N,în,viernes
583,Samstag::N,şemî,sábado
584,Sonntag::N,yekşemb,domingo
585,groß::A,mezin,grande
586,klein::A,çûçik,pequeño
587,lang::A,dirêj,largo
588,kurz::A,kin,corto
589,breit::A,fireh,ancho
590,schmal::A,tenik,estrecho
591,dicht::A,gir,denso
592,dick[Gegenstand]::A,şîşman,grueso
593,dünn::A,zirav,fino
594,dünn::A,zirav,delgado
595,fein::A,tenik,fino
596,fein::A,tenik,delicado
597,fest::A,saxlem,firme
598,fest::A,saxlem,sólido
599,flach::A,pahn,plano
600,glatt::A,dûz,liso
601,glatt::A,şayîk,liso
602,hart::A,hişk,duro
603,weich::A,nerm,muelle
604,rund::A,gilover,redondo
605,spitz::A,pîj,agudo
606,spitz::A,pîj,apuntado
607,scharf::A,tûj,agudo
608,scharf::A,tûj,afilado
609,stumpf::A,ne tûj,sin filo
610,schwer::A,giran,pesado
611,schön::A,xweş,bello
612,schön::A,xweş,hermoso
613,schön::A,xweşik,bello
614,schön::A,xweşik,hermoso
615,heiß::A,kelandî,caluroso
616,warm::A,germ,cálido
617,warm::A,germ,caliente
618,kalt::A,sar,frío
619,kühl::A,jemîrî,fresco
620,frisch::A,ter,fresco
621,feucht::A,şil,húmedo
622,nass::A,şilek,mojado
623,trocken::A,zuwa,seco
624,voll::A,tijî,lleno
625,leer::A,vala,vacío
626,offen::A,vekirî,abierto
627,geschlossen::A,asê,cerrado
628,sauber::A,pakij,limpio
629,schmutzig::A,lewitî,sucio
630,roh::A,xav,crudo
631,reif::A,gihaştî,maduro
632,lecker::A,xweş,rico
633,lecker::A,xweş,sabroso
634,süß::A,şîrîn,dulce
635,bitter::A,tahl,amargo
636,sauer::A,tirş,agrio
637,hell::A,ronî,claro
638,dunkel::A,tarî,oscuro
639,schwarz::A,reş,negro
640,weiß::A,sipî,blanco
641,rot::A,sor,rojo
642,gelb::A,zer,amarillo
643,blau::A,şîn,azul
644,grün::A,şîn,verde
645,grau::A,gewr,gris
646,bunt::A,rengîn,multicolor
647,billig::A,erzan,barato
648,teuer::A,biha,caro
649,wertvoll::A,hêja,valioso
650,wertvoll::A,hêja,precioso
651,wertvoll::A,giranbiha,valioso
652,wertvoll::A,giranbiha,precioso
653,blind::A,kor,ciego
654,taub::A,kerr,sordo
655,kräftig::A,gir,fuerte
656,kräftig::A,xurt,fuerte
657,stark::A,xurt,fuerte
658,stark::A,xurt,vigoroso
659,schwach::A,kesad,débil
660,fett::A,qelew,obeso
661,schlank::A,zirav,esbelto
662,hübsch::A,xweşik,mono
663,hübsch::A,xweşik,guapo
664,böse::A,xerab,malo
665,böse::A,aciz,malo
666,dumm::A,gêj,tonto
667,dumm::A,gêj,estúpido
668,faul::A,têmbêl,vago
669,faul::A,têmbêl,perezoso
670,fleißig::A,jêhatî,aplicado
671,fleißig::A,jêhatî,diligente
672,geizig::A,destgirtî,avaro
673,klug::A,baqil,sensato
674,klug::A,baqil,inteligente
675,geschickt::A,zîrek,hábil
676,geschickt::A,ziring,hábil
677,lieb::A,delal,querido
678,lustig::A,kêfxweş,alegre
679,sanft::A,nazenîn,suave
680,hungrig::A,birçî,hambriento
681,krank::A,nexweş,enfermo
682,nackt::A,rût,desnudo
683,nackt::A,tazî,desnudo
684,traurig::A,xemgîn,triste
685,lebendig::A,bisaxî,vivo
686,lebendig::A,bisaxî,viviente
687,gut::A,baş,bueno
688,schlecht::A,xerab,malo
689,richtig::A,rast,justo
690,richtig::A,rast,correcto
691,richtig::A,saxlem,justo
692,richtig::A,saxlem,correcto
693,schlimm::A,nebaş,malo
694,schlimm::A,nebaş,grave
695,wahr::A,rast,verídico
696,wahr::A,rast,verdadero
697,alt::A,pîr,viejo
698,alt::A,kevn,viejo
699,neu::A,nû,nuevo
700,ehemalig::A,kevnar,antiguo
701,ehemalig::A,peşidar,antiguo
702,alt[Lebewesen]::A,pîr,viejo
703,jung::A,xort,joven
704,arm::A,feqîr,pobre
705,arm::A,desteng,pobre
706,reich::A,dewlemend,rico
707,bekannt::A,naskirî,conocido
708,berühmt::A,navdar,famoso
709,berühmt::A,navdar,célebre
710,fremd::A,xerîb,extraño
711,verschieden::A,çîhê,diverso
712,verschieden::A,çîhê,distinto
713,verschieden::A,çîhê,diferente
714,nah::A,nêzîk,cercano
715,fern::A,dûr,lejano
716,linker::A,çepê,izquierdo
717,rechter::A,rastê,derecho
718,anderer::A,yê din,otro
719,erster::A,yekemîn,primero
720,zweiter::A,duda,segundo
721,dritter::A,sisêya,tercero
722,letzter::A,paşîn,último
723,allein::ADV,tenê,a solo
724,auf einmal::ADV,jar kê,de una vez
725,zusammen::ADV,tev,juntos
726,zusammen::ADV,bi hev re,juntos
727,lange::ADV,dirêj,mucho tiempo
728,plötzlich::ADV,ji nişkave,de repente
729,sofort::ADV,yekser,en seguida
730,später::ADV,paşiyê,más tarde
731,jetzt::ADV,nuha,ahora
732,heute::ADV,îro,hoy
733,morgen::ADV,sibeh,mañana
734,bald::ADV,nêzîk,pronto
735,bald::ADV,nêzîk,en breve
736,dann::ADV,paşê,luego
737,dann::ADV,paşê,entonces
738,gestern::ADV,do,ayer
739,einst::ADV,jar ke,antaño
740,damals::ADV,hîngî,entonces
741,danach::ADV,piştra,después
742,vorher::ADV,pîşî,antes
743,zuerst::ADV,bere,primero
744,einmal::ADV,çarik,una vez
745,manchmal::ADV,çarna,a veces
746,oft::ADV,gelek çaran,a menudo
747,oft::ADV,gelek çaran,con frecuencia
748,immer::ADV,daîm,siempre
749,niemals::ADV,tu çar,jamás
750,hier::ADV,li vir,aquí
751,hierhin::ADV,vir,acá
752,von hier::ADV,ji vir,desde aquí
753,dort::ADV,li wê derê,ahí
754,dort::ADV,li wê derê,allí
755,dorthin::ADV,wêda,allí
756,dorthin::ADV,wêda,hacia allí
757,geradeaus::ADV,rastê rast,todo derecho
758,vorwärts::ADV,ber bi pêş,adelante
759,rückwärts::ADV,paşpê,hacia atrás
760,zurück::ADV,paşdo,atrás
761,zurück::ADV,paşvê,atrás
762,unten::ADV,jêrî,abajo
763,hinab::ADV,berjêr,hacia abajo
764,oben::ADV,banî,arriba
765,hinauf::ADV,banî,hacia arriba
766,überall::ADV,li her derê,por todas partes
767,nicht::ADV,ne,no
768,nicht::ADV,nîn,no
769,nicht::ADV,tine,no
770,ein wenig::ADV,hebkî,un poco
771,kaum::ADV,tema,apenas
772,kaum::ADV,himangi,apenas
773,sehr::ADV,gelek,muy
774,sehr::ADV,gelek,mucho
775,so::ADV,weha,tan
776,noch::ADV,hêj,aún
777,noch::ADV,hêj,todavía
778,noch::ADV,dîsa,aún
779,noch::ADV,dîsa,todavía
780,nur::ADV,tenê,solamente
781,nur::ADV,bes,solamente
782,schon::ADV,hew,ya
783,wieder::ADV,jar din,de nuevo
784,wieder::ADV,dîsa,de nuevo
785,vergebens::ADV,deya çun,en vano
786,vergebens::ADV,îfleh bûn,en vano
787,vor::PRP,li ber,antes de
788,vor::PRP,li ber,delante de
789,hinter::PRP,li pişt,tras
790,hinter::PRP,li pişt,detrás de
791,unter::PRP,li bin,bajo
792,unter::PRP,li bin,debajo de
793,durch::PRP,kura,por
794,durch::PRP,kura,a través de
795,neben::PRP,li ba,al lado de
796,zwischen::PRP,nabeyne,entre
797,zwischen::PRP,di nav...da,entre
798,wegen::PRP,ji bo,por
799,wegen::PRP,ji bo,a causa de
800,wegen::PRP,ji ber,por
801,wegen::PRP,ji ber,a causa de
802,dies::PRN,ev,esto
803,das::PRN,ev,eso
804,das::PRN,ev,esto
805,alles::PRN,hemû,todo
806,ich::PRN,ez,yo
807,du::PRN,tu,tú
808,er::PRN,wî,él
809,wir::PRN,êm,nosotros
810,ihr::PRN,hûn,vosotros
811,sie::PRN,we,ellos
812,was::FPRN,çi,qué
813,wer::FPRN,ki,quién
814,wo::FADV,li ku dere,dónde
815,wohin::FADV,li ku dere,adónde
816,wohin::FADV,li ku dere,hacia dónde
817,wie::FADV,çawa,cómo
818,warum::FADV,çima,por qué
819,wieviel::FNUM,çend,cuánto
820,eins::NUM,yek,uno
821,zwei::NUM,didu,dos
822,drei::NUM,sisê,tres
823,vier::NUM,çar,cuatro
824,fünf::NUM,penç,cinco
825,sechs::NUM,şeş,seis
826,sieben::NUM,heft,siete
827,acht::NUM,heşt,ocho
828,neun::NUM,neh,nueve
829,zehn::NUM,deh,diez
830,elf::NUM,yazdeh,once
