,Concept_ID,ps,ro
76,Wasser::N,اوبه,apă
77,Stein::N,ډبره,piatră
78,Boden::N,مځکه,sol
79,Boden::N,مځکه,pământ
80,Erde::N,خاوره,pământ
81,Staub::N,ګرد,praf
82,Staub::N,خاوره,praf
83,Rauch::N,دود,fum
84,Rauch::N,لوګی,fum
85,Funke::N,سپرغۍ,scânteie
86,Feuer::N,اور,foc
87,Licht::N,رڼا,lumină
88,Schatten::N,سیوری,umbră
89,Wetter::N,هوا,timp
90,Wetter::N,هوا,vreme
91,Nebel::N,لړه,ceață
92,Nebel::N,لړه,negură
93,Wolke::N,ورېځ,nor
94,Regen::N,وریا,ploaie
95,Regen::N,باران,ploaie
96,Schnee::N,واوره,zăpadă
97,Eis::N,یخ,gheață
98,Eis::N,کنګل,gheață
99,Frost::N,یخ,ger
100,Kälte::N,ساړه,frig
101,Hitze::N,تودوخي,arșiță
102,Hitze::N,تودوخي,căldură
103,Raureif::N,سپینه پرخه,chiciură
104,Regenbogen::N,بوډۍ ټال,curcubeu
105,Regenbogen::N,سره زرغونه,curcubeu
106,Donner::N,تالنده,tunet
107,Strömung::N,بهېدنه,curent
108,Tropfen::N,قطره,picătură
109,Tropfen::N,څاڅکی,picătură
110,Schaum::N,ځګ,spumă
111,Schmutz::N,ناپاکي,murdărie
112,See::N,جهیل,lac
113,Sumpf::N,جبه,mlaștină
114,Moor::N,جبه,bărăgan
115,Wiese::N,چمن,fânaț
116,Wiese::N,چمن,livadă
117,Wiese::N,شنېلی,fânaț
118,Wiese::N,شنېلی,livadă
119,Wald::N,ځنګل,codru
120,Wald::N,ځنګل,pădure
121,Hügel::N,تپه,deal
122,Hügel::N,تپه,movilă
123,Anhöhe::N,غونډۍ,deal
124,Anhöhe::N,غونډۍ,ridicătură
125,Berg::N,غ‍‍‍‍‍ر,munte
126,Gipfel::N,څوکه,pisc
127,Höhle::N,کاز,peșteră
128,Abhang::N,لمن,pantă
129,Abhang::N,لمن,versant
130,Quelle::N,چینه,izvor
131,Bach::N,واله,gârlă
132,Fluss::N,سیند,râu
133,Fluss::N,سیند,fluviu
134,Ufer::N,غاړه,mal
135,Ufer::N,غاړه,țărm
136,Küste::N,ساحل,coastă
137,Festland::N,وچه,uscat
138,Meer::N,بحر,mare
139,Meer::N,سمندر,mare
140,Bucht::N,کارۍ,golf
141,Insel::N,ټاپو,insulă
142,Insel::N,جزيره,insulă
143,Blume::N,ګل,floare
144,Gras::N,واښه,iarbă
145,Wurzel::N,ریښه,rădăcină
146,Baum::N,ونه,copac
147,Baum::N,ونه,arbore
148,Stamm::N,ډډ,tulpină
149,Rinde::N,پوستکی,scoarță
150,Ast::N,ښاخ,cracă
151,Ast::N,ښاخ,creangă
152,Zweig::N,څانګه,ramură
153,Zweig::N,څانګه,creangă
154,Blatt::N,پاڼه,frunză
155,Birke::N,توس,mesteacăn
156,Kiefer[Baum]::N,نښتر,pin
157,Weide[Baum]::N,وله,salcie
158,Weide[Baum]::N,وله,răchită
159,Tanne::N,ناجو,brad
160,Horn::N,ښکر,corn
161,Feder::N,بڼکه,pană
162,Fell::N,پوستکی,piele
163,Flügel::N,وزر,aripă
164,Klaue::N,پنجه,gheară
165,Klaue::N,منګول,gheară
166,Kralle::N,پنجه,labă
167,Kralle::N,پنجه,gheară
168,Kralle::N,منګول,labă
169,Kralle::N,منګول,gheară
170,Schwanz::N,لکۍ,coadă
171,Ei::N,وۍ,ou
172,Ei::N,هګۍ,ou
173,Nest::N,جاله,cuib
174,Bau::N,کاز,bârlog
175,Bau::N,کاز,vizuină
176,Tier::N,ژوی,animal
177,Tier::N,حیوان,animal
178,Herde::N,رمه,turmă
179,Herde::N,رمه,cireadă
180,Herde::N,غېله,turmă
181,Herde::N,غېله,cireadă
182,Kuh::N,غوا,vacă
183,Bulle::N,غوئی,taur
184,Pferd::N,آس,cal
185,Schaf::N,پسه,oaie
186,Schwein::N,سرکوزی,porc
187,Hund::N,سپی,câine
188,Katze::N,پشه,pisică
189,Bär::N,خرس,urs
190,Eichhörnchen::N,خړ لمی,veveriță
191,Elch::N,ګوزن,elan
192,Fuchs::N,سپلم,vulpe
193,Hase::N,سوی,iepure
194,Maus::N,مږک,șoarece
195,Wolf::N,لېوه,lup
196,Vogel::N,مرغه,pasăre
197,Schwarm::N,سېل,cârd
198,Huhn::N,چرګه,găină
199,Hahn::N,چرګ,cocoș
200,Gans::N,بته,gâscă
201,Adler::N,عقاب,vultur
202,Ente::N,ایلۍ,rață
203,Eule::N,ګونګی,bufniță
204,Kranich::N,کلنګ,cocor
205,Krähe::N,کارغه,cioară
206,Kuckuck::N,فاخته,cuc
207,Schwan::N,قو,lebădă
208,Fisch::N,کب,pește
209,Fisch::N,ماهی,pește
210,Schlange[Tier]::N,مار,șarpe
211,Wurm::N,چینجی,vierme
212,Spinne::N,غڼه,păianjen
213,Spinne::N,تارکښ,păianjen
214,Ameise::N,مېږی,furnică
215,Laus::N,سپږه,păduche
216,Mücke::N,ماشی,țânțar
217,Fliege::N,مچ,muscă
218,Schmetterling::N,پتنګ,fluture
219,Beere::N,مېوۍ,boabă
220,Apfel::N,مڼه,măr
221,Pilz::N,خرېړی,burete
222,Pilz::N,خرېړی,ciupercă
223,Zwiebel::N,پیاز,ceapă
224,Saat::N,تخم,semănătură
225,Korn::N,تخم,grâu
226,Korn::N,دانه,grâu
227,Heu::N,بوس,fân
228,Heu::N,پروړه,fân
229,Schale::N,پوستکی,coajă
230,Grube::N,کنده,groapă
231,Falle::N,دام,cursă
232,Falle::N,دام,capcană
233,Falle::N,لومه,cursă
234,Falle::N,لومه,capcană
235,Schlinge::N,کړۍ,laț
236,Spur::N,نښه,dâră
237,Asche::N,آس,cenușă
238,Asche::N,ایره,cenușă
239,Dreck::N,ناپاکي,noroi
240,Dreck::N,ناپاکي,murdărie
241,Eisen::N,اوسپنه,fier
242,Gold::N,سره زر,aur
243,Silber::N,نقره,argint
244,Silber::N,سپین زر,argint
245,Kohle::N,سکور,cărbune
246,Kohle::N,سکاره,cărbune
247,Glas::N,ښيښه,sticlă
248,Lehm::N,خټه,lut
249,Lehm::N,خټه,humă
250,Sand::N,شګه,nisip
251,Mensch::N,انسان,om
252,Mensch::N,انسان,persoană
253,Mann::N,سړی,om
254,Mann::N,سړی,bărbat
255,Mann::N,نارینه,om
256,Mann::N,نارینه,bărbat
257,Frau::N,ښځه,femeie
258,Kind::N,بچی,copil
259,Kind::N,ماشوم,copil
260,Junge::N,هلک,băiat
261,Junge::N,هلک,flăcău
262,Mädchen::N,نجلۍ,fată
263,Familie::N,کورنۍ,familie
264,Großvater::N,بابا,bunic
265,Großvater::N,بابا,tată mare
266,Großmutter::N,انا,bunică
267,Großmutter::N,انا,mamă mare
268,Eltern::N,مور او پلار,părinți
269,Vater::N,پلار,tată
270,Vater::N,پلار,părinte
271,Mutter::N,مور,mamă
272,Sohn::N,زوی,fiu
273,Sohn::N,زوی,fecior
274,Tochter::N,لور,fiică
275,Bruder::N,ورور,frate
276,Schwester::N,خور,soră
277,Onkel::N,تره,unchi
278,Onkel::N,ماما,unchi
279,Tante::N,خاله,mătușă
280,Ehemann::N,مېړه,soț
281,Ehemann::N,مېړه,bărbat
282,Ehefrau::N,مېرمن,soție
283,Freude::N,خوشحالي,bucurie
284,Gelächter::N,خندا,râset
285,Glück::N,بخت,fericire
286,Kummer::N,غم,mâhnire
287,Wunsch::N,هيله,dorință
288,Wunsch::N,هيله,deziderat
289,Wunsch::N,غوښتنه,dorință
290,Wunsch::N,غوښتنه,deziderat
291,Lust::N,شوق,poftă
292,Lust::N,شوق,înclinare
293,Lust::N,مینه,poftă
294,Lust::N,مینه,înclinare
295,Geist::N,روح,duh
296,Geist::N,روح,minte
297,Geist::N,روح,suflet
298,Gedanke::N,فکر,gând
299,Gedanke::N,فکر,cuget
300,Gedächtnis::N,یاد,memorie
301,Gedächtnis::N,حافظه,memorie
302,Verstand::N,عقل,minte
303,Verstand::N,عقل,intelect
304,Verstand::N,شعور,minte
305,Verstand::N,شعور,intelect
306,Sinn::N,معنی,sens
307,Sinn::N,معنی,înțeles
308,Grund::N,علت,cauză
309,Grund::N,علت,pricină
310,Grund::N,اساس,cauză
311,Grund::N,اساس,pricină
312,Wahrheit::N,حقیقت,adevăr
313,Gespräch::N,مرکه,convorbire
314,Gespräch::N,مرکه,conversație
315,Gespräch::N,خبرې اترې,convorbire
316,Gespräch::N,خبرې اترې,conversație
317,Märchen::N,افسانه,basm
318,Märchen::N,افسانه,poveste
319,Erzählung::N,قصه,poveste
320,Erzählung::N,کیسه,poveste
321,Nachricht::N,خبر,veste
322,Neuigkeit::N,نوی خبر,noutate
323,Neuigkeit::N,نوی خبر,actualitate
324,Name::N,نوم,nume
325,Rätsel::N,کیسۍ,ghicitoare
326,Rätsel::N,چیستان,ghicitoare
327,Rede::N,وینا,discurs
328,Sprache::N,ژبه,limbă
329,Sprache::N,ژبه,limbaj
330,Stimme::N,غږ,glas
331,Stimme::N,اواز,glas
332,Wort::N,لغت,cuvânt
333,Wort::N,کلمه,cuvânt
334,Zeichen::N,نښه,semn
335,Zeichen::N,نښه,semnal
336,Zeichen::N,اشاره,semn
337,Zeichen::N,اشاره,semnal
338,Ruf::N,ږغ,chemare
339,Ruf::N,بلنه,chemare
340,Lärm::N,غالمغال,zgomot
341,Lärm::N,غالمغال,tărăboi
342,Laut::N,ږغ,sunet
343,Ton::N,اواز,ton
344,Lied::N,غزله,cântec
345,Lied::N,سندره,cântec
346,Ruhe::N,ارامي,odihnă
347,Ruhe::N,ارامي,liniște
348,Leute::N,خلک,lume
349,Leute::N,خلک,oameni
350,Volk::N,ولس,popor
351,Volk::N,ولس,națiune
352,Arbeit::N,کار,lucru
353,Gast::N,مېلمه,musafir
354,Geschenk::N,تحفه,dar
355,Geschenk::N,تحفه,cadou
356,Geschenk::N,سوغات,dar
357,Geschenk::N,سوغات,cadou
358,Spiel::N,لوبه,joc
359,Gesellschaft::N,ډله,societate
360,Hilfe::N,کومک,ajutor
361,Hilfe::N,مرسته,ajutor
362,Freund::N,ملګری,amic
363,Freund::N,ملګری,prieten
364,Kamerad::N,انډيوال,tovarăș
365,Angelegenheit::N,موضوع,afacere
366,Anzahl::N,شمېر,număr
367,Anzahl::N,شمېر,cantitate
368,Anzahl::N,تعداد,număr
369,Anzahl::N,تعداد,cantitate
370,Art::N,ډول,fel
371,Art::N,ډول,specie
372,Stück::N,ټوټه,bucată
373,Teil::N,برخه,parte
374,Teil::N,برخه,porție
375,Hälfte::N,نیم,jumătate
376,Kreis::N,دایره,cerc
377,Kreuz::N,صلیب,cruce
378,Linie::N,خط,linie
379,Linie::N,لیکه,linie
380,Strich::N,کرښه,linie
381,Strich::N,کرښه,trăsătură
382,Abstand::N,فاصله,distanță
383,Abstand::N,فاصله,depărtare
384,Entfernung::N,واټن,distanță
385,Entfernung::N,واټن,depărtare
386,Gegend::N,سیمه,regiune
387,Gegend::N,منطقه,regiune
388,Platz::N,ځای,loc
389,Ort::N,ځای,loc
390,Seite::N,مخ,latură
391,Seite::N,اړخ,latură
392,Mitte::N,وسط,centru
393,Mitte::N,مینځ,centru
394,Gegenstand::N,شی,obiect
395,Sache::N,شی,lucru
396,Sache::N,شی,chestie
397,Sache::N,څيز,lucru
398,Sache::N,څيز,chestie
399,Rand::N,څنډه,bordură
400,Rand::N,کناره,bordură
401,Kante::N,اړخ,muchie
402,Kante::N,اړخ,bordură
403,Ecke::N,ګوټ,colț
404,Spitze::N,څوکه,vârf
405,Spitze::N,څوکه,creștet
406,Ende::N,څوکه,capăt
407,Loch::N,سوری,gaură
408,Winkel::N,کنج,colț
409,Winkel::N,کوتی,colț
410,Muster::N,نمونه,desen
411,Größe::N,قد,mărime
412,Größe::N,لويوالی,mărime
413,Länge::N,طول,lungime
414,Länge::N,اوږد والی,lungime
415,Höhe::N,جګوالی,înălțime
416,Gewicht::N,وزن,greutate
417,Menge::N,اندازه,cantitate
418,Haufen::N,کوټه,grămadă
419,Reihe::N,صف,șir
420,Reihe::N,صف,rând
421,Reihe::N,کتار,șir
422,Reihe::N,کتار,rând
423,Boot::N,قايق,barcă
424,Boot::N,قايق,luntre
425,Ruder::N,چپه,vâslă
426,Ruder::N,چپه,lopată
427,Schlitten::N,ښویېدونی,sanie
428,Ski::N,سکي,schi
429,Lagerfeuer::N,اور,foc de tabără
430,Last::N,بار,povară
431,Last::N,بار,sarcină
432,Last::N,پېټی,povară
433,Last::N,پېټی,sarcină
434,Gang::N,تګ,mers
435,Gang::N,تګ,umblet
436,Schritt::N,ګام,pas
437,Norden::N,شمال,nord
438,Norden::N,شمال,miazănoapte
439,Süden::N,سوېل,sud
440,Süden::N,سوېل,miazăzi
441,Westen::N,لوېدېځ,apus
442,Osten::N,شرق,est
443,Osten::N,شرق,răsărit
444,Osten::N,ختیځ,est
445,Osten::N,ختیځ,răsărit
446,Holz::N,لرګی,lemn
447,Brett::N,تخته,scândură
448,Platte::N,تخته,placă
449,Stütze::N,تکیوان,proptea
450,Stange::N,ډاګه,bară
451,Stange::N,ډاګه,prăjină
452,Stock::N,لرګی,băț
453,Stock::N,لرګی,baston
454,Stab::N,چيخله,baston
455,Stab::N,چيخله,prăjină
456,Rohr::N,نل,tub
457,Rohr::N,نل,țeavă
458,Haus::N,کور,casă
459,Heim::N,کور,casă
460,Heim::N,کور,cămin
461,Ofen::N,تودنۍ,sobă
462,Fußboden::N,غولی,podea
463,Fußboden::N,غولی,dușumea
464,Tisch::N,مېز,masă
465,Stuhl::N,چوکۍ,scaun
466,Wiege::N,زانګو,leagăn
467,Bett::N,کټ,pat
468,Bett::N,چپرکټ,pat
469,Regal::N,تاخچۍ,rafturi
470,Kiste::N,صندوق,ladă
471,Kiste::N,صندوق,cutie
472,Fenster::N,کړکۍ,fereastră
473,Tür::N,دروازه,ușă
474,Tor::N,دروازه,poartă
475,Zaun::N,کټاره,gard
476,Dach::N,بام,acoperiș
477,Leiter::N,زينه,scară
478,Besen::N,جارو,mătură
479,Spaten::N,یوم,cazma
480,Spaten::N,یوم,hârleț
481,Schaufel::N,بېلچه,lopată
482,Gabel::N,پنجه,furculiță
483,Löffel::N,کاشوغه,lingură
484,Messer::N,چاقو,cuțit
485,Nagel::N,ميخ,cui
486,Netz::N,جال,plasă
487,Haken::N,څنګک,cârlig
488,Griff::N,لاستی,mâner
489,Schloss::N,کلپ,lacăt
490,Bild::N,رسم,tablou
491,Bild::N,رسم,imagine
492,Figur::N,قدوقامت,chip
493,Figur::N,قدوقامت,figură
494,Puppe::N,ګوډۍ,păpușă
495,Beutel::N,کڅوړه,pungă
496,Beutel::N,کڅوړه,săculeț
497,Bündel::N,دسته,mănunchi
498,Tasche::N,بکس,geantă
499,Tasche::N,توبره,geantă
500,Eimer::N,سطل,găleată
501,Deckel::N,سرپوښ,capac
502,Geschirr::N,لوښی,vase
503,Geschirr::N,لوښی,tacâmuri
504,Sack::N,جوال,sac
505,Tasse::N,پیاله,ceașcă
506,Topf::N,دېګی,oală
507,Kessel::N,دېګ,cazan
508,Kessel::N,دېګ,căldare
509,Essen::N,خوراک,mâncare
510,Nahrung::N,خوراک,hrană
511,Nahrung::N,خوراک,aliment
512,Speise::N,خواړه,bucate
513,Speise::N,خواړه,fel de bucate
514,Fleisch::N,غوښه,carne
515,Getreide::N,غله,cereale
516,Brei::N,اوګره,pireu
517,Brot::N,ډوډۍ,pâine
518,Scheibe::N,مړۍ,felie
519,Scheibe::N,مړۍ,bucată
520,Fett::N,غوړي,untură
521,Fett::N,غوړي,grăsime
522,Butter::N,کوچ,unt
523,Öl::N,تېل,ulei
524,Salz::N,مالګه,sare
525,Suppe::N,شوربا,supă
526,Suppe::N,شوربا,ciorbă
527,Honig::N,شات,miere
528,Milch::N,شوده,lapte
529,Tee::N,چای,ceai
530,Leder::N,څرمن,piele
531,Wolle::N,پشم,lână
532,Stoff::N,ټوټه,stofă
533,Nadel::N,ستن,ac
534,Faden::N,تار,ață
535,Knopf::N,تڼۍ,buton
536,Knopf::N,تکمه,buton
537,Knoten::N,غوټه,nod
538,Farbe::N,رنګ,vopsea
539,Kleidung::N,کالي,haine
540,Kleidung::N,کالي,îmbrăcăminte
541,Hemd::N,کميس,cămașă
542,Kragen::N,غاړه,guler
543,Ärmel::N,لستوڼی,mânecă
544,Hose::N,پطلون,pantaloni
545,Gürtel::N,کمربند,cordon
546,Mütze::N,خولۍ,șapcă
547,Schuh::N,بوټ,gheată
548,Stiefel::N,موزه,cizmă
549,Ring::N,ګوته,inel
550,Ring::N,ګوته,verigă
551,Band::N,فيته,panglică
552,Band::N,فيته,șiret
553,Kamm::N,ګمنځ,pieptene
554,Spiegel::N,ایینه,oglindă
555,Spiegel::N,هنداره,oglindă
556,Riemen::N,تسمه,curea
557,Schnur::N,مزی,funie
558,Schnur::N,مزی,sfoară
559,Leine::N,رسۍ,lesă
560,Leine::N,رسۍ,curea
561,Decke::N,بړستن,pătură
562,Kissen::N,بالښت,pernă
563,Tuch::N,ټیکری,batic
564,Handtuch::N,دسمال,prosop
565,Handtuch::N,دسمال,ștergar
566,Kraft::N,زور,forță
567,Kraft::N,زور,putere
568,Kraft::N,توان,forță
569,Kraft::N,توان,putere
570,Stärke::N,قوت,tărie
571,Stärke::N,قوت,vigoare
572,Gesundheit::N,صحت,sănătate
573,Gesundheit::N,روغتیا,sănătate
574,Krankheit::N,مرض,boală
575,Krankheit::N,مرض,maladie
576,Krankheit::N,ناروغي,boală
577,Krankheit::N,ناروغي,maladie
578,Schmerz::N,درد,durere
579,Wunde::N,ټپ,rană
580,Wunde::N,زخم,rană
581,Fieber::N,تبه,febră
582,Arznei::N,دوا,leac
583,Arznei::N,دوا,medicament
584,Arznei::N,دارو,leac
585,Arznei::N,دارو,medicament
586,Brücke::N,پول,pod
587,Brücke::N,پول,punte
588,Brunnen::N,څاه,puț
589,Brunnen::N,کوهی,puț
590,Weide::N,وله,izlaz
591,Weide::N,وله,pășune
592,Pfad::N,تړه,cărare
593,Weg::N,لیار,drum
594,Straße::N,سړک,cale
595,Straße::N,سړک,stradă
596,Dorf::N,کلی,sat
597,Stadt::N,ښار,oraș
598,Brief::N,لیک,scrisoare
599,Brief::N,مکتوب,scrisoare
600,Buch::N,کتاب,carte
601,Buchstabe::N,حرف,literă
602,Buchstabe::N,حرف,caracter
603,Buchstabe::N,توری,literă
604,Buchstabe::N,توری,caracter
605,Zeitung::N,اخبار,ziar
606,Zeitung::N,اخبار,gazetă
607,Leben::N,ژوند,viață
608,Tod::N,مرګ,moarte
609,Tod::N,مړینه,moarte
610,Grab::N,قبر,groapă
611,Grab::N,قبر,mormânt
612,Grab::N,ډورۍ,groapă
613,Grab::N,ډورۍ,mormânt
614,Kirche::N,کلیسا,biserică
615,Sünde::N,ګناه,păcat
616,Gott::N,خدای,zeu
617,Arbeiter::N,کاریګر,muncitor
618,Chef::N,آمر,șef
619,Meister::N,استاد,meșter
620,Meister::N,استاد,maestru
621,Arzt::N,طبیب,medic
622,Arzt::N,طبیب,doctor
623,Arzt::N,ډاکټر,medic
624,Arzt::N,ډاکټر,doctor
625,Lehrer::N,معلم,profesor
626,Lehrer::N,معلم,învățător
627,Lehrer::N,ښوونکی,profesor
628,Lehrer::N,ښوونکی,învățător
629,Geld::N,پیسې,bani
630,Geld::N,پیسې,parale
631,Geschäft::N,سوداګري,treabă
632,Geschäft::N,سوداګري,afacere
633,Laden::N,دکان,magazin
634,Laden::N,دکان,prăvălie
635,Laden::N,مغازه,magazin
636,Laden::N,مغازه,prăvălie
637,Preis::N,بیه,preț
638,Ware::N,مال,marfă
639,Nutzen::N,ګټه,folos
640,Nutzen::N,ګټه,profit
641,Reichtum::N,شتمني,avuție
642,Reichtum::N,شتمني,bogăție
643,Welt::N,نړۍ,lume
644,Welt::N,دنیا,lume
645,Land::N,هېواد,țară
646,Staat::N,دولت,stat
647,König::N,باچا,rege
648,König::N,پادشاه,rege
649,Macht::N,قدرت,putere
650,Macht::N,قدرت,putință
651,Grenze::N,حد,hotar
652,Grenze::N,حد,graniță
653,Grenze::N,حد,frontieră
654,Grenze::N,سرحد,hotar
655,Grenze::N,سرحد,graniță
656,Grenze::N,سرحد,frontieră
657,Krieg::N,جګړه,război
658,Feind::N,دښمن,dușman
659,Gewalt::N,زور,violență
660,Gewalt::N,تشدد,violență
661,Kampf::N,جنګ,luptă
662,Kampf::N,مبارزه,luptă
663,Bogen[Waffe]::N,لیندۍ,arc
664,Pfeil::N,غشی,săgeată
665,Gewehr::N,ټوپک,armă
666,Gewehr::N,ټوپک,pușcă
667,Fehler::N,خطا,eroare
668,Fehler::N,خطا,greșeală
669,Fehler::N,غلطي,eroare
670,Fehler::N,غلطي,greșeală
671,Lüge::N,دروغ,minciună
672,Schaden::N,زیان,daună
673,Schaden::N,زیان,pagubă
674,Schaden::N,تاوان,daună
675,Schaden::N,تاوان,pagubă
676,Unglück::N,بدبختي,nenorocire
677,Schuld::N,ګناه,vină
678,Alter::N,منګ,etate
679,Alter::N,منګ,vârstă
680,Schluss::N,اخر,sfârșit
681,Zeit::N,وخت,timp
682,Zeit::N,وخت,vreme
683,Tag::N,ورځ,zi
684,Morgen::N,سبا,dimineață
685,Morgen::N,سهار,dimineață
686,Mittag::N,غرمه,prânz
687,Mittag::N,غرمه,amiază
688,Abend::N,ماښام,seară
689,Nacht::N,شپه,noapte
690,Woche::N,اونۍ,săptămână
691,Monat::N,مياشت,lună
692,Jahr::N,کال,an
693,Frühling::N,پسرلی,primăvară
694,Sommer::N,دوبی,vară
695,Herbst::N,منی,toamnă
696,Herbst::N,خزان,toamnă
697,Winter::N,ژمی,iarnă
698,Januar::N,جنوري,ianuarie
699,Februar::N,فبروري,februarie
700,März::N,مارچ,martie
701,April::N,اپریل,aprilie
702,Mai::N,مې,mai
703,Juni::N,جون,iunie
704,Juli::N,جولای,iulie
705,August::N,اګست,august
706,September::N,سپټامبر,septembrie
707,Oktober::N,اکتوبر,octombrie
708,November::N,نومبر,noiembrie
709,Dezember::N,دسمبر,decembrie
710,Montag::N,دوشنبه,luni
711,Dienstag::N,سه شنبه,marți
712,Mittwoch::N,چارشنبه,miercuri
713,Donnerstag::N,پنجشنبه,joi
714,Freitag::N,جمعه,vineri
715,Samstag::N,خالي,sâmbătă
716,Sonntag::N,یکشنبه,duminică
717,groß::A,لوی,mare
718,klein::A,وړوکی,mic
719,lang::A,اوړد,lung
720,kurz::A,لنډ,scurt
721,breit::A,پراخه,lat
722,breit::A,پراخه,larg
723,schmal::A,تنګ,strâmt
724,dicht::A,ګڼ,des
725,dick[Gegenstand]::A,پنډ,gros
726,dünn::A,نری,subțire
727,fein::A,نازک,fin
728,fein::A,نازک,subțire
729,fest::A,کلک,tare
730,fest::A,کلک,solid
731,fest::A,ټینګ,tare
732,fest::A,ټینګ,solid
733,flach::A,هوار,șes
734,flach::A,هوار,plan
735,glatt::A,ښوی,lins
736,hart::A,کلک,dur
737,weich::A,نرم,moale
738,weich::A,پوست,moale
739,rund::A,ګرد,rotund
740,rund::A,ګرد,circular
741,spitz::A,تېره,ascuțit
742,scharf::A,تېز,tăios
743,scharf::A,تېز,ascuțit
744,scharf::A,تېره,tăios
745,scharf::A,تېره,ascuțit
746,stumpf::A,پڅ,tocit
747,schwer::A,دروند,greu
748,schön::A,ښکلی,frumos
749,heiß::A,تود,cald
750,heiß::A,تود,fierbinte
751,warm::A,تود,cald
752,warm::A,تود,fierbinte
753,kalt::A,ېخ,rece
754,kalt::A,سوړ,rece
755,kühl::A,ېخ,rece
756,kühl::A,ېخ,răcoros
757,kühl::A,سوړ,rece
758,kühl::A,سوړ,răcoros
759,frisch::A,تازه,răcoros
760,frisch::A,تازه,proaspăt
761,feucht::A,مرطوب,umed
762,feucht::A,مرطوب,jilav
763,nass::A,لوند,ud
764,trocken::A,وچ,sec
765,trocken::A,وچ,uscat
766,voll::A,ډک,plin
767,leer::A,خالی,gol
768,offen::A,خلاص,deschis
769,offen::A,پرانیستی,deschis
770,geschlossen::A,تړلی,închis
771,sauber::A,پاک,curat
772,schmutzig::A,چټل,murdar
773,roh::A,خام,crud
774,reif::A,پوخ,copt
775,reif::A,رسېدلی,copt
776,lecker::A,خوندور,gustos
777,lecker::A,مزه دار,gustos
778,süß::A,خوږ,dulce
779,süß::A,شیرین,dulce
780,bitter::A,تریخ,amar
781,sauer::A,ټاک,acru
782,sauer::A,تريو,acru
783,hell::A,روڼ,clar
784,hell::A,روڼ,luminos
785,hell::A,روښان,clar
786,hell::A,روښان,luminos
787,dunkel::A,تیاره,obscur
788,dunkel::A,تیاره,întunecos
789,schwarz::A,تور,negru
790,weiß::A,سپين,alb
791,rot::A,سور,roșu
792,gelb::A,زېړ,galben
793,blau::A,شین,albastru
794,blau::A,اسماني رنګه,albastru
795,grün::A,زرغون,verde
796,grau::A,خړ,gri
797,grau::A,خړ,cenușiu
798,bunt::A,رنګارنګ,colorat
799,billig::A,ارزان,ieftin
800,teuer::A,ګران,scump
801,wertvoll::A,قیمتي,prețios
802,blind::A,ړوند,orb
803,taub::A,کوڼ,surd
804,kräftig::A,قوی,tare
