,Concept_ID,hu,da
203,Schale::N,héj,skræl
204,Grube::N,verem,grav
205,Falle::N,csapda,fælde
206,Schlinge::N,tőr,snare
207,Spur::N,nyom,spor
208,Asche::N,hamu,aske
209,Dreck::N,sár,snavs
210,Dreck::N,piszok,snavs
211,Eisen::N,vas,jern
212,Gold::N,arany,guld
213,Silber::N,ezüst,sølv
214,Kohle::N,szén,kul
215,Glas::N,üveg,glas
216,Lehm::N,agyag,ler
217,Lehm::N,vályog,ler
218,Sand::N,homok,sand
219,Mensch::N,ember,mennesge
220,Mann::N,úr,mand
221,Mann::N,férfi,mand
222,Frau::N,nő,kvinde
223,Frau::N,asszony,kvinde
224,Kind::N,gyerek,barn
225,Kind::N,gyermek,barn
226,Junge::N,fiú,dreng
227,Mädchen::N,lány,pige
228,Familie::N,család,familie
229,Großvater::N,nagyapa,bedstefar
230,Großmutter::N,nagyanya,bedstemor
231,Eltern::N,szülők,forældre
232,Vater::N,apa,far
233,Vater::N,atya,far
234,Mutter::N,anya,mor
235,Sohn::N,fiú,søn
236,Tochter::N,lány,datter
237,Bruder::N,fivér,bror
238,Bruder::N,testvér,bror
239,Schwester::N,nővér,søster
240,Schwester::N,lánytestvér,søster
241,Onkel::N,nagybácsi,onkel
242,Tante::N,nagynéni,tante
243,Ehemann::N,férj,ægtemand
244,Ehefrau::N,feleség,hustru
245,Freude::N,öröm,glæde
246,Gelächter::N,nevetés,latter
247,Gelächter::N,hahotázás,latter
248,Glück::N,boldogság,lykke
249,Kummer::N,bánat,sorg
250,Wunsch::N,óhaj,ønske
251,Lust::N,kedv,lyst
252,Geist::N,elme,ånd
253,Geist::N,szellem,ånd
254,Gedanke::N,gondolat,tanke
255,Gedächtnis::N,emlékezet,hukommelse
256,Verstand::N,ész,forstand
257,Verstand::N,értelem,forstand
258,Sinn::N,értelem,mening
259,Sinn::N,értelem,betydning
260,Grund::N,ok,grund
261,Grund::N,alap,grund
262,Wahrheit::N,igaz,sandhed
263,Wahrheit::N,igazság,sandhed
264,Gespräch::N,beszélgetés,samtale
265,Märchen::N,mese,eventyr
266,Erzählung::N,elbeszélés,fortælling
267,Nachricht::N,hír,efterretning
268,Nachricht::N,híradás,efterretning
269,Neuigkeit::N,újság,nyhed
270,Name::N,név,navn
271,Rätsel::N,rejtvény,gåde
272,Rede::N,beszéd,tale
273,Rede::N,szónoklat,tale
274,Sprache::N,nyelv,sprog
275,Stimme::N,hang,stemme
276,Wort::N,szó,ord
277,Zeichen::N,jel,tegn
278,Ruf::N,kiáltás,råb
279,Lärm::N,zaj,larm
280,Laut::N,hang,lyd
281,Ton::N,hang,tone
282,Lied::N,dal,sang
283,Lied::N,ének,sang
284,Ruhe::N,csend,ro
285,Ruhe::N,csend,hvile
286,Ruhe::N,nyugalom,ro
287,Ruhe::N,nyugalom,hvile
288,Leute::N,emberek,folk
289,Leute::N,emberek,mennesker
290,Volk::N,nép,folk
291,Arbeit::N,dolog,arbejde
292,Gast::N,vendég,gæst
293,Geschenk::N,ajándék,gave
294,Spiel::N,játék,leg
295,Gesellschaft::N,társaság,selskab
296,Hilfe::N,segítség,hjælp
297,Freund::N,barát,ven
298,Kamerad::N,társ,kammerat
299,Angelegenheit::N,ügy,sag
300,Angelegenheit::N,ügy,anliggende
301,Anzahl::N,szám,antal
302,Art::N,faj,art
303,Art::N,fajta,art
304,Stück::N,darab,stykke
305,Teil::N,rész,del
306,Hälfte::N,fél,halvdel
307,Kreis::N,kör,cirkel
308,Kreuz::N,kereszt,kors
309,Kreuz::N,kereszt,kryds
310,Linie::N,vonal,linie
311,Strich::N,vonás,streg
312,Abstand::N,köz,afstand
313,Entfernung::N,távolság,afstand
314,Gegend::N,táj,egn
315,Gegend::N,vidék,egn
316,Platz::N,hely,plads
317,Ort::N,hely,sted
318,Seite::N,fél,side
319,Seite::N,oldal,side
320,Mitte::N,közép,midte
321,Gegenstand::N,tárgy,genstand
322,Sache::N,dolog,sag
323,Rand::N,szél,rand
324,Rand::N,perem,rand
325,Rand::N,szegély,rand
326,Kante::N,él,kant
327,Ecke::N,sarok,hjørne
328,Ecke::N,szöglet,hjørne
329,Spitze::N,csúcs,spids
330,Ende::N,vég,ende
331,Loch::N,lyuk,hul
332,Winkel::N,szög,vinkel
333,Muster::N,minta,mønster
334,Größe::N,nagyság,størrelse
335,Länge::N,hossz,længde
336,Länge::N,hosszúság,længde
337,Höhe::N,magasság,højde
338,Gewicht::N,súly,vægt
339,Menge::N,sokaság,mængde
340,Menge::N,mennyiség,mængde
341,Haufen::N,halom,bunke
342,Reihe::N,sor,række
343,Boot::N,csónak,båd
344,Ruder::N,evező,åre
345,Schlitten::N,szánkó,kælk
346,Schlitten::N,szánkó,slæde
347,Ski::N,sí,ski
348,Lagerfeuer::N,tábortűz,lejrbål
349,Last::N,teher,last
350,Last::N,teher,byrde
351,Gang::N,járás,gang
352,Schritt::N,lépés,skridt
353,Norden::N,észak,nord
354,Süden::N,dél,syd
355,Westen::N,nyugat,vest
356,Osten::N,kelet,øst
357,Holz::N,fa,træ
358,Brett::N,deszka,bræt
359,Platte::N,lap,plade
360,Platte::N,lemez,plade
361,Stütze::N,támasz,støtte
362,Stütze::N,támaszték,støtte
363,Stange::N,rúd,stang
364,Stange::N,pózna,stang
365,Stock::N,pálca,stok
366,Stab::N,bot,stav
367,Rohr::N,cső,rør
368,Haus::N,ház,hus
369,Heim::N,otthon,hjem
370,Ofen::N,kályha,ovn
371,Fußboden::N,padló,gulv
372,Tisch::N,asztal,bord
373,Stuhl::N,szék,stol
374,Wiege::N,bölcső,vugge
375,Bett::N,ágy,seng
376,Regal::N,polc,reol
377,Regal::N,állvány,reol
378,Kiste::N,láda,kasse
379,Fenster::N,ablak,vindue
380,Tür::N,ajtó,dør
381,Tor::N,kapu,port
382,Zaun::N,kerítés,stakit
383,Dach::N,tető,tag
384,Leiter::N,létra,stige
385,Besen::N,seprű,kost
386,Spaten::N,ásó,spade
387,Schaufel::N,lapát,skovl
388,Gabel::N,villa,gaffel
389,Löffel::N,kanál,ske
390,Messer::N,kés,kniv
391,Nagel::N,szeg,søm
392,Netz::N,háló,net
393,Haken::N,kampó,krog
394,Griff::N,nyél,tag
395,Griff::N,nyél,håndtag
396,Griff::N,fogantyú,tag
397,Griff::N,fogantyú,håndtag
398,Schloss::N,zár,lås
399,Bild::N,kép,billede
400,Figur::N,alak,figur
401,Puppe::N,bábu,dukke
402,Beutel::N,zacskó,pose
403,Bündel::N,köteg,bylt
404,Bündel::N,köteg,bundt
405,Tasche::N,táska,taske
406,Eimer::N,vödör,spand
407,Deckel::N,fedő,låg
408,Deckel::N,fedél,låg
409,Geschirr::N,edény,husgeråd
410,Sack::N,zsák,sæk
411,Tasse::N,csésze,kop
412,Topf::N,fazék,gryde
413,Kessel::N,üst,kedel
414,Kessel::N,bogrács,kedel
415,Essen::N,evés,måltid
416,Essen::N,étkezés,måltid
417,Nahrung::N,ennivaló,mad
418,Nahrung::N,ennivaló,næring
419,Speise::N,étel,ret
420,Fleisch::N,hús,kød
421,Getreide::N,gabona,korn
422,Brei::N,pép,grød
423,Brei::N,kása,grød
424,Brot::N,kenyér,brød
425,Scheibe::N,szelet,skive
426,Fett::N,háj,fedt
427,Fett::N,zsír,fedt
428,Butter::N,vaj,smør
429,Öl::N,olaj,olie
430,Salz::N,só,salt
431,Suppe::N,leves,suppe
432,Honig::N,méz,honning
433,Milch::N,tej,mælk
434,Tee::N,tea,te
435,Leder::N,bőr,skind
436,Wolle::N,gyapjú,uld
437,Stoff::N,szövet,stof
438,Nadel::N,tű,nål
439,Faden::N,fonál,tråd
440,Knopf::N,gomb,knap
441,Knoten::N,csomó,knude
442,Farbe::N,szín,farve
443,Farbe::N,festék,farve
444,Kleidung::N,ruha,påklædning
445,Kleidung::N,ruházat,påklædning
446,Hemd::N,ing,skjorte
447,Kragen::N,gallér,krave
448,Ärmel::N,ujj,ærme
449,Hose::N,gatya,bukser
450,Hose::N,nadrág,bukser
451,Gürtel::N,öv,bælte
452,Mütze::N,sapka,hue
453,Schuh::N,cipő,sko
454,Stiefel::N,csizma,støvle
455,Ring::N,gyűrű,ring
456,Band::N,szalag,bånd
457,Kamm::N,fésű,kam
458,Spiegel::N,tükör,spejl
459,Riemen::N,szíj,rem
460,Schnur::N,zsinór,snor
461,Leine::N,póráz,snor
462,Decke::N,takaró,tæppe
463,Kissen::N,párna,pude
464,Tuch::N,kendő,sjaltørklæde
465,Handtuch::N,törülköző,håndklæde
466,Kraft::N,erő,kraft
467,Stärke::N,erő,styrke
468,Stärke::N,erősség,styrke
469,Gesundheit::N,egészség,sundhed
470,Krankheit::N,kór,sygdom
471,Krankheit::N,betegség,sygdom
472,Schmerz::N,fájdalom,smerte
473,Wunde::N,seb,sår
474,Fieber::N,láz,feber
475,Arznei::N,orvosság,medicin
476,Arznei::N,orvosság,lægemiddel
477,Arznei::N,gyógyszer,medicin
478,Arznei::N,gyógyszer,lægemiddel
479,Brücke::N,híd,bro
480,Brunnen::N,kút,brønd
481,Weide::N,legelő,græsgang
482,Pfad::N,ösvény,sti
483,Weg::N,út,vej
484,Straße::N,út,gade
485,Dorf::N,falu,landsby
486,Stadt::N,város,by
487,Brief::N,levél,brev
488,Buch::N,könyv,bog
489,Buchstabe::N,betű,bogstav
490,Zeitung::N,újság,avis
491,Zeitung::N,hírlap,avis
492,Leben::N,élet,liv
493,Tod::N,halál,død
494,Grab::N,sír,grav
495,Kirche::N,templom,kirke
496,Sünde::N,bűn,synd
497,Sünde::N,vétek,synd
498,Gott::N,isten,gud
499,Arbeiter::N,munkás,arbejder
500,Chef::N,főnök,chef
501,Meister::N,mester,mester
502,Arzt::N,orvos,læge
503,Lehrer::N,tanár,lærer
504,Lehrer::N,tanító,lærer
505,Geld::N,pénz,penge
506,Geschäft::N,üzlet,forretning
507,Laden::N,bolt,butik
508,Laden::N,bolt,forretning
509,Preis::N,ár,pris
510,Ware::N,áru,vare
511,Nutzen::N,haszon,nytte
512,Reichtum::N,gazdagság,rigdom
513,Welt::N,világ,verden
514,Land::N,ország,land
515,Staat::N,állam,stat
516,König::N,király,konge
517,Macht::N,hatalom,magt
518,Grenze::N,határ,grænse
519,Krieg::N,háború,krig
520,Feind::N,ellenség,fjende
521,Gewalt::N,erőszak,vold
522,Kampf::N,harc,kamp
523,Bogen[Waffe]::N,íj,bue
524,Pfeil::N,nyíl,pil
525,Gewehr::N,puska,gevær
526,Gewehr::N,fegyver,gevær
527,Fehler::N,hiba,fejl
528,Lüge::N,hazugság,løgn
529,Schaden::N,kár,skade
530,Unglück::N,csapás,uheld
531,Unglück::N,csapás,ulykke
532,Unglück::N,balszerencse,uheld
533,Unglück::N,balszerencse,ulykke
534,Schuld::N,bűn,skyld
535,Alter::N,kor,alder
536,Schluss::N,vég,slut
537,Schluss::N,vég,slutning
538,Schluss::N,befejezés,slut
539,Schluss::N,befejezés,slutning
540,Zeit::N,idő,tid
541,Tag::N,nap,dag
542,Morgen::N,reggel,morgen
543,Mittag::N,dél,middag
544,Abend::N,este,aften
545,Nacht::N,éj,nat
546,Nacht::N,éjszaka,nat
547,Woche::N,hét,uge
548,Monat::N,hó,måned
549,Monat::N,hónap,måned
550,Jahr::N,év,år
551,Frühling::N,tavasz,forår
552,Sommer::N,nyár,sommer
553,Herbst::N,ősz,efterår
554,Winter::N,tél,vinter
555,Januar::N,január,januar
556,Februar::N,február,februar
557,März::N,március,marts
558,April::N,április,april
559,Mai::N,május,maj
560,Juni::N,június,juni
561,Juli::N,július,juli
562,August::N,augusztus,august
563,September::N,szeptember,september
564,Oktober::N,október,oktober
565,November::N,november,november
566,Dezember::N,december,december
567,Montag::N,hétfő,mandag
568,Dienstag::N,kedd,tirsdag
569,Mittwoch::N,szerda,onsdag
570,Donnerstag::N,csütörtök,torsdag
571,Freitag::N,péntek,fredag
572,Samstag::N,szombat,lørdag
573,Sonntag::N,vasárnap,søndag
574,groß::A,nagy,stor
575,klein::A,pici,lille
576,klein::A,kicsi,lille
577,lang::A,hosszú,lang
578,kurz::A,rövid,kort
579,breit::A,széles,bred
580,schmal::A,keskeny,smal
581,dicht::A,sűrű,tæt
582,dick[Gegenstand]::A,vastag,tyk
583,dünn::A,vékony,tynd
584,fein::A,vékony,fin
585,fest::A,szilárd,fast
586,flach::A,sík,flad
587,flach::A,lapos,flad
588,glatt::A,sima,glat
589,hart::A,kemény,hård
590,weich::A,puha,blød
591,rund::A,kerek,rund
592,spitz::A,hegyes,spids
593,scharf::A,éles,skarp
594,stumpf::A,tompa,sløv
595,stumpf::A,tompa,stump
596,stumpf::A,életlen,sløv
597,stumpf::A,életlen,stump
598,schwer::A,nehéz,tung
599,schwer::A,súlyos,tung
600,schön::A,szép,skøn
601,heiß::A,forró,hed
602,warm::A,meleg,varm
603,kalt::A,hideg,kold
604,kühl::A,hűs,kølig
605,kühl::A,hűvös,kølig
606,frisch::A,üde,frisk
607,frisch::A,friss,frisk
608,feucht::A,nedves,fugtig
609,nass::A,vizes,våd
610,trocken::A,száraz,tør
611,voll::A,telt,fuld
612,leer::A,üres,tom
613,offen::A,nyílt,åben
614,offen::A,nyitott,åben
615,geschlossen::A,zárt,lukket
616,geschlossen::A,csukott,lukket
617,sauber::A,tiszta,ren
618,schmutzig::A,piszkos,snavset
619,schmutzig::A,szennyes,snavset
620,roh::A,nyers,rå
621,reif::A,érett,moden
622,lecker::A,finom,lækker
623,süß::A,édes,sød
624,bitter::A,keserű,bitter
625,sauer::A,savanyú,sur
626,hell::A,világos,lys
627,dunkel::A,sötét,mørk
628,schwarz::A,fekete,sort
629,weiß::A,fehér,hvid
630,rot::A,vörös,rød
631,gelb::A,sárga,gul
632,blau::A,kék,blå
633,grün::A,zöld,grøn
634,grau::A,ősz,grå
635,grau::A,szürke,grå
636,bunt::A,tarka,broget
637,bunt::A,színes,broget
638,billig::A,olcsó,billig
639,teuer::A,drága,dyr
640,wertvoll::A,értékes,værdifuld
641,blind::A,vak,blind
642,taub::A,süket,døv
643,kräftig::A,erős,kraftig
644,stark::A,erős,stærk
645,schwach::A,gyenge,svag
646,schwach::A,erőtlen,svag
647,fett::A,hájas,fed
648,schlank::A,karcsú,slank
649,hübsch::A,csinos,køn
650,böse::A,rossz,ond
651,böse::A,rossz,slem
652,böse::A,gonosz,ond
653,böse::A,gonosz,slem
654,dumm::A,buta,dum
655,dumm::A,ostoba,dum
656,faul::A,lusta,doven
657,fleißig::A,szorgalmas,flittig
658,geizig::A,fukar,gerrig
659,geizig::A,fösvény,gerrig
660,klug::A,okos,klog
661,klug::A,eszes,klog
662,geschickt::A,ügyes,dygtig
663,geschickt::A,ügyes,behændig
664,lieb::A,drága,rar
665,lieb::A,kedves,rar
666,lustig::A,víg,lystig
667,lustig::A,vidám,lystig
668,sanft::A,enyhe,blid
669,hungrig::A,éhes,sulten
670,krank::A,beteg,syg
671,nackt::A,csupasz,nøgen
672,nackt::A,meztelen,nøgen
673,traurig::A,bús,bedrøvet
674,traurig::A,szomorú,bedrøvet
675,lebendig::A,élő,levende
676,gut::A,jó,god
677,schlecht::A,rossz,dårlig
678,richtig::A,helyes,rigtig
679,schlimm::A,rossz,slem
680,wahr::A,igaz,sand
681,alt::A,ó,gammel
682,alt::A,régi,gammel
683,neu::A,új,ny
684,ehemalig::A,volt,forhenværende
685,ehemalig::A,egykori,forhenværende
686,alt[Lebewesen]::A,öreg,gammel
687,jung::A,fiatal,ung
688,arm::A,szegény,fattig
689,reich::A,gazdag,rig
690,bekannt::A,ismert,kendt
691,bekannt::A,ismeretes,kendt
692,berühmt::A,híres,berømt
693,fremd::A,idegen,fremmed
694,verschieden::A,különböző,forskellig
695,nah::A,közeli,nær
696,fern::A,távoli,fjern
697,linker::A,bal,venstre
698,rechter::A,jobb,højre
699,anderer::A,más,anden
700,anderer::A,másik,anden
701,erster::A,első,første
702,zweiter::A,második,anden
703,dritter::A,harmadik,tredje
704,letzter::A,utolsó,sidste
705,allein::ADV,egyedül,alene
706,auf einmal::ADV,egyszerre,på én gang
707,zusammen::ADV,együtt,sammen
708,zusammen::ADV,összesen,sammen
709,lange::ADV,sokáig,længe
710,lange::ADV,hosszan,længe
711,plötzlich::ADV,hirtelen,pludselig
712,plötzlich::ADV,egyszerre,pludselig
713,sofort::ADV,rögtön,straks
714,sofort::ADV,tüstént,straks
715,später::ADV,későn,senere
716,jetzt::ADV,most,nu
717,heute::ADV,ma,i dag
718,morgen::ADV,holnap,i morgen
719,bald::ADV,majd,snart
720,bald::ADV,nemsokára,snart
721,dann::ADV,akkor,så
722,gestern::ADV,tegnap,i går
723,einst::ADV,hajdan,engang
724,damals::ADV,akkor,dengang
725,damals::ADV,akkoriban,dengang
726,danach::ADV,azután,derefter
727,vorher::ADV,előbb,før
728,vorher::ADV,előbb,forud
729,zuerst::ADV,először,først
730,einmal::ADV,egyszer,en gang
731,manchmal::ADV,néha,sommetider
732,manchmal::ADV,olykor,sommetider
733,oft::ADV,sokszor,ofte
734,immer::ADV,mindig,altid
735,niemals::ADV,sohasem,aldrig
736,hier::ADV,itt,her
737,hierhin::ADV,erre,hid
738,hierhin::ADV,erre,herhen
739,von hier::ADV,innen,herfra
740,dort::ADV,ott,der
741,dorthin::ADV,oda,derhen
742,geradeaus::ADV,egyenesen,lige ud
743,vorwärts::ADV,előre,fremad
744,rückwärts::ADV,hátrafelé,baglæns
745,zurück::ADV,hátra,tilbage
746,zurück::ADV,vissza,tilbage
747,unten::ADV,alul,nede
748,unten::ADV,alul,forneden
749,hinab::ADV,le,ned
750,hinab::ADV,le,nedad
751,hinab::ADV,lefelé,ned
752,hinab::ADV,lefelé,nedad
753,oben::ADV,fenn,oppe
754,oben::ADV,fenn,ovenpå
755,oben::ADV,felül,oppe
756,oben::ADV,felül,ovenpå
757,hinauf::ADV,fel,op
758,hinauf::ADV,fel,opad
759,hinauf::ADV,felfelé,op
760,hinauf::ADV,felfelé,opad
761,überall::ADV,mindenütt,overalt
762,nicht::ADV,nem,ikke
763,ein wenig::ADV,egy kicsit,lidt
764,kaum::ADV,alig,knap
765,kaum::ADV,alig,næppe
766,sehr::ADV,nagyon,meget
767,so::ADV,úgy,så
768,noch::ADV,még,endnu
769,nur::ADV,csak,kun
770,nur::ADV,csak,bare
771,nur::ADV,csupán,kun
772,nur::ADV,csupán,bare
773,schon::ADV,már,alt
774,schon::ADV,már,allerede
775,wieder::ADV,ismét,igen
776,wieder::ADV,megint,igen
777,vergebens::ADV,hiába,forgæves
778,vor::PRP,előtt,foran
779,vor::PRP,előtt,uden for
780,hinter::PRP,mögött,bag
781,hinter::PRP,mögött,bagved
782,unter::PRP,alatt,under
783,durch::PRP,át,gennem
784,durch::PRP,át,igennem
785,durch::PRP,keresztül,gennem
786,durch::PRP,keresztül,igennem
787,neben::PRP,mellett,ved siden af
788,zwischen::PRP,között,mellem
789,wegen::PRP,miatt,på grund af
790,wegen::PRP,végett,på grund af
791,dies::PRN,ez,dette
792,das::PRN,az,det
793,alles::PRN,minden,alt
794,ich::PRN,én,jeg
795,du::PRN,te,du
796,er::PRN,ő,han
797,wir::PRN,mi,vi
798,ihr::PRN,ti,I
799,sie::PRN,ők,de
800,was::FPRN,mi,hvad
801,wer::FPRN,ki,hvem
802,wo::FADV,hol,hvor
803,wohin::FADV,hova,hvorhen
804,wie::FADV,hogy,hvordan
805,wie::FADV,hogyan,hvordan
806,warum::FADV,miért,hvorfor
807,wieviel::FNUM,hány,hvor meget
808,wieviel::FNUM,mennyi,hvor meget
809,eins::NUM,egy,én
810,zwei::NUM,kettő,to
811,drei::NUM,három,tre
812,vier::NUM,négy,fire
813,fünf::NUM,öt,fem
814,sechs::NUM,hat,seks
815,sieben::NUM,hét,syv
816,acht::NUM,nyolc,otte
817,neun::NUM,kilenc,ni
818,zehn::NUM,tíz,ti
819,elf::NUM,tizenegy,elleve
820,zwölf::NUM,tizenkettő,tolv
821,zwanzig::NUM,húsz,tyve
822,dreißig::NUM,harminc,tredive
823,vierzig::NUM,negyven,fyrre
824,vierzig::NUM,negyven,fyrretyve
825,fünfzig::NUM,ötven,halvtreds
826,sechzig::NUM,hatvan,tres
827,siebzig::NUM,hetven,halvfjerds
828,achtzig::NUM,nyolcvan,firs
829,neunzig::NUM,kilencven,halvfems
830,hundert::NUM,száz,hundrede
831,tausend::NUM,ezer,tusind
832,und::CNJ,és,og
833,und::CNJ,meg,og
834,oder::CNJ,vagy,eller
835,stehen::V,áll,stå
836,sitzen::V,ül,sidde
837,liegen::V,fekszik,ligge
838,hängen::V,függ,hænge
839,werden::V,lesz,blive
840,passieren::V,történik,ske
841,passieren::V,történik,hænde
842,beginnen::V,kezdődik,begynde
843,enden::V,végződik,ende
844,enden::V,befejeződik,ende
845,wechseln::V,változik,veksle
846,aufgehen[Sonne]::V,kel,gå op
847,aufgehen[Sonne]::V,kel,stå op
848,untergehen[Sonne]::V,lemegy,gå ned
849,scheinen[Sonne]::V,süt,skinne
850,donnern::V,dörög,tordne
851,wehen::V,fúj,blæse
852,strömen::V,áramlik,strømme
853,fließen::V,folyik,flyde
854,sich drehen::V,forog,dreje sig
855,schwanken::V,inog,vakle
856,schwanken::V,ingadozik,vakle
