,Concept_ID,ka,kl
215,Spinne::N,ობობა,nissavaarsuk
216,Ameise::N,ჭიანჭველა,uniaaluk
217,Laus::N,ტილი,kumak
218,Laus::N,მკბენარი,kumak
219,Mücke::N,კოღო,ippernaq
220,Fliege::N,ბუზი,ippernaq
221,Schmetterling::N,პეპელა,paluaq
222,Schmetterling::N,პეპელა,pakkaluaq
223,Schmetterling::N,პეპელა,utsuppaluaq
224,Schmetterling::N,პეპელა,taqaleqisaaq
225,Beere::N,კენკრა,paarmaq
226,Beere::N,კენკრა,paarngaq
227,Apfel::N,ვაშლი,iipili
228,Pilz::N,სოკო,anngiusaq
229,Zwiebel::N,ხახვი,uanitsoq
230,Saat::N,თესლი,naatsiiassaq
231,Korn::N,მარცვალი,maannineq
232,Heu::N,თივა,
233,Schale::N,ჩენჩო,niutsivik
234,Schale::N,ჩენჩო,ilulissaq qaartussaq
235,Grube::N,ორმო,itersaq
236,Falle::N,ხაფანგი,pualavoq
237,Schlinge::N,მახე,orseq
238,Schlinge::N,მახე,norloq
239,Spur::N,კვალი,tumaa
240,Asche::N,ფერფლი,arsat
241,Dreck::N,ტალახი,minguk
242,Dreck::N,სიბინძურე,minguk
243,Eisen::N,რკინა,savimineq
244,Eisen::N,რკინა,saffiugassaq
245,Gold::N,ოქრო,kuulti
246,Silber::N,ვერცხლი,siilviuvoq
247,Kohle::N,ნახშირი,aamarsuit aamaruutissat
248,Glas::N,მინა,igalaaq
249,Glas::N,მინა,imertarfik
250,Glas::N,მინა,igalaamineq
251,Lehm::N,თიხა,marraq
252,Sand::N,ქვიშა,sioqqat
253,Mensch::N,ადამიანი,inuk
254,Mensch::N,ადამიანი,silamiu
255,Mann::N,კაცი,angut
256,Frau::N,ქალი,arnaq
257,Kind::N,ბავშვი,meeraq
258,Junge::N,ვაჟი,nukappiaraq
259,Mädchen::N,გოგო,arnannguaq
260,Familie::N,ოჯახი,ilaqutakka
261,Familie::N,ოჯახი,ilaqutariit
262,Großvater::N,პაპა,aatak
263,Großvater::N,ბაბუა,aatak
264,Großmutter::N,ბებია,aanaq
265,Großmutter::N,დიდედა,aanaq
266,Eltern::N,მშობლები,angajoqqaat
267,Vater::N,მამა,ataata
268,Vater::N,მამა,ataataq
269,Mutter::N,დედა,anaana
270,Sohn::N,ვაჟიშვილი,erneq
271,Tochter::N,ქალიშვილი,panik
272,Bruder::N,ძმა,ani
273,Bruder::N,ძმა,aqqaluk
274,Bruder::N,ძმა,qatanngut
275,Schwester::N,და,naja
276,Schwester::N,და,aleqa
277,Schwester::N,და,qatanngut
278,Onkel::N,ბიძა,akkak
279,Tante::N,დეიდა,aja
280,Tante::N,დეიდა,ajak
281,Tante::N,დეიდა,atsak
282,Tante::N,მამიდა,aja
283,Tante::N,მამიდა,ajak
284,Tante::N,მამიდა,atsak
285,Ehemann::N,ქმარი,ui
286,Ehefrau::N,ცოლი,nuliaq
287,Freude::N,სიხარული,tipaatsussuseq
288,Gelächter::N,სიცილი,illaq
289,Glück::N,ბედნიერება,usornaat
290,Glück::N,ბედნიერება,usornarsuseq
291,Kummer::N,მწუხარება,
292,Wunsch::N,წადილი,kissaat
293,Wunsch::N,სურვილი,kissaat
294,Lust::N,წადილი,illigussuseq
295,Lust::N,წადილი,piummaseq
296,Geist::N,სული,anerneq
297,Geist::N,სული,toornaq
298,Gedanke::N,ფიქრი,isumassaq
299,Gedächtnis::N,მეხსიერება,eqqaamannissuseq
300,Verstand::N,ჭკუა,isuma
301,Verstand::N,ჭკუა,sianissut
302,Verstand::N,ჭკუა,misigissut
303,Verstand::N,ჭკუა,sianissuseq
304,Verstand::N,ჭკუა,silaqassuseq
305,Verstand::N,გონება,isuma
306,Verstand::N,გონება,sianissut
307,Verstand::N,გონება,misigissut
308,Verstand::N,გონება,sianissuseq
309,Verstand::N,გონება,silaqassuseq
310,Sinn::N,მნიშვნელობა,isuma
311,Grund::N,მიზეზი,patsit
312,Wahrheit::N,სიმართლე,sallusuissut
313,Wahrheit::N,ჭეშმარიტება,sallusuissut
314,Gespräch::N,ბაასი,
315,Gespräch::N,საუბარი,
316,Märchen::N,არაკი,oqalualaarut
317,Märchen::N,არაკი,oqaluasaaq
318,Märchen::N,ზღაპარი,oqalualaarut
319,Märchen::N,ზღაპარი,oqaluasaaq
320,Erzählung::N,თქმულება,oqaluttuaq
321,Nachricht::N,ცნობა,oqaassut
322,Nachricht::N,ცნობა,oqqersuut
323,Nachricht::N,ამბავი,oqaassut
324,Nachricht::N,ამბავი,oqqersuut
325,Neuigkeit::N,სიახლე,tusarnartaq
326,Name::N,სახელი,ateq
327,Rätsel::N,გამოცანა,nalorsitsaarut
328,Rede::N,სიტყვა,oqaluuseq
329,Sprache::N,ენა,oqaatsit
330,Stimme::N,ხმა,erinaq
331,Stimme::N,ხმა,qarluuseq
332,Wort::N,სიტყვა,oqaasii
333,Zeichen::N,ნიშანი,nalunaaqqut
334,Ruf::N,ძახილი,qaaqqussut
335,Lärm::N,ხმაური,perpaluk
336,Laut::N,ხმა,torsukattak
337,Laut::N,ბგერა,torsukattak
338,Ton::N,ტონი,erinaq
339,Lied::N,სიმღერა,taalliaq
340,Lied::N,სიმღერა,erinarsuut
341,Ruhe::N,სიწყნარე,qatsunganeq
342,Leute::N,ადამიანები,inuiak
343,Leute::N,ადამიანები,inuiaqatigiit
344,Volk::N,ერი,inuiaat
345,Volk::N,ხალხი,inuiaat
346,Arbeit::N,მუშაობა,suliaq
347,Gast::N,სტუმარი,qaaqqusaq
348,Geschenk::N,საჩუქარი,pajugut
349,Spiel::N,თამაში,
350,Gesellschaft::N,საზოგადოება,
351,Hilfe::N,შველა,annertoqqut
352,Hilfe::N,დახმარება,annertoqqut
353,Freund::N,მეგობარი,tiliaq
354,Freund::N,მეგობარი,ikinngut
355,Kamerad::N,ამხანაგი,tiliaq
356,Kamerad::N,ამხანაგი,ikinngut
357,Angelegenheit::N,საქმე,
358,Anzahl::N,ოდენობა,
359,Art::N,სახეობა,ileqquuseq
360,Stück::N,ნატეხი,nakkaalaniku
361,Teil::N,წილი,tassiaasat
362,Hälfte::N,ნახევარი,affaq
363,Kreis::N,წრე,kaajaluinneq or kaajaluitsoq
364,Kreuz::N,ჯვარი,sanningasulik
365,Linie::N,ხაზი,tittaq
366,Linie::N,ხაზი,titarneq
367,Strich::N,შტრიხი,
368,Abstand::N,მანძილი,aku
369,Abstand::N,მანძილი,ikiaq
370,Entfernung::N,სიშორე,asi
371,Gegend::N,არე,nuna
372,Gegend::N,მხარე,nuna
373,Platz::N,ფართობი,ini
374,Platz::N,ფართობი,inissaq
375,Ort::N,ადგილი,sumiiffik
376,Seite::N,მხარე,saneraq
377,Mitte::N,შუა,qiteq
378,Gegenstand::N,საგანი,
379,Sache::N,ნივთი,pigisaq
380,Rand::N,კიდე,sini
381,Rand::N,კიდე,akerfineq
382,Kante::N,ნაწიბული,akerfineq
383,Ecke::N,კუთხე,teqeqqoq
384,Ecke::N,კუთხე,tikeqqoq
385,Spitze::N,წვეტი,inngik
386,Ende::N,ბოლო,isu
387,Loch::N,ხვრელი,putu
388,Winkel::N,კუთხე,teqeqqorissaat
389,Muster::N,მოხატულობა,ilisserut
390,Größe::N,ზომა,angissuseq
391,Größe::N,სიდიდე,angissuseq
392,Länge::N,სიგრძე,takissuseq
393,Höhe::N,სიმაღლე,
394,Gewicht::N,წონა,oqimaalutaq
395,Menge::N,რაოდენობა,amerlassuseq
396,Haufen::N,გროვა,eqimattat
397,Reihe::N,რიგი,allunaasaq
398,Reihe::N,წყება,allunaasaq
399,Boot::N,გემი,qajaq
400,Boot::N,გემი,angallat
401,Boot::N,გემი,umiatsiaq
402,Ruder::N,ხოფი,iput
403,Ruder::N,ნიჩაბი,iput
404,Schlitten::N,მარხილი,qamutit
405,Schlitten::N,მარხილი,qimusseq
406,Ski::N,თხილამური,ataarut
407,Lagerfeuer::N,კოცონი,
408,Last::N,ტვირთი,nammagaq
409,Gang::N,სვლა,
410,Schritt::N,ბიჯი,allorneq
411,Norden::N,ჩრდილოეთი,avannaq
412,Süden::N,სამხრეთი,qava
413,Süden::N,სამხრეთი,kujat
414,Süden::N,სამხრეთი,kujataa
415,Westen::N,დასავლეთი,kitaa
416,Osten::N,აღმოსავლეთი,kangi
417,Holz::N,ხე,qisuk
418,Brett::N,დაფა,salliligaq
419,Brett::N,ფიცარი,salliligaq
420,Platte::N,თლილი ქვა,qaateq
421,Stütze::N,საყრდენი,ajagutaq
422,Stütze::N,საყრდენი,ajaagutaq
423,Stange::N,ჭოკი,kaaviffik
424,Stock::N,კეტი,ajaappissat
425,Stab::N,ლატანი,ajaappissat
426,Rohr::N,მილაკი,sullulik
427,Haus::N,სახლი,illu
428,Heim::N,ოჯახის კერა,
429,Ofen::N,ღუმელი,kissarsuut
430,Fußboden::N,იატაკი,nateq
431,Tisch::N,სუფრა,allattarfik
432,Tisch::N,მაგიდა,allattarfik
433,Stuhl::N,სკამი,issiavik
434,Stuhl::N,სკამი,issiaffik
435,Wiege::N,აკვანი,uaasoq
436,Bett::N,საწოლი,nallavik
437,Bett::N,სარეცელი,nallavik
438,Regal::N,თაროები,ilisivik
439,Kiste::N,ყუთი,sakissat
440,Kiste::N,ყუთი,illerfiusaq
441,Kiste::N,სკივრი,sakissat
442,Kiste::N,სკივრი,illerfiusaq
443,Fenster::N,ფანჯარა,aki
444,Fenster::N,ფანჯარა,igalaaq
445,Fenster::N,სარკმელი,aki
446,Fenster::N,სარკმელი,igalaaq
447,Tür::N,ბჭე,matu
448,Tür::N,კარი,matu
449,Tor::N,ჭიშკარი,isaaffik
450,Zaun::N,ღობე,saputit
451,Zaun::N,გალავანი,saputit
452,Dach::N,სახურავი,qaliaq
453,Leiter::N,კიბე,tummeqqat
454,Leiter::N,კიბე,majuartarfiit
455,Besen::N,ცოცხი,saligutit
456,Spaten::N,ნიჩაბი,nivaataq
457,Schaufel::N,ბარი,nivaataq
458,Gabel::N,ჩანგალი,qilluaq
459,Gabel::N,ჩანგალი,ajassaatit
460,Löffel::N,კოვზი,alussaat
461,Messer::N,დანა,savik
462,Nagel::N,ლურსმანი,kukik
463,Netz::N,ბადე,anguffaseq
464,Haken::N,კავი,nissik
465,Haken::N,კავი,qarsorsaq
466,Haken::N,კავი,qarsorsartoq
467,Haken::N,კაუჭი,nissik
468,Haken::N,კაუჭი,qarsorsaq
469,Haken::N,კაუჭი,qarsorsartoq
470,Griff::N,ტარი,ipi
471,Schloss::N,კლიტე,illussaarsuaq
472,Schloss::N,საკეტი,illussaarsuaq
473,Bild::N,სურათი,assiliaq
474,Figur::N,ფიგურა,kisitsit
475,Puppe::N,თოჯინა,inuusaq
476,Beutel::N,პარკი,
477,Bündel::N,გალა,qilertaq
478,Bündel::N,ასხმა,qilertaq
479,Tasche::N,ჩანთა,pooqattaq
480,Eimer::N,ჩამჩა,
481,Deckel::N,ხუფი,matu
482,Deckel::N,სარქველი,matu
483,Geschirr::N,ჭურჭელი,anut
484,Sack::N,ტომარა,
485,Tasse::N,ფინჯანი,tiitorfik
486,Tasse::N,ფინჯანი,tiitorfiup ilorlia
487,Topf::N,ქოთანი,qoqqoq
488,Kessel::N,ქვაბი,uunnaavik
489,Essen::N,ჭამა,igaaq
490,Nahrung::N,საზრდო,neqissaq
491,Nahrung::N,საკვები,neqissaq
492,Speise::N,საჭმელი,nerisassat
493,Fleisch::N,ხორცი,neqi
494,Getreide::N,მარცვლოვანი,maannineq
495,Brei::N,ფაფა,
496,Brot::N,პური,iffit
497,Brot::N,პური,iffiaq
498,Scheibe::N,ნაჭერი,igalaassiaq
499,Fett::N,ქონი,tarnutissaq
500,Fett::N,ქონი,tarnutissiaq
501,Fett::N,ცხიმი,tarnutissaq
502,Fett::N,ცხიმი,tarnutissiaq
503,Butter::N,კარაქი,punneq
504,Öl::N,ზეთი,uulia
505,Salz::N,მარილი,taratsut
506,Suppe::N,სუფი,qajoq
507,Honig::N,თაფლი,tungusunnitsuut
508,Milch::N,რძე,immuk
509,Tee::N,ჩაი,tii
510,Tee::N,ჩაი,teeq
511,Leder::N,ტყავი,
512,Wolle::N,მატყლი,nuersagassiaq
513,Stoff::N,ქსოვილი,milliaq
514,Stoff::N,ქსოვილი,qarlissiaq
515,Nadel::N,ნემსი,meqqut
516,Faden::N,ძაფი,ujalussiaq
517,Faden::N,მკედი,ujalussiaq
518,Knopf::N,ღილი,attat
519,Knoten::N,ნასკვი,akeroq
520,Knoten::N,ნასკვი,qilerneq
521,Farbe::N,საღებავი,qalipaat
522,Kleidung::N,ტანსაცმელი,atisat
523,Kleidung::N,ტანსაცმელი,annoraaq
524,Hemd::N,ხალათი,ilupaaq
525,Hemd::N,პერანგი,ilupaaq
526,Kragen::N,საყელო,qungasiinnaq
527,Ärmel::N,სახელო,aaq
528,Hose::N,შარვალი,qarliit
529,Gürtel::N,ქამარი,qiterut
530,Gürtel::N,ქამარი,unngersaq
531,Mütze::N,ქუდი,nasaq
532,Schuh::N,ფეხსაცმელი,skuu
533,Schuh::N,ფეხსაცმელი,ikernuk
534,Schuh::N,ფეხსაცმელი,ateraasaq
535,Stiefel::N,ჩექმა,kamik
536,Ring::N,ბეჭედი,assammiu
537,Band::N,ბაფთი,qilerutissiaq
538,Kamm::N,სავარცხელი,illaagutit
539,Kamm::N,სავარცხელი,illaajaatit pl.
540,Spiegel::N,სარკე,tarrarsuut
541,Riemen::N,ღვედი,allunaaq
542,Schnur::N,ლარი,kujaaq
543,Schnur::N,ლარი,allunaasaq
544,Leine::N,ჯაჭვი,aleq
545,Decke::N,საბანი,qipik
546,Kissen::N,ბალიში,akit
547,Tuch::N,მაუდი,qarlissiaq
548,Tuch::N,თავშალი,qarlissiaq
549,Handtuch::N,ხელსახოცი,allarut
550,Handtuch::N,ხელსახოცი,allarterut
551,Kraft::N,ძალა,pissak
552,Stärke::N,ღონე,qerattarsaat
553,Gesundheit::N,ჯანმრთელობა,peqqisusseq
554,Krankheit::N,სენი,nappaat
555,Krankheit::N,ავადმყოფობა,nappaat
556,Schmerz::N,ტკივილი,anniaat
557,Wunde::N,იარი,iki
558,Wunde::N,ჭრილობა,iki
559,Fieber::N,ციება,nappaat qanimanartoq
560,Arznei::N,წამალი,imigassaq
561,Brücke::N,ხიდი,ikaartarfik
562,Brunnen::N,ჭა,tissaluttuliaq
563,Weide::N,საძოვარი,masarsuk
564,Pfad::N,ბილიკი,aqqut
565,Weg::N,გზა,aggerfik
566,Straße::N,შარაგზა,aqqusineq
567,Dorf::N,დაბა,nunaqarfik
568,Dorf::N,სოფელი,nunaqarfik
569,Stadt::N,ქალაქი,illorpaat
570,Stadt::N,ქალაქი,illorpalik
571,Brief::N,წერილი,allagarsiaq
572,Buch::N,წიგნი,atuakkat
573,Buch::N,წიგნი,mappersagaq
574,Buchstabe::N,ასო,naqinneq
575,Zeitung::N,გაზეთი,aviisi
576,Leben::N,სიცოცხლე,inuussuseq
577,Tod::N,სიკვდილი,toqu
578,Tod::N,სიკვდილი,toquneq
579,Grab::N,სამარე,iliveq
580,Grab::N,სამარე,illissat
581,Grab::N,საფლავი,iliveq
582,Grab::N,საფლავი,illissat
583,Kirche::N,ეკლესია,oqaluffik
584,Sünde::N,ცოდვა,ajorti
585,Gott::N,ღმერთი,
586,Arbeiter::N,მუშა,sulisoq
587,Chef::N,გამგე,ittoqut
588,Meister::N,ოსტატი,naalagaq
589,Arzt::N,ექიმი,katsorsaasoq
590,Arzt::N,მკურნალი,katsorsaasoq
591,Lehrer::N,მასწავლებელი,ilinniartitsisoq
592,Geld::N,ფული,aningaasat
593,Geschäft::N,საქმე,niuertarfik
594,Geschäft::N,ბიზნესი,niuertarfik
595,Laden::N,დუქანი,niuertarfik
596,Laden::N,მაღაზია,niuertarfik
597,Preis::N,ფასი,aki
598,Ware::N,საქონელი,qaliata pii
599,Ware::N,საქონელი,nioqqutissaq
600,Nutzen::N,ხეირი,iluaqut
601,Reichtum::N,სიმდიდრე,
602,Welt::N,მსოფლიო,nunarsuaq
603,Land::N,მხარე,nuna
604,Land::N,ქვეყანა,nuna
605,Staat::N,სახელმწიფო,
606,König::N,მეფე,kunngi
607,Macht::N,ძლიერება,pissaassuseq
608,Grenze::N,ზღვარი,killik
609,Krieg::N,ომი,sorsunneq
610,Feind::N,მტერი,akeraq
611,Feind::N,მტერი,akerartorti
612,Feind::N,მტერი,qinngarsuisoq
613,Gewalt::N,სისასტიკე,
614,Kampf::N,ბრძოლა,sorsunneq
615,Bogen[Waffe]::N,მშვილდი,
616,Pfeil::N,ისარი,qalugiusaq
617,Pfeil::N,მახვილი,qalugiusaq
618,Gewehr::N,თოფი,aallaat
619,Gewehr::N,შაშხანა,aallaat
620,Fehler::N,შეცდომა,kukkuneq
621,Fehler::N,შეცდომა,paarlaappaa
622,Lüge::N,სიცრუე,
623,Schaden::N,ვნება,
624,Unglück::N,ხიფათი,perluut
625,Unglück::N,უბედურება,perluut
626,Schuld::N,ბრალი,akiitsugaq
627,Schuld::N,ბრალი,akiligassaq
628,Alter::N,ასაკი,utoqqaq
629,Schluss::N,ბოლო,isu
630,Schluss::N,დასასრული,isu
631,Zeit::N,დრო,ulloq
632,Zeit::N,დრო,akuttoqatigiinneq
633,Tag::N,დღე,ulloq
634,Morgen::N,დილა,ullaaq
635,Mittag::N,შუადღე,ulloqeqqa
636,Abend::N,საღამო,unnuk
637,Nacht::N,ღამე,unnuaq
638,Woche::N,კვირა,sapaatip akunnera
639,Monat::N,თვე,qaammat
640,Jahr::N,წელი,ukioq
641,Frühling::N,გაზაფხული,upernaaq
642,Sommer::N,ზაფხული,aasaq
643,Herbst::N,შემოდგომა,ukiaq
644,Winter::N,ზამთარი,ukioq
645,Januar::N,იანვარი,siulleeq
646,Januar::N,იანვარი,qaammaliaq
647,Februar::N,თებერვალი,aarlaat
648,März::N,მარტი,marsi
649,März::N,მარტი,martsi
650,April::N,აპრილი,
651,Mai::N,მაისი,maaji
652,Juni::N,ივნისი,juuni
653,Juli::N,ივლისი,juuli
654,August::N,აგვისტო,aggusti
655,September::N,სექტემბერი,septembari
656,Oktober::N,ოქტომბერი,oktobari
657,November::N,ნოემბერი,novembari
658,Dezember::N,დეკემბერი,detsembari
659,Montag::N,ორშაბათი,ataasinngortoq
660,Dienstag::N,სამშაბათი,marlunngorneq
661,Mittwoch::N,ოთხშაბათი,pingasunngorneq
662,Donnerstag::N,ხუთშაბათი,sisamanngorneq
663,Freitag::N,პარასკევი,tallimanngorneq
664,Samstag::N,შაბათი,arfininngorneq
665,Sonntag::N,კვირა,sapaat
666,Sonntag::N,კვირა,sapaati
667,groß::A,დიდი,angivoq
668,klein::A,მცირე,mikivoq
669,klein::A,პატარა,mikivoq
670,lang::A,გრძელი,takisooq
671,kurz::A,მოკლე,naatsoq
672,breit::A,ფართო,silippoq
673,breit::A,განიერი,silippoq
674,schmal::A,ვიწრო,amitsoq
675,schmal::A,წვრილი,amitsoq
676,dicht::A,მჭიდრო,torsusooq
677,dick[Gegenstand]::A,სქელი,issuvoq
678,dick[Gegenstand]::A,სქელი,issusooq
679,dünn::A,წვრილი,amitsoq
680,fein::A,თხელი,mamarpoq
681,fest::A,მყარი,tangeqarpoq
682,flach::A,ბრტყელი,nalimmappoq
683,glatt::A,გლუ,quasak
