,Concept_ID,ce,br
514,fest::A,чӏогӏа,start
515,flach::A,чӏапа,plaen
516,glatt::A,шера,lintr
517,glatt::A,шера,levn
518,hart::A,чӏогӏa,kalet
519,weich::A,кӏеда,blot
520,rund::A,горга,ront
521,spitz::A,ира,poentet
522,scharf::A,ира,dremm
523,stumpf::A,аьртa,talsoc'h
524,schwer::A,деза,pounner
525,schön::A,хаза,kaer
526,heiß::A,довха,tomm
527,warm::A,довха,tomm
528,kalt::A,шийла,yen
529,kühl::A,шийла,yen
530,frisch::A,керла,fresk
531,feucht::A,тӏуьна,gleb
532,nass::A,тӏеда,gleb
533,trocken::A,eкъа,sec'h
534,voll::A,дуьзна,leun
535,leer::A,яьсса,goullo
536,offen::A,диллина,digor
537,geschlossen::A,дӏакъевлина,serr
538,geschlossen::A,дӏачӏагӏдина,serr
539,sauber::A,цӏена,naet
540,schmutzig::A,боьха,lous
541,roh::A,буьйда,kriz
542,reif::A,хилла,darev
543,lecker::A,чоме,lipous
544,lecker::A,чоме,saourus
545,süß::A,мерза,dous
546,bitter::A,къаьхьа,c'hwerv
547,sauer::A,муьста,trenk
548,hell::A,сирла,sklaer
549,dunkel::A,бодане,teñval
550,schwarz::A,ӏаьржа,du
551,weiß::A,кӏайн,gwenn
552,rot::A,цӏен,ruz
553,gelb::A,можа,melen
554,blau::A,сийна,glas
555,grün::A,баьццара,gwer
556,grau::A,cира,louet
557,grau::A,мокха,louet
558,bunt::A,къорза,liesliv
559,billig::A,дораха,marc'had-mat
560,teuer::A,деза,ker
561,wertvoll::A,мехала,prizius
562,blind::A,бӏаьрзе,dall
563,taub::A,къора,bouzar
564,kräftig::A,нуьцкъала,start
565,stark::A,зоьртала,kreñv
566,stark::A,нуьцкъала,kreñv
567,schwach::A,гӏорасиза,gwan
568,fett::A,дерстана,lard
569,schlank::A,куц долу,sinkl
570,hübsch::A,хаза,koant
571,böse::A,вон,gwall
572,dumm::A,сонта,glep
573,faul::A,мало ен,lezirek
574,fleißig::A,тӏера,studius
575,geizig::A,пис,tost
576,geizig::A,сутара,tost
577,klug::A,хьекъале,speredek
578,geschickt::A,тӏахъаьлла,dornet
579,lieb::A,хьоме,koant
580,lustig::A,самукъане,laouen
581,sanft::A,кlеда,flour
582,hungrig::A,меца,marnaon
583,krank::A,цомгуш долу,klañv
584,nackt::A,дерзана,noazh
585,traurig::A,самукъане воцу,trist
586,lebendig::A,дийна,bev
587,gut::A,дика,mad
588,schlecht::A,вон,fall
589,schlecht::A,вон,gwall
590,richtig::A,нийса,reizh
591,schlimm::A,вон,gwall
592,wahr::A,бакъдолу,gwir
593,alt::A,къена,kozh
594,neu::A,керла,nevez
595,ehemalig::A,хилла,kozh
596,alt[Lebewesen]::A,къена,kozh
597,jung::A,къона,yaouank
598,arm::A,къен,paour
599,reich::A,хьоле,pinvidik
600,bekannt::A,девзаш долу,anavezet
601,berühmt::A,цӏеяхана,brudet
602,fremd::A,нехан,dizanav
603,verschieden::A,тайп-тайпанара,disheñel
604,nah::A,гергара,nes
605,fern::A,гена,diabell
606,fern::A,генара,diabell
607,linker::A,аьрру,kleiz
608,rechter::A,аьтту,dehoù
609,anderer::A,кхин,all
610,erster::A,хьалхара,kentañ
611,zweiter::A,шолгIа,eil
612,dritter::A,кхоалгӏа,trede
613,letzter::A,тӏаьххьара,diwezhañ
614,allein::ADV,цхьаъ,e-unan
615,auf einmal::ADV,цу сохьтта,ar un dro
616,zusammen::ADV,цхьана,asambles
617,lange::ADV,дукха,pell
618,plötzlich::ADV,цIеххьана,en un taol
619,sofort::ADV,цу сохьтта,diouzhtu
620,später::ADV,тӏаьхьо,diwezhatoc'h
621,jetzt::ADV,хӏинца,bremañ
622,heute::ADV,тахана,hiziv
623,morgen::ADV,кхана,arc'hoazh
624,bald::ADV,кеста,hepdale
625,dann::ADV,тӏаккха,a-c'houde
626,gestern::ADV,селхана,dec'h
627,einst::ADV,цкъа,gwechall
628,damals::ADV,хӏетахьь,neuze
629,danach::ADV,тӏаккха,goude
630,vorher::ADV,хьалхa,diagent
631,zuerst::ADV,хьалха,da gentañ
632,einmal::ADV,цкъа,ur wech
633,manchmal::ADV,цкъаццкъа,a-wechoù
634,oft::ADV,кест-кеста,alies
635,immer::ADV,даим,atav
636,immer::ADV,даим,bepred
637,niemals::ADV,цкъа а,gwech ebet
638,hier::ADV,кхузахь,amañ
639,hierhin::ADV,кхуза,dre amañ
640,von hier::ADV,кхузара,alemañ
641,dort::ADV,цигахь,aze
642,dort::ADV,цигахь,ahont
643,dorthin::ADV,цига,di
644,dorthin::ADV,цига,aze
645,dorthin::ADV,цига,ahont
646,geradeaus::ADV,нийса дӏа,war-eeun
647,vorwärts::ADV,хьалха,war-raok
648,rückwärts::ADV,юха,war-lerc'h
649,zurück::ADV,юха,war-dreñv
650,unten::ADV,лахахь,en traoñ
651,hinab::ADV,охьа,a-izel
652,oben::ADV,лакхахь,en nec'h
653,hinauf::ADV,хьала,e-krec'h
654,überall::ADV,массанхьа,dre-holl
655,nicht::ADV,ца,ne ... ket
656,ein wenig::ADV,кӏеззиг,un tammig
657,kaum::ADV,халла,a-boan
658,sehr::ADV,вуно,-tre
659,sehr::ADV,вуно,-kenañ
660,noch::ADV,кхин,c'hoazh
661,nur::ADV,бен ...ца,hepken
662,schon::ADV,хӏинцале,dija
663,wieder::ADV,юха а,adarre
664,vergebens::ADV,эрна,
665,vor::PRP,хьалха,dirak
666,hinter::PRP,тӏехьа,a-drek
667,hinter::PRP,тӏехьа,a-dreñv
668,unter::PRP,кIелахь,dindan
669,durch::PRP,чекх,dre
670,neben::PRP,юххе,e-kichen
671,zwischen::PRP,юккъехь,etre
672,wegen::PRP,дуьхьа,abalamour da
673,dies::PRN,и,hemañ
674,dies::PRN,иза,hemañ
675,das::PRN,и,se
676,das::PRN,и,hennezh
677,das::PRN,иза,se
678,das::PRN,иза,hennezh
679,alles::PRN,дерриг,pep tra
680,ich::PRN,cо,me
681,du::PRN,хьо,te
682,er::PRN,и,eñ
683,er::PRN,иза,eñ
684,wir::PRN,тхо,ni
685,wir::PRN,вай,ni
686,ihr::PRN,шу,c'hwi
687,sie::PRN,уьш,int
688,was::FPRN,хӏун,petra
689,wer::FPRN,мила,piv
690,wo::FADV,мичaхь,pelec'h
691,wohin::FADV,мича,da belec'h
692,wie::FADV,муха,penaos
693,warum::FADV,хӏунда,perak
694,wieviel::FNUM,мел,pet
695,wieviel::FNUM,маса,pet
696,eins::NUM,цхьаъ,unan
697,zwei::NUM,шиъ,daou
698,drei::NUM,кхоъ,tri
699,vier::NUM,диъ,pevar
700,fünf::NUM,пхиъ,pemp
701,sechs::NUM,ялх,c'hwec'h
702,sieben::NUM,ворхӏ,seizh
703,acht::NUM,бархӏ,eizh
704,neun::NUM,исс,nav
705,zehn::NUM,итт,dek
706,elf::NUM,цхьайтта,unnek
707,zwölf::NUM,шийтта,daouzek
708,zwanzig::NUM,ткъа,ugent
709,dreißig::NUM,ткъе итт,tregont
710,vierzig::NUM,шовзткъа,daou-ugent
711,fünfzig::NUM,шовзткъе итт,hanter-kant
712,sechzig::NUM,кхузткъа,tri-ugent
713,siebzig::NUM,кхузткъе итт,dek ha tri-ugent
714,achtzig::NUM,дезткъа,pevar-ugent
715,neunzig::NUM,дезткъе итт,dek ha pevar-ugent
716,hundert::NUM,бӏе,kant
717,tausend::NUM,эзар,mil
718,und::CNJ,a,ha
719,oder::CNJ,я,pe
720,stehen::V,латта,bezañ a-sav
721,sitzen::V,хиъна ӏан,azezañ
722,sitzen::V,хиъна ӏан,bezañ en e goazez
723,liegen::V,ӏилла,bezañ en e c'hourvez
724,hängen::V,кхаза,krougañ
725,werden::V,хила,dazonet
726,passieren::V,хила,c'hoarvezout
727,beginnen::V,доло,stagañ
728,enden::V,дӏадерза,achuiñ
729,wechseln::V,хийца,cheñch
730,aufgehen[Sonne]::V,кхета,dirouzañ
731,untergehen[Sonne]::V,чубуза,
732,scheinen[Sonne]::V,серло яла,lugernañ
733,donnern::V,къекъа,taranal
734,wehen::V,хьекха,c'hwezhañ
735,strömen::V,эха,deredek
736,fließen::V,охьаэха,redek
737,sich drehen::V,хьийза,troiñ
738,schwanken::V,леста,trantellat
739,schwingen::V,лесто,froumal
740,fallen::V,охьакхета,kouezhañ
741,brennen::V,дага,deviñ
742,rauchen::V,оза,divogedañ
743,regnen::V,догlа догlу,glavañ
744,gefrieren::V,гӏоро,reviñ
745,tauen::V,даша,diskornañ
746,schmelzen::V,лала,teuziñ
747,trocknen::V,дакъо,sec'hañ
748,sieden::V,кхехка,berviñ
749,faulen::V,дахкадала,breinañ
750,verfaulen::V,дахкадала,breinañ
751,reißen::V,хеда,darnaouiñ
752,versinken::V,хичудаха,sodellañ
753,vergehen::V,дlаэха,tremen
754,erscheinen::V,схьадала,donet war-wel
755,erscheinen::V,ӏоттадала,donet war-wel
756,verschwinden::V,къайладала,monet diwar wel
757,sinken::V,лахдала,en em izelat
758,zunehmen::V,лакхадала,kreskiñ
759,steigen::V,хьаладала,sevel
760,wachsen::V,кхиа,kreskiñ
761,glänzen::V,лепа,lugernañ
762,funkeln::V,къега,elieniñ
763,lärmen::V,гӏовгӏаян,rabotat
764,läuten::V,детта,
765,klingeln::V,дека,
766,klirren::V,дека,diridignat
767,klirren::V,дека,sterlinkañ
768,brausen::V,хьаьдда даха,gwegal
769,rauschen::V,леста,trouzal
770,klingen::V,дека,seniñ
771,bellen::V,лета,harzhal
772,heulen::V,угӏа,yudal
773,blasen::V,хӏуп баха,c'hwezhañ
774,pfeifen::V,шок етта,c'hwitellat
775,schreien::V,мохь бетта,huchal
776,stöhnen::V,узарш дан,hirvoudiñ
777,zittern::V,дега,krenañ
778,leben::V,даха,bevañ
779,geboren werden::V,хила,genel
