,Concept_ID,ga,ka
69,Traum::N,taibhreamh,სიზმარი
70,Himmel::N,spéir,ცა
71,Sonne::N,grian,მზე
72,Mond::N,ré,მთვარე
73,Mond::N,gealach,მთვარე
74,Stern::N,rinn,ვარსკვლავი
75,Stern::N,réalta,ვარსკვლავი
76,Luft::N,aer,ჰაერი
77,Wind::N,gaoth,ქარი
78,Welle::N,tonn,ტალღა
79,Wasser::N,uisce,წყალი
80,Stein::N,cloch,ქვა
81,Boden::N,talamh,მიწა
82,Erde::N,cré,ნიადაგი
83,Erde::N,ithir,ნიადაგი
84,Staub::N,dusta,მტვერი
85,Staub::N,deannach,მტვერი
86,Rauch::N,toit,ბოლი
87,Rauch::N,toit,კვამლი
88,Rauch::N,deatach,ბოლი
89,Rauch::N,deatach,კვამლი
90,Funke::N,drithle,ნაკვესი
91,Feuer::N,tine,ცეცხლი
92,Licht::N,solas,შუქი
93,Licht::N,solas,სინათლე
94,Schatten::N,scáth,ლანდი
95,Schatten::N,scáth,ჩრდილი
96,Wetter::N,aimsir,ამინდი
97,Nebel::N,ceo,ნისლი
98,Wolke::N,néal,ღრუბელი
99,Wolke::N,scamall,ღრუბელი
100,Regen::N,báisteach,წვიმა
101,Regen::N,fearthainn,წვიმა
102,Schnee::N,sneachta,თოვლი
103,Eis::N,oighear,თოში
104,Eis::N,oighear,ყინული
105,Frost::N,sioc,ყინვა
106,Kälte::N,fuacht,სიცივე
107,Hitze::N,teas,სიცხე
108,Hitze::N,teocht,სიცხე
109,Raureif::N,sioc bán,ჭირხლი
110,Raureif::N,sioc bán,თრთვილი
111,Regenbogen::N,stua ceatha,ცისარტყელა
112,Regenbogen::N,bogha báistí,ცისარტყელა
113,Donner::N,toirneach,ქუხილი
114,Strömung::N,sruth,დინება
115,Tropfen::N,deoir,წვეთი
116,Schaum::N,cúr,ქაფი
117,Schaum::N,cúr,დორბლი
118,Schmutz::N,salachar,ჭუჭყი
119,Schmutz::N,salachar,ტალახი
120,See::N,loch,ტბა
121,Sumpf::N,portach,ჭაობი
122,Moor::N,caorán,ტორფნარი
123,Moor::N,móinteán,ტორფნარი
124,Wiese::N,cluain,ველი
125,Wiese::N,cluain,მდელო
126,Wiese::N,móinéar,ველი
127,Wiese::N,móinéar,მდელო
128,Wald::N,coill,ტყე
129,Wald::N,foraois,ტყე
130,Hügel::N,ard,ბორცვი
131,Anhöhe::N,ard,მაღლობი
132,Anhöhe::N,ardán,მაღლობი
133,Berg::N,sliabh,მთა
134,Gipfel::N,barr,მწვერვალი
135,Gipfel::N,mullach,მწვერვალი
136,Höhle::N,uaimh,მღვიმე
137,Höhle::N,uaimh,გამოქვებული
138,Höhle::N,pluais,მღვიმე
139,Höhle::N,pluais,გამოქვებული
140,Abhang::N,fána,ფერდობი
141,Quelle::N,foinse,წყარო
142,Quelle::N,foinse,სათავე
143,Bach::N,sruthán,რუ
144,Bach::N,sruthán,ნაკადული
145,Fluss::N,abhainn,მდინარე
146,Ufer::N,bruach,კიდე
147,Ufer::N,bruach,ნაპირი
148,Küste::N,cósta,ნაპირი
149,Küste::N,cladach,ნაპირი
150,Festland::N,míntír,ხმელეთი
151,Meer::N,muir,ზღვა
152,Meer::N,farraige,ზღვა
153,Bucht::N,bá,ყურე
154,Bucht::N,cuan,ყურე
155,Insel::N,inis,კუნძული
156,Insel::N,oileán,კუნძული
157,Blume::N,bláth,ყვავილი
158,Gras::N,féar,ბალახი
159,Wurzel::N,rúta,ძირი
160,Wurzel::N,rúta,ფესვი
161,Wurzel::N,fréamh,ძირი
162,Wurzel::N,fréamh,ფესვი
163,Baum::N,crann,ხე
164,Stamm::N,stoc,ტანი
165,Stamm::N,tamhan,ტანი
166,Rinde::N,coirt,ქერქი
167,Rinde::N,craiceann,ქერქი
168,Ast::N,géag,ტოტი
169,Zweig::N,géag,შტო
170,Zweig::N,craobh,შტო
171,Blatt::N,duille,ფოთოლი
172,Blatt::N,duilleog,ფოთოლი
173,Birke::N,beith,არყი
174,Birke::N,crann beithe,არყი
175,Kiefer[Baum]::N,péine,ფიჭვი
176,Weide[Baum]::N,saileach,ტირიფი
177,Tanne::N,giúis,ნაძვი
178,Horn::N,adharc,რქა
179,Feder::N,cleite,ფრთა
180,Fell::N,clúmh,ტყავი
181,Flügel::N,eite,ფრთა
182,Flügel::N,sciathán,ფრთა
183,Klaue::N,crúb,კლანჭი
184,Klaue::N,crobh,კლანჭი
185,Kralle::N,crobh,ტორი
186,Schwanz::N,eireaball,კუდი
187,Ei::N,ubh,კვერცხი
188,Nest::N,nead,ბუდე
189,Bau::N,brocais,სორო
190,Tier::N,ainmhí,ნადირი
191,Tier::N,ainmhí,ცხოველი
192,Tier::N,beithíoch,ნადირი
193,Tier::N,beithíoch,ცხოველი
194,Herde::N,tréad,ფარა
195,Kuh::N,bó,ფური
196,Kuh::N,bó,ძროხა
197,Bulle::N,tarbh,ხარი
198,Pferd::N,each,რაში
199,Pferd::N,each,ცხენი
200,Pferd::N,capall,რაში
201,Pferd::N,capall,ცხენი
202,Schaf::N,caora,ცხვარი
203,Schwein::N,muc,ღორი
204,Hund::N,madra,ძაღლი
205,Katze::N,cat,კატა
206,Bär::N,béar,დათვი
207,Eichhörnchen::N,iora,ციყვი
208,Elch::N,eilc,ცხენ-ირემი
209,Fuchs::N,sionnach,მელა
210,Fuchs::N,madra rua,მელა
211,Hase::N,giorria,კურდღელი
212,Maus::N,luch,თაგვი
213,Wolf::N,mac tíre,მგელი
214,Vogel::N,éan,ჩიტი
215,Vogel::N,éan,ფრინველი
216,Schwarm::N,saithe,გუნდი
217,Huhn::N,cearc,დედალი
218,Hahn::N,coileach,მამალი
219,Gans::N,gé,ბატი
220,Adler::N,iolar,არწივი
221,Ente::N,lacha,იხვი
222,Eule::N,ulchabhán,ბუ
223,Kranich::N,grús,წერო
224,Krähe::N,caróg,ყვავი
225,Krähe::N,préachán,ყვავი
226,Kuckuck::N,cuach,გუგული
227,Schwan::N,eala,გედი
228,Fisch::N,iasc,თევზი
229,Barsch::N,péirse,ქორჭილა
230,Hecht::N,liús,ქარიყლაპია
231,Schlange[Tier]::N,nathair,გველი
232,Wurm::N,péist,ჭია
233,Spinne::N,damhán alla,ობობა
234,Ameise::N,seangán,ჭიანჭველა
235,Laus::N,míol,ტილი
236,Laus::N,míol,მკბენარი
237,Mücke::N,muiscít,კოღო
238,Mücke::N,corrmhíol,კოღო
239,Fliege::N,cuil,ბუზი
240,Fliege::N,cuileog,ბუზი
241,Schmetterling::N,féileacán,პეპელა
242,Beere::N,caor,კენკრა
243,Apfel::N,úll,ვაშლი
244,Pilz::N,beacán,სოკო
245,Pilz::N,muisiriún,სოკო
246,Zwiebel::N,oinniún,ხახვი
247,Saat::N,síol,თესლი
248,Korn::N,gráinne,მარცვალი
249,Heu::N,féar,თივა
250,Schale::N,scaimh,ჩენჩო
251,Grube::N,poll,ორმო
252,Falle::N,gaiste,ხაფანგი
253,Schlinge::N,sealán,მახე
254,Spur::N,rian,კვალი
255,Asche::N,luaith,ფერფლი
256,Dreck::N,salachar,ტალახი
257,Dreck::N,salachar,სიბინძურე
258,Eisen::N,iarann,რკინა
259,Gold::N,ór,ოქრო
260,Silber::N,airgead,ვერცხლი
261,Kohle::N,gual,ნახშირი
262,Glas::N,gloine,მინა
263,Lehm::N,cré,თიხა
264,Sand::N,gaineamh,ქვიშა
265,Mensch::N,duine,ადამიანი
266,Mann::N,fear,კაცი
267,Frau::N,bean,ქალი
268,Kind::N,gasúr,ბავშვი
269,Kind::N,páiste,ბავშვი
270,Junge::N,buachaill,ვაჟი
271,Mädchen::N,cailín,გოგო
272,Familie::N,teaghlach,ოჯახი
273,Familie::N,comhluadar,ოჯახი
274,Großvater::N,seanathair,პაპა
275,Großvater::N,seanathair,ბაბუა
276,Großmutter::N,seanmháthair,ბებია
277,Großmutter::N,seanmháthair,დიდედა
278,Eltern::N,tuismitheoirí,მშობლები
279,Vater::N,athair,მამა
280,Mutter::N,máthair,დედა
281,Sohn::N,mac,ვაჟიშვილი
282,Tochter::N,iníon,ქალიშვილი
283,Bruder::N,deartháir,ძმა
284,Schwester::N,deirfiúr,და
285,Onkel::N,uncail,ბიძა
286,Tante::N,aintín,დეიდა
287,Tante::N,aintín,მამიდა
288,Ehemann::N,fear céile,ქმარი
289,Ehefrau::N,bean chéile,ცოლი
290,Freude::N,áthas,სიხარული
291,Gelächter::N,gáire,სიცილი
292,Glück::N,séan,ბედნიერება
293,Glück::N,sonas,ბედნიერება
294,Kummer::N,brón,მწუხარება
295,Kummer::N,buairt,მწუხარება
296,Wunsch::N,guí,წადილი
297,Wunsch::N,guí,სურვილი
298,Wunsch::N,achainí,წადილი
299,Wunsch::N,achainí,სურვილი
300,Lust::N,fonn,წადილი
301,Geist::N,meon,სული
302,Geist::N,spiorad,სული
303,Gedanke::N,smaoineamh,ფიქრი
304,Gedächtnis::N,cuimhne,მეხსიერება
305,Verstand::N,ciall,ჭკუა
306,Verstand::N,ciall,გონება
307,Verstand::N,intinn,ჭკუა
308,Verstand::N,intinn,გონება
309,Sinn::N,brí,მნიშვნელობა
310,Sinn::N,ciall,მნიშვნელობა
311,Grund::N,fáth,მიზეზი
312,Wahrheit::N,fírinne,სიმართლე
313,Wahrheit::N,fírinne,ჭეშმარიტება
314,Gespräch::N,comhrá,ბაასი
315,Gespräch::N,comhrá,საუბარი
316,Märchen::N,scéal,არაკი
317,Märchen::N,scéal,ზღაპარი
318,Erzählung::N,scéal,თქმულება
319,Nachricht::N,teachtaireacht,ცნობა
320,Nachricht::N,teachtaireacht,ამბავი
321,Neuigkeit::N,scéala,სიახლე
322,Name::N,ainm,სახელი
323,Rätsel::N,tomhas,გამოცანა
324,Rede::N,óráid,სიტყვა
325,Rede::N,aitheasc,სიტყვა
326,Sprache::N,teanga,ენა
327,Stimme::N,guth,ხმა
328,Wort::N,focal,სიტყვა
329,Zeichen::N,comhartha,ნიშანი
330,Ruf::N,glaoch,ძახილი
331,Lärm::N,torann,ხმაური
332,Laut::N,fuaim,ხმა
333,Laut::N,fuaim,ბგერა
334,Ton::N,ton,ტონი
335,Lied::N,amhrán,სიმღერა
336,Ruhe::N,suaimhneas,სიწყნარე
337,Leute::N,muintir,ადამიანები
338,Volk::N,pobal,ერი
339,Volk::N,pobal,ხალხი
340,Arbeit::N,obair,მუშაობა
341,Gast::N,aoi,სტუმარი
342,Geschenk::N,féirín,საჩუქარი
343,Geschenk::N,bronntanas,საჩუქარი
344,Spiel::N,cluiche,თამაში
345,Gesellschaft::N,comhluadar,საზოგადოება
346,Hilfe::N,cúnamh,შველა
347,Hilfe::N,cúnamh,დახმარება
348,Hilfe::N,cabhair,შველა
349,Hilfe::N,cabhair,დახმარება
350,Freund::N,cara,მეგობარი
351,Kamerad::N,comrádaí,ამხანაგი
352,Angelegenheit::N,ábhar,საქმე
353,Anzahl::N,líon,ოდენობა
354,Art::N,sórt,სახეობა
355,Art::N,saghas,სახეობა
356,Stück::N,píosa,ნატეხი
357,Teil::N,cuid,წილი
358,Teil::N,páirt,წილი
359,Hälfte::N,leath,ნახევარი
360,Kreis::N,ciorcal,წრე
361,Kreuz::N,cros,ჯვარი
362,Linie::N,líne,ხაზი
363,Strich::N,stríoc,შტრიხი
364,Abstand::N,achar,მანძილი
365,Entfernung::N,fad,სიშორე
366,Gegend::N,ceantar,არე
367,Gegend::N,ceantar,მხარე
368,Platz::N,áit,ფართობი
369,Platz::N,spás,ფართობი
370,Ort::N,áit,ადგილი
371,Seite::N,taobh,მხარე
372,Mitte::N,lár,შუა
373,Gegenstand::N,ball,საგანი
374,Gegenstand::N,ábhar,საგანი
375,Sache::N,ní,ნივთი
376,Sache::N,rud,ნივთი
377,Rand::N,imeall,კიდე
378,Rand::N,ciumhais,კიდე
379,Kante::N,corr,ნაწიბული
380,Kante::N,colbha,ნაწიბული
381,Ecke::N,coirnéal,კუთხე
382,Spitze::N,gob,წვეტი
383,Spitze::N,barr,წვეტი
384,Ende::N,ceann,ბოლო
385,Ende::N,foirceann,ბოლო
386,Loch::N,poll,ხვრელი
387,Winkel::N,cúinne,კუთხე
388,Winkel::N,uillinn,კუთხე
389,Muster::N,patrún,მოხატულობა
390,Größe::N,méid,ზომა
391,Größe::N,méid,სიდიდე
392,Größe::N,toise,ზომა
393,Größe::N,toise,სიდიდე
394,Länge::N,fad,სიგრძე
395,Höhe::N,airde,სიმაღლე
396,Gewicht::N,meáchan,წონა
397,Menge::N,méid,რაოდენობა
398,Haufen::N,cnap,გროვა
399,Reihe::N,líne,რიგი
400,Reihe::N,líne,წყება
401,Reihe::N,sraith,რიგი
402,Reihe::N,sraith,წყება
403,Boot::N,bád,გემი
404,Ruder::N,rámh,ხოფი
405,Ruder::N,rámh,ნიჩაბი
406,Ruder::N,maide rámha,ხოფი
407,Ruder::N,maide rámha,ნიჩაბი
408,Schlitten::N,carr sleamhnáin,მარხილი
409,Ski::N,scí,თხილამური
410,Lagerfeuer::N,tine champa,კოცონი
411,Last::N,ualach,ტვირთი
412,Gang::N,siúlóid,სვლა
413,Schritt::N,céim,ბიჯი
414,Schritt::N,coiscéim,ბიჯი
415,Norden::N,tuaisceart,ჩრდილოეთი
416,Süden::N,deisceart,სამხრეთი
417,Westen::N,iarthar,დასავლეთი
418,Osten::N,oirthear,აღმოსავლეთი
419,Holz::N,adhmad,ხე
420,Brett::N,clár,დაფა
421,Brett::N,clár,ფიცარი
422,Platte::N,leac,თლილი ქვა
423,Stütze::N,taca,საყრდენი
424,Stange::N,polla,ჭოკი
425,Stange::N,cuaille,ჭოკი
426,Stock::N,bata,კეტი
427,Stock::N,maide,კეტი
428,Stab::N,maide,ლატანი
429,Stab::N,bachall,ლატანი
430,Rohr::N,píopa,მილაკი
431,Haus::N,teach,სახლი
432,Heim::N,baile,ოჯახის კერა
433,Ofen::N,sornóg,ღუმელი
434,Fußboden::N,urlár,იატაკი
435,Tisch::N,bord,სუფრა
436,Tisch::N,bord,მაგიდა
437,Tisch::N,tábla,სუფრა
438,Tisch::N,tábla,მაგიდა
439,Stuhl::N,cathaoir,სკამი
440,Wiege::N,cliabhán,აკვანი
441,Bett::N,leaba,საწოლი
442,Bett::N,leaba,სარეცელი
443,Regal::N,seilf,თაროები
444,Kiste::N,bosca,ყუთი
445,Kiste::N,bosca,სკივრი
446,Fenster::N,fuinneoig,ფანჯარა
447,Fenster::N,fuinneoig,სარკმელი
448,Tür::N,doras,ბჭე
449,Tür::N,doras,კარი
450,Tor::N,geata,ჭიშკარი
451,Zaun::N,fál,ღობე
452,Zaun::N,fál,გალავანი
453,Zaun::N,claí,ღობე
454,Zaun::N,claí,გალავანი
455,Dach::N,díon,სახურავი
456,Leiter::N,dréimire,კიბე
457,Besen::N,scuab,ცოცხი
458,Spaten::N,spád,ნიჩაბი
459,Spaten::N,rámhainn,ნიჩაბი
460,Schaufel::N,sluasaid,ბარი
461,Gabel::N,forc,ჩანგალი
462,Gabel::N,gabhlóg,ჩანგალი
463,Löffel::N,spúnóg,კოვზი
464,Messer::N,scian,დანა
465,Nagel::N,tairne,ლურსმანი
466,Netz::N,líon,ბადე
467,Netz::N,eangach,ბადე
468,Haken::N,croch,კავი
469,Haken::N,croch,კაუჭი
470,Griff::N,cos,ტარი
471,Griff::N,hanla,ტარი
472,Schloss::N,glas,კლიტე
473,Schloss::N,glas,საკეტი
474,Bild::N,pictiúr,სურათი
475,Figur::N,fíor,ფიგურა
476,Puppe::N,bábóg,თოჯინა
477,Beutel::N,mála,პარკი
478,Beutel::N,mealbhóg,პარკი
479,Bündel::N,beart,გალა
480,Bündel::N,beart,ასხმა
481,Tasche::N,mála,ჩანთა
482,Eimer::N,buicéad,ჩამჩა
483,Deckel::N,clár,ხუფი
484,Deckel::N,clár,სარქველი
485,Deckel::N,claibín,ხუფი
486,Deckel::N,claibín,სარქველი
487,Geschirr::N,soithí,ჭურჭელი
488,Geschirr::N,gréithe,ჭურჭელი
489,Sack::N,sac,ტომარა
490,Sack::N,mála,ტომარა
491,Tasse::N,cupán,ფინჯანი
492,Topf::N,pota,ქოთანი
493,Kessel::N,citeal,ქვაბი
494,Essen::N,béile,ჭამა
495,Nahrung::N,bia,საზრდო
496,Nahrung::N,bia,საკვები
497,Speise::N,mias,საჭმელი
498,Fleisch::N,feoil,ხორცი
499,Getreide::N,grán,მარცვლოვანი
500,Getreide::N,arbhar,მარცვლოვანი
501,Brei::N,brúitín,ფაფა
502,Brot::N,arán,პური
503,Scheibe::N,píosa,ნაჭერი
504,Scheibe::N,slisne,ნაჭერი
505,Fett::N,saill,ქონი
506,Fett::N,saill,ცხიმი
507,Fett::N,méathras,ქონი
508,Fett::N,méathras,ცხიმი
509,Butter::N,im,კარაქი
510,Öl::N,ola,ზეთი
511,Salz::N,salann,მარილი
512,Suppe::N,sú,სუფი
513,Suppe::N,anraith,სუფი
514,Honig::N,mil,თაფლი
515,Milch::N,bainne,რძე
516,Tee::N,tae,ჩაი
517,Leder::N,leathar,ტყავი
518,Wolle::N,olann,მატყლი
519,Stoff::N,éadach,ქსოვილი
520,Nadel::N,snáthaid,ნემსი
521,Faden::N,snáth,ძაფი
522,Faden::N,snáth,მკედი
523,Knopf::N,cnaipe,ღილი
524,Knoten::N,snaidhm,ნასკვი
525,Farbe::N,péint,საღებავი
526,Kleidung::N,éadaí,ტანსაცმელი
527,Hemd::N,léine,ხალათი
528,Hemd::N,léine,პერანგი
529,Kragen::N,bóna,საყელო
530,Ärmel::N,muinchille,სახელო
531,Hose::N,bríste,შარვალი
532,Hose::N,treabhsar,შარვალი
533,Gürtel::N,crios,ქამარი
534,Mütze::N,caipín,ქუდი
535,Schuh::N,bróg,ფეხსაცმელი
536,Stiefel::N,buatais,ჩექმა
537,Ring::N,fáinne,ბეჭედი
538,Band::N,ribín,ბაფთი
539,Kamm::N,cíor,სავარცხელი
540,Spiegel::N,scáthán,სარკე
541,Riemen::N,iall,ღვედი
542,Riemen::N,strapa,ღვედი
543,Schnur::N,téad,ლარი
544,Schnur::N,sreangán,ლარი
545,Leine::N,iall,ჯაჭვი
546,Decke::N,pluid,საბანი
547,Decke::N,blaincéad,საბანი
548,Kissen::N,piliúr,ბალიში
549,Kissen::N,adhartán,ბალიში
550,Tuch::N,scaif,მაუდი
551,Tuch::N,scaif,თავშალი
552,Handtuch::N,tuáille,ხელსახოცი
553,Kraft::N,fórsa,ძალა
554,Stärke::N,neart,ღონე
555,Gesundheit::N,sláinte,ჯანმრთელობა
556,Krankheit::N,tinneas,სენი
557,Krankheit::N,tinneas,ავადმყოფობა
558,Krankheit::N,breoiteacht,სენი
559,Krankheit::N,breoiteacht,ავადმყოფობა
560,Schmerz::N,pian,ტკივილი
561,Wunde::N,goin,იარი
562,Wunde::N,goin,ჭრილობა
563,Fieber::N,fiabhras,ციება
564,Arznei::N,cógas,წამალი
565,Brücke::N,droichead,ხიდი
566,Brunnen::N,tobar,ჭა
567,Weide::N,féarach,საძოვარი
568,Pfad::N,cosán,ბილიკი
569,Pfad::N,conair,ბილიკი
570,Weg::N,slí,გზა
571,Weg::N,bealach,გზა
572,Straße::N,bóthar,შარაგზა
573,Dorf::N,sráidbhaile,დაბა
574,Dorf::N,sráidbhaile,სოფელი
575,Stadt::N,baile,ქალაქი
576,Stadt::N,cathair,ქალაქი
577,Brief::N,litir,წერილი
578,Buch::N,cín,წიგნი
579,Buch::N,leabhar,წიგნი
580,Buchstabe::N,litir,ასო
581,Zeitung::N,nuachtán,გაზეთი
582,Leben::N,saol,სიცოცხლე
583,Leben::N,beatha,სიცოცხლე
584,Tod::N,bás,სიკვდილი
585,Grab::N,uaigh,სამარე
586,Grab::N,uaigh,საფლავი
587,Kirche::N,eaglais,ეკლესია
588,Sünde::N,peaca,ცოდვა
589,Gott::N,dia,ღმერთი
590,Arbeiter::N,oibrí,მუშა
591,Chef::N,saoiste,გამგე
592,Chef::N,ceannasaí,გამგე
593,Meister::N,máistir,ოსტატი
594,Arzt::N,lia,ექიმი
595,Arzt::N,lia,მკურნალი
596,Arzt::N,dochtúir,ექიმი
597,Arzt::N,dochtúir,მკურნალი
598,Lehrer::N,oide,მასწავლებელი
599,Lehrer::N,múinteoir,მასწავლებელი
600,Geld::N,airgead,ფული
601,Geschäft::N,gnó,საქმე
602,Geschäft::N,gnó,ბიზნესი
603,Laden::N,siopa,დუქანი
604,Laden::N,siopa,მაღაზია
605,Preis::N,praghas,ფასი
606,Ware::N,earra,საქონელი
607,Nutzen::N,tairbhe,ხეირი
608,Reichtum::N,rachmas,სიმდიდრე
609,Reichtum::N,saibhreas,სიმდიდრე
610,Welt::N,domhan,მსოფლიო
611,Land::N,tír,მხარე
612,Land::N,tír,ქვეყანა
613,Staat::N,stát,სახელმწიფო
614,König::N,rí,მეფე
615,Macht::N,cumhacht,ძლიერება
616,Grenze::N,críoch,ზღვარი
617,Grenze::N,teorainn,ზღვარი
618,Krieg::N,cogadh,ომი
619,Feind::N,namhaid,მტერი
620,Gewalt::N,foréigean,სისასტიკე
621,Kampf::N,troid,ბრძოლა
622,Bogen[Waffe]::N,bogha,მშვილდი
623,Pfeil::N,saighead,ისარი
624,Pfeil::N,saighead,მახვილი
625,Gewehr::N,gunna,თოფი
626,Gewehr::N,gunna,შაშხანა
627,Fehler::N,botún,შეცდომა
628,Fehler::N,meancóg,შეცდომა
629,Lüge::N,bréag,სიცრუე
630,Lüge::N,éitheach,სიცრუე
631,Schaden::N,dochar,ვნება
632,Schaden::N,damáiste,ვნება
633,Unglück::N,drochrath,ხიფათი
634,Unglück::N,drochrath,უბედურება
635,Schuld::N,locht,ბრალი
636,Schuld::N,milleán,ბრალი
637,Alter::N,aois,ასაკი
638,Schluss::N,deireadh,ბოლო
639,Schluss::N,deireadh,დასასრული
640,Zeit::N,am,დრო
641,Zeit::N,aimsir,დრო
642,Tag::N,lá,დღე
643,Morgen::N,maidin,დილა
644,Mittag::N,nóin,შუადღე
645,Abend::N,tráthnóna,საღამო
646,Nacht::N,oíche,ღამე
647,Woche::N,seachtain,კვირა
648,Monat::N,mí,თვე
649,Jahr::N,bliain,წელი
650,Frühling::N,earrach,გაზაფხული
651,Sommer::N,samhradh,ზაფხული
652,Herbst::N,fómhar,შემოდგომა
653,Winter::N,geimhreadh,ზამთარი
654,Januar::N,Eanáir,იანვარი
655,Februar::N,Feabhra,თებერვალი
656,März::N,Márta,მარტი
657,April::N,Aibreán,აპრილი
658,Mai::N,Bealtaine,მაისი
659,Juni::N,Meitheamh,ივნისი
660,Juli::N,Iúil,ივლისი
661,August::N,Lúnasa,აგვისტო
662,September::N,Meán Fómhair,სექტემბერი
663,Oktober::N,Deireadh Fómhair,ოქტომბერი
664,November::N,Samhain,ნოემბერი
665,November::N,Mí na Samhna,ნოემბერი
666,Dezember::N,Mí na Nollag,დეკემბერი
667,Montag::N,Luan,ორშაბათი
668,Montag::N,Dé Luain,ორშაბათი
669,Dienstag::N,Máirt,სამშაბათი
670,Dienstag::N,Dé Máirt,სამშაბათი
671,Mittwoch::N,Céadaoin,ოთხშაბათი
672,Mittwoch::N,Dé Céadaoin,ოთხშაბათი
673,Donnerstag::N,Déardaoin,ხუთშაბათი
674,Freitag::N,Aoine,პარასკევი
675,Freitag::N,Dé hAoine,პარასკევი
676,Samstag::N,Satharn,შაბათი
677,Samstag::N,Dé Sathairn,შაბათი
678,Sonntag::N,Domhnach,კვირა
679,Sonntag::N,Dé Domhnaigh,კვირა
680,groß::A,mór,დიდი
681,klein::A,beag,მცირე
682,klein::A,beag,პატარა
683,lang::A,fada,გრძელი
684,kurz::A,gearr,მოკლე
685,kurz::A,gairid,მოკლე
686,breit::A,leathan,ფართო
687,breit::A,leathan,განიერი
688,breit::A,fairsing,ფართო
689,breit::A,fairsing,განიერი
690,schmal::A,cúng,ვიწრო
691,schmal::A,cúng,წვრილი
692,dicht::A,dlúth,მჭიდრო
693,dick[Gegenstand]::A,tiubh,სქელი
694,dünn::A,caol,წვრილი
695,dünn::A,tanaí,წვრილი
696,fein::A,scáinte,თხელი
697,fein::A,fíneálta,თხელი
698,fest::A,daingean,მყარი
699,flach::A,cothrom,ბრტყელი
700,glatt::A,mín,გლუ
701,glatt::A,sleamhain,გლუ
702,hart::A,crua,მაგარი
703,weich::A,bog,რბილი
704,rund::A,cruinn,მრგვალი
705,spitz::A,gobach,წვეტიანი
706,spitz::A,biorach,წვეტიანი
707,scharf::A,géar,მჭრელი
708,scharf::A,faobhrach,მჭრელი
709,stumpf::A,maol,ბლაგვი
710,schwer::A,trom,მძიმე
711,schön::A,álainn,ლამაზი
712,heiß::A,te,ცხელი
713,warm::A,te,თბილი
714,kalt::A,fuar,ცივი
715,kühl::A,fionnuar,გრილი
716,frisch::A,úr,სუფთა
717,frisch::A,friseáilte,სუფთა
718,feucht::A,tais,ნოტიო
719,nass::A,fliuch,სველი
720,trocken::A,tirim,მშრალი
721,voll::A,lán,სავსე
722,leer::A,folamh,ცარიელი
723,offen::A,oscailte,ღია
724,offen::A,oscailte,გაშლილი
725,geschlossen::A,dúnta,დახურული
726,geschlossen::A,druidte,დახურული
727,sauber::A,glan,სუფთა
