,Concept_ID,ku,fr
62,Himmel::N,ezman,ciel
63,Sonne::N,roj,soleil
64,Mond::N,heyv,lune
65,Stern::N,stêrk,étoile
66,Luft::N,ba,air
67,Wind::N,ba,vent
68,Welle::N,şewl,vague
69,Wasser::N,av,eau
70,Stein::N,kevir,pierre
71,Boden::N,herd,sol
72,Boden::N,herd,terrain
73,Erde::N,ax,terre
74,Staub::N,toz,poussière
75,Rauch::N,dû,fumée
76,Funke::N,çirûşk,étincelle
77,Feuer::N,agir,feu
78,Licht::N,ronahî,lumière
79,Schatten::N,sî,ombre
80,Wetter::N,hewa,temps
81,Nebel::N,mij,brume
82,Nebel::N,mij,brouillard
83,Wolke::N,ewr,nuage
84,Regen::N,baran,pluie
85,Schnee::N,berf,neige
86,Eis::N,qeşa,glace
87,Frost::N,xûsik,gel
88,Frost::N,xûsik,gelée
89,Kälte::N,serma,froid
90,Hitze::N,germayî,chaleur
91,Raureif::N,şext,givre
92,Regenbogen::N,heftreng,arc-en-ciel
93,Donner::N,gire-gir,tonnerre
94,Strömung::N,şewl,courant
95,Tropfen::N,dilop,goutte
96,Schaum::N,kef,écume
97,Schaum::N,kef,mousse
98,Schmutz::N,gemar,boue
99,Schmutz::N,gemar,saleté
100,See::N,gol,lac
101,Sumpf::N,hezek,marais
102,Sumpf::N,hezek,marécage
103,Moor::N,mafêl,tourbière
104,Wiese::N,sûrik,pré
105,Wald::N,çiya,bois
106,Wald::N,çiya,forêt
107,Wald::N,daristan,bois
108,Wald::N,daristan,forêt
109,Hügel::N,gir,coteau
110,Hügel::N,gir,colline
111,Anhöhe::N,sere gir,éminence
112,Anhöhe::N,sere gir,élévation
113,Berg::N,kaş,mont
114,Berg::N,kaş,montagne
115,Gipfel::N,sere gir,cime
116,Gipfel::N,sere gir,sommet
117,Höhle::N,şikeft,caverne
118,Abhang::N,kaş,pente
119,Abhang::N,kaş,versant
120,Quelle::N,kanî,source
121,Quelle::N,kanî,fontaine
122,Bach::N,çem,ruisseau
123,Fluss::N,çem,fleuve
124,Fluss::N,çem,rivière
125,Fluss::N,rûbar,fleuve
126,Fluss::N,rûbar,rivière
127,Ufer::N,kevî,bord
128,Ufer::N,kevî,rivage
129,Küste::N,berav,côte
130,Festland::N,bejahî,terre ferme
131,Meer::N,behr,mer
132,Bucht::N,derav,baie
133,Insel::N,girav,île
134,Blume::N,kulînk,fleur
135,Gras::N,giha,herbe
136,Wurzel::N,reh,racine
137,Baum::N,dar,arbre
138,Stamm::N,bavik,tronc
139,Rinde::N,qaqil,écorce
140,Ast::N,gulî,branche
141,Zweig::N,şax,rameau
142,Blatt::N,pel,feuille
143,Birke::N,dara sipî,bouleau
144,Kiefer[Baum]::N,dara bî,pin
145,Weide[Baum]::N,dara belalûk,saule
146,Tanne::N,merx,sapin
147,Horn::N,strô,corne
148,Feder::N,pîrtîk,plume
149,Fell::N,heyar,peau
150,Flügel::N,per,aile
151,Klaue::N,napîk,serre
152,Kralle::N,dinik,ongle
153,Kralle::N,dinik,griffe
154,Kralle::N,dirnax,ongle
155,Kralle::N,dirnax,griffe
156,Schwanz::N,dûv,queue
157,Ei::N,hêk,œuf
158,Nest::N,hêlîn,nid
159,Bau::N,avahî,terrier
160,Tier::N,heywan,animal
161,Herde::N,hoz,troupeau
162,Kuh::N,çêlek,vache
163,Bulle::N,ga,taureau
164,Pferd::N,hesp,cheval
165,Schaf::N,mîh,mouton
166,Schwein::N,beraz,porc
167,Schwein::N,beraz,cochon
168,Hund::N,seh,chien
169,Katze::N,pişîk,chat
170,Bär::N,hirç,ours
171,Eichhörnchen::N,pilûr,écureuil
172,Elch::N,pazkovî,élan
173,Fuchs::N,rovî,renard
174,Hase::N,kîroşk,lièvre
175,Maus::N,mişk,souris
176,Wolf::N,gur,loup
177,Vogel::N,çûk,oiseau
178,Schwarm::N,lufik,nuée
179,Schwarm::N,lufik,volée
180,Huhn::N,mirîşk,poule
181,Hahn::N,dîk,coq
182,Gans::N,qaz,oie
183,Adler::N,eylo,aigle
184,Ente::N,werdek,canard
185,Eule::N,bûm,hibou
186,Eule::N,kund,hibou
187,Kranich::N,quling,grue
188,Krähe::N,qijik,corneille
189,Kuckuck::N,pepûk,coucou
190,Schwan::N,qû,cygne
191,Fisch::N,masî,poisson
192,Barsch::N,okûn,perche
193,Hecht::N,mesîyê lûf,brochet
194,Schlange[Tier]::N,mar,serpent
195,Wurm::N,kurm,ver
196,Spinne::N,pîrê,araignée
197,Ameise::N,mîro,fourmi
198,Ameise::N,gêrîk,fourmi
199,Laus::N,spi,pou
200,Mücke::N,mêş,moucheron
201,Fliege::N,mêş,mouche
202,Schmetterling::N,perperîk,papillon
203,Beere::N,hirç,baie
204,Apfel::N,sêv,pomme
205,Pilz::N,bîrov,champignon
206,Zwiebel::N,pîvaz,oignon
207,Saat::N,tov,semence
208,Korn::N,dexl,grain
209,Heu::N,sap,foin
210,Schale::N,qaşik,pelure
211,Grube::N,çahl,fosse
212,Falle::N,dafik,piège
213,Schlinge::N,dahf,lacs
214,Spur::N,rêç,trace
215,Asche::N,xweli,cendre
216,Dreck::N,gemarî,crotte
217,Eisen::N,hesing,fer
218,Gold::N,zêr,or
219,Silber::N,zîv,argent
220,Kohle::N,komir,charbon
221,Glas::N,qedeh,verre
222,Lehm::N,kelpîç,glaise
223,Sand::N,qûm,sable
224,Mensch::N,mirov,homme
225,Mann::N,mêr,homme
226,Frau::N,jin,femme
227,Kind::N,zarok,enfant
228,Junge::N,kur,garçon
229,Mädchen::N,keç,fille
230,Mädchen::N,keç,jeune fille
231,Mädchen::N,keçik,fille
232,Mädchen::N,keçik,jeune fille
233,Familie::N,malbat,famille
234,Großvater::N,bapîr,grand-père
235,Großmutter::N,pîrik,grand-mère
236,Eltern::N,bavudê,parents
237,Vater::N,bav,père
238,Mutter::N,dê,mère
239,Mutter::N,dayik,mère
240,Sohn::N,kur,fils
241,Tochter::N,keç,fille
242,Bruder::N,bira,frère
243,Schwester::N,xweh,sœur
244,Onkel::N,am,oncle
245,Onkel::N,xal,oncle
246,Tante::N,metik,tante
247,Tante::N,xaltîk,tante
248,Ehemann::N,mêr,mari
249,Ehemann::N,mêr,époux
250,Ehefrau::N,kulfet,femme
251,Ehefrau::N,kulfet,épouse
252,Freude::N,kêfxweşî,joie
253,Freude::N,kêfxweşî,plaisir
254,Gelächter::N,pîrqînî,rires
255,Glück::N,bext,bonheur
256,Kummer::N,derd,peine
257,Kummer::N,derd,chagrin
258,Wunsch::N,daxwaz,désir
259,Wunsch::N,xwestek,désir
260,Lust::N,şewq,envie
261,Geist::N,aqil,esprit
262,Gedanke::N,fikir,idée
263,Gedanke::N,fikir,pensée
264,Gedächtnis::N,aqil,mémoire
265,Verstand::N,fêm,raison
266,Sinn::N,aqil,sens
267,Grund::N,asas,cause
268,Grund::N,asas,raison
269,Wahrheit::N,rastî,vérité
270,Gespräch::N,guftûgo,conversation
271,Märchen::N,çirok,conte
272,Märchen::N,çirok,conte de fées
273,Erzählung::N,çirok,conte
274,Erzählung::N,çirok,narration
275,Erzählung::N,vegotin,conte
276,Erzählung::N,vegotin,narration
277,Nachricht::N,nûçe,message
278,Neuigkeit::N,hewal,nouvelle
279,Name::N,nav,nom
280,Name::N,paşnav,nom
281,Rätsel::N,tiştonek,énigme
282,Rätsel::N,tiştonek,devinette
283,Rede::N,gotar,parole
284,Rede::N,gotar,discours
285,Rede::N,axavtin,parole
286,Rede::N,axavtin,discours
287,Sprache::N,ziman,langue
288,Sprache::N,ziman,langage
289,Stimme::N,pejn,voix
290,Wort::N,gotin,mot
291,Zeichen::N,şanek,signe
292,Ruf::N,hawar,cri
293,Ruf::N,hawar,appel
294,Lärm::N,xarbalix,bruit
295,Laut::N,deng,son
296,Laut::N,hês,son
297,Ton::N,awaz,ton
298,Lied::N,sitran,chant
299,Lied::N,sitran,chanson
300,Ruhe::N,rihetî,calme
301,Ruhe::N,rihetî,tranquillité
302,Leute::N,xelk,gens
303,Volk::N,xelk,peuple
304,Arbeit::N,xebat,travail
305,Gast::N,mêvan,hôte
306,Gast::N,mêvan,invité
307,Geschenk::N,diyarî,cadeau
308,Geschenk::N,diyarî,présent
309,Spiel::N,lîstik,jeu
310,Gesellschaft::N,komal,compagnie
311,Hilfe::N,alîkarî,aide
312,Hilfe::N,alîkarî,secours
313,Freund::N,heval,ami
314,Kamerad::N,heval,copain
315,Kamerad::N,heval,camarade
316,Angelegenheit::N,pirsgirêk,affaire
317,Anzahl::N,çend,nombre
318,Art::N,çeh,sorte
319,Art::N,çeh,espèce
320,Stück::N,lib,morceau
321,Stück::N,parçe,morceau
322,Teil::N,parçe,part
323,Teil::N,parçe,partie
324,Hälfte::N,nîvî,moitié
325,Kreis::N,çemil,cercle
326,Kreuz::N,xaç,croix
327,Linie::N,xezik,ligne
328,Strich::N,xezik,trait
329,Abstand::N,dûrahî,écart
330,Entfernung::N,dûrahî,distance
331,Gegend::N,dever,région
332,Gegend::N,dever,contrée
333,Platz::N,çih,place
334,Ort::N,dever,lieu
335,Ort::N,dever,endroit
336,Seite::N,rûpel,côté
337,Mitte::N,nav,milieu
338,Mitte::N,nabênê,milieu
339,Gegenstand::N,tişt,objet
340,Sache::N,tişt,chose
341,Rand::N,kevî,bord
342,Kante::N,kevî,arête
343,Ecke::N,qunç,coin
344,Ecke::N,qunç,tournant
345,Spitze::N,derzî,cime
346,Spitze::N,derzî,pointe
347,Ende::N,talî,bout
348,Loch::N,qul,trou
349,Winkel::N,kurnîşk,coin
350,Winkel::N,kurnîşk,réduit
351,Muster::N,desen,dessin
352,Größe::N,mezinî,grandeur
353,Länge::N,dirêjahî,longueur
354,Höhe::N,bilindayî,hauteur
355,Höhe::N,bilindayî,altitude
356,Gewicht::N,giranî,poids
357,Menge::N,qas,quantité
358,Haufen::N,lod,tas
359,Reihe::N,rêz,file
360,Reihe::N,rêz,rangée
361,Boot::N,kelek,canot
362,Boot::N,kelek,bateau
363,Ruder::N,bêrik,rame
364,Ruder::N,bêrik,aviron
365,Schlitten::N,xîjik,traîneau
366,Ski::N,lakan,ski
367,Lagerfeuer::N,agir,feu de camp
368,Last::N,bar,charge
369,Last::N,bar,fardeau
370,Gang::N,fîtêz,tour
371,Gang::N,fîtêz,marche
372,Schritt::N,gav,pas
373,Norden::N,bakur,nord
374,Süden::N,başur,sud
375,Westen::N,rojava,ouest
376,Westen::N,rojava,occident
377,Osten::N,rojhilat,est
378,Osten::N,rojhilat,orient
379,Holz::N,dep,bois
380,Brett::N,dep,planche
381,Platte::N,dep,plaque
382,Stütze::N,destek,appui
383,Stütze::N,destek,soutien
384,Stange::N,sing,barre
385,Stange::N,sing,perche
386,Stock::N,çam,canne
387,Stab::N,qat,bâton
388,Rohr::N,borî,tube
389,Rohr::N,borî,tuyau
390,Haus::N,mal,maison
391,Haus::N,xanî,maison
392,Heim::N,mal,maison
393,Ofen::N,sobe,poêle
394,Fußboden::N,binpê,plancher
395,Tisch::N,mase,table
396,Stuhl::N,kursî,chaise
397,Wiege::N,derguş,berceau
398,Bett::N,qerewêle,lit
399,Regal::N,rêbaz,étagère
400,Kiste::N,sindoq,caisse
401,Fenster::N,çam,fenêtre
402,Fenster::N,şibeke,fenêtre
403,Tür::N,derî,porte
404,Tor::N,derge,porte
405,Tor::N,derge,portail
406,Zaun::N,hejik,clôture
407,Dach::N,sere xanî,toit
408,Leiter::N,pêling,échelle
409,Besen::N,melkes,balai
410,Spaten::N,mer,bêche
411,Schaufel::N,bêr,pelle
412,Gabel::N,çetel,fourchette
413,Löffel::N,kevçî,cuiller
414,Messer::N,kêr,couteau
415,Nagel::N,bizmar,clou
416,Netz::N,tor,filet
417,Haken::N,çenqel,croc
418,Haken::N,çenqel,crochet
419,Griff::N,destî,prise
420,Griff::N,destî,manche
421,Schloss::N,qonax,serrure
422,Bild::N,dimen,image
423,Bild::N,dimen,tableau
424,Figur::N,figûr,figure
425,Puppe::N,bûk,poupée
426,Beutel::N,kîsik,sac
427,Beutel::N,kîsik,petit sac
428,Bündel::N,pêçek,paquet
429,Bündel::N,pêçek,faisceau
430,Tasche::N,bêrîk,sac
431,Eimer::N,dewl,seau
432,Deckel::N,devik,couvercle
433,Geschirr::N,ferax,vaisselle
434,Sack::N,tûr,sac
435,Tasse::N,kada,tasse
436,Topf::N,beroş,pot
437,Topf::N,beroş,marmite
438,Kessel::N,şîril,chaudron
439,Essen::N,xwarin,repas
440,Essen::N,xwarin,manger
441,Nahrung::N,xwarin,nourriture
442,Speise::N,xwarin,plat
443,Fleisch::N,goşt,viande
444,Getreide::N,zad,blé
445,Getreide::N,zad,céréales
446,Brei::N,hewdêl,purée
447,Brei::N,hewdêl,bouillie
448,Brot::N,,pain
449,Scheibe::N,parçe,tranche
450,Fett::N,rûn,graisse
451,Butter::N,rûn,beurre
452,Öl::N,rûn,huile
453,Salz::N,xwe,sel
454,Suppe::N,şorbe,soupe
455,Suppe::N,şorbe,potage
456,Honig::N,hingiv,miel
457,Milch::N,şîr,lait
458,Tee::N,çay,thé
459,Leder::N,çerm,cuir
460,Wolle::N,herî,laine
461,Stoff::N,paç,tissu
462,Stoff::N,paç,étoffe
463,Nadel::N,derzî,aiguille
464,Faden::N,ta,fil
465,Knopf::N,bişkok,bouton
466,Knoten::N,girêk,nœud
467,Farbe::N,boyax,peinture
468,Kleidung::N,çil,vêtements
469,Kleidung::N,çil,habillement
470,Hemd::N,qutik,chemise
471,Hemd::N,miltan,chemise
472,Kragen::N,stûvang,col
473,Ärmel::N,hûçik,manche
474,Hose::N,şewel,pantalon
475,Gürtel::N,qayiş,ceinture
476,Mütze::N,fîno,bonnet
477,Mütze::N,fîno,casquette
478,Schuh::N,şêkal,soulier
479,Schuh::N,şêkal,chaussure
480,Stiefel::N,gizme,botte
481,Stiefel::N,çizme,botte
482,Ring::N,xelek,bague
483,Band::N,band,ruban
484,Kamm::N,şeh,peigne
485,Spiegel::N,eynik,glace
486,Spiegel::N,eynik,miroir
487,Riemen::N,qayiş,lanière
488,Riemen::N,qayiş,courroie
489,Schnur::N,doxin,corde
490,Schnur::N,doxin,ficelle
491,Leine::N,şirît,laisse
492,Decke::N,bataniye,couverture
493,Kissen::N,balgî,oreiller
494,Tuch::N,şar,drap
495,Tuch::N,şar,fichu
496,Handtuch::N,dezmal,serviette
497,Handtuch::N,dezmal,essuie-mains
498,Kraft::N,hêz,force
499,Kraft::N,qewet,force
500,Stärke::N,xurtî,vigueur
501,Gesundheit::N,nojdarî,santé
502,Krankheit::N,nexweşî,maladie
503,Schmerz::N,êş,douleur
504,Wunde::N,kul,plaie
505,Wunde::N,kul,blessure
506,Fieber::N,ta,fièvre
507,Arznei::N,derman,remède
508,Arznei::N,derman,médecine
509,Brücke::N,kopî,pont
510,Brunnen::N,çal,puits
511,Brunnen::N,kani,puits
512,Weide::N,beyar,pâturage
513,Pfad::N,xaçirek,sentier
514,Weg::N,rê,voie
515,Weg::N,rê,chemin
516,Straße::N,rê,route
517,Dorf::N,gund,village
518,Stadt::N,baçar,cité
519,Stadt::N,baçar,ville
520,Brief::N,name,lettre
521,Buch::N,kitêb,livre
522,Buch::N,pirtûk,livre
523,Buchstabe::N,herf,lettre
524,Buchstabe::N,herf,caractère
525,Zeitung::N,rojname,journal
526,Leben::N,jiyan,vie
527,Tod::N,mirin,mort
528,Grab::N,mezel,tombe
529,Kirche::N,gilyas,église
530,Sünde::N,guneh,péché
531,Gott::N,xwedê,dieu
532,Arbeiter::N,hîşçî,ouvrier
533,Arbeiter::N,hîşçî,travailleur
534,Chef::N,bêg,chef
535,Chef::N,bêg,patron
536,Meister::N,hoste,maître
537,Arzt::N,doktor,médecin
538,Lehrer::N,mamoste,professeur
539,Lehrer::N,mamoste,instituteur
540,Geld::N,pere,argent
541,Geschäft::N,firoşgeh,affaire
542,Geschäft::N,firoşgeh,commerce
543,Laden::N,dikan,magasin
544,Laden::N,dikan,boutique
545,Preis::N,buha,prix
546,Ware::N,tişt,marchandise
547,Nutzen::N,fêde,profit
548,Reichtum::N,serwet,richesse
549,Welt::N,dinya,monde
550,Land::N,welat,pays
551,Staat::N,dewlet,État
552,König::N,şah,roi
553,König::N,qral,roi
554,Macht::N,qewet,pouvoir
555,Macht::N,qewet,puissance
556,Macht::N,destihilat,pouvoir
557,Macht::N,destihilat,puissance
558,Grenze::N,kevî,frontière
559,Krieg::N,çeng,guerre
560,Krieg::N,sêwaş,guerre
561,Feind::N,dijmin,ennemi
562,Gewalt::N,zor,violence
563,Kampf::N,şer,lutte
564,Kampf::N,şer,combat
565,Bogen[Waffe]::N,kêvan,arc
566,Pfeil::N,çîrik,flèche
567,Gewehr::N,tifing,fusil
568,Fehler::N,şaşî,faute
569,Fehler::N,şaşî,erreur
570,Lüge::N,derew,mensonge
571,Schaden::N,xisar,dégât
572,Schaden::N,xisar,dommage
573,Unglück::N,bêbextî,malheur
574,Schuld::N,suç,faute
575,Schuld::N,suç,culpabilité
576,Alter::N,temen,âge
577,Schluss::N,girtin,fin
578,Zeit::N,çax,temps
579,Tag::N,roj,jour
580,Tag::N,roj,journée
581,Morgen::N,sibeh,matin
582,Morgen::N,sibeh,matinée
583,Mittag::N,nîro,midi
584,Abend::N,êvar,soir
585,Abend::N,êvar,soirée
586,Nacht::N,şev,nuit
587,Woche::N,heftî,semaine
588,Monat::N,meh,mois
589,Jahr::N,sal,an
590,Jahr::N,sal,année
591,Frühling::N,bihar,printemps
592,Sommer::N,havîn,été
593,Herbst::N,payîz,automne
594,Winter::N,zistan,hiver
595,Januar::N,çile,janvier
596,Februar::N,sibat,février
597,März::N,adar,mars
598,April::N,nîsan,avril
599,Mai::N,gûlan,mai
600,Juni::N,hezîran,juin
601,Juli::N,tîmeh,juillet
602,August::N,tebax,août
603,September::N,îlon,septembre
604,Oktober::N,çotmeh,octobre
605,November::N,mijdar,novembre
606,Dezember::N,kanûn,décembre
607,Montag::N,duşemb,lundi
608,Dienstag::N,sêşem,mardi
609,Mittwoch::N,çarşemb,mercredi
610,Donnerstag::N,pêşemb,jeudi
611,Freitag::N,în,vendredi
612,Samstag::N,şemî,samedi
613,Sonntag::N,yekşemb,dimanche
614,groß::A,mezin,grand
615,klein::A,çûçik,petit
616,lang::A,dirêj,long
617,kurz::A,kin,court
618,breit::A,fireh,large
619,schmal::A,tenik,étroit
620,dicht::A,gir,dense
621,dick[Gegenstand]::A,şîşman,épais
622,dünn::A,zirav,mince
623,fein::A,tenik,fin
624,fein::A,tenik,menu
625,fest::A,saxlem,ferme
626,fest::A,saxlem,solide
627,flach::A,pahn,plat
628,glatt::A,dûz,poli
629,glatt::A,dûz,lisse
630,glatt::A,şayîk,poli
631,glatt::A,şayîk,lisse
632,hart::A,hişk,dur
633,weich::A,nerm,mou
634,rund::A,gilover,rond
635,spitz::A,pîj,aigu
636,spitz::A,pîj,pointu
637,scharf::A,tûj,tranchant
638,stumpf::A,ne tûj,mousse
639,stumpf::A,ne tûj,émoussé
640,schwer::A,giran,lourd
641,schwer::A,giran,pesant
642,schön::A,xweş,beau
643,schön::A,xweşik,beau
644,heiß::A,kelandî,chaud
645,heiß::A,kelandî,très chaud
646,warm::A,germ,chaud
647,kalt::A,sar,froid
648,kühl::A,jemîrî,frais
649,frisch::A,ter,frais
650,feucht::A,şil,humide
651,nass::A,şilek,mouillé
652,trocken::A,zuwa,sec
653,voll::A,tijî,plein
654,voll::A,tijî,rempli
655,leer::A,vala,vide
656,offen::A,vekirî,ouvert
657,geschlossen::A,asê,clos
658,geschlossen::A,asê,fermé
659,sauber::A,pakij,net
660,sauber::A,pakij,propre
661,schmutzig::A,lewitî,sale
662,schmutzig::A,lewitî,crasseux
663,roh::A,xav,cru
664,roh::A,xav,brut
665,reif::A,gihaştî,mûr
666,lecker::A,xweş,délicieux
667,lecker::A,xweş,appétissant
668,süß::A,şîrîn,doux
669,bitter::A,tahl,amer
670,sauer::A,tirş,aigre
671,hell::A,ronî,clair
672,dunkel::A,tarî,sombre
673,schwarz::A,reş,noir
674,weiß::A,sipî,blanc
675,rot::A,sor,rouge
676,gelb::A,zer,jaune
677,blau::A,şîn,bleu
678,grün::A,şîn,vert
679,grau::A,gewr,gris
680,bunt::A,rengîn,multicolore
681,billig::A,erzan,bon marché
682,teuer::A,biha,cher
683,wertvoll::A,hêja,précieux
684,wertvoll::A,giranbiha,précieux
685,blind::A,kor,aveugle
686,taub::A,kerr,sourd
687,kräftig::A,gir,fort
688,kräftig::A,gir,vigoureux
689,kräftig::A,xurt,fort
690,kräftig::A,xurt,vigoureux
691,stark::A,xurt,fort
692,stark::A,xurt,puissant
693,schwach::A,kesad,faible
694,fett::A,qelew,gras
695,schlank::A,zirav,svelte
696,hübsch::A,xweşik,joli
697,böse::A,xerab,mauvais
698,böse::A,aciz,mauvais
699,dumm::A,gêj,sot
700,dumm::A,gêj,bête
701,faul::A,têmbêl,fainéant
702,faul::A,têmbêl,paresseux
703,fleißig::A,jêhatî,appliqué
704,geizig::A,destgirtî,avare
705,klug::A,baqil,intelligent
706,geschickt::A,zîrek,habile
707,geschickt::A,ziring,habile
708,lieb::A,delal,cher
709,lieb::A,delal,gentil
710,lustig::A,kêfxweş,gai
711,lustig::A,kêfxweş,joyeux
712,sanft::A,nazenîn,doux
713,hungrig::A,birçî,affamé
714,krank::A,nexweş,malade
715,nackt::A,rût,nu
716,nackt::A,tazî,nu
717,traurig::A,xemgîn,triste
718,lebendig::A,bisaxî,vivant
719,gut::A,baş,bon
720,schlecht::A,xerab,mauvais
721,richtig::A,rast,juste
722,richtig::A,rast,correct
723,richtig::A,saxlem,juste
724,richtig::A,saxlem,correct
725,schlimm::A,nebaş,grave
726,schlimm::A,nebaş,mauvais
727,wahr::A,rast,vrai
728,wahr::A,rast,véritable
729,alt::A,pîr,vieux
730,alt::A,kevn,vieux
731,neu::A,nû,neuf
732,neu::A,nû,nouveau
733,ehemalig::A,kevnar,ancien
734,ehemalig::A,peşidar,ancien
735,alt[Lebewesen]::A,pîr,âgé
736,alt[Lebewesen]::A,pîr,vieux
737,jung::A,xort,jeune
738,arm::A,feqîr,pauvre
739,arm::A,desteng,pauvre
740,reich::A,dewlemend,riche
741,bekannt::A,naskirî,connu
742,berühmt::A,navdar,fameux
743,berühmt::A,navdar,célèbre
744,fremd::A,xerîb,étranger
745,verschieden::A,çîhê,différent
746,nah::A,nêzîk,lié
747,nah::A,nêzîk,proche
748,fern::A,dûr,éloigné
749,fern::A,dûr,lointain
750,linker::A,çepê,gauche
751,rechter::A,rastê,droit
752,anderer::A,yê din,autre
753,erster::A,yekemîn,premier
754,zweiter::A,duda,second
755,zweiter::A,duda,deuxième
756,dritter::A,sisêya,troisième
757,letzter::A,paşîn,dernier
758,allein::ADV,tenê,seul
759,auf einmal::ADV,jar kê,à la fois
760,zusammen::ADV,tev,ensemble
761,zusammen::ADV,bi hev re,ensemble
762,lange::ADV,dirêj,longtemps
763,plötzlich::ADV,ji nişkave,tout à coup
764,sofort::ADV,yekser,immédiatement
765,später::ADV,paşiyê,plus tard
766,jetzt::ADV,nuha,maintenant
767,heute::ADV,îro,aujourd'hui
768,morgen::ADV,sibeh,demain
769,bald::ADV,nêzîk,bientôt
770,dann::ADV,paşê,puis
771,dann::ADV,paşê,ensuite
772,gestern::ADV,do,hier
773,einst::ADV,jar ke,jadis
774,einst::ADV,jar ke,autrefois
775,damals::ADV,hîngî,alors
776,damals::ADV,hîngî,à l'époque
777,danach::ADV,piştra,après
778,danach::ADV,piştra,ensuite
779,vorher::ADV,pîşî,auparavant
780,zuerst::ADV,bere,d'abord
781,zuerst::ADV,bere,premièrement
782,einmal::ADV,çarik,une fois
783,manchmal::ADV,çarna,parfois
784,manchmal::ADV,çarna,quelquefois
785,oft::ADV,gelek çaran,souvent
786,immer::ADV,daîm,toujours
787,niemals::ADV,tu çar,ne ... jamais
788,hier::ADV,li vir,ici
789,hierhin::ADV,vir,par ici
790,von hier::ADV,ji vir,d'ici
791,dort::ADV,li wê derê,là
792,dort::ADV,li wê derê,là-bas
793,dorthin::ADV,wêda,y
794,dorthin::ADV,wêda,par là
795,geradeaus::ADV,rastê rast,tout droit
796,vorwärts::ADV,ber bi pêş,en avant
797,rückwärts::ADV,paşpê,en arrière
798,zurück::ADV,paşdo,de retour
799,zurück::ADV,paşvê,de retour
800,unten::ADV,jêrî,en bas
801,unten::ADV,jêrî,au-dessous
802,hinab::ADV,berjêr,en bas
803,hinab::ADV,berjêr,vers le bas
804,oben::ADV,banî,dessus
805,oben::ADV,banî,en haut
806,hinauf::ADV,banî,en haut
807,hinauf::ADV,banî,vers le haut
808,überall::ADV,li her derê,partout
809,nicht::ADV,ne,ne ... pas
810,nicht::ADV,nîn,ne ... pas
811,nicht::ADV,tine,ne ... pas
812,ein wenig::ADV,hebkî,un peu
813,kaum::ADV,tema,à peine
814,kaum::ADV,himangi,à peine
815,sehr::ADV,gelek,très
816,so::ADV,weha,si
817,so::ADV,weha,ainsi
818,noch::ADV,hêj,encore
819,noch::ADV,dîsa,encore
820,nur::ADV,tenê,seulement
821,nur::ADV,tenê,ne ... que
822,nur::ADV,bes,seulement
823,nur::ADV,bes,ne ... que
824,schon::ADV,hew,déjà
825,wieder::ADV,jar din,de nouveau
826,wieder::ADV,dîsa,de nouveau
827,vergebens::ADV,deya çun,en vain
828,vergebens::ADV,îfleh bûn,en vain
829,vor::PRP,li ber,devant
830,hinter::PRP,li pişt,derrière
831,unter::PRP,li bin,sous
832,unter::PRP,li bin,au-dessous de
833,durch::PRP,kura,par
834,durch::PRP,kura,à travers
835,neben::PRP,li ba,à côté de
836,zwischen::PRP,nabeyne,entre
837,zwischen::PRP,di nav...da,entre
