,Concept_ID,bn,sk
323,Spitze::N,ডগা,špička
324,Ende::N,প্রান্ত,koniec
325,Loch::N,গর্ত,diera
326,Winkel::N,কোণ,kút
327,Muster::N,নমুন্,vzor
328,Muster::N,নমুন্,vzorka
329,Größe::N,আয়তন,veľkosť
330,Länge::N,দৈর্ঘ্য,dĺžka
331,Höhe::N,উচ্চতা,výška
332,Gewicht::N,ওজন,váha
333,Menge::N,পরিমাণ,množstvo
334,Haufen::N,পুঞ্জ,hŕba
335,Reihe::N,শ্রেণী,rad
336,Boot::N,নৌকা,čln
337,Ruder::N,দাঁড়,veslo
338,Schlitten::N,স্নেজ্-গাড়ি,sane
339,Ski::N,শী,lyža
340,Lagerfeuer::N,অগ্নি,táborák
341,Last::N,বোঝা,ťarcha
342,Last::N,বোঝা,bremeno
343,Gang::N,হণ্টন,chôdza
344,Schritt::N,পদ,krok
345,Norden::N,উত্তরদিক্,sever
346,Süden::N,দক্ষিণদিক,juh
347,Westen::N,পশ্চিমদিক্,západ
348,Osten::N,পূর্বদিক,východ
349,Holz::N,কাঠ,drevo
350,Brett::N,তক্তা,doska
351,Platte::N,ফলক,doska
352,Platte::N,ফলক,platňa
353,Stütze::N,নাগদণ্ড,opora
354,Stange::N,দণ্ড,tyč
355,Stock::N,ছড়ি,palica
356,Stab::N,যষ্টি,palica
357,Rohr::N,নল,rúra
358,Haus::N,ঘর,dom
359,Heim::N,বাসা,domov
360,Ofen::N,স্টোভ্,pec
361,Ofen::N,স্টোভ্,kachle
362,Fußboden::N,গহতল,dlážka
363,Fußboden::N,গহতল,podlaha
364,Tisch::N,মেজ,stôl
365,Tisch::N,টেবিল,stôl
366,Stuhl::N,চেয়ার,stolička
367,Stuhl::N,কেদারা,stolička
368,Wiege::N,দোলনা,kolíska
369,Bett::N,শয্যা,lôžko
370,Bett::N,শয্যা,posteľ
371,Regal::N,তাক,regál
372,Regal::N,তাক,polica
373,Kiste::N,বাক্স,debna
374,Fenster::N,জানালা,okno
375,Fenster::N,জানালা,oblok
376,Tür::N,দ্বার,dvere
377,Tor::N,দ্বার,vráta
378,Zaun::N,বেড়া,plot
379,Zaun::N,বেড়া,ohrada
380,Dach::N,ছাদ,krov
381,Dach::N,ছাদ,strecha
382,Leiter::N,মই,rebrík
383,Leiter::N,মই,rebrina
384,Besen::N,গুল্মবিশেষ,metla
385,Spaten::N,কোদাল,rýľ
386,Schaufel::N,বেলচা,lopata
387,Gabel::N,কাঁটা,vidlička
388,Löffel::N,চামচ,lyžica
389,Messer::N,ছুরি,nôž
390,Nagel::N,পেরেক,klinec
391,Netz::N,জাল,sieť
392,Haken::N,কাচি,hák
393,Haken::N,কাচি,háčik
394,Griff::N,হাতল,rukoväť
395,Schloss::N,তালা,zámka
396,Bild::N,ছবি,obraz
397,Bild::N,চিত্র,obraz
398,Figur::N,আকার,figúra
399,Puppe::N,পুতুল,bábka
400,Puppe::N,পুতুল,bábika
401,Beutel::N,বটুয়া,vrece
402,Beutel::N,বটুয়া,vrecko
403,Bündel::N,আঁটি,uzlík
404,Bündel::N,আঁটি,zväzok
405,Tasche::N,থলি,taška
406,Tasche::N,থলি,kabelka
407,Eimer::N,বাল্তি,vedro
408,Deckel::N,আবরণ,vrchnák
409,Deckel::N,আবরণ,pokrývka
410,Geschirr::N,থালা-বাসন,nádoba
411,Sack::N,বস্তা,mech
412,Sack::N,বস্তা,vrece
413,Tasse::N,কাপ,šálka
414,Topf::N,পাত্র,hrniec
415,Kessel::N,কেটলি,kotol
416,Essen::N,আহার,jedlo
417,Nahrung::N,খাদ্য,strava
418,Nahrung::N,খাদ্য,potrava
419,Speise::N,খাদ্য,jedlo
420,Fleisch::N,মাংস,mäso
421,Getreide::N,শস্য,obilie
422,Brei::N,মণ্ড,kaša
423,Brot::N,রুটি,chlieb
424,Scheibe::N,ফালি,kotúč
425,Scheibe::N,ফালি,krajec
426,Fett::N,মেদ,tuk
427,Fett::N,মেদ,masť
428,Butter::N,মাখন,maslo
429,Öl::N,তৈল,olej
430,Salz::N,নুন,soľ
431,Suppe::N,শুরুয়া,polievka
432,Honig::N,মধু,med
433,Milch::N,দুধ,mlieko
434,Tee::N,চা,čaj
435,Leder::N,পাকা চামড়া,koža
436,Wolle::N,পশম,vlna
437,Stoff::N,বস্ত্র,súkno
438,Nadel::N,সুচ,ihla
439,Faden::N,সূত্র,niť
440,Faden::N,সূত্র,vlákno
441,Knopf::N,বোতাম,gombík
442,Knoten::N,গিঁট,uzol
443,Farbe::N,রং,farba
444,Kleidung::N,কাপড়,šaty
445,Kleidung::N,কাপড়,šatstvo
446,Hemd::N,শার্ট,košeľa
447,Kragen::N,গলবন্ধ,golier
448,Ärmel::N,আস্তিন্,rukáv
449,Hose::N,ট্রাউজার,nohavice
450,Gürtel::N,কটিবন্ধ,pás
451,Gürtel::N,কটিবন্ধ,opasok
452,Mütze::N,টুপি,čiapka
453,Schuh::N,জুতো,obuv
454,Schuh::N,জুতো,topánka
455,Stiefel::N,বুট,čižma
456,Ring::N,আংটি,prsteň
457,Band::N,ফিতা,stuha
458,Kamm::N,চিরুনি,hrebeň
459,Spiegel::N,আয়না,zrkadlo
460,Riemen::N,চাবুক,remeň
461,Schnur::N,দড়ি,šnúra
462,Leine::N,শিকল,vodidlo
463,Decke::N,কম্বল,deka
464,Decke::N,কম্বল,prikrývka
465,Kissen::N,উপাধান,poduška
466,Tuch::N,বস্ত্র,šatka
467,Handtuch::N,তোয়ালে,uterák
468,Kraft::N,জোর,moc
469,Stärke::N,শক্তি,sila
470,Gesundheit::N,স্বাস্থ্য,zdravie
471,Krankheit::N,অসুখ,nemoc
472,Krankheit::N,অসুখ,choroba
473,Krankheit::N,ব্যামো,nemoc
474,Krankheit::N,ব্যামো,choroba
475,Schmerz::N,যন্ত্রণা,bolesť
476,Wunde::N,ক্ষত,rana
477,Fieber::N,জ্বর,horúčka
478,Arznei::N,ঔষধ,liek
479,Brücke::N,সেতু,most
480,Brunnen::N,কূপ,studňa
481,Weide::N,পশুচারণভূমি,pastva
482,Pfad::N,পথ,chodník
483,Weg::N,পথ,cesta
484,Straße::N,রাস্তা,hradská
485,Dorf::N,গ্রাম,dedina
486,Stadt::N,শহর,mesto
487,Brief::N,চিঠি,list
488,Buch::N,বই,kniha
489,Buchstabe::N,অক্ষর,litera
490,Buchstabe::N,অক্ষর,písmeno
491,Zeitung::N,সংবাদপত্র,noviny
492,Leben::N,জীবন,život
493,Tod::N,মৃত্যু,smrť
494,Grab::N,কবর,hrob
495,Kirche::N,গির্জা,kostol
496,Sünde::N,পাপ,hriech
497,Gott::N,দেবতা,boh
498,Arbeiter::N,শ্রমিক,robotník
499,Arbeiter::N,শ্রমিক,pracnovík
500,Chef::N,নেতা,šéf
501,Chef::N,নেতা,riaditeľ
502,Meister::N,ব্যক্তি,majster
503,Arzt::N,চিকিৎসক,lekár
504,Lehrer::N,অধ্যাপক,učiteľ
505,Geld::N,মুদ্রা,peniaze
506,Geld::N,টাকাপয়সা,peniaze
507,Geschäft::N,ব্যস্ততা,obchod
508,Laden::N,দোকান,obchod
509,Preis::N,মূল্য,cena
510,Ware::N,পণ্যদ্রব্য,tovar
511,Nutzen::N,সুবিধা,osoh
512,Nutzen::N,সুবিধা,úžitok
513,Reichtum::N,ধনদৌলত,bohatstvo
514,Welt::N,জগৎ,svet
515,Land::N,খেত,územie
516,Land::N,খেত,krajina
517,Staat::N,রাষ্ট্র,štát
518,König::N,রাজা,kráľ
519,Macht::N,প্রভাব,moc
520,Macht::N,প্রভাব,mocnosť
521,Grenze::N,সীমা,hranica
522,Krieg::N,যুদ্ধ,vojna
523,Feind::N,শত্রু,nepriateľ
524,Gewalt::N,জোর,násilie
525,Kampf::N,লড়াই,boj
526,Bogen[Waffe]::N,ধনুক,luk
527,Pfeil::N,বাণ,šíp
528,Pfeil::N,বাণ,strela
529,Gewehr::N,বন্দুক,puška
530,Fehler::N,ভুল,omyl
531,Fehler::N,ভুল,chyba
532,Lüge::N,মিথ্যা,lož
533,Schaden::N,ক্ষতি,ujma
534,Schaden::N,ক্ষতি,škoda
535,Unglück::N,দুর্ভাগ্য,nešťastie
536,Schuld::N,অপরাধ,vina
537,Schuld::N,অপরাধ,previnenie
538,Alter::N,আয়ু,vek
539,Schluss::N,শেষ,záver
540,Schluss::N,শেষ,koniec
541,Zeit::N,সময়,čas
542,Tag::N,দিন,deň
543,Morgen::N,সকাল,ráno
544,Mittag::N,মধ্যাহু,poludnie
545,Abend::N,সন্ধ্যা,večer
546,Nacht::N,রাত্রি,noc
547,Woche::N,সপ্তাহ,týždeň
548,Monat::N,মাস,mesiac
549,Jahr::N,সৌরবর্ষ,rok
550,Frühling::N,বসন্তকাল,jar
551,Sommer::N,গ্রীষ্মকাল,leto
552,Herbst::N,শরংঋতু,jeseň
553,Winter::N,শীতকাল,zima
554,Januar::N,জানুয়ারী,január
555,Februar::N,ফেব্রুয়ারী,február
556,März::N,মার্চ,marec
557,April::N,এপ্রিল,apríl
558,Mai::N,মে,máj
559,Juni::N,জুন,jún
560,Juli::N,জুলাই,júl
561,August::N,অগাস্ট,august
562,September::N,সেপ্টেম্বর,september
563,Oktober::N,অক্টোবর,október
564,November::N,নভেম্বর,november
565,Dezember::N,ডিসেম্বর,december
566,Montag::N,সোমবার,pondelok
567,Dienstag::N,মঙ্গলবার,utorok
568,Mittwoch::N,বুধবার,streda
569,Donnerstag::N,বৃহম্পতিবার,štvrtok
570,Freitag::N,শুক্রবার,piatok
571,Samstag::N,শনিবার,sobota
572,Sonntag::N,রবিবার,nedeľa
573,groß::A,বৃহৎ,veľký
574,klein::A,ছোট,malý
575,lang::A,দীর্ঘ,dlhý
576,kurz::A,খর্ব,krátky
577,kurz::A,হ্রস্ব,krátky
578,breit::A,চওড়া,široký
579,schmal::A,সরু,úzky
580,dicht::A,ঘন,hustý
581,dick[Gegenstand]::A,পুরু,tlstý
582,dünn::A,কৃশ,tenký
583,fein::A,সূক্ষ্ম,jemný
584,fest::A,দৃঢ়,pevný
585,flach::A,সমতল,rovný
586,flach::A,সমতল,plochý
587,glatt::A,মসৃণ,hladký
588,hart::A,শক্ত,tvrdý
589,weich::A,নরম,mäkký
590,rund::A,গোলাকার,guľatý
591,rund::A,গোলাকার,okrúhly
592,spitz::A,তীক্ষ্ন,končitý
593,scharf::A,শাণিত,ostrý
594,stumpf::A,ভোঁতা,tupý
595,schwer::A,ভারী,ťažký
596,schön::A,সুন্দর,pekný
597,schön::A,সুন্দর,krásny
598,heiß::A,গরম,horúci
599,warm::A,ঈষদুষ্ণ,teplý
600,kalt::A,ঠাণ্ডা,studený
601,kühl::A,শীতল,chladný
602,frisch::A,তাজা,svieži
603,feucht::A,ভিজা,vlhký
604,feucht::A,ভিজা,zvlhnutý
605,nass::A,ভিজা,mokrý
606,trocken::A,শুষ্ক,suchý
607,voll::A,পূর্ণ,plný
608,leer::A,খালি,prázdny
609,offen::A,খোলা,otvorený
610,geschlossen::A,বন্ধ,zavretý
611,sauber::A,নির্মল,čistý
612,schmutzig::A,নোংরা,špinavý
613,roh::A,কাঁচা,surový
614,reif::A,পাকা,zrelý
615,lecker::A,সুস্বাদ,chutný
616,süß::A,মিষ্ট,sladký
617,bitter::A,তিক্ত,horký
618,sauer::A,টক,kyslý
619,hell::A,উজ্জ্বল,jasný
620,hell::A,উজ্জ্বল,svetlý
621,dunkel::A,অন্ধকারময়,temný
622,schwarz::A,কালো,čierny
623,weiß::A,সাদা,biely
624,rot::A,লাল,červený
625,gelb::A,হলদে,žltý
626,blau::A,নীল,modrý
627,blau::A,নীল,belasý
628,grün::A,সবুজ,zelený
629,grau::A,ছাই-রঙা,šedý
630,bunt::A,রঙিন,pestrý
631,billig::A,সস্তা,lacný
632,teuer::A,আক্রা,drahý
633,wertvoll::A,মহার্ঘ,cenný
634,blind::A,কানা,slepý
635,taub::A,বধির,hluchý
636,kräftig::A,বিশাল,silný
637,stark::A,শক্তিশালী,silný
638,schwach::A,দুর্বল,slabý
639,schwach::A,দুর্বল,bezvládny
640,fett::A,মোটা,tučný
641,schlank::A,কৃশ,štíhly
642,hübsch::A,সুন্দর,šumný
643,hübsch::A,সুন্দর,švárny
644,böse::A,খারাপ,zlý
645,dumm::A,মূর্খ,hlúpy
646,faul::A,শ্রমবিমুখ,lenivý
647,fleißig::A,পরিশ্রমী,snaživý
648,fleißig::A,পরিশ্রমী,usilovný
649,geizig::A,ব্যয়কুণ্ঠ,skupý
650,geizig::A,ব্যয়কুণ্ঠ,lakomý
651,klug::A,দক্ষ,múdry
652,klug::A,দক্ষ,bystrý
653,geschickt::A,পটু,zručný
654,geschickt::A,পটু,šikovný
655,lieb::A,প্রেয়,milý
656,lustig::A,প্রফুল্ল,veselý
657,sanft::A,নম্র,nežný
658,hungrig::A,ক্ষুধার্ত,lačný
659,hungrig::A,ক্ষুধার্ত,hladný
660,krank::A,অসুস্থ,chorý
661,krank::A,অসুস্থ,nemocný
662,nackt::A,উলঙ্গ,nahý
663,traurig::A,দুঃখিত,smutný
664,lebendig::A,জীবিত,živý
665,gut::A,ভালো,dobrý
666,schlecht::A,মন্দ,zlý
667,richtig::A,ঠিক,správny
668,schlimm::A,কদর্য,zlý
669,schlimm::A,কদর্য,nepríjemný
670,wahr::A,বাস্তব,pravý
671,wahr::A,বাস্তব,pravdivý
672,alt::A,পুরাতন,starý
673,neu::A,নব,nový
674,neu::A,নূতন,nový
675,ehemalig::A,পূর্বকালীন,bývalý
676,alt[Lebewesen]::A,বৃদ্ধ,starý
677,jung::A,তরুণ,mladý
678,arm::A,ক্ষুদ্র,chudobný
679,reich::A,ধনবান্,bohatý
680,bekannt::A,সুপরিচিত,známy
681,berühmt::A,বিখ্যাত,slávny
682,berühmt::A,বিখ্যাত,povestný
683,fremd::A,বিদেশি,cudzí
684,verschieden::A,বিসদৃশ,rôzny
685,verschieden::A,বিসদৃশ,rozličný
686,nah::A,নিকটবতী,blízky
687,fern::A,দুরবতী,ďaleký
688,linker::A,বাম,ľavý
689,rechter::A,ডান,pravý
690,rechter::A,ডাইন,pravý
691,anderer::A,অন্যতর,iný
692,anderer::A,অন্যতর,druhý
693,erster::A,প্রথম,prvý
694,zweiter::A,দ্বিতীয়,druhý
695,dritter::A,তৃতীয়,tretí
696,letzter::A,সর্বশেষ,ostatný
697,letzter::A,সর্বশেষ,posledný
698,allein::ADV,একক,sám
699,auf einmal::ADV,জলদি,zároveň
700,zusammen::ADV,একসঙ্গে,spolu
701,zusammen::ADV,একসঙ্গে,spoločne
702,lange::ADV,লম্বা,dlho
703,plötzlich::ADV,হঠাৎ,náhle
704,sofort::ADV,মুহ্ণর্তমধ্যে,hneď
705,sofort::ADV,মুহ্ণর্তমধ্যে,ihneď
706,später::ADV,পশ্চাতে,neskoršie
707,jetzt::ADV,এখন,teraz
708,heute::ADV,আজ,dnes
709,morgen::ADV,আগামিকাল,zajtra
710,bald::ADV,অস্পকালমধ্যে,skoro
711,dann::ADV,তখন,nato
712,dann::ADV,তখন,potom
713,gestern::ADV,গতকাল,včera
714,einst::ADV,একবার মাত্র,kedysi
715,einst::ADV,একবার মাত্র,niekedy
716,damals::ADV,তখন,vtedy
717,danach::ADV,পরে,potom
