,Concept_ID,ko,ja
87,Hitze::N,고온,暑さ
88,Hitze::N,더위,暑さ
89,Regenbogen::N,무지개,虹
90,Donner::N,뇌명,雷
91,Strömung::N,유동,流れ
92,Tropfen::N,물방울,滴
93,Schaum::N,포말,泡
94,Schmutz::N,때,汚れ
95,See::N,호수,湖
96,Sumpf::N,습지,沼
97,Moor::N,저습지,湿原
98,Wiese::N,목초지,草原
99,Wald::N,숲,森
100,Hügel::N,언덕,丘
101,Anhöhe::N,언덕,高み
102,Berg::N,산,山
103,Gipfel::N,졀졍,頂上
104,Höhle::N,공동,洞窟
105,Abhang::N,몰매,斜面
106,Quelle::N,근원,泉
107,Bach::N,내,小川
108,Fluss::N,강,川
109,Ufer::N,강변,岸
110,Ufer::N,바닷가,岸
111,Küste::N,해변,海岸
112,Küste::N,해변가,海岸
113,Festland::N,본토,陸
114,Meer::N,바다,海
115,Bucht::N,협만,湾
116,Insel::N,섬,島
117,Blume::N,꽃,花
118,Gras::N,풀,草
119,Wurzel::N,뿌리,根
120,Baum::N,나무,木
121,Stamm::N,대,幹
122,Rinde::N,나무껍질,皮層
123,Ast::N,가지,枝
124,Zweig::N,가지,小枝
125,Blatt::N,잎,葉
126,Birke::N,자작나무,樺
127,Kiefer[Baum]::N,소나무,松
128,Weide[Baum]::N,쉬양버들,柳
129,Tanne::N,전나무,樅
130,Horn::N,뿔,角
131,Feder::N,깃털,羽根
132,Fell::N,피혁모피,毛皮
133,Flügel::N,날개,羽
134,Klaue::N,갈고리 발톺,鉤爪
135,Kralle::N,발툭,爪
136,Schwanz::N,꼬리,尻尾
137,Ei::N,알,卵
138,Nest::N,보금자리,巣
139,Bau::N,굴,穴
140,Tier::N,짐승,動物
141,Herde::N,가축의떼,群れ
142,Kuh::N,암소,牛
143,Bulle::N,황소,雄牛
144,Pferd::N,말,馬
145,Schaf::N,양,羊
146,Schwein::N,돼지,豚
147,Hund::N,개,犬
148,Katze::N,고양이,猫
149,Bär::N,콤,熊
150,Eichhörnchen::N,다람쥐,栗鼠
151,Elch::N,고라니,ヘラジカ
152,Fuchs::N,여우,狐
153,Hase::N,토끼,兎
154,Maus::N,쥐,鼠
155,Wolf::N,늑대,狼
156,Vogel::N,새,鳥
157,Schwarm::N,뗴,群れ
158,Huhn::N,암탉,鶏
159,Hahn::N,수탉,雄鶏
160,Gans::N,거위,ガチョウ
161,Adler::N,수리,鷲
162,Ente::N,오리,鴨
163,Eule::N,부엉이,フクロウ
164,Kranich::N,두루미,鶴
165,Krähe::N,까마귀,烏
166,Kuckuck::N,뻐꾸기,郭公
167,Schwan::N,배조,白鳥
168,Fisch::N,물고기,魚
169,Barsch::N,농어,鱸
170,Hecht::N,에속스,川魳
171,Schlange[Tier]::N,뱀,蛇
172,Wurm::N,벌레,虫
173,Spinne::N,거미,蜘蛛
174,Ameise::N,개미,蟻
175,Laus::N,이,虱
176,Mücke::N,모기,蚊
177,Fliege::N,날기,蝿
178,Schmetterling::N,나비,蝶
179,Beere::N,장과,漿果
180,Apfel::N,사과,林檎
181,Pilz::N,고방이,茸
182,Zwiebel::N,양파,玉葱
183,Saat::N,씨,種
184,Korn::N,알맹이,粒
185,Heu::N,건초,干し草
186,Schale::N,피상,皮
187,Falle::N,함정,わな
188,Schlinge::N,올가미,輪
189,Schlinge::N,멜빵붕대,輪
190,Spur::N,발지국,跡
191,Asche::N,재,灰
192,Dreck::N,똥,泥
193,Dreck::N,오물,泥
194,Eisen::N,쇠,鉄
195,Eisen::N,철,鉄
196,Gold::N,항금,金
197,Silber::N,은,銀
198,Kohle::N,슻,炭
199,Glas::N,유리,ガラス
200,Lehm::N,찰흙,ローム
201,Sand::N,모래,砂
202,Mensch::N,사람,人
203,Mann::N,남자,男
204,Mann::N,남자,男性
205,Frau::N,여자,女
206,Frau::N,여자,女性
207,Kind::N,아이,子
208,Kind::N,아이,子供
209,Junge::N,소녁,男の子
210,Mädchen::N,소녀,女の子
211,Familie::N,가족,家族
212,Großvater::N,할아버지,祖父
213,Großvater::N,할아버지,おじいさん
214,Großmutter::N,할머니,祖母
215,Großmutter::N,할머니,おばあさん
216,Eltern::N,어버오,親
217,Eltern::N,어버오,両親
218,Vater::N,아버지,父
219,Vater::N,아버지,お父さん
220,Mutter::N,어머니,母
221,Mutter::N,어머니,お母さん
222,Sohn::N,아들,息子
223,Sohn::N,아들,息子さん
224,Tochter::N,딸기,娘
225,Tochter::N,딸기,お嬢さん
226,Bruder::N,형제,弟
227,Schwester::N,누이,妹
228,Onkel::N,백부,伯父
229,Onkel::N,백부,伯父さん
230,Tante::N,아주머니,叔母
231,Tante::N,아주머니,叔母さん
232,Ehemann::N,남편,夫
233,Ehemann::N,남편,主人
234,Ehefrau::N,아내,妻
235,Ehefrau::N,아내,奥さん
236,Freude::N,기쁨,喜び
237,Gelächter::N,웃음,笑い
238,Glück::N,즐거움,幸せ
239,Kummer::N,슬픔,悩み
240,Wunsch::N,소망,希望
241,Geist::N,할기,精神
242,Gedanke::N,상념,考え
243,Gedächtnis::N,기억,記憶
244,Verstand::N,분별,理解力
245,Verstand::N,지능,理解力
246,Sinn::N,센스,意味
247,Grund::N,까닭,理由
248,Wahrheit::N,참,真実
249,Wahrheit::N,진실,真実
250,Gespräch::N,대화,会話
251,Märchen::N,동화,童話
252,Erzählung::N,이야기,物語
253,Neuigkeit::N,뉴스,ニュース
254,Name::N,이름,名前
255,Rätsel::N,수수께끼,謎
256,Rede::N,연설,演説
257,Sprache::N,말,言語
258,Stimme::N,목소리,声
259,Wort::N,낱말,言葉
260,Zeichen::N,신호,記号
261,Ruf::N,부름,呼び声
262,Lärm::N,소동,騒音
263,Laut::N,음성,音
264,Ton::N,목소리,音
265,Lied::N,노래,歌
266,Ruhe::N,쉼,静けさ
267,Leute::N,사람들,人々
268,Volk::N,국중,民族
269,Arbeit::N,근로,仕事
270,Arbeit::N,너무,仕事
271,Gast::N,손님,客
272,Geschenk::N,행하,贈り物
273,Spiel::N,무리,遊び
274,Gesellschaft::N,교제,社会
275,Hilfe::N,거들음,援助
276,Hilfe::N,보좌,援助
277,Freund::N,친구,友達
278,Kamerad::N,동실자,同志
279,Angelegenheit::N,용무,件
280,Anzahl::N,어떤,数
281,Anzahl::N,수,数
282,Art::N,정류,種類
283,Stück::N,일부분,部分
284,Teil::N,몱,部分
285,Teil::N,구훠,部分
286,Hälfte::N,2분의,半分
287,Kreis::N,고리,円
288,Kreuz::N,열십자,十字
289,Linie::N,선,線
290,Strich::N,스침,線
291,Abstand::N,거리,距離
292,Entfernung::N,거리,距離
293,Gegend::N,곳,辺
294,Gegend::N,곳,地域
295,Gegend::N,부금,辺
296,Gegend::N,부금,地域
297,Platz::N,장소,ゆとり
298,Ort::N,장소,所
299,Ort::N,장소,場所
300,Seite::N,옆면,横
301,Mitte::N,궁간,真ん中
302,Gegenstand::N,항목,物件
303,Sache::N,뭉에,物
304,Rand::N,가,端
305,Kante::N,귀퉁,縁
306,Ecke::N,구석,角
307,Spitze::N,끝,先頭
308,Spitze::N,참단,先頭
309,Ende::N,말당,端
310,Loch::N,빙옷,穴
311,Winkel::N,각도,片隅
312,Muster::N,본,模様
313,Muster::N,견복,模様
314,Größe::N,신장,大きさ
315,Länge::N,길이긺,長さ
316,Höhe::N,높이,高さ
317,Gewicht::N,추,重さ
318,Menge::N,수양,量
319,Haufen::N,퇴적,堆積
320,Reihe::N,열,並び
321,Boot::N,보트,ボート
322,Ruder::N,노,オール
323,Schlitten::N,썰매,そり
324,Ski::N,스키,スキー
325,Lagerfeuer::N,캠프의 모닥불,篝火
326,Last::N,무거운짐,荷物
327,Gang::N,걸음,歩み
328,Schritt::N,보조,歩
329,Norden::N,북쪽 ,北
330,Süden::N,남쪽,南
331,Westen::N,서쪽,西
332,Osten::N,동쪽,東
333,Holz::N,목재,木
334,Holz::N,목재,木材
335,Brett::N,마루널,板
336,Platte::N,탤,盤
337,Platte::N,금속판,盤
338,Stütze::N,버팀목,支柱
339,Stange::N,장대,棒
340,Stock::N,막대기,杖
341,Stab::N,작대기,棒
342,Rohr::N,갈대,管
343,Haus::N,집,家
344,Heim::N,집,家
345,Ofen::N,아궁이,ストーブ
346,Fußboden::N,마루,床
347,Tisch::N,탁자,机
348,Stuhl::N,의자,椅子
349,Wiege::N,발상지,揺籃
350,Bett::N,침대,ベッド
351,Regal::N,서가,棚
352,Kiste::N,짐궤,箱
353,Fenster::N,눔,窓
354,Tür::N,문,戸
355,Tür::N,문,ドア
356,Tor::N,대문,門
357,Zaun::N,담장,垣根
358,Dach::N,지붕,屋根
359,Leiter::N,사닥다리,梯子
360,Besen::N,비,ほうき
361,Spaten::N,가래,スコップ
362,Schaufel::N,삽,シャベル
363,Gabel::N,갈래,フォーク
364,Löffel::N,숟가락,スプーン
365,Messer::N,나이프,ナイフ
366,Nagel::N,발툽,釘
367,Netz::N,그물,網
368,Haken::N,갈고리,鉤
369,Haken::N,갈고리,フック
370,Griff::N,움켜쥠,取っ手
371,Schloss::N,자물쇠,錠
372,Bild::N,그림,絵
373,Figur::N,몸메,像
374,Puppe::N,인형,人形
375,Beutel::N,클,袋
376,Bündel::N,자근다발,束
377,Bündel::N,자근다발,包み
378,Tasche::N,가방,かばん
379,Eimer::N,동이,バケツ
380,Deckel::N,뚜껑,蓋
381,Geschirr::N,식시,食器
382,Sack::N,조갑,袋
383,Tasse::N,차잔,カップ
384,Topf::N,단지,鍋
385,Kessel::N,주전자,釜
386,Essen::N,먹기,食事
387,Nahrung::N,식료,食物
388,Speise::N,음식물,料理
389,Fleisch::N,고기,肉
390,Getreide::N,곡물,麦
391,Getreide::N,곡물,穀物
392,Brei::N,젤리,粥
393,Brot::N,빵,パン
394,Scheibe::N,원반,枚
395,Scheibe::N,원반,切れ
396,Fett::N,기름,脂肪
397,Butter::N,버터,バター
398,Öl::N,올리브유,油
399,Salz::N,소금,塩
400,Suppe::N,국,スープ
401,Suppe::N,수프,スープ
402,Honig::N,감미,蜂蜜
403,Milch::N,유즙,牛乳
404,Tee::N,차,茶
405,Tee::N,차,お茶
406,Leder::N,가죽,革
407,Wolle::N,양털,毛糸
408,Stoff::N,패료,布
409,Nadel::N,바늘,針
410,Faden::N,콘실,糸
411,Knopf::N,단추,ボタン
412,Knoten::N,곁절,結び目
413,Farbe::N,색,ペンキ
414,Kleidung::N,옷입기,衣服
415,Hemd::N,속옷,シャツ
416,Kragen::N,깃,襟
417,Ärmel::N,소매,袖
418,Hose::N,바지,ズボン
419,Gürtel::N,밴드,帯
420,Gürtel::N,밴드,ベルト
421,Mütze::N,모자,帽子
422,Schuh::N,구두,靴
423,Stiefel::N,장화,ブーツ
424,Ring::N,고리,輪
425,Band::N,리본,リボン
426,Kamm::N,빗,櫛
427,Spiegel::N,거울,鏡
428,Riemen::N,가죽끈,緒
429,Schnur::N,밧줄,紐
430,Leine::N,고삐줄,綱
431,Decke::N,이부자리,掛け布団
432,Kissen::N,깔개,枕
433,Tuch::N,천,スカーフ
434,Handtuch::N,수건,タオル
435,Kraft::N,세력,力
436,Stärke::N,힘,強さ
437,Gesundheit::N,위생,健康
438,Krankheit::N,병,病気
439,Schmerz::N,아픔고통,痛み
440,Wunde::N,상처,傷
441,Fieber::N,열별,熱
442,Arznei::N,약,薬
443,Brücke::N,교량,橋
444,Brunnen::N,원천,井戸
445,Weide::N,목장,牧場
446,Pfad::N,좁은길,小路
447,Weg::N,길,道
448,Straße::N,길,街道
449,Dorf::N,촌,村
450,Dorf::N,촌락,村
451,Stadt::N,도시,町
452,Stadt::N,도시,都市
453,Brief::N,서한,手紙
454,Buch::N,책,本
455,Buchstabe::N,문자,文字
456,Zeitung::N,신문,新聞
457,Leben::N,삶,生活
458,Tod::N,죽음,死
459,Grab::N,무덤,墓
460,Kirche::N,교회,教会
461,Sünde::N,부정,罪
462,Gott::N,하느님,神
463,Arbeiter::N,일하는사람,労働者
464,Chef::N,사장,上司
465,Meister::N,명인,達人
466,Meister::N,명인,マイスター
467,Meister::N,대가,達人
468,Meister::N,대가,マイスター
469,Arzt::N,의사,医者
470,Lehrer::N,교사,先生
471,Geld::N,돈,金
472,Geschäft::N,일,取り引き
473,Laden::N,가게,店
474,Preis::N,가격,値段
475,Ware::N,상품,商品
476,Nutzen::N,이익,利益
477,Reichtum::N,많음,豊かさ
478,Welt::N,세상,世界
479,Land::N,지방,国
480,Staat::N,국가,国家
481,König::N,국왕,国王
482,Macht::N,힘,権力
483,Grenze::N,국경,国境
484,Krieg::N,전쟁,戦争
485,Feind::N,적,敵
486,Gewalt::N,권력,暴力
487,Kampf::N,전투,戦い
488,Bogen[Waffe]::N,활,弓
489,Pfeil::N,화살,矢
490,Gewehr::N,무기,銃
491,Fehler::N,오류,間違い
492,Lüge::N,거짓말,嘘
493,Schaden::N,손상,損害
494,Unglück::N,불행,不幸
495,Schuld::N,부채,罪
496,Alter::N,연령,年
497,Alter::N,연령,年齢
498,Schluss::N,마감,終わり
499,Zeit::N,때,時
500,Zeit::N,때,時間
501,Zeit::N,시간,時
502,Zeit::N,시간,時間
503,Tag::N,하루,日
504,Morgen::N,이침,朝
505,Mittag::N,대낮,昼
506,Abend::N,저녁,晩
507,Abend::N,저녁,夕方
508,Nacht::N,밤,夜
509,Woche::N,근무일,週
510,Monat::N,달,月
511,Jahr::N,해,年
512,Frühling::N,봄,春
513,Sommer::N,여름,夏
514,Herbst::N,가을,秋
515,Winter::N,겨울,冬
516,Januar::N,일월,一月
517,Februar::N,이월,二月
518,März::N,삼월,三月
519,April::N,사월,四月
520,Mai::N,오월,五月
521,Juni::N,유월,六月
522,Juli::N,칠월,七月
523,August::N,팔월,八月
524,September::N,구월,九月
525,Oktober::N,시월,十月
526,November::N,십일월,十一月
527,Dezember::N,십이월,十二月
528,Montag::N,월요일,月曜日
529,Dienstag::N,화요일,火曜日
530,Mittwoch::N,수요일,水曜日
531,Donnerstag::N,모교일,木曜日
532,Freitag::N,그묘일,金曜日
533,Samstag::N,토요일,土曜日
534,Sonntag::N,일요일,日曜日
535,groß::A,큰,大きい
536,klein::A,자근,小さい
537,lang::A,긴,長い
538,kurz::A,짧은,短い
539,breit::A,넓은,広い
540,schmal::A,좁은,狭い
541,dicht::A,농밀한,密な
542,dick[Gegenstand]::A,두꺼운,厚い
543,dünn::A,얇은,薄い
544,fein::A,미세한,細い
545,fest::A,굳은,硬い
546,flach::A,얕은,平らな
547,glatt::A,반들반들한,滑らかな
548,hart::A,굳은,堅い
549,weich::A,연한,柔らかい
550,rund::A,둥근,丸い
551,spitz::A,뾰족한,尖った
552,scharf::A,날카로운,鋭い
553,stumpf::A,무딘,鈍い
554,schwer::A,무거운,重い
555,schön::A,멋진,綺麗な
556,heiß::A,뜨거운,熱い
557,warm::A,따뜻한,温かい
558,kalt::A,찬,寒い
559,kalt::A,찬,冷たい
560,kühl::A,서늘한,涼しい
561,frisch::A,신선한,ひんやりした
562,feucht::A,축축한,湿った
563,nass::A,젖은,濡れた
564,trocken::A,마른,乾いた
565,voll::A,완전한,いっぱいの
566,leer::A,빈,空の
567,offen::A,열린,開いた
568,geschlossen::A,닫힌,閉まった
569,sauber::A,깨끗한,清潔な
570,schmutzig::A,더러운,汚い
571,roh::A,날게잇의,生の
572,reif::A,이근,熟した
573,lecker::A,맛있는,美味しい
574,süß::A,단,甘い
575,bitter::A,찌르는듯한,苦い
576,sauer::A,산성의,酸っぱい
577,hell::A,밝은,明るい
578,dunkel::A,어두운,暗い
579,schwarz::A,검은,黒い
580,weiß::A,하얀,白い
581,rot::A,붉은,赤い
582,gelb::A,황색,黄色い
583,blau::A,푸른,青い
584,grün::A,녹색의,緑の
585,grau::A,회색의,灰色の
586,bunt::A,알록달록한,色取り取りの
587,billig::A,싼,安い
588,teuer::A,값비산,高い
589,wertvoll::A,가치가많은,貴重な
590,blind::A,눈먼,盲目の
591,taub::A,무감간한,耳が聞こえない
592,kräftig::A,강장한,強力な
593,stark::A,강한,強い
594,schwach::A,약한,弱い
595,fett::A,실찐,太った
596,schlank::A,호리호리한,ほっそりした
597,hübsch::A,예쁜,素敵な
598,böse::A,나쁜,悪い
599,dumm::A,어리석은,馬鹿な
600,faul::A,너덜너덜한,怠惰な
601,fleißig::A,근면한,勤勉な
602,geizig::A,인색한,けちな
603,geschickt::A,교묘한,器用な
604,lieb::A,친애하는,愛らしい
605,lustig::A,유쾌한,楽しい
606,sanft::A,온화한,温和な
607,hungrig::A,배고픈,空腹の
608,krank::A,병든,病気の
609,nackt::A,벌거벗은,裸の
610,traurig::A,슬픈,悲しい
611,lebendig::A,살아있는,生きた
612,gut::A,좋은,良い
613,schlecht::A,나쁜,悪い
614,schlecht::A,나쁜,駄目な
615,richtig::A,바른,正しい
616,schlimm::A,못된,ひどい
617,wahr::A,참된,本当の
618,alt::A,늙은,古い
619,neu::A,새,新しい
620,ehemalig::A,전의,以前の
621,alt[Lebewesen]::A,낡은,年を取った
622,jung::A,젊은,若い
623,arm::A,가난한,貧乏な
624,reich::A,풍부한,裕福な
625,bekannt::A,저명한,有名な
626,berühmt::A,유명한,有名な
627,fremd::A,타처이,見知らぬ
628,verschieden::A,따른,色々な
629,nah::A,가까운,近い
630,fern::A,먼,遠い
631,linker::A,왼쭉의,左の
632,rechter::A,오른쪽의,右の
633,anderer::A,다른,別の
634,erster::A,첫째,一番目
635,zweiter::A,둘째,二番目
636,dritter::A,셋째,三番目
637,letzter::A,의후자의,最後の
638,allein::ADV,훌로,一人で
639,auf einmal::ADV,갑자기,同時に
640,zusammen::ADV,모아서,一緒に
641,lange::ADV,오래,長い間
642,plötzlich::ADV,둘연한,急に
643,sofort::ADV,즉시,すぐに
644,später::ADV,보다늦은,後で
645,jetzt::ADV,목하,今
646,heute::ADV,오늘,今日
647,morgen::ADV,내일,明日
648,bald::ADV,곱,間もなく
649,dann::ADV,그경우에,それから
650,gestern::ADV,어제,昨日
651,einst::ADV,옛날에,過去に
652,damals::ADV,그때에,あの時
653,danach::ADV,그 뒤에,その後で
654,vorher::ADV,미리,以前に
655,zuerst::ADV,최초로,まず
656,zuerst::ADV,최초로,最初に
657,einmal::ADV,한번,一回
658,manchmal::ADV,땓대로,時々
659,oft::ADV,땓대로,よく
660,immer::ADV,늘,いつも
661,niemals::ADV,결코...(하지)않다,一度も...ない
662,hier::ADV,여기,こちら
663,hierhin::ADV,여기로,ここへ
664,hierhin::ADV,여기로,こちらへ
665,dort::ADV,거기,そちら
666,dorthin::ADV,저기예,そこへ
667,dorthin::ADV,저기예,そちらへ
668,geradeaus::ADV,곧장,真っ直ぐに
669,vorwärts::ADV,앞으로,前へ
670,rückwärts::ADV,뒤로,後ろへ
671,zurück::ADV,제자리로,後ろへ
672,unten::ADV,아래에,下に
673,hinab::ADV,아래쪽으로,下へ
674,oben::ADV,위에,上に
675,hinauf::ADV,위쪽으로,上へ
676,überall::ADV,도처에,どこでも
677,nicht::ADV,안,ない
678,ein wenig::ADV,적음,少し
679,ein wenig::ADV,적음,ちょっと
680,kaum::ADV,가의,ほとんど～ない
681,sehr::ADV,자주,とても
682,so::ADV,그와같이,こう
683,noch::ADV,아직,まだ
684,nur::ADV,다만,～だけ
685,schon::ADV,이미,もう
686,wieder::ADV,다시,再び
687,vergebens::ADV,헛되이,無駄に
688,vor::PRP,앞에,前に
689,hinter::PRP,뒤에,後ろに
690,unter::PRP,잍에,下に
691,durch::PRP,통고하여,通して
692,neben::PRP,와나란히,横に
693,zwischen::PRP,의사이로,間に
694,wegen::PRP,때문에,為に
695,wegen::PRP,때문에,せいで
696,dies::PRN,이,これ
697,das::PRN,저,それ
698,alles::PRN,모든것,全部
699,ich::PRN,나,私
700,du::PRN,너,あなた
701,er::PRN,그,彼
702,wir::PRN,우리,私達
703,ihr::PRN,너희들,あなた達
704,sie::PRN,그들,彼ら
705,was::FPRN,뭣,何
706,wer::FPRN,누구,誰
707,wer::FPRN,누구,どなた
708,wo::FADV,어디,どこ
709,wo::FADV,어디,どこに
710,wohin::FADV,어디로,どこへ
711,wie::FADV,어떻게,どう
712,warum::FADV,왜,何故
713,warum::FADV,왜,どうして
714,wieviel::FNUM,얼마만큰,どのくらい
715,eins::NUM,하나,一
716,zwei::NUM,둘,二
717,zwei::NUM,둘,二つ
718,drei::NUM,셋,三
719,drei::NUM,셋,三つ
720,vier::NUM,넷,四
721,vier::NUM,넷,四つ
722,fünf::NUM,다섯,五
723,fünf::NUM,다섯,五つ
724,sechs::NUM,여섯,六
725,sechs::NUM,여섯,六つ
726,sieben::NUM,일곱,七
727,sieben::NUM,일곱,七つ
728,acht::NUM,여덟,八
729,acht::NUM,여덟,八つ
730,neun::NUM,아홉,九
731,neun::NUM,아홉,九つ
732,zehn::NUM,열,十
733,elf::NUM,열하나,十一
734,zwölf::NUM,열둘,十二
735,zwanzig::NUM,스물,二十
736,dreißig::NUM,서름,三十
737,vierzig::NUM,마흔,四十
738,fünfzig::NUM,숸,五十
739,sechzig::NUM,에순,六十
740,siebzig::NUM,일흔,七十
741,achtzig::NUM,여든,八十
742,neunzig::NUM,아흔,九十
743,hundert::NUM,백,百
744,tausend::NUM,천,千
745,und::CNJ,와,-と
746,und::CNJ,와,そして
747,oder::CNJ,아니면,或いは
748,stehen::V,서다,立っている
749,sitzen::V,앉다,座っている
750,liegen::V,눕다,横になっている
751,hängen::V,달다,掛かっている
752,werden::V,되다,なる
753,passieren::V,지장옶다,起こる
754,beginnen::V,시작되다,始まる
755,enden::V,큳내다,終わる
756,wechseln::V,병경하다,変わる
757,aufgehen[Sonne]::V,뜨다,出る
758,untergehen[Sonne]::V,지다,沈む
759,scheinen[Sonne]::V,빛나다,輝く
760,donnern::V,천둥치다,雷が鳴る
761,wehen::V,풀다,吹く
762,strömen::V,흐르다,流れる
763,fließen::V,흐르다,流れる
764,sich drehen::V,돌다,回転する
765,schwanken::V,동요하다,揺れる
766,schwingen::V,흔들다,振動する
767,fallen::V,떨어지다,落ちる
768,brennen::V,타다,燃える
769,rauchen::V,김이나다,煙を出す
770,regnen::V,비가오다,雨が降る
771,gefrieren::V,얼다,凍る
772,tauen::V,녹다,溶ける
773,schmelzen::V,녹다,溶ける
774,trocknen::V,홈치다,乾く
775,sieden::V,끓다,沸く
776,faulen::V,부패하다,腐る
777,verfaulen::V,썩다,朽ちる
778,reißen::V,지바찢다,切れる
779,versinken::V,가라앉다,沈む
780,vergehen::V,지나가다,経つ
781,erscheinen::V,나타나다,現れる
782,verschwinden::V,사라지다,消える
783,sinken::V,가라앉다,下がる
784,abnehmen::V,떼어내다,減る
785,zunehmen::V,증가하다,増える
786,steigen::V,상승하다,上がる
787,wachsen::V,생기하다,伸びる
788,glänzen::V,뛰오나다,輝く
789,funkeln::V,불티가잍어나다,ぴかぴか光る
790,lärmen::V,떠들다,騒ぐ
791,läuten::V,울시다,鳴る
792,klingeln::V,초닌총을울리다,鳴る
793,klirren::V,탁탁울리다,がらんがらんと鳴る
794,brausen::V,쏴쏴소리내다,逆巻く
795,rauschen::V,솨솨,戦ぐ
796,klingen::V,반향하다,鳴る
797,bellen::V,짖다,吠える
798,heulen::V,포효하다,きゃんきゃん鳴く
799,blasen::V,불다,吹く
800,pfeifen::V,피리를불다,口笛を吹く
801,schreien::V,절규하다,叫ぶ
802,stöhnen::V,신음하다,うめく
803,zittern::V,저뉼하다,震える
804,leben::V,살다,生きている
805,geboren werden::V,태어난,生まれる
806,atmen::V,숨쉬다,呼吸する
807,trinken::V,마시다,飲む
808,essen::V,먹다,食べる
809,schlucken::V,들이켜다,飲み込む
810,einschlafen::V,잠들다,寝付く
811,schlafen::V,자다,眠る
812,aufwachen::V,눈트다,目が覚める
813,aufstehen::V,서다,起きる
814,sich erholen::V,회복하다,休養する
815,schmerzen::V,아프다,痛む
816,husten::V,잔기침하다,咳をする
817,genesen::V,낫다,元気になる
818,sterben::V,죽다,死ぬ
819,sterben::V,죽다,亡くなる
820,umkommen::V,못쓰게되다,死亡する
821,sich bewegen::V,움직이다,移動する
822,sich rühren::V,움직이다,動く
823,sich erheben::V,이러서다,立ち上がる
824,sich setzen::V,앉히다,座る
825,hinfallen::V,넘어지다,転ぶ
826,laufen::V,걷다,歩く
827,schreiten::V,보행하다,跨ぐ
828,spazierengehen::V,산보하다,散歩する
829,eilen::V,서둘다,急ぐ
830,sich beeilen::V,서둘게하다,焦る
831,sausen::V,서들러 떠나다,疾駆する
832,rennen::V,달리다,走る
833,springen::V,도약하다,跳ぶ
834,klettern::V,갑겨오르다,よじ登る
835,schaukeln::V,흔들리게하다,ぶらんこに乗る
836,kriechen::V,기다,這う
837,schwimmen::V,헤엄치다,泳ぐ
838,tauchen::V,잠기다,潜る
839,rudern::V,물을헤치다,漕ぐ
840,fahren::V,가다,行く
841,fahren::V,가다,乗車する
842,fahren::V,나르다,行く
843,fahren::V,나르다,乗車する
844,fliegen::V,날다,飛ぶ
845,gehen::V,가다,行く
846,weggehen::V,팔리다,立ち去る
847,abfahren::V,출발하다,出発する
848,anhalten::V,멈추다,止まる
849,hineingehen::V,(그리로)가다,入る
