,Concept_ID,eu,ku
288,Verstand::N,adimen,fêm
289,Verstand::N,ulermen,fêm
290,Sinn::N,zentzu,aqil
291,Grund::N,zergati,asas
292,Wahrheit::N,egia,rastî
293,Gespräch::N,hizketa,guftûgo
294,Gespräch::N,elkarrizketa,guftûgo
295,Märchen::N,ipuin,çirok
296,Erzählung::N,edesti,çirok
297,Erzählung::N,edesti,vegotin
298,Erzählung::N,kontakizun,çirok
299,Erzählung::N,kontakizun,vegotin
300,Nachricht::N,albiste,nûçe
301,Neuigkeit::N,berri,hewal
302,Name::N,izen,nav
303,Name::N,izen,paşnav
304,Rätsel::N,asmakizun,tiştonek
305,Rede::N,hitzaldi,gotar
306,Rede::N,hitzaldi,axavtin
307,Rede::N,mintzaldi,gotar
308,Rede::N,mintzaldi,axavtin
309,Sprache::N,hizkuntza,ziman
310,Stimme::N,ahots,pejn
311,Wort::N,hitz,gotin
312,Zeichen::N,agerbide,şanek
313,Zeichen::N,agergarri,şanek
314,Ruf::N,dei,hawar
315,Lärm::N,zarata,xarbalix
316,Lärm::N,harrabots,xarbalix
317,Laut::N,hots,deng
318,Laut::N,hots,hês
319,Ton::N,tonu,awaz
320,Ton::N,soinu,awaz
321,Lied::N,abesti,sitran
322,Ruhe::N,nasaitasun,rihetî
323,Leute::N,jende,xelk
324,Volk::N,herri,xelk
325,Volk::N,populu,xelk
326,Arbeit::N,lan,xebat
327,Gast::N,arrotz,mêvan
328,Gast::N,apopilo,mêvan
329,Geschenk::N,opari,diyarî
330,Spiel::N,jolas,lîstik
331,Gesellschaft::N,gizarte,komal
332,Hilfe::N,helpide,alîkarî
333,Hilfe::N,laguntza,alîkarî
334,Freund::N,lagun,heval
335,Kamerad::N,adiskide,heval
336,Kamerad::N,lagunkide,heval
337,Angelegenheit::N,afera,pirsgirêk
338,Anzahl::N,kopuru,çend
339,Art::N,mota,çeh
340,Stück::N,puska,lib
341,Stück::N,puska,parçe
342,Teil::N,atal,parçe
343,Hälfte::N,erdi,nîvî
344,Kreis::N,biribilki,çemil
345,Kreuz::N,gurutze,xaç
346,Linie::N,linea,xezik
347,Strich::N,marra,xezik
348,Abstand::N,tarte,dûrahî
349,Entfernung::N,urrunera,dûrahî
350,Gegend::N,alderdi,dever
351,Gegend::N,eskualde,dever
352,Platz::N,leku,çih
353,Ort::N,toki,dever
354,Seite::N,albo,rûpel
355,Mitte::N,erdi,nav
356,Mitte::N,erdi,nabênê
357,Gegenstand::N,gauzaki,tişt
358,Sache::N,gauza,tişt
359,Rand::N,ertz,kevî
360,Kante::N,ertz,kevî
361,Ecke::N,kantoi,qunç
362,Spitze::N,punta,derzî
363,Ende::N,buru,talî
364,Ende::N,mutur,talî
365,Loch::N,zulo,qul
366,Winkel::N,zoko,kurnîşk
367,Winkel::N,bazter,kurnîşk
368,Muster::N,eredu,desen
369,Muster::N,marrazki,desen
370,Größe::N,kaizu,mezinî
371,Größe::N,tamaina,mezinî
372,Länge::N,luzera,dirêjahî
373,Höhe::N,goiera,bilindayî
374,Höhe::N,garaiera,bilindayî
375,Gewicht::N,hazta,giranî
376,Menge::N,kopuru,qas
377,Haufen::N,pila,lod
378,Haufen::N,mendoi,lod
379,Reihe::N,ilara,rêz
380,Reihe::N,errenkada,rêz
381,Boot::N,potin,kelek
382,Boot::N,txalupa,kelek
383,Ruder::N,arraun,bêrik
384,Schlitten::N,lera,xîjik
385,Schlitten::N,narra,xîjik
386,Ski::N,eski,lakan
387,Lagerfeuer::N,su,agir
388,Last::N,zama,bar
389,Last::N,karga,bar
390,Gang::N,ibilera,fîtêz
391,Schritt::N,pauso,gav
392,Schritt::N,urrats,gav
393,Norden::N,ipar,bakur
394,Norden::N,iparralde,bakur
395,Süden::N,hego,başur
396,Süden::N,hegoalde,başur
397,Westen::N,sartalde,rojava
398,Westen::N,mendebalde,rojava
399,Osten::N,ekialde,rojhilat
400,Osten::N,sortalde,rojhilat
401,Holz::N,zur,dep
402,Brett::N,ohol,dep
403,Platte::N,lauza,dep
404,Stütze::N,irozgarri,destek
405,Stütze::N,bermagailu,destek
406,Stange::N,haga,sing
407,Stock::N,makila,çam
408,Stab::N,makila,qat
409,Rohr::N,hodi,borî
410,Haus::N,etxe,mal
411,Haus::N,etxe,xanî
412,Heim::N,etxe,mal
413,Heim::N,etxaleku,mal
414,Ofen::N,berogailu,sobe
415,Fußboden::N,zoru,binpê
416,Tisch::N,mahai,mase
417,Stuhl::N,aulki,kursî
418,Wiege::N,kuma,derguş
419,Wiege::N,sehaska,derguş
420,Bett::N,ohe,qerewêle
421,Bett::N,ohatze,qerewêle
422,Regal::N,apalategi,rêbaz
423,Kiste::N,kutxa,sindoq
424,Fenster::N,leiho,çam
425,Fenster::N,leiho,şibeke
426,Tür::N,ate,derî
427,Tor::N,atari,derge
428,Zaun::N,hesi,hejik
429,Dach::N,teilatu,sere xanî
430,Leiter::N,zurubi,pêling
431,Besen::N,erratz,melkes
432,Spaten::N,burdinpala,mer
433,Schaufel::N,pala,bêr
434,Gabel::N,sardexka,çetel
435,Löffel::N,koilara,kevçî
436,Messer::N,aizto,kêr
437,Nagel::N,iltze,bizmar
438,Netz::N,sare,tor
439,Haken::N,mako,çenqel
440,Griff::N,eskutoki,destî
441,Schloss::N,sarraila,qonax
442,Bild::N,irudi,dimen
443,Figur::N,figura,figûr
444,Puppe::N,panpina,bûk
445,Puppe::N,andrakila,bûk
446,Beutel::N,zorro,kîsik
447,Bündel::N,azao,pêçek
448,Bündel::N,espal,pêçek
449,Tasche::N,poltsa,bêrîk
450,Eimer::N,treska,dewl
451,Deckel::N,tapa,devik
452,Deckel::N,estalki,devik
453,Geschirr::N,baxera,ferax
454,Geschirr::N,ontziteria,ferax
455,Sack::N,zaku,tûr
456,Tasse::N,kikara,kada
457,Topf::N,ontzi,beroş
458,Topf::N,lapiko,beroş
459,Kessel::N,pazia,şîril
460,Essen::N,janaldi,xwarin
461,Nahrung::N,jan,xwarin
462,Speise::N,jaki,xwarin
463,Fleisch::N,okela,goşt
464,Fleisch::N,haragi,goşt
465,Getreide::N,labore,zad
466,Brei::N,ahi,hewdêl
467,Brei::N,pure,hewdêl
468,Brot::N,ogi,
469,Scheibe::N,xerra,parçe
470,Scheibe::N,pirripita,parçe
471,Fett::N,urin,rûn
472,Fett::N,koipe,rûn
473,Butter::N,gurin,rûn
474,Öl::N,olio,rûn
475,Salz::N,gatz,xwe
476,Suppe::N,zopa,şorbe
477,Suppe::N,salda,şorbe
478,Honig::N,ezti,hingiv
479,Milch::N,esne,şîr
480,Tee::N,te,çay
481,Leder::N,larru,çerm
482,Wolle::N,artile,herî
483,Stoff::N,ehun,paç
484,Nadel::N,orratz,derzî
485,Nadel::N,jostorratz,derzî
486,Faden::N,hari,ta
487,Knopf::N,botoi,bişkok
488,Knoten::N,korapilo,girêk
489,Farbe::N,pintura,boyax
490,Kleidung::N,arropa,çil
491,Kleidung::N,jantziak,çil
492,Hemd::N,atorra,qutik
493,Hemd::N,atorra,miltan
494,Hemd::N,alkandora,qutik
495,Hemd::N,alkandora,miltan
496,Kragen::N,idun,stûvang
497,Ärmel::N,mahuka,hûçik
498,Hose::N,prakak,şewel
499,Hose::N,galtzak,şewel
500,Gürtel::N,gerriko,qayiş
501,Mütze::N,txano,fîno
502,Mütze::N,txapel,fîno
503,Schuh::N,oski,şêkal
504,Schuh::N,oinetako,şêkal
505,Stiefel::N,bota,gizme
506,Stiefel::N,bota,çizme
507,Ring::N,uztai,xelek
508,Band::N,zinta,band
509,Band::N,xingola,band
510,Kamm::N,orrazi,şeh
511,Spiegel::N,mirail,eynik
512,Riemen::N,uhal,qayiş
513,Schnur::N,lokailu,doxin
514,Leine::N,lotura,şirît
515,Decke::N,burusi,bataniye
516,Kissen::N,kuxin,balgî
517,Tuch::N,zapi,şar
518,Tuch::N,oihal,şar
519,Handtuch::N,eskuzapi,dezmal
520,Handtuch::N,eskuoihal,dezmal
521,Kraft::N,indar,hêz
522,Kraft::N,indar,qewet
523,Stärke::N,indar,xurtî
524,Gesundheit::N,osasun,nojdarî
525,Krankheit::N,eritasun,nexweşî
526,Krankheit::N,gaixotasun,nexweşî
527,Schmerz::N,min,êş
528,Wunde::N,zauri,kul
529,Fieber::N,sukar,ta
530,Arznei::N,osagai,derman
531,Arznei::N,sendagai,derman
532,Brücke::N,zubi,kopî
533,Brunnen::N,putzu,çal
534,Brunnen::N,putzu,kani
535,Weide::N,alha,beyar
536,Weide::N,bazkaleku,beyar
537,Pfad::N,zidor,xaçirek
538,Pfad::N,bidexka,xaçirek
539,Weg::N,bide,rê
540,Straße::N,errepide,rê
541,Dorf::N,herri,gund
542,Stadt::N,hiri,baçar
543,Brief::N,gutun,name
544,Brief::N,eskutitz,name
545,Buch::N,liburu,kitêb
546,Buch::N,liburu,pirtûk
547,Buchstabe::N,hizki,herf
548,Zeitung::N,egunkari,rojname
549,Leben::N,bizi,jiyan
550,Leben::N,bizitza,jiyan
551,Tod::N,herio,mirin
552,Tod::N,heriotza,mirin
553,Grab::N,hobi,mezel
554,Grab::N,hilobi,mezel
555,Kirche::N,eliza,gilyas
556,Sünde::N,hoben,guneh
557,Sünde::N,bekatu,guneh
558,Gott::N,jainko,xwedê
559,Arbeiter::N,langile,hîşçî
560,Arbeiter::N,behargin,hîşçî
561,Chef::N,nagusi,bêg
562,Meister::N,maisu,hoste
563,Arzt::N,osagile,doktor
564,Arzt::N,sendagile,doktor
565,Lehrer::N,irakasle,mamoste
566,Geld::N,diru,pere
567,Geschäft::N,negozio,firoşgeh
568,Laden::N,denda,dikan
569,Laden::N,saltegi,dikan
570,Preis::N,prezio,buha
571,Preis::N,salneurri,buha
572,Ware::N,salgai,tişt
573,Nutzen::N,onura,fêde
574,Nutzen::N,probetxu,fêde
575,Reichtum::N,aberastasun,serwet
576,Welt::N,ludi,dinya
577,Welt::N,mundu,dinya
578,Land::N,herrialde,welat
579,Staat::N,estatu,dewlet
580,König::N,errege,şah
581,König::N,errege,qral
582,Macht::N,botere,qewet
583,Macht::N,botere,destihilat
584,Grenze::N,muga,kevî
585,Krieg::N,guda,çeng
586,Krieg::N,guda,sêwaş
587,Feind::N,etsai,dijmin
588,Feind::N,arerio,dijmin
589,Gewalt::N,bortxa,zor
590,Gewalt::N,bortizkeria,zor
591,Kampf::N,gudu,şer
592,Kampf::N,auska,şer
593,Bogen[Waffe]::N,arku,kêvan
594,Pfeil::N,gezi,çîrik
595,Gewehr::N,fusil,tifing
596,Fehler::N,huts,şaşî
597,Fehler::N,hutsegin,şaşî
598,Lüge::N,gezur,derew
599,Schaden::N,kalte,xisar
600,Unglück::N,zoritxar,bêbextî
601,Unglück::N,zorigaitz,bêbextî
602,Schuld::N,erru,suç
603,Alter::N,adin,temen
604,Schluss::N,bukaera,girtin
605,Zeit::N,aldi,çax
606,Zeit::N,denbora,çax
607,Tag::N,egun,roj
608,Morgen::N,goiz,sibeh
609,Mittag::N,eguerdi,nîro
610,Abend::N,arrats,êvar
611,Nacht::N,gau,şev
612,Woche::N,aste,heftî
613,Monat::N,hil,meh
614,Jahr::N,urte,sal
615,Frühling::N,udalehen,bihar
616,Sommer::N,uda,havîn
617,Herbst::N,udazken,payîz
618,Herbst::N,neguantz,payîz
619,Winter::N,negu,zistan
620,Januar::N,urtarril,çile
621,Februar::N,otsail,sibat
622,März::N,martxo,adar
623,April::N,apiril,nîsan
624,Mai::N,maiatz,gûlan
625,Juni::N,ekain,hezîran
626,Juli::N,uztail,tîmeh
627,August::N,abuztu,tebax
628,September::N,irail,îlon
629,Oktober::N,urri,çotmeh
630,November::N,azaro,mijdar
631,Dezember::N,abendu,kanûn
632,Montag::N,astelehen,duşemb
633,Dienstag::N,astearte,sêşem
634,Mittwoch::N,asteazken,çarşemb
635,Donnerstag::N,ostegun,pêşemb
636,Freitag::N,ostiral,în
637,Samstag::N,larunbat,şemî
638,Sonntag::N,igande,yekşemb
639,groß::A,handi,mezin
640,klein::A,txiki,çûçik
641,lang::A,luze,dirêj
642,kurz::A,labur,kin
643,breit::A,zabal,fireh
644,schmal::A,mehar,tenik
645,dicht::A,sarri,gir
646,dicht::A,trinko,gir
647,dick[Gegenstand]::A,lodi,şîşman
648,dünn::A,mehe,zirav
649,fein::A,fin,tenik
650,fest::A,tinko,saxlem
651,flach::A,lau,pahn
652,flach::A,ordoki,pahn
653,glatt::A,leun,dûz
654,glatt::A,leun,şayîk
655,hart::A,gogor,hişk
656,weich::A,bigun,nerm
657,weich::A,beratz,nerm
658,rund::A,biribil,gilover
659,spitz::A,puntadun,pîj
660,scharf::A,zorrotz,tûj
661,stumpf::A,kamuts,ne tûj
662,schwer::A,astun,giran
663,schwer::A,pisutsu,giran
664,schön::A,eder,xweş
665,schön::A,eder,xweşik
666,heiß::A,bero,kelandî
667,heiß::A,oso bero,kelandî
668,warm::A,bero,germ
669,kalt::A,hotz,sar
670,kühl::A,hotzil,jemîrî
671,frisch::A,fresko,ter
672,frisch::A,hozkirri,ter
673,feucht::A,heze,şil
674,nass::A,busti,şilek
675,trocken::A,siku,zuwa
676,trocken::A,lehor,zuwa
677,voll::A,bete,tijî
678,leer::A,huts,vala
679,offen::A,ireki,vekirî
680,geschlossen::A,itxita,asê
681,sauber::A,xahu,pakij
682,sauber::A,garbi,pakij
683,schmutzig::A,lohi,lewitî
684,schmutzig::A,zikin,lewitî
685,roh::A,gordin,xav
686,reif::A,umo,gihaştî
687,reif::A,heldu,gihaştî
688,lecker::A,goxo,xweş
689,süß::A,goxo,şîrîn
690,bitter::A,karmin,tahl
691,bitter::A,garratz,tahl
692,sauer::A,mingots,tirş
693,hell::A,argi,ronî
694,dunkel::A,ilun,tarî
695,schwarz::A,beltz,reş
696,weiß::A,zuri,sipî
697,rot::A,gorri,sor
698,gelb::A,hori,zer
699,blau::A,urdin,şîn
700,grün::A,berde,şîn
701,grün::A,musker,şîn
702,grau::A,urdin,gewr
703,grau::A,urdinabar,gewr
704,bunt::A,koloretsu,rengîn
705,billig::A,merke,erzan
706,teuer::A,garesti,biha
707,wertvoll::A,baliotsu,hêja
708,wertvoll::A,baliotsu,giranbiha
709,blind::A,itsu,kor
710,taub::A,gor,kerr
711,kräftig::A,kementsu,gir
712,kräftig::A,kementsu,xurt
713,stark::A,bizkor,xurt
714,stark::A,indartsu,xurt
715,schwach::A,ahul,kesad
716,schwach::A,indargabe,kesad
717,fett::A,gizen,qelew
718,schlank::A,lerden,zirav
719,hübsch::A,polit,xweşik
720,böse::A,tzar,xerab
721,böse::A,tzar,aciz
722,böse::A,gaizto,xerab
723,böse::A,gaizto,aciz
724,dumm::A,lelo,gêj
725,dumm::A,pello,gêj
726,faul::A,nagi,têmbêl
727,faul::A,alfer,têmbêl
728,fleißig::A,maratz,jêhatî
729,fleißig::A,lanzale,jêhatî
730,geizig::A,zeken,destgirtî
731,geizig::A,zikoitz,destgirtî
732,klug::A,zuhur,baqil
733,geschickt::A,trebe,zîrek
734,geschickt::A,trebe,ziring
735,geschickt::A,antzetsu,zîrek
736,geschickt::A,antzetsu,ziring
737,lieb::A,maite,delal
738,lieb::A,laztan,delal
739,lustig::A,alaitsu,kêfxweş
740,sanft::A,eme,nazenîn
741,sanft::A,ezti,nazenîn
742,hungrig::A,gose,birçî
743,krank::A,eri,nexweş
744,krank::A,gaixo,nexweş
745,nackt::A,biluzi,rût
746,nackt::A,biluzi,tazî
747,traurig::A,itun,xemgîn
748,traurig::A,betilun,xemgîn
749,lebendig::A,bizirik,bisaxî
750,gut::A,on,baş
751,schlecht::A,txar,xerab
752,richtig::A,zuzen,rast
753,richtig::A,zuzen,saxlem
754,schlimm::A,larri,nebaş
755,wahr::A,egiazko,rast
756,alt::A,zahar,pîr
757,alt::A,zahar,kevn
758,neu::A,berri,nû
759,ehemalig::A,lehengo,kevnar
760,ehemalig::A,lehengo,peşidar
761,alt[Lebewesen]::A,adindun,pîr
762,jung::A,gazte,xort
763,arm::A,txiro,feqîr
764,arm::A,txiro,desteng
765,arm::A,behartsu,feqîr
766,arm::A,behartsu,desteng
767,reich::A,dirudun,dewlemend
768,bekannt::A,ezagun,naskirî
769,berühmt::A,entzun,navdar
770,berühmt::A,ospetsu,navdar
771,fremd::A,arrotz,xerîb
772,verschieden::A,ezberdin,çîhê
773,verschieden::A,desberdin,çîhê
774,nah::A,hurre,nêzîk
775,nah::A,hurbil,nêzîk
776,fern::A,urrun,dûr
777,linker::A,ezker,çepê
778,rechter::A,eskuin,rastê
779,anderer::A,beste,yê din
780,erster::A,lehen,yekemîn
781,erster::A,aurren,yekemîn
782,zweiter::A,bigarren,duda
783,dritter::A,hirugarren,sisêya
784,letzter::A,azken,paşîn
785,letzter::A,hondar,paşîn
786,allein::ADV,bakarrik,tenê
787,auf einmal::ADV,batera,jar kê
788,zusammen::ADV,elkarrekin,tev
789,zusammen::ADV,elkarrekin,bi hev re
790,lange::ADV,luzaro,dirêj
791,plötzlich::ADV,bat-batean,ji nişkave
792,sofort::ADV,berehala,yekser
793,später::ADV,gero,paşiyê
794,jetzt::ADV,orain,nuha
795,heute::ADV,gaur,îro
796,morgen::ADV,bihar,sibeh
797,bald::ADV,aurki,nêzîk
798,bald::ADV,laster,nêzîk
799,dann::ADV,ondoren,paşê
800,gestern::ADV,atzo,do
801,einst::ADV,antzina,jar ke
802,damals::ADV,orduan,hîngî
803,danach::ADV,gerora,piştra
804,danach::ADV,ondoren,piştra
805,vorher::ADV,lehenago,pîşî
806,zuerst::ADV,aurrena,bere
807,zuerst::ADV,lehenbizi,bere
808,einmal::ADV,behin,çarik
809,einmal::ADV,aldi bat,çarik
810,manchmal::ADV,batzuetan,çarna
811,manchmal::ADV,zenbaitetan,çarna
812,oft::ADV,maiz,gelek çaran
813,oft::ADV,askotan,gelek çaran
814,immer::ADV,beti,daîm
815,niemals::ADV,inoiz ez,tu çar
816,niemals::ADV,sekula ez,tu çar
817,hier::ADV,hemen,li vir
818,hierhin::ADV,hona,vir
