,Concept_ID,uk,mhr
80,Wetter::N,погода,иге́че
81,Nebel::N,туман,тӱтыра́
82,Wolke::N,хмара,пыл
83,Regen::N,дощ,йӱр
84,Schnee::N,сніг,лум
85,Eis::N,лід,ий
86,Frost::N,мороз,чатлама́
87,Kälte::N,холод,йӱ́штӧ
88,Hitze::N,жар,шо́кшо
89,Raureif::N,іній,пӧрш
90,Raureif::N,іній,по́кшым
91,Regenbogen::N,райдуга,шонанпы́л
92,Donner::N,грім,кӱ́дырчӧ
93,Strömung::N,струмина,йо́гын
94,Tropfen::N,крапля,чӱча́лтыш
95,Schaum::N,піна,шоҥ
96,Schmutz::N,бруд,лавыра́
97,See::N,озеро,ер
98,Sumpf::N,драговина,лӱ́кӧ
99,Moor::N,болото,куп
100,Wiese::N,луг,о́лык
101,Wiese::N,лука,о́лык
102,Wald::N,ліс,чодыра́
103,Hügel::N,горб,арка́
104,Anhöhe::N,височина,тӧва́
105,Anhöhe::N,височина,кӱкшака́
106,Berg::N,гора,ку́рык
107,Gipfel::N,вершина,чаҥга́
108,Gipfel::N,вершина,курыкву́й
109,Höhle::N,печера,пеще́р
110,Höhle::N,печера,курыкпо́мыш
111,Abhang::N,схил,та́йыл
112,Quelle::N,джерело,важ
113,Quelle::N,джерело,вӱдшинча́
114,Bach::N,струмок,изэҥе́р
115,Fluss::N,річка,эҥе́р
116,Ufer::N,берег,сер
117,Küste::N,узбережжя,вӱдтӱ́р
118,Festland::N,суша,мла́нде
119,Meer::N,море,те́ҥыз
120,Bucht::N,бухта,икса́
121,Bucht::N,затока,икса́
122,Insel::N,острів,отро́
123,Blume::N,квітка,пеле́дыш
124,Gras::N,трава,шу́до
125,Wurzel::N,корінь,вож
126,Baum::N,дерево,пуше́ҥге
127,Stamm::N,стовбур,йы́тыр
128,Rinde::N,кора,шӱм
129,Ast::N,гілка,укш
130,Zweig::N,галузь,торма́к
131,Blatt::N,лист,лышта́ш
132,Birke::N,береза,куэ́
133,Kiefer[Baum]::N,сосна,пӱ́нчӧ
134,Weide[Baum]::N,верба,уа́
135,Tanne::N,ялиця,кож
136,Horn::N,ріг,шур
137,Feder::N,перо,пы́стыл
138,Fell::N,хутро,кова́ште
139,Flügel::N,крило,шу́лдыр
140,Klaue::N,кіготь,кӱч
141,Kralle::N,лапа,ла́па
142,Kralle::N,лапа,копа́
143,Schwanz::N,хвіст,поч
144,Ei::N,яйце,му́но
145,Nest::N,гніздо,пыжа́ш
146,Bau::N,лігво,пыжа́ш
147,Tier::N,тварина,я́нлык
148,Tier::N,тварина,живо́тный
149,Herde::N,стадо,кӱ́тӱ
150,Herde::N,стадо,тӱшка́
151,Kuh::N,корова,ушка́л
152,Bulle::N,бик,ӱ́шкыж
153,Bulle::N,бугай,ӱ́шкыж
154,Pferd::N,кінь,и́мне
155,Schaf::N,вівця,шо́рык
156,Schwein::N,свиня,сӧсна́
157,Hund::N,собака,пий
158,Katze::N,кішка,пы́рыс
159,Bär::N,ведмідь,маска́
160,Eichhörnchen::N,білка,ур
161,Elch::N,лось,шо́рдо
162,Fuchs::N,лисиця,ры́выж
163,Hase::N,заєць,мера́ҥ
164,Maus::N,миша,коля́
165,Wolf::N,вовк,пи́ре
166,Vogel::N,птах,ка́йык
167,Schwarm::N,зграя,каша́к
168,Huhn::N,курка,чы́ве
169,Hahn::N,півень,агыта́н
170,Gans::N,гуска,ко́мбо
171,Adler::N,орел,карагу́ш
172,Ente::N,качка,лу́до
173,Eule::N,сова,тумна́
174,Kranich::N,журавель,турня́
175,Krähe::N,ворона,кора́к
176,Kuckuck::N,зозуля,куку́
177,Schwan::N,лебідь,йӱ́ксӧ
178,Fisch::N,риба,кол
179,Barsch::N,окунь,ола́ҥге
180,Hecht::N,щука,нуж
181,Hecht::N,щука,чорта́н
182,Schlange[Tier]::N,змія,ки́шке
183,Wurm::N,черв’як,шукш
184,Spinne::N,павук,эҥыре́мыш
185,Ameise::N,мурашка,ку́тко
186,Laus::N,воша,тий
187,Mücke::N,комар,шыҥа́
188,Fliege::N,муха,ка́рме
189,Schmetterling::N,метелик,лы́ве
190,Beere::N,ягода,мӧр
191,Apfel::N,яблуко,олма́
192,Pilz::N,гриб,по́ҥго
193,Zwiebel::N,цибуля,шога́н
194,Saat::N,сім’я,нӧ́шмӧ
195,Saat::N,сім’я,туш
196,Korn::N,зерно,шу́рно
197,Heu::N,сіно,шу́до
198,Schale::N,шкірка,шӱм
199,Grube::N,яма,выне́м
200,Falle::N,пастка,лӧ́дӧ
201,Schlinge::N,петля,о́птыш
202,Schlinge::N,петля,шӧрга́лтыш
203,Spur::N,слід,кыша́
204,Asche::N,зола,ло́мыж
205,Asche::N,попіл,ло́мыж
206,Dreck::N,бруд,лавыра́
207,Eisen::N,залізо,кӱ́ртньӧ
208,Gold::N,золото,шӧ́ртньӧ
209,Silber::N,срібло,ший
210,Kohle::N,вугілля,мландышӱ́й
211,Glas::N,скло,янда́
212,Lehm::N,глина,шун
213,Sand::N,пісок,ошма́
214,Mensch::N,людина,еҥ
215,Mensch::N,людина,айде́ме
216,Mann::N,чоловік,пӧръе́ҥ
217,Frau::N,жінка,ӱдырама́ш
218,Kind::N,дитина,аза́
219,Junge::N,хлопець,рве́зе
220,Mädchen::N,дівчина,ӱдыра́ш
221,Familie::N,сім’я,еш
222,Familie::N,родина,еш
223,Großvater::N,дідусь,коча́
224,Großmutter::N,бабуся,кова́
225,Eltern::N,батьки,ача́-ава́
226,Vater::N,батько,ача́
227,Mutter::N,мати,ава́
228,Sohn::N,син,э́рге
229,Tochter::N,дочка,ӱ́дыр
230,Bruder::N,брат,иза́
231,Bruder::N,брат,шо́льо
232,Schwester::N,сестра,ака́
233,Onkel::N,дядько,иза́
234,Tante::N,тітка,кока́
235,Ehemann::N,чоловік,мари́й
236,Ehefrau::N,жінка,ва́те
237,Ehefrau::N,дружина,ва́те
238,Freude::N,радощі,куа́н
239,Freude::N,радощі,куаныма́ш
240,Gelächter::N,сміх,во́штылтыш
241,Glück::N,щастя,пиа́л
242,Kummer::N,горе,о́йго
243,Wunsch::N,бажання,ку́мыл
244,Lust::N,бажання,ку́мыл
245,Geist::N,дух,ӧрт
246,Geist::N,дух,чон
247,Gedanke::N,думка,ой
248,Gedanke::N,думка,шоныма́ш
249,Gedächtnis::N,пам’ять,шарныма́ш
250,Verstand::N,розум,уш
251,Sinn::N,зміст,смысл
252,Sinn::N,значення,смысл
253,Grund::N,причина,ама́л
254,Wahrheit::N,правда,чын
255,Gespräch::N,розмова,мутланыма́ш
256,Märchen::N,байка,йома́к
257,Erzählung::N,повість,ойлыма́ш
258,Erzählung::N,оповідання,ойлыма́ш
259,Nachricht::N,повідомлення,увертарыма́ш
260,Neuigkeit::N,новина,уве́р
261,Name::N,ім’я,лӱм
262,Rätsel::N,загадка,ту́што
263,Rede::N,промова,ойлыма́ш
264,Sprache::N,мова,йы́лме
265,Stimme::N,голос,йӱк
266,Wort::N,слово,ой
267,Wort::N,слово,мут
268,Zeichen::N,знак,ти́ште
269,Zeichen::N,знак,знак
270,Ruf::N,оклик,ӱжма́ш
271,Lärm::N,шум,лӱшкыма́ш
272,Lärm::N,шум,йӱк-йӱа́н
273,Laut::N,звук,йӱк
274,Ton::N,тон,йӱксе́м
275,Lied::N,пісня,му́ро
276,Ruhe::N,спокій,ты́мык
277,Leute::N,люди,еҥ-влак
278,Volk::N,народ,ка́лык
279,Arbeit::N,робота,паша́
280,Gast::N,гість,уна́
281,Geschenk::N,подарунок,пӧле́к
282,Spiel::N,гра,мо́дыш
283,Spiel::N,гра,модма́ш
284,Gesellschaft::N,товариство,тӱшка́
285,Hilfe::N,допомога,по́лыш
286,Freund::N,друг,таҥ
287,Freund::N,друг,йолта́ш
288,Freund::N,приятель,таҥ
289,Freund::N,приятель,йолта́ш
290,Kamerad::N,товариш,таҥ
291,Angelegenheit::N,справа,паша́
292,Anzahl::N,число,чот
293,Art::N,рід,вид
294,Stück::N,кусок,ка́тыш
295,Stück::N,кусок,ла́стык
296,Teil::N,частина,ужа́ш
297,Hälfte::N,половина,пел
298,Hälfte::N,половина,пе́ле
299,Kreis::N,круг,ты́ртыш
300,Kreis::N,коло,ты́ртыш
301,Kreuz::N,хрест,ыре́с
302,Linie::N,лінія,ли́ний
303,Strich::N,штрих,коре́ш
304,Abstand::N,проміжок,кокла́
305,Entfernung::N,відстань,тора́
306,Entfernung::N,відстань,ку́жыт
307,Gegend::N,місцевість,кунде́м
308,Platz::N,площа,ку́мдык
309,Ort::N,місце,вер
310,Ort::N,місце,о́лмо
311,Seite::N,сторона,ӧ́рдыж
312,Mitte::N,середина,покше́л
313,Gegenstand::N,предмет,наста́
314,Sache::N,річ,наста́
315,Rand::N,край,тӱр
316,Kante::N,ребро,тӱр
317,Ecke::N,ріг,лук
318,Spitze::N,кінчик,вуй
319,Ende::N,кінець,муча́ш
320,Loch::N,діра,рож
321,Winkel::N,куток,лук
322,Muster::N,узор,пеза́к
323,Muster::N,узор,узо́р
324,Muster::N,узор,ӱ́лгӧ
325,Größe::N,розмір,кӱ́кшыт
326,Länge::N,довжина,ку́тыш
327,Höhe::N,висота,кӱ́кшыт
328,Gewicht::N,вага,не́лыт
329,Menge::N,кількість,чот
330,Haufen::N,купа,кы́шыл
331,Reihe::N,ряд,рада́м
332,Boot::N,човен,пуш
333,Ruder::N,весло,эшка́к
334,Schlitten::N,сани,тер
335,Schlitten::N,сани,изде́р
336,Ski::N,лижа,е́че
337,Lagerfeuer::N,вогнище,туло́то
338,Last::N,тягар,нӧ́лтыш
339,Last::N,вантаж,нӧ́лтыш
340,Gang::N,хід,ошкылма́ш
341,Schritt::N,крок,о́шкыл
342,Norden::N,північ,йӱдйыма́л
343,Süden::N,південь,кечывалве́л
344,Westen::N,захід,касве́л
345,Osten::N,схід,эрве́л
346,Holz::N,дрова,пу
347,Brett::N,дошка,оҥа́
348,Platte::N,плита,аста́р
349,Stütze::N,підпірка,чара́к
350,Stange::N,жердина,лома́ш
351,Stock::N,палиця,тоя́
352,Stab::N,палиця,вара́
353,Stab::N,палиця,кашта́
354,Rohr::N,труба,пуч
355,Haus::N,дім,пӧрт
356,Haus::N,хата,пӧрт
357,Heim::N,житло,мӧ́ҥгӧ
358,Ofen::N,піч,комака́
359,Fußboden::N,підлога,кӱва́р
360,Tisch::N,стіл,ӱсте́л
361,Stuhl::N,стілець,пӱке́н
362,Wiege::N,колиска,шепка́
363,Bett::N,ліжко,ва́кшыш
364,Bett::N,постіль,ва́кшыш
365,Regal::N,полиця,шӧ́рлык
366,Kiste::N,ящик,шо́ндык
367,Kiste::N,ящик,я́шлык
368,Fenster::N,вікно,окна́
369,Tür::N,двері,омса́
370,Tor::N,ворота,капка́
371,Zaun::N,паркан,сава́р
372,Zaun::N,огорожа,сава́р
373,Dach::N,дах,леве́дыш
374,Leiter::N,драбина,тошка́лтыш
375,Besen::N,мітла,ӱштерво́штыр
376,Spaten::N,заступ,ко́льмо
377,Schaufel::N,совок,сово́к
378,Schaufel::N,совок,су́ско
379,Schaufel::N,лопата,сово́к
380,Schaufel::N,лопата,су́ско
381,Gabel::N,виделка,ви́лке
382,Löffel::N,ложка,па́не
383,Löffel::N,ложка,совла́
384,Messer::N,ніж,кӱ́зӧ
385,Nagel::N,цвях,пуда́
386,Netz::N,сіть,вапш
387,Haken::N,крюк,са́гыле
388,Griff::N,ручка,кыл
389,Griff::N,держак,кыл
390,Schloss::N,замок,кӧгӧ́н
391,Bild::N,картина,сӱре́т
392,Figur::N,фігура,фигу́р
393,Puppe::N,лялька,курча́к
394,Beutel::N,мішечок,меша́к
395,Beutel::N,торбинка,меша́к
396,Bündel::N,в’язка,арша́ш
397,Tasche::N,сумка,сумка́
398,Eimer::N,відро,ведра́
399,Deckel::N,кришка,ко́мдыш
400,Geschirr::N,посуд,а́те
401,Sack::N,мішок,куль
402,Sack::N,мішок,меша́к
403,Tasse::N,чашка,чу́кыр
404,Tasse::N,чашка,чашка́
405,Topf::N,горщик,ми́ске
406,Kessel::N,котел,под
407,Essen::N,їжа,ко́чкыш
408,Nahrung::N,харч,ку́рго
409,Speise::N,страва,ко́чкыш
410,Fleisch::N,м’ясо,шыл
411,Getreide::N,хліб,шу́рно
412,Getreide::N,збіжжя,шу́рно
413,Brei::N,каша,пу́чымыш
414,Brot::N,хліб,ки́нде
415,Scheibe::N,скибочка,ка́тыш
416,Fett::N,жир,коя́
417,Butter::N,масло,ӱй
418,Öl::N,олія,ӱй
419,Salz::N,сіль,шинча́л
420,Suppe::N,суп,шӱр
421,Honig::N,мед,мӱй
422,Milch::N,молоко,шӧр
423,Tee::N,чай,чай
424,Leder::N,шкіра,сура́н
425,Leder::N,шкіра,шӱ́штӧ
426,Wolle::N,шерсть,пун
427,Stoff::N,тканина,куэ́м
428,Stoff::N,тканина,посто́
429,Nadel::N,голка,и́ме
430,Faden::N,нитка,шӱ́ртӧ
431,Knopf::N,ґудзик,по́лдыш
432,Knoten::N,вузол,пышке́м
433,Farbe::N,фарба,чия́
434,Kleidung::N,одяг,чие́м
435,Kleidung::N,одяг,вурге́м
436,Kleidung::N,убрання,чие́м
437,Kleidung::N,убрання,вурге́м
438,Hemd::N,сорочка,ту́выр
439,Kragen::N,комір,сога́
440,Ärmel::N,рукав,шокш
441,Hose::N,брюки,йола́ш
442,Gürtel::N,пояс,ӱ́штӧ
443,Mütze::N,шапка,упш
444,Schuh::N,ботинок,боти́нке
445,Stiefel::N,чобіт,кем
446,Ring::N,кільце,шерга́ш
447,Band::N,стрічка,тасма́
448,Band::N,стрічка,ле́нте
449,Kamm::N,гребінець,шерге́
450,Spiegel::N,дзеркало,вошто́нчыш
451,Riemen::N,ремінь,кӱзанӱ́штӧ
452,Schnur::N,вірьовка,кере́м
453,Schnur::N,вірьовка,кандыра́
454,Leine::N,шворка,вӱра́ҥ
455,Decke::N,ковдра,леве́дыш
456,Decke::N,ковдра,одея́л
457,Kissen::N,подушка,кӱ́пчык
458,Tuch::N,хустка,шо́выч
459,Handtuch::N,рушник,со́лык
460,Kraft::N,сила,вий
461,Kraft::N,сила,куа́т
462,Stärke::N,сила,куа́т
463,Stärke::N,сила,карма́н
464,Gesundheit::N,здоров’я,таза́лык
465,Krankheit::N,хвороба,чер
466,Schmerz::N,біль,ко́рштыш
467,Wunde::N,рана,су́сыр
468,Fieber::N,гарячка,йӱштыму́ж
469,Fieber::N,гарячка,лихора́дке
470,Arznei::N,ліки,эм
471,Brücke::N,міст,кӱва́р
472,Brunnen::N,колодязь,вӱдвыне́м
473,Weide::N,пасовище,нурше́р
474,Pfad::N,стежка,йолго́рно
475,Pfad::N,стежка,сокма́к
476,Weg::N,шлях,ко́рно
477,Weg::N,дорога,ко́рно
478,Straße::N,вулиця,ко́рно
479,Dorf::N,село,ял
480,Stadt::N,місто,ола́
481,Brief::N,лист,се́рыш
482,Buch::N,книга,книга́
483,Buch::N,книжка,книга́
484,Buchstabe::N,буква,буква́
485,Buchstabe::N,літера,буква́
486,Zeitung::N,газета,газе́т
487,Leben::N,життя,и́лыш
488,Tod::N,смерть,колыма́ш
489,Grab::N,могила,шӱга́р
490,Kirche::N,церква,че́рке
491,Sünde::N,гріх,су́лык
492,Gott::N,бог,ю́мо
493,Arbeiter::N,робітник,паша́зе
494,Chef::N,хазяїн,тӧра́
495,Meister::N,умілець,маста́р
496,Arzt::N,лікар,врач
497,Lehrer::N,вчитель,ту́ныктышо
498,Geld::N,гроші,окса́
499,Geschäft::N,заняття,сатулыма́ш
500,Laden::N,магазин,ке́выт
501,Laden::N,крамниця,ке́выт
502,Preis::N,ціна,ак
503,Ware::N,товар,сату́
504,Nutzen::N,вигода,пайда́
505,Nutzen::N,користь,пайда́
506,Reichtum::N,багатство,поя́нлык
507,Welt::N,світ,тӱня́
508,Land::N,країна,эл
509,Staat::N,держава,кугыжа́ныш
510,König::N,король,кугыжа́
511,Macht::N,влада,власть
512,Grenze::N,кордон,грани́ца
513,Krieg::N,війна,сар
514,Feind::N,ворог,тушма́н
515,Gewalt::N,насильство,виешлыма́ш
516,Kampf::N,бій,кредалма́ш
517,Kampf::N,боротьба,кредалма́ш
518,Bogen[Waffe]::N,лук,юҥе́ж
519,Pfeil::N,стріла,пикш
520,Gewehr::N,рушниця,пыча́л
521,Gewehr::N,гвинтівка,пыча́л
522,Fehler::N,помилка,йо́ҥылыш
523,Lüge::N,брехня,шоя́к
524,Schaden::N,шкода,зия́н
525,Schaden::N,збиток,зия́н
526,Unglück::N,нещастя,эҥге́к
527,Schuld::N,провина,тита́к
528,Schuld::N,провина,йола́
529,Alter::N,вік,ийго́т
530,Alter::N,літа,ийго́т
531,Schluss::N,кінець,муча́ш
532,Zeit::N,час,жап
533,Zeit::N,час,па́гыт
534,Tag::N,день,ке́че
535,Morgen::N,ранок,эр
536,Mittag::N,південь,кечыва́л
537,Abend::N,вечір,кас
538,Nacht::N,ніч,йӱд
539,Woche::N,тиждень,арня́
540,Monat::N,місяць,ты́лзе
541,Jahr::N,рік,ий
542,Frühling::N,весна,шо́шо
543,Sommer::N,літо,кеҥе́ж
544,Herbst::N,осінь,шы́же
545,Winter::N,зима,те́ле
546,Januar::N,січень,шоркыйол
547,Januar::N,січень,идалыкву́й
548,Januar::N,січень,янва́рь
549,Februar::N,лютий,пургыж
550,Februar::N,лютий,февра́ль
551,März::N,березень,ӱярня
552,März::N,березень,март
553,April::N,квітень,апре́ль
554,Mai::N,травень,ага
555,Mai::N,травень,май
556,Juni::N,червень,пеледыш
557,Juni::N,червень,ию́нь
558,Juli::N,липень,сӱрем
559,Juli::N,липень,ию́ль
560,August::N,серпень,сорла
561,August::N,серпень,агарма́н
562,August::N,серпень,а́вгуст
563,September::N,вересень,идым
564,September::N,вересень,сентя́брь
565,Oktober::N,жовтень,шыжа
566,Oktober::N,жовтень,октя́брь
567,November::N,листопад,кылме тылзе
568,November::N,листопад,ноя́брь
569,Dezember::N,грудень,дека́брь
570,Montag::N,понеділок,шо́чмо
571,Dienstag::N,вівторок,ку́шкыжмо
572,Mittwoch::N,середа,вӱрге́че
573,Donnerstag::N,четвер,изарня́
574,Freitag::N,п’ятниця,кугарня́
575,Samstag::N,субота,шуматке́че
576,Sonntag::N,неділя,рушарня́
577,groß::A,великий,кугу́
578,klein::A,малий,изи́
579,klein::A,маленький,изи́
580,lang::A,довгий,кужу́
581,kurz::A,короткий,кӱ́чык
582,breit::A,широкий,кумда́
583,schmal::A,вузький,а́ҥысыр
584,dicht::A,густий,ну́гыдо
585,dick[Gegenstand]::A,товстий,кӱ́жгӧ
586,dünn::A,тонкий,ви́чкыж
587,fein::A,дрібний,ты́гыде
588,fest::A,міцний,чо́ткыдо
589,flach::A,плоский,лапка́
590,glatt::A,рівний,яклака́
591,glatt::A,гладенький,яклака́
592,hart::A,твердий,пе́ҥгыде
593,weich::A,м’який,пу́шкыдо
594,rund::A,круглий,йырге́шке
595,spitz::A,гострокінцевий,коша́р
596,scharf::A,гострий,пӱ́сӧ
597,stumpf::A,тупий,токма́к
598,schwer::A,важкий,не́ле
599,schön::A,вродливий,сы́лне
600,heiß::A,жаркий,шо́кшо
601,heiß::A,гарячий,шо́кшо
602,warm::A,теплий,ле́ве
603,kalt::A,холодний,йӱ́штӧ
604,kühl::A,прохолодний,юа́лге
605,kühl::A,прохолодний,южгата́
606,frisch::A,свіжий,свежа́
607,feucht::A,вогкий,вӱ́дыжгӧ
608,nass::A,мокрий,нӧ́рӧ
609,trocken::A,сухий,ку́кшо
610,voll::A,повний,тич
611,leer::A,пустий,яра́
612,offen::A,відкритий,виш
613,geschlossen::A,закритий,пе́тырыме
614,geschlossen::A,закритий,тӱ́чмӧ
615,geschlossen::A,зачинений,пе́тырыме
616,geschlossen::A,зачинений,тӱ́чмӧ
617,sauber::A,чистий,ару́
618,sauber::A,чистий,янда́р
619,sauber::A,охайний,ару́
620,sauber::A,охайний,янда́р
621,schmutzig::A,брудний,лавыра́н
622,schmutzig::A,брудний,ла́выргыше
623,roh::A,сирий,кӱ́чымӧ
624,reif::A,зрілий,лӧза́
625,lecker::A,смачний,ту́тло
626,süß::A,солодкий,ше́ре
627,bitter::A,гіркий,ко́чо
628,sauer::A,кислий,шо́по
629,hell::A,світлий,во́лгыдо
630,dunkel::A,темний,пычке́мыш
631,schwarz::A,чорний,шола́
632,weiß::A,сивий,ош
633,rot::A,червоний,йошка́р
634,gelb::A,жовтий,сар
635,blau::A,синій,ка́нде
636,grün::A,зелений,ужа́р
637,grau::A,сірий,сур
638,bunt::A,барвистий,олача́
639,billig::A,дешевий,шу́лдо
640,teuer::A,дорогий,ше́рге
641,wertvoll::A,цінний,шергака́н
642,blind::A,сліпий,со́кыр
643,taub::A,глухий,соҥгыра́
644,kräftig::A,могутній,куа́тле
645,stark::A,сильний,вия́н
646,schwach::A,слабкий,а́лдыме
647,fett::A,жирний,коя́
648,fett::A,товстий,коя́
649,schlank::A,тонкий,йоштката́
650,schlank::A,тонкий,яжу́
651,schlank::A,стрункий,йоштката́
652,schlank::A,стрункий,яжу́
653,hübsch::A,чарівний,чеве́р
654,böse::A,злий,шы́де
655,böse::A,лихий,шы́де
656,dumm::A,дурний,аҥыра́
657,faul::A,ледачий,його
658,fleißig::A,старанний,ты́ршыше
659,geizig::A,скупий,чаҥга́
660,klug::A,мудрий,уша́н
661,klug::A,розумний,уша́н
662,geschickt::A,умілий,уста́
663,lieb::A,милий,ала́л
664,lustig::A,веселий,весела́
665,sanft::A,лагідний,ны́жылге
666,hungrig::A,голодний,шу́жышо
667,krank::A,слабий,че́рле
668,nackt::A,голий,чарама́т
669,traurig::A,сумний,ойга́н
670,lebendig::A,живий,и́лыше
671,gut::A,добрий,сай
672,schlecht::A,поганий,уда́
673,schlecht::A,поганий,шӱ́кшӧ
674,schlecht::A,кепський,уда́
675,schlecht::A,кепський,шӱ́кшӧ
676,richtig::A,правильний,чы́нле
677,schlimm::A,бридкий,аля́к
678,schlimm::A,бридкий,тыра́н
679,wahr::A,справжній,чы́нле
680,wahr::A,справжній,настоя́щий
681,alt::A,старий,то́што
682,neu::A,новий,у
683,ehemalig::A,колишній,о́нчычсо
684,ehemalig::A,колишній,онда́кысе
685,alt[Lebewesen]::A,старий,шо́нто
686,jung::A,молодий,са́мырык
687,arm::A,бідний,нужна́
688,reich::A,багатий,поя́н
689,bekannt::A,знайомий,па́лыме
690,berühmt::A,славетний,лӱ́млӧ
691,fremd::A,чужий,йот
692,verschieden::A,різний,тӱ́рлӧ
693,nah::A,близький,ли́шыл
694,fern::A,далекий,тора́
695,fern::A,далекий,мӱ́ндыр
696,linker::A,лівий,шола́
697,rechter::A,правий,пурла́
698,anderer::A,інакший,вес
699,anderer::A,інакший,мо́ло
700,erster::A,перший,и́кымше
701,zweiter::A,другий,ко́кымшо
702,dritter::A,третій,ку́мшо
703,letzter::A,останній,пыта́ртыш
704,allein::ADV,сам,шкет
705,allein::ADV,один,шкет
706,auf einmal::ADV,відразу,икана́ште
707,zusammen::ADV,разом,пырля́
708,zusammen::ADV,спільно,пырля́
709,lange::ADV,довго,кужу́н
710,plötzlich::ADV,раптом,кенета́
711,sofort::ADV,зараз,кызыта́к
712,später::ADV,пізніше,варара́к
713,jetzt::ADV,тепер,ы́нде
714,jetzt::ADV,тепер,кы́зыт
715,heute::ADV,сьогодні,та́че
716,morgen::ADV,завтра,эрла́
717,bald::ADV,незабаром,вашке́
718,dann::ADV,потім,вара́
719,gestern::ADV,вчора,теҥге́че
720,einst::ADV,колись,икана́
721,damals::ADV,тоді,туна́м
722,danach::ADV,згодом,вара́
723,vorher::ADV,раніше,о́нчыч
724,zuerst::ADV,спершу,онда́к
725,zuerst::ADV,спочатку,онда́к
726,einmal::ADV,один раз,икана́
727,manchmal::ADV,іноді,ка́шын
728,manchmal::ADV,іноді,кокла́н
729,manchmal::ADV,інколи,ка́шын
730,manchmal::ADV,інколи,кокла́н
731,oft::ADV,часто,чӱ́чкыдын
732,immer::ADV,завжди,эре́
733,immer::ADV,завжди,ту́тыш
734,niemals::ADV,ніколи,ок нигуна́м
735,hier::ADV,тут,ты́ште
736,hierhin::ADV,сюди,ты́шке
737,hierhin::ADV,сюди,тыш
738,von hier::ADV,звідси,тыше́ч
739,von hier::ADV,звідси,тыве́ч
740,dort::ADV,там,ту́што
741,dorthin::ADV,туди,туш
742,dorthin::ADV,туди,ту́шко
743,geradeaus::ADV,прямо,вик
744,vorwärts::ADV,вперед,о́нчыко
745,rückwärts::ADV,назад,шеҥге́к
746,zurück::ADV,назад,мӧҥге́ш
747,unten::ADV,внизу,ӱ́лнӧ
748,unten::ADV,внизу,йыма́лне
749,hinab::ADV,вниз,йыма́к
750,oben::ADV,вгорі,кӱ́шнӧ
