,Concept_ID,lt,os
505,Faden::N,gija,ӕндах
506,Faden::N,siūlas,ӕндах
507,Knopf::N,saga,цӕппӕр
508,Knoten::N,mazgas,ӕлхынцъ
509,Farbe::N,dažai,ахорæн
510,Kleidung::N,rūbai,дарӕс
511,Kleidung::N,drabužiai,дарӕс
512,Hemd::N,marškiniai,хӕдон
513,Kragen::N,apykaklė,æфцæггот
514,Ärmel::N,rankovė,дыс
515,Hose::N,kelnės,хæлаф
516,Hose::N,kelnės,æддаг хæлаф
517,Hose::N,kelnės,салбар
518,Gürtel::N,juosta,рон
519,Gürtel::N,diržas,рон
520,Mütze::N,kepurė,худ
521,Schuh::N,batas,басмахъ
522,Stiefel::N,auliniai batai,цырыхъхъ
523,Ring::N,žiedas,къухдарӕн
524,Band::N,kaspinas,лент
525,Kamm::N,šukos,сӕрвасӕн
526,Spiegel::N,veidrodis,айдæн
527,Spiegel::N,veidrodis,кæсæн
528,Riemen::N,diržas,гӕрз
529,Schnur::N,virvė,бӕндӕн
530,Leine::N,pavadėlis,
531,Decke::N,antklodė,хъӕццул
532,Kissen::N,pagalvė,баз
533,Kissen::N,priegalvis,баз
534,Tuch::N,skarelė,кæлмæрзæн
535,Tuch::N,skarelė,кæрдæн
536,Handtuch::N,rankšluostis,хисæрфæн
537,Kraft::N,jėga,тых
538,Kraft::N,jėga,хъомыс
539,Stärke::N,stiprumas,тых
540,Stärke::N,stiprumas,æхсар
541,Gesundheit::N,sveikata,æнæниздзинад
542,Krankheit::N,liga,низ
543,Krankheit::N,liga,рын
544,Schmerz::N,skausmas,рис
545,Wunde::N,žaizda,цӕф
546,Fieber::N,karštis,ризӕг
547,Fieber::N,karštis,тӕфсӕг
548,Arznei::N,vaistas,хос
549,Brücke::N,tiltas,хид
550,Brunnen::N,šulinys,цъай
551,Weide::N,ganykla,хизæн
552,Weide::N,ganykla,хизæнуат
553,Weide::N,ganykla,сæрвæт
554,Weide::N,gluosnis,хизæн
555,Weide::N,gluosnis,хизæнуат
556,Weide::N,gluosnis,сæрвæт
557,Pfad::N,takas,къахвæндаг
558,Pfad::N,takas,къахвæд
559,Weg::N,kelias,фӕндаг
560,Straße::N,gatvė,фӕндаг
561,Dorf::N,kaimas,хъӕу
562,Dorf::N,sodžius,хъӕу
563,Stadt::N,miestas,сахар
564,Brief::N,laiškas,фыстӕг
565,Buch::N,knyga,чиныг
566,Buchstabe::N,raidė,дамгъӕ
567,Zeitung::N,laikraštis,газет
568,Leben::N,gyvybė,цард
569,Leben::N,gyvybė,цӕрӕнбон
570,Leben::N,gyvenimas,цард
571,Leben::N,gyvenimas,цӕрӕнбон
572,Tod::N,mirtis,мæлæт
573,Tod::N,mirtis,адзал
574,Grab::N,kapas,ингӕн
575,Kirche::N,bažnyčia,аргъуан
576,Sünde::N,nuodėmė,тæригъæд
577,Sünde::N,nusidėjimas,тæригъæд
578,Gott::N,dievas,хуыцау
579,Arbeiter::N,darbininkas,кусæг
580,Chef::N,šefas,ӕмцег
581,Chef::N,vadovas,ӕмцег
582,Chef::N,viršininkas,ӕмцег
583,Meister::N,meistras,мастер
584,Meister::N,meistras,дæсны
585,Arzt::N,gydytojas,хосгæнæг
586,Arzt::N,gydytojas,дохтыр
587,Lehrer::N,mokytojas,ахуыргæнæг
588,Geld::N,pinigai,ӕхца
589,Geschäft::N,biznis,бизнес
590,Geschäft::N,biznis,хъуыддаг
591,Laden::N,krautuvė,дукани
592,Laden::N,parduotuvė,дукани
593,Preis::N,kaina,аргъ
594,Ware::N,prekė,базайраг
595,Nutzen::N,nauda,пайда
596,Nutzen::N,pelnas,пайда
597,Reichtum::N,turtas,хъæздыгдзинад
598,Reichtum::N,turtas,исбон
599,Reichtum::N,turtas,мулк
600,Welt::N,pasaulis,дуне
601,Land::N,žemė,бӕстӕ
602,Land::N,šalis,бӕстӕ
603,Staat::N,valstija,паддзахад
604,König::N,karalius,къарол
605,Macht::N,galia,хицаудзинад
606,Macht::N,valdžia,хицаудзинад
607,Grenze::N,riba,арӕн
608,Grenze::N,siena,арӕн
609,Krieg::N,karas,хӕст
610,Feind::N,priešas,знаг
611,Feind::N,priešas,фыдгул
612,Feind::N,priešas,фыдзæрдæ
613,Feind::N,priešas,сон
614,Gewalt::N,jėga,тыхми
615,Gewalt::N,jėga,тыхдзинад
616,Gewalt::N,smurtas,тыхми
617,Gewalt::N,smurtas,тыхдзинад
618,Gewalt::N,prievarta,тыхми
619,Gewalt::N,prievarta,тыхдзинад
620,Kampf::N,kova,хæст
621,Kampf::N,kova,хъæбысæйхæст
622,Kampf::N,kova,тох
623,Bogen[Waffe]::N,lankas,ӕрдын
624,Pfeil::N,strėlė,фат
625,Gewehr::N,šautuvas,топп
626,Fehler::N,klaida,рӕдыд
627,Lüge::N,melas,мӕнг
628,Lüge::N,melas,гӕдыдзинад
629,Schaden::N,nuostolis,зиан
630,Schaden::N,apgadinimas,зиан
631,Unglück::N,nelaimė,бæллæх
632,Schuld::N,kaltė,азым
633,Alter::N,amžius,кар
634,Schluss::N,pabaiga,кæрон
635,Zeit::N,laikas,рӕстӕг
636,Tag::N,diena,бон
637,Morgen::N,rytas,райсом
638,Mittag::N,vidurdienis,æмбисбон
639,Abend::N,vakaras,изӕр
640,Nacht::N,naktis,ӕхсӕв
641,Woche::N,savaitė,къуыри
642,Monat::N,mėnuo,мӕй
643,Jahr::N,metai,аз
644,Jahr::N,metai,афӕдз
645,Frühling::N,pavasaris,уалдзæг
646,Sommer::N,vasara,сӕрд
647,Herbst::N,ruduo,фæззæг
648,Winter::N,žiema,зымӕг
649,Januar::N,sausis,январь
650,Februar::N,vasaris,февраль
651,März::N,kovas,мартъи
652,April::N,balandis,апрель
653,Mai::N,gegužė,май
654,Juni::N,birželis,июнь
655,Juli::N,liepa,июль
656,August::N,rugpjūtis,август
657,September::N,rugsėjis,сентябрь
658,Oktober::N,spalis,октябрь
659,November::N,lapkritis,ноябрь
660,Dezember::N,gruodis,декабрь
661,Montag::N,pirmadienis,къуырисæр
662,Dienstag::N,antradienis,дыццæг
663,Mittwoch::N,trečiadienis,æртыццæг
664,Donnerstag::N,ketvirtadienis,цыппæрæм
665,Freitag::N,penktadienis,майрæмбон
666,Samstag::N,šeštadienis,сабат
667,Sonntag::N,sekmadienis,хуыцаубон
668,groß::A,didis,дынджыр
669,groß::A,didelis,дынджыр
670,klein::A,mažas,гыццыл
671,lang::A,ilgas,даргъ
672,kurz::A,trumpas,цыбыр
673,breit::A,platus,фӕтӕн
674,schmal::A,smulkus,нарӕг
675,schmal::A,smulkus,уынгӕг
676,dicht::A,tankus,бæзджын
677,dicht::A,tankus,тар
678,dick[Gegenstand]::A,storas,сӕвджын
679,dünn::A,plonas,тæнæг
680,fein::A,smulkus,лыстӕг
681,fest::A,kietas,фидар
682,fest::A,kietas,хъӕддых
683,fest::A,tvirtas,фидар
684,fest::A,tvirtas,хъӕддых
685,flach::A,lėkštas,тъӕпӕн
686,flach::A,plokščias,тъӕпӕн
687,glatt::A,slidus,лӕгъз
688,hart::A,kietas,хъӕбӕр
689,weich::A,minkštas,фӕлмӕн
690,rund::A,apvalus,тымбыл
691,rund::A,apskritas,тымбыл
692,spitz::A,aštrus,цыргъбырынкъ
693,spitz::A,aštrus,цыргъфындз
694,spitz::A,smailus,цыргъбырынкъ
695,spitz::A,smailus,цыргъфындз
696,scharf::A,aštrus,цыргъ
697,stumpf::A,bukas,къуымых
698,stumpf::A,atšipęs,къуымых
699,schwer::A,sunkus,уӕззау
700,schön::A,gražus,аив
701,schön::A,gražus,рӕсугъд
702,heiß::A,karštas,тӕвд
703,warm::A,šiltas,хъарм
704,kalt::A,šaltas,уазал
705,kühl::A,vėsus,сатæг
706,kühl::A,vėsus,уазалгомау
707,kühl::A,bejausmis,сатæг
708,kühl::A,bejausmis,уазалгомау
709,frisch::A,šviežias,сатæг
710,feucht::A,drėgnas,уымӕл
711,nass::A,šlapias,хуылыдз
712,trocken::A,sausas,хус
713,voll::A,pilnas,дзаг
714,voll::A,pilnas,йедзаг 
715,leer::A,tuščias,афтид
716,offen::A,atviras,гом
717,geschlossen::A,uždaras,æхгæд
718,geschlossen::A,uždarytas,æхгæд
719,sauber::A,švarus,сыгъдæг
720,schmutzig::A,nešvarus,чъиллон
721,schmutzig::A,purvinas,чъиллон
722,roh::A,žalias,хом
723,reif::A,prinokęs,рӕгъӕд
724,reif::A,pribrendęs,рӕгъӕд
725,lecker::A,gardus,хӕрзад
726,süß::A,saldus,адджын
727,bitter::A,kartus,судзаг
728,sauer::A,gižus,туаг
729,sauer::A,rūgštus,туаг
