,Concept_ID,ta,kn
41,Ader::N,நாளம்,ನರ
42,Sehne::N,தசைநார்,ನರ
43,Knochen::N,எலுமபு,ಮೂಳೆ
44,Gehirn::N,மூனை,ಮಿದುಳು
45,Herz::N,இதயம,ಹೃದಯ
46,Magen::N,வயிறு,ಉದರ
47,Leber::N,கல்லீரல்,ಯಕೃತ್ತು
48,Atem::N,மூச்சு,ಉಸಿರು
49,Hunger::N,பசி,ಹಸಿವು
50,Träne::N,கண்ணீர்,ಕಣ್ಣೀರು
51,Geschmack::N,நறுமணம்,ರುಚಿ
52,Geruch::N,துர்நாற்றம்,ವಾಸನೆ
53,Schlaf::N,தூக்கம்,ನಿದ್ರೆ
54,Traum::N,கனவு,ಕನಸು
55,Himmel::N,வானம்,ಬಾನು
56,Sonne::N,சூரியன்,ಸೂರ್ಯ
57,Mond::N,சந்திரன்,ಚಂದ್ರ
58,Stern::N,நட்சத்திரம்,ಚುಕ್ಕಿ
59,Luft::N,காறறு,ವಾಯು
60,Wind::N,காற்று,ಗಾಳಿ
61,Welle::N,அலை,ಅಲೆ
62,Wasser::N,நீர்,ನೀರು
63,Stein::N,கல்,ಕಲ್ಲು
64,Boden::N,தரை,ನೆಲ
65,Erde::N,மண்,ಭೂಮಿ
66,Staub::N,தூசி,ದೂಳು
67,Rauch::N,புகை,ಹೊಗೆ
68,Funke::N,தீப்பொறி,ಕಿಡಿ
69,Feuer::N,தீ,ಬೆಂಕಿ
70,Licht::N,வெளிச்சம்,ಬೆಳಕು
71,Schatten::N,நிழல்,ನೆರಳು
72,Wetter::N,வானிலை,ಹವ
73,Nebel::N,பனிமூட்டம்,ಮಂಜು
74,Wolke::N,மேகம்,ಮೋಡ
75,Regen::N,மழை,ಮಳೆ
76,Schnee::N,உறைபனி,ಹಿಮ
77,Eis::N,பனிக்கட்டி,ಮಂಜುಗಡ್ಡೆ
78,Frost::N,உறைபனி,ಮಂಜು
79,Kälte::N,குளிர்ந்த,ಹಿಮ
80,Hitze::N,சூடு,ಉಷ್ಣ
81,Raureif::N,உறைபனி வெண்திரை,ಇಬ್ಬನಿ
82,Regenbogen::N,வானவில்,ಇಂದ್ರಚಾಪ
83,Donner::N,இடி,ಗುಡುಗು
84,Strömung::N,நீரோட்டம்,ಪ್ರವಾಹ
85,Tropfen::N,துளி,ತೊಟ್ಟು
86,Schaum::N,நுரை,ನೊರೆ
87,Schmutz::N,அழுக்கு,ಕಸ
88,See::N,ஏரி,ಸರೋವರ
89,Sumpf::N,சதுப்பு நிலம்,ಜೌಗುಸ್ಥಳ
90,Moor::N,முட்புதற்காடு,ಬಂಜರು ಭೂಮಿ
91,Wiese::N,பசும் புல்தரை,ಹುಲ್ಲುಗಾವಲು
92,Wald::N,காடு,ಕಾಡು
93,Hügel::N,குன்று,ಗುಡ್ಡೆ
94,Anhöhe::N,பதுக்கை,ದಿಬ್ಬ
95,Berg::N,மலை,ಮಲೆ
96,Berg::N,மலை,ಪರ್ವತ
97,Gipfel::N,உச்சி மாநாடு,ಶೃಂಗ
98,Höhle::N,குகை,ಗುಹೆ
99,Abhang::N,சரிவு,ಇಳಿಜಾರು
100,Quelle::N,மூலம்,ಮೂಲ
101,Bach::N,ஓடை,ತೊರೆ
102,Fluss::N,ஆறு,ನದಿ
103,Ufer::N,நீர்க்கரை,ತೀರ
104,Küste::N,கடற்கரை,ದಂಡೆ
105,Festland::N,நிலம்,ಭೂಮಿ
106,Meer::N,கடல்,ಕಡಲು
107,Bucht::N,சிறுகுடா,ಖಾರಿ
108,Insel::N,தீவு,ದ್ವೀಪ
109,Blume::N,பூ,ಸುಮ
110,Gras::N,புல்தரை,ಹುಲ್ಲು
111,Wurzel::N,வேர்,ಬೇರು
112,Baum::N,மரம்,ಮರ
113,Stamm::N,அடிமரம்,ಕಾಂಡ
114,Rinde::N,பட்டை,ತೂಗಟಿ
115,Rinde::N,மரப்பட்டை,ತೂಗಟಿ
116,Ast::N,கினை,ಶಾಖೆ
117,Zweig::N,குச்சி,ರೆಂಬೆ
118,Blatt::N,இலை,ಎಲೆ
119,Birke::N,பிர்ச் மரம்,ಬರ್ಚ್ ಮರ
120,Kiefer[Baum]::N,தேவதாரு மரம்,ದೇವದಾರು ಮರ
121,Weide[Baum]::N,மர வகைகளுள் ஒன்று,ವಿಲೋಮರ
122,Tanne::N,சாதிக்கய்,ಭದ್ರದಾರು
123,Horn::N,கொம்பு,ಕೊಂಬು
124,Feder::N,இறகு,ಪುಕ್ಕ
125,Fell::N,மென்முடி,ರೋಮ
126,Flügel::N,இறக்கை,ರೆಕ್ಕೆ
127,Klaue::N,நகம்,ಪಂಜ
128,Kralle::N,நகம்,ಉಗುರು
129,Schwanz::N,வால்,ಬಾಲ
130,Ei::N,முட்டை,ಮೊಟ್ಟೆ
131,Nest::N,கூடு,ಗೂಡು
132,Bau::N,குகை,ಅಡಗುದಾಣ
133,Tier::N,விலங்கு,ಪ್ರಾಣಿ
134,Herde::N,கூட்டம்,ಗುಂಪು
135,Kuh::N,பசு,ಹಸು
136,Bulle::N,காளை,ಗೂಳಿ
137,Pferd::N,குதிரை,ಕುದುರೆ
138,Schaf::N,செம்மறிஆடு,ಕುರಿ
139,Schwein::N,பன்றி,ಹಂದಿ
140,Hund::N,நாய்,ನಾಯಿ
141,Katze::N,பூனை,ಬೆಕ್ಕು
142,Bär::N,கரடி,ಕರಡಿ
143,Eichhörnchen::N,அணில்,ಉಡುತೆ
144,Elch::N,கடம்பை,ಕಡವೆ
145,Fuchs::N,நரி,ನರಿ
146,Hase::N,முயல்,ಮೊಲ
147,Maus::N,எலி,ಇಲಿ
148,Wolf::N,ஓநாய்,ತೋಳ
149,Vogel::N,பறவை,ಪಕ್ಷಿ
150,Schwarm::N,தொகுதி,ಗುಂಪು
151,Huhn::N,கோழிக்குஞசு,ಚಿಕ್
152,Hahn::N,சேவல்,ಹುಂಜ
153,Gans::N,பெண் வாத்து,ವರಟೆ
154,Adler::N,பருநது,ಗರುಡ
155,Ente::N,வாத்து,ಬಾತು
156,Eule::N,ஆந்தை,ಗೂಬೆ
157,Kranich::N,நாரை,ಕೊಕ್ಕರ
158,Krähe::N,காகம்,ಕಾಗೆ
159,Kuckuck::N,குயில்,ಕೋಗಿಲೆ
160,Schwan::N,அன்னம்,ಹಂಸಪಕ್ಷಿ
161,Fisch::N,மீன்,ಮೀನು
162,Barsch::N,பேர்ச்,ಪರ್ಚ್ ಮೀನು
163,Hecht::N,கோலாச்சி மீன்,ಪೈಕ್ ಮೀನು
164,Schlange[Tier]::N,பாம்பு,ಹಾವು
165,Wurm::N,புழு,ಹುಳು
166,Spinne::N,சிலந்தி,ಊರ್ಣನಾಭ
167,Ameise::N,எறும்பு,ಇರುವೆ
168,Laus::N,பேன்,ಹೇನು
169,Mücke::N,கொசுவினப்பூச்சி,ಸೊಳ್ಳೆ
170,Fliege::N,ஈ,ನೊಣ
171,Schmetterling::N,வண்ணத்துப்பூச்சி,ಪತಂಗ
172,Beere::N,சதைப்பழம்,ನಯವಣ್ಣು
173,Apfel::N,ஆப்பிள பழம்,ಸೇಬು
174,Pilz::N,காளான்,ಅಣಬೆ
175,Zwiebel::N,வெங்காயம்,ನೀರುಳ್ಳಿ
176,Saat::N,விதை,ಬಿತ್ತ
177,Korn::N,தானியம்,ಬೀಜ
178,Heu::N,வைக்கோல்,ಕರಡ
179,Schale::N,தோல்,ಹೊಟ್ಟು
180,Grube::N,குழி,ಗುಂಡಿ
181,Falle::N,பொறி,ಬೋನು
182,Schlinge::N,கண்ணி,ಉರುಲು
183,Spur::N,சுவடு,ಜಾಡು
184,Asche::N,சாம்பல்,ಬೂದಿ
185,Dreck::N,அழுக்கு,ಹೊಲಸು
186,Eisen::N,இரும்பு,ಕಬ್ಬಿಣ
187,Gold::N,தங்கம்,ಚಿನ್ನ
188,Silber::N,வெள்ளி,ಬೆಳ್ಳಿ
189,Kohle::N,நிலக்கரி,ಕಲ್ಲಿದ್ದಲು
190,Glas::N,கண்ணாடி,ಗಾಜು
191,Lehm::N,களிமண்,ಜೇಡಿಮಣ್ಣು
192,Sand::N,மணல்,ಮರಳು
193,Mensch::N,மனிதர்கள்,ಪುರುಷ
194,Mann::N,மனிதன்,ಆಳು
195,Frau::N,பெண்,ಹೆಣ್ಣು
196,Kind::N,குழந்தை,ಮಗು
197,Junge::N,பையன்,ಹುಡುಗ
198,Mädchen::N,சிறுமி,ಹುಡುಗಿ
199,Familie::N,குடும்பம்,ಕುಟುಂಬ
200,Großvater::N,தாத்தா,ಅಜ್ಜ
201,Großmutter::N,பாட்டி,ಅಮ್ಮ
202,Eltern::N,பெற்றோர்,ಹೆತ್ತವರು
203,Vater::N,தந்தை,ತಂದೆ
204,Mutter::N,தாய்,ಅಮ್ಮ
205,Sohn::N,மகன்,ಮಗ 
206,Tochter::N,மகள்,ಮಗಳು
207,Bruder::N,சகோதரன்,ತಮ್ಮ
208,Schwester::N,அக்கா,ತಂಗಿ
209,Onkel::N,தாய் மாமன்,ಸೋದರಮಾವ
210,Onkel::N,தாய் மாமன்,ದೊಡ್ಡಪ್ಪ
211,Tante::N,அத்தை,ಚಿಕ್ಕಮ್ಮ
212,Ehemann::N,கணவன்,ಗಂಡ
213,Ehefrau::N,மனைவி,ಹೆಂಡತಿ
214,Freude::N,கொண்டாட்டம்,ನಲಿವು
215,Gelächter::N,சிரிப்பு,ನಗೆ
216,Glück::N,மகிழ்ச்சி,ಆನಂದ
217,Kummer::N,துயரம்,ದುಃಖ
218,Wunsch::N,விருப்பம்,ಬಯಕೆ
219,Lust::N,விருப்பம்,ಇಷ್ಟ
220,Geist::N,ஆன்மா,ಆತ್ಮ
221,Gedanke::N,எண்ணம்,ಯೋಚನೆ
222,Gedächtnis::N,ஞாபகம்,ಸ್ಮರಣೆ
223,Verstand::N,மனம்,ಮನಸ್ಸು
224,Sinn::N,அர்த்தம்,ಅರ್ಥ
225,Grund::N,காரணம்,ಕಾರಣ
226,Wahrheit::N,உண்நை,ಸತ್ಯ
227,Gespräch::N,பெசு,ಸಂಭಾಷಣೆ
228,Märchen::N,நம்பத்தகாத கதை,ಸುಳ್ಳು ಕಥೆ
229,Erzählung::N,கதை,ಕಥೆ
230,Nachricht::N,செய்தி,ಸಂದೇಶ
231,Neuigkeit::N,செய்தி,ಸುದ್ದಿ
232,Name::N,பெயர்,ಹೆಸರು
233,Rätsel::N,புதிர்,ಒಗಟು
234,Rede::N,பேச்சு,ಮಾತು
235,Sprache::N,மொழி,ಭಾಷೆ
236,Stimme::N,குரல்,ಧ್ವನಿ
237,Wort::N,வார்த்தை,ಮಾತು
238,Zeichen::N,குறி,ಗುರುತು
239,Ruf::N,அழைப்பு,ಕೂಗು
240,Lärm::N,சத்தம்,ಸದ್ದು
241,Laut::N,ஒலி,ಶಬ್ದ
242,Ton::N,குரல்,ನಾದ
243,Lied::N,பாட்டு,ಗಾನ
244,Ruhe::N,அமைதி,ಶಾಂತಿ
245,Leute::N,மக்கள்,ಮಂದಿ
246,Volk::N,மக்கள்,ಜನಾಂಗ
247,Arbeit::N,வேலை,ಕೆಲಸ
248,Gast::N,விருந்தாளி,ಅತಿಥಿ
249,Geschenk::N,பரிசுப் பொருள்,ಕಾಣಿಕೆ
250,Spiel::N,விளையாட்டு,ಆಟ
251,Gesellschaft::N,சமுதாயம்,ಸಂಗ
252,Hilfe::N,உதவி,ಸಹಾಯ
253,Freund::N,நண்பன்,ಸ್ನೇಹಿತ
254,Kamerad::N,உடனிருப்பவன்,ಜೊತೆಗಾರ
255,Angelegenheit::N,செய்தி,ವಿಚಾರ
256,Anzahl::N,எண்ணிக்கை,ಎಣಿಕೆ
257,Art::N,வகை,ತರ
258,Stück::N,துண்டம்,ತುಂಡು
259,Teil::N,பகுதி,ಭಾಗ
260,Hälfte::N,பாதி,ಅರ್ಧ
261,Kreis::N,வட்டம்,ವೃತ್ತ
262,Kreuz::N,சிலுவை,ಶಿಲುಬೆ
263,Linie::N,கோடு,ರೀಖೆ
264,Strich::N,வாத நோய்,ಗೀಟು
265,Abstand::N,இடைவெளி,ಅಂತರ
266,Entfernung::N,தூரம்,ದೂರ
267,Gegend::N,வட்டாரம்,ವಿಸ್ತೀರ್ಣ
268,Platz::N,வெற்றிடம்,ಅಂತರ
269,Ort::N,இடம்,ಸ್ಥಳ
270,Seite::N,பக்கம்,ಪಕ್ಷ
271,Mitte::N,இடைப்பகுதி,ನಡು
272,Gegenstand::N,உருப்படி,ವಸ್ತು
273,Sache::N,பொருள்,ವಸ್ತು
274,Rand::N,தொங்கு,ಅಂಚು
275,Kante::N,விளிம்பு,ಅಂಚು
276,Ecke::N,மூலை,ಮೂಲೆ
277,Spitze::N,முனை,ತುದಿ
278,Ende::N,முடிவு,ಕೊನೆ
279,Loch::N,துளை,ತೂತು
280,Winkel::N,கோணம்,ಕೋನ
281,Muster::N,பாங்கு,ನಮೂನೆ
282,Größe::N,அளவு,ಪ್ರಮಾಣ
283,Länge::N,நீளம்,ಉದ್ದ
284,Höhe::N,உயரம்,ಎತ್ತರ
285,Gewicht::N,எடை,ತೂಕ
286,Menge::N,தொகை,ಮೊತ್ತ
287,Haufen::N,குவியல்,ರಾಶಿ
288,Reihe::N,வரிசை,ಸಾಲು
289,Boot::N,படகு,ದೋಣಿ
290,Ruder::N,துடுப்பு,ಹುಟ್ಟು
291,Schlitten::N,சகடையிலா வண்டி,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
292,Ski::N,பனிச் சறுக்கல்,ಜಾರುಪಟ್ಟಿ
293,Lagerfeuer::N,மூட்டம்,ಶಿಬಿರಾಗ್ನಿ
294,Last::N,பாரம்,ಹೊರೆ
295,Gang::N,நடை,ತಿರುಗಾಟ
296,Schritt::N,காலடி,ಹೆಜ್ಜೆ
297,Norden::N,வடக்கு,ಉತ್ತರ
298,Süden::N,தெற்கு,ದಕ್ಷಿಣ
299,Westen::N,மேற்கு திசை,ಪಶ್ಚಿಮ
300,Osten::N,கிழக்கு,ಮೂಡಲು
301,Holz::N,மரக்கட்டை,ಚೌಬೀನೆ
302,Brett::N,பலகை,ಹಲಗೆ
303,Platte::N,பலகம்,ಹಲಗೆ
304,Stütze::N,அடைப்புகன்,ಆಸರೆ
305,Stange::N,கம்பம்,ಕಂಬ
306,Stock::N,குச்சி,ಕೋಲು
307,Stab::N,கம்பு,ದೊಣ್ಣೆ
308,Rohr::N,குழாய்,ನಳಿಕೆ
309,Haus::N,வீடு,ಮನೆ
310,Heim::N,வீடு,ಗೃಹ
311,Ofen::N,அடுப்பு,ಒಲೆ
312,Fußboden::N,தரை,ನೆಲ
313,Tisch::N,மேசை,ಮೇಜು
314,Stuhl::N,நாற்காலி,ಕುರ್ಚಿ
315,Wiege::N,தொட்டில்,ತೊಟ್ಟಿಲು
316,Bett::N,படுக்கை,ಹಾಸಿಗೆ
317,Regal::N,அலமாரி,ಬೀರು
318,Kiste::N,பெட்டி,ಪಟ್ಟಿಗೆ
319,Fenster::N,சாளரம்,ಕಿಟಕಿ
320,Tür::N,கதவு,ಬಾಗಿಲು
321,Tor::N,வாசற்கதவு,ಹೆಬ್ಬಾಗಿಲು
322,Zaun::N,வேலி,ಬೇಲಿ
323,Dach::N,கூரை,ಮಾಳಿಗೆ
324,Leiter::N,ஏணி,ಏಣಿ
325,Besen::N,விளக்குமாறு,ಪೊರಕೆ
326,Spaten::N,மண்வெட்டி,ಗುದ್ದಲಿ
327,Schaufel::N,அடிதண்டா,ಸನಿಕೆ
328,Gabel::N,முட்கரண்டி,ಕವಲು
329,Löffel::N,கரண்டி,ಚಮಚ
330,Messer::N,கத்தி,ಚಾಕು
331,Nagel::N,ஆணி,ಆಣಿ
332,Netz::N,வலை,ಬಲೆ
333,Haken::N,கொக்கி,ಕೊಂಡಿ
334,Griff::N,கைப்பிடி,ಹಿಡಿ
335,Schloss::N,பூட்டு,ವೀಗ
336,Bild::N,படம்,ಚಿತ್ರ
337,Figur::N,எண்ணிக்கை,ಆಕಾರ
338,Puppe::N,பொம்மை,ಗೊಂಬೆ
339,Beutel::N,பை,ಸಂಚಿ
340,Bündel::N,பொதி,ಕಟ್ಟು
341,Tasche::N,பை,ಚೀಲ
342,Eimer::N,வாளி,ಬಾನೆ
343,Deckel::N,உறை,ಮುಚ್ಚಳ
344,Geschirr::N,பாத்திரம்,ಭಕ್ಷ್ಯಗಳು
345,Sack::N,பை,ಮೂಟೆ
346,Tasse::N,கிண்ணம்,ಬಟ್ಟಲು
347,Topf::N,பானை,ಮಡಕೆ
348,Kessel::N,கெண்டி,ಕೆಟಲ್
349,Essen::N,உணவருந்துதல்,ಊಟ
350,Nahrung::N,உணவு,ಆಹಾರ
351,Speise::N,உணவு வகை,ಊಟ
352,Fleisch::N,இறைச்சி,ಮಾಂಸ
353,Getreide::N,மக்காச்சோளம்,ಧಾನ್ಯ
354,Brei::N,கஞ்சி,ಗಂಜಿ
355,Brot::N,ரொட்டி,ರೊಟ್ಟಿ
356,Scheibe::N,துண்டு,ಹೋಳು
357,Fett::N,கொழுப்பு,ಕೊಬ್ಬು
358,Butter::N,வெண்ணெய்,ಬೆಣ್ಣೆ
359,Öl::N,எண்ணெய்,ಎಣ್ಣೆ
360,Salz::N,உப்பு,ಉಪ್ಪು
361,Suppe::N,ரசம்,ಎಸರು
362,Honig::N,தேன்,ಮಧು
363,Milch::N,பால்,ಹಾಲು
364,Tee::N,தெனீர்,ಚಹ
365,Leder::N,பதம் செய்யப்பட்ட தோல்,ಚಕ್ಕಳ
366,Wolle::N,கம்பளி,ಉಣ್ಣೆ
367,Stoff::N,துணி,ಬಟ್ಟೆ
368,Nadel::N,ஊசி,ಸೂಜಿ
369,Faden::N,நூல்,ದಾರ
370,Knopf::N,பொத்தான்,ಗುಂಡು
371,Knoten::N,முடிச்சு,ಗಂಟು
372,Farbe::N,வண்ணக் குழம்பு,ಬಣ್ಣ
373,Kleidung::N,ஆடைகள்,ಅರಿವೆ
374,Hemd::N,சட்டை,ಅಂಗಿ
375,Kragen::N,கழுத்துப் பட்டை,ಕುತ್ತಿಗೆಪಟ್ಟಿ
376,Ärmel::N,சட்டைக்கை,ತೋಳು
377,Hose::N,கால்சட்டை,ಇಜಾರ
378,Gürtel::N,பெல்ட்,ಬೆಲ್ಟು
379,Mütze::N,தொப்பி,ಟೋಪಿ
380,Schuh::N,காலணி,ಪಾದರಕ್ಷೆ
381,Stiefel::N,காலணி,ಬೂಟು
382,Ring::N,மோதிரம்,ಉಂಗುರ
383,Band::N,நாடா,ರಿಬ್ಬನ್
384,Kamm::N,கீப்பு,ಹಣಿಗೆ
385,Spiegel::N,ஆடி,ಕನ್ನಡಿ
386,Spiegel::N,கண்ணாடி,ಕನ್ನಡಿ
387,Riemen::N,வார்,ಬಾರು
388,Schnur::N,கயிறு,ಹುರಿ
389,Leine::N,தோல்வார்,ಹಗ್ಗ
390,Decke::N,போர்வை,ಕಂಬಳಿ
391,Kissen::N,தலையணை,ದಿಂಬು
392,Tuch::N,துணி,ಕೊರಳ ಬಟ್ಟೆ
393,Handtuch::N,தண்டு,ಚೌಕ
394,Kraft::N,நிர்பந்தம்,ಬಲ
395,Stärke::N,பலம்,ಶಕ್ತಿ
396,Gesundheit::N,ஆரோக்கியம்,ಆರೋಗ್ಯ
397,Krankheit::N,நோய்,ರೋಗ
398,Schmerz::N,வலி,ನೋವು
399,Wunde::N,காயம்,ಗಾಯ
400,Fieber::N,காய்ச்சல்,ಜ್ವರ
401,Arznei::N,மருந்து,ಔಷಧ
402,Brücke::N,பாலம்,ಸೇತುವೆ
403,Brunnen::N,கேணி,ಬಾವಿ
404,Weide::N,மேய்ச்சல் நிலம்,ಗೋಮಾಳ
405,Pfad::N,நடை வழி,ದಾರಿ
406,Weg::N,வழி,ಹಾದಿ
407,Straße::N,சாலை,ರಸ್ತೆ
408,Dorf::N,கிராமம்,ಹಳ್ಳಿ
409,Stadt::N,நகரம்,ಪಟ್ಟಣ
410,Brief::N,கடிதம்,ಕಾಗದ
411,Buch::N,புத்தகம்,ಪುಸ್ತಕ
412,Buchstabe::N,எழத்து,ಅಕ್ಷರ
413,Zeitung::N,செய்தித்தாள்,ವಾರ್ತಾಪತ್ರಿಕೆ
414,Leben::N,வாழ்க்கை,ಜೀವನ
415,Tod::N,மரணம்,ಮರಣ
416,Grab::N,சமாதி,ಗೋರಿ
417,Kirche::N,தேவாலயம்,ಚರ್ಚು
418,Sünde::N,பாவம்,ಪಾಪ
419,Gott::N,கடவுள்,ದೇವರು
420,Arbeiter::N,தொழிலாளி,ಕೆಲಸಗಾರ
421,Chef::N,மேலாளர்,ದಣಿ
422,Meister::N,தலைவன்,ಶಿಕ್ಷಕ
423,Arzt::N,மருத்துவர்,ವೈದ್ಯ
424,Lehrer::N,ஆசிரியர்,ಉಪಾಧ್ಯಾಯ
425,Geld::N,பணம்,ಹಣ
426,Geschäft::N,வாணிபம்,ವಾಣಿಜ್ಯ
427,Laden::N,கடை,ಅಂಗಡಿ
428,Preis::N,விலை,ಬೆಲೆ
429,Ware::N,சாமன்கள்,ಸರಕು
430,Nutzen::N,இலாபம்,ಲಾಭ
431,Reichtum::N,சொத்து,ಸಂಪತ್ತು
432,Welt::N,உலகம்,ಭೂಲೋಕ
433,Land::N,நாடு,ದೇಶ
434,Staat::N,நாடு,ರಾಜ್ಯ
435,König::N,அரசன்,ರಾಜ
436,Macht::N,அதிகாரம்,ಅಧಿಕಾರ
437,Grenze::N,எல்லை,ಗಡಿ
438,Krieg::N,போர்,ಯುದ್ಧ
439,Feind::N,எதிரி,ಶತ್ರು
440,Gewalt::N,வன்முறை,ಹಿಂಸೆ
441,Kampf::N,போராட்டம்,ಹೋರಾಟ
442,Bogen[Waffe]::N,வில்,ಬಿಲ್ಲು
443,Pfeil::N,அம்பு,ಅಂಬು
444,Gewehr::N,துப்பாக்கி,ಬಂದೂಕು
445,Fehler::N,தவறு,ತಪ್ಪು
446,Lüge::N,பொய்,ಸುಳ್ಳು
447,Schaden::N,சேதாரம்,ಹಾನಿ
448,Unglück::N,இடையூறு,ಅಪಾಯ
449,Schuld::N,குற்றம்,ದೋಷ
450,Alter::N,வயது,ಮುಪ್ಪು
451,Schluss::N,முடிவு,ಮುಕ್ತಾಯ
452,Zeit::N,காலம்,ಕಾಲ
453,Tag::N,நாள்,ದಿನ
454,Morgen::N,காலை நேரம்,ಮುಂಜಾನೆ
455,Mittag::N,மதியம்,ನಡುಹಗಲು
456,Abend::N,மாலைப் பொழுது,ಸಂಜೆ
457,Nacht::N,இரவு,ರಾತ್ರಿ
458,Woche::N,வாரம்,ವಾರ
459,Monat::N,மாதம்,ತಿಂಗಳು
460,Jahr::N,வருடம்,ಸಂವತ್ಸರ
461,Frühling::N,வசந்தம்,ವಸಂತ
462,Sommer::N,கோடை,ಬಿಸಿಲುಕಾಲ
463,Herbst::N,இலையுதிர் காலம்,ಶರತ್ಕಾಲ
464,Winter::N,குளிர்காலம்,ಚಳಿಗಾಲ
465,Januar::N,ஜனவரி,ನಾಲ್ಚಳಿ
466,Februar::N,பிபரவரி மாதம்,ಅಯ್ಚಳಿ
467,März::N,மார்ச் மாதம்,ಮೊಬ್ಬೇಸಿಗೆ
468,April::N,ஏப்ரல் மாதம்,ಇಬ್ಬೇಸಿಗೆ
469,Mai::N,மே மாதம்,ಮುಬ್ಬೇಸಿಗೆ
470,Juni::N,ஜூன் மாதம்,ಮೊಮ್ಮಳೆ
471,Juli::N,ஜூலை மாதம்,ಇಮ್ಮಳೆ
472,August::N,ஆகஸ்ட் மாதம்,ಮುಮ್ಮಳೆ
473,September::N,செப்டம்பர் மாதம்,ನಾಲ್ಮಳೆ
474,Oktober::N,அக்டோபர் மாதம்,ಮೊಚ್ಚಳಿ
475,November::N,நவம்பர் மாதம்,ಇಚ್ಚಳಿ
476,Dezember::N,டிசம்பர்,ಮುಚ್ಚಳಿ
477,Montag::N,திங்கட் கிழமை,ಸೋಮುವಾರ
478,Dienstag::N,செவ்வாய்க்கிழமை,ಮಂಗಳವಾರ
479,Mittwoch::N,புதன் கிழமை,ಬುಧವಾರ
480,Donnerstag::N,வியாழக் கிழமை,ಗುರುವಾರ
481,Freitag::N,வெள்ளிக்கிழமை,ಶುಕ್ರವಾರ
482,Samstag::N,சனிக்கிழமை,ಶನಿವಾರ
483,Sonntag::N,ஞாயிறுக் கிழமை,ಭಾನುವಾರ
484,groß::A,பெரிய,ದೊಡ್ಡ
485,klein::A,சிறிய,ಪುಟ್ಟ
486,lang::A,நீண்ட,ದೀರ್ಘ
487,kurz::A,குட்டையான,ಚಕ್ಕ
488,breit::A,அகலமான,ಅಗಲವಾದ
489,schmal::A,குறுகலான,ಇಕ್ಕಟ್ಟಾದ
490,dicht::A,அடர்த்தியான,ದಟ್ಟ
491,dick[Gegenstand]::A,தடித்த,ದಟ್ಟ
492,dünn::A,சன்னமான,ತೆಳು
493,fein::A,மெல்லிய,ಕೋಮಲ
494,fest::A,உறுதியாள,ಘನ
495,flach::A,தட்டையான,ಚಪ್ಪಟೆ
496,glatt::A,வழுவழுப்பான,ನಯ
497,hart::A,கடினமான,ಗಟ್ಟಿ
498,weich::A,மென்மையான,ಮೃದುವಾದ
499,rund::A,உருண்டையான,ವರ್ತುಳ
500,spitz::A,திகந்தமாக,ಮೊನಚಾದ
501,scharf::A,கூரான,ತೀಕ್ಷ್ಣ
502,stumpf::A,உளம் திறந்த,ಮೊಂಡು
503,schwer::A,கனமான,ಭಾರಿ
504,schön::A,அழகான,ಸುಂದರ
