,Concept_ID,ta,kn
982,ausziehen::V,கழற்று,ಬಿಚ್ಚು
983,anziehen::V,புனைதல்,ಹಾಕು
984,sich anziehen::V,உடுத்துதல்,ಹಾಕು
985,kämmen::V,தலை வாரிக் கொள்,ಬಾಚು
986,schmücken::V,அழகுபடுத்து,ಅಲಂಕರಿಸು
987,sagen::V,சொல்,ಹೇಳು
988,sprechen::V,பேசு,ನುಡಿ
989,reden::V,பெசு,ನುಡಿ
990,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,ಹರಟೆ ಹೊಡಿ
991,fragen::V,கேள்,ವಿಚಾರಿಸು
992,bitten::V,வேண்டு,ಬೇಡು
993,erzählen::V,சொல்,ಹೇಳು
994,mitteilen::V,சொல்,ತಿಳಿಸು
995,nennen::V,பெயரிடுதல்,ಹೆಸರಿಡು
996,rufen::V,கூச்சலிடு,ಕರೆ
997,prahlen::V,தற்பெருமை பேசு,ಜಂಬ ಕೊಚ್ಚು
998,übersetzen::V,மொழிபெயர்ப்பு செய்,ಭಾಷಾಂತರಿಸು
999,denken::V,யோசி,ಯೋಚಿಸು
1000,glauben::V,நம்பு,ನಂಬು
1001,bemerken::V,கவனி,ಗಮನಿಸು
1002,erkennen::V,அடையாளம் கண்டுகொள்,ಗುರುತುಹಿಡಿ
1003,begreifen::V,பற்றிக்கொள்,ಗ್ರಹಿಸು
1004,verstehen::V,புரிந்து கொள்,ಅರ್ಥಮಾಡಿಕೊ
1005,lernen::V,கற்றுக்கொள்,ಕಲಿ
1006,wissen::V,தெரிந்திரு,ಅರಿ
1007,sich erinnern an::V,நினைவு கூர்,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1008,vergessen::V,மற,ಮರೆತುವಿಡು
1009,messen::V,அளவிடு,ಅಳೆ
1010,zählen::V,எண்ணு,ಗಣಿಸು
1011,rechnen::V,கணக்கிடு,ಲೆಕ್ಕ ಹಾಕು
1012,lesen::V,படி,ಓದು
1013,malen::V,வண்ணச்சித்திரம்,ಬಿಡಿಸು
1014,zeichnen::V,வரை,ಬಿಡಿಸು
1015,schreiben::V,எழுது,ಬರೆ
1016,besitzen::V,உடைமையாகக் கொண்டிரு,ಒಡೆಯನಾಗಿರು
1017,kaufen::V,வாங்கு,ಕೊಳ್ಳು
1018,verkaufen::V,விற்பனை செய்,ಕೊಡು
1019,bezahlen::V,இறுத்தல்,ಬೆಲೆತೆರು
1020,zahlen::V,பணம் செலுத்து,ಹಣವನ್ನುಕೊಡು
1021,beherrschen::V,ஆட்சிசெய்,ಅಧಿಕಾರ ನಡೆಸು
1022,ertragen::V,தாங்கு,ಸಹಿಸು
