,Concept_ID,av,kn
58,Stern::N,цӏва,ಚುಕ್ಕಿ
59,Luft::N,гьава,ವಾಯು
60,Wind::N,гьури,ಗಾಳಿ
61,Welle::N,карачел,ಅಲೆ
62,Wasser::N,лъим,ನೀರು
63,Stein::N,гьецӏо,ಕಲ್ಲು
64,Boden::N,ракь,ನೆಲ
65,Erde::N,ракь,ಭೂಮಿ
66,Erde::N,дуниял,ಭೂಮಿ
67,Staub::N,хӏур,ದೂಳು
68,Rauch::N,кӏкӏуй,ಹೊಗೆ
69,Feuer::N,цӏа,ಬೆಂಕಿ
70,Licht::N,канлъи,ಬೆಳಕು
71,Schatten::N,рагӏад,ನೆರಳು
72,Wetter::N,гьава-бакъ,ಹವ
73,Nebel::N,гӏодобнакӏкӏ,ಮಂಜು
74,Wolke::N,накӏкӏ,ಮೋಡ
75,Regen::N,цӏад,ಮಳೆ
76,Schnee::N,гӏазу,ಹಿಮ
77,Eis::N,цӏер,ಮಂಜುಗಡ್ಡೆ
78,Frost::N,замгьари,ಮಂಜು
79,Kälte::N,квач,ಹಿಮ
80,Hitze::N,багӏари,ಉಷ್ಣ
81,Raureif::N,мартӏ,ಇಬ್ಬನಿ
82,Regenbogen::N,нур,ಇಂದ್ರಚಾಪ
83,Regenbogen::N,чамбара,ಇಂದ್ರಚಾಪ
84,Donner::N,гъугъай,ಗುಡುಗು
85,Donner::N,гъугъади,ಗುಡುಗು
86,Strömung::N,чвахи,ಪ್ರವಾಹ
87,Tropfen::N,резел,ತೊಟ್ಟು
88,Tropfen::N,тӏинкӏ,ತೊಟ್ಟು
89,Tropfen::N,къатӏра,ತೊಟ್ಟು
90,Tropfen::N,тӏенкӏел,ತೊಟ್ಟು
91,Schaum::N,полоп,ನೊರೆ
92,Schmutz::N,чороклъи,ಕಸ
93,See::N,хӏор,ಸರೋವರ
94,Sumpf::N,хьуцӏ,ಜೌಗುಸ್ಥಳ
95,Wiese::N,мегъ,ಹುಲ್ಲುಗಾವಲು
96,Wiese::N,гӏурдаллъи,ಹುಲ್ಲುಗಾವಲು
97,Wald::N,рохь,ಕಾಡು
98,Hügel::N,гохӏ,ಗುಡ್ಡೆ
99,Anhöhe::N,сийитма,ದಿಬ್ಬ
100,Berg::N,мегӏер,ಮಲೆ
101,Berg::N,мегӏер,ಪರ್ವತ
102,Gipfel::N,тӏогь,ಶೃಂಗ
103,Höhle::N,нохъо,ಗುಹೆ
104,Abhang::N,лабаллъи,ಇಳಿಜಾರು
105,Quelle::N,ицц,ಮೂಲ
106,Bach::N,лъар,ತೊರೆ
107,Fluss::N,гӏор,ನದಿ
108,Ufer::N,рагӏал,ತೀರ
109,Küste::N,рагӏал,ದಂಡೆ
110,Festland::N,ракь,ಭೂಮಿ
111,Festland::N,ракъдаллъи,ಭೂಮಿ
112,Meer::N,ралъад,ಕಡಲು
113,Bucht::N,кӏветӏ,ಖಾರಿ
114,Insel::N,чӏинкӏиллъи,ದ್ವೀಪ
115,Blume::N,тӏегь,ಸುಮ
116,Gras::N,хер,ಹುಲ್ಲು
117,Wurzel::N,кьибил,ಬೇರು
118,Baum::N,гъветӏ,ಮರ
119,Stamm::N,рохти,ಕಾಂಡ
120,Rinde::N,макъар,ತೂಗಟಿ
121,Ast::N,ноцӏ,ಶಾಖೆ
122,Zweig::N,гӏаркьел,ರೆಂಬೆ
123,Blatt::N,тӏамах,ಎಲೆ
124,Birke::N,мах,ಬರ್ಚ್ ಮರ
125,Birke::N,махигъветӏ,ಬರ್ಚ್ ಮರ
126,Kiefer[Baum]::N,накӏкӏигъветӏ,ದೇವದಾರು ಮರ
127,Weide[Baum]::N,рицӏцӏ,ವಿಲೋಮರ
128,Weide[Baum]::N,рицӏцӏигъветӏ,ವಿಲೋಮರ
129,Tanne::N,ёлка,ಭದ್ರದಾರು
130,Horn::N,лълъар,ಕೊಂಬು
131,Feder::N,хӏули,ಪುಕ್ಕ
132,Fell::N,тӏом,ರೋಮ
133,Fell::N,цӏоко,ರೋಮ
134,Flügel::N,кваркьи,ರೆಕ್ಕೆ
135,Klaue::N,галъ,ಪಂಜ
136,Kralle::N,квачӏ,ಉಗುರು
137,Kralle::N,катиквачӏ,ಉಗುರು
138,Schwanz::N,рачӏ,ಬಾಲ
139,Ei::N,хоно,ಮೊಟ್ಟೆ
140,Nest::N,бусен,ಗೂಡು
141,Bau::N,каратӏ,ಅಡಗುದಾಣ
142,Tier::N,хӏайван,ಪ್ರಾಣಿ
143,Herde::N,рехъен,ಗುಂಪು
144,Herde::N,рехъед,ಗುಂಪು
145,Kuh::N,гӏака,ಹಸು
146,Bulle::N,оц,ಗೂಳಿ
147,Pferd::N,чу,ಕುದುರೆ
148,Schaf::N,чахъу,ಕುರಿ
149,Schwein::N,болъон,ಹಂದಿ
150,Hund::N,гьой,ನಾಯಿ
151,Katze::N,кету,ಬೆಕ್ಕು
152,Bär::N,ци,ಕರಡಿ
153,Eichhörnchen::N,гвангва,ಉಡುತೆ
154,Fuchs::N,цер,ನರಿ
155,Hase::N,гӏанкӏ,ಮೊಲ
156,Maus::N,гӏункӏкӏ,ಇಲಿ
157,Wolf::N,бацӏ,ತೋಳ
158,Vogel::N,хӏинчӏ,ಪಕ್ಷಿ
159,Schwarm::N,тӏел,ಗುಂಪು
160,Huhn::N,гӏанкӏу,ಚಿಕ್
161,Hahn::N,хӏелеко,ಹುಂಜ
162,Gans::N,хъаз,ವರಟೆ
163,Adler::N,цӏум,ಗರುಡ
164,Ente::N,ордек,ಬಾತು
165,Eule::N,беццаруз,ಗೂಬೆ
166,Kranich::N,къункъра,ಕೊಕ್ಕರ
167,Krähe::N,гъеду,ಕಾಗೆ
168,Kuckuck::N,гагу,ಕೋಗಿಲೆ
169,Schwan::N,хӏанкъва,ಹಂಸಪಕ್ಷಿ
170,Fisch::N,ччугӏа,ಮೀನು
171,Barsch::N,окунь,ಪರ್ಚ್ ಮೀನು
172,Hecht::N,щука,ಪೈಕ್ ಮೀನು
173,Schlange[Tier]::N,борохь,ಹಾವು
174,Wurm::N,хӏапара,ಹುಳು
175,Spinne::N,хъанхъра,ಊರ್ಣನಾಭ
176,Ameise::N,цӏунцӏра,ಇರುವೆ
177,Laus::N,нацӏ,ಹೇನು
178,Mücke::N,кӏкӏара,ಸೊಳ್ಳೆ
179,Fliege::N,тӏутӏ,ನೊಣ
180,Schmetterling::N,кӏалкӏучӏ,ಪತಂಗ
181,Apfel::N,гӏеч,ಸೇಬು
182,Pilz::N,гӏурдахӏан,ಅಣಬೆ
183,Zwiebel::N,кӏочӏопер,ನೀರುಳ್ಳಿ
184,Saat::N,хьон,ಬಿತ್ತ
185,Korn::N,мугь,ಬೀಜ
186,Heu::N,хер,ಕರಡ
187,Schale::N,хъал,ಹೊಟ್ಟು
188,Grube::N,гвенд,ಗುಂಡಿ
189,Falle::N,къор,ಬೋನು
190,Falle::N,къотен,ಬೋನು
191,Schlinge::N,кӏичӏ,ಉರುಲು
192,Spur::N,лъалкӏ,ಜಾಡು
193,Asche::N,рахъу,ಬೂದಿ
194,Dreck::N,гъиз,ಹೊಲಸು
195,Dreck::N,хӏарщ,ಹೊಲಸು
196,Eisen::N,махх,ಕಬ್ಬಿಣ
197,Gold::N,месед,ಚಿನ್ನ
198,Silber::N,гӏарац,ಬೆಳ್ಳಿ
199,Kohle::N,тӏурччи,ಕಲ್ಲಿದ್ದಲು
200,Glas::N,цӏер,ಗಾಜು
201,Lehm::N,хӏатӏ,ಜೇಡಿಮಣ್ಣು
202,Sand::N,сали,ಮರಳು
203,Mensch::N,чи,ಪುರುಷ
204,Mann::N,бихьинчи,ಆಳು
205,Frau::N,гӏадан,ಹೆಣ್ಣು
206,Kind::N,лъимер,ಮಗು
207,Junge::N,вас,ಹುಡುಗ
208,Mädchen::N,яс,ಹುಡುಗಿ
209,Familie::N,хъизан,ಕುಟುಂಬ
210,Großvater::N,кӏудада,ಅಜ್ಜ
211,Großmutter::N,кӏодо,ಅಮ್ಮ
212,Eltern::N,эбел-эмен,ಹೆತ್ತವರು
213,Vater::N,эмен,ತಂದೆ
214,Mutter::N,эбел,ಅಮ್ಮ
215,Sohn::N,вас,ಮಗ 
216,Tochter::N,яс,ಮಗಳು
217,Bruder::N,вац,ತಮ್ಮ
218,Schwester::N,яц,ತಂಗಿ
219,Onkel::N,даци,ಸೋದರಮಾವ
220,Onkel::N,даци,ದೊಡ್ಡಪ್ಪ
221,Tante::N,ада,ಚಿಕ್ಕಮ್ಮ
222,Ehemann::N,рос,ಗಂಡ
223,Ehefrau::N,чӏужу,ಹೆಂಡತಿ
224,Freude::N,ракӏбохи,ನಲಿವು
225,Gelächter::N,релъи,ನಗೆ
226,Glück::N,талихӏ,ಆನಂದ
227,Glück::N,талихӏ-рохел,ಆನಂದ
228,Kummer::N,хӏалкъай,ದುಃಖ
229,Wunsch::N,къасд,ಬಯಕೆ
230,Lust::N,гъира,ಇಷ್ಟ
231,Geist::N,чӏанкӏ,ಆತ್ಮ
232,Geist::N,рухӏ-жан,ಆತ್ಮ
233,Gedanke::N,пикру,ಯೋಚನೆ
234,Verstand::N,лумалъи,ಮನಸ್ಸು
235,Verstand::N,цӏодорлъи,ಮನಸ್ಸು
236,Sinn::N,магӏна,ಅರ್ಥ
237,Grund::N,багьана,ಕಾರಣ
238,Wahrheit::N,ритӏухълъи,ಸತ್ಯ
239,Gespräch::N,накъит,ಸಂಭಾಷಣೆ
240,Märchen::N,маргьа,ಸುಳ್ಳು ಕಥೆ
241,Erzählung::N,къиса,ಕಥೆ
242,Nachricht::N,хабар,ಸಂದೇಶ
243,Neuigkeit::N,хабар-гӏазаб,ಸುದ್ದಿ
244,Name::N,цӏар,ಹೆಸರು
245,Rätsel::N,бицанкӏо,ಒಗಟು
246,Rede::N,речь,ಮಾತು
247,Rede::N,калам,ಮಾತು
248,Sprache::N,мацӏ,ಭಾಷೆ
249,Stimme::N,гьаракь,ಧ್ವನಿ
250,Wort::N,рагӏи,ಮಾತು
251,Zeichen::N,ишара,ಗುರುತು
252,Zeichen::N,гӏаламат,ಗುರುತು
253,Ruf::N,ахӏи,ಕೂಗು
254,Lärm::N,хъуй,ಸದ್ದು
255,Lärm::N,хъуди,ಸದ್ದು
256,Laut::N,гьаракь,ಶಬ್ದ
257,Laut::N,сас,ಶಬ್ದ
258,Lied::N,кечӏ,ಗಾನ
259,Ruhe::N,рахӏат,ಶಾಂತಿ
260,Leute::N,гӏадамал,ಮಂದಿ
261,Volk::N,халкъ,ಜನಾಂಗ
262,Arbeit::N,хӏалтӏи,ಕೆಲಸ
263,Gast::N,гьобол,ಅತಿಥಿ
264,Geschenk::N,сайигъат,ಕಾಣಿಕೆ
265,Spiel::N,хӏай,ಆಟ
266,Spiel::N,расанди,ಆಟ
267,Gesellschaft::N,жамагӏат,ಸಂಗ
268,Hilfe::N,кумек,ಸಹಾಯ
269,Freund::N,гьудул,ಸ್ನೇಹಿತ
270,Kamerad::N,гьалмагъ,ಜೊತೆಗಾರ
271,Angelegenheit::N,къваригӏел,ವಿಚಾರ
272,Anzahl::N,рикӏкӏен,ಎಣಿಕೆ
273,Art::N,жинс,ತರ
274,Stück::N,кесек,ತುಂಡು
275,Teil::N,пай,ಭಾಗ
276,Hälfte::N,бащдаб,ಅರ್ಧ
277,Kreis::N,гор,ವೃತ್ತ
278,Kreuz::N,хъанч,ಶಿಲುಬೆ
279,Linie::N,мухъ,ರೀಖೆ
280,Strich::N,хӏучч,ಗೀಟು
281,Abstand::N,манзил,ಅಂತರ
282,Entfernung::N,манзил,ದೂರ
283,Gegend::N,рахъ,ವಿಸ್ತೀರ್ಣ
284,Platz::N,бакӏ,ಅಂತರ
285,Ort::N,бакӏ,ಸ್ಥಳ
286,Seite::N,рахъ,ಪಕ್ಷ
287,Mitte::N,бакьулъбакӏ,ನಡು
288,Gegenstand::N,жо,ವಸ್ತು
289,Sache::N,жо,ವಸ್ತು
290,Rand::N,мицӏир,ಅಂಚು
291,Kante::N,рагӏал,ಅಂಚು
292,Kante::N,рагӏа-ракьан,ಅಂಚು
293,Ecke::N,цили,ಮೂಲೆ
294,Spitze::N,тӏогь,ತುದಿ
295,Ende::N,кӏал,ಕೊನೆ
296,Loch::N,каратӏ,ತೂತು
297,Muster::N,накъиш,ನಮೂನೆ
298,Größe::N,кӏодо́лъи,ಪ್ರಮಾಣ
299,Länge::N,халалъи,ಉದ್ದ
300,Höhe::N,борхалъи,ಎತ್ತರ
301,Gewicht::N,бакӏлъи,ತೂಕ
302,Haufen::N,гъуни,ರಾಶಿ
303,Reihe::N,ирга́,ಸಾಲು
304,Boot::N,раса,ದೋಣಿ
305,Ruder::N,раххан,ಹುಟ್ಟು
306,Schlitten::N,чанагъ,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
307,Ski::N,лыжаби,ಜಾರುಪಟ್ಟಿ
308,Lagerfeuer::N,цӏа,ಶಿಬಿರಾಗ್ನಿ
309,Last::N,бакӏлъи,ಹೊರೆ
310,Gang::N,хьвади,ತಿರುಗಾಟ
311,Gang::N,хьвада-чӏвади,ತಿರುಗಾಟ
312,Schritt::N,гали,ಹೆಜ್ಜೆ
313,Norden::N,шимал,ಉತ್ತರ
314,Süden::N,юг,ದಕ್ಷಿಣ
315,Süden::N,къибла,ದಕ್ಷಿಣ
316,Westen::N,гъарб,ಪಶ್ಚಿಮ
317,Westen::N,магъриб,ಪಶ್ಚಿಮ
318,Osten::N,шаркъ,ಮೂಡಲು
319,Osten::N,машрикъ,ಮೂಡಲು
320,Holz::N,цӏул,ಚೌಬೀನೆ
321,Brett::N,хъарщи,ಹಲಗೆ
322,Platte::N,къоно,ಹಲಗೆ
323,Stange::N,гӏер,ಕಂಬ
324,Stock::N,тӏил,ಕೋಲು
325,Stab::N,гӏер,ದೊಣ್ಣೆ
326,Rohr::N,турба,ನಳಿಕೆ
327,Haus::N,ригь,ಮನೆ
328,Haus::N,рукъзал,ಮನೆ
329,Heim::N,рукъ,ಗೃಹ
330,Ofen::N,печь,ಒಲೆ
331,Fußboden::N,чӏабар,ನೆಲ
332,Tisch::N,стол,ಮೇಜು
333,Stuhl::N,бакӏу,ಕುರ್ಚಿ
334,Wiege::N,кини,ತೊಟ್ಟಿಲು
335,Bett::N,кровать,ಹಾಸಿಗೆ
336,Regal::N,хъарщи,ಬೀರು
337,Kiste::N,ящик,ಪಟ್ಟಿಗೆ
338,Kiste::N,тӏалагъуд,ಪಟ್ಟಿಗೆ
339,Fenster::N,гордо,ಕಿಟಕಿ
340,Tür::N,нуцӏа,ಬಾಗಿಲು
341,Tor::N,каву,ಹೆಬ್ಬಾಗಿಲು
342,Zaun::N,раци,ಬೇಲಿ
343,Dach::N,тӏох,ಮಾಳಿಗೆ
344,Leiter::N,мали,ಏಣಿ
345,Besen::N,жул,ಪೊರಕೆ
346,Spaten::N,бел,ಗುದ್ದಲಿ
347,Schaufel::N,раххан,ಸನಿಕೆ
348,Gabel::N,гӏучӏ,ಕವಲು
349,Löffel::N,гъуд,ಚಮಚ
350,Messer::N,нус,ಚಾಕು
351,Nagel::N,магӏ,ಆಣಿ
352,Netz::N,гьин,ಬಲೆ
353,Haken::N,гъанцӏа,ಕೊಂಡಿ
354,Griff::N,гӏоркь,ಹಿಡಿ
355,Schloss::N,кӏулал,ವೀಗ
356,Bild::N,сурат,ಚಿತ್ರ
357,Puppe::N,нани,ಗೊಂಬೆ
358,Beutel::N,таргьа,ಸಂಚಿ
359,Bündel::N,къай,ಕಟ್ಟು
360,Tasche::N,сумка,ಚೀಲ
361,Tasche::N,къвачӏа,ಚೀಲ
362,Eimer::N,ведро,ಬಾನೆ
363,Deckel::N,тӏалъел,ಮುಚ್ಚಳ
364,Deckel::N,дадитӏалъел,ಮುಚ್ಚಳ
365,Geschirr::N,цӏарагӏ,ಭಕ್ಷ್ಯಗಳು
366,Sack::N,хъап,ಮೂಟೆ
367,Sack::N,къандалъо,ಮೂಟೆ
368,Tasse::N,чашка,ಬಟ್ಟಲು
369,Topf::N,хьаг,ಮಡಕೆ
370,Kessel::N,хьаг,ಕೆಟಲ್
371,Kessel::N,гереги,ಕೆಟಲ್
372,Essen::N,тӏагӏам,ಊಟ
373,Nahrung::N,квен,ಆಹಾರ
374,Speise::N,квен,ಊಟ
375,Fleisch::N,гьан,ಮಾಂಸ
376,Getreide::N,бугӏа-ролъ,ಧಾನ್ಯ
377,Getreide::N,могьолабл_культураби,ಧಾನ್ಯ
378,Brei::N,карщ,ಗಂಜಿ
379,Brot::N,чед,ರೊಟ್ಟಿ
380,Scheibe::N,мочӏу,ಹೋಳು
381,Fett::N,беэнлъи,ಕೊಬ್ಬು
382,Butter::N,нах,ಬೆಣ್ಣೆ
383,Öl::N,нах,ಎಣ್ಣೆ
384,Salz::N,цӏам,ಉಪ್ಪು
385,Suppe::N,чурпа,ಎಸರು
386,Honig::N,гьоцӏо,ಮಧು
387,Milch::N,рахь,ಹಾಲು
388,Tee::N,чай,ಚಹ
389,Leder::N,тӏом,ಚಕ್ಕಳ
390,Wolle::N,квас,ಉಣ್ಣೆ
391,Stoff::N,ххам,ಬಟ್ಟೆ
392,Nadel::N,рокӏкӏен,ಸೂಜಿ
393,Faden::N,кун,ದಾರ
394,Knopf::N,маргъал,ಗುಂಡು
395,Knoten::N,гарацӏ,ಗಂಟು
396,Farbe::N,релъен,ಬಣ್ಣ
397,Kleidung::N,ретӏел,ಅರಿವೆ
398,Hemd::N,гурде,ಅಂಗಿ
399,Kragen::N,габур,ಕುತ್ತಿಗೆಪಟ್ಟಿ
400,Ärmel::N,къвал,ತೋಳು
401,Hose::N,тӏажу,ಇಜಾರ
402,Gürtel::N,рачел,ಬೆಲ್ಟು
403,Mütze::N,тӏагъур,ಟೋಪಿ
404,Stiefel::N,этек,ಬೂಟು
405,Stiefel::N,чакма,ಬೂಟು
406,Ring::N,баргъич,ಉಂಗುರ
407,Band::N,лента,ರಿಬ್ಬನ್
408,Kamm::N,гьоркьо,ಹಣಿಗೆ
409,Spiegel::N,матӏу,ಕನ್ನಡಿ
410,Riemen::N,рижу,ಬಾರು
411,Decke::N,одея́ло,ಕಂಬಳಿ
412,Kissen::N,къандалъо,ದಿಂಬು
413,Tuch::N,квархьи,ಕೊರಳ ಬಟ್ಟೆ
414,Handtuch::N,беркӏалрацӏцӏ,ಚೌಕ
415,Kraft::N,гуч,ಬಲ
416,Kraft::N,къуват,ಬಲ
417,Stärke::N,хӏалкӏвей,ಶಕ್ತಿ
418,Gesundheit::N,сахлъи́,ಆರೋಗ್ಯ
419,Krankheit::N,унти,ರೋಗ
420,Krankheit::N,щокълъи,ರೋಗ
421,Schmerz::N,унти,ನೋವು
422,Wunde::N,ругъун,ಗಾಯ
423,Fieber::N,цӏа-кан,ಜ್ವರ
424,Arznei::N,дару,ಔಷಧ
425,Brücke::N,кьо,ಸೇತುವೆ
426,Brunnen::N,гъуй,ಬಾವಿ
427,Weide::N,рицӏцӏ,ಗೋಮಾಳ
428,Weide::N,лъичӏирма,ಗೋಮಾಳ
429,Weide::N,гӏурдаллъи,ಗೋಮಾಳ
430,Weide::N,ри́цӏигъветӏ,ಗೋಮಾಳ
431,Weide::N,рицӏцӏигъветӏ,ಗೋಮಾಳ
432,Pfad::N,сухъмахъ,ದಾರಿ
433,Weg::N,нух,ಹಾದಿ
434,Straße::N,нух,ರಸ್ತೆ
435,Dorf::N,росу,ಹಳ್ಳಿ
436,Stadt::N,шагьар,ಪಟ್ಟಣ
437,Brief::N,кагъат,ಕಾಗದ
438,Brief::N,рисалат,ಕಾಗದ
439,Buch::N,тӏехь,ಪುಸ್ತಕ
440,Buchstabe::N,хӏарп,ಅಕ್ಷರ
441,Zeitung::N,газет,ವಾರ್ತಾಪತ್ರಿಕೆ
442,Leben::N,яшав,ಜೀವನ
443,Tod::N,хвел,ಮರಣ
444,Grab::N,хоб,ಗೋರಿ
445,Kirche::N,килиса,ಚರ್ಚು
446,Sünde::N,хӏакъ,ಪಾಪ
447,Sünde::N,мунагь,ಪಾಪ
448,Gott::N,бичас,ದೇವರು
449,Gott::N,аллагь,ದೇವರು
450,Arbeiter::N,хӏалтӏухъан,ಕೆಲಸಗಾರ
451,Chef::N,хӏаким,ದಣಿ
452,Chef::N,начальник,ದಣಿ
453,Meister::N,устар,ಶಿಕ್ಷಕ
454,Meister::N,мастер,ಶಿಕ್ಷಕ
455,Meister::N,махщалилав,ಶಿಕ್ಷಕ
456,Arzt::N,жайрахӏ,ವೈದ್ಯ
457,Lehrer::N,мугӏалим,ಉಪಾಧ್ಯಾಯ
458,Geld::N,гӏарац,ಹಣ
459,Laden::N,тукен,ಅಂಗಡಿ
460,Preis::N,багьа,ಬೆಲೆ
461,Ware::N,къайи,ಸರಕು
462,Nutzen::N,мунпагӏат,ಲಾಭ
463,Reichtum::N,бечелъи,ಸಂಪತ್ತು
464,Welt::N,дуниял,ಭೂಲೋಕ
465,Land::N,улка,ದೇಶ
466,Land::N,икълим,ದೇಶ
467,Staat::N,пачалихъ,ರಾಜ್ಯ
468,König::N,пача,ರಾಜ
469,König::N,малик,ರಾಜ
470,König::N,къирал,ರಾಜ
471,König::N,падишагь,ರಾಜ
472,Macht::N,кверщел,ಅಧಿಕಾರ
473,Grenze::N,гӏорхъи,ಗಡಿ
474,Krieg::N,рагъ,ಯುದ್ಧ
475,Feind::N,тушман,ಶತ್ರು
476,Gewalt::N,зулму,ಹಿಂಸೆ
477,Kampf::N,къеркьей,ಹೋರಾಟ
478,Bogen[Waffe]::N,газаргъо,ಬಿಲ್ಲು
479,Pfeil::N,чӏор,ಅಂಬು
480,Gewehr::N,туманкӏ,ಬಂದೂಕು
481,Fehler::N,гъалатӏ,ತಪ್ಪು
482,Lüge::N,гьереси,ಸುಳ್ಳು
483,Schaden::N,зиян,ಹಾನಿ
484,Schaden::N,зарал,ಹಾನಿ
485,Unglück::N,балагь,ಅಪಾಯ
486,Schuld::N,гӏайиб,ದೋಷ
487,Alter::N,гӏумру,ಮುಪ್ಪು
488,Schluss::N,ахир,ಮುಕ್ತಾಯ
489,Zeit::N,заман,ಕಾಲ
490,Tag::N,къо,ದಿನ
491,Morgen::N,радалмех,ಮುಂಜಾನೆ
492,Mittag::N,къадемех,ನಡುಹಗಲು
493,Abend::N,релъедамех,ಸಂಜೆ
494,Nacht::N,сордо,ರಾತ್ರಿ
495,Woche::N,анкь,ವಾರ
496,Monat::N,моцӏ,ತಿಂಗಳು
497,Jahr::N,сон,ಸಂವತ್ಸರ
498,Jahr::N,лъагӏел,ಸಂವತ್ಸರ
499,Frühling::N,их,ವಸಂತ
500,Sommer::N,рии,ಬಿಸಿಲುಕಾಲ
501,Herbst::N,хасалихълъи,ಶರತ್ಕಾಲ
502,Winter::N,кьин,ಚಳಿಗಾಲ
503,Januar::N,январь,ನಾಲ್ಚಳಿ
504,Februar::N,февра́ль,ಅಯ್ಚಳಿ
505,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
506,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
507,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
508,Juni::N,июнь,ಮೊಮ್ಮಳೆ
509,Juli::N,июль,ಇಮ್ಮಳೆ
510,August::N,август,ಮುಮ್ಮಳೆ
511,September::N,сентябрь,ನಾಲ್ಮಳೆ
512,Oktober::N,октябрь,ಮೊಚ್ಚಳಿ
513,November::N,ноябрь,ಇಚ್ಚಳಿ
514,Dezember::N,декабрь,ಮುಚ್ಚಳಿ
515,Montag::N,итни,ಸೋಮುವಾರ
516,Dienstag::N,талат,ಮಂಗಳವಾರ
517,Mittwoch::N,арбагӏ,ಬುಧವಾರ
518,Donnerstag::N,хамиз,ಗುರುವಾರ
519,Freitag::N,рузман,ಶುಕ್ರವಾರ
520,Samstag::N,щамат,ಶನಿವಾರ
521,Sonntag::N,гьатӏан,ಭಾನುವಾರ
522,groß::A,кӏудияб,ದೊಡ್ಡ
523,klein::A,гьитӏинаб,ಪುಟ್ಟ
524,lang::A,халатаб,ದೀರ್ಘ
525,kurz::A,къокъаб,ಚಕ್ಕ
526,breit::A,гӏебаб,ಅಗಲವಾದ
527,schmal::A,къваридаб,ಇಕ್ಕಟ್ಟಾದ
528,dicht::A,ризаб,ದಟ್ಟ
529,dick[Gegenstand]::A,бицатаб,ದಟ್ಟ
530,dünn::A,тӏеренаб,ತೆಳು
531,fein::A,тӏеренаб,ಕೋಮಲ
532,fest::A,къвакӏараб,ಘನ
533,flach::A,чӏепараб,ಚಪ್ಪಟೆ
534,glatt::A,цӏвакараб,ನಯ
535,hart::A,кьварараб,ಗಟ್ಟಿ
536,weich::A,тамахаб,ಮೃದುವಾದ
537,rund::A,гургинаб,ವರ್ತುಳ
538,spitz::A,бегӏераб,ಮೊನಚಾದ
