,Concept_ID,vep,la
127,Küste::N,randišt,litus
128,Festland::N,kuivma,continens
129,Meer::N,meri,mare
130,Bucht::N,laht,sinus
131,Insel::N,sar',insula
132,Blume::N,änik,flos
133,Gras::N,hein,herba
134,Gras::N,hein,gramen
135,Wurzel::N,jur',radix
136,Baum::N,pu,arbor
137,Stamm::N,tüvi,truncus
138,Rinde::N,kor',cortex
139,Ast::N,oks,ramus
140,Zweig::N,oks,ramus
141,Zweig::N,barb,ramus
142,Blatt::N,lehtez,folium
143,Birke::N,koiv,betulla
144,Kiefer[Baum]::N,pedai,pinus
145,Weide[Baum]::N,raid,salix
146,Tanne::N,kuz',abies
147,Horn::N,sar'v,cornu
148,Feder::N,höuneh,penna
149,Fell::N,nahk,pellis
150,Flügel::N,suug,ala
151,Klaue::N,künz',unguis
152,Kralle::N,künz',unguis
153,Schwanz::N,händ,cauda
154,Ei::N,muna,ovum
155,Nest::N,peza,nidus
156,Bau::N,uru,cavum
157,Bau::N,uru,latibulum
158,Tier::N,živat,bestia
159,Herde::N,kogo,grex
160,Kuh::N,lehm,vacca
161,Bulle::N,härg,taurus
162,Pferd::N,hebo,equus
163,Schaf::N,lambaz,ovis
164,Schwein::N,siga,sus
165,Schwein::N,siga,porcus
166,Hund::N,koir,canis
167,Katze::N,kaži,felis
168,Bär::N,kondi,ursus
169,Eichhörnchen::N,orav,sciurus
170,Elch::N,hirb',alces
171,Fuchs::N,reboi,vulpes
172,Hase::N,jäniš,lepus
173,Maus::N,hir',mus
174,Wolf::N,händikaz,lupus
175,Vogel::N,lind,avis
176,Schwarm::N,parveh,examen
177,Huhn::N,kana,gallina
178,Hahn::N,kukoi,gallus
179,Gans::N,hanh',anser
180,Adler::N,orl,aquila
181,Ente::N,sorz,anas
182,Eule::N,hir'pulo,ulula
183,Eule::N,hir'pulo,noctua
184,Kranich::N,kurg,grus
185,Krähe::N,variš,cornix
186,Kuckuck::N,kägi,cuculus
187,Schwan::N,joucen,olor
188,Schwan::N,joucen,cycnus
189,Fisch::N,kala,piscis
190,Barsch::N,ahven,perca
191,Hecht::N,haug',esox
192,Schlange[Tier]::N,kü,serpens
193,Schlange[Tier]::N,mado,serpens
194,Wurm::N,mado,vermis
195,Spinne::N,hämähouk,aranea
196,Ameise::N,murahaine,formica
197,Laus::N,täi,pediculus
198,Mücke::N,säs'k,culex
199,Fliege::N,kärbhaine,musca
200,Schmetterling::N,lipkaine,papilio
201,Beere::N,marj,baca
202,Apfel::N,jablok,malum
203,Pilz::N,sen',fungus
204,Pilz::N,babuk,fungus
205,Zwiebel::N,lauk,cepa
206,Saat::N,semned,seges
207,Korn::N,jüvä,granum
208,Korn::N,vill',granum
209,Heu::N,hein,faenum
210,Schale::N,kor',putamen
211,Grube::N,kop,fovea
212,Falle::N,rida,pedica
213,Schlinge::N,rihm,laqueus
214,Spur::N,jäl'g,vestigium
215,Asche::N,tuhk,cinis
216,Dreck::N,redu,lutum
217,Dreck::N,pačak,lutum
218,Eisen::N,raud,ferrum
219,Gold::N,kuld,aurum
220,Silber::N,hobed,argentum
221,Kohle::N,hil',carbo
222,Glas::N,stökol,vitrum
223,Lehm::N,savi,lutum
224,Sand::N,lete,arena
225,Mensch::N,mez',homo
226,Mensch::N,ristit,homo
227,Mann::N,mez',vir
228,Frau::N,naine,mulier
229,Kind::N,laps',puer
230,Kind::N,laps',infans
231,Junge::N,poig,puer
232,Junge::N,prihaine,puer
233,Mädchen::N,neičukaine,puella
234,Familie::N,kanz,familia
235,Familie::N,pereh,familia
236,Großvater::N,ded,avus
237,Großmutter::N,bab,avia
238,Eltern::N,vanhembad,parentes
239,Eltern::N,kazvatajad,parentes
240,Vater::N,tat,pater
241,Mutter::N,mam,mater
242,Sohn::N,poig,filius
243,Tochter::N,tütär,filia
244,Bruder::N,veik,frater
245,Bruder::N,vell',frater
246,Schwester::N,čiža,soror
247,Schwester::N,sizar,soror
248,Onkel::N,däd',patruus
249,Onkel::N,däd',avunculus
250,Tante::N,tädi,amita
251,Ehemann::N,mužik,maritus
252,Ehefrau::N,ak,uxor
253,Freude::N,ilo,gaudium
254,Freude::N,ilo,laetitia
255,Freude::N,ihastuz,gaudium
256,Freude::N,ihastuz,laetitia
257,Gelächter::N,nagr,risus
258,Glück::N,oza,felicitas
259,Kummer::N,gor'a,aegritudo
260,Wunsch::N,taht,voluntas
261,Wunsch::N,taht,desiderium
262,Lust::N,himo,libido
263,Lust::N,himo,voluptas
264,Geist::N,heng,mens
265,Geist::N,heng,animus
266,Gedanke::N,meletuz,sententia
267,Gedächtnis::N,mušt,memoria
268,Verstand::N,mel',ratio
269,Verstand::N,mel',ingenium
270,Sinn::N,jüvä,sensus
271,Grund::N,sü,causa
272,Wahrheit::N,tozi,veritas
273,Gespräch::N,lodu,sermo
274,Gespräch::N,pagin,sermo
275,Märchen::N,sarn,fabula
276,Erzählung::N,sanutez,fabula
277,Erzählung::N,sanutez,narratio
278,Nachricht::N,tedotuz,nuntius
279,Neuigkeit::N,uzištuz,novitas
280,Name::N,nimi,nomen
281,Rätsel::N,ozoitez,aenigma
282,Rede::N,pagin,oratio
283,Rede::N,sanad,oratio
284,Sprache::N,kel',lingua
285,Stimme::N,än',vox
286,Wort::N,sana,verbum
287,Wort::N,sana,vocabulum
288,Zeichen::N,znam,signum
289,Ruf::N,kida,clamor
290,Ruf::N,kucund,clamor
291,Lärm::N,judu,strepitus
292,Laut::N,kulund,sonus
293,Ton::N,kulund,sonus
294,Lied::N,pajo,carmen
295,Ruhe::N,lebu,quies
296,Leute::N,rahvaz,homines
297,Volk::N,rahvaz,populus
298,Arbeit::N,tö,labor
299,Arbeit::N,rad,labor
300,Gast::N,adiv,hospes
301,Gast::N,adiv,conviva
302,Geschenk::N,lahj,munus
303,Spiel::N,vänd,ludus
304,Gesellschaft::N,sebr,societas
305,Hilfe::N,abu,auxilium
306,Hilfe::N,abu,subsidium
307,Freund::N,sebranik,amicus
308,Kamerad::N,sebranik,socius
309,Angelegenheit::N,azj,res
310,Anzahl::N,lugu,numerus
311,Art::N,rod,genus
312,Art::N,rodsugu,genus
313,Stück::N,pala,frustum
314,Stück::N,pala,fragmentum
315,Stück::N,supal,frustum
316,Stück::N,supal,fragmentum
317,Teil::N,pala,pars
318,Hälfte::N,pol',dimidium
319,Kreis::N,ümbruz,orbis
320,Kreis::N,ümbruz,circus
321,Kreis::N,kehkruz,orbis
322,Kreis::N,kehkruz,circus
323,Kreuz::N,rist,crux
324,Linie::N,pird,linea
325,Strich::N,pird,lineamentum
326,Abstand::N,keskust,intervallum
327,Entfernung::N,matk,spatium
328,Gegend::N,taho,loca
329,Gegend::N,taho,regio
330,Platz::N,avaruz',locus
331,Ort::N,koht,locus
332,Seite::N,pol',latus
333,Seite::N,kül'g,latus
334,Mitte::N,kesk,medium
335,Gegenstand::N,kalu,res
336,Sache::N,azj,res
337,Rand::N,röun,margo
338,Kante::N,röun,angulus
339,Ecke::N,saum,angulus
340,Spitze::N,agjaine,cacumen
341,Ende::N,agj,caput
342,Loch::N,reig,foramen
343,Winkel::N,čoga,angulus
344,Winkel::N,saum,angulus
345,Muster::N,kirjam,exemplum
346,Größe::N,suruz',magnitudo
347,Länge::N,piduz,longitudo
348,Höhe::N,korktuz',altitudo
349,Gewicht::N,jügu,pondus
350,Gewicht::N,vedäduz,pondus
351,Menge::N,äjüz',copia
352,Haufen::N,kogo,acervus
353,Reihe::N,rivi,ordo
354,Boot::N,veneh,navicula
355,Ruder::N,air,remus
356,Schlitten::N,regi,sclodia
357,Schlitten::N,regut,sclodia
358,Ski::N,suks',narta
359,Lagerfeuer::N,nodj,ignis
360,Lagerfeuer::N,pažag,ignis
361,Last::N,jüguz,onus
362,Gang::N,astund,cursus
363,Schritt::N,hašk,gradus
364,Norden::N,pohjoine,septentriones
365,Süden::N,suvi,meridies
366,Westen::N,päivlaskm,occidens
367,Osten::N,päivnouzm,oriens
368,Holz::N,pu,lignum
369,Brett::N,laud,tabula
370,Platte::N,keitim,lamina
371,Stütze::N,tugi,adminiculum
372,Stange::N,arz',pertica
373,Stock::N,kalu,baculum
374,Stab::N,seibaz,scipio
375,Rohr::N,torv,tubus
376,Haus::N,pert',aedes
377,Heim::N,kodi,domicilium
378,Ofen::N,päč,fornax
379,Fußboden::N,lava,solum
380,Tisch::N,laud,mensa
381,Tisch::N,stal'c,mensa
382,Stuhl::N,ištim,sella
383,Wiege::N,kätte,cunae
384,Bett::N,sija,lectus
385,Bett::N,magaduzsija,lectus
386,Regal::N,palič,foruli
387,Kiste::N,mülütim,cista
388,Fenster::N,ikun,fenestra
389,Tür::N,uks',ianua
390,Tor::N,verai,porta
391,Zaun::N,aid,saepes
392,Dach::N,katuz,tectum
393,Leiter::N,pordhad,scalae
394,Besen::N,lud,scopae
395,Besen::N,vast,scopae
396,Spaten::N,labid,pala
397,Schaufel::N,labid,pala
398,Gabel::N,hangoine,fuscinula
399,Löffel::N,luzik,coclear
400,Messer::N,veič,culter
401,Nagel::N,nagl,clavus
402,Netz::N,verk,rete
403,Haken::N,kouk,hamus
404,Griff::N,kägä,manubrium
405,Griff::N,varz',manubrium
406,Schloss::N,lukkol,claustra
407,Bild::N,kuva,tabula
408,Bild::N,kuva,pictura
409,Figur::N,figur,statunculum
410,Puppe::N,tätüine,pupa
411,Beutel::N,havad,sacculus
412,Bündel::N,toppaz,fascis
413,Bündel::N,käč,fascis
414,Tasche::N,sumk,sacculus
415,Eimer::N,vädr,situla
416,Deckel::N,katuz,operculum
417,Geschirr::N,astii,vasa
418,Sack::N,havad,saccus
419,Tasse::N,čašk,pocillum
420,Topf::N,pada,olla
421,Kessel::N,katil,aenum
422,Essen::N,sönd,cena
423,Nahrung::N,söm,cibus
424,Nahrung::N,söm,alimenta
425,Speise::N,sömine,cibus
426,Fleisch::N,liha,caro
427,Getreide::N,vill',frumentum
428,Brei::N,pudr,puls
429,Brot::N,leib,panis
430,Scheibe::N,bibaleh,frustum
431,Scheibe::N,šlik,frustum
432,Fett::N,razv,pingue
433,Butter::N,voi,butȳrum
434,Öl::N,voi,oleum
435,Salz::N,sol,sal
436,Suppe::N,lem',ius
437,Suppe::N,keitoz,ius
438,Honig::N,mezi,mel
439,Milch::N,maid,lac
440,Tee::N,čai,thea
441,Leder::N,nahk,corium
442,Wolle::N,vill,lana
443,Stoff::N,kangaz,textum
444,Nadel::N,negl,acus
445,Faden::N,nit',filum
446,Knopf::N,nübl',bulla
447,Knoten::N,sol'm,nodus
448,Farbe::N,muju,pigmentum
449,Kleidung::N,sobad,vestimenta
450,Hemd::N,paid,tunica
451,Kragen::N,kagluz,collare
452,Ärmel::N,hijam,manica
453,Hose::N,štanad,bracae
454,Gürtel::N,vö,cingulum
455,Mütze::N,šapuk,pilleus
456,Schuh::N,keng',calceus
457,Stiefel::N,sapug,pero
458,Stiefel::N,sapug,caliga
459,Ring::N,rengaz,anulus
460,Band::N,lentaine,redimiculum
461,Kamm::N,suga,pecten
462,Spiegel::N,zerkol,speculum
463,Riemen::N,vö,lorum
464,Schnur::N,nor,linum
465,Leine::N,talutimnor,retinaculum
466,Decke::N,sijakatuz,lodix
467,Kissen::N,pöluz,pulvinus
468,Tuch::N,paik,velum
469,Handtuch::N,käzipaik,mantele
470,Kraft::N,vägi,vis
471,Stärke::N,vahvuz',robur
472,Gesundheit::N,tervhuz,valetudo
473,Krankheit::N,läžund,morbus
474,Schmerz::N,kibu,dolor
475,Wunde::N,čapatez,vulnus
476,Fieber::N,säru,febris
477,Arznei::N,zel'l',remedium
478,Brücke::N,sild,pons
479,Brunnen::N,kaiv,puteus
480,Weide::N,omaluine,pascua
481,Pfad::N,tehut,semita
482,Weg::N,te,iter
483,Straße::N,te,via
484,Dorf::N,külä,vicus
485,Stadt::N,lidn,urbs
486,Stadt::N,lidn,oppidum
487,Brief::N,kirjeine,epistula
488,Buch::N,kirj,liber
489,Buchstabe::N,kirjam,littera
490,Zeitung::N,lehtez,diurnum
491,Leben::N,elo,vita
492,Tod::N,surm,mors
493,Grab::N,kaum,sepulcrum
494,Kirche::N,jumalanpert',ecclesia
495,Sünde::N,grähk,peccatum
496,Gott::N,jumal,deus
497,Arbeiter::N,radnik,operarius
498,Chef::N,pämez',praefectus
499,Meister::N,mastar,magister
500,Arzt::N,lekar',medicus
501,Lehrer::N,opendai,magister
502,Geld::N,rahad,aes
503,Geld::N,rahad,pecunia
504,Geschäft::N,biznes,negotium
505,Laden::N,lauk,taberna
506,Preis::N,arv,pretium
507,Ware::N,tavar,merx
508,Nutzen::N,liža,utilitas
509,Reichtum::N,kodielo,opes
510,Reichtum::N,kodielo,divitiae
511,Reichtum::N,kal'huz',opes
512,Reichtum::N,kal'huz',divitiae
513,Welt::N,mail'm,mundus
514,Land::N,ma,terra
515,Staat::N,valdkund,res publica
516,König::N,kunigaz,rex
517,Macht::N,vald,potestas
518,Grenze::N,röun,limes
519,Krieg::N,soda,bellum
520,Feind::N,vihanik,inimicus
521,Feind::N,vastustai,inimicus
522,Gewalt::N,vägivald,vis
523,Kampf::N,tora,pugna
524,Bogen[Waffe]::N,taug,arcus
525,Pfeil::N,nol,sagitta
526,Gewehr::N,oružj,sclopetum
527,Fehler::N,viga,error
528,Lüge::N,kelastuz,mendacium
529,Schaden::N,pahuz',damnum
530,Schaden::N,pahuz',detrimentum
531,Unglück::N,bed,miseria
532,Unglück::N,bed,calamitas
533,Unglück::N,gor'a,miseria
534,Unglück::N,gor'a,calamitas
535,Schuld::N,värhuz',culpa
536,Alter::N,igä,aetas
537,Schluss::N,lop,finis
538,Zeit::N,aig,tempus
539,Tag::N,päiv,dies
540,Morgen::N,homendez,mane
541,Mittag::N,keskpäiv,meridies
542,Abend::N,eht,vesper
543,Nacht::N,ö,nox
544,Woche::N,nedal',septimana
545,Monat::N,ku,mensis
546,Jahr::N,voz',annus
547,Frühling::N,keväz',ver
548,Sommer::N,keza,aestas
549,Herbst::N,sügüz',autumnus
550,Winter::N,tal'v,hiems
551,Januar::N,viluku,Ianuarius
552,Februar::N,uhoku,Februarius
553,März::N,keväz'ku,Martius
554,April::N,sulaku,Aprilis
555,Mai::N,semendku,Maius
556,Juni::N,kezaku,Iunius
557,Juli::N,heinku,Iulius
558,August::N,eloku,Augustus
559,September::N,sügüz'ku,September
560,Oktober::N,reduku,Octobris
561,November::N,kül'mku,Novembris
562,Dezember::N,tal'vku,December
563,Montag::N,ezmärg,dies lunae
564,Dienstag::N,tožnarg,dies Martis 
565,Mittwoch::N,koumanz'päiv,dies Mercurii
566,Donnerstag::N,nellänz'päiv,dies Iovis
567,Freitag::N,pätnič,dies Veneris
568,Freitag::N,videnz'päiv,dies Veneris
569,Samstag::N,sobat,dies Saturni
570,Sonntag::N,pühäpäiv,dominicus
571,Sonntag::N,pühäpäiv,dies solis
572,groß::A,sur',magnus
573,groß::A,järed,magnus
574,klein::A,pen',parvus
575,klein::A,pičuine,parvus
576,lang::A,pit'k,longus
577,kurz::A,lühüd,brevis
578,breit::A,leved,latus
579,schmal::A,kaid,angustus
580,dicht::A,tihed,densus
581,dick[Gegenstand]::A,paks,crassus
582,dünn::A,hoik,tenuis
583,fein::A,hen,subtilis
584,fest::A,luja,solidus
585,fest::A,luja,stabilis
586,fest::A,ninev,solidus
587,fest::A,ninev,stabilis
588,flach::A,lapak,planus
589,glatt::A,siled,levis
590,hart::A,kova,durus
591,weich::A,pehmed,mollis
592,rund::A,kehker,rotundus
593,spitz::A,nügu,acutus
594,spitz::A,terav,acutus
595,scharf::A,terav,acer
596,stumpf::A,tül'c,hebes
597,schwer::A,jüged,gravis
598,schön::A,čoma,pulcher
599,schön::A,čoma,formosus
600,heiß::A,räk,fervidus
601,warm::A,läm',calidus
602,kalt::A,vilu,frigidus
603,kühl::A,raibak,frigidus
604,kühl::A,viluhk,frigidus
605,frisch::A,lahed,recens
606,feucht::A,neps,umidus
607,feucht::A,toreh,umidus
608,nass::A,märg,madidus
609,trocken::A,kuiv,aridus
610,voll::A,täuz',plenus
611,leer::A,joudai,vacuus
612,offen::A,avoin,apertus
613,offen::A,avol'jaine,apertus
614,geschlossen::A,saubaline,clausus
615,sauber::A,puhtaz,lautus
616,schmutzig::A,redukaz,sordidus
617,roh::A,rohk,crudus
618,roh::A,toreh,crudus
619,reif::A,küps,maturus
620,lecker::A,magukaz,delicatus
621,süß::A,maged,dulcis
622,bitter::A,karged,amarus
623,bitter::A,karged,acerbus
624,sauer::A,muiged,acidus
625,hell::A,kirkas,clarus
626,hell::A,valgei,clarus
627,dunkel::A,pimed,obscurus
628,schwarz::A,must,niger
629,weiß::A,vauged,albus
630,rot::A,rusked,ruber
631,gelb::A,pakuine,flavus
632,blau::A,sinine,caeruleus
633,grün::A,vihand,viridis
634,grau::A,hahk,canus
635,bunt::A,kirjav,varius
636,billig::A,odav,vilis
637,teuer::A,kalliž,carus
638,wertvoll::A,arvokas,pretiosus
639,blind::A,soged,caecus
640,taub::A,kurdiž,surdus
641,kräftig::A,vägev,robustus
642,stark::A,vahv,firmus
643,stark::A,vahv,validus
644,stark::A,vägekaz,firmus
645,stark::A,vägekaz,validus
646,schwach::A,väll',debilis
647,schwach::A,väll',infirmus
648,fett::A,razvakaz,crassus
649,schlank::A,kapos,procerus
650,hübsch::A,čoma,pulcher
651,böse::A,äred,improbus
652,böse::A,käred,improbus
653,dumm::A,el'getoi,stultus
654,dumm::A,el'getoi,stupidus
655,faul::A,lašk,piger
656,fleißig::A,radonnavedii,sedulus
657,geizig::A,ažlak,avarus
658,klug::A,melev,prudens
659,klug::A,melekaz,prudens
660,geschickt::A,mahtokaz,sollers
661,lieb::A,izo,carus
662,lieb::A,sula,carus
663,lustig::A,ilokaz,iocosus
664,sanft::A,laskav,clemens
665,hungrig::A,näl'ghine,impastus
666,krank::A,läžui,aeger
667,nackt::A,alastoi,nudus
668,traurig::A,opalahine,maestus
669,lebendig::A,eläb,vivus
670,gut::A,hüvä,bonus
671,schlecht::A,huba,malus
672,richtig::A,oiged,rectus
673,schlimm::A,paha,malus
674,wahr::A,todesine,verus
675,alt::A,vanh,antiquus
676,neu::A,uz',novus
677,ehemalig::A,edeline,pristinus
678,alt[Lebewesen]::A,ravaz,vetus
679,jung::A,nor',iuvenis
680,arm::A,gol'l',pauper
681,reich::A,elokaz,dives
682,bekannt::A,tutab,notus
683,berühmt::A,tetab,celeber
684,berühmt::A,tetab,illustris
685,fremd::A,veraz,peregrinus
686,verschieden::A,erazvuitte,varius
687,nah::A,läheline,propinquus
688,fern::A,edahaine,longinquus
689,linker::A,hura,sinister
690,rechter::A,oiged,dexter
691,anderer::A,toine,alius
692,erster::A,ezmäine,primus
693,zweiter::A,toine,secundus
694,dritter::A,koumanz',tertius
695,letzter::A,jäl'gmäine,ultimus
696,allein::ADV,üksnäze,solum
697,auf einmal::ADV,ühten aigan,simul
698,zusammen::ADV,ühtes,una
699,lange::ADV,hätken,diu
700,plötzlich::ADV,äkkid,subito
701,plötzlich::ADV,äkkid,repente
702,sofort::ADV,kerdalaz,statim
703,später::ADV,möhemba,postea
704,jetzt::ADV,nügüd',nunc
705,heute::ADV,tämbei,hodie
706,morgen::ADV,homen,cras
707,bald::ADV,pigai,mox
708,dann::ADV,sid',deinde
709,gestern::ADV,eglai,heri
710,einst::ADV,ende,olim
711,einst::ADV,kerdan,olim
712,damals::ADV,siloi,tum
713,danach::ADV,sid',postea
714,vorher::ADV,ende,antea
715,zuerst::ADV,ezmäi,primo
716,einmal::ADV,kerdan,semel
717,manchmal::ADV,erašti,interdum
718,oft::ADV,paksus,saepe
719,immer::ADV,kaiken,semper
720,niemals::ADV,ei nikonz,numquam
721,hier::ADV,täs,hic
722,hier::ADV,tägä,hic
723,hierhin::ADV,tänna,huc
724,von hier::ADV,täspäi,hinc
725,von hier::ADV,sid'päi,hinc
726,dort::ADV,sigä,ibi
727,dorthin::ADV,sinna,eo
728,dorthin::ADV,nakkale,eo
729,geradeaus::ADV,kohtha,recte
730,vorwärts::ADV,edehe,porro
731,rückwärts::ADV,sel'gin,retro
732,zurück::ADV,tagaze,retro
733,unten::ADV,alahan,infra
734,hinab::ADV,alaz,pessum
735,hinab::ADV,alahaks,pessum
736,oben::ADV,ülähän,supra
737,hinauf::ADV,ülez,sursum
738,hinauf::ADV,ülähäks,sursum
739,überall::ADV,kaikjal,ubique
740,nicht::ADV,ei,non
741,ein wenig::ADV,vähän,paulum
742,kaum::ADV,habi,vix
743,kaum::ADV,habi,aegre
744,sehr::ADV,lujas,valde
745,sehr::ADV,lujas,magnopere
746,so::ADV,muga,ita
747,so::ADV,ninga,ita
748,noch::ADV,völ,etiam
749,nur::ADV,järg,solum
750,nur::ADV,järg,tantum
751,nur::ADV,vaiše,solum
752,nur::ADV,vaiše,tantum
753,schon::ADV,jo,iam
754,wieder::ADV,möst,rursus
755,vergebens::ADV,uhtei,frustra
756,vor::PRP,edes,ante
757,hinter::PRP,taga,post
758,unter::PRP,al,sub
759,durch::PRP,läbi,per
760,durch::PRP,kal't,per
761,neben::PRP,rindal,iuxta
762,zwischen::PRP,keskes,inter
763,wegen::PRP,tagut,propter
764,dies::PRN,nece,hoc
765,das::PRN,se,id
766,alles::PRN,kaik,omnia
767,ich::PRN,minä,ego
768,du::PRN,sinä,tu
769,er::PRN,hän,is
770,er::PRN,hän,ille
771,wir::PRN,mö,nos
772,ihr::PRN,tö,vos
773,sie::PRN,hö,ii
774,sie::PRN,hö,illi
775,was::FPRN,mi,quid
776,wer::FPRN,ken,quis
777,wo::FADV,kus,ubi
778,wohin::FADV,kuna,quo
779,wie::FADV,kut,quomodo
780,wie::FADV,mit',quomodo
781,warum::FADV,mikš,cur
782,wieviel::FNUM,äjak,quantum
783,wieviel::FNUM,kuverz',quantum
784,eins::NUM,üks',unus
785,zwei::NUM,kaks',duo
786,drei::NUM,koume,tres
787,vier::NUM,nel'l',quattuor
788,fünf::NUM,viž,quinque
789,sechs::NUM,kuz',sex
790,sieben::NUM,seičeme,septem
791,acht::NUM,kahesa,octo
792,neun::NUM,ühesa,novem
793,zehn::NUM,kümne,decem
794,elf::NUM,üks'toštkümne,undecim
795,zwölf::NUM,kaks'toštkümne,duodecim
796,zwanzig::NUM,kaks'kümne,viginti
797,dreißig::NUM,koumekümne,triginta
798,vierzig::NUM,nel'l'kümne,quadraginta
799,fünfzig::NUM,vižkümne,quinquaginta
800,sechzig::NUM,kuz'kümne,sexaginta
801,siebzig::NUM,seičemekümne,septuaginta
802,achtzig::NUM,kahesakümne,octoginta
803,neunzig::NUM,ühesakümne,nonaginta
804,hundert::NUM,sada,centum
805,tausend::NUM,tuha,mille
806,und::CNJ,i,et
807,und::CNJ,i,-que
808,und::CNJ,da,et
809,und::CNJ,da,-que
810,oder::CNJ,vai,vel
811,stehen::V,seišta,stare
812,sitzen::V,ištta,sedere
813,liegen::V,venuda,iacere
814,hängen::V,ripta,pendere
815,werden::V,lindä,fieri
816,werden::V,tehtas,fieri
817,passieren::V,ozaitas,accidere
818,beginnen::V,augotadas,incipere
819,enden::V,loptas,finem habere
820,wechseln::V,vajehtadas,mutari
821,aufgehen[Sonne]::V,nousta,oriri
822,untergehen[Sonne]::V,lasktas,occidere
823,scheinen[Sonne]::V,paštta,lucere
824,donnern::V,juraita,tonare
825,wehen::V,dölta,flare
826,wehen::V,puhuda,flare
827,strömen::V,valadas,fluere
828,fließen::V,valuda,manare
829,sich drehen::V,punotas,torqueri
830,schwanken::V,čibuda,vacillare
831,schwingen::V,čibuda,vibrare
