,Concept_ID,ka,hy
79,Staub::N,მტვერი,փոշի
80,Rauch::N,ბოლი,ծուխ
81,Rauch::N,კვამლი,ծուխ
82,Funke::N,ნაკვესი,կայծ
83,Feuer::N,ცეცხლი,կրակ
84,Feuer::N,ცეცხლი,հրդեհ
85,Licht::N,შუქი,լույս
86,Licht::N,სინათლე,լույս
87,Schatten::N,ლანდი,ստվեր
88,Schatten::N,ჩრდილი,ստվեր
89,Wetter::N,ამინდი,եղանակ
90,Nebel::N,ნისლი,մեգ
91,Nebel::N,ნისლი,մառախուղ
92,Wolke::N,ღრუბელი,ամպ
93,Regen::N,წვიმა,անձրև
94,Schnee::N,თოვლი,ձյուն
95,Eis::N,თოში,սառույց
96,Eis::N,ყინული,սառույց
97,Frost::N,ყინვა,սառնամանիք
98,Kälte::N,სიცივე,դող
99,Hitze::N,სიცხე,շոգ
100,Raureif::N,ჭირხლი,ցօղեղեամ
101,Raureif::N,თრთვილი,ցօղեղեամ
102,Regenbogen::N,ცისარტყელა,ծիածան
103,Donner::N,ქუხილი,որոտ
104,Strömung::N,დინება,հոսանք
105,Tropfen::N,წვეთი,կաթիլ
106,Schaum::N,ქაფი,փրփուր
107,Schaum::N,დორბლი,փրփուր
108,Schmutz::N,ჭუჭყი,կեղտ
109,Schmutz::N,ტალახი,կեղտ
110,See::N,ტბა,լիճ
111,Sumpf::N,ჭაობი,ճահիճ
112,Moor::N,ტორფნარი,ճահիճ
113,Wiese::N,ველი,մարգագետին
114,Wiese::N,მდელო,մարգագետին
115,Wald::N,ტყე,անտառ
116,Hügel::N,ბორცვი,բլուր
117,Anhöhe::N,მაღლობი,բարձունք
118,Berg::N,მთა,լեռ
119,Gipfel::N,მწვერვალი,գագաթ
120,Gipfel::N,მწვერვალი,կատար
121,Höhle::N,მღვიმე,քարայր
122,Höhle::N,გამოქვებული,քարայր
123,Abhang::N,ფერდობი,լանջ
124,Abhang::N,ფერდობი,զառիվայր
125,Quelle::N,წყარო,աղբյուր
126,Quelle::N,სათავე,աղբյուր
127,Bach::N,რუ,վտակ
128,Bach::N,ნაკადული,վտակ
129,Fluss::N,მდინარე,գետ
130,Ufer::N,კიდე,ծովափ
131,Ufer::N,ნაპირი,ծովափ
132,Küste::N,ნაპირი,ափ
133,Küste::N,ნაპირი,ծովափ
134,Festland::N,ხმელეთი,ցամաք
135,Meer::N,ზღვა,ծով
136,Bucht::N,ყურე,հաչիւն
137,Insel::N,კუნძული,վղզի
138,Blume::N,ყვავილი,ծաղիկ
139,Gras::N,ბალახი,խոտ
140,Wurzel::N,ძირი,արմատ
141,Wurzel::N,ფესვი,արմատ
142,Baum::N,ხე,ծառ
143,Stamm::N,ტანი,իրան
144,Rinde::N,ქერქი,կեղեւ
145,Rinde::N,ქერქი,հաչոց
146,Ast::N,ტოტი,ճյուղ
147,Zweig::N,შტო,ճյուղ
148,Blatt::N,ფოთოლი,տերեւ
149,Birke::N,არყი,ցարասի
150,Kiefer[Baum]::N,ფიჭვი,սոճի
151,Weide[Baum]::N,ტირიფი,ուռենի
152,Tanne::N,ნაძვი,եղեւին
153,Horn::N,რქა,
154,Feder::N,ფრთა,փետուր
155,Fell::N,ტყავი,մորթի
156,Flügel::N,ფრთა,թեւ
157,Klaue::N,კლანჭი,չանչ
158,Kralle::N,ტორი,ճանկ
159,Schwanz::N,კუდი,պոչ
160,Ei::N,კვერცხი,ձու
161,Nest::N,ბუდე,բույն
162,Bau::N,სორო,որջ
163,Bau::N,სორო,բայոց
164,Tier::N,ნადირი,կենդանի
165,Tier::N,ცხოველი,կենդանի
166,Herde::N,ფარა,հոտ
167,Kuh::N,ფური,կով
168,Kuh::N,ძროხა,կով
169,Bulle::N,ხარი,ցուլ
170,Pferd::N,რაში,ձի
171,Pferd::N,ცხენი,ձի
172,Schaf::N,ცხვარი,ոչխար
173,Schwein::N,ღორი,խոզ
174,Hund::N,ძაღლი,շուն
175,Katze::N,კატა,կատու
176,Bär::N,დათვი,արջ
177,Eichhörnchen::N,ციყვი,սկյուռ
178,Elch::N,ცხენ-ირემი,հիւսիսային եղջերու
179,Fuchs::N,მელა,աղվես
180,Hase::N,კურდღელი,նապաստակ
181,Maus::N,თაგვი,մուկ
182,Wolf::N,მგელი,գայլ
183,Vogel::N,ჩიტი,թռչուն
184,Vogel::N,ფრინველი,թռչուն
185,Schwarm::N,გუნდი,երամ
186,Huhn::N,დედალი,հավ
187,Hahn::N,მამალი,աքաղաղ
188,Gans::N,ბატი,սագ
189,Adler::N,არწივი,արծիվ
190,Ente::N,იხვი,բադ
191,Eule::N,ბუ,բու
192,Kranich::N,წერო,կռունկ
193,Krähe::N,ყვავი,ագռավ
194,Kuckuck::N,გუგული,կուկու
195,Schwan::N,გედი,կարապ
196,Fisch::N,თევზი,ձուկ
197,Barsch::N,ქორჭილა,պերկես
198,Hecht::N,ქარიყლაპია,գայլաձուկ
199,Schlange[Tier]::N,გველი,օձ
200,Wurm::N,ჭია,որդ
201,Wurm::N,ჭია,ճիճու
202,Spinne::N,ობობა,սարդ
203,Ameise::N,ჭიანჭველა,միջյուն
204,Laus::N,ტილი,ոջիլ
205,Laus::N,მკბენარი,ոջիլ
206,Mücke::N,კოღო,մժղուկ
207,Fliege::N,ბუზი,ճանճ
208,Schmetterling::N,პეპელა,թիթեռ
209,Beere::N,კენკრა,հատապտուղ
210,Apfel::N,ვაშლი,խնձոր
211,Pilz::N,სოკო,սունկ
212,Zwiebel::N,ხახვი,սոխ
213,Saat::N,თესლი,սերմ
214,Korn::N,მარცვალი,հատիկ
215,Heu::N,თივა,խոտ
216,Schale::N,ჩენჩო,կեղեւ
217,Grube::N,ორმო,փոս
218,Falle::N,ხაფანგი,ծուղակ
219,Schlinge::N,მახე,խեղդան
220,Spur::N,კვალი,հետք
221,Asche::N,ფერფლი,մոխիր
222,Dreck::N,ტალახი,աղտ
223,Dreck::N,სიბინძურე,աղտ
224,Eisen::N,რკინა,երկաթ
225,Gold::N,ოქრო,ոսկի
226,Silber::N,ვერცხლი,արծաթ
227,Kohle::N,ნახშირი,քարածուխ
228,Glas::N,მინა,ապակի
229,Lehm::N,თიხა,կավ
230,Sand::N,ქვიშა,ավազ
231,Mensch::N,ადამიანი,մարդ
232,Mann::N,კაცი,մարդ
233,Mann::N,კაცი,տղամարդ
234,Frau::N,ქალი,կին
235,Kind::N,ბავშვი,զավակ
236,Junge::N,ვაჟი,տղա
237,Mädchen::N,გოგო,աղջիկ
238,Familie::N,ოჯახი,ընտանիք
239,Großvater::N,პაპა,պապ
240,Großvater::N,ბაბუა,պապ
241,Großmutter::N,ბებია,տատ
242,Großmutter::N,დიდედა,տատ
243,Eltern::N,მშობლები,ծնողներ
244,Vater::N,მამა,հայր
245,Mutter::N,დედა,մայր
246,Sohn::N,ვაჟიშვილი,որդի
247,Tochter::N,ქალიშვილი,աղջիկ
248,Tochter::N,ქალიშვილი,դուստր
249,Bruder::N,ძმა,եղբայր
250,Schwester::N,და,քույր
251,Onkel::N,ბიძა,քեռի
252,Onkel::N,ბიძა,հորեղբայր
253,Tante::N,დეიდა,մորաքույր
254,Tante::N,მამიდა,մորաքույր
255,Ehemann::N,ქმარი,մարդ
256,Ehemann::N,ქმარი,ամուսին
257,Ehefrau::N,ცოლი,կին ամուսին
258,Freude::N,სიხარული,ուրախություն
259,Gelächter::N,სიცილი,ծիծաղ
260,Glück::N,ბედნიერება,երջանկություն
261,Kummer::N,მწუხარება,վիշտ
262,Wunsch::N,წადილი,ցանկություն
263,Wunsch::N,სურვილი,ցանկություն
264,Lust::N,წადილი,փափագ
265,Lust::N,წადილი,իղձ
266,Geist::N,სული,ոգի
267,Gedanke::N,ფიქრი,միտք
268,Gedächtnis::N,მეხსიერება,հիշողություն
269,Verstand::N,ჭკუა,խելք
270,Verstand::N,გონება,խելք
271,Sinn::N,მნიშვნელობა,իմաստ
272,Grund::N,მიზეზი,պատճառ
273,Wahrheit::N,სიმართლე,ճշմարտություն
274,Wahrheit::N,ჭეშმარიტება,ճշմարտություն
275,Gespräch::N,ბაასი,զրույց
276,Gespräch::N,საუბარი,զրույց
277,Märchen::N,არაკი,պայիկի պատմություն
278,Märchen::N,ზღაპარი,պայիկի պատմություն
279,Erzählung::N,თქმულება,պատմվածք
280,Erzählung::N,თქმულება,պատմություն
281,Nachricht::N,ცნობა,հաղորդագրություն
282,Nachricht::N,ამბავი,հաղորդագրություն
283,Neuigkeit::N,სიახლე,լուր
284,Neuigkeit::N,სიახლე,նորություն
285,Name::N,სახელი,անուն
286,Rätsel::N,გამოცანა,բարդ խնդիր
287,Rede::N,სიტყვა,ճառ
288,Rede::N,სიტყვა,ելույթ
289,Sprache::N,ენა,լեզու
290,Stimme::N,ხმა,ձայն
291,Wort::N,სიტყვა,բառ
292,Zeichen::N,ნიშანი,նշան
293,Ruf::N,ძახილი,կոչ
294,Ruf::N,ძახილი,կանչ
295,Lärm::N,ხმაური,աղմուկ
296,Laut::N,ხმა,հնչյուն
297,Laut::N,ხმა,ձայն
298,Laut::N,ბგერა,հնչյուն
299,Laut::N,ბგერა,ձայն
300,Ton::N,ტონი,տոն
301,Lied::N,სიმღერა,երգ
302,Ruhe::N,სიწყნარე,անդորրություն
303,Leute::N,ადამიანები,մարդիկ
304,Volk::N,ერი,ազգ
305,Volk::N,ხალხი,ազգ
306,Arbeit::N,მუშაობა,գործ
307,Arbeit::N,მუშაობა,աշխատանք
308,Gast::N,სტუმარი,հյուր
309,Geschenk::N,საჩუქარი,նվեր
310,Spiel::N,თამაში,խաղ
311,Gesellschaft::N,საზოგადოება,ընկերություն
312,Hilfe::N,შველა,օգնությթուն
313,Hilfe::N,დახმარება,օգնությթուն
314,Freund::N,მეგობარი,ընկեր
315,Freund::N,მეგობარი,բարեկամ
316,Kamerad::N,ამხანაგი,ուղեկից
317,Angelegenheit::N,საქმე,բան
318,Angelegenheit::N,საქმე,գործ
319,Anzahl::N,ოდენობა,քանակ
320,Anzahl::N,ოდენობა,գումար
321,Art::N,სახეობა,տեսակ
322,Stück::N,ნატეხი,կտոր
323,Teil::N,წილი,մաս
324,Hälfte::N,ნახევარი,կես
325,Kreis::N,წრე,շիջանակ
326,Kreuz::N,ჯვარი,խաչ
327,Linie::N,ხაზი,գիծ
328,Strich::N,შტრიხი,գիծ
329,Abstand::N,მანძილი,անջրպետ
330,Entfernung::N,სიშორე,հեռավորություն
331,Gegend::N,არე,շրջան
332,Gegend::N,მხარე,շրջան
333,Platz::N,ფართობი,տարածություն
334,Ort::N,ადგილი,տեղ
335,Ort::N,ადგილი,վայր
336,Seite::N,მხარე,կողմ
337,Mitte::N,შუა,մեջտեղ
338,Gegenstand::N,საგანი,առարկա
339,Sache::N,ნივთი,բան
340,Rand::N,კიდე,վերջք
341,Kante::N,ნაწიბული,եզր
342,Ecke::N,კუთხე,անկյուն
343,Spitze::N,წვეტი,ծայր
344,Ende::N,ბოლო,ծայր
345,Loch::N,ხვრელი,անցք
346,Winkel::N,კუთხე,անկյուն
347,Muster::N,მოხატულობა,օրինակ
348,Größe::N,ზომა,մեծություն
349,Größe::N,სიდიდე,մեծություն
350,Länge::N,სიგრძე,երկարություն
351,Höhe::N,სიმაღლე,բարձրություն
352,Gewicht::N,წონა,կշիռ
353,Menge::N,რაოდენობა,քանակ
354,Haufen::N,გროვა,դեզ
355,Haufen::N,გროვა,կույտ
356,Reihe::N,რიგი,շարք
357,Reihe::N,რიგი,կարգ
358,Reihe::N,წყება,շարք
359,Reihe::N,წყება,կարգ
360,Boot::N,გემი,նավակ
361,Ruder::N,ხოფი,թի
362,Ruder::N,ხოფი,թիակ
363,Ruder::N,ნიჩაბი,թի
364,Ruder::N,ნიჩაბი,թիակ
365,Schlitten::N,მარხილი,բալխիր
366,Ski::N,თხილამური,դահուկ
367,Lagerfeuer::N,კოცონი,բացօդեայ կրակ
368,Last::N,ტვირთი,բեռ
369,Gang::N,სვლა,զբոսանք
370,Schritt::N,ბიჯი,քայլ
371,Norden::N,ჩრდილოეთი,հյուսիս
372,Süden::N,სამხრეთი,հարավ
373,Westen::N,დასავლეთი,արեւմուտք
374,Osten::N,აღმოსავლეთი,արեւելք
375,Holz::N,ხე,փայտ
376,Brett::N,დაფა,տախտակ
377,Brett::N,ფიცარი,տախտակ
378,Platte::N,თლილი ქვა,թիթեղ
379,Stütze::N,საყრდენი,նեցուկ
380,Stange::N,ჭოკი,ձող
381,Stock::N,კეტი,փայտ
382,Stab::N,ლატანი,ցուպ
383,Stab::N,ლატანი,գավազան
384,Rohr::N,მილაკი,խողովակ
385,Haus::N,სახლი,տուն
386,Heim::N,ოჯახის კერა,տուն
387,Ofen::N,ღუმელი,վառարան
388,Fußboden::N,იატაკი,հատակ
389,Tisch::N,სუფრა,սեղան
390,Tisch::N,მაგიდა,սեղան
391,Stuhl::N,სკამი,աթոռ
392,Wiege::N,აკვანი,օրորոց
393,Bett::N,საწოლი,անկողին
394,Bett::N,სარეცელი,անկողին
395,Regal::N,თაროები,դարակ
396,Kiste::N,ყუთი,տուփ
397,Kiste::N,სკივრი,տուփ
398,Fenster::N,ფანჯარა,պատուհան
399,Fenster::N,სარკმელი,պատուհան
400,Tür::N,ბჭე,դուռ
401,Tür::N,კარი,դուռ
402,Tor::N,ჭიშკარი,դարպաս
403,Zaun::N,ღობე,ցանկապատ
404,Zaun::N,გალავანი,ցանկապատ
405,Dach::N,სახურავი,տանիք
406,Dach::N,სახურავი,կտուր
407,Leiter::N,კიბე,սանդուղք
408,Besen::N,ცოცხი,ավել
409,Spaten::N,ნიჩაბი,բահ
410,Schaufel::N,ბარი,թի
411,Gabel::N,ჩანგალი,պատառաքաղ
412,Löffel::N,კოვზი,գդալ
413,Messer::N,დანა,դանակ
414,Nagel::N,ლურსმანი,մեխ
415,Netz::N,ბადე,ցանց
416,Haken::N,კავი,կարթ
417,Haken::N,კაუჭი,կարթ
418,Griff::N,ტარი,կոթ
419,Griff::N,ტარი,բռնակ
420,Schloss::N,კლიტე,կողպեք
421,Schloss::N,საკეტი,կողպեք
422,Bild::N,სურათი,նկար
423,Bild::N,სურათი,պատկեր
424,Figur::N,ფიგურა,քանդակ
425,Figur::N,ფიგურა,պատկեր
426,Puppe::N,თოჯინა,տիկնիկ
427,Beutel::N,პარკი,տոպրակ
428,Bündel::N,გალა,կապոց
429,Bündel::N,ასხმა,կապոց
430,Tasche::N,ჩანთა,պայուսակ
431,Eimer::N,ჩამჩა,դույլ
432,Deckel::N,ხუფი,կափարիչ
433,Deckel::N,სარქველი,կափարիչ
434,Geschirr::N,ჭურჭელი,ամանեղեն
435,Sack::N,ტომარა,պարկ
436,Sack::N,ტომარა,տոպրակ
437,Tasse::N,ფინჯანი,թաս
438,Tasse::N,ფინჯანი,գավաթ
439,Topf::N,ქოთანი,անոթ
440,Kessel::N,ქვაბი,կաթսա
441,Essen::N,ჭამა,կերակուր
442,Nahrung::N,საზრდო,ուտելիք
443,Nahrung::N,საკვები,ուտելիք
444,Speise::N,საჭმელი,խորտիկ
445,Speise::N,საჭმელი,կերակուր
446,Fleisch::N,ხორცი,միս
447,Getreide::N,მარცვლოვანი,հացահատիկ
448,Brei::N,ფაფა,լանդակ
449,Brot::N,პური,հաց
450,Scheibe::N,ნაჭერი,կտոր
451,Scheibe::N,ნაჭერი,պատառ
452,Fett::N,ქონი,ճարպ
453,Fett::N,ცხიმი,ճարպ
454,Butter::N,კარაქი,կարագ
455,Öl::N,ზეთი,ձեթ
456,Salz::N,მარილი,աղ
457,Suppe::N,სუფი,սուպ
458,Suppe::N,სუფი,ապուր
459,Honig::N,თაფლი,մեղր
460,Milch::N,რძე,կաթ
461,Tee::N,ჩაი,թեյ
462,Leder::N,ტყავი,կաշի
463,Wolle::N,მატყლი,բուրդ
464,Stoff::N,ქსოვილი,գործվածք
465,Nadel::N,ნემსი,ասեղ
466,Faden::N,ძაფი,թել
467,Faden::N,მკედი,թել
468,Knopf::N,ღილი,կոճակ
469,Knoten::N,ნასკვი,հանգույց
470,Farbe::N,საღებავი,ներկ
471,Kleidung::N,ტანსაცმელი,հագուստ
472,Hemd::N,ხალათი,վերնաշապիկ
473,Hemd::N,პერანგი,վերնաշապիկ
474,Kragen::N,საყელო,օձիք
475,Ärmel::N,სახელო,թեւք
476,Hose::N,შარვალი,շալվար
477,Gürtel::N,ქამარი,գոտի
478,Mütze::N,ქუდი,կեպի
479,Schuh::N,ფეხსაცმელი,կոշիկ
480,Stiefel::N,ჩექმა,երկարաճիթ կոշիկ
481,Ring::N,ბეჭედი,զնգալ
482,Band::N,ბაფთი,ժապավեն
483,Kamm::N,სავარცხელი,սանր
484,Spiegel::N,სარკე,հայելի
485,Riemen::N,ღვედი,փոկ
486,Schnur::N,ლარი,լար
487,Leine::N,ჯაჭვი,փոկ
488,Decke::N,საბანი,վերմակ
489,Kissen::N,ბალიში,բարձ
490,Tuch::N,მაუდი,թաշկինակ
491,Tuch::N,თავშალი,թաշկինակ
492,Handtuch::N,ხელსახოცი,սրբիչ
493,Kraft::N,ძალა,ուժ
494,Stärke::N,ღონე,պնդություն
495,Stärke::N,ღონე,ամրություն
496,Gesundheit::N,ჯანმრთელობა,առողջություն
497,Krankheit::N,სენი,ախտ
498,Krankheit::N,სენი,հիվանդություն
499,Krankheit::N,ავადმყოფობა,ախտ
500,Krankheit::N,ავადმყოფობა,հիվանդություն
501,Schmerz::N,ტკივილი,ցավ
502,Schmerz::N,ტკივილი,տանջանք
503,Wunde::N,იარი,վերք
504,Wunde::N,ჭრილობა,վերք
505,Fieber::N,ციება,տենդ
506,Arznei::N,წამალი,դեղ
507,Brücke::N,ხიდი,կամուրջ
508,Brunnen::N,ჭა,հոր
509,Brunnen::N,ჭა,ջրհոր
510,Weide::N,საძოვარი,արոտավայր
511,Pfad::N,ბილიკი,արահետ
512,Weg::N,გზა,ուղի
513,Straße::N,შარაგზა,ճանապարհ
514,Dorf::N,დაბა,գյուղ
515,Dorf::N,სოფელი,գյուղ
516,Stadt::N,ქალაქი,քաղաք
517,Brief::N,წერილი,նամակ
518,Buch::N,წიგნი,գիրք
519,Buchstabe::N,ასო,տառ
520,Buchstabe::N,ასო,գիր
521,Zeitung::N,გაზეთი,լրագիր
522,Leben::N,სიცოცხლე,կյանք
523,Tod::N,სიკვდილი,մահ
524,Grab::N,სამარე,գերեզման
525,Grab::N,საფლავი,գերեզման
526,Kirche::N,ეკლესია,եկեղեցի
527,Sünde::N,ცოდვა,մեղք
528,Gott::N,ღმერთი,աստված
529,Arbeiter::N,მუშა,բանվոր
530,Arbeiter::N,მუშა,աշխատող
531,Chef::N,გამგე,տեր
532,Meister::N,ოსტატი,վարպետ
533,Arzt::N,ექიმი,բժիշկ
534,Arzt::N,მკურნალი,բժիշկ
535,Lehrer::N,მასწავლებელი,ուսուցիչ
536,Geld::N,ფული,փող
537,Geschäft::N,საქმე,գործ
538,Geschäft::N,საქმე,աշխատանք
539,Geschäft::N,ბიზნესი,գործ
540,Geschäft::N,ბიზნესი,աշխատանք
541,Laden::N,დუქანი,կրպակ
542,Laden::N,დუქანი,խանութ
543,Laden::N,მაღაზია,կրպակ
544,Laden::N,მაღაზია,խանութ
545,Preis::N,ფასი,գին
546,Ware::N,საქონელი,ապրանք
547,Nutzen::N,ხეირი,օգուտ
548,Reichtum::N,სიმდიდრე,հարստություն
549,Welt::N,მსოფლიო,աշխարհ
550,Land::N,მხარე,երկիր
551,Land::N,ქვეყანა,երկիր
552,Staat::N,სახელმწიფო,պետություն
553,König::N,მეფე,արքա
554,König::N,მეფე,թագավոր
555,Macht::N,ძლიერება,իշխանություն
556,Grenze::N,ზღვარი,սահման
557,Krieg::N,ომი,պատերազմ
558,Feind::N,მტერი,թշնամի
559,Gewalt::N,სისასტიკე,բռնություն
560,Gewalt::N,სისასტიკე,սաստկություն
561,Kampf::N,ბრძოლა,մարտ
562,Bogen[Waffe]::N,მშვილდი,աղեղ
563,Pfeil::N,ისარი,նետ
564,Pfeil::N,მახვილი,նետ
565,Gewehr::N,თოფი,հրացան
566,Gewehr::N,შაშხანა,հրացան
567,Fehler::N,შეცდომა,սխալ
568,Lüge::N,სიცრუე,սուտ
569,Schaden::N,ვნება,վնաս
570,Unglück::N,ხიფათი,դժբախտություն
571,Unglück::N,უბედურება,դժբախտություն
572,Schuld::N,ბრალი,պակասություն
573,Alter::N,ასაკი,հասակ
574,Schluss::N,ბოლო,վերջ
575,Schluss::N,ბოლო,վախճան
576,Schluss::N,დასასრული,վերջ
577,Schluss::N,დასასრული,վախճան
578,Zeit::N,დრო,ժամանակ
579,Tag::N,დღე,օր
580,Morgen::N,დილა,առավոտ
581,Mittag::N,შუადღე,կեսօր
582,Abend::N,საღამო,երեկո
583,Nacht::N,ღამე,գիշեր
584,Woche::N,კვირა,շաբաթ
585,Monat::N,თვე,ամիս
586,Jahr::N,წელი,տարի
587,Frühling::N,გაზაფხული,գարուն
588,Sommer::N,ზაფხული,ամառ
589,Herbst::N,შემოდგომა,աշուն
590,Winter::N,ზამთარი,ձմեռ
591,Januar::N,იანვარი,հունվար
592,Februar::N,თებერვალი,փետրվար
593,März::N,მარტი,մարտ
594,April::N,აპრილი,ապրիլ
595,Mai::N,მაისი,մայիս
596,Juni::N,ივნისი,հունիս
597,Juli::N,ივლისი,հուլիս
598,August::N,აგვისტო,օգոստոս
599,September::N,სექტემბერი,սեպտեմբեր
600,Oktober::N,ოქტომბერი,հոկտեմբեր
601,November::N,ნოემბერი,նոյեմբեր
602,Dezember::N,დეკემბერი,դեկտեմբեր
603,Montag::N,ორშაბათი,երկուշաբթի
604,Dienstag::N,სამშაბათი,երեքշաբթի
605,Mittwoch::N,ოთხშაბათი,չորեքշաբթի
606,Donnerstag::N,ხუთშაბათი,հինգշաբթի
607,Freitag::N,პარასკევი,ուրբաթ
608,Samstag::N,შაბათი,շաբաթ
609,Sonntag::N,კვირა,կիրակի
610,groß::A,დიდი,մեծ
611,groß::A,დიდი,խոշոր
612,klein::A,მცირე,պստիկ
613,klein::A,მცირე,փոքրիկ
614,klein::A,პატარა,պստիկ
615,klein::A,პატარა,փոքրիկ
616,lang::A,გრძელი,երկար
617,kurz::A,მოკლე,կարճ
618,breit::A,ფართო,լայն
619,breit::A,განიერი,լայն
620,schmal::A,ვიწრო,նեղ
621,schmal::A,წვრილი,նեղ
622,dicht::A,მჭიდრო,խիտ
623,dick[Gegenstand]::A,სქელი,հաստ
624,dünn::A,წვრილი,բարակ
625,fein::A,თხელი,նուրբ
626,fest::A,მყარი,ամուր
627,fest::A,მყარი,պինդ
628,flach::A,ბრტყელი,տափակ
629,glatt::A,გლუ,հարթ
630,hart::A,მაგარი,կարծր
631,weich::A,რბილი,մեղմ
632,weich::A,რბილი,փափուկ
633,rund::A,მრგვალი,կլոր
634,spitz::A,წვეტიანი,սրածայր
635,scharf::A,მჭრელი,սուր
636,stumpf::A,ბლაგვი,գուլ
637,schwer::A,მძიმე,ծանր
638,schön::A,ლამაზი,սիրուն
639,schön::A,ლამაზი,գեղեցիկ
640,heiß::A,ცხელი,թեժ
641,warm::A,თბილი,տաք
642,warm::A,თბილი,ջերմ
643,kalt::A,ცივი,ցուրտ
644,kühl::A,გრილი,զով
645,frisch::A,სუფთა,թարմ
646,feucht::A,ნოტიო,ղոնավ
647,nass::A,სველი,թաց
648,trocken::A,მშრალი,ցամաք
649,voll::A,სავსე,լի
650,voll::A,სავსე,լիքը
651,leer::A,ცარიელი,դատարկ
652,offen::A,ღია,բաց
653,offen::A,გაშლილი,բաց
654,geschlossen::A,დახურული,գոց
655,sauber::A,სუფთა,մաքուր
656,sauber::A,წმინდა,մաքուր
657,schmutzig::A,ტალახიანი,կեղտոտ
658,roh::A,უმი,հում
659,reif::A,მწიფე,հասած
660,reif::A,მწიფე,հասուն
661,lecker::A,გემრიელი,համեղ
662,süß::A,ტკბილი,անուշ
663,bitter::A,მწარე,կծու
664,sauer::A,მჟავე,թթու
665,sauer::A,მჟავე,թթված
666,hell::A,ნათელი,պայծառ
667,hell::A,ნათელი,խելամիտ
668,dunkel::A,ბნელი,մութ
669,schwarz::A,შავი,սեւ
670,weiß::A,თეთრი,սպիտակ
671,rot::A,წითელი,կարմիր
672,gelb::A,ყვითელი,դեղին
673,blau::A,ლურჯი,կապույտ
674,blau::A,ცისფერი,կապույտ
675,grün::A,მწვანე,կանաչ
676,grau::A,რუხი,գորշ
677,grau::A,ნაცრისფერი,գորշ
678,bunt::A,ჭრელი,գոյնզգոյն
679,bunt::A,ფერადი,գոյնզգոյն
680,billig::A,იაფი,էժան
681,teuer::A,ძვირი,թանկ
