,Concept_ID,mn,ga
56,Sehne::N,бүлх,teannán
57,Sehne::N,бүлх,féitheog
58,Sehne::N,шандас,teannán
59,Sehne::N,шандас,féitheog
60,Knochen::N,яс,cnámh
61,Gehirn::N,тархи,inchinn
62,Herz::N,зүрх,croí
63,Magen::N,ходоод,bolg
64,Magen::N,ходоод,goile
65,Leber::N,элэг,ae
66,Atem::N,амьсгаа,anáil
67,Hunger::N,өлсгөлөн,ocras
68,Träne::N,нулимс,deoir
69,Geschmack::N,амт,blas
70,Geruch::N,үнэр,boladh
71,Schlaf::N,нойр,suan
72,Schlaf::N,нойр,codladh
73,Traum::N,зүүд,taibhreamh
74,Himmel::N,тэнгэр,spéir
75,Himmel::N,огторгуй,spéir
76,Sonne::N,нар,grian
77,Mond::N,сар,ré
78,Mond::N,сар,gealach
79,Stern::N,од,rinn
80,Stern::N,од,réalta
81,Luft::N,агаар,aer
82,Wind::N,салхи,gaoth
83,Welle::N,долгио,tonn
84,Welle::N,давалгаа,tonn
85,Wasser::N,ус,uisce
86,Stein::N,чулуу,cloch
87,Boden::N,хөрс,talamh
88,Erde::N,газар,cré
89,Erde::N,газар,ithir
90,Erde::N,шороо,cré
91,Erde::N,шороо,ithir
92,Staub::N,тоос,dusta
93,Staub::N,тоос,deannach
94,Rauch::N,утаа,toit
95,Rauch::N,утаа,deatach
96,Funke::N,оч,drithle
97,Feuer::N,гал,tine
98,Licht::N,гэрэл,solas
99,Licht::N,гэгээ,solas
100,Schatten::N,сүүдэр,scáth
101,Wetter::N,тэнгэр,aimsir
102,Wetter::N,цаг уур,aimsir
103,Nebel::N,будан,ceo
104,Wolke::N,үүл,néal
105,Wolke::N,үүл,scamall
106,Regen::N,бороо,báisteach
107,Regen::N,бороо,fearthainn
108,Schnee::N,цас,sneachta
109,Eis::N,мөс,oighear
110,Frost::N,хүйт,sioc
111,Kälte::N,хүйт,fuacht
112,Hitze::N,халуун,teas
113,Hitze::N,халуун,teocht
114,Raureif::N,цан,sioc bán
115,Raureif::N,хяруу,sioc bán
116,Regenbogen::N,солонго,stua ceatha
117,Regenbogen::N,солонго,bogha báistí
118,Donner::N,тэнгэрийн дуу,toirneach
119,Strömung::N,урсгал,sruth
120,Tropfen::N,дусал,deoir
121,Schaum::N,хөөс,cúr
122,Schmutz::N,хир,salachar
123,Schmutz::N,шавхай,salachar
124,See::N,нуур,loch
125,Sumpf::N,намаг,portach
126,Sumpf::N,балчиг,portach
127,Moor::N,хүлрийн намаг,caorán
128,Moor::N,хүлрийн намаг,móinteán
129,Wiese::N,нуга,cluain
130,Wiese::N,нуга,móinéar
131,Wald::N,ой,coill
132,Wald::N,ой,foraois
133,Hügel::N,болдог,ard
134,Anhöhe::N,гүвээ,ard
135,Anhöhe::N,гүвээ,ardán
136,Berg::N,уул,sliabh
137,Gipfel::N,орой,barr
138,Gipfel::N,орой,mullach
139,Gipfel::N,оргил,barr
140,Gipfel::N,оргил,mullach
141,Höhle::N,агуй,uaimh
142,Höhle::N,агуй,pluais
143,Abhang::N,хүр,fána
144,Quelle::N,булаг,foinse
145,Bach::N,горхи,sruthán
146,Fluss::N,гол,abhainn
147,Fluss::N,мөрөн,abhainn
148,Ufer::N,эрэг,bruach
149,Küste::N,эрэг,cósta
150,Küste::N,эрэг,cladach
151,Festland::N,хуурай газар,míntír
152,Meer::N,далай,muir
153,Meer::N,далай,farraige
154,Meer::N,тэнгис,muir
155,Meer::N,тэнгис,farraige
156,Bucht::N,булан,bá
157,Bucht::N,булан,cuan
158,Bucht::N,далайн тохой,bá
159,Bucht::N,далайн тохой,cuan
160,Insel::N,арал,inis
161,Insel::N,арал,oileán
162,Blume::N,цэцэг,bláth
163,Gras::N,өвс,féar
164,Gras::N,ногоо,féar
165,Wurzel::N,үндэс,rúta
166,Wurzel::N,үндэс,fréamh
167,Baum::N,мод,crann
168,Stamm::N,иш,stoc
169,Stamm::N,иш,tamhan
170,Stamm::N,гуалин,stoc
171,Stamm::N,гуалин,tamhan
172,Rinde::N,холтос,coirt
173,Rinde::N,холтос,craiceann
174,Ast::N,гишүү,géag
175,Zweig::N,салаа,géag
176,Zweig::N,салаа,craobh
177,Blatt::N,навч,duille
178,Blatt::N,навч,duilleog
179,Birke::N,хус,beith
180,Birke::N,хус,crann beithe
181,Kiefer[Baum]::N,нарс,péine
182,Weide[Baum]::N,уд,saileach
183,Weide[Baum]::N,бургас,saileach
184,Tanne::N,гачуур,giúis
185,Horn::N,эвэр,adharc
186,Feder::N,өд,cleite
187,Fell::N,арьс,clúmh
188,Flügel::N,жигүүр,eite
189,Flügel::N,жигүүр,sciathán
190,Flügel::N,далавч,eite
191,Flügel::N,далавч,sciathán
192,Klaue::N,савар,crúb
193,Klaue::N,савар,crobh
194,Klaue::N,хумс,crúb
195,Klaue::N,хумс,crobh
196,Kralle::N,савар,crobh
197,Schwanz::N,сүүл,eireaball
198,Ei::N,өндөг,ubh
199,Nest::N,үүр,nead
200,Bau::N,нүх,brocais
201,Bau::N,элүү,brocais
202,Tier::N,амьтан,ainmhí
203,Tier::N,амьтан,beithíoch
204,Tier::N,адгуус,ainmhí
205,Tier::N,адгуус,beithíoch
206,Herde::N,сүрэг,tréad
207,Kuh::N,үнээ,bó
208,Bulle::N,бух,tarbh
209,Pferd::N,морь,each
210,Pferd::N,морь,capall
211,Pferd::N,адуу,each
212,Pferd::N,адуу,capall
213,Schaf::N,хонь,caora
214,Schwein::N,гахай,muc
215,Hund::N,нохой,madra
216,Katze::N,муур,cat
217,Katze::N,мигуй,cat
218,Bär::N,баавгай,béar
219,Eichhörnchen::N,хэрэм,iora
220,Elch::N,хандгай,eilc
221,Fuchs::N,үнэг,sionnach
222,Fuchs::N,үнэг,madra rua
223,Hase::N,туулай,giorria
224,Maus::N,хулгана,luch
225,Wolf::N,чоно,mac tíre
226,Vogel::N,шувуу,éan
227,Schwarm::N,сүрэг,saithe
228,Huhn::N,тахиа,cearc
229,Hahn::N,эр тахиа,coileach
230,Gans::N,галуу,gé
231,Adler::N,бүргэд,iolar
232,Ente::N,нугас,lacha
233,Eule::N,ууль,ulchabhán
234,Kranich::N,тогоруу,grús
235,Krähe::N,хэрээ,caróg
236,Krähe::N,хэрээ,préachán
237,Kuckuck::N,хөхөө,cuach
238,Schwan::N,хун,eala
239,Fisch::N,загас,iasc
240,Barsch::N,алгана,péirse
241,Hecht::N,цурхай,liús
242,Schlange[Tier]::N,могой,nathair
243,Wurm::N,өт,péist
244,Wurm::N,хорхой,péist
245,Spinne::N,аалз,damhán alla
246,Ameise::N,шоргоолж,seangán
247,Laus::N,бөөс,míol
248,Mücke::N,шумуул,muiscít
249,Mücke::N,шумуул,corrmhíol
250,Fliege::N,ялаа,cuil
251,Fliege::N,ялаа,cuileog
252,Schmetterling::N,эрвээхэй,féileacán
253,Beere::N,жимсгэнэ,caor
254,Apfel::N,алим,úll
255,Pilz::N,мөөг,beacán
256,Pilz::N,мөөг,muisiriún
257,Zwiebel::N,сонгино,oinniún
258,Saat::N,тариа,síol
259,Korn::N,үр,gráinne
260,Korn::N,мөхлөг,gráinne
261,Heu::N,өвс,féar
262,Schale::N,хальс,scaimh
263,Grube::N,алам,poll
264,Grube::N,нүх,poll
265,Falle::N,хавх,gaiste
266,Falle::N,занга,gaiste
267,Schlinge::N,урхи,sealán
268,Spur::N,мөр,rian
269,Asche::N,үнс,luaith
270,Dreck::N,хир,salachar
271,Eisen::N,төмөр,iarann
272,Gold::N,алт,ór
273,Silber::N,мөнгө,airgead
274,Kohle::N,нүүрс,gual
275,Glas::N,шил,gloine
276,Lehm::N,шавар,cré
277,Sand::N,элс,gaineamh
278,Mensch::N,хүн,duine
279,Mann::N,эр,fear
280,Mann::N,эрэгтэй,fear
281,Frau::N,эмэгтэй,bean
282,Frau::N,хатагтай,bean
283,Kind::N,хүүхэд,gasúr
284,Kind::N,хүүхэд,páiste
285,Junge::N,хүү,buachaill
286,Mädchen::N,охин,cailín
287,Mädchen::N,бүсгүй,cailín
288,Familie::N,айл,teaghlach
289,Familie::N,айл,comhluadar
290,Großvater::N,өвгөн аав,seanathair
291,Großmutter::N,эмэг эх,seanmháthair
292,Großmutter::N,эмгээ,seanmháthair
293,Eltern::N,эцэг эх,tuismitheoirí
294,Vater::N,аав,athair
295,Vater::N,эцэг,athair
296,Mutter::N,эх,máthair
297,Mutter::N,ээж,máthair
298,Sohn::N,хүү,mac
299,Tochter::N,охин,iníon
300,Bruder::N,ах,deartháir
301,Bruder::N,дүү,deartháir
302,Schwester::N,эгч,deirfiúr
303,Schwester::N,охин дүү,deirfiúr
304,Onkel::N,авга ах,uncail
305,Onkel::N,нагац ах,uncail
306,Tante::N,авга эгч,aintín
307,Tante::N,нагац эгч,aintín
308,Ehemann::N,нөхөр,fear céile
309,Ehefrau::N,эхнэр,bean chéile
310,Ehefrau::N,гэргий,bean chéile
311,Freude::N,баяр,áthas
312,Freude::N,баясгалан,áthas
313,Gelächter::N,инээдэм,gáire
314,Glück::N,жаргалан,séan
315,Glück::N,жаргалан,sonas
316,Kummer::N,гаслан,brón
317,Kummer::N,гаслан,buairt
318,Wunsch::N,ерөөл,guí
319,Wunsch::N,ерөөл,achainí
320,Lust::N,дур,fonn
321,Lust::N,хүсэл,fonn
322,Geist::N,оюун,meon
323,Geist::N,оюун,spiorad
324,Gedanke::N,сэтгэл,smaoineamh
325,Gedächtnis::N,ой,cuimhne
326,Gedächtnis::N,цээж,cuimhne
327,Verstand::N,ухаан,ciall
328,Verstand::N,ухаан,intinn
329,Sinn::N,утга,brí
330,Sinn::N,утга,ciall
331,Grund::N,учир,fáth
332,Wahrheit::N,үнэн,fírinne
333,Gespräch::N,яриа,comhrá
334,Märchen::N,явган үлгэр,scéal
335,Erzählung::N,тууж,scéal
336,Nachricht::N,мэдээ,teachtaireacht
337,Neuigkeit::N,сонин,scéala
338,Name::N,нэр,ainm
339,Rätsel::N,оньсого,tomhas
340,Rede::N,хэлсэн үг,óráid
341,Rede::N,хэлсэн үг,aitheasc
342,Sprache::N,хэл,teanga
343,Stimme::N,дуу,guth
344,Wort::N,үг,focal
345,Zeichen::N,тамга,comhartha
346,Zeichen::N,тэмдэг,comhartha
347,Ruf::N,дуудлага,glaoch
348,Lärm::N,шуугиан,torann
349,Lärm::N,чимээ,torann
350,Laut::N,анир,fuaim
351,Laut::N,дуу,fuaim
352,Ton::N,авиа,ton
353,Ton::N,аялгуу,ton
354,Lied::N,дуу,amhrán
355,Ruhe::N,энх,suaimhneas
356,Ruhe::N,тайван,suaimhneas
357,Leute::N,хүмүүс,muintir
358,Volk::N,улс,pobal
359,Arbeit::N,ажил,obair
360,Arbeit::N,хөдөлмөр,obair
361,Gast::N,зочин,aoi
362,Gast::N,айлчин,aoi
363,Geschenk::N,бэлэг,féirín
364,Geschenk::N,бэлэг,bronntanas
365,Spiel::N,наадам,cluiche
366,Spiel::N,тоглоом,cluiche
367,Gesellschaft::N,хамт байх,comhluadar
368,Hilfe::N,тусламж,cúnamh
369,Hilfe::N,тусламж,cabhair
370,Freund::N,найз,cara
371,Freund::N,нөхөр,cara
372,Kamerad::N,хань,comrádaí
373,Kamerad::N,нөхөр,comrádaí
374,Angelegenheit::N,хэрэг,ábhar
375,Anzahl::N,тоо,líon
376,Art::N,төрөл,sórt
377,Art::N,төрөл,saghas
378,Art::N,янз,sórt
379,Art::N,янз,saghas
380,Stück::N,хэсэг,píosa
381,Teil::N,хувь,cuid
382,Teil::N,хувь,páirt
383,Teil::N,хэсэг,cuid
384,Teil::N,хэсэг,páirt
385,Hälfte::N,хагас,leath
386,Kreis::N,тойрог,ciorcal
387,Kreis::N,хүрээ,ciorcal
388,Kreuz::N,загалмай,cros
389,Linie::N,шугам,líne
390,Strich::N,зураас,stríoc
391,Abstand::N,зай,achar
392,Entfernung::N,зай,fad
393,Entfernung::N,хол ойр,fad
394,Gegend::N,хавь,ceantar
395,Gegend::N,газар,ceantar
396,Platz::N,зай,áit
397,Platz::N,зай,spás
398,Platz::N,завсар,áit
399,Platz::N,завсар,spás
400,Ort::N,газар,áit
401,Ort::N,байр,áit
402,Seite::N,тал,taobh
403,Seite::N,этгээд,taobh
404,Mitte::N,төв,lár
405,Mitte::N,дунд,lár
406,Gegenstand::N,юм,ball
407,Gegenstand::N,юм,ábhar
408,Sache::N,үйл,ní
409,Sache::N,үйл,rud
410,Sache::N,хэрэг,ní
411,Sache::N,хэрэг,rud
412,Rand::N,зах,imeall
413,Rand::N,зах,ciumhais
414,Rand::N,хөвөө,imeall
415,Rand::N,хөвөө,ciumhais
416,Kante::N,ирмэг,corr
417,Kante::N,ирмэг,colbha
418,Ecke::N,өнцөг,coirnéal
419,Spitze::N,үзүүр,gob
420,Spitze::N,үзүүр,barr
421,Ende::N,зах,ceann
422,Ende::N,зах,foirceann
423,Ende::N,үзүүр,ceann
424,Ende::N,үзүүр,foirceann
425,Loch::N,цоорхой,poll
426,Loch::N,онгорхой,poll
427,Winkel::N,өнцөг,cúinne
428,Winkel::N,өнцөг,uillinn
429,Muster::N,хээ,patrún
430,Muster::N,угалз,patrún
431,Größe::N,хэмжээ,méid
432,Größe::N,хэмжээ,toise
433,Länge::N,урт,fad
434,Höhe::N,өндөр,airde
435,Gewicht::N,жин,meáchan
436,Menge::N,тоо,méid
437,Haufen::N,бөөн,cnap
438,Reihe::N,эгнээ,líne
439,Reihe::N,эгнээ,sraith
440,Boot::N,завь,bád
441,Ruder::N,сэлүүр,rámh
442,Ruder::N,сэлүүр,maide rámha
443,Schlitten::N,чарга,carr sleamhnáin
444,Ski::N,цана,scí
445,Lagerfeuer::N,түүдэг,tine champa
446,Last::N,ачаа,ualach
447,Gang::N,явдал,siúlóid
448,Schritt::N,алхам,céim
449,Schritt::N,алхам,coiscéim
450,Norden::N,умар,tuaisceart
451,Süden::N,урд,deisceart
452,Süden::N,өмнө,deisceart
453,Westen::N,өрнө,iarthar
454,Westen::N,баруун,iarthar
455,Osten::N,зүүн,oirthear
456,Osten::N,дорно,oirthear
457,Holz::N,мод,adhmad
458,Brett::N,банз,clár
459,Platte::N,хавтан,leac
460,Stütze::N,тулгуур,taca
461,Stütze::N,тулга,taca
462,Stange::N,сургааг,polla
463,Stange::N,сургааг,cuaille
464,Stock::N,саваа,bata
465,Stock::N,саваа,maide
466,Stab::N,таяг,maide
467,Stab::N,таяг,bachall
468,Rohr::N,хоолой,píopa
469,Haus::N,гэр,teach
470,Haus::N,байшин,teach
471,Heim::N,гэр,baile
472,Ofen::N,зуух,sornóg
473,Ofen::N,пийшин,sornóg
474,Fußboden::N,шал,urlár
475,Tisch::N,ширээ,bord
476,Tisch::N,ширээ,tábla
477,Stuhl::N,сандал,cathaoir
478,Wiege::N,өлгий,cliabhán
479,Bett::N,ор,leaba
480,Regal::N,тавиур,seilf
481,Kiste::N,авдар,bosca
482,Kiste::N,хайрцаг,bosca
483,Fenster::N,гэгээвч,fuinneoig
484,Tür::N,үүд,doras
485,Tür::N,хаалга,doras
486,Tor::N,хаалга,geata
487,Zaun::N,хашаа,fál
488,Zaun::N,хашаа,claí
489,Dach::N,дээвэр,díon
490,Leiter::N,шат,dréimire
491,Besen::N,хамуур,scuab
492,Besen::N,туужуу,scuab
493,Spaten::N,хүрз,spád
494,Spaten::N,хүрз,rámhainn
495,Schaufel::N,хүрз,sluasaid
496,Gabel::N,сэрээ,forc
497,Gabel::N,сэрээ,gabhlóg
498,Löffel::N,халбага,spúnóg
499,Messer::N,хутга,scian
500,Nagel::N,хадаас,tairne
501,Netz::N,өөш,líon
502,Netz::N,өөш,eangach
503,Netz::N,тор,líon
504,Netz::N,тор,eangach
505,Haken::N,гох,croch
506,Griff::N,иш,cos
507,Griff::N,иш,hanla
508,Griff::N,сэнж,cos
509,Griff::N,сэнж,hanla
510,Schloss::N,цуурга,glas
511,Schloss::N,цоож,glas
512,Bild::N,зураг,pictiúr
513,Figur::N,баримал,fíor
514,Puppe::N,хүүхэлдэй,bábóg
515,Beutel::N,агсаа,mála
516,Beutel::N,агсаа,mealbhóg
517,Beutel::N,уут,mála
518,Beutel::N,уут,mealbhóg
519,Bündel::N,боодол,beart
520,Tasche::N,цүнх,mála
521,Eimer::N,хөнөг,buicéad
522,Eimer::N,хувин,buicéad
523,Deckel::N,таг,clár
524,Deckel::N,таг,claibín
525,Deckel::N,хавхаг,clár
526,Deckel::N,хавхаг,claibín
527,Geschirr::N,сав суулга,soithí
528,Geschirr::N,сав суулга,gréithe
529,Sack::N,шуудай,sac
530,Sack::N,шуудай,mála
531,Tasse::N,аяга,cupán
532,Topf::N,тогоо,pota
533,Kessel::N,тогоо,citeal
534,Essen::N,идээ,béile
535,Nahrung::N,хүнс,bia
536,Speise::N,идээ,mias
537,Fleisch::N,мах,feoil
538,Getreide::N,будаа,grán
539,Getreide::N,будаа,arbhar
540,Brei::N,богшмол,brúitín
541,Brei::N,будаа,brúitín
542,Brot::N,талх,arán
543,Scheibe::N,зүсэм,píosa
544,Scheibe::N,зүсэм,slisne
545,Scheibe::N,хэрчим,píosa
546,Scheibe::N,хэрчим,slisne
547,Fett::N,өөх,saill
548,Fett::N,өөх,méathras
549,Butter::N,тос,im
550,Öl::N,тос,ola
551,Salz::N,давс,salann
552,Suppe::N,шөл,sú
553,Suppe::N,шөл,anraith
554,Honig::N,бал,mil
555,Milch::N,сүү,bainne
556,Tee::N,цай,tae
557,Leder::N,арьс,leathar
558,Leder::N,савхи,leathar
559,Wolle::N,ноос,olann
560,Wolle::N,унгас,olann
561,Stoff::N,бөс,éadach
562,Nadel::N,зүү,snáthaid
563,Faden::N,боолт,snáth
564,Faden::N,утас,snáth
565,Knopf::N,товч,cnaipe
566,Knoten::N,зангилаа,snaidhm
567,Farbe::N,будаг,péint
568,Kleidung::N,хувцас,éadaí
569,Hemd::N,цамц,léine
570,Kragen::N,зах заам,bóna
571,Ärmel::N,ханцуй,muinchille
572,Hose::N,өмд,bríste
573,Hose::N,өмд,treabhsar
574,Gürtel::N,бүс,crios
575,Mütze::N,малгай,caipín
576,Mütze::N,бүрх,caipín
577,Schuh::N,туфли,bróg
578,Stiefel::N,гутал,buatais
579,Ring::N,бөгж,fáinne
580,Band::N,тууз,ribín
581,Kamm::N,сам,cíor
582,Spiegel::N,толь,scáthán
583,Riemen::N,тасам,iall
584,Riemen::N,тасам,strapa
585,Riemen::N,сур,iall
586,Riemen::N,сур,strapa
587,Schnur::N,татлага,téad
588,Schnur::N,татлага,sreangán
589,Leine::N,оосор,iall
590,Decke::N,хөнжил,pluid
591,Decke::N,хөнжил,blaincéad
592,Decke::N,хучлага,pluid
593,Decke::N,хучлага,blaincéad
594,Kissen::N,дэр,piliúr
595,Kissen::N,дэр,adhartán
596,Tuch::N,алчуур,scaif
597,Tuch::N,даавуу,scaif
598,Handtuch::N,алчуур,tuáille
599,Kraft::N,чадал,fórsa
600,Kraft::N,хүч,fórsa
601,Stärke::N,эрч,neart
602,Stärke::N,тэнхээ,neart
603,Gesundheit::N,бие,sláinte
604,Gesundheit::N,эрүүл мэнд,sláinte
605,Krankheit::N,эмгэг,tinneas
606,Krankheit::N,эмгэг,breoiteacht
607,Schmerz::N,өвчин,pian
608,Wunde::N,шарх,goin
609,Fieber::N,халуун,fiabhras
610,Arznei::N,эм,cógas
611,Brücke::N,гүүр,droichead
612,Brunnen::N,худаг,tobar
613,Weide::N,бэлчээр,féarach
614,Pfad::N,жим,cosán
615,Pfad::N,жим,conair
616,Pfad::N,зөрөг,cosán
617,Pfad::N,зөрөг,conair
618,Weg::N,зам,slí
619,Weg::N,зам,bealach
620,Weg::N,харгуй,slí
621,Weg::N,харгуй,bealach
622,Straße::N,зам,bóthar
623,Straße::N,харгуй,bóthar
624,Dorf::N,тосгон,sráidbhaile
625,Dorf::N,гацаа,sráidbhaile
626,Stadt::N,хот,baile
627,Stadt::N,хот,cathair
628,Brief::N,захидал,litir
629,Brief::N,захиа,litir
630,Buch::N,ном,cín
631,Buch::N,ном,leabhar
632,Buch::N,бичиг,cín
633,Buch::N,бичиг,leabhar
634,Buchstabe::N,үсэг,litir
635,Zeitung::N,сонин,nuachtán
636,Leben::N,амь,saol
637,Leben::N,амь,beatha
638,Leben::N,амьдрал,saol
639,Leben::N,амьдрал,beatha
640,Tod::N,үхэл,bás
641,Grab::N,булш,uaigh
642,Kirche::N,сүм,eaglais
643,Sünde::N,нүгэл,peaca
644,Sünde::N,хилэнц,peaca
645,Gott::N,бурхан,dia
646,Arbeiter::N,ажилчин,oibrí
647,Arbeiter::N,хөдөлмөрчин,oibrí
648,Chef::N,дарга,saoiste
649,Chef::N,дарга,ceannasaí
650,Meister::N,дархан,máistir
651,Arzt::N,эмч,lia
652,Arzt::N,эмч,dochtúir
653,Lehrer::N,багш,oide
654,Lehrer::N,багш,múinteoir
655,Geld::N,цаас,airgead
656,Geld::N,мөнгө,airgead
657,Geschäft::N,наймаа,gnó
658,Laden::N,дэлгүүр,siopa
659,Preis::N,үнэ,praghas
660,Ware::N,таваар,earra
661,Ware::N,бараа,earra
662,Nutzen::N,ашиг,tairbhe
663,Reichtum::N,баялаг,rachmas
664,Reichtum::N,баялаг,saibhreas
665,Welt::N,дэлхий,domhan
666,Welt::N,орчлон,domhan
667,Land::N,улс,tír
668,Land::N,орон,tír
669,Staat::N,төр,stát
670,Staat::N,гүрэн,stát
671,König::N,ван,rí
672,Macht::N,засаг,cumhacht
673,Grenze::N,хил,críoch
674,Grenze::N,хил,teorainn
675,Krieg::N,дайн,cogadh
676,Feind::N,дайсан,namhaid
677,Gewalt::N,хүчирхэх,foréigean
678,Kampf::N,тэмцэл,troid
679,Kampf::N,байлдаан,troid
680,Bogen[Waffe]::N,нум,bogha
681,Pfeil::N,годил,saighead
682,Pfeil::N,сум,saighead
683,Gewehr::N,буу,gunna
684,Fehler::N,эндэл,botún
685,Fehler::N,эндэл,meancóg
686,Fehler::N,алдаа,botún
687,Fehler::N,алдаа,meancóg
688,Lüge::N,худал,bréag
689,Lüge::N,худал,éitheach
690,Schaden::N,хор,dochar
691,Schaden::N,хор,damáiste
692,Schaden::N,хөнөөл,dochar
693,Schaden::N,хөнөөл,damáiste
694,Unglück::N,гай,drochrath
695,Unglück::N,гамшиг,drochrath
696,Schuld::N,гэм,locht
697,Schuld::N,гэм,milleán
698,Schuld::N,буруу,locht
699,Schuld::N,буруу,milleán
700,Alter::N,нас,aois
701,Schluss::N,эцэс,deireadh
702,Schluss::N,төгсгөл,deireadh
703,Zeit::N,цаг,am
704,Zeit::N,цаг,aimsir
705,Tag::N,өдөр,lá
706,Morgen::N,өглөө,maidin
707,Mittag::N,үд,nóin
708,Abend::N,үдэш,tráthnóna
709,Nacht::N,шөнө,oíche
710,Woche::N,долоо хоног,seachtain
711,Monat::N,сар,mí
712,Jahr::N,жил,bliain
713,Frühling::N,хавар,earrach
714,Sommer::N,зун,samhradh
715,Herbst::N,намар,fómhar
716,Winter::N,өвөл,geimhreadh
717,Januar::N,нэгдүгээр сар,Eanáir
718,Februar::N,хоёрдугаар сар,Feabhra
719,März::N,гуравдугаар сар,Márta
720,April::N,дөрөвдүгээр сар,Aibreán
721,Mai::N,тавдугаар сар,Bealtaine
722,Juni::N,зургаадугаар сар,Meitheamh
723,Juli::N,долдугаар сар,Iúil
724,August::N,наймдугаар сар,Lúnasa
725,September::N,есдүгээр сар,Meán Fómhair
726,Oktober::N,аравдугаар сар,Deireadh Fómhair
727,November::N,арван нэгдүгээр сар,Samhain
728,November::N,арван нэгдүгээр сар,Mí na Samhna
729,Dezember::N,арван хоёрдугаар сар,Mí na Nollag
730,Montag::N,даваа,Luan
731,Montag::N,даваа,Dé Luain
732,Dienstag::N,мягмар,Máirt
733,Dienstag::N,мягмар,Dé Máirt
734,Mittwoch::N,лхагва,Céadaoin
735,Mittwoch::N,лхагва,Dé Céadaoin
736,Donnerstag::N,пүрэв,Déardaoin
737,Freitag::N,баасан,Aoine
738,Freitag::N,баасан,Dé hAoine
739,Samstag::N,бямба,Satharn
740,Samstag::N,бямба,Dé Sathairn
741,Sonntag::N,ням,Domhnach
742,Sonntag::N,ням,Dé Domhnaigh
743,groß::A,их,mór
744,groß::A,том,mór
745,klein::A,бага,beag
746,klein::A,жаахан,beag
747,lang::A,урт,fada
748,kurz::A,охор,gearr
749,kurz::A,охор,gairid
750,kurz::A,богино,gearr
751,kurz::A,богино,gairid
752,breit::A,өргөн,leathan
753,breit::A,өргөн,fairsing
754,schmal::A,уйтан,cúng
755,schmal::A,нарийн,cúng
756,dicht::A,нягт,dlúth
757,dicht::A,чигжүү,dlúth
758,dick[Gegenstand]::A,зузаан,tiubh
759,dünn::A,нимгэн,caol
760,dünn::A,нимгэн,tanaí
761,fein::A,нарийн,scáinte
762,fein::A,нарийн,fíneálta
763,fest::A,бөх,daingean
764,fest::A,хатуу,daingean
765,flach::A,хавтгай,cothrom
766,glatt::A,цагаан,mín
767,glatt::A,цагаан,sleamhain
768,hart::A,хатуу,crua
769,weich::A,зөөлөн,bog
770,rund::A,дугуй,cruinn
771,rund::A,дугариг,cruinn
772,spitz::A,шовх,gobach
773,spitz::A,шовх,biorach
774,spitz::A,шовгор,gobach
775,spitz::A,шовгор,biorach
776,scharf::A,хурц,géar
777,scharf::A,хурц,faobhrach
778,scharf::A,иртэй,géar
779,scharf::A,иртэй,faobhrach
780,stumpf::A,мохоо,maol
781,schwer::A,хүнд,trom
782,schön::A,гуа,álainn
783,schön::A,сайхан,álainn
784,heiß::A,халуун,te
785,warm::A,дулаан,te
786,kalt::A,хүйтэн,fuar
787,kühl::A,сэрүүн,fionnuar
788,frisch::A,эрүүл,úr
789,frisch::A,эрүүл,friseáilte
790,frisch::A,жихүүн,úr
791,frisch::A,жихүүн,friseáilte
792,feucht::A,чийгтэй,tais
