,Concept_ID,kv,fr
168,Maus::N,шыр,souris
169,Wolf::N,кӧин,loup
170,Vogel::N,кай,oiseau
171,Schwarm::N,стая,nuée
172,Schwarm::N,стая,volée
173,Schwarm::N,чукӧр,nuée
174,Schwarm::N,чукӧр,volée
175,Huhn::N,курӧг,poule
176,Hahn::N,петух,coq
177,Hahn::N,ай курӧг,coq
178,Gans::N,дзодзог,oie
179,Adler::N,куч,aigle
180,Adler::N,кутш,aigle
181,Ente::N,утка,canard
182,Eule::N,тупка,hibou
183,Kranich::N,тури,grue
184,Krähe::N,рака,corneille
185,Kuckuck::N,кӧк,coucou
186,Schwan::N,юсь,cygne
187,Fisch::N,чери,poisson
188,Barsch::N,ёкыш,perche
189,Hecht::N,сирпинь,brochet
190,Schlange[Tier]::N,змей,serpent
191,Wurm::N,номыр,ver
192,Spinne::N,черань,araignée
193,Ameise::N,кӧдзывкар,fourmi
194,Laus::N,ляпа той,pou
195,Mücke::N,ном,moucheron
196,Fliege::N,гут,mouche
197,Schmetterling::N,бабыв,papillon
198,Beere::N,ягӧд,baie
199,Apfel::N,яблоко,pomme
200,Pilz::N,тшак,champignon
201,Zwiebel::N,грез,oignon
202,Saat::N,кӧдзыс,semence
203,Korn::N,сю,grain
204,Heu::N,турун,foin
205,Schale::N,кыш,pelure
206,Schale::N,киль,pelure
207,Grube::N,яма,fosse
208,Falle::N,нальк,piège
209,Falle::N,кляпча,piège
210,Schlinge::N,лӧч,lacs
211,Spur::N,туй,trace
212,Asche::N,пӧим,cendre
213,Dreck::N,нять,crotte
214,Eisen::N,кӧрт,fer
215,Gold::N,зарни,or
216,Silber::N,язісь,argent
217,Kohle::N,шом,charbon
218,Kohle::N,уголь,charbon
219,Glas::N,стекло,verre
220,Lehm::N,сёй,glaise
221,Sand::N,лыа,sable
222,Mensch::N,морт,homme
223,Mann::N,мужик,homme
224,Frau::N,инька,femme
225,Kind::N,кага,enfant
226,Junge::N,зонка,garçon
227,Mädchen::N,нывкаок,fille
228,Mädchen::N,нывкаок,jeune fille
229,Familie::N,семья,famille
230,Großvater::N,дед,grand-père
231,Großmutter::N,баб,grand-mère
232,Eltern::N,ай-мам,parents
233,Vater::N,ай,père
234,Mutter::N,мам,mère
235,Sohn::N,зон,fils
236,Tochter::N,ныв,fille
237,Bruder::N,вон,frère
238,Schwester::N,сой,sœur
239,Onkel::N,дядь,oncle
240,Tante::N,айӧлӧн сой,tante
241,Tante::N,ичинь,tante
242,Ehemann::N,жӧник,mari
243,Ehemann::N,жӧник,époux
244,Ehefrau::N,инь,femme
245,Ehefrau::N,инь,épouse
246,Freude::N,гаж,joie
247,Freude::N,гаж,plaisir
248,Freude::N,радъялӧм,joie
249,Freude::N,радъялӧм,plaisir
250,Gelächter::N,сералӧм,rires
251,Glück::N,мичлун,bonheur
252,Kummer::N,шог,peine
253,Kummer::N,шог,chagrin
254,Wunsch::N,мӧдӧм,désir
255,Wunsch::N,охотитӧм,désir
256,Lust::N,охота,envie
257,Geist::N,лов,esprit
258,Gedanke::N,дума,idée
259,Gedanke::N,дума,pensée
260,Gedächtnis::N,тӧдвыв,mémoire
261,Verstand::N,вежӧр,raison
262,Sinn::N,ылӧс,sens
263,Grund::N,мог,cause
264,Grund::N,мог,raison
265,Wahrheit::N,правда,vérité
266,Gespräch::N,сёрни,conversation
267,Märchen::N,сказка,conte
268,Märchen::N,сказка,conte de fées
269,Erzählung::N,висьт,conte
270,Erzählung::N,висьт,narration
271,Nachricht::N,юӧр,message
272,Nachricht::N,висьталӧм,message
273,Neuigkeit::N,новость,nouvelle
274,Name::N,ним,nom
275,Rätsel::N,загадка,énigme
276,Rätsel::N,загадка,devinette
277,Rede::N,сёрни,parole
278,Rede::N,сёрни,discours
279,Sprache::N,кыв,langue
280,Sprache::N,кыв,langage
281,Stimme::N,голос,voix
282,Wort::N,кыв,mot
283,Zeichen::N,пас,signe
284,Ruf::N,чуксӧм,cri
285,Ruf::N,чуксӧм,appel
286,Ruf::N,чукӧстӧм,cri
287,Ruf::N,чукӧстӧм,appel
288,Lärm::N,шум,bruit
289,Laut::N,шы,son
290,Ton::N,гор,ton
291,Lied::N,сьыланкыв,chant
292,Lied::N,сьыланкыв,chanson
293,Ruhe::N,спокой,calme
294,Ruhe::N,спокой,tranquillité
295,Leute::N,йӧз,gens
296,Volk::N,йӧз,peuple
297,Volk::N,народ,peuple
298,Arbeit::N,удж,travail
299,Gast::N,гӧсь,hôte
300,Gast::N,гӧсь,invité
301,Geschenk::N,гӧснеч,cadeau
302,Geschenk::N,гӧснеч,présent
303,Geschenk::N,подарок,cadeau
304,Geschenk::N,подарок,présent
305,Spiel::N,орсӧм,jeu
306,Gesellschaft::N,компания,compagnie
307,Hilfe::N,отсӧт,aide
308,Hilfe::N,отсӧт,secours
309,Freund::N,модз,ami
310,Freund::N,дружок,ami
311,Kamerad::N,тӧдса,copain
312,Kamerad::N,тӧдса,camarade
313,Angelegenheit::N,дело,affaire
314,Anzahl::N,лыд,nombre
315,Art::N,пӧлӧс,sorte
316,Art::N,пӧлӧс,espèce
317,Stück::N,тор,morceau
318,Teil::N,юкӧм,part
319,Teil::N,юкӧм,partie
320,Hälfte::N,джын,moitié
321,Kreis::N,круг,cercle
322,Kreuz::N,перна,croix
323,Linie::N,визь,ligne
324,Strich::N,кырӧв,trait
325,Abstand::N,колас,écart
326,Entfernung::N,ылына,distance
327,Gegend::N,места,région
328,Gegend::N,места,contrée
329,Platz::N,места,place
330,Ort::N,места,lieu
331,Ort::N,места,endroit
332,Seite::N,ладор,côté
333,Mitte::N,шӧр,milieu
334,Gegenstand::N,тор,objet
335,Sache::N,тор,chose
336,Rand::N,дор,bord
337,Kante::N,ордлы,arête
338,Ecke::N,пельӧс,coin
339,Ecke::N,пельӧс,tournant
340,Spitze::N,йыв,cime
341,Spitze::N,йыв,pointe
342,Ende::N,йыв,bout
343,Loch::N,осьта,trou
344,Winkel::N,пельӧс,coin
345,Winkel::N,пельӧс,réduit
346,Muster::N,сер,dessin
347,Größe::N,ыжда,grandeur
348,Länge::N,кузя,longueur
349,Höhe::N,сувда,hauteur
350,Höhe::N,сувда,altitude
351,Höhe::N,вылына,hauteur
352,Höhe::N,вылына,altitude
353,Gewicht::N,сьӧкта,poids
354,Haufen::N,куча,tas
355,Reihe::N,лёдз,file
356,Reihe::N,лёдз,rangée
357,Boot::N,пыж,canot
358,Boot::N,пыж,bateau
359,Ruder::N,пелыс,rame
360,Ruder::N,пелыс,aviron
361,Schlitten::N,додь,traîneau
362,Ski::N,лямпа,ski
363,Lagerfeuer::N,бипур,feu de camp
364,Last::N,тягота,charge
365,Last::N,тягота,fardeau
366,Gang::N,мунӧм,tour
367,Gang::N,мунӧм,marche
368,Schritt::N,вожмӧв,pas
369,Norden::N,ой,nord
370,Süden::N,лун,sud
371,Westen::N,рытвыв,ouest
372,Westen::N,рытвыв,occident
373,Osten::N,асыв,est
374,Osten::N,асыв,orient
375,Holz::N,пу,bois
376,Brett::N,пӧв,planche
377,Platte::N,плита,plaque
378,Stütze::N,пика,appui
379,Stütze::N,пика,soutien
380,Stange::N,зор,barre
381,Stange::N,зор,perche
382,Stange::N,потш,barre
383,Stange::N,потш,perche
384,Stock::N,бедь,canne
385,Stab::N,шест,bâton
386,Rohr::N,труба,tube
387,Rohr::N,труба,tuyau
388,Haus::N,керку,maison
389,Heim::N,керку,maison
390,Ofen::N,пӧжавны,poêle
391,Fußboden::N,джодж,plancher
392,Tisch::N,пызан,table
393,Stuhl::N,стул,chaise
394,Wiege::N,зыбка,berceau
395,Bett::N,кровать,lit
396,Regal::N,джадж,étagère
397,Kiste::N,ящик,caisse
398,Fenster::N,ӧшын,fenêtre
399,Tür::N,ыбӧс,porte
400,Tor::N,ворота,porte
401,Tor::N,ворота,portail
402,Zaun::N,забор,clôture
403,Dach::N,крыша,toit
404,Leiter::N,лиснич,échelle
405,Besen::N,рос,balai
406,Spaten::N,зыр,bêche
407,Schaufel::N,зыр,pelle
408,Gabel::N,вила,fourchette
409,Löffel::N,пань,cuiller
410,Messer::N,пурт,couteau
411,Nagel::N,кӧрттув,clou
412,Netz::N,кыйӧт,filet
413,Haken::N,ем,croc
414,Haken::N,ем,crochet
415,Griff::N,пу,prise
416,Griff::N,пу,manche
417,Schloss::N,замок,serrure
418,Bild::N,картина,image
419,Bild::N,картина,tableau
420,Figur::N,мыгӧр,figure
421,Puppe::N,акань,poupée
422,Beutel::N,мешӧк,sac
423,Beutel::N,мешӧк,petit sac
424,Bündel::N,нин,paquet
425,Bündel::N,нин,faisceau
426,Tasche::N,сумка,sac
427,Eimer::N,ведра,seau
428,Deckel::N,вевт,couvercle
429,Geschirr::N,доз,vaisselle
430,Geschirr::N,бекӧрпань,vaisselle
431,Sack::N,мешӧк,sac
432,Tasse::N,бекӧр,tasse
433,Topf::N,кастрюля,pot
434,Topf::N,кастрюля,marmite
435,Kessel::N,пӧрт,chaudron
436,Essen::N,сёйӧм,repas
437,Essen::N,сёйӧм,manger
438,Nahrung::N,вердан,nourriture
439,Speise::N,сёян,plat
440,Fleisch::N,яй,viande
441,Getreide::N,сю,blé
442,Getreide::N,сю,céréales
443,Brei::N,каша,purée
444,Brei::N,каша,bouillie
445,Brot::N,нянь,pain
446,Scheibe::N,шӧрӧм,tranche
447,Fett::N,гос,graisse
448,Butter::N,ви,beurre
449,Öl::N,ви,huile
450,Salz::N,сов,sel
451,Suppe::N,шыд,soupe
452,Suppe::N,шыд,potage
453,Honig::N,ма,miel
454,Milch::N,йӧв,lait
455,Tee::N,чай,thé
456,Leder::N,кучик,cuir
457,Wolle::N,гӧн,laine
458,Stoff::N,дӧра,tissu
459,Stoff::N,дӧра,étoffe
460,Nadel::N,ем,aiguille
461,Faden::N,сунис,fil
462,Knopf::N,кизь,bouton
463,Knoten::N,узӧв,nœud
464,Knoten::N,гӧрӧд,nœud
465,Farbe::N,краска,peinture
466,Kleidung::N,паськӧм,vêtements
467,Kleidung::N,паськӧм,habillement
468,Hemd::N,йӧрнӧс,chemise
469,Kragen::N,воротник,col
470,Ärmel::N,сос,manche
471,Hose::N,вешьян,pantalon
472,Gürtel::N,йи,ceinture
473,Mütze::N,шапка,bonnet
474,Mütze::N,шапка,casquette
475,Schuh::N,ботинки,soulier
476,Schuh::N,ботинки,chaussure
477,Stiefel::N,сапог,botte
478,Ring::N,чунькытш,bague
479,Band::N,ленточка,ruban
480,Kamm::N,сынан,peigne
481,Spiegel::N,зеркало,glace
482,Spiegel::N,зеркало,miroir
483,Riemen::N,ремень,lanière
484,Riemen::N,ремень,courroie
485,Schnur::N,гез,corde
486,Schnur::N,гез,ficelle
487,Leine::N,повод,laisse
488,Decke::N,одеяло,couverture
489,Kissen::N,подушка,oreiller
490,Tuch::N,чышьян,drap
491,Tuch::N,чышьян,fichu
492,Handtuch::N,чышкӧт,serviette
493,Handtuch::N,чышкӧт,essuie-mains
494,Kraft::N,прак,force
495,Stärke::N,вын,vigueur
496,Gesundheit::N,здоровье,santé
497,Krankheit::N,шог,maladie
498,Schmerz::N,зубыт,douleur
499,Wunde::N,рана,plaie
500,Wunde::N,рана,blessure
501,Fieber::N,лёк тресся,fièvre
502,Fieber::N,кынтан шогӧт,fièvre
503,Arznei::N,лекарство,remède
504,Arznei::N,лекарство,médecine
505,Brücke::N,пос,pont
506,Brunnen::N,колодец ,puits
507,Weide::N,пода йирсян,pâturage
508,Pfad::N,туй,sentier
509,Weg::N,туй,voie
510,Weg::N,туй,chemin
511,Straße::N,туй,route
512,Dorf::N,деревня,village
513,Stadt::N,город,cité
514,Stadt::N,город,ville
515,Brief::N,гижӧт,lettre
516,Buch::N,книга,livre
517,Buchstabe::N,буква,lettre
518,Buchstabe::N,буква,caractère
519,Zeitung::N,газета,journal
520,Leben::N,олан,vie
521,Tod::N,кулӧм,mort
522,Grab::N,гу,tombe
523,Kirche::N,вичку,église
524,Sünde::N,грек,péché
525,Gott::N,ен,dieu
526,Arbeiter::N,уджалiсь,ouvrier
527,Arbeiter::N,уджалiсь,travailleur
528,Chef::N,начальник,chef
529,Chef::N,начальник,patron
530,Meister::N,мастер,maître
531,Arzt::N,врач,médecin
532,Lehrer::N,велӧтісь,professeur
533,Lehrer::N,велӧтісь,instituteur
534,Geld::N,деньга,argent
535,Geschäft::N,удж,affaire
536,Geschäft::N,удж,commerce
537,Laden::N,магазин,magasin
538,Laden::N,магазин,boutique
539,Preis::N,дон,prix
540,Ware::N,товар,marchandise
541,Nutzen::N,путь,profit
542,Reichtum::N,богатство,richesse
543,Welt::N,му,monde
544,Land::N,страна,pays
545,Staat::N,государство,État
546,König::N,кан,roi
547,Macht::N,власть,pouvoir
548,Macht::N,власть,puissance
549,Grenze::N,граница,frontière
550,Krieg::N,война,guerre
551,Feind::N,враг,ennemi
552,Kampf::N,нярасьӧм,lutte
553,Kampf::N,нярасьӧм,combat
554,Kampf::N,вермасьӧм,lutte
555,Kampf::N,вермасьӧм,combat
556,Bogen[Waffe]::N,лук,arc
557,Pfeil::N,ньӧв,flèche
558,Gewehr::N,ружьё,fusil
559,Fehler::N,ошибка,faute
560,Fehler::N,ошибка,erreur
561,Lüge::N,ылӧтӧм,mensonge
562,Lüge::N,пӧрьялӧм,mensonge
563,Schaden::N,лёк,dégât
564,Schaden::N,лёк,dommage
565,Unglück::N,пик,malheur
566,Unglück::N,оказзё,malheur
567,Schuld::N,вина,faute
568,Schuld::N,вина,culpabilité
569,Schluss::N,ком,fin
570,Zeit::N,кад,temps
571,Tag::N,лун,jour
572,Tag::N,лун,journée
573,Morgen::N,асыв,matin
574,Morgen::N,асыв,matinée
575,Mittag::N,луншӧр кад,midi
576,Abend::N,рыт,soir
577,Abend::N,рыт,soirée
578,Nacht::N,ой,nuit
579,Woche::N,неделя,semaine
580,Monat::N,тӧлicь,mois
581,Jahr::N,год,an
582,Jahr::N,год,année
583,Frühling::N,тулыс,printemps
584,Sommer::N,гожум,été
585,Herbst::N,ар,automne
586,Winter::N,тӧв,hiver
587,Januar::N,январ,janvier
588,Februar::N,февраль,février
589,März::N,март,mars
590,April::N,апрель,avril
591,Mai::N,май,mai
592,Juni::N,юнь,juin
593,Juli::N,юль,juillet
594,August::N,август,août
595,September::N,сентяб,septembre
596,Oktober::N,октяб,octobre
597,November::N,нояб,novembre
598,Dezember::N,декаб,décembre
599,Montag::N,вильлун,lundi
600,Dienstag::N,мӧдӧдзлун,mardi
601,Mittwoch::N,шӧрлун,mercredi
602,Donnerstag::N,нёльӧдзлун,jeudi
603,Freitag::N,витӧдзлун,vendredi
604,Samstag::N,пывсянлун,samedi
605,Sonntag::N,кресення,dimanche
606,groß::A,ыджыт,grand
607,klein::A,учӧтик,petit
608,lang::A,кузь,long
609,kurz::A,дженыт,court
610,breit::A,ота,large
611,schmal::A,векнит,étroit
612,dicht::A,тшӧк,dense
613,dick[Gegenstand]::A,кыз,épais
614,dünn::A,вӧснит,mince
615,fein::A,вӧснит,fin
616,fein::A,вӧснит,menu
617,fest::A,крепыт,ferme
618,fest::A,крепыт,solide
619,flach::A,лапкӧса,plat
620,glatt::A,волькыт,poli
621,glatt::A,волькыт,lisse
622,hart::A,чӧрыт,dur
623,weich::A,небыт,mou
624,rund::A,гӧгрӧса,rond
625,spitz::A,ёся,aigu
626,spitz::A,ёся,pointu
627,scharf::A,лэчыт,tranchant
628,stumpf::A,ныж,mousse
629,stumpf::A,ныж,émoussé
630,schwer::A,сьӧкыт,lourd
631,schwer::A,сьӧкыт,pesant
632,schön::A,басӧк,beau
633,heiß::A,жар,chaud
634,heiß::A,жар,très chaud
635,warm::A,шоныт,chaud
636,kalt::A,кӧдзыт,froid
637,kühl::A,сайкыт,frais
638,frisch::A,виль,frais
639,feucht::A,вакодь,humide
640,nass::A,ва,mouillé
641,trocken::A,кӧс,sec
642,voll::A,тыра,plein
643,voll::A,тыра,rempli
644,leer::A,тыртӧм,vide
645,offen::A,оссьӧм,ouvert
646,geschlossen::A,игана,clos
647,geschlossen::A,игана,fermé
648,geschlossen::A,пӧдана,clos
649,geschlossen::A,пӧдана,fermé
650,sauber::A,сӧдз,net
651,sauber::A,сӧдз,propre
652,sauber::A,сӧстӧм,net
653,sauber::A,сӧстӧм,propre
654,schmutzig::A,нятьӧсь,sale
655,schmutzig::A,нятьӧсь,crasseux
656,roh::A,путӧм,cru
657,roh::A,путӧм,brut
658,reif::A,кисьмалӧм,mûr
659,lecker::A,кӧра ,délicieux
660,lecker::A,кӧра ,appétissant
661,süß::A,чӧскыт,doux
662,bitter::A,курыт,amer
663,sauer::A,шӧма ,aigre
664,hell::A,югыт,clair
665,dunkel::A,пемыт,sombre
666,schwarz::A,сьӧд,noir
667,weiß::A,чочком,blanc
668,rot::A,гӧрд,rouge
669,gelb::A,веж,jaune
670,blau::A,лӧз,bleu
671,grün::A,веж,vert
672,grau::A,руд,gris
673,grau::A,бусӧй,gris
674,bunt::A,быдрӧма,multicolore
675,billig::A,донтӧм,bon marché
676,teuer::A,дона,cher
677,wertvoll::A,дона,précieux
678,blind::A,синтӧм,aveugle
679,taub::A,пельтӧм,sourd
680,kräftig::A,вына,fort
681,kräftig::A,вына,vigoureux
682,stark::A,вына,fort
683,stark::A,вына,puissant
684,schwach::A,некодя,faible
685,fett::A,госа,gras
686,schlank::A,статя,svelte
687,hübsch::A,басӧк,joli
688,böse::A,лёк,mauvais
689,dumm::A,бӧбӧв,sot
690,dumm::A,бӧбӧв,bête
691,dumm::A,вежӧртӧм,sot
692,dumm::A,вежӧртӧм,bête
693,faul::A,дыш,fainéant
694,faul::A,дыш,paresseux
695,fleißig::A,уджалicь,appliqué
696,geizig::A,жикмӧра,avare
697,geizig::A,горшаліcь,avare
698,klug::A,авья,intelligent
699,klug::A,вежӧра,intelligent
700,geschickt::A,кипода,habile
701,lieb::A,муса,cher
702,lieb::A,муса,gentil
703,lieb::A,дзулиньӧй,cher
704,lieb::A,дзулиньӧй,gentil
705,lustig::A,гажа,gai
706,lustig::A,гажа,joyeux
707,sanft::A,лебезнӧй,doux
708,hungrig::A,тшыг,affamé
709,krank::A,шогалiсь,malade
710,nackt::A,куш,nu
711,traurig::A,жугыль,triste
712,lebendig::A,ловья,vivant
713,gut::A,бур,bon
714,schlecht::A,умӧль,mauvais
715,schlimm::A,нештӧм,grave
716,schlimm::A,нештӧм,mauvais
717,alt::A,важ,vieux
718,neu::A,виль,neuf
719,neu::A,виль,nouveau
720,ehemalig::A,вӧвлӧм,ancien
721,alt[Lebewesen]::A,года,âgé
722,alt[Lebewesen]::A,года,vieux
723,alt[Lebewesen]::A,годдэза,âgé
724,alt[Lebewesen]::A,годдэза,vieux
725,jung::A,том,jeune
726,arm::A,гов,pauvre
727,arm::A,беднӧй,pauvre
728,reich::A,эма,riche
729,bekannt::A,тӧдса,connu
730,fremd::A,чужӧй,étranger
731,verschieden::A,быдкодь,différent
732,nah::A,матiсь,lié
733,nah::A,матiсь,proche
734,fern::A,ылicь,éloigné
735,fern::A,ылicь,lointain
736,linker::A,шульга,gauche
737,rechter::A,веськытланись,droit
738,anderer::A,мукӧд,autre
739,erster::A,медодзза,premier
740,zweiter::A,кыкӧт,second
741,zweiter::A,кыкӧт,deuxième
742,dritter::A,куимӧт,troisième
743,dritter::A,куимӧдз,troisième
744,letzter::A,бӧрья,dernier
745,letzter::A,мёдбӧрья,dernier
746,auf einmal::ADV,тшӧтш,à la fois
747,zusammen::ADV,ӧтлаын,ensemble
748,lange::ADV,дыр,longtemps
749,plötzlich::ADV,друг,tout à coup
750,sofort::ADV,тшӧтш,immédiatement
751,später::ADV,медбӧрын,plus tard
752,jetzt::ADV,ӧні,maintenant
753,heute::ADV,талун,aujourd'hui
754,morgen::ADV,ашын,demain
755,bald::ADV,чожа,bientôt
756,dann::ADV,сыбӧрын,puis
757,dann::ADV,сыбӧрын,ensuite
758,gestern::ADV,тӧн,hier
759,einst::ADV,ӧтпыр,jadis
760,einst::ADV,ӧтпыр,autrefois
761,damals::ADV,сэк,alors
762,damals::ADV,сэк,à l'époque
763,damals::ADV,сэки,alors
764,damals::ADV,сэки,à l'époque
765,danach::ADV,сэсся,après
766,danach::ADV,сэсся,ensuite
767,vorher::ADV,одзжык,auparavant
768,zuerst::ADV,наперво,d'abord
769,zuerst::ADV,наперво,premièrement
770,einmal::ADV,ӧтпыр,une fois
771,manchmal::ADV,мукӧдпыр,parfois
772,manchmal::ADV,мукӧдпыр,quelquefois
773,oft::ADV,-лы-,souvent
774,immer::ADV,быдпыр,toujours
775,immer::ADV,быдпырся,toujours
776,niemals::ADV,некӧр,ne ... jamais
777,hier::ADV,татӧн,ici
778,hierhin::ADV,татчӧ,par ici
779,von hier::ADV,тасянь,d'ici
780,dort::ADV,сэтӧн,là
781,dort::ADV,сэтӧн,là-bas
782,dorthin::ADV,сэтчин,y
783,dorthin::ADV,сэтчин,par là
784,geradeaus::ADV,веськыта,tout droit
785,vorwärts::ADV,одзӧ,en avant
786,rückwärts::ADV,бӧр,en arrière
787,zurück::ADV,бӧр,de retour
788,unten::ADV,увтын,en bas
789,unten::ADV,увтын,au-dessous
790,hinab::ADV,увтас,en bas
791,hinab::ADV,увтас,vers le bas
792,oben::ADV,вевдӧрас,dessus
793,oben::ADV,вевдӧрас,en haut
794,hinauf::ADV,вывлань,en haut
795,hinauf::ADV,вывлань,vers le haut
796,hinauf::ADV,вывланьӧ,en haut
797,hinauf::ADV,вывланьӧ,vers le haut
798,überall::ADV,быдлан,partout
799,nicht::ADV,ог,ne ... pas
800,ein wenig::ADV,-ышт,un peu
801,ein wenig::ADV,невна,un peu
802,kaum::ADV,ӧдва,à peine
803,sehr::ADV,вывтi,très
804,so::ADV,сiдз,si
805,so::ADV,сiдз,ainsi
806,noch::ADV,эшӧ,encore
807,nur::ADV,только,seulement
808,nur::ADV,только,ne ... que
809,schon::ADV,ни,déjà
810,wieder::ADV,бӧра,de nouveau
811,vergebens::ADV,весись,en vain
812,vor::PRP,одзас,devant
813,hinter::PRP,бӧрӧ,derrière
814,unter::PRP,увтын,sous
815,unter::PRP,увтын,au-dessous de
816,durch::PRP,пыр,par
