,Concept_ID,ca,sq
395,Lagerfeuer::N,foc de campament,zjarr i madh
396,Last::N,càrrega,barrë
397,Gang::N,marxa,ecje
398,Schritt::N,pas,hap
399,Norden::N,nord,veri
400,Süden::N,sud,jug
401,Westen::N,oest,perëndim
402,Westen::N,occident,perëndim
403,Osten::N,est,lindje
404,Osten::N,orient,lindje
405,Holz::N,fusta,dru
406,Brett::N,taula,dërrasë
407,Platte::N,placa,pllakë
408,Stütze::N,suport,shtyllë
409,Stütze::N,suport,mbështetesë
410,Stange::N,vara,shufër
411,Stock::N,pal,dajak
412,Stab::N,bastó,shkop
413,Rohr::N,tub,tub
414,Haus::N,casa,shtëpi
415,Heim::N,llar,konak
416,Heim::N,llar,shtëpi
417,Ofen::N,estufa,sobë
418,Ofen::N,estufa,stufë
419,Fußboden::N,terra,dysheme
420,Tisch::N,taula,tryezë
421,Stuhl::N,cadira,karrige
422,Wiege::N,bressol,djep
423,Bett::N,llit,shtrat
424,Regal::N,prestatgeria,raft
425,Kiste::N,caixa,kuti
426,Fenster::N,finestra,dritare
427,Tür::N,porta,derë
428,Tor::N,portal,portë
429,Zaun::N,tanca,gardh
430,Dach::N,teulada,çati
431,Leiter::N,escala,shkallë
432,Leiter::N,escala de mà,shkallë
433,Besen::N,escombra,fshesë
434,Spaten::N,pala,lopatë
435,Schaufel::N,pala,qyrek
436,Gabel::N,forquilla,pirun
437,Löffel::N,cullera,lugë
438,Messer::N,coltell,thikë
439,Nagel::N,clau,gozhdë
440,Netz::N,filat,rrjetë
441,Haken::N,ganxo,grep
442,Haken::N,ganxo,grremç
443,Griff::N,puny,dorak
444,Griff::N,puny,dorezë
445,Griff::N,mànec,dorak
446,Griff::N,mànec,dorezë
447,Schloss::N,pany,bravë
448,Bild::N,imatge,tablo
449,Bild::N,imatge,pikturë
450,Figur::N,figura,figurë
451,Puppe::N,nina,kukull
452,Beutel::N,bossa,qese
453,Beutel::N,bossa,trastë
454,Bündel::N,feix,deng
455,Bündel::N,paquet,deng
456,Tasche::N,bossa,çantë
457,Eimer::N,galleda,kovë
458,Deckel::N,tapa,kapak
459,Deckel::N,tapa,mbulesë
460,Deckel::N,tapadora,kapak
461,Deckel::N,tapadora,mbulesë
462,Geschirr::N,vaixella,enë
463,Sack::N,sac,thes
464,Sack::N,sac,torbë
465,Sack::N,saca,thes
466,Sack::N,saca,torbë
467,Tasse::N,tassa,filxhan
468,Topf::N,pot,kusi
469,Topf::N,pot,tenxhere
470,Topf::N,olla,kusi
471,Topf::N,olla,tenxhere
472,Kessel::N,caldera,kazan
473,Essen::N,àpat,ngrënie
474,Essen::N,menjada,ngrënie
475,Nahrung::N,aliment,ushqim
476,Speise::N,plat,gatesë
477,Fleisch::N,carn,mish
478,Getreide::N,cereals,drithë
479,Brei::N,puré,qull
480,Brot::N,pa,bukë
481,Scheibe::N,tall,fetë
482,Scheibe::N,llesca,fetë
483,Fett::N,greix,lyrë
484,Fett::N,greix,yndyrë
485,Butter::N,mantega,gjalpë
486,Öl::N,oli,vaj
487,Salz::N,sal,kripë
488,Suppe::N,sopa,supë
489,Suppe::N,sopa,çorbë
490,Honig::N,mel,mjaltë
491,Milch::N,llet,qumësht
492,Tee::N,te,çaj
493,Leder::N,cuir,lëkurë
494,Wolle::N,llana,lesh
495,Stoff::N,tela,pëlhurë
496,Nadel::N,agulla,gjilpërë
497,Faden::N,fil,pe
498,Faden::N,fil,fije
499,Knopf::N,botó,kopsë
500,Knoten::N,nus,komb
501,Farbe::N,pintura,bojë
502,Kleidung::N,roba,veshje
503,Kleidung::N,vestits,veshje
504,Hemd::N,camisa,këmishë
505,Kragen::N,coll,jakë
506,Ärmel::N,màniga,mëngë
507,Hose::N,pantalōns,brekë
508,Gürtel::N,cinturó,rrip
509,Mütze::N,gorra,kësulë
510,Schuh::N,sabata,këpucë
511,Stiefel::N,bota,çizme
512,Ring::N,anell,unazë
513,Band::N,veta,shirit
514,Band::N,cinta,shirit
515,Kamm::N,pinta,krehër
516,Spiegel::N,mirāll,pasqyrë
517,Riemen::N,corretja,rrip
518,Schnur::N,corda,litar
519,Schnur::N,corda,cikomë
520,Leine::N,corretja,rrip
521,Decke::N,manta,batanije
522,Decke::N,flassada,batanije
523,Kissen::N,coixí,jastëk
524,Tuch::N,mocador,shami
525,Handtuch::N,tovallola,peshqir
526,Kraft::N,força,forcë
527,Stärke::N,vigor,koll
528,Gesundheit::N,salut,shëndet
529,Krankheit::N,malaltia,sëmundje
530,Schmerz::N,dolor,dhimbje
531,Wunde::N,ferida,plagë
532,Fieber::N,febre,ethe
533,Arznei::N,medicament,ilaç
534,Brücke::N,pont,urë
535,Brunnen::N,pou,pus
536,Weide::N,pastura,kullotë
537,Pfad::N,senda,ravë
538,Pfad::N,senda,shteg
539,Pfad::N,sender,ravë
540,Pfad::N,sender,shteg
541,Weg::N,camí,udhë
542,Weg::N,camí,shteg
543,Straße::N,carretera,rrugë
544,Dorf::N,poble,fshat
545,Dorf::N,poble,katund
546,Stadt::N,ciutāt,qytet
547,Brief::N,carta,letër
548,Buch::N,llibre,libër
549,Buchstabe::N,lletra,shkronjë
550,Zeitung::N,diāri,gazetë
551,Leben::N,vida,jetë
552,Tod::N,mort,mortje
553,Grab::N,tomba,varr
554,Kirche::N,església,kishë
555,Sünde::N,pecat,mëkat
556,Sünde::N,pecat,gjynah
557,Gott::N,déu,hy
558,Gott::N,déu,zot
559,Arbeiter::N,obrer,punëtor
560,Chef::N,cap,shef
561,Chef::N,cap,drejtues
562,Meister::N,mestre,mjeshtër
563,Arzt::N,metge,mjek
564,Arzt::N,metge,doktor
565,Lehrer::N,mestre,mësues
566,Lehrer::N,mestre,arsimtar
567,Geld::N,dinērs,para
568,Geld::N,dinērs,holla
569,Geschäft::N,negoci,ujdi
570,Geschäft::N,negoci,biznes
571,Laden::N,tenda,dyqan
572,Laden::N,botiga,dyqan
573,Preis::N,preu,çmim
574,Ware::N,mercaderia,mall
575,Nutzen::N,profit,dobi
576,Nutzen::N,profit,leverdi
577,Reichtum::N,riquesa,kamje
578,Reichtum::N,riquesa,pasuri
579,Welt::N,món,botë
580,Land::N,país,vend
581,Staat::N,estat,shtet
582,König::N,rei,mbret
583,Macht::N,poder,fuqi
584,Macht::N,poder,pushtet
585,Macht::N,potència,fuqi
586,Macht::N,potència,pushtet
587,Grenze::N,frontera,kufi
588,Krieg::N,guerra,luftë
589,Feind::N,enemic,armik
590,Gewalt::N,violència,dhunë
591,Kampf::N,lluita,luftim
592,Bogen[Waffe]::N,arc,hark
593,Pfeil::N,fletxa,shigjetë
594,Gewehr::N,fusell,pushkë
595,Gewehr::N,escopeta,pushkë
596,Fehler::N,falta,gafë
597,Fehler::N,falta,gabim
598,Lüge::N,mentida,gënjeshtër
599,Schaden::N,dany,dëm
600,Schaden::N,dany,zarar
601,Unglück::N,desgràcia,fatkeqësi
602,Schuld::N,culpa,faj
603,Alter::N,edat,moshë
604,Schluss::N,fi,fund
605,Schluss::N,final,fund
606,Zeit::N,temps,kohë
607,Tag::N,dia,ditë
608,Morgen::N,matí,mëngjes
609,Mittag::N,migdia,mesditë
610,Abend::N,vespre,mbrëmje
611,Nacht::N,nit,natë
612,Woche::N,setmana,javë
613,Monat::N,mes,muaj
614,Jahr::N,any,vit
615,Frühling::N,primavera,pranverë
616,Sommer::N,estīu,verë
617,Herbst::N,tardor,vjeshtë
618,Winter::N,hivērn,dimër
619,Januar::N,gener,janar
620,Februar::N,febrer,shkurt
621,März::N,març,mars
622,April::N,abril,prill
623,Mai::N,maig,maj
624,Juni::N,juny,qershor
625,Juli::N,juliol,korrik
626,August::N,agost,gusht
627,September::N,setembre,shtator
628,Oktober::N,octubre,tetor
629,November::N,novembre,nëntor
630,Dezember::N,desembre,dhjetor
631,Montag::N,dilluns,hënë
632,Dienstag::N,dimarts,martë
633,Mittwoch::N,dimecres,mërkurë
634,Donnerstag::N,dijous,enjte
635,Freitag::N,divendres,premte
636,Samstag::N,dissabte,shtunë
637,Sonntag::N,diumenge,diel
638,groß::A,gros,madh
639,klein::A,petīt,vogël
640,lang::A,llarg,gjatë
641,kurz::A,curt,shkurtër
642,breit::A,ample,gjerë
643,schmal::A,estret,ngushtë
644,dicht::A,dens,dendur
645,dick[Gegenstand]::A,gruixūt,trashë
646,dünn::A,prim,hollë
647,fein::A,fi,imët
648,fest::A,ferm,fortë
649,fest::A,sòlid,fortë
650,flach::A,pla,sheshtë
651,glatt::A,llis,rrafshët
652,hart::A,dur,fortë
653,weich::A,tou,butë
654,rund::A,rodó,rrumbullakët
655,spitz::A,punxegut,majëmprehtë
656,scharf::A,agut,mprehtë
657,stumpf::A,rom,topitur
658,stumpf::A,esmussat,topitur
659,schwer::A,pesāt,rëndë
660,schön::A,bonīc,bukur
661,heiß::A,calēnt,nxehtë
662,warm::A,càlid,ngrohtë
663,kalt::A,fred,ftohtë
664,kühl::A,fresc,freskët
665,frisch::A,fresc,pastër
666,feucht::A,humit,lagësht
667,nass::A,mullat,lagur
668,trocken::A,sec,thatë
669,voll::A,ple,plotë
670,leer::A,buit,bosh
671,leer::A,buit,zbrazët
672,offen::A,obert,hapur
673,geschlossen::A,tancat,mbyllur
674,sauber::A,net,dëlirë
675,schmutzig::A,brut,ndyrë
676,roh::A,cru,gjallë
677,reif::A,madur,arrirë
678,lecker::A,deliciós,shijshëm
679,süß::A,dolç,ëmbël
680,bitter::A,amarg,hidhur
681,sauer::A,agre,thartë
682,hell::A,clar,me dritë
683,dunkel::A,fosc,errët
684,schwarz::A,negre,i zi
685,weiß::A,blanc,bardhë
686,rot::A,vermēll,kuq
687,gelb::A,groc,verdhë
688,blau::A,blau,blu
689,blau::A,blau,kaltër
690,grün::A,verd,blertë
691,grün::A,verd,gjelbër
692,grau::A,gris,hirtë
693,grau::A,gris,bojë hiri
694,bunt::A,multicolor,shumëngjyrëshëm
695,billig::A,barat,lirë
696,teuer::A,car,shtrenjtë
697,wertvoll::A,preciós,çmuar
698,wertvoll::A,preciós,vlershëm
699,blind::A,cec,qorr
700,blind::A,cec,verbër
701,taub::A,sord,shurdhër
702,kräftig::A,fort,fuqishëm
703,kräftig::A,vigorós,fuqishëm
704,stark::A,fort,fortë
705,schwach::A,feble,dobët
706,fett::A,gras,dhjamur
707,schlank::A,esvelt,hollë
708,hübsch::A,maco,bukur
709,hübsch::A,maco,hijshëm
710,böse::A,dolent,keq
711,dumm::A,ximple,teveqel
712,dumm::A,estúpid,teveqel
713,faul::A,gandūl,dembel
714,faul::A,mandrós,dembel
715,fleißig::A,diligēnt,zellshëm
716,geizig::A,avar,kurnac
717,geizig::A,avar,dorështrënguar
718,klug::A,intel·ligent,mençur
719,geschickt::A,hàbil,aftë
720,lieb::A,amat,dashur
721,lieb::A,estimat,dashur
722,lustig::A,alegre,gëzuar
723,sanft::A,suau,butë
724,hungrig::A,afamat,uritur
725,krank::A,malālt,sëmurë
726,nackt::A,nu,lakuriq
727,nackt::A,nu,zhveshur
728,traurig::A,trist,trishtuar
729,lebendig::A,viu,gjallë
730,gut::A,bo,mirë
731,schlecht::A,dolēnt,keq
732,richtig::A,just,drejtë
733,richtig::A,correcte,drejtë
734,schlimm::A,greu,keq
735,wahr::A,vertader,vërtetë
736,wahr::A,veritable,vërtetë
737,alt::A,vell,vjetër
738,neu::A,nou,i ri
739,ehemalig::A,antic,dikurshëm
740,alt[Lebewesen]::A,vell,plak
741,jung::A,jove,i ri
742,arm::A,pobre,varfër
743,arm::A,pobre,vobektë
744,reich::A,ric,pasur
745,bekannt::A,conegut,njohur
746,berühmt::A,famós,famshëm
747,fremd::A,estrany,huaj
748,verschieden::A,diferent,ndryshëm
749,nah::A,pròxim,afërt
750,fern::A,llunyà,largët
751,fern::A,distant,largët
752,linker::A,esquerre,majtë
753,rechter::A,dret,djathtë
754,anderer::A,altre,tjetër
755,erster::A,primer,parë
756,zweiter::A,segon,dytë
757,dritter::A,tercer,i tretë
758,letzter::A,últim,fundit
759,allein::ADV,sol,vetëm
760,auf einmal::ADV,d'una vegada,njëkohësisht
761,zusammen::ADV,junt,bashkë
762,zusammen::ADV,junt,së bashku
763,lange::ADV,molt de temps,për një kohë të gjatë
764,plötzlich::ADV,de cop,befas
765,plötzlich::ADV,de sobte,befas
766,sofort::ADV,de seguida,menjëherë
767,sofort::ADV,de seguida,aty për aty
768,später::ADV,més tard,më vonë
769,jetzt::ADV,ara,tash
770,heute::ADV,avūi,sot
771,morgen::ADV,demà,nesër
772,bald::ADV,aviāt,shpejt
773,bald::ADV,aviāt,së shpejti
774,dann::ADV,després,pastaj
775,gestern::ADV,ahir,dje
776,einst::ADV,anteriorment,dikur
777,damals::ADV,llavōrs,atëherë
778,damals::ADV,aleshores,atëherë
779,danach::ADV,després,mandej
780,vorher::ADV,abāns,më parë
781,zuerst::ADV,primer,së pari
782,einmal::ADV,una vegada,njëherë
783,manchmal::ADV,de vegades,nganjëherë
784,oft::ADV,sovint,shpesh
785,immer::ADV,sempre,përherë
786,immer::ADV,sempre,gjithnjë
787,niemals::ADV,no ... mai,kurrë
788,niemals::ADV,no ... mai,asnjëherë
789,hier::ADV,aquí,këtu
790,hierhin::ADV,per aquí,knej
791,von hier::ADV,des d'aquí,që këtej
792,von hier::ADV,des d'aquí,prej këtej
793,dort::ADV,allí,aty
794,dort::ADV,allí,atje
795,dorthin::ADV,hi,anej
796,geradeaus::ADV,tot dret,drejt
797,vorwärts::ADV,endavānt,mbroth
798,vorwärts::ADV,endavānt,përpara
799,rückwärts::ADV,endarrera,mbrapsht
800,zurück::ADV,darrere,prapa
801,zurück::ADV,darrere,mbrapsht
802,unten::ADV,a baix,poshtë
803,hinab::ADV,cap avall,përposh
804,oben::ADV,dalt,lart
805,oben::ADV,dalt,sipër
806,hinauf::ADV,cap amunt,lart
807,hinauf::ADV,cap amunt,përpjetë
808,überall::ADV,pertot,kudo
809,überall::ADV,per tot arreu,kudo
810,nicht::ADV,no,s'
811,nicht::ADV,no,nuk
812,ein wenig::ADV,una mica,një tis
813,kaum::ADV,a penes,mezi
814,sehr::ADV,molt,fort
815,sehr::ADV,molt,shumë
816,so::ADV,així,ashtu
817,so::ADV,així,kështu
818,noch::ADV,encara,ende
819,noch::ADV,encara,akoma
820,nur::ADV,només,vetëm
821,schon::ADV,ja,tashmë
822,wieder::ADV,de nou,përsëri
823,vergebens::ADV,en va,kot
824,vor::PRP,davānt,para
825,vor::PRP,enfront de,para
826,hinter::PRP,darrera,prapa
827,hinter::PRP,darrera,mbrapa
828,unter::PRP,sota,nën
829,durch::PRP,per,nëpër
830,neben::PRP,al costāt de,pranë
831,neben::PRP,al costāt de,përbri
