,Concept_ID,sv,xal
168,Schaf::N,får,хөн
169,Schwein::N,svin,һаха
170,Hund::N,hund,ноха
171,Katze::N,katt,мис
172,Bär::N,björn,аю
173,Eichhörnchen::N,ekorre,кермн
174,Elch::N,älg,хандһа
175,Fuchs::N,räv,арат
176,Hase::N,hare,туула
177,Maus::N,mus,хулһн
178,Wolf::N,varg,чон
179,Vogel::N,fågel,шовун
180,Schwarm::N,svärm,зел
181,Huhn::N,höns,така
182,Hahn::N,tupp,эр така
183,Gans::N,gås,һалун
184,Adler::N,örn,һәрд
185,Ente::N,anka,нуһсн
186,Eule::N,uggla,һурвлһ
187,Kranich::N,trana,тоһрун
188,Krähe::N,kråka,шаазһа
189,Kuckuck::N,gök,эргин хуцдг
190,Schwan::N,svan,хун
191,Fisch::N,fisk,заһсн
192,Barsch::N,abborre,шүрг
193,Hecht::N,gädda,цурх
194,Schlange[Tier]::N,orm,моһа
195,Wurm::N,mask,өтн
196,Spinne::N,spindel,аралҗн
197,Ameise::N,myra,шорһлҗн
198,Laus::N,lus,бөөсн
199,Mücke::N,mygga,бөкүн
200,Fliege::N,fluga,батхн
201,Schmetterling::N,fjäril,эрвәкә
202,Beere::N,bär,бөөлҗрһн
203,Apfel::N,äpple,альмн
204,Pilz::N,svamp,теңгрин ки
205,Zwiebel::N,lök,мәңгрснә толһа
206,Saat::N,sådd,буудян экн
207,Korn::N,korn,экн
208,Heu::N,hö,өвсн
209,Schale::N,skal,хальсн
210,Grube::N,grop,нүкн
211,Falle::N,fälla,урх
212,Falle::N,fälla,хавх
213,Schlinge::N,snara,бүтү
214,Spur::N,spår,мөр
215,Asche::N,aska,үмсн
216,Dreck::N,lort,бальчг
217,Eisen::N,järn,төмр
218,Gold::N,guld,алтн
219,Silber::N,silver,мөңгн
220,Silber::N,silver,цаһан мөңгн
221,Kohle::N,kol,нүүрсн
222,Glas::N,glas,шил
223,Lehm::N,lera,шавр
224,Sand::N,sand,элсн
225,Mensch::N,människa,күн
226,Mensch::N,människa,күмн
227,Mann::N,man,эр
228,Frau::N,kvinna,күүкд күн
229,Kind::N,barn,үрн
230,Junge::N,pojke,көвүн
231,Mädchen::N,flicka,бичкн күүкн
232,Familie::N,familj,бүл
233,Großvater::N,morfar,өвк эцк
234,Großvater::N,morfar,наһц эцк
235,Großmutter::N,farmor,эмг эк
236,Großmutter::N,farmor,наһц эк
237,Eltern::N,föräldrar,эк эцк хойр
238,Vater::N,far,эцк
239,Mutter::N,mor,эк
240,Sohn::N,son,көвүн
241,Tochter::N,dotter,күүкн
242,Bruder::N,bror,дү көвүн
243,Schwester::N,syster,эгч
244,Schwester::N,syster,дү күүкн
245,Onkel::N,morbror,авһ
246,Onkel::N,morbror,наһцх
247,Tante::N,tant,наһц эгч
248,Ehemann::N,äkta man,залу
249,Ehefrau::N,hustru,гергн
250,Freude::N,fröjd,байр
251,Freude::N,glädje,байр
252,Gelächter::N,åtlöje,инәдн
253,Glück::N,lycka,җирһл
254,Glück::N,lycka,сәәхн җирһл
255,Kummer::N,sorg,зовлң
256,Wunsch::N,önskan,дурн
257,Lust::N,lust,җилвтлһн
258,Geist::N,ande,зөрг
259,Gedanke::N,tanke,ухан
260,Gedächtnis::N,minne,чееҗин тодлвр
261,Verstand::N,förstånd,ухан
262,Sinn::N,mening,учр-утх
263,Sinn::N,betydelse,учр-утх
264,Grund::N,skäl,учр
265,Grund::N,skäl,шалтан
266,Grund::N,grund,учр
267,Grund::N,grund,шалтан
268,Wahrheit::N,sanning,үнн
269,Gespräch::N,samtal,күүндвүр
270,Märchen::N,saga,тууль
271,Erzählung::N,berättelse,келвр
272,Nachricht::N,meddelande,медүллһн
273,Neuigkeit::N,nyhet,зәңг
274,Name::N,namn,нерн
275,Rätsel::N,gåta,тәәлвртә тууль
276,Rede::N,tal,келлһн
277,Sprache::N,språk,келн
278,Stimme::N,stämma,дун
279,Wort::N,ord,үг
280,Zeichen::N,tecken,темдг
281,Ruf::N,rop,дуудлһн
282,Lärm::N,bråk,шууган
283,Lärm::N,oväsen,шууган
284,Laut::N,ljud,ә
285,Ton::N,ton,дун
286,Lied::N,sång,дун
287,Ruhe::N,ro,амулң
288,Ruhe::N,lugn,амулң
289,Leute::N,folk,әмтн
290,Volk::N,folk,улс
291,Arbeit::N,arbete,көдлмш
292,Gast::N,gäst,гиич
293,Geschenk::N,gåva,белг
294,Geschenk::N,present,белг
295,Spiel::N,lek,наадн
296,Spiel::N,spel,наадн
297,Gesellschaft::N,sällskap,олн
298,Hilfe::N,hjälp,нөкд
299,Freund::N,vän,иньг
300,Kamerad::N,kamrat,үр
301,Angelegenheit::N,ärende,керг
302,Angelegenheit::N,angelägenhet,керг
303,Anzahl::N,antal,то
304,Art::N,art,зүүл
305,Art::N,slag,зүүл
306,Stück::N,stycke,хусг
307,Teil::N,del,хүв
308,Hälfte::N,halva,өрәл
309,Kreis::N,krets,төгрг
310,Kreis::N,cirkel,төгрг
311,Kreuz::N,kors,кирс
312,Kreuz::N,kryss,кирс
313,Linie::N,linje,зурасн
314,Strich::N,streck,татасн
315,Abstand::N,avstånd,зә
316,Entfernung::N,avstånd,һазр
317,Gegend::N,trakt,һазр
318,Platz::N,plats,зә
319,Ort::N,plats,бәәрн
320,Ort::N,ställe,бәәрн
321,Seite::N,sida,тал
322,Seite::N,sida,хаҗу
323,Seite::N,sida,хәврһ
324,Mitte::N,mitt,дунд
325,Gegenstand::N,föremål,юмн
326,Sache::N,sak,юмн
327,Rand::N,rand,зах
328,Kante::N,kant,ирмәг
329,Ecke::N,vrå,өнцг
330,Ecke::N,hörn,өнцг
331,Spitze::N,spets,үзүр
332,Ende::N,ända,үзүр
333,Loch::N,hål,хаһрха
334,Winkel::N,vinkel,булң
335,Muster::N,mönster,намч
336,Größe::N,storlek,кемҗән
337,Länge::N,längd,ут
338,Höhe::N,höjd,өндр
339,Gewicht::N,tyngd,күнд
340,Gewicht::N,tyngd,чиңнүр
341,Menge::N,mängd,ик
342,Haufen::N,hög,ова
343,Reihe::N,rad,зерг
344,Reihe::N,rad,зерглән
345,Boot::N,båt,оңһц
346,Ruder::N,åra,хәәв
347,Schlitten::N,släde,цан
348,Ski::N,skida,лыҗ
349,Lagerfeuer::N,lägereld,костёр
350,Last::N,last,күнд
351,Last::N,börda,күнд
352,Gang::N,gång,йовлһн
353,Schritt::N,steg,ишкм
354,Norden::N,norr,ар үзг
355,Süden::N,söder,өмн
356,Süden::N,söder,өмн үзг
357,Westen::N,väster,барун
358,Westen::N,väster,барун үзг
359,Osten::N,öster,зүн
360,Osten::N,öster,зүн үзг
361,Holz::N,trä,модн
362,Brett::N,bräda,харһа
363,Platte::N,platta,хавтха чолун
364,Stütze::N,stöd,тулг
365,Stütze::N,stötta,тулг
366,Stange::N,stång,уньн
367,Stock::N,käpp,модн
368,Stock::N,pinne,модн
369,Stab::N,stav,шуург
370,Rohr::N,rör,турва
371,Haus::N,hus,гер
372,Heim::N,hem,гер-бул
373,Ofen::N,ugn,беш
374,Fußboden::N,golv,девскр
375,Tisch::N,bord,ширә
376,Stuhl::N,stol,стул
377,Wiege::N,vagga,өлгә
378,Wiege::N,vagga,дүүҗң
379,Bett::N,säng,орн
380,Bett::N,säng,орндг
381,Regal::N,hylla,таг
382,Regal::N,hylla,тәвц
383,Kiste::N,låda,яршг
384,Fenster::N,fönster,терз
385,Tür::N,dörr,үүдн
386,Tor::N,port,үүдн
387,Tor::N,port,өргн үүдн
388,Tor::N,port,хашан үүдн
389,Zaun::N,staket,хаша
390,Zaun::N,stängsel,хаша
391,Dach::N,tak,деевр
392,Leiter::N,stege,шат
393,Leiter::N,stege,давшур
394,Besen::N,kvast,сәвүр
395,Spaten::N,spade,күрз
396,Schaufel::N,skovel,совг
397,Schaufel::N,skyffel,совг
398,Gabel::N,gaffel,серә
399,Löffel::N,sked,ухр
400,Messer::N,kniv,утх
401,Nagel::N,spik,хадасн
402,Netz::N,nät,гөлм
403,Haken::N,krok,дегә
404,Griff::N,tag,иш
405,Griff::N,tag,бәрүл
406,Griff::N,handtag,иш
407,Griff::N,handtag,бәрүл
408,Schloss::N,las,оньс
409,Bild::N,bild,зург
410,Figur::N,figur,фигур
411,Puppe::N,docka,наадһа
412,Beutel::N,påse,мишг
413,Bündel::N,bunt,багла
414,Bündel::N,bunt,боодһа
415,Bündel::N,knippa,багла
416,Bündel::N,knippa,боодһа
417,Tasche::N,väska,сумк
418,Eimer::N,hink,суулһ
419,Eimer::N,ämbar,суулһ
420,Deckel::N,lock,бүркәсн
421,Geschirr::N,servis,сав
422,Geschirr::N,servis,сав-сарх
423,Geschirr::N,porslin,сав
424,Geschirr::N,porslin,сав-сарх
425,Sack::N,säck,мишг
426,Tasse::N,kopp,ааһ
427,Topf::N,gryta,кастрюль
428,Topf::N,kastrull,кастрюль
429,Kessel::N,kittel,хәәсн
430,Essen::N,mål,зоогллһн
431,Nahrung::N,näring,теҗәл
432,Speise::N,maträtt,хот
433,Fleisch::N,kött,махн
434,Getreide::N,säd,хот болҗ эдлгддг цецгүдтә урһмл
435,Getreide::N,spannmål,хот болҗ эдлгддг цецгүдтә урһмл
436,Brei::N,gröt,хаш
437,Brot::N,bröd,өдмг
438,Scheibe::N,skiva,зүсм
439,Fett::N,fett,өөкн
440,Butter::N,smör,тосн
441,Öl::N,olja,тосн
442,Salz::N,salt,давсн
443,Suppe::N,soppa,шөлн
444,Honig::N,honung,бал
445,Milch::N,mjölk,үсн
446,Tee::N,te,цә
447,Leder::N,läder,арсн
448,Wolle::N,ull,утцн
449,Wolle::N,ull,эд
450,Wolle::N,ylle,утцн
451,Wolle::N,ylle,эд
452,Stoff::N,tyg,эд
453,Stoff::N,stoff,эд
454,Nadel::N,nål,зүн
455,Faden::N,tråd,утцн
456,Knopf::N,knapp,товч
457,Knoten::N,knut,зәңгдә
458,Farbe::N,färg,будг
459,Kleidung::N,klädsel,хувцн
460,Kleidung::N,klädsel,хувц-хунр
461,Hemd::N,skjorta,киилг
462,Kragen::N,krage,зах
463,Ärmel::N,ärm,ханцн
464,Hose::N,byxor,шалвур
465,Gürtel::N,bälte,бүс
466,Mütze::N,mössa,махла
467,Schuh::N,sko,башмгуд
468,Stiefel::N,stövel,һосн
469,Ring::N,ring,билцг
470,Band::N,band,лент
471,Kamm::N,kam,сам
472,Spiegel::N,spegel,толь
473,Riemen::N,rem,бүс
474,Schnur::N,snöre,деесн
475,Leine::N,lina,бурнтг
476,Leine::N,lina,нохан көтлвр
477,Decke::N,täcke,көнҗл
478,Kissen::N,dyna,дер
479,Kissen::N,kudde,дер
480,Tuch::N,sjal,альчур
481,Handtuch::N,handduk,полотенц
482,Handtuch::N,handduk,һар-нүүрин альчур
483,Kraft::N,kraft,күчн
484,Stärke::N,styrka,чидл
485,Gesundheit::N,hälsa,эрүл-менд
486,Krankheit::N,sjukdom,өвчн
487,Schmerz::N,smärta,өвдлһн
488,Wunde::N,sår,шав
489,Fieber::N,feber,безг
490,Arznei::N,medicin,эм
491,Arznei::N,läkemedel,эм
492,Brücke::N,bro,тагт
493,Brunnen::N,brunn,худг
494,Weide::N,bete,малын идг
495,Pfad::N,stig,цувг
496,Weg::N,väg,хаалһ
497,Straße::N,gata,зам
498,Dorf::N,by,хотн
499,Stadt::N,stad,балһсн
500,Brief::N,brev,бичг
501,Buch::N,bok,дегтр
502,Buchstabe::N,bokstav,үзг
503,Zeitung::N,tidning,газет
504,Leben::N,liv,җирһл
505,Tod::N,död,үкл
506,Tod::N,död,өңгрлһн
507,Grab::N,grav,оршалһна нүкн
508,Kirche::N,kyrka,чонҗ
509,Sünde::N,synd,нүл
510,Sünde::N,synd,килнц
511,Gott::N,gud,бурхн
512,Arbeiter::N,arbetare,көдлмшч
513,Chef::N,chef,толһач
514,Meister::N,mästare,урн
515,Arzt::N,läkare,эмч
516,Lehrer::N,lärare,багш
517,Geld::N,pengar,мөңгн
518,Geschäft::N,rörelse,көдлмш
519,Laden::N,affär,лавк
520,Preis::N,pris,үн
521,Ware::N,vara,эд-тавр
522,Nutzen::N,gagn,олз
523,Nutzen::N,nytta,олз
524,Reichtum::N,rikedom,зөөр
525,Welt::N,värld,орчлң
526,Welt::N,värld,делкә
527,Land::N,land,орн-нутг
528,Staat::N,stat,государств
529,König::N,kung,хан
530,König::N,konung,хан
531,Macht::N,makt,йосн
532,Grenze::N,gräns,меҗә
533,Krieg::N,krig,дән
534,Feind::N,fiende,дәәсн
535,Gewalt::N,våld,күч һарһлһн
536,Kampf::N,kamp,ноолдан
537,Kampf::N,kamp,бәрлдлһн
538,Kampf::N,strid,ноолдан
539,Kampf::N,strid,бәрлдлһн
540,Bogen[Waffe]::N,båge,саадг
541,Pfeil::N,pil,сумн
542,Gewehr::N,gevär,бу
543,Fehler::N,fel,алдг
544,Lüge::N,lögn,худл
545,Schaden::N,skada,хорлт
546,Unglück::N,otur,гүрм
547,Unglück::N,olycka,гүрм
548,Schuld::N,skuld,гем
549,Schuld::N,skuld,буру
550,Alter::N,ålder,насн
551,Schluss::N,slut,чилгч
552,Zeit::N,tid,цаг
553,Tag::N,dag,өдр
554,Morgen::N,morgon,өрүн
555,Mittag::N,middag,үд
556,Abend::N,kväll,асхн
557,Nacht::N,natt,сө
558,Woche::N,vecka,долан хонг
559,Monat::N,månad,сар
560,Jahr::N,år,җил
561,Frühling::N,vår,хавр
562,Sommer::N,sommar,зун
563,Herbst::N,höst,намр
564,Winter::N,vinter,үвл
565,Januar::N,januari,январь
566,Februar::N,februari,февраль
567,März::N,mars,март
568,März::N,mars,моһа сар
569,April::N,april,апрель
570,Mai::N,maj,май
571,Juni::N,juni,июнь
572,Juni::N,juni,мөчн сар
573,Juli::N,juli,июль
574,August::N,augusti,август
575,September::N,september,һаха сар
576,Oktober::N,oktober,октябрь
577,November::N,november,ноябрь
578,November::N,november,үкр сар
579,Dezember::N,december,бар сар
580,Montag::N,måndag,понедельник
581,Dienstag::N,tisdag,вторник
582,Mittwoch::N,onsdag,среда
583,Mittwoch::N,onsdag,үлмҗ өдр
584,Donnerstag::N,torsdag,четверг
585,Donnerstag::N,torsdag,пүрвә өдр
586,Freitag::N,fredag,пятниц
587,Samstag::N,lördag,суббот
588,Sonntag::N,söndag,нарн өдр
589,Sonntag::N,söndag,воскресень
590,groß::A,stor,ик
591,klein::A,liten,бичкн
592,lang::A,lång,ут
593,kurz::A,kort,оһтр
594,breit::A,bred,өргн
595,schmal::A,smal,уутьхн
596,dicht::A,tät,нигт
597,dick[Gegenstand]::A,tjock,зузан
598,dünn::A,tunn,нимгн
599,fein::A,fin,нәрхн
600,fest::A,fast,бат
601,flach::A,platt,хавтха
602,glatt::A,glatt,тегш
603,glatt::A,glatt,тиньгр
604,hart::A,hård,хату
605,weich::A,mjuk,җөөлн
606,weich::A,mjuk,җөөлкн
607,rund::A,rund,төгрг
608,spitz::A,toppig,шовһр
609,spitz::A,spetsig,шовһр
610,scharf::A,vass,хурц
611,scharf::A,skarp,хурц
612,stumpf::A,slö,мука
613,schwer::A,tung,күнд
614,schön::A,skön,сәәхн
615,schön::A,vacker,сәәхн
616,heiß::A,het,халун
617,warm::A,varm,дулан
618,kalt::A,kall,киитн
619,kühl::A,sval,серүн
620,kühl::A,kylig,серүн
621,frisch::A,färsk,серүн
622,feucht::A,fuktig,чиигтә
623,nass::A,våt,чиигтә
624,trocken::A,torr,хагсу
625,voll::A,full,дүүрң
626,leer::A,tom,сул
627,leer::A,tom,хоосн
628,offen::A,öppen,секәтә
629,geschlossen::A,stängd,хаалһата
630,sauber::A,ren,цевр
631,schmutzig::A,snuskig,киртә
632,roh::A,rå,түүкә
633,reif::A,mogen,болсн
634,lecker::A,läcker,әмтәхн
635,süß::A,söt,әмтәхн
636,bitter::A,besk,һашун
637,bitter::A,besk,һашута
638,bitter::A,bitter,һашун
639,bitter::A,bitter,һашута
640,sauer::A,sur,ишклң
641,hell::A,ljus,герлтә
642,dunkel::A,mörk,харңһу
643,schwarz::A,svart,хар
644,weiß::A,vit,цаһан
645,rot::A,röd,улан
646,gelb::A,gul,шар
647,blau::A,blå,көк
648,grün::A,grön,көк
649,grau::A,grå,бор
650,bunt::A,brokig,алг
651,bunt::A,brokig,эрәтә
652,billig::A,billig,кимд
653,teuer::A,dyr,үнтә
654,wertvoll::A,värdefull,үнтә
655,wertvoll::A,värdefull,эрднь
656,blind::A,blind,сохр
657,taub::A,döv,дүлә
658,kräftig::A,kraftig,күчтә
659,stark::A,stark,чаңһ
660,schwach::A,svag,күчн тату
661,fett::A,fet,тарһн
662,schlank::A,slank,эццн
663,hübsch::A,snygg,көркхн
664,hübsch::A,vacker,көркхн
665,böse::A,ond,уурта
666,böse::A,elak,уурта
667,dumm::A,dum,тенг
668,faul::A,lat,залху
669,fleißig::A,flitig,кинән
670,fleißig::A,flitig,кинмһә
671,geizig::A,snål,ховдг
672,geizig::A,girig,ховдг
673,klug::A,klok,ухата
674,geschickt::A,händig,чадмг
675,geschickt::A,skicklig,чадмг
676,lieb::A,kär,эңкр
677,lieb::A,snäll,эңкр
678,lustig::A,rolig,сергмҗтә
679,lustig::A,rolig,җирһлтә
680,lustig::A,lustig,сергмҗтә
681,lustig::A,lustig,җирһлтә
682,sanft::A,mild,номһн
683,hungrig::A,hungrig,өлн
684,hungrig::A,hungrig,харһнсн
685,krank::A,sjuk,өвчтә
686,krank::A,sjuk,шалтгта
687,nackt::A,naken,нүцкн
688,traurig::A,ledsen,һундлта
689,traurig::A,sorgsen,һундлта
690,lebendig::A,levande,әмд
691,gut::A,bra,сән
692,schlecht::A,dålig,му
693,richtig::A,riktig,зөвтә
694,schlimm::A,illa,җигшүртә
695,wahr::A,sann,үнн
696,wahr::A,sann,мөн
697,alt::A,gammal,хуучн
698,neu::A,ny,шин
699,ehemalig::A,forn,хуучн
700,ehemalig::A,tidigare,хуучн
701,alt[Lebewesen]::A,gammal,көгшн
702,jung::A,ung,баһ
703,arm::A,fattig,угатя
704,reich::A,rik,байн
705,bekannt::A,känd,таньл
706,bekannt::A,känd,таньдг
707,berühmt::A,berömd,туурсн
708,fremd::A,främmande,күүнә
709,verschieden::A,åtskillig,әдл биш
710,verschieden::A,åtskillig,йилһәтә
711,nah::A,nära,өөрхн
712,fern::A,fjärran,хол
713,linker::A,vänster,зүн
714,rechter::A,höger,барун
715,anderer::A,annan,талдан
716,erster::A,första,негдгч
717,zweiter::A,andra,хойрдгч
718,dritter::A,tredje,һурвдгч
719,letzter::A,sist,отхн
720,allein::ADV,allena,һанцарн
721,auf einmal::ADV,på en gång,нег дәкҗ
722,zusammen::ADV,tillsammans,хамдан
723,lange::ADV,länge,удан
724,plötzlich::ADV,plötsligt,генткн
725,sofort::ADV,strax,дарунь
726,sofort::ADV,genast,дарунь
727,später::ADV,senare,сүүлд
728,jetzt::ADV,nu,ода
729,heute::ADV,i dag,эндр
730,morgen::ADV,i morgon,маңһдур
731,bald::ADV,snart,дарунь
732,dann::ADV,då,дәкәд
733,gestern::ADV,i går,өцклдүр
734,einst::ADV,en gång,нег саамд
735,damals::ADV,då,тиигхд
736,damals::ADV,den gången,тиигхд
737,danach::ADV,därefter,тегәд
738,vorher::ADV,före,урд
739,vorher::ADV,förut,урд
740,zuerst::ADV,först,түрүләд
741,einmal::ADV,en gång,нег дәкҗ
742,manchmal::ADV,ibland,зәрмдән
743,oft::ADV,ofta,хара биш
744,oft::ADV,ofta,хатяр биш
745,oft::ADV,ofta,дару-дарунь
746,immer::ADV,alltid,оньдинд
747,niemals::ADV,aldrig,кезә чмгн биш
748,hier::ADV,här,энд
749,hier::ADV,här,энүнд
750,hierhin::ADV,hit,нааран
751,von hier::ADV,härifrån,эндәс
752,dort::ADV,där,тенд
753,dorthin::ADV,dit,тиигән
754,geradeaus::ADV,rätt fram,шуд
755,vorwärts::ADV,fram,уралан
756,vorwärts::ADV,framåt,уралан
757,rückwärts::ADV,baklänges,гедргән
758,zurück::ADV,tillbaka,хәрү
759,unten::ADV,nere,дор
760,unten::ADV,nedanför,дор
761,hinab::ADV,ned,дор
762,hinab::ADV,ned,доракшан
763,hinab::ADV,nedåt,дор
764,hinab::ADV,nedåt,доракшан
765,oben::ADV,ovan,деер
766,oben::ADV,ovanpå,деер
767,hinauf::ADV,upp,өөдән
768,hinauf::ADV,upp,деер
769,hinauf::ADV,uppåt,өөдән
770,hinauf::ADV,uppåt,деер
771,überall::ADV,överallt,альд болв чигн
772,nicht::ADV,ej,эс
773,nicht::ADV,ej,биш
774,nicht::ADV,ej,бичә
775,nicht::ADV,inte,эс
776,nicht::ADV,inte,биш
777,nicht::ADV,inte,бичә
778,ein wenig::ADV,litet,баахн
779,ein wenig::ADV,litet,баахнар
780,kaum::ADV,knappt,әрә
781,kaum::ADV,knappast,әрә
782,sehr::ADV,mycket,йир
783,so::ADV,så,иигҗ
784,noch::ADV,än,ода чигн
785,noch::ADV,ännu,ода чигн
786,nur::ADV,bara,һанцхн
787,nur::ADV,endast,һанцхн
788,schon::ADV,redan,одх
789,wieder::ADV,åter,бас
790,vergebens::ADV,förgäves,киидән
791,vor::PRP,utanför,урд
792,hinter::PRP,bakom,ца
793,unter::PRP,under,дор
794,durch::PRP,genom,ивт
795,durch::PRP,genom,дундаһур
796,durch::PRP,igenom,ивт
797,durch::PRP,igenom,дундаһур
798,neben::PRP,bredvid,хаҗуд
799,neben::PRP,vid sidan av,хаҗуд
800,zwischen::PRP,mellan,хоорнд
801,wegen::PRP,på grund av,көлтә
802,wegen::PRP,på grund av,деерәс
803,dies::PRN,detta,эн
804,das::PRN,det,тер
805,alles::PRN,allt,цуһар
806,ich::PRN,jag,би
807,du::PRN,du,чи
808,er::PRN,han,тер
809,wir::PRN,vi,мадн
810,ihr::PRN,ni,та
811,sie::PRN,de,тедн
812,was::FPRN,vad,юн
813,wer::FPRN,vem,кен
814,wo::FADV,var,хама
815,wohin::FADV,vart,хамаран
816,wie::FADV,hur,яһҗ
817,wie::FADV,hur,яһад
818,warum::FADV,varför,юңгад
819,wieviel::FNUM,hur mycket,кедү
