,Concept_ID,el,hu
80,Wind::N,αέρας,szél
81,Wind::N,άνεμος,szél
82,Welle::N,κύμα,hullám
83,Wasser::N,νερό,víz
84,Stein::N,πέτρα,kő
85,Boden::N,χώμα,föld
86,Boden::N,χώμα,talaj
87,Erde::N,γη,föld
88,Staub::N,σκόνη,por
89,Rauch::N,καπνός,füst
90,Funke::N,σπίθα,szikra
91,Funke::N,σπινθήρας,szikra
92,Feuer::N,φωτιά,tűz
93,Licht::N,φως,fény
94,Schatten::N,σκιά,árnyék
95,Schatten::N,ίσκιος,árnyék
96,Wetter::N,καιρός,idő
97,Wetter::N,καιρός,időjárás
98,Nebel::N,ομίχλη,köd
99,Wolke::N,σύννεφο,felhő
100,Regen::N,βροχή,eső
101,Schnee::N,χιόνι,hó
102,Eis::N,πάγος,jég
103,Frost::N,παγωνία,fagy
104,Kälte::N,κρύο,hideg
105,Kälte::N,ψύχος,hideg
106,Hitze::N,ζέστη,hő
107,Hitze::N,ζέστη,hőség
108,Raureif::N,πάχνη,zúzmara
109,Regenbogen::N,ουράνιο τόξο,szivárvány
110,Donner::N,βροντή,dörgés
111,Donner::N,βροντή,mennydörgés
112,Strömung::N,ρεύμα,áramlat
113,Tropfen::N,στάλα,csepp
114,Schaum::N,αφρός,hab
115,Schaum::N,αφρός,tajték
116,Schmutz::N,βρωμιά,piszok
117,See::N,λίμνη,tó
118,Sumpf::N,βάλτος,mocsár
119,Moor::N,έλος,láp
120,Wiese::N,λιβάδι,rét
121,Wiese::N,λιβάδι,mező
122,Wald::N,δάσος,erdő
123,Hügel::N,λόφος,domb
124,Anhöhe::N,ύψωμα,magaslat
125,Berg::N,όρος,hegy
126,Berg::N,βουνό,hegy
127,Gipfel::N,κορυφή,csúcs
128,Höhle::N,σπηλιά,barlang
129,Abhang::N,πλαγιά,lejtő
130,Quelle::N,πηγή,forrás
131,Quelle::N,βρύση,forrás
132,Bach::N,ρυάκι,patak
133,Fluss::N,ποτάμι,folyó
134,Fluss::N,ποταμός,folyó
135,Ufer::N,όχθη,part
136,Küste::N,ακτή,tengerpart
137,Küste::N,ακρογιαλιά,tengerpart
138,Festland::N,στεριά,szárazföld
139,Meer::N,θάλασσα,tenger
140,Bucht::N,κόλπος,öböl
141,Insel::N,νησί,sziget
142,Insel::N,νήσος,sziget
143,Blume::N,άνθος,virág
144,Blume::N,λουλούδι,virág
145,Gras::N,χόρτο,fű
146,Gras::N,χορτάρι,fű
147,Wurzel::N,ρίζα,gyökér
148,Baum::N,δέντρο,fa
149,Stamm::N,κορμός,tő
150,Stamm::N,κορμός,törzs
151,Rinde::N,φλούδα,kéreg
152,Ast::N,κλαδί,ág
153,Zweig::N,κλαδί,gally
154,Zweig::N,κλάδος,gally
155,Blatt::N,φύλλο,levél
156,Birke::N,σημύδα,nyír
157,Kiefer[Baum]::N,πεύκο,fenyő
158,Weide[Baum]::N,ιτιά,fűz
159,Tanne::N,έλατο,fenyő
160,Horn::N,κέρας,szarv
161,Horn::N,κέρατο,szarv
162,Feder::N,φτερό,toll
163,Fell::N,δέρμα,szőr
164,Fell::N,δέρμα,bunda
165,Fell::N,τομάρι,szőr
166,Fell::N,τομάρι,bunda
167,Flügel::N,πτερύγιο,szárny
168,Klaue::N,κουλό,köröm
169,Kralle::N,νύχι,karom
170,Schwanz::N,ουρά,farok
171,Ei::N,αβγό,tojás
172,Nest::N,φωλιά,fészek
173,Bau::N,φωλιά,odú
174,Tier::N,ζώο,állat
175,Herde::N,κοπάδι,nyáj
176,Herde::N,κοπάδι,csorda
177,Kuh::N,αγελάδα,tehén
178,Bulle::N,ταύρος,bika
179,Pferd::N,άλογο,ló
180,Schaf::N,πρόβατο,juh
181,Schaf::N,πρόβατο,birka
182,Schwein::N,γουρούνι,sertés
183,Hund::N,σκυλί,eb
184,Hund::N,σκυλί,kutya
185,Hund::N,σκύλος,eb
186,Hund::N,σκύλος,kutya
187,Katze::N,γάτα,macska
188,Bär::N,άρκτος,medve
189,Bär::N,αρκούδα,medve
190,Eichhörnchen::N,βερβερίτσα,mókus
191,Elch::N,άλκη,jávorszarvas
192,Fuchs::N,αλεπού,róka
193,Hase::N,λαγός,nyúl
194,Maus::N,ποντικός,egér
195,Wolf::N,λύκος,farkas
196,Vogel::N,πουλί,madár
197,Schwarm::N,σμήνος,raj
198,Huhn::N,κότα,tyúk
199,Huhn::N,όρνιθα,tyúk
200,Hahn::N,πετεινός,kakas
201,Gans::N,χήνα,lúd
202,Gans::N,χήνα,liba
203,Adler::N,αετός,sas
204,Ente::N,πάπια,kacsa
205,Eule::N,κουκουβάγια,bagoly
206,Kranich::N,γερανός,daru
207,Krähe::N,καρακάξα,varjú
208,Kuckuck::N,κούκος,kakukk
209,Schwan::N,κύκνος,hattyú
210,Fisch::N,ψάρι,hal
211,Barsch::N,πέρκα,sügér
212,Hecht::N,λούτσος,csuka
213,Schlange[Tier]::N,φίδι,kígyó
214,Wurm::N,σκουλήκι,kukac
215,Spinne::N,αράχνη,pók
216,Ameise::N,μυρμήγκι,hangya
217,Laus::N,ψείρα,tetű
218,Mücke::N,κουνούπι,szúnyog
219,Fliege::N,μύγα,légy
220,Schmetterling::N,πεταλούδα,lepke
221,Schmetterling::N,πεταλούδα,pillangó
222,Beere::N,ρόγα,bogyó
223,Apfel::N,μήλο,alma
224,Pilz::N,μανιτάρι,gomba
225,Zwiebel::N,κρεμμύδι,hagyma
226,Saat::N,σπόρος,vetőmag
227,Korn::N,σπυρί,mag
228,Korn::N,σπυρί,szem
229,Heu::N,σανός,széna
230,Schale::N,τσόφλι,héj
231,Grube::N,λάκκος,verem
232,Falle::N,παγίδα,csapda
233,Schlinge::N,θηλειά,tőr
234,Spur::N,ίχνος,nyom
235,Asche::N,στάχτη,hamu
236,Dreck::N,βρωμιά,sár
237,Dreck::N,βρωμιά,piszok
238,Eisen::N,σίδερο,vas
239,Gold::N,μάλαμα,arany
240,Gold::N,χρυσάφι,arany
241,Silber::N,ασήμι,ezüst
242,Silber::N,άργυρος,ezüst
243,Kohle::N,κάρβουνο,szén
244,Glas::N,γυαλί,üveg
245,Lehm::N,πηλός,agyag
246,Lehm::N,πηλός,vályog
247,Sand::N,άμμος,homok
248,Mensch::N,άνθρωπος,ember
249,Mann::N,άνδρας,úr
250,Mann::N,άνδρας,férfi
251,Frau::N,γυναίκα,nő
252,Frau::N,γυναίκα,asszony
253,Kind::N,παιδί,gyerek
254,Kind::N,παιδί,gyermek
255,Junge::N,αγόρι,fiú
256,Mädchen::N,κοπέλα,lány
257,Mädchen::N,κορίτσι,lány
258,Familie::N,οικογένεια,család
259,Großvater::N,παππούς,nagyapa
260,Großmutter::N,γιαγιά,nagyanya
261,Eltern::N,γονείς,szülők
262,Vater::N,πατέρας,apa
263,Vater::N,πατέρας,atya
264,Mutter::N,μητέρα,anya
265,Sohn::N,γιος,fiú
266,Tochter::N,κόρη,lány
267,Bruder::N,αδελφός,fivér
268,Bruder::N,αδελφός,testvér
269,Schwester::N,αδελφή,nővér
270,Schwester::N,αδελφή,lánytestvér
271,Onkel::N,θείος,nagybácsi
272,Tante::N,θεία,nagynéni
273,Ehemann::N,σύζυγος,férj
274,Ehefrau::N,σύζυγος,feleség
275,Freude::N,χαρά,öröm
276,Gelächter::N,γέλια,nevetés
277,Gelächter::N,γέλια,hahotázás
278,Glück::N,ευτυχία,boldogság
279,Kummer::N,έγνοια,bánat
280,Wunsch::N,επιθυμία,óhaj
281,Lust::N,όρεξη,kedv
282,Geist::N,πνέυμα,elme
283,Geist::N,πνέυμα,szellem
284,Gedanke::N,σκέψη,gondolat
285,Gedächtnis::N,μνήμη,emlékezet
286,Verstand::N,νους,ész
287,Verstand::N,νους,értelem
288,Sinn::N,νόημα,értelem
289,Grund::N,λόγος,ok
290,Grund::N,λόγος,alap
291,Wahrheit::N,αλήθεια,igaz
292,Wahrheit::N,αλήθεια,igazság
293,Gespräch::N,συνομιλία,beszélgetés
294,Märchen::N,παραμύθι,mese
295,Erzählung::N,διήγημα,elbeszélés
296,Nachricht::N,είδηση,hír
297,Nachricht::N,είδηση,híradás
298,Neuigkeit::N,νέο,újság
299,Name::N,όνομα,név
300,Rätsel::N,αίνιγμα,rejtvény
301,Rede::N,λόγος,beszéd
302,Rede::N,λόγος,szónoklat
303,Rede::N,ομιλία,beszéd
304,Rede::N,ομιλία,szónoklat
305,Sprache::N,γλώσσα,nyelv
306,Stimme::N,φωνή,hang
307,Wort::N,λέξη,szó
308,Zeichen::N,σημείο,jel
309,Ruf::N,κραυγή,kiáltás
310,Lärm::N,θόρυβος,zaj
311,Laut::N,ήχος,hang
312,Ton::N,ήχος,hang
313,Ton::N,τόνος,hang
314,Lied::N,τραγούδι,dal
315,Lied::N,τραγούδι,ének
316,Ruhe::N,ησυχία,csend
317,Ruhe::N,ησυχία,nyugalom
318,Leute::N,κόσμος,emberek
319,Leute::N,άνθρωποι,emberek
320,Volk::N,λαός,nép
321,Arbeit::N,εργασία,dolog
322,Gast::N,επισκέπτης,vendég
323,Geschenk::N,δώρο,ajándék
324,Spiel::N,παιχνίδι,játék
325,Gesellschaft::N,κοινωνία,társaság
326,Hilfe::N,βοήθεια,segítség
327,Freund::N,φίλος,barát
328,Kamerad::N,σύντροφος,társ
329,Angelegenheit::N,υπόθεση,ügy
330,Anzahl::N,αριθμός,szám
331,Art::N,είδος,faj
332,Art::N,είδος,fajta
333,Stück::N,κομμάτι,darab
334,Teil::N,μέρος,rész
335,Hälfte::N,μισό,fél
336,Kreis::N,κύκλος,kör
337,Kreuz::N,σταυρός,kereszt
338,Linie::N,γραμμή,vonal
339,Strich::N,γραμμή,vonás
340,Abstand::N,απόσταση,köz
341,Entfernung::N,απόσταση,távolság
342,Gegend::N,περιοχή,táj
343,Gegend::N,περιοχή,vidék
344,Gegend::N,τοποθεσία,táj
345,Gegend::N,τοποθεσία,vidék
346,Platz::N,χώρος,hely
347,Ort::N,τόπος,hely
348,Seite::N,πλευρά,fél
349,Seite::N,πλευρά,oldal
350,Mitte::N,μέση,közép
351,Gegenstand::N,αντικείμενο,tárgy
352,Sache::N,πράγμα,dolog
353,Rand::N,άκρη,szél
354,Rand::N,άκρη,perem
355,Rand::N,άκρη,szegély
356,Rand::N,χείλος,szél
357,Rand::N,χείλος,perem
358,Rand::N,χείλος,szegély
359,Kante::N,άκρη,él
360,Ecke::N,γωνιά,sarok
361,Ecke::N,γωνιά,szöglet
362,Spitze::N,μύτη,csúcs
363,Ende::N,άκρη,vég
364,Loch::N,τρύπα,lyuk
365,Winkel::N,γωνία,szög
366,Muster::N,σχέδιο,minta
367,Größe::N,μέγεθος,nagyság
368,Länge::N,μήκος,hossz
369,Länge::N,μήκος,hosszúság
370,Höhe::N,ύψος,magasság
371,Gewicht::N,βάρος,súly
372,Menge::N,ποσότητα,sokaság
373,Menge::N,ποσότητα,mennyiség
374,Haufen::N,σωρός,halom
375,Reihe::N,αράδα,sor
376,Boot::N,βάρκα,csónak
377,Ruder::N,κουπί,evező
378,Schlitten::N,έλκηθρο,szánkó
379,Ski::N,σκι,sí
380,Lagerfeuer::N,φωτιά,tábortűz
381,Last::N,φορτίο,teher
382,Gang::N,δρόμος,járás
383,Schritt::N,βήμα,lépés
384,Norden::N,βορράς,észak
385,Süden::N,νότος,dél
386,Westen::N,δύση,nyugat
387,Osten::N,ανατολή,kelet
388,Holz::N,ξύλο,fa
389,Brett::N,σανίδι,deszka
390,Platte::N,πλάκα,lap
391,Platte::N,πλάκα,lemez
392,Stütze::N,στήριγμα,támasz
393,Stütze::N,στήριγμα,támaszték
394,Stange::N,ραβδί,rúd
395,Stange::N,ραβδί,pózna
396,Stange::N,κοντός,rúd
397,Stange::N,κοντός,pózna
398,Stock::N,ξύλο,pálca
399,Stock::N,μπαστούνι,pálca
400,Stab::N,ραβδί,bot
401,Rohr::N,σωλήνας,cső
402,Haus::N,σπίτι,ház
403,Heim::N,σπίτι,otthon
404,Ofen::N,σόμπα,kályha
405,Ofen::N,θερμάστρα,kályha
406,Fußboden::N,πάτωμα,padló
407,Tisch::N,τραπέζι,asztal
408,Stuhl::N,καρέκλα,szék
409,Wiege::N,κούνια,bölcső
410,Bett::N,κρεβάτι,ágy
411,Regal::N,ράφι,polc
412,Regal::N,ράφι,állvány
413,Kiste::N,κιβώτιο,láda
414,Fenster::N,παράθυρο,ablak
415,Tür::N,πόρτα,ajtó
416,Tor::N,πύλη,kapu
417,Zaun::N,φράχτης,kerítés
418,Dach::N,στέγη,tető
419,Leiter::N,σκάλα,létra
420,Leiter::N,κλίμακα,létra
421,Besen::N,σκούπα,seprű
422,Spaten::N,φτυάρι,ásó
423,Schaufel::N,φτυάρι,lapát
424,Gabel::N,πιρούνι,villa
425,Löffel::N,κουτάλι,kanál
426,Messer::N,μαχαίρι,kés
427,Nagel::N,καρφί,szeg
428,Netz::N,δίχτυ,háló
429,Haken::N,γάντζος,kampó
430,Haken::N,αγκίστρι,kampó
431,Griff::N,λαβή,nyél
432,Griff::N,λαβή,fogantyú
433,Schloss::N,κλειδαριά,zár
434,Bild::N,εικόνα,kép
435,Figur::N,ανάστημα,alak
436,Puppe::N,κούκλα,bábu
437,Beutel::N,πουγγί,zacskó
438,Bündel::N,δεμάτι,köteg
439,Tasche::N,τσάντα,táska
440,Eimer::N,κουβάς,vödör
441,Deckel::N,καπάκι,fedő
442,Deckel::N,καπάκι,fedél
443,Geschirr::N,σκεύη,edény
444,Sack::N,σάκος,zsák
445,Tasse::N,φλιτζάνι,csésze
446,Topf::N,χύτρα,fazék
447,Kessel::N,καζάνι,üst
448,Kessel::N,καζάνι,bogrács
449,Essen::N,φαγητό,evés
450,Essen::N,φαγητό,étkezés
451,Nahrung::N,τροφή,ennivaló
452,Speise::N,φαγητό,étel
453,Fleisch::N,κρέας,hús
454,Getreide::N,σιτάρι,gabona
455,Brei::N,χυλός,pép
456,Brei::N,χυλός,kása
457,Brot::N,ψωμί,kenyér
458,Brot::N,άρτος,kenyér
459,Scheibe::N,φέτα,szelet
460,Fett::N,πάχος,háj
461,Fett::N,πάχος,zsír
462,Butter::N,βούτυρο,vaj
463,Öl::N,λάδι,olaj
464,Salz::N,αλάτι,só
465,Suppe::N,σούπα,leves
466,Honig::N,μέλι,méz
467,Milch::N,γάλα,tej
468,Tee::N,τσάι,tea
469,Leder::N,πετσί,bőr
470,Wolle::N,μαλλί,gyapjú
471,Stoff::N,ύφασμα,szövet
472,Nadel::N,βελόνα,tű
473,Faden::N,κλωστή,fonál
474,Knopf::N,κουμπί,gomb
475,Knoten::N,κόμπος,csomó
476,Farbe::N,μπογιά,szín
477,Farbe::N,μπογιά,festék
478,Kleidung::N,ρούχα,ruha
479,Kleidung::N,ρούχα,ruházat
480,Kleidung::N,ενδυμασία,ruha
481,Kleidung::N,ενδυμασία,ruházat
482,Hemd::N,πουκάμισο,ing
483,Kragen::N,κολάρο,gallér
484,Ärmel::N,μανίκι,ujj
485,Hose::N,πανταλόνι,gatya
486,Hose::N,πανταλόνι,nadrág
487,Gürtel::N,ζώνη,öv
488,Mütze::N,σκούφος,sapka
489,Schuh::N,παπούτσι,cipő
490,Stiefel::N,μπότα,csizma
491,Ring::N,δαχτυλίδι,gyűrű
492,Band::N,κορδέλα,szalag
493,Kamm::N,χτένα,fésű
494,Spiegel::N,καθρέφτης,tükör
495,Riemen::N,λουρί,szíj
496,Schnur::N,κορδόνι,zsinór
497,Leine::N,σχοινί,póráz
498,Decke::N,κουβέρτα,takaró
499,Kissen::N,μαξιλάρι,párna
500,Tuch::N,πανί,kendő
501,Tuch::N,μαντήλι,kendő
502,Handtuch::N,πετσέτα,törülköző
503,Kraft::N,δύναμη,erő
504,Stärke::N,ισχύς,erő
505,Stärke::N,ισχύς,erősség
506,Stärke::N,δύναμη,erő
507,Stärke::N,δύναμη,erősség
508,Gesundheit::N,υγεία,egészség
509,Krankheit::N,αρρώστια,kór
510,Krankheit::N,αρρώστια,betegség
511,Schmerz::N,πόνος,fájdalom
512,Wunde::N,πληγή,seb
513,Fieber::N,πυρετός,láz
514,Arznei::N,φάρμακο,orvosság
515,Arznei::N,φάρμακο,gyógyszer
516,Brücke::N,γέφυρα,híd
517,Brunnen::N,πηγάδι,kút
518,Weide::N,βοσκή,legelő
519,Pfad::N,μονοπάτι,ösvény
520,Weg::N,δρόμος,út
521,Straße::N,οδός,út
522,Straße::N,δρόμος,út
523,Dorf::N,χωριό,falu
524,Stadt::N,πόλη,város
525,Brief::N,γράμμα,levél
526,Brief::N,επιστολή,levél
527,Buch::N,βιβλίο,könyv
528,Buchstabe::N,γράμμα,betű
529,Zeitung::N,εφημερίδα,újság
530,Zeitung::N,εφημερίδα,hírlap
531,Leben::N,ζωή,élet
532,Leben::N,βίος,élet
533,Tod::N,θάνατος,halál
534,Grab::N,τάφος,sír
535,Kirche::N,εκκλησία,templom
536,Sünde::N,αμαρτία,bűn
537,Sünde::N,αμαρτία,vétek
538,Gott::N,θεός,isten
539,Arbeiter::N,εργάτης,munkás
540,Chef::N,προϊστάμενος,főnök
541,Meister::N,μάστορας,mester
542,Meister::N,αρχιτεχνίτης,mester
543,Arzt::N,γιατρός,orvos
544,Lehrer::N,δάσκαλος,tanár
545,Lehrer::N,δάσκαλος,tanító
546,Geld::N,λεφτά,pénz
547,Geld::N,χρήματα,pénz
548,Geschäft::N,συναλλαγή,üzlet
549,Laden::N,μαγαζί,bolt
550,Laden::N,κατάστημα,bolt
551,Preis::N,τιμή,ár
552,Ware::N,εμπόρευμα,áru
553,Nutzen::N,όφελος,haszon
554,Reichtum::N,πλούτος,gazdagság
555,Welt::N,κόσμος,világ
556,Land::N,χώρα,ország
557,Staat::N,κράτος,állam
558,Staat::N,πολιτεία,állam
559,König::N,βασιλιάς,király
560,Macht::N,εξουσία,hatalom
561,Grenze::N,σύνορα,határ
562,Krieg::N,πόλεμος,háború
563,Feind::N,εχθρός,ellenség
564,Gewalt::N,βία,erőszak
565,Kampf::N,αγώνας,harc
566,Bogen[Waffe]::N,τόξο,íj
567,Pfeil::N,σαΐτα,nyíl
568,Gewehr::N,τουφέκι,puska
569,Gewehr::N,τουφέκι,fegyver
570,Fehler::N,λάθος,hiba
571,Fehler::N,σφάλμα,hiba
572,Lüge::N,ψέμα,hazugság
573,Lüge::N,ψεύδος,hazugság
574,Schaden::N,ζημία,kár
575,Unglück::N,δυστυχία,csapás
576,Unglück::N,δυστυχία,balszerencse
577,Schuld::N,ενοχή,bűn
578,Schuld::N,φταίξιμο,bűn
579,Alter::N,ηλικία,kor
580,Schluss::N,τέλος,vég
581,Schluss::N,τέλος,befejezés
582,Zeit::N,χρόνος,idő
583,Tag::N,μέρα,nap
584,Tag::N,ημέρα,nap
585,Morgen::N,πρωί,reggel
586,Mittag::N,μεσημέρι,dél
587,Abend::N,βράδυ,este
588,Nacht::N,νύχτα,éj
589,Nacht::N,νύχτα,éjszaka
590,Woche::N,εβδομάδα,hét
591,Monat::N,μήνας,hó
592,Monat::N,μήνας,hónap
593,Jahr::N,έτος,év
594,Jahr::N,χρόνος,év
595,Frühling::N,άνοιξη,tavasz
596,Sommer::N,καλοκαίρι,nyár
597,Herbst::N,φθινόπωρο,ősz
598,Winter::N,χειμώνας,tél
599,Januar::N,Ιανουάριος,január
600,Februar::N,Φεβρουάριος,február
601,März::N,Μάρτιος,március
602,April::N,Απρίλιος,április
603,Mai::N,Μάιος,május
604,Juni::N,Ιούνιος,június
605,Juli::N,Ιούλιος,július
606,August::N,Αύγουστος,augusztus
607,September::N,Σεπτέμβριος,szeptember
608,Oktober::N,Οκτώβριος,október
609,November::N,Νοέμβριος,november
610,Dezember::N,Δεκέμβριος,december
611,Montag::N,Δευτέρα,hétfő
612,Dienstag::N,Τρίτη,kedd
613,Mittwoch::N,Τετάρτη,szerda
614,Donnerstag::N,Πέμπτη,csütörtök
615,Freitag::N,Παρασκευή,péntek
616,Samstag::N,Σάββατο,szombat
617,Sonntag::N,Κυριακή,vasárnap
618,groß::A,μεγάλος,nagy
619,klein::A,μικρός,pici
620,klein::A,μικρός,kicsi
621,lang::A,μακρύς,hosszú
622,kurz::A,κοντός,rövid
623,breit::A,φαρδύς,széles
624,schmal::A,στενός,keskeny
625,dicht::A,πυκνός,sűrű
626,dick[Gegenstand]::A,παχύς,vastag
627,dick[Gegenstand]::A,χοντρός,vastag
628,dünn::A,ψιλός,vékony
629,dünn::A,λεπτός,vékony
630,fein::A,ψιλός,vékony
631,fest::A,στερεός,szilárd
632,flach::A,επίπεδος,sík
633,flach::A,επίπεδος,lapos
634,glatt::A,λείος,sima
635,glatt::A,ομαλός,sima
636,hart::A,σκληρός,kemény
637,weich::A,μαλακός,puha
638,rund::A,στρογγυλός,kerek
639,spitz::A,μυτερός,hegyes
640,scharf::A,κοφτερός,éles
641,stumpf::A,αμβλύς,tompa
642,stumpf::A,αμβλύς,életlen
643,schwer::A,βαρύς,nehéz
644,schwer::A,βαρύς,súlyos
645,schön::A,ωραίος,szép
646,schön::A,όμορφος,szép
647,heiß::A,ζεστός,forró
648,warm::A,θερμός,meleg
649,kalt::A,κρύος,hideg
650,kalt::A,ψυχρός,hideg
651,kühl::A,δροσερός,hűs
652,kühl::A,δροσερός,hűvös
653,frisch::A,νωπός,üde
654,frisch::A,νωπός,friss
655,frisch::A,φρέσκος,üde
656,frisch::A,φρέσκος,friss
657,feucht::A,υγρός,nedves
658,nass::A,βρεγμένος,vizes
659,trocken::A,ξηρός,száraz
660,trocken::A,στεγνός,száraz
661,voll::A,γεμάτος,telt
662,leer::A,άδειος,üres
663,offen::A,ανοιχτός,nyílt
664,offen::A,ανοιχτός,nyitott
665,geschlossen::A,κλειστός,zárt
666,geschlossen::A,κλειστός,csukott
667,sauber::A,καθαρός,tiszta
668,schmutzig::A,βρώμικος,piszkos
669,schmutzig::A,βρώμικος,szennyes
670,schmutzig::A,λερωμένος,piszkos
671,schmutzig::A,λερωμένος,szennyes
672,roh::A,ωμός,nyers
673,reif::A,ώριμος,érett
674,lecker::A,νόστιμος,finom
675,süß::A,γλυκός,édes
676,bitter::A,πικρός,keserű
677,sauer::A,ξινός,savanyú
678,hell::A,φωτεινός,világos
679,dunkel::A,σκοτεινός,sötét
680,schwarz::A,μαύρος,fekete
681,schwarz::A,μελανός,fekete
682,weiß::A,άσπρος,fehér
683,rot::A,κόκκινος,vörös
684,gelb::A,κίτρινος,sárga
685,blau::A,μπλε,kék
686,blau::A,γαλανός,kék
687,grün::A,πράσινος,zöld
688,grau::A,γκρίζος,ősz
689,grau::A,γκρίζος,szürke
690,bunt::A,ποικιλόχρωπος,tarka
691,bunt::A,ποικιλόχρωπος,színes
692,billig::A,φτηνός,olcsó
693,teuer::A,ακριβός,drága
694,wertvoll::A,πολύτιμος,értékes
695,blind::A,τυφλός,vak
696,taub::A,κουφός,süket
697,kräftig::A,δυνατός,erős
698,stark::A,γερός,erős
699,schwach::A,αδύνατος,gyenge
700,schwach::A,αδύνατος,erőtlen
701,fett::A,παχύς,hájas
702,schlank::A,λεπτός,karcsú
703,schlank::A,λυγερός,karcsú
704,hübsch::A,όμορφος,csinos
705,hübsch::A,χαριτωμένος,csinos
706,böse::A,κακός,rossz
707,böse::A,κακός,gonosz
708,dumm::A,κουτός,buta
709,dumm::A,κουτός,ostoba
710,dumm::A,ανόητος,buta
711,dumm::A,ανόητος,ostoba
712,faul::A,τεμπέλης,lusta
713,fleißig::A,εργατικός,szorgalmas
714,geizig::A,τσιγγούνης,fukar
715,geizig::A,τσιγγούνης,fösvény
716,klug::A,έξυπνος,okos
717,klug::A,έξυπνος,eszes
718,geschickt::A,επιδέξιος,ügyes
719,lieb::A,φίλος,drága
720,lieb::A,φίλος,kedves
721,lieb::A,αγαπητός,drága
722,lieb::A,αγαπητός,kedves
723,lustig::A,εύθυμος,víg
724,lustig::A,εύθυμος,vidám
725,lustig::A,χαρούμενος,víg
726,lustig::A,χαρούμενος,vidám
727,sanft::A,ήπιος,enyhe
728,hungrig::A,πεινασμένος,éhes
729,krank::A,άρρωστος,beteg
730,nackt::A,γυμνός,csupasz
731,nackt::A,γυμνός,meztelen
732,traurig::A,λυπημένος,bús
733,traurig::A,λυπημένος,szomorú
734,lebendig::A,ζωντανός,élő
735,gut::A,καλός,jó
736,schlecht::A,κακός,rossz
737,richtig::A,σωστός,helyes
738,schlimm::A,άσχημος,rossz
739,wahr::A,αληθής,igaz
740,wahr::A,αληθινός,igaz
741,alt::A,παλιός,ó
742,alt::A,παλιός,régi
743,neu::A,νέος,új
744,neu::A,καινούργιος,új
745,ehemalig::A,παλιός,volt
746,ehemalig::A,παλιός,egykori
747,alt[Lebewesen]::A,γέρος,öreg
748,jung::A,νέος,fiatal
749,arm::A,φτωχός,szegény
