,Concept_ID,de,sl
792,klingeln::V,klingeln,zvončkljáti
793,klirren::V,klirren,žvenketáti
794,brausen::V,brausen,šuméti
795,rauschen::V,rauschen,šuštéti
796,rauschen::V,rauschen,šelestéti
797,klingen::V,klingen,zvenéti
798,bellen::V,bellen,lájati
799,heulen::V,heulen,zavíjati
800,blasen::V,blasen,píhniti
801,pfeifen::V,pfeifen,pískati
802,pfeifen::V,pfeifen,žvížgati
803,schreien::V,schreien,kričáti
804,stöhnen::V,stöhnen,stókati
805,zittern::V,zittern,drgetáti
806,leben::V,leben,živéti
807,geboren werden::V,geboren werden,rodíti se
808,atmen::V,atmen,díhati
809,trinken::V,trinken,píti
810,essen::V,essen,jésti
811,schlucken::V,schlucken,požírati
812,müde werden::V,müde werden,péšati
813,müde werden::V,müde werden,utrúditi se
814,einschlafen::V,einschlafen,zaspáti
815,schlafen::V,schlafen,spáti
816,aufwachen::V,aufwachen,zbudíti se
817,aufstehen::V,aufstehen,vstáti
818,sich erholen::V,sich erholen,oddahníti se
819,krank werden::V,krank werden,oboléti
820,krank sein::V,krank sein,bíti bolán
821,schmerzen::V,schmerzen,boléti
822,husten::V,husten,kášljati
823,genesen::V,genesen,okrévati
824,sterben::V,sterben,umréti
825,umkommen::V,umkommen,pogíniti
826,sich bewegen::V,sich bewegen,zganíti se
827,sich rühren::V,sich rühren,premakníti se
828,sich erheben::V,sich erheben,vstájati
829,sich erheben::V,sich erheben,vzdígniti se
830,sich setzen::V,sich setzen,sésti
831,hinfallen::V,hinfallen,pásti dôl
832,laufen::V,laufen,hodíti
833,schreiten::V,schreiten,stópati
834,spazierengehen::V,spazierengehen,na sprehòd íti
835,eilen::V,eilen,drvéti
836,sich beeilen::V,sich beeilen,hitéti
837,sausen::V,sausen,dírkati
838,rennen::V,rennen,dírjati
839,springen::V,springen,skákati
840,klettern::V,klettern,plézati
841,schaukeln::V,schaukeln,kolébati
842,kriechen::V,kriechen,pláziti se
843,schwimmen::V,schwimmen,plávati
844,tauchen::V,tauchen,potápljati se
845,rudern::V,rudern,vesláti
846,fahren::V,fahren,vozíti se
847,fahren::V,fahren,peljáti se
848,fliegen::V,fliegen,létati
849,gehen::V,gehen,íti
850,weggehen::V,weggehen,odíti
851,abfahren::V,abfahren,odpeljáti se
852,anhalten::V,anhalten,ustáviti se
853,hineingehen::V,hineingehen,íti nóter
854,eintreten::V,eintreten,vstopíti
855,kommen::V,kommen,príti
856,ankommen::V,ankommen,prispéti
857,ankommen::V,ankommen,prihájati
858,zurückkommen::V,zurückkommen,vrníti se
859,bleiben::V,bleiben,ostáti
860,warten::V,warten,čákati
861,erwarten::V,erwarten,pričakováti
862,suchen::V,suchen,iskáti
863,finden::V,finden,nájti
864,versuchen::V,versuchen,poskúšati
865,vorbereiten::V,vorbereiten,pripráviti
866,lieben::V,lieben,ljubíti
867,mögen::V,mögen,márati
868,lachen::V,lachen,smejáti se
869,rühren::V,rühren,ganíti
870,weinen::V,weinen,jókati
871,weinen::V,weinen,plákati
872,schimpfen::V,schimpfen,psováti
873,schimpfen::V,schimpfen,zmérjati
874,sich ärgern::V,sich ärgern,jezíti se
875,sich fürchten::V,sich fürchten,báti se
876,fürchten::V,fürchten,báti se
877,fliehen::V,fliehen,bežáti
878,flüchten::V,flüchten,pobégniti
879,sehen::V,sehen,vídeti
880,anschauen::V,anschauen,oglédati
881,ansehen::V,ansehen,glédati
882,hören::V,hören,slíšati
883,zuhören::V,zuhören,poslúšati
884,probieren::V,probieren,poskúšati
885,riechen::V,riechen,dúhati
886,fühlen::V,fühlen,čutíti
887,scheinen::V,scheinen,zdéti se
888,zu sehen sein::V,zu sehen sein,vídeti se
889,vernehmen::V,vernehmen,čúti
890,frieren::V,frieren,zébsti
891,tun::V,tun,délati
892,können::V,können,môči
893,wollen::V,wollen,hotéti
894,anfangen::V,anfangen,začéti
895,beenden::V,beenden,dokončáti
896,aufhören::V,aufhören,prenéhati
897,gelingen::V,gelingen,uspéti
898,gelingen::V,gelingen,posréčiti se
899,geraten::V,geraten,obnêsti se
900,öffnen::V,öffnen,odpréti
901,schließen::V,schließen,zapréti
902,stellen::V,stellen,postáviti
903,setzen::V,setzen,posadíti
904,legen::V,legen,položíti
905,berühren::V,berühren,dotíkati se
906,verbinden::V,verbinden,obvézati
907,bedecken::V,bedecken,pokríti
908,aufhängen::V,aufhängen,obésiti
909,anzünden::V,anzünden,zažgáti
910,aufheben::V,aufheben,vzdígniti
911,zurücklassen::V,zurücklassen,zapustíti
912,verlieren::V,verlieren,izgubíti
913,fallen lassen::V,fallen lassen,navréči
914,machen::V,machen,naredíti
915,machen::V,machen,napráviti
916,herstellen::V,herstellen,izdélati
917,bauen::V,bauen,gradíti
918,reparieren::V,reparieren,popráviti
919,verbessern::V,verbessern,izbóljšati
920,ändern::V,ändern,spremeníti
921,graben::V,graben,kopáti
922,graben::V,graben,grêbsti
923,beugen::V,beugen,upogníti
924,biegen::V,biegen,zavíjati
925,drehen::V,drehen,vrtéti
926,wenden::V,wenden,obrníti
927,umdrehen::V,umdrehen,zasúkati
928,heben::V,heben,dvígati
929,hochheben::V,hochheben,privzdígniti
930,ergreifen::V,ergreifen,zgrábiti
931,halten::V,halten,držáti
932,drücken::V,drücken,tiščáti
933,schieben::V,schieben,ríniti
934,kratzen::V,kratzen,práskati
935,lecken::V,lecken,lízati
936,beißen::V,beißen,grísti
937,abreißen::V,abreißen,odtŕgati
938,abschneiden::V,abschneiden,odrézati
939,binden::V,binden,vézati
940,stecken::V,stecken,vtakníti
941,brechen::V,brechen,lomíti
942,klopfen::V,klopfen,tólči
943,hauen::V,hauen,séči
944,kleben::V,kleben,lépiti
945,reiben::V,reiben,tréti
946,reiben::V,reiben,dŕgniti
947,streichen::V,streichen,namázati
948,schleifen::V,schleifen,brúsiti
949,schneiden::V,schneiden,rézati
950,rütteln::V,rütteln,strésti
951,schütteln::V,schütteln,majáti
952,schwenken::V,schwenken,obrníti
953,schütten::V,schütten,sípati
954,füllen::V,füllen,napolníti
955,einwickeln::V,einwickeln,zavíti
956,tragen::V,tragen,nêsti
957,schleppen::V,schleppen,vláčiti
958,ziehen::V,ziehen,vléči
959,aufbewahren::V,aufbewahren,shranjeváti
960,werfen::V,werfen,lúčati
961,fangen::V,fangen,ujéti
962,packen::V,packen,prijéti
963,verstecken::V,verstecken,skríti
964,teilen::V,teilen,razdelíti
965,schicken::V,schicken,pošíljati
966,bringen::V,bringen,prinêsti
967,hinzufügen::V,hinzufügen,pristáviti
968,bekommen::V,bekommen,dobíti
969,erhalten::V,erhalten,prejéti
970,nehmen::V,nehmen,vzéti
971,wählen::V,wählen,izbírati
972,auswählen::V,auswählen,izbráti
973,bewahren::V,bewahren,ohraníti
974,behindern::V,behindern,ovírati
975,verderben::V,verderben,pokváriti
976,beschädigen::V,beschädigen,poškodováti
977,zerbrechen::V,zerbrechen,razlomíti
978,zerreißen::V,zerreißen,raztŕgati
979,zerstören::V,zerstören,razrúšiti
980,verbrennen::V,verbrennen,sežgáti
981,geben::V,geben,dáti
982,reichen::V,reichen,séči
983,reichen::V,reichen,molíti
984,schenken::V,schenken,podáriti
985,versprechen::V,versprechen,obljubíti
986,wünschen::V,wünschen,vóščiti
987,loben::V,loben,hváliti
988,küssen::V,küssen,poljubováti
989,wiegen::V,wiegen,zíbati
990,zudecken::V,zudecken,pokríti
991,wecken::V,wecken,zbudíti
992,zeigen::V,zeigen,pokázati
993,führen::V,führen,vêsti
994,lehren::V,lehren,učíti
995,unterrichten::V,unterrichten,poučeváti
996,aufziehen::V,aufziehen,vzgojíti
997,leiten::V,leiten,uprávljati
998,antreiben::V,antreiben,goníti
999,lassen::V,lassen,povzročíti
1000,einladen::V,einladen,povábiti
1001,vereinigen::V,vereinigen,zdrúžiti
1002,besuchen::V,besuchen,obiskáti
1003,treffen::V,treffen,pogodíti
1004,sich versammeln::V,sich versammeln,zbráti se
1005,spielen::V,spielen,igráti se
1006,singen::V,singen,péti
1007,tanzen::V,tanzen,plésati
1008,sich trennen::V,sich trennen,ločíti se
1009,verlassen::V,verlassen,zapustíti
1010,retten::V,retten,réšiti
1011,bewachen::V,bewachen,strážiti
1012,schützen::V,schützen,sčítiti
1013,verteidigen::V,verteidigen,braníti
1014,sich schlagen::V,sich schlagen,têpsti se
1015,schießen::V,schießen,stréljati
1016,siegen::V,siegen,zmágati
1017,ärgern::V,ärgern,jezíti
1018,ärgern::V,ärgern,razbúriti
1019,schlagen::V,schlagen,têpsti
1020,schlagen::V,schlagen,udáriti
1021,treten::V,treten,teptáti
1022,stechen::V,stechen,ubôsti
1023,stoßen::V,stoßen,peháti
1024,stoßen::V,stoßen,drégniti
1025,stehlen::V,stehlen,ukrásti
1026,stehlen::V,stehlen,pokrásti
1027,stören::V,stören,motíti
1028,belästigen::V,belästigen,nadlegováti
1029,verbergen::V,verbergen,skríti
1030,täuschen::V,täuschen,slepíti
1031,betrügen::V,betrügen,várati
1032,betrügen::V,betrügen,ogoljufáti
1033,töten::V,töten,ubíti
1034,wohnen::V,wohnen,prebívati
1035,arbeiten::V,arbeiten,délati
1036,sammeln::V,sammeln,zbráti
1037,pflücken::V,pflücken,obráti
1038,jagen::V,jagen,lovíti
1039,fischen::V,fischen,ribáriti
1040,fassen::V,fassen,zajéti
1041,hüten::V,hüten,pásti
1042,treiben::V,treiben,pogánjati
1043,anbinden::V,anbinden,privézati
1044,füttern::V,füttern,kŕmiti
1045,melken::V,melken,mólsti
1046,hacken::V,hacken,sékati
1047,gießen::V,gießen,ulíti
1048,reifen::V,reifen,zoréti
1049,zubereiten::V,zubereiten,pripráviti
1050,kochen::V,kochen,kúhati
1051,backen::V,backen,cvréti
1052,braten::V,braten,pêči
1053,umrühren::V,umrühren,preméšati
1054,stricken::V,stricken,plêsti
1055,nähen::V,nähen,šívati
1056,färben::V,färben,bárvati
1057,reinigen::V,reinigen,očístiti
1058,waschen::V,waschen,opráti
1059,abwischen::V,abwischen,obrísati
1060,spülen::V,spülen,splakováti
1061,fegen::V,fegen,pométati
1062,kehren::V,kehren,mésti
1063,baden::V,baden,kópati se
1064,sich waschen::V,sich waschen,umíti se
1065,ausziehen::V,ausziehen,izvléči
1066,anziehen::V,anziehen,obléči
1067,sich anziehen::V,sich anziehen,obléči se
1068,kämmen::V,kämmen,česáti
1069,schmücken::V,schmücken,okrasíti
1070,sagen::V,sagen,dejáti
1071,sprechen::V,sprechen,govoríti
1072,reden::V,reden,rêči
1073,sich unterhalten::V,sich unterhalten,razgovárjati se
1074,fragen::V,fragen,vprášati
1075,bitten::V,bitten,prosíti
1076,erzählen::V,erzählen,práviti
1077,mitteilen::V,mitteilen,naznániti
1078,nennen::V,nennen,imenováti
1079,rufen::V,rufen,klícati
1080,prahlen::V,prahlen,baháti se
1081,übersetzen::V,übersetzen,prevêsti
1082,denken::V,denken,mísliti
1083,glauben::V,glauben,verjéti
1084,bemerken::V,bemerken,opáziti
1085,erkennen::V,erkennen,spoznáti
1086,begreifen::V,begreifen,pôjmiti
1087,verstehen::V,verstehen,razuméti
1088,lernen::V,lernen,učíti se
1089,wissen::V,wissen,znáti
1090,wissen::V,wissen,védeti
1091,sich erinnern an::V,sich erinnern an,spómniti se
1092,vergessen::V,vergessen,pozábiti
1093,messen::V,messen,mériti
1094,zählen::V,zählen,štéti
1095,rechnen::V,rechnen,račúnati
1096,lesen::V,lesen,bráti
1097,lesen::V,lesen,čítati
1098,malen::V,malen,slíkati
1099,zeichnen::V,zeichnen,rísati
1100,schreiben::V,schreiben,písati
1101,besitzen::V,besitzen,iméti
1102,kaufen::V,kaufen,kupíti
1103,verkaufen::V,verkaufen,prodáti
1104,bezahlen::V,bezahlen,pláčati
1105,zahlen::V,zahlen,plačeváti
1106,beherrschen::V,beherrschen,obvládati
1107,ertragen::V,ertragen,prenêsti
