,Concept_ID,ps,no
812,vor::PRP,دمخه,utenfor
813,hinter::PRP,شاته,bak
814,hinter::PRP,شاته,bakom
815,unter::PRP,لاندي,under
816,durch::PRP,د مینځ نه,gjennom
817,durch::PRP,د مینځ نه,igjennom
818,neben::PRP,نژدې,ved siden av
819,zwischen::PRP,ترمینځ,mellom
820,wegen::PRP,د ... له لاسه,på grunn av
821,dies::PRN,دا,dette
822,das::PRN,دا,det
823,alles::PRN,هرڅهٔ,alt
824,ich::PRN,زه,jeg
825,du::PRN,ته,du
826,er::PRN,دی,han
827,wir::PRN,مونږ,vi
828,ihr::PRN,تاسې,dere
829,sie::PRN,هغوی,de
830,was::FPRN,څهٔ,hva
831,wer::FPRN,چا,hvem
832,wer::FPRN,څوک,hvem
833,wo::FADV,چيری,hvor
834,wo::FADV,چېرته,hvor
835,wohin::FADV,چېرته,hvor ... hen
836,wie::FADV,څنګه,hvordan
837,warum::FADV,ولې,hvorfor
838,wieviel::FNUM,څو,hvor mye
839,wieviel::FNUM,څومره,hvor mye
840,eins::NUM,یو,en
841,eins::NUM,یو,ett
842,zwei::NUM,دوه,to
843,drei::NUM,درې,tre
844,vier::NUM,څلور,fire
845,fünf::NUM,پنځه,fem
846,sechs::NUM,شپږ,seks
847,sieben::NUM,اوه,sju
848,acht::NUM,اته,åtte
849,neun::NUM,نهه,ni
850,zehn::NUM,لس,ti
851,elf::NUM,یوولس,elleve
852,zwölf::NUM,دولس,tolv
853,zwanzig::NUM,شل,tjue
854,dreißig::NUM,دېرش,tretti
855,vierzig::NUM,څلوېښت,førti
856,fünfzig::NUM,پنځوس,femti
857,sechzig::NUM,شپېته,seksti
858,siebzig::NUM,اویا,sytti
859,achtzig::NUM,اتیا,åtti
860,neunzig::NUM,نوي,nitti
861,hundert::NUM,سل,hundre
862,tausend::NUM,زر,tusen
863,und::CNJ,او,og
864,oder::CNJ,ېا,eller
865,stehen::V,درېدل,stå
866,sitzen::V,کښېنستل,sitte
867,liegen::V,ملاستل,ligge
868,hängen::V,ځړېدل,henge
869,werden::V,کېدل,bli
870,passieren::V,پېښېدل,skje
871,passieren::V,پېښېدل,hende
872,beginnen::V,شروع کېدل,begynne
873,enden::V,خلاصدل,ende
874,enden::V,خلاصدل,slutte
875,enden::V,تمامېدل,ende
876,enden::V,تمامېدل,slutte
877,wechseln::V,تغییر موندل,veksle
878,aufgehen[Sonne]::V,ختل,stå opp
879,untergehen[Sonne]::V,لوېدل,gå ned
880,untergehen[Sonne]::V,پرېوتل,gå ned
881,scheinen[Sonne]::V,رڼا کول,skinne
882,donnern::V,تنېدل,tordne
883,donnern::V,غړمبېدل,tordne
884,wehen::V,چلېدل,blåse
885,strömen::V,بهېدل,strømme
886,fließen::V,بهېدل,flyte
887,fließen::V,تویېدل,flyte
888,sich drehen::V,ګرځېدل,dreie seg
889,sich drehen::V,چورلېدل,dreie seg
890,schwanken::V,زنګېدل,svaie
891,schwingen::V,زنګېدل,svinge
892,fallen::V,ولېدل,falle
893,brennen::V,سوځېدل,brenne
894,rauchen::V,لوګی کول,ryke
895,regnen::V,باران اورېدل,regne
896,gefrieren::V,کنګل نيول,fryse
897,tauen::V,وېلې کېدل,tine
898,schmelzen::V,وېلې کېدل,smelte
899,trocknen::V,وچېدل,tørre
900,sieden::V,اېشېدل,koke
901,faulen::V,خرابېدل,råtne
902,verfaulen::V,ورستېدل,råtne
903,reißen::V,شلېدل,briste
904,versinken::V,ډوېېدل,synke
905,versinken::V,ډوېېدل,synke ned
906,vergehen::V,تېرېدل,forløpe
907,erscheinen::V,ښکارېدل,synes
908,verschwinden::V,ورکېدل,forsvinne
909,sinken::V,ښکته کېدل,synke
910,abnehmen::V,کمېدل,avta
911,abnehmen::V,کمېدل,minske
912,zunehmen::V,زیاتېدل,tilta
913,steigen::V,جګېدل,stige
914,steigen::V,پورته کېدل,stige
915,wachsen::V,وده کول,gro
916,wachsen::V,وده کول,vokse
917,glänzen::V,ځلېدل,skinne
918,funkeln::V,پړکېدل,tindre
919,lärmen::V,غال و غول کول,bråke
920,läuten::V,زنګ وهل,ringe
921,klingeln::V,زنګ وهل,ringe
922,klirren::V,کړنګېدل,klirre
923,brausen::V,تلاطم کول,bruse
924,rauschen::V,شڼهار کول,suse
925,klingen::V,آواز کول,lyde
926,klingen::V,آواز کول,klinge
927,bellen::V,غپېدل,gjø
928,bellen::V,غپېدل,bjeffe
929,heulen::V,انګلل,ule
930,blasen::V,پو کول,blåse
931,pfeifen::V,شپېلک وهل,plystre
932,schreien::V,ناره کول,skrike
933,stöhnen::V,زګېروی کول,stønne
934,zittern::V,لړزېدل,dirre
935,zittern::V,لړزېدل,skjelve
936,leben::V,ژوند کول,leve
937,geboren werden::V,زېږېدل,fødes
938,atmen::V,ساه کښل,ånde
939,atmen::V,ساه کښل,puste
940,atmen::V,تنفس کول,ånde
941,atmen::V,تنفس کول,puste
942,trinken::V,څښل,drikke
943,essen::V,خوړل,spise
944,schlucken::V,غړپول,svelge
945,müde werden::V,ستړی کېدل,bli trett
946,einschlafen::V,ویده کېدل,sovne
947,schlafen::V,خوب کول,sove
948,aufwachen::V,ویښېدل,våkne
949,aufstehen::V,پاڅېدل,stå opp
950,sich erholen::V,استراحت کول,bli bra
951,sich erholen::V,استراحت کول,komme seg
952,krank werden::V,رنځورېدل,bli syk
953,krank sein::V,ناجوړېدل,være syk
954,schmerzen::V,خوږېدل,gjøre vondt
955,schmerzen::V,درد کول,gjøre vondt
956,husten::V,ټوخېدل,hoste
957,genesen::V,رغېدل,komme seg
958,sterben::V,مړل,dø
959,umkommen::V,تلفېدل,omkomme
960,sich bewegen::V,چلېدل,bevege seg
961,sich bewegen::V,حرکت کول,bevege seg
962,sich rühren::V,ښورېدل,røre på seg
963,sich erheben::V,درېدل,reise seg
964,sich setzen::V,کښېنستل,sette sig
965,hinfallen::V,لوېدل,falle over ende
966,laufen::V,منډې وهل,løpe
967,schreiten::V,قدم ایښودل,skride
968,spazierengehen::V,چکر وهل,spasere
969,spazierengehen::V,چکر وهل,gå en tur
970,eilen::V,بېړه کول,ile
971,sich beeilen::V,عجله کول,skynde seg
972,sausen::V,ځغستل,suse
973,rennen::V,زغلېدل,løpe
974,springen::V,ټوپ وهل,hoppe
975,springen::V,ټوپ وهل,springe
976,klettern::V,ختل,klatre
977,schaukeln::V,زنګېدل,huske
978,kriechen::V,خاپوړی وهل,krype
979,schwimmen::V,لامبو وهل,svømme
980,tauchen::V,غوټه وهل,dykke
981,rudern::V,پارو وهل,ro
982,fahren::V,تلل,kjøre
983,fliegen::V,الوتل,fly
984,gehen::V,تلل,gå
985,weggehen::V,بهر وتل,gå bort
986,abfahren::V,تلل,reise
987,anhalten::V,ودرېدل,stanse
988,hineingehen::V,داخلېدل,gå inn
989,eintreten::V,ننوتل,tre inn
990,kommen::V,راتلل,komme
991,ankommen::V,رسېدل,ankomme
992,ankommen::V,رسېدل,komme til
993,zurückkommen::V,بېرته راتلل,komme tilbake
994,bleiben::V,پاتې کېدل,bli
995,bleiben::V,پاتې کېدل,forbli
996,warten::V,انتظار وېستل,vente
997,erwarten::V,انتظار کول,vente
998,suchen::V,لټول,søke
999,finden::V,میندل,finne
1000,finden::V,پیدا کول,finne
1001,versuchen::V,هڅه کول,prøve
1002,versuchen::V,هڅه کول,forsøke
1003,vorbereiten::V,چمتوکول,forberede
1004,lieben::V,مینه لرل,elske
1005,mögen::V,خوښول,like
1006,mögen::V,علاقه لرل,like
1007,lachen::V,خندېدل,le
1008,rühren::V,اغېزه کول,røre
1009,weinen::V,ژړل,gråte
1010,schimpfen::V,ښکنځا کول,skjelle
1011,sich ärgern::V,قهر راتلل,ergre seg
1012,sich fürchten::V,ډارېدل,være redd
1013,fürchten::V,ډارېدل,være redd for
1014,fliehen::V,تښتېدل,rømme
1015,fliehen::V,تښتېدل,flykte
1016,flüchten::V,تښتېدل,flykte
1017,sehen::V,لیدل,se
1018,anschauen::V,کتل,se på
1019,anschauen::V,کتل,betrakte
1020,ansehen::V,ننداره کول,anse
1021,hören::V,اورېدل,høre
1022,zuhören::V,غوږ نیول,tilhøre
1023,probieren::V,څکه کول,smake
1024,probieren::V,څکه کول,smake på
1025,probieren::V,چاشنی کول,smake
1026,probieren::V,چاشنی کول,smake på
1027,riechen::V,بويول,lukte
1028,fühlen::V,حسول,føle
1029,scheinen::V,ښکارېدل,se ut
1030,zu sehen sein::V,ښکارېدل,synes
1031,vernehmen::V,خبرېدل,få vite
1032,frieren::V,ساړه کېتل,fryse
1033,tun::V,کول,gjøre
1034,können::V,کولای شول,kunne
1035,können::V,د لاسه کېدل,kunne
1036,wollen::V,غوښتل,ville
1037,anfangen::V,شروع کول,begynne
1038,beenden::V,ختمول,avslutte
1039,beenden::V,پای ته رسول,avslutte
1040,aufhören::V,بس کول,slutte
1041,aufhören::V,بس کول,holde opp
1042,gelingen::V,موفق کېدل,lykkes
1043,gelingen::V,بریالی کېدل,lykkes
1044,geraten::V,کېدل,bli
1045,öffnen::V,خلاصول,åpne
1046,öffnen::V,پرانیستل,åpne
1047,schließen::V,تړل,lukke
1048,schließen::V,تړل,stenge
1049,stellen::V,ایښودل,stille
1050,setzen::V,کښېنول,sette
1051,legen::V,ایښودل,legge
1052,berühren::V,لاس وهل,berøre
1053,verbinden::V,تړل,forbinde
1054,bedecken::V,پوښول,dekke
1055,aufhängen::V,ځوړندول,henge
1056,aufhängen::V,ځوړندول,henge opp
1057,anzünden::V,بلول,tenne
1058,anzünden::V,بلول,antenne
1059,anzünden::V,بلول,tenne på
1060,aufheben::V,پورته کول,løfte
1061,aufheben::V,پورته کول,ta opp
1062,zurücklassen::V,پرېښودل,slippe tilbake
1063,verlieren::V,ورکول,miste
1064,fallen lassen::V,له لاسه لوېدل,droppe
1065,fallen lassen::V,له لاسه لوېدل,la falle
1066,machen::V,کول,lage
1067,machen::V,کول,gjøre
1068,herstellen::V,جوړول,fremstille
1069,herstellen::V,توليدول,fremstille
1070,bauen::V,جوړول,bygge
1071,reparieren::V,ترمیمول,reparere
1072,verbessern::V,اصلاح کول,rette
1073,verbessern::V,اصلاح کول,forbedre
1074,ändern::V,تغیر ورکول,forandre
1075,graben::V,کيندل,grave
1076,beugen::V,ټیټول,bøye
1077,biegen::V,کږول,bøye
1078,drehen::V,ګرځول,dreie
1079,wenden::V,اړول,vende
1080,umdrehen::V,اړول,snu
1081,heben::V,جګول,heve
1082,heben::V,پورته کول,heve
1083,hochheben::V,جګول,løfte
1084,ergreifen::V,نیول,gripe
1085,ergreifen::V,نیول,få tak i
1086,halten::V,نیول,holde
1087,drücken::V,کښېکښل,trykke
1088,schieben::V,پوری وهل,skyve
1089,kratzen::V,ګرول,klø
1090,kratzen::V,ګرول,klore
1091,lecken::V,څټل,slikke
1092,beißen::V,چیچل,bite
1093,abreißen::V,شکول,rive av
1094,abschneiden::V,پرېکول,skjære av
1095,binden::V,تړل,binde
1096,stecken::V,ټومبل,stikke
1097,brechen::V,ماتول,bryte
1098,brechen::V,ماتول,briste
1099,klopfen::V,ټکول,banke
1100,hauen::V,ټکول,hogge
1101,kleben::V,نښلول,klistre
1102,kleben::V,سرېښول,klistre
1103,reiben::V,مږل,gni
1104,streichen::V,مښل,stryke
1105,schleifen::V,تېره کول,slipe
1106,schneiden::V,غوڅول,klippe
1107,schneiden::V,پرېکول,klippe
1108,rütteln::V,خوڅول,ruske
1109,schütteln::V,ښورول,riste
1110,schwenken::V,خوڅول,svinge
1111,schütten::V,اچول,helle
1112,schütten::V,تویول,helle
1113,füllen::V,ډکول,fylle
1114,einwickeln::V,پېچل,vikle inn
1115,einwickeln::V,نغښتل,vikle inn
1116,tragen::V,وړل,bære
1117,schleppen::V,وړل,slepe
1118,ziehen::V,کښل,dra
1119,ziehen::V,کښل,trekke
1120,aufbewahren::V,ساتل,oppbevare
1121,aufbewahren::V,ساتل,ta vare på
1122,werfen::V,اچول,kaste
1123,werfen::V,غورځول,kaste
1124,fangen::V,نیول,fange
1125,fangen::V,ګیرول,fange
1126,packen::V,نیول,gripe
1127,packen::V,نیول,gripe tak i
1128,verstecken::V,پټول,gjemme
1129,teilen::V,وېشل,dele
1130,teilen::V,تقسیمول,dele
1131,schicken::V,لېږل,sende
1132,schicken::V,استول,sende
1133,bringen::V,راوړل,bringe
1134,hinzufügen::V,زیاتول,tilføye
1135,bekommen::V,حاصلول,få
1136,erhalten::V,اخیستل,få
1137,nehmen::V,نیول,ta
1138,nehmen::V,اخيستل,ta
1139,wählen::V,خوښول,velge
1140,auswählen::V,چنده کول,velge ut
1141,bewahren::V,ساتل,bevare
1142,behindern::V,مانع کېدل,hindre
1143,behindern::V,مانع کېدل,forhindre
1144,behindern::V,ممانعت کول,hindre
1145,behindern::V,ممانعت کول,forhindre
1146,verderben::V,خرابېدل,ødelegge
1147,beschädigen::V,ورانول,skade
1148,zerbrechen::V,ماتول,brekke i stykker
1149,zerreißen::V,څیرې کول,rive i stykker
1150,zerstören::V,ړنګول,ødelegge
1151,zerstören::V,ورانول,ødelegge
1152,verbrennen::V,سوځول,brenne
1153,verbrennen::V,سوځول,brenne opp
1154,geben::V,ورکول,gi
1155,reichen::V,ورکول,rekke
1156,schenken::V,بښل,forære
1157,schenken::V,بښل,skjenke
1158,versprechen::V,لوز کول,love
1159,wünschen::V,غوښتل,ønske
1160,loben::V,ستایل,rose
1161,loben::V,تمجید کول,rose
1162,küssen::V,ښکلول,kysse
1163,wiegen::V,زنګول,vogge
1164,zudecken::V,پوښول,dekke til
1165,wecken::V,ويښول,vekke
1166,zeigen::V,ښودل,vise
1167,führen::V,بیول,føre
1168,lehren::V,درس ورکول,lære
1169,lehren::V,تعلیم ورکول,lære
1170,unterrichten::V,درس ورکول,undervise
1171,aufziehen::V,روزل,oppdra
1172,leiten::V,رهبری کول,lede
1173,leiten::V,لارښوونه کول,lede
1174,antreiben::V,چټک کول,drive på
1175,lassen::V,اړکول,få til å
1176,einladen::V,بلل,be
1177,einladen::V,بلل,invitere
1178,vereinigen::V,متحد کول,forene
1179,vereinigen::V,یوځای کول,forene
1180,besuchen::V,کتنه کول,besøke
1181,treffen::V,ليدل,møte
1182,treffen::V,ليدل,treffe
1183,treffen::V,تلقی کول,møte
1184,treffen::V,تلقی کول,treffe
1185,sich versammeln::V,راغونډېدل,forsamles
1186,spielen::V,لوبه کول,leke
1187,spielen::V,لوبه کول,spille
1188,singen::V,سندرې وېل,synge
1189,tanzen::V,ګډېدل,danse
1190,sich trennen::V,بېلېدل,skilles
1191,verlassen::V,ترک کول,forlate
1192,retten::V,نجات ورکول,redde
1193,bewachen::V,ساتل,bevokte
1194,bewachen::V,حفاظت کول,bevokte
1195,schützen::V,ژغورل,verne
1196,schützen::V,ژغورل,beskytte
1197,verteidigen::V,دفاع کول,forsvare
1198,sich schlagen::V,جنګېدل,slåss
1199,schießen::V,ویشتل,skyte
1200,siegen::V,غالبېدل,seire
1201,ärgern::V,خپه کول,ergre
1202,schlagen::V,وهل,
1203,treten::V,په لغته وهل,sparke
1204,stechen::V,ټومبل,stikke
1205,stoßen::V,ټېل وهل,støte
1206,stoßen::V,پوری وهل,støte
1207,stehlen::V,تښتول,stjele
1208,stehlen::V,غلا کول,stjele
1209,stören::V,ماتول,forstyrre
1210,belästigen::V,ځورول,plage
1211,belästigen::V,ځورول,sjenere
1212,belästigen::V,تکلیف ورکول,plage
1213,belästigen::V,تکلیف ورکول,sjenere
1214,verbergen::V,پټول,gjemme
1215,täuschen::V,تېرایستل,villede
1216,täuschen::V,خطا ایستل,villede
1217,betrügen::V,غولول,bedra
1218,töten::V,وژل,drepe
1219,töten::V,مړ کول,drepe
1220,wohnen::V,اوسېدل,bo
1221,arbeiten::V,کار کول,arbeide
1222,sammeln::V,راټولول,samle
1223,sammeln::V,راغونډول,samle
1224,pflücken::V,شکول,plukke
1225,jagen::V,ښکار کول,jage
1226,fischen::V,کب نيول,fiske
1227,fassen::V,نیول,fange
1228,fassen::V,ګیرول,fange
1229,hüten::V,پوول,vokte
1230,treiben::V,بیول,drive
1231,anbinden::V,تړل,feste
1232,füttern::V,خوراک ورکول,fore
1233,melken::V,لوشل,melke
1234,hacken::V,پی کول,hakke
1235,gießen::V,اوبه کول,helle
1236,reifen::V,رسېدل,modne
1237,zubereiten::V,تیارول,lage
1238,zubereiten::V,تیارول,tilberede
1239,kochen::V,پخول,koke
1240,backen::V,پخول,bake
1241,braten::V,وريتول,steke
1242,umrühren::V,لړل,røre om
1243,stricken::V,اوبدل,strikke
1244,nähen::V,ګنډل,sy
1245,färben::V,رنګول,farge
1246,reinigen::V,صافول,rense
1247,reinigen::V,صافول,gjøre ren
1248,waschen::V,مینځل,vaske
1249,abwischen::V,وچول,tørke av
1250,spülen::V,کنګالول,spyle
1251,spülen::V,کنګالول,skylle
1252,fegen::V,جارو کول,feie
1253,kehren::V,جارو کول,koste
1254,baden::V,لمبېدل,bade
1255,sich waschen::V,ځان مينځل,vaske seg
1256,ausziehen::V,کښل,ta av
1257,ausziehen::V,ایستل,ta av
1258,anziehen::V,اغوستل,ta på
1259,sich anziehen::V,کالی اغوستل,kle på seg
1260,kämmen::V,ګمنځول,gre
1261,kämmen::V,ګمنځول,kjemme
1262,schmücken::V,ښکلی کول,pynte
1263,schmücken::V,ښکلی کول,smykke
1264,sagen::V,وېل,si
1265,sprechen::V,وېل,snakke
1266,sprechen::V,غږېدل,snakke
1267,reden::V,ګړېدل,tale
1268,reden::V,ګړېدل,snakke
1269,reden::V,خبرې کول,tale
1270,reden::V,خبرې کول,snakke
1271,sich unterhalten::V,خبری کول,samtale
1272,fragen::V,پوښتنه کول,spørre
1273,bitten::V,غوښتل,be
1274,erzählen::V,کيسه کول,fortelle
1275,erzählen::V,حکايت کول,fortelle
1276,mitteilen::V,خبرول,meddele
1277,mitteilen::V,خبر ورکول,meddele
1278,nennen::V,نوم ايښودل,kalle
1279,rufen::V,بلل,rope
1280,prahlen::V,لاپې وهل,skryte
1281,übersetzen::V,ژباړل,oversette
1282,übersetzen::V,ترجمه کول,oversette
1283,denken::V,فکر کول,tenke
1284,glauben::V,باور کول,tro
1285,bemerken::V,لیدل,bemerke
1286,bemerken::V,لیدل,legge merke til
1287,erkennen::V,پېژندل,gjenkjenne
1288,begreifen::V,رسېدل,begripe
1289,begreifen::V,پوهېدل,begripe
1290,verstehen::V,پوهېدل,forstå
1291,verstehen::V,پوهېدل,skjønne
1292,lernen::V,زده کول,lære
1293,lernen::V,درس لوستل,lære
1294,wissen::V,پوهېدل,vite
1295,sich erinnern an::V,یادول,huske på
1296,sich erinnern an::V,په یاد راوړل,huske på
1297,vergessen::V,هېرول,glemme
1298,messen::V,اندازه کول,måle
1299,zählen::V,شمارل,telle
1300,rechnen::V,حسابول,regne
1301,lesen::V,لوستل,lese
1302,malen::V,رسمول,male
1303,zeichnen::V,رسمول,tegne
1304,schreiben::V,لیکل,skrive
1305,besitzen::V,لرل,eie
1306,besitzen::V,لرل,inneha
1307,kaufen::V,رانیول,kjøpe
1308,verkaufen::V,خرڅول,selge
1309,bezahlen::V,تأدیه کول,betale
1310,zahlen::V,کسات اخيستل,betale
1311,beherrschen::V,تسلط لرل,beherske
1312,ertragen::V,زغمل,orke
1313,Barsch::N,,abbor
1314,Hecht::N,,gjedde
