,Concept_ID,mhr,es
159,Ei::N,му́но,huevo
160,Nest::N,пыжа́ш,nido
161,Bau::N,пыжа́ш,madriguera
162,Tier::N,я́нлык,animal
163,Tier::N,живо́тный,animal
164,Herde::N,кӱ́тӱ,rebaño
165,Herde::N,тӱшка́,rebaño
166,Kuh::N,ушка́л,vaca
167,Bulle::N,ӱ́шкыж,toro
168,Pferd::N,и́мне,caballo
169,Schaf::N,шо́рык,oveja
170,Schwein::N,сӧсна́,cerdo
171,Hund::N,пий,perro
172,Katze::N,пы́рыс,gato
173,Bär::N,маска́,oso
174,Eichhörnchen::N,ур,ardilla
175,Elch::N,шо́рдо,alce
176,Fuchs::N,ры́выж,zorro
177,Hase::N,мера́ҥ,liebre
178,Maus::N,коля́,ratón
179,Wolf::N,пи́ре,lobo
180,Vogel::N,ка́йык,ave
181,Vogel::N,ка́йык,pájaro
182,Schwarm::N,каша́к,bandada
183,Huhn::N,чы́ве,gallina
184,Hahn::N,агыта́н,gallo
185,Gans::N,ко́мбо,oca
186,Gans::N,ко́мбо,ganso
187,Adler::N,карагу́ш,águila
188,Ente::N,лу́до,pato
189,Eule::N,тумна́,lechuza
190,Kranich::N,турня́,grulla
191,Krähe::N,кора́к,corneja
192,Kuckuck::N,куку́,cuco
193,Schwan::N,йӱ́ксӧ,cisne
194,Fisch::N,кол,pez
195,Barsch::N,ола́ҥге,perca
196,Hecht::N,нуж,lucio
197,Hecht::N,чорта́н,lucio
198,Schlange[Tier]::N,ки́шке,serpiente
199,Wurm::N,шукш,gusano
200,Spinne::N,эҥыре́мыш,araña
201,Ameise::N,ку́тко,hormiga
202,Laus::N,тий,piojo
203,Mücke::N,шыҥа́,mosquito
204,Fliege::N,ка́рме,mosca
205,Schmetterling::N,лы́ве,mariposa
206,Beere::N,мӧр,baya
207,Apfel::N,олма́,manzana
208,Pilz::N,по́ҥго,seta
209,Pilz::N,по́ҥго,hongo
210,Zwiebel::N,шога́н,cebolla
211,Saat::N,нӧ́шмӧ,siembra
212,Saat::N,туш,siembra
213,Korn::N,шу́рно,grano
214,Heu::N,шу́до,heno
215,Schale::N,шӱм,cáscara
216,Grube::N,выне́м,foso
217,Falle::N,лӧ́дӧ,trampa
218,Schlinge::N,о́птыш,lazo
219,Schlinge::N,шӧрга́лтыш,lazo
220,Spur::N,кыша́,huella
221,Asche::N,ло́мыж,ceniza
222,Dreck::N,лавыра́,suciedad
223,Eisen::N,кӱ́ртньӧ,hierro
224,Gold::N,шӧ́ртньӧ,oro
225,Silber::N,ший,plata
226,Kohle::N,мландышӱ́й,carbón
227,Glas::N,янда́,vidrio
228,Glas::N,янда́,cristal
229,Lehm::N,шун,barro
230,Sand::N,ошма́,arena
231,Mensch::N,еҥ,hombre
232,Mensch::N,еҥ,ser humano
233,Mensch::N,айде́ме,hombre
234,Mensch::N,айде́ме,ser humano
235,Mann::N,пӧръе́ҥ,hombre
236,Frau::N,ӱдырама́ш,mujer
237,Kind::N,аза́,niño
238,Junge::N,рве́зе,chico
239,Junge::N,рве́зе,muchacho
240,Mädchen::N,ӱдыра́ш,chica
241,Mädchen::N,ӱдыра́ш,muchacha
242,Familie::N,еш,familia
243,Großvater::N,коча́,abuelo
244,Großmutter::N,кова́,abuela
245,Eltern::N,ача́-ава́,padres
246,Vater::N,ача́,padre
247,Mutter::N,ава́,madre
248,Sohn::N,э́рге,hijo
249,Tochter::N,ӱ́дыр,hija
250,Bruder::N,иза́,hermano
251,Bruder::N,шо́льо,hermano
252,Schwester::N,ака́,hermana
253,Onkel::N,иза́,tío
254,Tante::N,кока́,tía
255,Ehemann::N,мари́й,esposo
256,Ehefrau::N,ва́те,esposa
257,Freude::N,куа́н,placer
258,Freude::N,куа́н,alegría
259,Freude::N,куаныма́ш,placer
260,Freude::N,куаныма́ш,alegría
261,Gelächter::N,во́штылтыш,risa
262,Gelächter::N,во́штылтыш,carcajada
263,Glück::N,пиа́л,felicidad
264,Kummer::N,о́йго,pena
265,Wunsch::N,ку́мыл,deseo
266,Lust::N,ку́мыл,ganas
267,Geist::N,ӧрт,mente
268,Geist::N,ӧрт,espíritu
269,Geist::N,чон,mente
270,Geist::N,чон,espíritu
271,Gedanke::N,ой,idea
272,Gedanke::N,ой,pensamiento
273,Gedanke::N,шоныма́ш,idea
274,Gedanke::N,шоныма́ш,pensamiento
275,Gedächtnis::N,шарныма́ш,memoria
276,Verstand::N,уш,razón
277,Verstand::N,уш,entendimiento
278,Sinn::N,смысл,sentido
279,Sinn::N,смысл,significado
280,Grund::N,ама́л,causa
281,Wahrheit::N,чын,verdad
282,Gespräch::N,мутланыма́ш,conversación
283,Märchen::N,йома́к,cuento
284,Erzählung::N,ойлыма́ш,cuento
285,Erzählung::N,ойлыма́ш,narración
286,Nachricht::N,увертарыма́ш,mensaje
287,Neuigkeit::N,уве́р,noticia
288,Name::N,лӱм,nombre
289,Rätsel::N,ту́што,acertijo
290,Rätsel::N,ту́што,adivinanza
291,Rede::N,ойлыма́ш,discurso
292,Sprache::N,йы́лме,lengua
293,Stimme::N,йӱк,voz
294,Wort::N,ой,palabra
295,Wort::N,мут,palabra
296,Zeichen::N,ти́ште,señal
297,Zeichen::N,знак,señal
298,Ruf::N,ӱжма́ш,llamada
299,Lärm::N,лӱшкыма́ш,ruido
300,Lärm::N,лӱшкыма́ш,barullo
301,Lärm::N,йӱк-йӱа́н,ruido
302,Lärm::N,йӱк-йӱа́н,barullo
303,Laut::N,йӱк,sonido
304,Ton::N,йӱксе́м,tono
305,Lied::N,му́ро,canción
306,Ruhe::N,ты́мык,calma
307,Ruhe::N,ты́мык,silencio
308,Leute::N,еҥ-влак,gente
309,Volk::N,ка́лык,pueblo
310,Arbeit::N,паша́,trabajo
311,Gast::N,уна́,huésped
312,Gast::N,уна́,invitado
313,Geschenk::N,пӧле́к,regalo
314,Spiel::N,мо́дыш,juego
315,Spiel::N,модма́ш,juego
316,Gesellschaft::N,тӱшка́,compañía
317,Hilfe::N,по́лыш,ayuda
318,Hilfe::N,по́лыш,socorro
319,Freund::N,таҥ,amigo
320,Freund::N,йолта́ш,amigo
321,Kamerad::N,таҥ,camarada
322,Kamerad::N,таҥ,compañero
323,Angelegenheit::N,паша́,asunto
324,Anzahl::N,чот,cantidad
325,Art::N,вид,tipo
326,Art::N,вид,clase
327,Stück::N,ка́тыш,pieza
328,Stück::N,ла́стык,pieza
329,Teil::N,ужа́ш,parte
330,Hälfte::N,пел,mitad
331,Hälfte::N,пе́ле,mitad
332,Kreis::N,ты́ртыш,círculo
333,Kreuz::N,ыре́с,cruz
334,Linie::N,ли́ний,línea
335,Strich::N,коре́ш,raya
336,Strich::N,коре́ш,trazo
337,Abstand::N,кокла́,distancia
338,Entfernung::N,тора́,distancia
339,Entfernung::N,ку́жыт,distancia
340,Gegend::N,кунде́м,región
341,Gegend::N,кунде́м,comarca
342,Platz::N,ку́мдык,espacio
343,Ort::N,вер,sitio
344,Ort::N,о́лмо,sitio
345,Seite::N,ӧ́рдыж,lado
346,Seite::N,ӧ́рдыж,costado
347,Mitte::N,покше́л,medio
348,Mitte::N,покше́л,centro
349,Gegenstand::N,наста́,objeto
350,Sache::N,наста́,cosa
351,Rand::N,тӱр,borde
352,Kante::N,тӱр,borde
353,Ecke::N,лук,esquina
354,Spitze::N,вуй,punta
355,Ende::N,муча́ш,cabo
356,Ende::N,муча́ш,extremo
357,Loch::N,рож,agujero
358,Loch::N,рож,abertura
359,Winkel::N,лук,ángulo
360,Muster::N,пеза́к,dibujo
361,Muster::N,узо́р,dibujo
362,Muster::N,ӱ́лгӧ,dibujo
363,Größe::N,кӱ́кшыт,tamaño
364,Länge::N,ку́тыш,longitud
365,Höhe::N,кӱ́кшыт,altura
366,Höhe::N,кӱ́кшыт,altitud
367,Gewicht::N,не́лыт,peso
368,Menge::N,чот,cantidad
369,Haufen::N,кы́шыл,montón
370,Reihe::N,рада́м,fila
371,Boot::N,пуш,bote
372,Boot::N,пуш,barca
373,Ruder::N,эшка́к,remo
374,Schlitten::N,тер,trineo
375,Schlitten::N,изде́р,trineo
376,Ski::N,е́че,esquí
377,Lagerfeuer::N,туло́то,hoguera
378,Last::N,нӧ́лтыш,carga
379,Gang::N,ошкылма́ш,marcha
380,Schritt::N,о́шкыл,paso
381,Norden::N,йӱдйыма́л,norte
382,Süden::N,кечывалве́л,sur
383,Westen::N,касве́л,oeste
384,Osten::N,эрве́л,este
385,Holz::N,пу,madera
386,Brett::N,оҥа́,tabla
387,Platte::N,аста́р,placa
388,Platte::N,аста́р,plancha
389,Stütze::N,чара́к,sostén
390,Stütze::N,чара́к,soporte
391,Stange::N,лома́ш,vara
392,Stange::N,лома́ш,percha
393,Stock::N,тоя́,palo
394,Stock::N,тоя́,bastón
395,Stab::N,вара́,vara
396,Stab::N,вара́,bastón
397,Stab::N,кашта́,vara
398,Stab::N,кашта́,bastón
399,Rohr::N,пуч,tubo
400,Haus::N,пӧрт,casa
401,Heim::N,мӧ́ҥгӧ,hogar
402,Ofen::N,комака́,estufa
403,Fußboden::N,кӱва́р,suelo
404,Tisch::N,ӱсте́л,mesa
405,Stuhl::N,пӱке́н,silla
406,Wiege::N,шепка́,cuna
407,Bett::N,ва́кшыш,cama
408,Regal::N,шӧ́рлык,estantería
409,Kiste::N,шо́ндык,caja
410,Kiste::N,я́шлык,caja
411,Fenster::N,окна́,ventana
412,Tür::N,омса́,puerta
413,Tor::N,капка́,puerta
414,Zaun::N,сава́р,valla
415,Zaun::N,сава́р,cercado
416,Dach::N,леве́дыш,techo
417,Dach::N,леве́дыш,tejado
418,Leiter::N,тошка́лтыш,escalera
419,Besen::N,ӱштерво́штыр,escoba
420,Spaten::N,ко́льмо,pala
421,Schaufel::N,сово́к,pala
422,Schaufel::N,сово́к,paleta
423,Schaufel::N,су́ско,pala
424,Schaufel::N,су́ско,paleta
425,Gabel::N,ви́лке,tenedor
426,Löffel::N,па́не,cuchara
427,Löffel::N,совла́,cuchara
428,Messer::N,кӱ́зӧ,cuchillo
429,Nagel::N,пуда́,clavo
430,Netz::N,вапш,red
431,Haken::N,са́гыле,gancho
432,Haken::N,са́гыле,corchete
433,Griff::N,кыл,asa
434,Griff::N,кыл,mango
435,Schloss::N,кӧгӧ́н,cerradura
436,Bild::N,сӱре́т,imagen
437,Figur::N,фигу́р,figura
438,Puppe::N,курча́к,muñeca
439,Beutel::N,меша́к,bolsa
440,Bündel::N,арша́ш,haz
441,Tasche::N,сумка́,bolso
442,Eimer::N,ведра́,cubo
443,Deckel::N,ко́мдыш,tapa
444,Deckel::N,ко́мдыш,tapadera
445,Geschirr::N,а́те,vajilla
446,Sack::N,куль,saco
447,Sack::N,меша́к,saco
448,Tasse::N,чу́кыр,taza
449,Tasse::N,чашка́,taza
450,Topf::N,ми́ске,olla
451,Topf::N,ми́ске,marmita
452,Kessel::N,под,caldera
453,Essen::N,ко́чкыш,comida
454,Nahrung::N,ку́рго,alimento
455,Speise::N,ко́чкыш,plato
456,Fleisch::N,шыл,carne
457,Getreide::N,шу́рно,cereales
458,Brei::N,пу́чымыш,puré
459,Brei::N,пу́чымыш,papilla
460,Brot::N,ки́нде,pan
461,Scheibe::N,ка́тыш,lonja
462,Scheibe::N,ка́тыш,rebanada
463,Fett::N,коя́,grasa
464,Butter::N,ӱй,mantequilla
465,Öl::N,ӱй,aceite
466,Salz::N,шинча́л,sal
467,Suppe::N,шӱр,sopa
468,Honig::N,мӱй,miel
469,Milch::N,шӧр,leche
470,Tee::N,чай,té
471,Leder::N,сура́н,cuero
472,Leder::N,шӱ́штӧ,cuero
473,Wolle::N,пун,lana
474,Stoff::N,куэ́м,tela
475,Stoff::N,куэ́м,tejido
476,Stoff::N,посто́,tela
477,Stoff::N,посто́,tejido
478,Nadel::N,и́ме,aguja
479,Faden::N,шӱ́ртӧ,hilo
480,Knopf::N,по́лдыш,botón
481,Knoten::N,пышке́м,nudo
482,Farbe::N,чия́,pintura
483,Kleidung::N,чие́м,ropa
484,Kleidung::N,чие́м,vestidos
485,Kleidung::N,вурге́м,ropa
486,Kleidung::N,вурге́м,vestidos
487,Hemd::N,ту́выр,camisa
488,Kragen::N,сога́,cuello
489,Ärmel::N,шокш,manga
490,Hose::N,йола́ш,pantalón
491,Gürtel::N,ӱ́штӧ,cinturón
492,Mütze::N,упш,gorro
493,Schuh::N,боти́нке,zapato
494,Stiefel::N,кем,bota
495,Ring::N,шерга́ш,anillo
496,Band::N,тасма́,cinta
497,Band::N,ле́нте,cinta
498,Kamm::N,шерге́,peine
499,Spiegel::N,вошто́нчыш,espejo
500,Riemen::N,кӱзанӱ́штӧ,correa
501,Schnur::N,кере́м,cuerda
502,Schnur::N,кандыра́,cuerda
503,Leine::N,вӱра́ҥ,correa
504,Decke::N,леве́дыш,manta
505,Decke::N,одея́л,manta
506,Kissen::N,кӱ́пчык,almohada
507,Tuch::N,шо́выч,pañuelo
508,Handtuch::N,со́лык,toalla
509,Kraft::N,вий,fuerza
510,Kraft::N,куа́т,fuerza
511,Stärke::N,куа́т,fuerza
512,Stärke::N,карма́н,fuerza
513,Gesundheit::N,таза́лык,salud
514,Krankheit::N,чер,enfermedad
515,Schmerz::N,ко́рштыш,dolor
516,Wunde::N,су́сыр,llaga
517,Wunde::N,су́сыр,herida
518,Fieber::N,йӱштыму́ж,fiebre
519,Fieber::N,лихора́дке,fiebre
520,Arznei::N,эм,medicina
521,Arznei::N,эм,medicamento
522,Brücke::N,кӱва́р,puente
523,Brunnen::N,вӱдвыне́м,pozo
524,Weide::N,нурше́р,pasto
525,Pfad::N,йолго́рно,sendero
526,Pfad::N,сокма́к,sendero
527,Weg::N,ко́рно,camino
528,Straße::N,ко́рно,vía
529,Straße::N,ко́рно,carretera
530,Dorf::N,ял,aldea
531,Dorf::N,ял,pueblo
532,Stadt::N,ола́,ciudad
533,Brief::N,се́рыш,carta
534,Buch::N,книга́,libro
535,Buchstabe::N,буква́,letra
536,Buchstabe::N,буква́,carácter
537,Zeitung::N,газе́т,diario
538,Zeitung::N,газе́т,periódico
539,Leben::N,и́лыш,vida
540,Tod::N,колыма́ш,muerte
541,Grab::N,шӱга́р,tumba
542,Grab::N,шӱга́р,sepulcro
543,Kirche::N,че́рке,iglesia
544,Sünde::N,су́лык,pecado
545,Gott::N,ю́мо,dios
546,Arbeiter::N,паша́зе,obrero
547,Arbeiter::N,паша́зе,trabajador
548,Chef::N,тӧра́,jefe
549,Meister::N,маста́р,maestro
550,Arzt::N,врач,médico
551,Lehrer::N,ту́ныктышо,profesor
552,Geld::N,окса́,dinero
553,Geschäft::N,сатулыма́ш,negocio
554,Laden::N,ке́выт,tienda
555,Preis::N,ак,precio
556,Ware::N,сату́,mercancía
557,Nutzen::N,пайда́,provecho
558,Reichtum::N,поя́нлык,riqueza
559,Welt::N,тӱня́,mundo
560,Land::N,эл,país
561,Staat::N,кугыжа́ныш,Estado
562,König::N,кугыжа́,rey
563,Macht::N,власть,poder
564,Macht::N,власть,potencia
565,Grenze::N,грани́ца,frontera
566,Krieg::N,сар,guerra
567,Feind::N,тушма́н,enemigo
568,Gewalt::N,виешлыма́ш,violencia
569,Kampf::N,кредалма́ш,lucha
570,Kampf::N,кредалма́ш,combate
571,Bogen[Waffe]::N,юҥе́ж,arco
572,Pfeil::N,пикш,flecha
573,Gewehr::N,пыча́л,fusil
574,Gewehr::N,пыча́л,escopeta
575,Fehler::N,йо́ҥылыш,error
576,Lüge::N,шоя́к,mentira
577,Schaden::N,зия́н,daño
578,Unglück::N,эҥге́к,desgracia
579,Schuld::N,тита́к,culpa
580,Schuld::N,йола́,culpa
581,Alter::N,ийго́т,edad
582,Schluss::N,муча́ш,fin
583,Schluss::N,муча́ш,final
584,Zeit::N,жап,tiempo
585,Zeit::N,па́гыт,tiempo
586,Tag::N,ке́че,día
587,Morgen::N,эр,mañana
588,Mittag::N,кечыва́л,mediodía
589,Abend::N,кас,noche
590,Nacht::N,йӱд,noche
591,Woche::N,арня́,semana
592,Monat::N,ты́лзе,mes
593,Jahr::N,ий,año
594,Frühling::N,шо́шо,primavera
595,Sommer::N,кеҥе́ж,verano
596,Herbst::N,шы́же,otoño
597,Winter::N,те́ле,invierno
598,Januar::N,шоркыйол,enero
599,Januar::N,идалыкву́й,enero
600,Januar::N,янва́рь,enero
601,Februar::N,пургыж,febrero
602,Februar::N,февра́ль,febrero
603,März::N,ӱярня,marzo
604,März::N,март,marzo
605,April::N,апре́ль,abril
606,Mai::N,ага,mayo
607,Mai::N,май,mayo
608,Juni::N,пеледыш,junio
609,Juni::N,ию́нь,junio
610,Juli::N,сӱрем,julio
611,Juli::N,ию́ль,julio
612,August::N,сорла,agosto
613,August::N,агарма́н,agosto
614,August::N,а́вгуст,agosto
615,September::N,идым,septiembre
616,September::N,сентя́брь,septiembre
617,Oktober::N,шыжа,octubre
618,Oktober::N,октя́брь,octubre
619,November::N,кылме тылзе,noviembre
620,November::N,ноя́брь,noviembre
621,Dezember::N,дека́брь,diciembre
622,Montag::N,шо́чмо,lunes
623,Dienstag::N,ку́шкыжмо,martes
624,Mittwoch::N,вӱрге́че,miércoles
625,Donnerstag::N,изарня́,jueves
626,Freitag::N,кугарня́,viernes
627,Samstag::N,шуматке́че,sábado
628,Sonntag::N,рушарня́,domingo
629,groß::A,кугу́,grande
630,klein::A,изи́,pequeño
631,lang::A,кужу́,largo
632,kurz::A,кӱ́чык,corto
633,breit::A,кумда́,ancho
634,schmal::A,а́ҥысыр,estrecho
635,dicht::A,ну́гыдо,denso
636,dick[Gegenstand]::A,кӱ́жгӧ,grueso
637,dünn::A,ви́чкыж,fino
638,dünn::A,ви́чкыж,delgado
639,fein::A,ты́гыде,fino
640,fein::A,ты́гыде,delicado
641,fest::A,чо́ткыдо,firme
642,fest::A,чо́ткыдо,sólido
643,flach::A,лапка́,plano
644,glatt::A,яклака́,liso
645,hart::A,пе́ҥгыде,duro
646,weich::A,пу́шкыдо,muelle
647,rund::A,йырге́шке,redondo
648,spitz::A,коша́р,agudo
649,spitz::A,коша́р,apuntado
650,scharf::A,пӱ́сӧ,agudo
651,scharf::A,пӱ́сӧ,afilado
652,stumpf::A,токма́к,sin filo
653,schwer::A,не́ле,pesado
654,schön::A,сы́лне,bello
655,schön::A,сы́лне,hermoso
656,heiß::A,шо́кшо,caluroso
657,warm::A,ле́ве,cálido
658,warm::A,ле́ве,caliente
659,kalt::A,йӱ́штӧ,frío
660,kühl::A,юа́лге,fresco
661,kühl::A,южгата́,fresco
662,frisch::A,свежа́,fresco
663,feucht::A,вӱ́дыжгӧ,húmedo
664,nass::A,нӧ́рӧ,mojado
665,trocken::A,ку́кшо,seco
666,voll::A,тич,lleno
667,leer::A,яра́,vacío
668,offen::A,виш,abierto
669,geschlossen::A,пе́тырыме,cerrado
670,geschlossen::A,тӱ́чмӧ,cerrado
671,sauber::A,ару́,limpio
672,sauber::A,янда́р,limpio
673,schmutzig::A,лавыра́н,sucio
674,schmutzig::A,ла́выргыше,sucio
675,roh::A,кӱ́чымӧ,crudo
676,reif::A,лӧза́,maduro
677,lecker::A,ту́тло,rico
678,lecker::A,ту́тло,sabroso
679,süß::A,ше́ре,dulce
680,bitter::A,ко́чо,amargo
681,sauer::A,шо́по,agrio
682,hell::A,во́лгыдо,claro
683,dunkel::A,пычке́мыш,oscuro
684,schwarz::A,шола́,negro
685,weiß::A,ош,blanco
686,rot::A,йошка́р,rojo
687,gelb::A,сар,amarillo
688,blau::A,ка́нде,azul
689,grün::A,ужа́р,verde
690,grau::A,сур,gris
691,bunt::A,олача́,multicolor
692,billig::A,шу́лдо,barato
693,teuer::A,ше́рге,caro
694,wertvoll::A,шергака́н,valioso
695,wertvoll::A,шергака́н,precioso
696,blind::A,со́кыр,ciego
697,taub::A,соҥгыра́,sordo
698,kräftig::A,куа́тле,fuerte
699,stark::A,вия́н,fuerte
700,stark::A,вия́н,vigoroso
701,schwach::A,а́лдыме,débil
702,fett::A,коя́,obeso
703,schlank::A,йоштката́,esbelto
704,schlank::A,яжу́,esbelto
705,hübsch::A,чеве́р,mono
706,hübsch::A,чеве́р,guapo
707,böse::A,шы́де,malo
708,dumm::A,аҥыра́,tonto
709,dumm::A,аҥыра́,estúpido
710,faul::A,його,vago
711,faul::A,його,perezoso
712,fleißig::A,ты́ршыше,aplicado
713,fleißig::A,ты́ршыше,diligente
714,geizig::A,чаҥга́,avaro
715,klug::A,уша́н,sensato
716,klug::A,уша́н,inteligente
717,geschickt::A,уста́,hábil
718,lieb::A,ала́л,querido
719,lustig::A,весела́,alegre
720,sanft::A,ны́жылге,suave
721,hungrig::A,шу́жышо,hambriento
722,krank::A,че́рле,enfermo
723,nackt::A,чарама́т,desnudo
724,traurig::A,ойга́н,triste
725,lebendig::A,и́лыше,vivo
726,lebendig::A,и́лыше,viviente
727,gut::A,сай,bueno
728,schlecht::A,уда́,malo
729,schlecht::A,шӱ́кшӧ,malo
730,richtig::A,чы́нле,justo
731,richtig::A,чы́нле,correcto
732,schlimm::A,аля́к,malo
733,schlimm::A,аля́к,grave
734,schlimm::A,тыра́н,malo
735,schlimm::A,тыра́н,grave
736,wahr::A,чы́нле,verídico
737,wahr::A,чы́нле,verdadero
738,wahr::A,настоя́щий,verídico
739,wahr::A,настоя́щий,verdadero
740,alt::A,то́што,viejo
741,neu::A,у,nuevo
742,ehemalig::A,о́нчычсо,antiguo
743,ehemalig::A,онда́кысе,antiguo
744,alt[Lebewesen]::A,шо́нто,viejo
745,jung::A,са́мырык,joven
746,arm::A,нужна́,pobre
747,reich::A,поя́н,rico
748,bekannt::A,па́лыме,conocido
749,berühmt::A,лӱ́млӧ,famoso
750,berühmt::A,лӱ́млӧ,célebre
751,fremd::A,йот,extraño
752,verschieden::A,тӱ́рлӧ,diverso
