,Concept_ID,tt,az
101,Schmutz::N,пычрак,çamır
102,See::N,күл,göl
103,Sumpf::N,саз,bataqlıq
104,Moor::N,торфлык,bataqlıq
105,Wiese::N,болын,çəmən
106,Wald::N,урман,meşə
107,Hügel::N,калку,təpə
108,Anhöhe::N,үр,təpə
109,Berg::N,тау,dağ
110,Gipfel::N,оч,zirvə
111,Höhle::N,мәгарә,mağara
112,Abhang::N,кабырга,yamac
113,Quelle::N,чишмә,bulaq
114,Bach::N,елга,kiçik çay
115,Fluss::N,дәрья,çay
116,Ufer::N,су кырые,kənar
117,Küste::N,яр буе,sahil
118,Festland::N,коры җир,materik
119,Meer::N,диңгез,dəniz
120,Bucht::N,бухта,körfəz
121,Bucht::N,култык,körfəz
122,Insel::N,атау,ada
123,Insel::N,утрау,ada
124,Blume::N,чәчкә,çiçək
125,Gras::N,үлән,ot
126,Wurzel::N,тамыр,kök
127,Baum::N,агач,ağac
128,Stamm::N,кәүсә,gövdə
129,Rinde::N,кабык,qabıq
130,Ast::N,ботак,şax
131,Zweig::N,ботак,budaq
132,Zweig::N,тармак,budaq
133,Blatt::N,яфрак,yarpaq
134,Birke::N,каен,tozağacı
135,Kiefer[Baum]::N,нарат,şam
136,Weide[Baum]::N,тал,söyüd
137,Tanne::N,чыршы,küknar
138,Horn::N,мөгез,buynuz
139,Feder::N,йон,tük
140,Feder::N,йон,lələk
141,Fell::N,тире,xəz
142,Flügel::N,канат,qanad
143,Klaue::N,тырнак,pəncə
144,Kralle::N,тырнак,dırnaq
145,Schwanz::N,койрык,quyruq
146,Ei::N,күкәй,yumurta
147,Ei::N,йомырка,yumurta
148,Nest::N,оя,yuva
149,Bau::N,өн,yuva
150,Tier::N,хайван,heyvan
151,Herde::N,көтү,sürü
152,Kuh::N,сыер,inək
153,Bulle::N,үгез,öküz
154,Pferd::N,ат,at
155,Schaf::N,сарык,qoyun
156,Schwein::N,дуңгыз,donuz
157,Hund::N,эт,it
158,Hund::N,эт,köpək
159,Katze::N,песи,pişik
160,Bär::N,аю,ayı
161,Eichhörnchen::N,тиен,dələ
162,Elch::N,поши,sığın
163,Fuchs::N,төлке,tülkü
164,Hase::N,куян,dovşan
165,Maus::N,тычкан,siçan
166,Wolf::N,бүре,qurd
167,Vogel::N,кош,quş
168,Schwarm::N,көтү,sürü
169,Huhn::N,тавык,toyuq
170,Hahn::N,әтәч,xoruz
171,Gans::N,каз,qaz
172,Adler::N,каракош,qartal
173,Adler::N,каракош,qaraquş
174,Ente::N,үрдәк,ördək
175,Eule::N,ябалак,bayquş
176,Kranich::N,торна,durna
177,Krähe::N,карга,qarğa
178,Kuckuck::N,күке,ququ
179,Kuckuck::N,кәккүк,ququ
180,Schwan::N,аккош,qu quşu
181,Fisch::N,балык,balıq
182,Barsch::N,алабуга,tar
183,Hecht::N,чуртан,durnabalığı
184,Schlange[Tier]::N,елан,ilan
185,Wurm::N,корт,qurd
186,Spinne::N,үрмәкүч,hörümçək
187,Ameise::N,кырмыска,qarışqa
188,Laus::N,бет,bit
189,Mücke::N,черки,ağcaqanad
190,Mücke::N,озынборын,ağcaqanad
191,Fliege::N,чебен,milçək
192,Schmetterling::N,күбәләк,kəpənək
193,Beere::N,җиләк,gilə
194,Apfel::N,алма,alma
195,Pilz::N,гөмбә,göbələk
196,Zwiebel::N,суган,soğan
197,Zwiebel::N,суганбаш,soğan
198,Saat::N,орлык,əkin
199,Korn::N,иген,taxıl
200,Korn::N,орлык,taxıl
201,Heu::N,печән,quru ot
202,Schale::N,кабык,qabıq
203,Grube::N,баз,çuxur
204,Grube::N,чокыр,çuxur
205,Falle::N,тозак,tələ
206,Falle::N,тозак,duzaq
207,Falle::N,капкын,tələ
208,Falle::N,капкын,duzaq
209,Schlinge::N,элмәк,ilmək
210,Spur::N,эз,iz
211,Asche::N,көл,kül
212,Dreck::N,пычрак,kir
213,Eisen::N,тимер,dəmir
214,Gold::N,алтын,altun
215,Silber::N,көмеш,gümüş
216,Kohle::N,күмер,kömür
217,Glas::N,пыяла,şüşə
218,Lehm::N,балчык,gil
219,Lehm::N,балчык,palçıq
220,Sand::N,ком,qum
221,Mensch::N,адәм,adam
222,Mensch::N,адәм,insan
223,Mensch::N,инсан,adam
224,Mensch::N,инсан,insan
225,Mann::N,ир,kişi
226,Frau::N,хатын,qadın
227,Kind::N,бала,uşaq
228,Junge::N,малай,oğlan
229,Mädchen::N,кыз,qız
230,Familie::N,гаилә,ailə
231,Großvater::N,бабай,baba
232,Großmutter::N,әби,nənə
233,Eltern::N,ата-ана,valideyn
234,Vater::N,ата,ata
235,Mutter::N,ана,ana
236,Sohn::N,ул,oğul
237,Tochter::N,кыз,qız
238,Bruder::N,кардәш,qardaş
239,Schwester::N,апа,bacı
240,Schwester::N,сеңел,bacı
241,Onkel::N,дәдә,əmi
242,Onkel::N,дәдә,dayı
243,Onkel::N,дәдәй,əmi
244,Onkel::N,дәдәй,dayı
245,Tante::N,түти,bibi
246,Tante::N,тәтәй,bibi
247,Ehemann::N,ир,ər
248,Ehefrau::N,хатын,arvad
249,Freude::N,сөенеч,nəşə
250,Freude::N,сөенеч,sevinc
251,Gelächter::N,көлү,gülüş
252,Gelächter::N,көлү,qəhqəhə
253,Gelächter::N,көлеш,gülüş
254,Gelächter::N,көлеш,qəhqəhə
255,Glück::N,бәхет,səadət
256,Glück::N,бәхет,xoşbəxtlik
257,Kummer::N,хәсрәт,qəm
258,Kummer::N,хәсрәт,kədər
259,Wunsch::N,теләк,arzu
260,Lust::N,теләк,həvəs
261,Lust::N,теләү,həvəs
262,Geist::N,рух,ruh
263,Gedanke::N,уй,fikir
264,Gedanke::N,уй,düşüncə
265,Gedanke::N,фикер,fikir
266,Gedanke::N,фикер,düşüncə
267,Gedächtnis::N,хәтер,xatir
268,Gedächtnis::N,хәтер,hafizə
269,Verstand::N,акыл,ağıl
270,Sinn::N,мәгънә,məna
271,Grund::N,сәбәп,səbəb
272,Wahrheit::N,хак,haqq
273,Wahrheit::N,хак,doğruluq
274,Gespräch::N,әңгәмә,söhbət
275,Gespräch::N,әңгәмә,qonuşma
276,Märchen::N,әкият,nağıl
277,Erzählung::N,хикәя,hekayə
278,Nachricht::N,хәбәр,xəbər
279,Neuigkeit::N,яңалык,xəbər
280,Neuigkeit::N,яңалык,yenilik
281,Name::N,исем,ad
282,Rätsel::N,табышмак,tapmaca
283,Rede::N,нотык,nitq
284,Sprache::N,тел,dil
285,Stimme::N,тавыш,səs
286,Wort::N,сүз,söz
287,Wort::N,сүз,kəlmə
288,Zeichen::N,ишарә,nişan
289,Ruf::N,дәшү,çığırtı
290,Lärm::N,шау,gurultu
291,Laut::N,аваз,səs
292,Ton::N,шалтырату,ton
293,Lied::N,җыр,mahnı
294,Ruhe::N,тынлык,sakitlik
295,Leute::N,халык,xalq
296,Volk::N,халык,millət
297,Arbeit::N,эш,iş
298,Arbeit::N,эш,əmək
299,Arbeit::N,хезмәт,iş
300,Arbeit::N,хезмәт,əmək
301,Gast::N,кунак,qonaq
302,Gast::N,кунак,müsafir
303,Geschenk::N,бүләк,hədiyyə
304,Spiel::N,уен,oyun
305,Spiel::N,уен,tamaşa
306,Gesellschaft::N,җәмгыять,cəmiyyet
307,Hilfe::N,ярдәм,kömək
308,Hilfe::N,ярдәм,yardım
309,Hilfe::N,булышлык,kömək
310,Hilfe::N,булышлык,yardım
311,Freund::N,дус,dost
312,Kamerad::N,иптәш,yoldaş
313,Angelegenheit::N,эш,iş
314,Anzahl::N,микъдар,say
315,Art::N,төр,çeşid
316,Stück::N,кисәк,dənə
317,Stück::N,кисәк,parça
318,Teil::N,өлеш,qisim
319,Hälfte::N,ярым,yarım
320,Kreis::N,түгәрәк,dairə
321,Kreuz::N,хач,xaç
322,Kreuz::N,тәре,xaç
323,Linie::N,сызык,xətt
324,Strich::N,сызык,cızıq
325,Abstand::N,ара,məsafə
326,Entfernung::N,ераклык,məsafə
327,Entfernung::N,ераклык,uzaqlıq
328,Gegend::N,урын,bölgə
329,Platz::N,бушлык,yer
330,Ort::N,урын,yer
331,Seite::N,як,yan
332,Seite::N,як,tərəf
333,Mitte::N,урта,orta
334,Gegenstand::N,нәрсә,şey
335,Sache::N,нәрсә,şey
336,Rand::N,чит,kənar
337,Kante::N,кырый,tiyə
338,Kante::N,кырый,kənar
339,Ecke::N,почмак,bucaq
340,Spitze::N,оч,uc
341,Ende::N,азак,son
342,Ende::N,азак,axır
343,Loch::N,тишек,deşik
344,Winkel::N,почмак,guşə
345,Muster::N,парча,ülgü
346,Größe::N,зурлык,böyüklük
347,Länge::N,озынлык,uzunluq
348,Höhe::N,биеклек,yüksəklik
349,Gewicht::N,авырлык,çəki
350,Gewicht::N,авырлык,ağırlıq
351,Menge::N,микъдар,miqdar
352,Haufen::N,өем,yığın
353,Reihe::N,рәт,səf
354,Reihe::N,рәт,sıra
355,Boot::N,каек,qayıq
356,Boot::N,көймә,qayıq
357,Ruder::N,ишкәк,kürək
358,Schlitten::N,чана,kirşə
359,Ski::N,чаңгы,xizək
360,Lagerfeuer::N,костёр,düşərgə tonqalı
361,Last::N,йөк,yük
362,Gang::N,йөреш,yeriş
363,Schritt::N,адым,addım
364,Norden::N,төньяк,şimal
365,Süden::N,көньяк,cənub
366,Westen::N,көнбатыш,qərb
367,Osten::N,шәрык,şərq
368,Osten::N,көнчыгыш,şərq
369,Holz::N,агач,ağac
370,Holz::N,агач,taxta
371,Brett::N,такта,taxta
372,Platte::N,плитә,lövhə
373,Stütze::N,таяу,dayaq
374,Stütze::N,таяу,dəstək
375,Stange::N,колга,şüvül
376,Stock::N,таяк,dəyənək
377,Stab::N,таяк,əsa
378,Stab::N,таяк,şüvül
379,Rohr::N,торба,boru
380,Rohr::N,торба,truba
381,Haus::N,өй,ev
382,Haus::N,йорт,ev
383,Heim::N,гаилә,ev
384,Heim::N,нәсел,ev
385,Ofen::N,мич,peç
386,Ofen::N,мич,soba
387,Fußboden::N,идән,döşəmə
388,Tisch::N,өстәл,masa
389,Stuhl::N,утыргыч,stul
390,Wiege::N,бишек,beşik
391,Bett::N,ятак,yataq
392,Bett::N,урын-җир,yataq
393,Regal::N,киштә,rəf
394,Regal::N,шүрлек,rəf
395,Kiste::N,әрҗә,yeşik
396,Kiste::N,әрҗә,sandıq
397,Fenster::N,тәрәзә,pəncərə
398,Tür::N,ишек,qapı
399,Tor::N,капка,darvaza
400,Zaun::N,койма,çəpər
401,Dach::N,түбә,dam
402,Leiter::N,баскыч,nərdivan
403,Besen::N,себерке,süpürgə
404,Spaten::N,көрәк,kürək
405,Schaufel::N,көрәк,kürək
406,Gabel::N,чәннечке,çəngəl
407,Löffel::N,кашык,qaşıq
408,Messer::N,пычак,bıçaq
409,Nagel::N,кадак,mıx
410,Netz::N,челтәр,tor
411,Haken::N,ыргак,çəngəl
412,Griff::N,тотка,qulp
413,Griff::N,тотка,tutacaq
414,Schloss::N,йозак,qıfıl
415,Bild::N,рәсем,rəsm
416,Bild::N,картина,rəsm
417,Figur::N,сын,şəkil
418,Figur::N,сын,heykəl
419,Figur::N,фигура,şəkil
420,Figur::N,фигура,heykəl
421,Puppe::N,курчак,kukla
422,Puppe::N,курчак,gəlincik
423,Beutel::N,луза,kisə
424,Beutel::N,луза,torba
425,Bündel::N,бәйләм,bağlama
426,Tasche::N,букча,çanta
427,Eimer::N,чиләк,vedrə
428,Eimer::N,чиләк,çəllək
429,Deckel::N,капкач,qapaq
430,Geschirr::N,савыт-саба,qab-qazan
431,Geschirr::N,кашык-аяк,qab-qazan
432,Sack::N,капчык,çuval
433,Tasse::N,чынаяк,fincan
434,Topf::N,чүлмәк,qazan
435,Kessel::N,казан,qazan
436,Essen::N,ашау,yemək
437,Nahrung::N,азык,qida
438,Nahrung::N,тәгам,qida
439,Nahrung::N,ашамлык,qida
440,Speise::N,ризык,xörək
441,Fleisch::N,ит,ət
442,Getreide::N,ашлык,taxıl
443,Brei::N,ботка,aş
444,Brei::N,ботка,sıyıq
445,Brot::N,ипи,çörək
446,Brot::N,икмәк,çörək
447,Scheibe::N,телем,dilim
448,Fett::N,май,yağ
449,Butter::N,май,kərə yağı
450,Öl::N,май,yağ
451,Salz::N,тоз,duz
452,Suppe::N,шулпа,şorba
453,Honig::N,бал,bal
454,Milch::N,сөт,süd
455,Tee::N,чәй,çay
456,Leder::N,күн,dəri
457,Wolle::N,йон,yun
458,Stoff::N,тукыма,qumaş
459,Nadel::N,энә,iynə
460,Faden::N,җеп,sap
461,Knopf::N,төймә,düymə
462,Knoten::N,төен,düyün
463,Farbe::N,буяу,boya
464,Kleidung::N,кием,geyim
465,Hemd::N,күлмәк,köynək
466,Kragen::N,яка,yaxa
467,Ärmel::N,җиң,qol
468,Hose::N,чалбар,şalvar
469,Gürtel::N,билбау,kəmər
470,Mütze::N,бүрек,şapka
471,Schuh::N,башмак,tufli
472,Schuh::N,башмак,ayaqqabı
473,Stiefel::N,итек,çəkmə
474,Ring::N,балдак,üzük
475,Band::N,тасма,lent
476,Kamm::N,тарак,daraq
477,Spiegel::N,көзге,güzgü
478,Riemen::N,каеш,qayış
479,Schnur::N,бау,ip
480,Leine::N,тезген,kəmsik
481,Decke::N,юрган,ədyal
482,Decke::N,юрган,yorğan
483,Kissen::N,мендәр,yastıq
484,Tuch::N,яулык,şarf
485,Tuch::N,яулык,kaşne
486,Handtuch::N,сөлгә,dəsmal
487,Kraft::N,егәр,güc
488,Kraft::N,дәрман,güc
489,Stärke::N,көч,qüvvət
490,Stärke::N,дәрман,qüvvət
491,Gesundheit::N,саулык,sağlamlıq
492,Krankheit::N,чир,xəstəlik
493,Krankheit::N,хаста,xəstəlik
494,Krankheit::N,сырхау,xəstəlik
495,Schmerz::N,авырту,ağrı
496,Schmerz::N,авырту,sancı
497,Wunde::N,яра,yara
498,Wunde::N,җәрәхәт,yara
499,Fieber::N,бизгәк,isitmə
500,Fieber::N,бизгәк,qızdırma
501,Arznei::N,дару,ilaç
502,Arznei::N,дару,dərman
503,Brücke::N,күпер,körpü
504,Brunnen::N,кое,quyu
505,Weide::N,утлавык,otlaq
506,Pfad::N,сукмак,cığır
507,Weg::N,юл,yol
508,Straße::N,урам,küçə
509,Dorf::N,авыл,kənd
510,Stadt::N,шәһәр,şəhər
511,Brief::N,хат,məktub
512,Buch::N,китап,kitab
513,Buchstabe::N,хәреф,hərf
514,Zeitung::N,газет,qəzet
515,Zeitung::N,газета,qəzet
516,Leben::N,гомер,həyat
517,Leben::N,тормыш,həyat
518,Leben::N,тереклек,həyat
519,Tod::N,үлем,ölüm
520,Grab::N,гүр,qəbir
521,Grab::N,кабер,qəbir
522,Kirche::N,чиркәү,kilsə
523,Sünde::N,язык,günah
524,Sünde::N,гөнаһ,günah
525,Gott::N,алла,tanrı
526,Gott::N,ходай,tanrı
527,Arbeiter::N,эшче,işçi
528,Chef::N,башлык,şef
529,Chef::N,башлык,rəis
530,Meister::N,оста,usta
531,Arzt::N,врач,həkim
532,Arzt::N,врач,doktor
533,Arzt::N,табиб,həkim
534,Arzt::N,табиб,doktor
535,Lehrer::N,укытучы,müəllim
536,Lehrer::N,мөгаллим,müəllim
537,Geld::N,акча,pul
538,Geschäft::N,эш,ticarət
539,Laden::N,кибет,dükan
540,Laden::N,магазин,dükan
541,Preis::N,бәя,qiymət
542,Preis::N,бәһа,qiymət
543,Ware::N,товар,mal
544,Nutzen::N,файда,fayda
545,Reichtum::N,байлык,zənginlik
546,Welt::N,дөнья,aləm
547,Welt::N,дөнья,dünya
548,Land::N,ил,ölkə
549,Staat::N,дәүләт,dövlət
550,König::N,патша,kral
551,König::N,патша,məlik
552,Macht::N,хакимият,qüdrət
553,Grenze::N,чик,hüdud
554,Grenze::N,чик,sərhət
555,Krieg::N,сугыш,hərb
556,Krieg::N,сугыш,müharibə
557,Feind::N,дошман,düşmən
558,Gewalt::N,көчләү,cəbr
559,Kampf::N,көрәш,savaş
560,Bogen[Waffe]::N,җәя,yay
561,Pfeil::N,ук,ox
562,Gewehr::N,мылтык,tüfəng
563,Fehler::N,хата,xəta
564,Lüge::N,ялган,yalan
565,Schaden::N,зыян,ziyan
566,Schaden::N,зарар,ziyan
567,Unglück::N,бәла,bəla
568,Schuld::N,гаеп,təqsir
569,Alter::N,яшь,yaş
570,Schluss::N,ахыр,son
571,Zeit::N,заман,vaxt
572,Zeit::N,заман,zaman
573,Tag::N,көн,gün
574,Morgen::N,иртә,sabah
575,Mittag::N,өйлә,günorta
576,Abend::N,кич,axşam
577,Nacht::N,төн,gecə
578,Woche::N,атна,həftə
579,Monat::N,ай,ay
580,Jahr::N,ел,il
581,Frühling::N,яз,yaz
582,Frühling::N,яз,bahar
583,Sommer::N,җәй,yay
584,Herbst::N,көз,payız
585,Winter::N,кыш,qış
586,Januar::N,гыйнвар,Janvar
587,Februar::N,февраль,Fevral
588,März::N,март,Mart
589,April::N,апрель,Aprel
590,Mai::N,май,May
591,Juni::N,июнь,İyun
592,Juli::N,июль,İyul
593,August::N,август,Avqust
594,September::N,сентябрь,Sentyabr
595,Oktober::N,октябрь,Oktyabr
596,November::N,ноябрь,Noyabr
597,Dezember::N,декабрь,Dekabr
598,Montag::N,дүшәмбе,bazar ertəsi
599,Dienstag::N,сишәмбе,çərşənbə axşamı
600,Mittwoch::N,чәршәмбе,çərşənbə
601,Donnerstag::N,атнакич,cüme axşamı
602,Donnerstag::N,пәнҗешәмбе,cüme axşamı
603,Freitag::N,җомга,cüme
604,Samstag::N,шимбә,şənbə
605,Sonntag::N,якшәмбе,bazar
606,groß::A,зур,böyük
607,klein::A,кечкенә,kiçik
608,lang::A,озын,uzun
609,kurz::A,кыска,qısa
610,breit::A,киң,enli
611,breit::A,киң,geniş
612,schmal::A,кысык,dar
613,dicht::A,куе,sıx
614,dick[Gegenstand]::A,калын,qalın
615,dünn::A,нечкә,nazik
616,fein::A,нәзакәтле,incə
617,fest::A,нык,bərk
618,fest::A,нык,möhkəm
619,flach::A,яссы,düz
620,flach::A,ялпак,düz
621,glatt::A,шома,hamar
622,hart::A,каты,sərt
623,weich::A,йомшак,yumşaq
624,rund::A,түгәрәк,yuvarlaq
625,spitz::A,очлы,uclu
626,spitz::A,очлы,sivri
627,scharf::A,үткен,kəskin
628,stumpf::A,үтмәс,küt
629,schwer::A,салмак,ağır
630,schön::A,гүзәл,gözəl
631,schön::A,гүзәл,gəşəng
632,heiß::A,эссе,isti
633,warm::A,җылы,ilıq
634,kalt::A,суык,soyuq
635,kalt::A,салкын,soyuq
636,kühl::A,салкынча,sərin
637,frisch::A,салкынча,təzə
638,feucht::A,юеш,nəm
639,nass::A,дымлы,yaş
640,trocken::A,коры,quru
641,voll::A,тулы,dolu
642,leer::A,буш,boş
643,offen::A,ачык,açıq
644,geschlossen::A,йомык,qapalı
645,sauber::A,пакь,təmiz
646,sauber::A,чиста,təmiz
647,schmutzig::A,керле,kirli
648,schmutzig::A,пычрак,kirli
649,roh::A,чи,çiy
650,reif::A,өлгергән,yetişmiş
651,lecker::A,тәмле,dadlı
652,lecker::A,тәмле,ləzzətli
653,süß::A,татлы,şirin
654,bitter::A,ачы,acı
655,sauer::A,әче,turş
656,hell::A,якты,aydın
657,dunkel::A,кара,qaranlıq
658,schwarz::A,кара,qara
659,weiß::A,ак,ağ
660,rot::A,кызыл,qırmızı
661,gelb::A,сары,sarı
662,blau::A,күк,göy
663,blau::A,күк,mavi
664,grün::A,яшел,yaşıl
665,grau::A,соры,boz
666,bunt::A,чуар,əlvan
667,bunt::A,чуар,rəngli
668,billig::A,арзан,ucuz
669,teuer::A,хаклы,bahalı
670,wertvoll::A,кыйммәтле,qiymətli
671,blind::A,сукыр,kor
672,blind::A,күзсез,kor
673,taub::A,чукрак,kar
674,taub::A,саңгырау,kar
675,kräftig::A,егәрле,güclü
676,stark::A,нык,qüvvətli
677,stark::A,базык,qüvvətli
678,schwach::A,зәгыйфь,zəif
679,schwach::A,зәгыйфь,gücsüz
680,fett::A,симез,şişman
681,schlank::A,нәзек,zərif
682,hübsch::A,чибәр,göyçək
683,böse::A,усал,fəna
684,dumm::A,акылсыз,axmaq
685,faul::A,ялкау,tənbəl
686,faul::A,иренчәк,tənbəl
687,fleißig::A,тырыш,çalışqan
688,fleißig::A,тырышучан,çalışqan
689,geizig::A,саран,xəsis
690,klug::A,акыллы,ağıllı
691,geschickt::A,маһир,bacarıqlı
692,lieb::A,сөекле,əziz
693,lieb::A,сөекле,sevimli
694,lustig::A,күңелле,məzəli
695,lustig::A,күңелле,gülməli
696,sanft::A,басынкы,mülayim
697,hungrig::A,ач,ac
698,krank::A,чирле,xəstə
699,krank::A,сырхау,xəstə
700,nackt::A,шәрә,çılpaq
701,traurig::A,ямансу,qəmgin
702,traurig::A,ямансу,kədərli
703,lebendig::A,тере,canlı
704,gut::A,яхшы,yaxşı
705,schlecht::A,начар,pis
706,richtig::A,дөрес,doğru
707,schlimm::A,әшәкә,fəna
708,wahr::A,чып-чын,gərçək
709,alt::A,иске,əski
710,alt::A,иске,köhnə
711,neu::A,яңа,yeni
712,ehemalig::A,элекке,əvvəlki
713,alt[Lebewesen]::A,карт,qoca
714,jung::A,яшь,gənc
715,arm::A,фәкыйрь,kasıb
716,arm::A,фәкыйрь,yoxsul
717,reich::A,бай,zəngin
718,bekannt::A,таныш,tanış
719,berühmt::A,атаклы,məşhur
720,fremd::A,ят,yad
721,verschieden::A,төрле,dürlü
722,nah::A,якын,yaxın
723,fern::A,ерак,uzaq
724,linker::A,сул,sol
725,rechter::A,уң,sağ
726,anderer::A,бүтән,başqa
727,erster::A,беренче,birinci
728,zweiter::A,икенче,ikinci
729,dritter::A,өченче,üçüncü
730,letzter::A,ахыргы,sonuncu
731,letzter::A,ахыргы,axırıncı
732,allein::ADV,ялгыз,tək
733,allein::ADV,ялгыз,yalqız
734,auf einmal::ADV,бердән,birdən
735,zusammen::ADV,бергә,birlikdə
736,lange::ADV,озак,uzun
737,plötzlich::ADV,искәрмәстән,qəfildən
738,sofort::ADV,хәзер,həmən
739,sofort::ADV,хәзер,dərhal
740,später::ADV,соңрак,sonra
741,jetzt::ADV,хәзер,indi
742,heute::ADV,бүген,bugün
743,morgen::ADV,иртәгә,sabah
744,bald::ADV,тиздән,yaxında
745,bald::ADV,тиздән,tezliklə
746,dann::ADV,аннары,onda
747,gestern::ADV,кичә,dünən
748,einst::ADV,берчак,əvvəllər
749,damals::ADV,ул вакытта,o vaxt
750,damals::ADV,ул чакта,o vaxt
751,danach::ADV,да,sonra
752,vorher::ADV,элек,qabaqcadan
753,zuerst::ADV,башта,əvvəl
754,einmal::ADV,бер,bir dəfə
755,einmal::ADV,бер мәртәбә,bir dəfə
756,manchmal::ADV,кайчакта,hərdənbir
757,oft::ADV,еш,tez-tez
758,oft::ADV,еш,çox vaxt
759,immer::ADV,һәркайчан,daimi
760,immer::ADV,һәркайчан,həmişə
761,niemals::ADV,hичбер вакыт,əsla
762,niemals::ADV,hичбер вакыт,heç bir zaman
763,hier::ADV,монда,bura
764,hier::ADV,монда,burada
765,hier::ADV,биредә,bura
766,hier::ADV,биредә,burada
767,hierhin::ADV,монда,buraya
768,von hier::ADV,моннан,buradan
769,dort::ADV,анда,ora
770,dort::ADV,анда,orada
771,dorthin::ADV,тегеләй,oraya
772,geradeaus::ADV,турыдан-туры,düz
773,vorwärts::ADV,алга,irəli
774,rückwärts::ADV,кире,geri
775,zurück::ADV,кире,geriyə
776,unten::ADV,түбәндә,aşağıda
777,hinab::ADV,аска,aşağı
778,oben::ADV,өстә,yuxarıda
779,oben::ADV,югарыда,yuxarıda
780,hinauf::ADV,өскә,yuxarı
781,überall::ADV,hәркайда,hər yerdə
782,nicht::ADV,түгел,-ma-
783,ein wenig::ADV,бераз,bir az
784,kaum::ADV,көчкә,güclə
785,sehr::ADV,бик,çox
786,so::ADV,алай,belə
787,noch::ADV,янә,hələ
788,noch::ADV,тагын,hələ
789,nur::ADV,фәкать,yalnız
790,schon::ADV,инде,artıq
791,wieder::ADV,янә,yenə
792,wieder::ADV,тагын,yenə
793,vergebens::ADV,юкка,boş yerə
794,vor::PRP,алдыннан,önündə
795,hinter::PRP,арттан,arxasında
796,unter::PRP,астында,altında
797,durch::PRP,аша,içindən
798,neben::PRP,тирәсендә,yanında
