,Concept_ID,sk,ro
207,Hecht::N,šťuka,știucă
208,Schlange[Tier]::N,had,șarpe
209,Wurm::N,červ,vierme
210,Spinne::N,pavúk,păianjen
211,Ameise::N,mravec,furnică
212,Laus::N,voš,păduche
213,Mücke::N,komár,țânțar
214,Fliege::N,mucha,muscă
215,Schmetterling::N,motýľ,fluture
216,Beere::N,bobuľa,boabă
217,Apfel::N,jablko,măr
218,Pilz::N,hríb,burete
219,Pilz::N,hríb,ciupercă
220,Zwiebel::N,cibuľa,ceapă
221,Saat::N,osivo,semănătură
222,Korn::N,zrno,grâu
223,Heu::N,seno,fân
224,Schale::N,šupa,coajă
225,Schale::N,škrupina,coajă
226,Grube::N,jama,groapă
227,Falle::N,pasca,cursă
228,Falle::N,pasca,capcană
229,Falle::N,klepec,cursă
230,Falle::N,klepec,capcană
231,Schlinge::N,slučka,laț
232,Spur::N,stopa,dâră
233,Asche::N,popol,cenușă
234,Dreck::N,kal,noroi
235,Dreck::N,kal,murdărie
236,Dreck::N,blato,noroi
237,Dreck::N,blato,murdărie
238,Eisen::N,železo,fier
239,Gold::N,zlato,aur
240,Silber::N,striebro,argint
241,Kohle::N,uhlie,cărbune
242,Glas::N,sklo,sticlă
243,Lehm::N,íl,lut
244,Lehm::N,íl,humă
245,Lehm::N,hlina,lut
246,Lehm::N,hlina,humă
247,Sand::N,piesok,nisip
248,Mensch::N,človek,om
249,Mensch::N,človek,persoană
250,Mann::N,muž,om
251,Mann::N,muž,bărbat
252,Mann::N,chlap,om
253,Mann::N,chlap,bărbat
254,Frau::N,žena,femeie
255,Kind::N,dieťa,copil
256,Junge::N,chlapec,băiat
257,Junge::N,chlapec,flăcău
258,Mädchen::N,dievka,fată
259,Familie::N,rodina,familie
260,Großvater::N,dedo,bunic
261,Großvater::N,dedo,tată mare
262,Großvater::N,starý otec,bunic
263,Großvater::N,starý otec,tată mare
264,Großmutter::N,babička,bunică
265,Großmutter::N,babička,mamă mare
266,Großmutter::N,stará mať,bunică
267,Großmutter::N,stará mať,mamă mare
268,Eltern::N,rodičia,părinți
269,Vater::N,otec,tată
270,Vater::N,otec,părinte
271,Mutter::N,mať,mamă
272,Mutter::N,matka,mamă
273,Sohn::N,syn,fiu
274,Sohn::N,syn,fecior
275,Tochter::N,dcéra,fiică
276,Bruder::N,brat,frate
277,Schwester::N,sestra,soră
278,Onkel::N,ujo,unchi
279,Onkel::N,strýko,unchi
280,Tante::N,teta,mătușă
281,Tante::N,tetka,mătușă
282,Ehemann::N,muž,soț
283,Ehemann::N,muž,bărbat
284,Ehemann::N,manžel,soț
285,Ehemann::N,manžel,bărbat
286,Ehefrau::N,žena,soție
287,Ehefrau::N,manželka,soție
288,Freude::N,radosť,bucurie
289,Gelächter::N,smiech,râset
290,Glück::N,šťastie,fericire
291,Kummer::N,žiaľ,mâhnire
292,Kummer::N,zármutok,mâhnire
293,Wunsch::N,prianie,dorință
294,Wunsch::N,prianie,deziderat
295,Lust::N,chuť,poftă
296,Lust::N,chuť,înclinare
297,Geist::N,duch,duh
298,Geist::N,duch,minte
299,Geist::N,duch,suflet
300,Gedanke::N,myšlienka,gând
301,Gedanke::N,myšlienka,cuget
302,Gedächtnis::N,pamäť,memorie
303,Verstand::N,rozum,minte
304,Verstand::N,rozum,intelect
305,Sinn::N,zmysel,sens
306,Sinn::N,zmysel,înțeles
307,Grund::N,dôvod,cauză
308,Grund::N,dôvod,pricină
309,Grund::N,príčina,cauză
310,Grund::N,príčina,pricină
311,Wahrheit::N,pravda,adevăr
312,Gespräch::N,reč,convorbire
313,Gespräch::N,reč,conversație
314,Gespräch::N,rozhovor,convorbire
315,Gespräch::N,rozhovor,conversație
316,Märchen::N,rozprávka,basm
317,Märchen::N,rozprávka,poveste
318,Erzählung::N,poviedka,poveste
319,Nachricht::N,správa,veste
320,Neuigkeit::N,novinka,noutate
321,Neuigkeit::N,novinka,actualitate
322,Name::N,meno,nume
323,Rätsel::N,záhada,ghicitoare
324,Rätsel::N,hádanka,ghicitoare
325,Rede::N,reč,discurs
326,Sprache::N,reč,limbă
327,Sprache::N,reč,limbaj
328,Sprache::N,jazyk,limbă
329,Sprache::N,jazyk,limbaj
330,Stimme::N,hlas,glas
331,Wort::N,slovo,cuvânt
332,Zeichen::N,znak,semn
333,Zeichen::N,znak,semnal
334,Ruf::N,volanie,chemare
335,Ruf::N,zavolanie,chemare
336,Lärm::N,hluk,zgomot
337,Lärm::N,hluk,tărăboi
338,Lärm::N,hurhaj,zgomot
339,Lärm::N,hurhaj,tărăboi
340,Laut::N,zvuk,sunet
341,Ton::N,tón,ton
342,Ton::N,zvuk,ton
343,Lied::N,pieseň,cântec
344,Ruhe::N,pokoj,odihnă
345,Ruhe::N,pokoj,liniște
346,Leute::N,ľudia,lume
347,Leute::N,ľudia,oameni
348,Volk::N,ľud,popor
349,Volk::N,ľud,națiune
350,Volk::N,národ,popor
351,Volk::N,národ,națiune
352,Arbeit::N,práca,lucru
353,Arbeit::N,robota,lucru
354,Gast::N,hosť,musafir
355,Geschenk::N,dar,dar
356,Geschenk::N,dar,cadou
357,Spiel::N,hra,joc
358,Gesellschaft::N,spoločnosť,societate
359,Hilfe::N,pomoc,ajutor
360,Freund::N,priateľ,amic
361,Freund::N,priateľ,prieten
362,Kamerad::N,kamarát,tovarăș
363,Angelegenheit::N,vec,afacere
364,Angelegenheit::N,záležitosť,afacere
365,Anzahl::N,počet,număr
366,Anzahl::N,počet,cantitate
367,Anzahl::N,množstvo,număr
368,Anzahl::N,množstvo,cantitate
369,Art::N,druh,fel
370,Art::N,druh,specie
371,Stück::N,kus,bucată
372,Stück::N,kúsok,bucată
373,Teil::N,časť,parte
374,Teil::N,časť,porție
375,Hälfte::N,polka,jumătate
376,Hälfte::N,polovica,jumătate
377,Kreis::N,kruh,cerc
378,Kreuz::N,kríž,cruce
379,Linie::N,línia,linie
380,Strich::N,čiara,linie
381,Strich::N,čiara,trăsătură
382,Abstand::N,vzdialenosť,distanță
383,Abstand::N,vzdialenosť,depărtare
384,Entfernung::N,vzdialenosť,distanță
385,Entfernung::N,vzdialenosť,depărtare
386,Gegend::N,kraj,regiune
387,Gegend::N,krajina,regiune
388,Platz::N,miesto,loc
389,Ort::N,miesto,loc
390,Seite::N,bok,latură
391,Seite::N,strana,latură
392,Mitte::N,stred,centru
393,Gegenstand::N,predmet,obiect
394,Sache::N,vec,lucru
395,Sache::N,vec,chestie
396,Rand::N,kraj,bordură
397,Rand::N,okraj,bordură
398,Kante::N,hrana,muchie
399,Kante::N,hrana,bordură
400,Ecke::N,roh,colț
401,Spitze::N,hrot,vârf
402,Spitze::N,hrot,creștet
403,Spitze::N,špička,vârf
404,Spitze::N,špička,creștet
405,Ende::N,koniec,capăt
406,Loch::N,diera,gaură
407,Winkel::N,kút,colț
408,Muster::N,vzor,desen
409,Muster::N,vzorka,desen
410,Größe::N,veľkosť,mărime
411,Länge::N,dĺžka,lungime
412,Höhe::N,výška,înălțime
413,Gewicht::N,váha,greutate
414,Menge::N,množstvo,cantitate
415,Haufen::N,hŕba,grămadă
416,Reihe::N,rad,șir
417,Reihe::N,rad,rând
418,Boot::N,čln,barcă
419,Boot::N,čln,luntre
420,Ruder::N,veslo,vâslă
421,Ruder::N,veslo,lopată
422,Schlitten::N,sane,sanie
423,Ski::N,lyža,schi
424,Lagerfeuer::N,táborák,foc de tabără
425,Last::N,ťarcha,povară
426,Last::N,ťarcha,sarcină
427,Last::N,bremeno,povară
428,Last::N,bremeno,sarcină
429,Gang::N,chôdza,mers
430,Gang::N,chôdza,umblet
431,Schritt::N,krok,pas
432,Norden::N,sever,nord
433,Norden::N,sever,miazănoapte
434,Süden::N,juh,sud
435,Süden::N,juh,miazăzi
436,Westen::N,západ,apus
437,Osten::N,východ,est
438,Osten::N,východ,răsărit
439,Holz::N,drevo,lemn
440,Brett::N,doska,scândură
441,Platte::N,doska,placă
442,Platte::N,platňa,placă
443,Stütze::N,opora,proptea
444,Stange::N,tyč,bară
445,Stange::N,tyč,prăjină
446,Stock::N,palica,băț
447,Stock::N,palica,baston
448,Stab::N,palica,baston
449,Stab::N,palica,prăjină
450,Rohr::N,rúra,tub
451,Rohr::N,rúra,țeavă
452,Haus::N,dom,casă
453,Heim::N,domov,casă
454,Heim::N,domov,cămin
455,Ofen::N,pec,sobă
456,Ofen::N,kachle,sobă
457,Fußboden::N,dlážka,podea
458,Fußboden::N,dlážka,dușumea
459,Fußboden::N,podlaha,podea
460,Fußboden::N,podlaha,dușumea
461,Tisch::N,stôl,masă
462,Stuhl::N,stolička,scaun
463,Wiege::N,kolíska,leagăn
464,Bett::N,lôžko,pat
465,Bett::N,posteľ,pat
466,Regal::N,regál,rafturi
467,Regal::N,polica,rafturi
468,Kiste::N,debna,ladă
469,Kiste::N,debna,cutie
470,Fenster::N,okno,fereastră
471,Fenster::N,oblok,fereastră
472,Tür::N,dvere,ușă
473,Tor::N,vráta,poartă
474,Zaun::N,plot,gard
475,Zaun::N,ohrada,gard
476,Dach::N,krov,acoperiș
477,Dach::N,strecha,acoperiș
478,Leiter::N,rebrík,scară
479,Leiter::N,rebrina,scară
480,Besen::N,metla,mătură
481,Spaten::N,rýľ,cazma
482,Spaten::N,rýľ,hârleț
483,Schaufel::N,lopata,lopată
484,Gabel::N,vidlička,furculiță
485,Löffel::N,lyžica,lingură
486,Messer::N,nôž,cuțit
487,Nagel::N,klinec,cui
488,Netz::N,sieť,plasă
489,Haken::N,hák,cârlig
490,Haken::N,háčik,cârlig
491,Griff::N,rukoväť,mâner
492,Schloss::N,zámka,lacăt
493,Bild::N,obraz,tablou
494,Bild::N,obraz,imagine
495,Figur::N,figúra,chip
496,Figur::N,figúra,figură
497,Puppe::N,bábka,păpușă
498,Puppe::N,bábika,păpușă
499,Beutel::N,vrece,pungă
500,Beutel::N,vrece,săculeț
501,Beutel::N,vrecko,pungă
502,Beutel::N,vrecko,săculeț
503,Bündel::N,uzlík,mănunchi
504,Bündel::N,zväzok,mănunchi
505,Tasche::N,taška,geantă
506,Tasche::N,kabelka,geantă
507,Eimer::N,vedro,găleată
508,Deckel::N,vrchnák,capac
509,Deckel::N,pokrývka,capac
510,Geschirr::N,nádoba,vase
511,Geschirr::N,nádoba,tacâmuri
512,Sack::N,mech,sac
513,Sack::N,vrece,sac
514,Tasse::N,šálka,ceașcă
515,Topf::N,hrniec,oală
516,Kessel::N,kotol,cazan
517,Kessel::N,kotol,căldare
518,Essen::N,jedlo,mâncare
519,Nahrung::N,strava,hrană
520,Nahrung::N,strava,aliment
521,Nahrung::N,potrava,hrană
522,Nahrung::N,potrava,aliment
523,Speise::N,jedlo,bucate
524,Speise::N,jedlo,fel de bucate
525,Fleisch::N,mäso,carne
526,Getreide::N,obilie,cereale
527,Brei::N,kaša,pireu
528,Brot::N,chlieb,pâine
529,Scheibe::N,kotúč,felie
530,Scheibe::N,kotúč,bucată
531,Scheibe::N,krajec,felie
532,Scheibe::N,krajec,bucată
533,Fett::N,tuk,untură
534,Fett::N,tuk,grăsime
535,Fett::N,masť,untură
536,Fett::N,masť,grăsime
537,Butter::N,maslo,unt
538,Öl::N,olej,ulei
539,Salz::N,soľ,sare
540,Suppe::N,polievka,supă
541,Suppe::N,polievka,ciorbă
542,Honig::N,med,miere
543,Milch::N,mlieko,lapte
544,Tee::N,čaj,ceai
545,Leder::N,koža,piele
546,Wolle::N,vlna,lână
547,Stoff::N,súkno,stofă
548,Nadel::N,ihla,ac
549,Faden::N,niť,ață
550,Faden::N,vlákno,ață
551,Knopf::N,gombík,buton
552,Knoten::N,uzol,nod
553,Farbe::N,farba,vopsea
554,Kleidung::N,šaty,haine
555,Kleidung::N,šaty,îmbrăcăminte
556,Kleidung::N,šatstvo,haine
557,Kleidung::N,šatstvo,îmbrăcăminte
558,Hemd::N,košeľa,cămașă
559,Kragen::N,golier,guler
560,Ärmel::N,rukáv,mânecă
561,Hose::N,nohavice,pantaloni
562,Gürtel::N,pás,cordon
563,Gürtel::N,opasok,cordon
564,Mütze::N,čiapka,șapcă
565,Schuh::N,obuv,gheată
566,Schuh::N,topánka,gheată
567,Stiefel::N,čižma,cizmă
568,Ring::N,prsteň,inel
569,Ring::N,prsteň,verigă
570,Band::N,stuha,panglică
571,Band::N,stuha,șiret
572,Kamm::N,hrebeň,pieptene
573,Spiegel::N,zrkadlo,oglindă
574,Riemen::N,remeň,curea
575,Schnur::N,šnúra,funie
576,Schnur::N,šnúra,sfoară
577,Leine::N,vodidlo,lesă
578,Leine::N,vodidlo,curea
579,Decke::N,deka,pătură
580,Decke::N,prikrývka,pătură
581,Kissen::N,poduška,pernă
582,Tuch::N,šatka,batic
583,Handtuch::N,uterák,prosop
584,Handtuch::N,uterák,ștergar
585,Kraft::N,moc,forță
586,Kraft::N,moc,putere
587,Stärke::N,sila,tărie
588,Stärke::N,sila,vigoare
589,Gesundheit::N,zdravie,sănătate
590,Krankheit::N,nemoc,boală
591,Krankheit::N,nemoc,maladie
592,Krankheit::N,choroba,boală
593,Krankheit::N,choroba,maladie
594,Schmerz::N,bolesť,durere
595,Wunde::N,rana,rană
596,Fieber::N,horúčka,febră
597,Arznei::N,liek,leac
598,Arznei::N,liek,medicament
599,Brücke::N,most,pod
600,Brücke::N,most,punte
601,Brunnen::N,studňa,puț
602,Weide::N,pastva,izlaz
603,Weide::N,pastva,pășune
604,Pfad::N,chodník,cărare
605,Weg::N,cesta,drum
606,Straße::N,hradská,cale
607,Straße::N,hradská,stradă
608,Dorf::N,dedina,sat
609,Stadt::N,mesto,oraș
610,Brief::N,list,scrisoare
611,Buch::N,kniha,carte
612,Buchstabe::N,litera,literă
613,Buchstabe::N,litera,caracter
614,Buchstabe::N,písmeno,literă
615,Buchstabe::N,písmeno,caracter
616,Zeitung::N,noviny,ziar
617,Zeitung::N,noviny,gazetă
618,Leben::N,život,viață
619,Tod::N,smrť,moarte
620,Grab::N,hrob,groapă
621,Grab::N,hrob,mormânt
622,Kirche::N,kostol,biserică
623,Sünde::N,hriech,păcat
624,Gott::N,boh,zeu
625,Arbeiter::N,robotník,muncitor
626,Arbeiter::N,pracnovík,muncitor
627,Chef::N,šéf,șef
628,Chef::N,riaditeľ,șef
629,Meister::N,majster,meșter
630,Meister::N,majster,maestru
631,Arzt::N,lekár,medic
632,Arzt::N,lekár,doctor
633,Lehrer::N,učiteľ,profesor
634,Lehrer::N,učiteľ,învățător
635,Geld::N,peniaze,bani
636,Geld::N,peniaze,parale
637,Geschäft::N,obchod,treabă
638,Geschäft::N,obchod,afacere
639,Laden::N,obchod,magazin
640,Laden::N,obchod,prăvălie
641,Preis::N,cena,preț
642,Ware::N,tovar,marfă
643,Nutzen::N,osoh,folos
644,Nutzen::N,osoh,profit
645,Nutzen::N,úžitok,folos
646,Nutzen::N,úžitok,profit
647,Reichtum::N,bohatstvo,avuție
648,Reichtum::N,bohatstvo,bogăție
649,Welt::N,svet,lume
650,Land::N,územie,țară
651,Land::N,krajina,țară
652,Staat::N,štát,stat
653,König::N,kráľ,rege
654,Macht::N,moc,putere
655,Macht::N,moc,putință
656,Macht::N,mocnosť,putere
657,Macht::N,mocnosť,putință
658,Grenze::N,hranica,hotar
659,Grenze::N,hranica,graniță
660,Grenze::N,hranica,frontieră
661,Krieg::N,vojna,război
662,Feind::N,nepriateľ,dușman
663,Gewalt::N,násilie,violență
664,Kampf::N,boj,luptă
665,Bogen[Waffe]::N,luk,arc
666,Pfeil::N,šíp,săgeată
667,Pfeil::N,strela,săgeată
668,Gewehr::N,puška,armă
669,Gewehr::N,puška,pușcă
670,Fehler::N,omyl,eroare
671,Fehler::N,omyl,greșeală
672,Fehler::N,chyba,eroare
673,Fehler::N,chyba,greșeală
674,Lüge::N,lož,minciună
675,Schaden::N,ujma,daună
676,Schaden::N,ujma,pagubă
677,Schaden::N,škoda,daună
678,Schaden::N,škoda,pagubă
679,Unglück::N,nešťastie,nenorocire
680,Schuld::N,vina,vină
681,Schuld::N,previnenie,vină
682,Alter::N,vek,etate
683,Alter::N,vek,vârstă
684,Schluss::N,záver,sfârșit
685,Schluss::N,koniec,sfârșit
686,Zeit::N,čas,timp
687,Zeit::N,čas,vreme
688,Tag::N,deň,zi
689,Morgen::N,ráno,dimineață
690,Mittag::N,poludnie,prânz
691,Mittag::N,poludnie,amiază
692,Abend::N,večer,seară
693,Nacht::N,noc,noapte
694,Woche::N,týždeň,săptămână
695,Monat::N,mesiac,lună
696,Jahr::N,rok,an
697,Frühling::N,jar,primăvară
698,Sommer::N,leto,vară
699,Herbst::N,jeseň,toamnă
700,Winter::N,zima,iarnă
701,Januar::N,január,ianuarie
702,Februar::N,február,februarie
703,März::N,marec,martie
704,April::N,apríl,aprilie
705,Mai::N,máj,mai
706,Juni::N,jún,iunie
707,Juli::N,júl,iulie
708,August::N,august,august
709,September::N,september,septembrie
710,Oktober::N,október,octombrie
711,November::N,november,noiembrie
712,Dezember::N,december,decembrie
713,Montag::N,pondelok,luni
714,Dienstag::N,utorok,marți
715,Mittwoch::N,streda,miercuri
716,Donnerstag::N,štvrtok,joi
717,Freitag::N,piatok,vineri
718,Samstag::N,sobota,sâmbătă
719,Sonntag::N,nedeľa,duminică
720,groß::A,veľký,mare
721,klein::A,malý,mic
722,lang::A,dlhý,lung
723,kurz::A,krátky,scurt
724,breit::A,široký,lat
725,breit::A,široký,larg
726,schmal::A,úzky,strâmt
727,dicht::A,hustý,des
728,dick[Gegenstand]::A,tlstý,gros
729,dünn::A,tenký,subțire
730,fein::A,jemný,fin
731,fein::A,jemný,subțire
732,fest::A,pevný,tare
733,fest::A,pevný,solid
734,flach::A,rovný,șes
735,flach::A,rovný,plan
736,flach::A,plochý,șes
737,flach::A,plochý,plan
738,glatt::A,hladký,lins
739,hart::A,tvrdý,dur
740,weich::A,mäkký,moale
741,rund::A,guľatý,rotund
742,rund::A,guľatý,circular
743,rund::A,okrúhly,rotund
744,rund::A,okrúhly,circular
745,spitz::A,končitý,ascuțit
746,scharf::A,ostrý,tăios
747,scharf::A,ostrý,ascuțit
748,stumpf::A,tupý,tocit
749,schwer::A,ťažký,greu
750,schön::A,pekný,frumos
751,schön::A,krásny,frumos
752,heiß::A,horúci,cald
753,heiß::A,horúci,fierbinte
754,warm::A,teplý,cald
755,warm::A,teplý,fierbinte
756,kalt::A,studený,rece
757,kühl::A,chladný,rece
758,kühl::A,chladný,răcoros
759,frisch::A,svieži,răcoros
760,frisch::A,svieži,proaspăt
761,feucht::A,vlhký,umed
762,feucht::A,vlhký,jilav
763,feucht::A,zvlhnutý,umed
764,feucht::A,zvlhnutý,jilav
765,nass::A,mokrý,ud
766,trocken::A,suchý,sec
767,trocken::A,suchý,uscat
768,voll::A,plný,plin
769,leer::A,prázdny,gol
770,offen::A,otvorený,deschis
771,geschlossen::A,zavretý,închis
772,sauber::A,čistý,curat
773,schmutzig::A,špinavý,murdar
774,roh::A,surový,crud
775,reif::A,zrelý,copt
776,lecker::A,chutný,gustos
777,süß::A,sladký,dulce
778,bitter::A,horký,amar
779,sauer::A,kyslý,acru
780,hell::A,jasný,clar
781,hell::A,jasný,luminos
782,hell::A,svetlý,clar
783,hell::A,svetlý,luminos
784,dunkel::A,temný,obscur
785,dunkel::A,temný,întunecos
786,schwarz::A,čierny,negru
787,weiß::A,biely,alb
788,rot::A,červený,roșu
789,gelb::A,žltý,galben
790,blau::A,modrý,albastru
791,blau::A,belasý,albastru
792,grün::A,zelený,verde
793,grau::A,šedý,gri
794,grau::A,šedý,cenușiu
795,bunt::A,pestrý,colorat
796,billig::A,lacný,ieftin
797,teuer::A,drahý,scump
798,wertvoll::A,cenný,prețios
799,blind::A,slepý,orb
800,taub::A,hluchý,surd
801,kräftig::A,silný,tare
802,kräftig::A,silný,forte
803,kräftig::A,silný,robust
804,stark::A,silný,viguros
805,stark::A,silný,puternic
806,schwach::A,slabý,slab
807,schwach::A,slabý,debil
808,schwach::A,bezvládny,slab
809,schwach::A,bezvládny,debil
810,fett::A,tučný,gras
811,schlank::A,štíhly,zvelt
812,hübsch::A,šumný,drăguț
813,hübsch::A,švárny,drăguț
814,böse::A,zlý,rău
815,böse::A,zlý,răutăcios
816,dumm::A,hlúpy,nerod
817,dumm::A,hlúpy,tâmpit
818,faul::A,lenivý,leneș
819,fleißig::A,snaživý,harnic
820,fleißig::A,snaživý,sârguincios
821,fleißig::A,usilovný,harnic
822,fleißig::A,usilovný,sârguincios
823,geizig::A,skupý,calic
824,geizig::A,skupý,zgârcit
825,geizig::A,lakomý,calic
826,geizig::A,lakomý,zgârcit
827,klug::A,múdry,isteț
828,klug::A,múdry,deștept
829,klug::A,bystrý,isteț
830,klug::A,bystrý,deștept
831,geschickt::A,zručný,dibaci
832,geschickt::A,šikovný,dibaci
833,lieb::A,milý,drag
834,lieb::A,milý,iubit
835,lustig::A,veselý,vesel
