,Concept_ID,tt,lez
130,Baum::N,агач,ттар
131,Stamm::N,кәүсә,тан
132,Rinde::N,кабык,чкал
133,Ast::N,ботак,тӏур
134,Zweig::N,ботак,хел
135,Zweig::N,тармак,хел
136,Blatt::N,яфрак,пеш
137,Birke::N,каен,верх
138,Kiefer[Baum]::N,нарат,шамагъаж
139,Weide[Baum]::N,тал,цӏвелин ттар
140,Tanne::N,чыршы,ель
141,Horn::N,мөгез,карч
142,Feder::N,йон,цӏакул
143,Fell::N,тире,хам
144,Flügel::N,канат,лув
145,Klaue::N,тырнак,къармах
146,Kralle::N,тырнак,пац
147,Kralle::N,тырнак,тапас
148,Schwanz::N,койрык,ттум
149,Ei::N,күкәй,кака
150,Ei::N,йомырка,кака
151,Nest::N,оя,муг
152,Bau::N,өн,тӏеквен
153,Tier::N,хайван,гьайван
154,Herde::N,көтү,суьруь
155,Kuh::N,сыер,ккал
156,Bulle::N,үгез,яц
157,Bulle::N,үгез,бугъа
158,Pferd::N,ат,балкӏан
159,Schaf::N,сарык,хеб
160,Schwein::N,дуңгыз,вак
161,Hund::N,эт,кицӏ
162,Katze::N,песи,кац
163,Bär::N,аю,сев
164,Eichhörnchen::N,тиен,белка
165,Elch::N,поши,лось
166,Fuchs::N,төлке,сикӏ
167,Hase::N,куян,къуьр
168,Maus::N,тычкан,кьиф
169,Wolf::N,бүре,жанавур
170,Vogel::N,кош,луван ничхир
171,Schwarm::N,көтү,луж
172,Huhn::N,тавык,верч
173,Hahn::N,әтәч,кӏек
174,Gans::N,каз,къаз
175,Adler::N,каракош,лекь
176,Ente::N,үрдәк,пӏатӏ
177,Eule::N,ябалак,тӏиб
178,Kranich::N,торна,дурна
179,Krähe::N,карга,къаргъа
180,Kuckuck::N,күке,кукупӏ
181,Kuckuck::N,кәккүк,кукупӏ
182,Schwan::N,аккош,къугь
183,Fisch::N,балык,гъед
184,Barsch::N,алабуга,окунь
185,Hecht::N,чуртан,щука
186,Schlange[Tier]::N,елан,илан
187,Schlange[Tier]::N,елан,гъуьлягъ
188,Wurm::N,корт,квак
189,Spinne::N,үрмәкүч,хуьшрекан
190,Ameise::N,кырмыска,цегв
191,Laus::N,бет,нет
192,Mücke::N,черки,ветӏ
193,Mücke::N,озынборын,ветӏ
194,Fliege::N,чебен,тӏветӏ
195,Schmetterling::N,күбәләк,чепелукь
196,Beere::N,җиләк,куьлуь емиш
197,Apfel::N,алма,ич
198,Pilz::N,гөмбә,къарникъуз
199,Zwiebel::N,суган,чичӏек
200,Zwiebel::N,суганбаш,чичӏек
201,Saat::N,орлык,тумар
202,Korn::N,иген,твар
203,Korn::N,орлык,твар
204,Heu::N,печән,векь
205,Heu::N,печән,векьер
206,Schale::N,кабык,пириш
207,Schale::N,кабык,хъуьруьш
208,Grube::N,баз,фур
209,Grube::N,чокыр,фур
210,Falle::N,тозак,ракьар
211,Falle::N,капкын,ракьар
212,Schlinge::N,элмәк,гьалкъа
213,Spur::N,эз,гел
214,Asche::N,көл,руьхъ
215,Dreck::N,пычрак,чирк
216,Dreck::N,пычрак,кьуруш
217,Eisen::N,тимер,ракь
218,Gold::N,алтын,алтун
219,Silber::N,көмеш,гимиш
220,Kohle::N,күмер,цӏивин
221,Glas::N,пыяла,шуьше
222,Lehm::N,балчык,ччеб
223,Sand::N,ком,къум
224,Mensch::N,адәм,инсан
225,Mensch::N,инсан,инсан
226,Mann::N,ир,итим
227,Frau::N,хатын,паб
228,Frau::N,хатын,дишегьли
229,Kind::N,бала,аял
230,Junge::N,малай,гада
231,Mädchen::N,кыз,руш
232,Familie::N,гаилә,хзан
233,Familie::N,гаилә,килфет
234,Großvater::N,бабай,чӏехи буба
235,Großmutter::N,әби,чӏехи диде
236,Eltern::N,ата-ана,диде-буба
237,Vater::N,ата,буба
238,Mutter::N,ана,диде
239,Sohn::N,ул,хва
240,Tochter::N,кыз,руш
241,Bruder::N,кардәш,стха
242,Schwester::N,апа,вах
243,Schwester::N,сеңел,вах
244,Onkel::N,дәдә,ими
245,Onkel::N,дәдә,халу
246,Onkel::N,дәдәй,ими
247,Onkel::N,дәдәй,халу
248,Tante::N,түти,эме
249,Tante::N,түти,хала
250,Tante::N,тәтәй,эме
251,Tante::N,тәтәй,хала
252,Ehemann::N,ир,гъуьл
253,Ehefrau::N,хатын,паб
254,Freude::N,сөенеч,шадвал
255,Gelächter::N,көлү,хъвер
256,Gelächter::N,көлеш,хъвер
257,Glück::N,бәхет,бахт
258,Kummer::N,хәсрәт,дерт
259,Kummer::N,хәсрәт,хажалат
260,Wunsch::N,теләк,мурад
261,Lust::N,теләк,гьевес
262,Lust::N,теләү,гьевес
263,Geist::N,рух,руьгь
264,Gedanke::N,уй,фикир
265,Gedanke::N,фикер,фикир
266,Gedächtnis::N,хәтер,
267,Verstand::N,акыл,акьул
268,Sinn::N,мәгънә,мана
269,Grund::N,сәбәп,себеб
270,Wahrheit::N,хак,керчек
271,Wahrheit::N,хак,гьакъикъат
272,Gespräch::N,әңгәмә,ихтилат
273,Märchen::N,әкият,мах
274,Erzählung::N,хикәя,кьиса
275,Nachricht::N,хәбәр,хабар
276,Neuigkeit::N,яңалык,цӏийи хабар
277,Name::N,исем,тӏвар
278,Rätsel::N,табышмак,мискӏал
279,Rede::N,нотык,рахун
280,Sprache::N,тел,чӏал
281,Stimme::N,тавыш,ван
282,Wort::N,сүз,гаф
283,Zeichen::N,ишарә,ишара
284,Ruf::N,дәшү,эвер
285,Lärm::N,шау,ван-сес
286,Laut::N,аваз,ван
287,Laut::N,аваз,сес
288,Ton::N,шалтырату,ван-сес
289,Lied::N,җыр,мани
290,Ruhe::N,тынлык,ласвал
291,Ruhe::N,тынлык,фаракъат
292,Ruhe::N,тынлык,асайиш
293,Leute::N,халык,инсанар
294,Volk::N,халык,халкь
295,Arbeit::N,эш,кӏвалах
296,Arbeit::N,хезмәт,кӏвалах
297,Gast::N,кунак,мугьман
298,Geschenk::N,бүләк,савкьат
299,Spiel::N,уен,къугъун
300,Gesellschaft::N,җәмгыять,жемят
301,Gesellschaft::N,җәмгыять,общество
302,Hilfe::N,ярдәм,куьмек
303,Hilfe::N,булышлык,куьмек
304,Freund::N,дус,дуст
305,Kamerad::N,иптәш,яр-дуст
306,Angelegenheit::N,эш,кар
307,Anzahl::N,микъдар,сан
308,Anzahl::N,микъдар,кьадар
309,Art::N,төр,жуьре
310,Stück::N,кисәк,кӏус
311,Teil::N,өлеш,пай
312,Hälfte::N,ярым,зур
313,Hälfte::N,ярым,зур пай
314,Kreis::N,түгәрәк,круг
315,Kreis::N,түгәрәк,чкаяр
316,Kreis::N,түгәрәк,элкъвей цӏар
317,Kreuz::N,хач,хаш
318,Kreuz::N,тәре,хаш
319,Linie::N,сызык,цӏар
320,Strich::N,сызык,цӏар
321,Abstand::N,ара,ара
322,Entfernung::N,ераклык,мензил
323,Gegend::N,урын,чка
324,Platz::N,бушлык,ара
325,Ort::N,урын,чка
326,Seite::N,як,пад
327,Mitte::N,урта,юкь
328,Gegenstand::N,нәрсә,затӏ
329,Sache::N,нәрсә,шей
330,Sache::N,нәрсә,затӏ
331,Rand::N,чит,къерех
332,Kante::N,кырый,син
333,Ecke::N,почмак,пӏипӏ
334,Spitze::N,оч,кӏвенкӏв
335,Ende::N,азак,кьил
336,Loch::N,тишек,тӏеквен
337,Winkel::N,почмак,пӏипӏ
338,Muster::N,парча,гишир
339,Größe::N,зурлык,кьадар
340,Länge::N,озынлык,яргъивал
341,Höhe::N,биеклек,кьакьанвал
342,Gewicht::N,авырлык,заланвал
343,Menge::N,микъдар,кьадар
344,Haufen::N,өем,хара
345,Reihe::N,рәт,жерге
346,Boot::N,каек,луьткве
347,Boot::N,көймә,луьткве
348,Ruder::N,ишкәк,кьусу
349,Schlitten::N,чана,гъелерар
350,Ski::N,чаңгы,
351,Lagerfeuer::N,костёр,цӏай
352,Last::N,йөк,заланвал
353,Gang::N,йөреш,ериш
354,Schritt::N,адым,къадам
355,Norden::N,төньяк,кефер
356,Norden::N,төньяк,кефер пад
357,Süden::N,көньяк,кьибле
358,Westen::N,көнбатыш,рагъакӏидай пад
359,Osten::N,шәрык,рагъэкъечӏдай пад
360,Osten::N,көнчыгыш,рагъэкъечӏдай пад
361,Holz::N,агач,кӏарас
362,Brett::N,такта,кьул
363,Brett::N,такта,тахта
364,Platte::N,плитә,
365,Stütze::N,таяу,даях
366,Stange::N,колга,юрк
367,Stock::N,таяк,лаш
368,Stab::N,таяк,юрк
369,Rohr::N,торба,турба
370,Haus::N,өй,ужагъ
371,Haus::N,йорт,ужагъ
372,Heim::N,гаилә,кӏвал
373,Heim::N,нәсел,кӏвал
374,Ofen::N,мич,пич
375,Fußboden::N,идән,кӏвалин ччил
376,Tisch::N,өстәл,стол
377,Stuhl::N,утыргыч,стул
378,Wiege::N,бишек,кьеб
379,Bett::N,ятак,тахт
380,Bett::N,урын-җир,тахт
381,Regal::N,киштә,кьацӏ
382,Regal::N,шүрлек,кьацӏ
383,Kiste::N,әрҗә,ящик
384,Fenster::N,тәрәзә,дакӏар
385,Tür::N,ишек,рак
386,Tor::N,капка,варар
387,Zaun::N,койма,пару
388,Dach::N,түбә,къав
389,Leiter::N,баскыч,гурар
390,Besen::N,себерке,таран кул
391,Spaten::N,көрәк,ппер
392,Schaufel::N,көрәк,хекендаз
393,Gabel::N,чәннечке,шиш
394,Löffel::N,кашык,тӏур
395,Messer::N,пычак,чукӏул
396,Nagel::N,кадак,мих
397,Netz::N,челтәр,чил
398,Haken::N,ыргак,къармах
399,Griff::N,тотка,ттум
400,Schloss::N,йозак,куьлег
401,Bild::N,рәсем,шикил
402,Bild::N,рәсем,суьрет
403,Bild::N,картина,шикил
404,Bild::N,картина,суьрет
405,Figur::N,сын,фигура
406,Figur::N,фигура,фигура
407,Puppe::N,курчак,нини
408,Beutel::N,луза,тагъар
409,Bündel::N,бәйләм,галгам
410,Tasche::N,букча,чанта
411,Eimer::N,чиләк,ведре
412,Deckel::N,капкач,кьил
413,Deckel::N,капкач,къалпагъ
414,Geschirr::N,савыт-саба,къаб-къажах
415,Geschirr::N,кашык-аяк,къаб-къажах
416,Sack::N,капчык,чувал
417,Tasse::N,чынаяк,сукӏра
418,Topf::N,чүлмәк,къажгъан
419,Kessel::N,казан,къажгъан
420,Essen::N,ашау,тӏуьн
421,Nahrung::N,азык,тӏуьн
422,Nahrung::N,тәгам,тӏуьн
423,Nahrung::N,ашамлык,тӏуьн
424,Speise::N,ризык,хуьрек
425,Fleisch::N,ит,як
426,Getreide::N,ашлык,техил
427,Brei::N,ботка,хапӏа
428,Brei::N,ботка,хешил
429,Brot::N,ипи,фу
430,Brot::N,икмәк,фу
431,Scheibe::N,телем,чӏук
432,Fett::N,май,ягълу
433,Butter::N,май,гъери
434,Öl::N,май,ягълу
435,Salz::N,тоз,кьел
436,Suppe::N,шулпа,суп
437,Suppe::N,шулпа,шурпа
438,Honig::N,бал,вирт
439,Milch::N,сөт,нек
440,Tee::N,чәй,чай
441,Leder::N,күн,тумаж
442,Wolle::N,йон,йис
443,Stoff::N,тукыма,парча
444,Nadel::N,энә,раб
445,Faden::N,җеп,гъал
446,Knopf::N,төймә,дуьгме
447,Knoten::N,төен,тӏвал
448,Farbe::N,буяу,ранг
449,Kleidung::N,кием,партал
450,Hemd::N,күлмәк,перем
451,Kragen::N,яка,хев
452,Ärmel::N,җиң,хел
453,Hose::N,чалбар,шалвар
454,Gürtel::N,билбау,чӏул
455,Mütze::N,бүрек,бармак
456,Mütze::N,бүрек,бапӏах
457,Schuh::N,башмак,ботинка
458,Stiefel::N,итек,чекме
459,Ring::N,балдак,тупӏал
460,Band::N,тасма,тасма
461,Kamm::N,тарак,регъ
462,Spiegel::N,көзге,гуьзгуь
463,Riemen::N,каеш,къайиш
464,Schnur::N,бау,еб
465,Leine::N,тезген,
466,Decke::N,юрган,яргъан
467,Kissen::N,мендәр,хъуьцуьган
468,Tuch::N,яулык,шал
469,Handtuch::N,сөлгә,дасмал
470,Kraft::N,егәр,гуж
471,Kraft::N,дәрман,гуж
472,Stärke::N,көч,къуват
473,Stärke::N,дәрман,къуват
474,Gesundheit::N,саулык,сагъвал
475,Krankheit::N,чир,тӏал
476,Krankheit::N,хаста,тӏал
477,Krankheit::N,сырхау,тӏал
478,Schmerz::N,авырту,тӏал
479,Schmerz::N,авырту,тӏарвал
480,Wunde::N,яра,хер
481,Wunde::N,җәрәхәт,хер
482,Fieber::N,бизгәк,ифин
483,Arznei::N,дару,дарман
484,Brücke::N,күпер,муьгъ
485,Brunnen::N,кое,къуй
486,Weide::N,утлавык,уьруьш
487,Pfad::N,сукмак,рехъ
488,Weg::N,юл,рехъ
489,Straße::N,урам,рехъ
490,Dorf::N,авыл,хуьр
491,Stadt::N,шәһәр,шегьер
492,Brief::N,хат,кагъаз
493,Buch::N,китап,улуб
494,Buchstabe::N,хәреф,гьарф
495,Zeitung::N,газет,газета
496,Zeitung::N,газета,газета
497,Leben::N,гомер,уьмуьр
498,Leben::N,тормыш,уьмуьр
499,Leben::N,тереклек,уьмуьр
500,Tod::N,үлем,кьиникь
501,Grab::N,гүр,сур
502,Grab::N,кабер,сур
503,Kirche::N,чиркәү,килиса
504,Sünde::N,язык,гунагь
505,Sünde::N,гөнаһ,гунагь
506,Gott::N,алла,аллагь
507,Gott::N,ходай,аллагь
508,Arbeiter::N,эшче,фяле
509,Chef::N,башлык,гьаким
510,Meister::N,оста,устӏар
511,Arzt::N,врач,доктор
512,Arzt::N,табиб,доктор
513,Lehrer::N,укытучы,муаллим
514,Lehrer::N,мөгаллим,муаллим
515,Geld::N,акча,пул
516,Geschäft::N,эш,
517,Laden::N,кибет,магазин
518,Laden::N,магазин,магазин
519,Preis::N,бәя,къимет
520,Preis::N,бәһа,къимет
521,Ware::N,товар,мал
522,Ware::N,товар,товар
523,Nutzen::N,файда,хийир
524,Nutzen::N,файда,менфят
525,Reichtum::N,байлык,девлет
526,Welt::N,дөнья,дуьнья
527,Land::N,ил,уьлкве
528,Staat::N,дәүләт,пачагьлугъ
529,Staat::N,дәүләт,государство
530,König::N,патша,пачагь
531,Macht::N,хакимият,власть
532,Grenze::N,чик,сергьят
533,Krieg::N,сугыш,дяве
534,Feind::N,дошман,душман
535,Gewalt::N,көчләү,гуж
536,Kampf::N,көрәш,женг
537,Bogen[Waffe]::N,җәя,чӏемерук
538,Pfeil::N,ук,хьел
539,Gewehr::N,мылтык,тфенг
540,Fehler::N,хата,гъалатӏ
541,Lüge::N,ялган,ттаб
542,Schaden::N,зыян,зиян
543,Schaden::N,зыян,зарар
544,Schaden::N,зарар,зиян
545,Schaden::N,зарар,зарар
546,Unglück::N,бәла,бала
547,Unglück::N,бәла,бедбахтвал
548,Schuld::N,гаеп,тахсир
549,Alter::N,яшь,яш
550,Schluss::N,ахыр,эхир
551,Zeit::N,заман,вяде
552,Tag::N,көн,югъ
553,Morgen::N,иртә,пакама
554,Mittag::N,өйлә,нисин
555,Abend::N,кич,няни
556,Nacht::N,төн,йиф
557,Woche::N,атна,гьафте
558,Monat::N,ай,варз
559,Jahr::N,ел,йис
560,Frühling::N,яз,гатфар
561,Sommer::N,җәй,гад
562,Herbst::N,көз,зул
563,Winter::N,кыш,кьуьд
564,Januar::N,гыйнвар,январь
565,Februar::N,февраль,февраль
566,März::N,март,март
567,April::N,апрель,апрель
568,Mai::N,май,май
569,Juni::N,июнь,июнь
570,Juli::N,июль,июль
571,August::N,август,август
572,September::N,сентябрь,сентябрь
573,Oktober::N,октябрь,октябрь
574,November::N,ноябрь,ноябрь
575,Dezember::N,декабрь,декабрь
576,Montag::N,дүшәмбе,ислен
577,Dienstag::N,сишәмбе,саласа
578,Mittwoch::N,чәршәмбе,арбе
579,Donnerstag::N,атнакич,хемис югъ
580,Donnerstag::N,пәнҗешәмбе,хемис югъ
581,Freitag::N,җомга,жуьмя
582,Freitag::N,җомга,жуьмя югъ
583,Samstag::N,шимбә,киш
584,Sonntag::N,якшәмбе,гьяд
585,groß::A,зур,еке
586,groß::A,зур,чӏехи
587,klein::A,кечкенә,гъвечӏи
588,lang::A,озын,яргъи
589,kurz::A,кыска,куьруь
590,breit::A,киң,гьяркьуь
591,schmal::A,кысык,гуьтӏуь
592,dicht::A,куе,къалин
593,dick[Gegenstand]::A,калын,
594,dünn::A,нечкә,кьелечӏ
595,fein::A,нәзакәтле,шуькӏуь
596,fest::A,нык,кӏеви
597,flach::A,яссы,кьулу
598,flach::A,ялпак,кьулу
599,glatt::A,шома,цӏалцӏам
600,hart::A,каты,кӏеви
601,weich::A,йомшак,хъуьтуьл
602,rund::A,түгәрәк,элкъвей
603,spitz::A,очлы,хци
604,scharf::A,үткен,хци
605,stumpf::A,үтмәс,къуьруь
606,schwer::A,салмак,залан
607,schön::A,гүзәл,иер
608,heiß::A,эссе,кудай
609,warm::A,җылы,чими
610,kalt::A,суык,мекьи
611,kalt::A,салкын,мекьи
612,kühl::A,салкынча,къайи
613,frisch::A,салкынча,таза
614,frisch::A,салкынча,михьи
615,feucht::A,юеш,ламу
616,nass::A,дымлы,кьежей
617,trocken::A,коры,кьуру
618,voll::A,тулы,ацӏай
619,leer::A,буш,буш
620,leer::A,буш,ичӏи
621,offen::A,ачык,ахъа
622,geschlossen::A,йомык,кӏеви
623,sauber::A,пакь,михьи
624,sauber::A,чиста,михьи
625,schmutzig::A,керле,чиркин
626,schmutzig::A,керле,кьацӏай
627,schmutzig::A,пычрак,чиркин
628,schmutzig::A,пычрак,кьацӏай
629,roh::A,чи,чиг
630,roh::A,чи,ицӏи
631,reif::A,өлгергән,дигмиш хьайи
632,lecker::A,тәмле,дадлу
633,süß::A,татлы,ширин
634,bitter::A,ачы,туькьуьл
635,sauer::A,әче,цуру
636,hell::A,якты,экуь
637,dunkel::A,кара,мичӏи
638,schwarz::A,кара,чӏулав
639,weiß::A,ак,лацу
640,rot::A,кызыл,яру
641,gelb::A,сары,хъипи
642,blau::A,күк,вили
643,grün::A,яшел,къацу
644,grau::A,соры,рехи
645,bunt::A,чуар,цӏару
646,bunt::A,чуар,яру-цӏару
647,billig::A,арзан,ужуз
648,teuer::A,хаклы,багьа
649,wertvoll::A,кыйммәтле,масан
650,blind::A,сукыр,буьркьуь
651,blind::A,күзсез,буьркьуь
652,taub::A,чукрак,биши
653,taub::A,саңгырау,биши
654,kräftig::A,егәрле,гужлу
655,stark::A,нык,къуватлу
656,stark::A,базык,къуватлу
657,schwach::A,зәгыйфь,такьатсуз
658,fett::A,симез,куьк
659,schlank::A,нәзек,шумал
660,hübsch::A,чибәр,гуьрчег
661,böse::A,усал,пис
662,dumm::A,акылсыз,ахмакь
663,faul::A,ялкау,тенпел
664,faul::A,иренчәк,тенпел
665,fleißig::A,тырыш,сяй ийидай
666,fleißig::A,тырыш,сяйи ийидай
667,fleißig::A,тырышучан,сяй ийидай
668,fleißig::A,тырышучан,сяйи ийидай
669,geizig::A,саран,мискьи
670,klug::A,акыллы,акьуллу
671,geschickt::A,маһир,магьир
672,lieb::A,сөекле,играми
673,lustig::A,күңелле,шад
674,sanft::A,басынкы,назик
675,sanft::A,басынкы,милайим
676,hungrig::A,ач,гишин
677,krank::A,чирле,кефсуз
678,krank::A,сырхау,кефсуз
679,nackt::A,шәрә,кьецӏил
680,traurig::A,ямансу,пашман
681,lebendig::A,тере,ччан алай
682,gut::A,яхшы,хъсан
683,gut::A,яхшы,вижевай
684,schlecht::A,начар,пис
685,richtig::A,дөрес,дуьз
686,schlimm::A,әшәкә,нифретлу
687,wahr::A,чып-чын,гьакъикъи
688,alt::A,иске,эски
689,alt::A,иске,куьгьне
690,neu::A,яңа,цӏийи
691,ehemalig::A,элекке,виликан
692,alt[Lebewesen]::A,карт,кьуьзуь
693,jung::A,яшь,жегьил
694,arm::A,фәкыйрь,кесиб
695,reich::A,бай,девлетлу
696,bekannt::A,таныш,чидай
697,berühmt::A,атаклы,машгьур
698,fremd::A,ят,ччара
699,verschieden::A,төрле,жуьреба-жуьре
700,nah::A,якын,мукьвал
701,fern::A,ерак,яргъал
702,linker::A,сул,чапла
703,rechter::A,уң,эрчӏи
704,anderer::A,бүтән,маса
705,anderer::A,бүтән,муькуь
706,erster::A,беренче,сад лагьай
707,zweiter::A,икенче,кьвед лагьай
708,dritter::A,өченче,пуд лагьай
709,letzter::A,ахыргы,эхиримжи
710,allein::ADV,ялгыз,кьилди
711,auf einmal::ADV,бердән,
712,zusammen::ADV,бергә,санал
713,lange::ADV,озак,яргъалди
714,plötzlich::ADV,искәрмәстән,садлагьана
715,sofort::ADV,хәзер,гьасятда
716,später::ADV,соңрак,гуьгъуьнлай
717,jetzt::ADV,хәзер,гила
718,heute::ADV,бүген,къе
719,morgen::ADV,иртәгә,пака
720,bald::ADV,тиздән,мукьва
721,bald::ADV,тиздән,мукьвара
722,dann::ADV,аннары,ахпа
723,gestern::ADV,кичә,накь
724,einst::ADV,берчак,садра
725,damals::ADV,ул вакытта,а чӏавуз
726,damals::ADV,ул чакта,а чӏавуз
727,danach::ADV,да,ахпа
728,vorher::ADV,элек,вилик
729,zuerst::ADV,башта,сифте
730,einmal::ADV,бер,садра
731,einmal::ADV,бер мәртәбә,садра
732,manchmal::ADV,кайчакта,гагь-гагь
733,oft::ADV,еш,гзаф вахтара
734,immer::ADV,һәркайчан,гьамиша
735,niemals::ADV,hичбер вакыт,са чӏавузни
736,niemals::ADV,hичбер вакыт,са вахтундани
737,hier::ADV,монда,ина
738,hier::ADV,биредә,ина
739,hierhin::ADV,монда,иниз
740,von hier::ADV,моннан,инай
741,dort::ADV,анда,ана
742,dorthin::ADV,тегеләй,аниз
743,geradeaus::ADV,турыдан-туры,дуьз
744,vorwärts::ADV,алга,вилик
745,vorwärts::ADV,алга,виликди
746,rückwärts::ADV,кире,кьулухъ
747,zurück::ADV,кире,
748,unten::ADV,түбәндә,агъада
749,hinab::ADV,аска,агъуз
750,oben::ADV,өстә,винел
751,oben::ADV,югарыда,винел
752,hinauf::ADV,өскә,виниз
753,überall::ADV,hәркайда,вирина
754,nicht::ADV,түгел,ваъ
755,ein wenig::ADV,бераз,са тӏимил
756,kaum::ADV,көчкә,жизви
757,sehr::ADV,бик,лап
758,so::ADV,алай,икӏ
759,noch::ADV,янә,гьеле
760,noch::ADV,тагын,гьеле
761,nur::ADV,фәкать,анжах
762,schon::ADV,инде,хъувуна
763,schon::ADV,инде,мадни дардиз
764,schon::ADV,инде,мадни гуьтӏуьз
765,schon::ADV,инде,мадни гуьтӏуь я
766,wieder::ADV,янә,
767,wieder::ADV,тагын,
768,vergebens::ADV,юкка,нагьакь
769,vergebens::ADV,юкка,нагьакьа
770,vor::PRP,алдыннан,вилик
771,hinter::PRP,арттан,кьулухъ
772,unter::PRP,астында,кӏаник
773,durch::PRP,аша,арадай
774,durch::PRP,аша,-кай хкатна
775,neben::PRP,тирәсендә,патав
776,neben::PRP,тирәсендә,мукьув
777,zwischen::PRP,арасында,ара
778,zwischen::PRP,арасында,арада
779,wegen::PRP,сәбәпле,гъиляй
780,dies::PRN,бу,и
781,dies::PRN,бу,им
782,das::PRN,ул,а
783,das::PRN,ул,ам
784,alles::PRN,һәммә,вири
785,alles::PRN,һәммә,михьиз
786,ich::PRN,мин,за
787,ich::PRN,мин,зун
