,Concept_ID,cy,br
295,Linie::N,llinell,linenn
296,Strich::N,strôc,tenn
297,Strich::N,trawiad,tenn
298,Abstand::N,bwlch,distok
299,Abstand::N,pellter,distok
300,Entfernung::N,pellter,keid
301,Entfernung::N,pellter,kehid
302,Gegend::N,cylch,korn-bro
303,Platz::N,lle,plasenn
304,Ort::N,lle,lec'h
305,Seite::N,ochr,tu
306,Mitte::N,canol,kreiz
307,Gegenstand::N,eitem,tra
308,Sache::N,peth,tra
309,Rand::N,cwr,kantenn
310,Rand::N,ymyl,kantenn
311,Kante::N,min,kantenn
312,Kante::N,ymyl,kantenn
313,Ecke::N,cornel,korn
314,Spitze::N,blaen,begell
315,Ende::N,pen,dibenn
316,Loch::N,twll,toull
317,Winkel::N,congl,
318,Muster::N,patrwm,tresadenn
319,Größe::N,maint,ment
320,Größe::N,maintioli,ment
321,Länge::N,hyd,hirder
322,Höhe::N,uchder,uhelder
323,Gewicht::N,pwysau,pouez
324,Menge::N,swm,bern
325,Menge::N,maint,bern
326,Haufen::N,pentwr,bern
327,Reihe::N,rhes,steud
328,Boot::N,cwch,bag
329,Ruder::N,rhwyf,roeñv
330,Schlitten::N,sled,trainell
331,Schlitten::N,car llusg,trainell
332,Ski::N,sgi,ski
333,Lagerfeuer::N,coelcerth,
334,Last::N,llwyth,karg
335,Gang::N,tro,kerzh
336,Schritt::N,cam,paz
337,Norden::N,gogledd,norzh
338,Norden::N,gogledd,hanternoz
339,Süden::N,de,su
340,Süden::N,de,kreisteiz
341,Westen::N,gorllewin,kuzh-heol
342,Osten::N,dwyrain,reter
343,Osten::N,dwyrain,sav-heol
344,Holz::N,pren,koad
345,Brett::N,bwrdd,plankenn
346,Brett::N,astell,plankenn
347,Platte::N,llech,plakenn
348,Stütze::N,ateg,harp
349,Stütze::N,cynhalydd,harp
350,Stange::N,polyn,sparl
351,Stock::N,ffon,bazh
352,Stock::N,brigyn,bazh
353,Stab::N,ffon,bazh
354,Rohr::N,pibell,tub
355,Rohr::N,pibell,korz
356,Haus::N,tŷ,ti
357,Heim::N,cartref,kêr
358,Ofen::N,stof,forn
359,Fußboden::N,llawr,plañchod
360,Tisch::N,bwrdd,taol
361,Stuhl::N,cadair,kador
362,Wiege::N,crud,kavell
363,Bett::N,gwely,gwele
364,Regal::N,silff,estajerenn
365,Kiste::N,bocs,kased
366,Kiste::N,blwch,kased
367,Fenster::N,ffenestr,prenestr
368,Tür::N,drws,dor
369,Tor::N,porth,portal
370,Zaun::N,ffens,sklotur
371,Dach::N,to,toenn
372,Leiter::N,ysgol,skeul
373,Besen::N,ysgub,skubell
374,Spaten::N,rhaw,pal
375,Schaufel::N,rhaw,pal
376,Gabel::N,fforc,fourchetez
377,Löffel::N,llwy,loa
378,Messer::N,cyllell,kontell
379,Nagel::N,hoel,tach
380,Netz::N,gwe,roued
381,Netz::N,rhwyd,roued
382,Haken::N,bach,krog
383,Griff::N,carn,kemer
384,Schloss::N,clo,potenn
385,Bild::N,llun,skeudenn
386,Bild::N,pictiwr,skeudenn
387,Figur::N,ffigur,skeud
388,Figur::N,ffigur,figur
389,Puppe::N,dol,merc'hodenn
390,Beutel::N,cwd,sac'h
391,Bündel::N,bwndel,feskenn
392,Bündel::N,coflaid,feskenn
393,Tasche::N,cod,sac'h
394,Eimer::N,bwced,sailh
395,Eimer::N,cunnog,sailh
396,Deckel::N,caead,pallenn
397,Geschirr::N,llestri,listriaj
398,Sack::N,sach,sac'h
399,Tasse::N,cwpan,tas
400,Topf::N,pot,pod
401,Topf::N,crochan,pod
402,Kessel::N,tegell,chaodouron
403,Essen::N,pryd o fwyd,pred
404,Nahrung::N,bwyd,boued
405,Speise::N,saig,meuz
406,Fleisch::N,cig,kig
407,Getreide::N,ŷd,ed
408,Getreide::N,llafur,ed
409,Brei::N,uwd,yod
410,Brot::N,bara,bara
411,Scheibe::N,tafell,tailhenn
412,Fett::N,saim,lard
413,Fett::N,braster,lard
414,Butter::N,ymenyn,amann
415,Öl::N,olew,eoul
416,Salz::N,halen,holen
417,Suppe::N,cawl,soubenn
418,Honig::N,mêl,mel
419,Milch::N,llaeth,laezh
420,Milch::N,llefrith,laezh
421,Tee::N,te,te
422,Leder::N,lledr,lêr
423,Wolle::N,gwlân,gloan
424,Stoff::N,lliain,danvez
425,Stoff::N,brethyn,danvez
426,Nadel::N,nodwydd,nadoz
427,Faden::N,edau,neudenn
428,Faden::N,edefyn,neudenn
429,Knopf::N,botwm,bouton
430,Knoten::N,cwlwm,skoulm
431,Farbe::N,paent,liv
432,Kleidung::N,dillad,dilhad
433,Kleidung::N,gwisgoedd,dilhad
434,Hemd::N,crys,roc'hed
435,Kragen::N,coler,gouzoug
436,Ärmel::N,llawes,milgin
437,Hose::N,trowsus,bragoù
438,Gürtel::N,gwregys,gouriz
439,Mütze::N,cap,boned
440,Schuh::N,esgid,botez
441,Stiefel::N,botasen,botez
442,Ring::N,modrwy,gwalenn
443,Band::N,rhuban,bagad
444,Kamm::N,crib,krib
445,Spiegel::N,drych,melezour
446,Riemen::N,strap,lerenn
447,Schnur::N,llinyn,kordenn
448,Leine::N,tennyn,roll
449,Decke::N,blanced,golo
450,Decke::N,gwrthban,golo
451,Kissen::N,clustog,goubenner
452,Kissen::N,gobennydd,goubenner
453,Tuch::N,sgarff,mezher
454,Handtuch::N,tywel,toailhon
455,Handtuch::N,lliain sychu,toailhon
456,Kraft::N,grym,nerzh
457,Stärke::N,nerth,nerzhder
458,Stärke::N,cryfder,nerzhder
459,Gesundheit::N,iechyd,yec'hed
460,Krankheit::N,afiechyd,klañved
461,Krankheit::N,anhwylder,klañved
462,Schmerz::N,poen,poan
463,Schmerz::N,poen,droug
464,Schmerz::N,gwayw,poan
465,Schmerz::N,gwayw,droug
466,Wunde::N,clwyf,gloazadenn
467,Fieber::N,twymyn,terzhienn
468,Arznei::N,meddyginiaeth,louzoù
469,Brücke::N,pont,pont
470,Brunnen::N,ffynnon,puñs
471,Weide::N,porfa,prad
472,Pfad::N,llwybr,gwenodenn
473,Weg::N,ffordd,hent
474,Straße::N,heol,ru
475,Straße::N,heol,hent
476,Straße::N,ffordd,ru
477,Straße::N,ffordd,hent
478,Dorf::N,pentref,kêr
479,Dorf::N,pentref,kêriadenn
480,Stadt::N,tref,kêr
481,Brief::N,llythyr,lizher
482,Buch::N,llyfr,levr
483,Buchstabe::N,llythyren,lizherenn
484,Zeitung::N,papur newydd,kazetenn
485,Leben::N,bywyd,buhez
486,Tod::N,marwolaeth,marv
487,Grab::N,bedd,bez
488,Kirche::N,eglwys,iliz
489,Sünde::N,pechod,pec'hed
490,Gott::N,duw,doue
491,Arbeiter::N,gweithiwr,labourer
492,Arbeiter::N,gweithiwr,micherour
493,Chef::N,pennaeth,penn
494,Meister::N,meistr,mestr
495,Arzt::N,meddyg,mezeg
496,Arzt::N,meddyg,medisin
497,Lehrer::N,athro,skolaer
498,Lehrer::N,athro,kelenner
499,Geld::N,pres,arc'hant
500,Geld::N,arian,arc'hant
501,Geschäft::N,busnes,stal
502,Laden::N,siop,stal
503,Preis::N,pris,priz
504,Ware::N,nwydd,marc'hadourezh
505,Nutzen::N,elw,gounidegezh
506,Nutzen::N,elw,lañs
507,Nutzen::N,elw,profit
508,Nutzen::N,elw,spleit
509,Nutzen::N,budd,gounidegezh
510,Nutzen::N,budd,lañs
511,Nutzen::N,budd,profit
512,Nutzen::N,budd,spleit
513,Reichtum::N,cyfoeth,pinvidigezh
514,Welt::N,byd,douar
515,Land::N,gwlad,bro
516,Staat::N,gwladwriaeth,stad
517,König::N,brenin,roue
518,Macht::N,grym,galloud
519,Macht::N,awdurdod,galloud
520,Grenze::N,ffin,harzoù
521,Grenze::N,goror,harzoù
522,Krieg::N,rhyfel,brezel
523,Feind::N,gelyn,eneber
524,Gewalt::N,ffyrnigrwydd,tâerder
525,Kampf::N,brwydr,kann
526,Bogen[Waffe]::N,bwa,gwareg
527,Pfeil::N,saeth,saezh
528,Gewehr::N,dryll,fuzuilh
529,Fehler::N,gwall,fazi
530,Fehler::N,camgymeriad,fazi
531,Lüge::N,celwydd,gaou
532,Lüge::N,anwiredd,gaou
533,Schaden::N,niwed,gwall
534,Schaden::N,difrod,gwall
535,Unglück::N,anffawd,gwalleur
536,Schuld::N,bai,kablusted
537,Schuld::N,bai,pec'hedigezh
538,Alter::N,oed,oad
539,Schluss::N,diwedd,diwezh
540,Zeit::N,amser,amzer
541,Tag::N,dydd,deizh
542,Tag::N,diwrnod,deizh
543,Morgen::N,bore,beure
544,Morgen::N,bore,mintin
545,Mittag::N,nawn,kreisteiz
546,Abend::N,noswaith,abardaez
547,Nacht::N,nos,noz
548,Woche::N,wythnos,sizhun
549,Monat::N,mis,miz
550,Jahr::N,blwyddyn,bloaz
551,Frühling::N,gwanwyn,nevezamzer
552,Sommer::N,haf,hañv
553,Herbst::N,hydref,diskaramzer
554,Winter::N,gaeaf,goañv
555,Januar::N,Ionawr,Genver
556,Februar::N,Chwefror,C'hwevrer
557,März::N,Mawrth,Meurzh
558,April::N,Ebrill,Ebrel
559,Mai::N,Mai,Mae
560,Juni::N,Mehefin,Mezheven
561,Juli::N,Gorffennaf,Gouhere
562,August::N,Awst,Eost
563,September::N,Medi,Gwengolo
564,Oktober::N,Hydref,Here
565,November::N,Tachwedd,Du
566,Dezember::N,Rhagfyr,Kerzu
567,Montag::N,dydd Llun,Lun
568,Dienstag::N,dydd Mawrth,Meurzh
569,Mittwoch::N,dydd Mercher,Merc'her
570,Donnerstag::N,dydd Iau,Yaou
571,Freitag::N,dydd Gwener,Gwener
572,Samstag::N,dydd Sadwrn,Sadorn
573,Sonntag::N,dydd Sul,Sul
574,groß::A,mawr,bras
575,klein::A,bach,bihan
576,lang::A,hir,hir
577,kurz::A,byr,berr
578,kurz::A,cwta,berr
579,breit::A,llydan,ledan
580,schmal::A,cul,strizh
581,dicht::A,dwys,stank
582,dick[Gegenstand]::A,trwchus,tev
583,dünn::A,tenau,moan
584,fein::A,main,munut
585,fest::A,cadarn,start
586,flach::A,gwastad,plaen
587,glatt::A,llyfn,lintr
588,glatt::A,llyfn,levn
589,hart::A,caled,kalet
590,weich::A,meddal,blot
591,rund::A,crwn,ront
592,spitz::A,pigfain,poentet
593,scharf::A,miniog,dremm
594,stumpf::A,pŵl,talsoc'h
595,schwer::A,trwm,pounner
596,schön::A,teg,kaer
597,schön::A,hardd,kaer
598,schön::A,prydferth,kaer
599,heiß::A,poeth,tomm
600,warm::A,twym,tomm
601,warm::A,cynnes,tomm
602,kalt::A,oer,yen
603,kühl::A,oeraidd,yen
604,frisch::A,iach,fresk
605,feucht::A,llaith,gleb
606,nass::A,gwlyb,gleb
607,trocken::A,sych,sec'h
608,voll::A,llawn,leun
609,leer::A,gwag,goullo
610,offen::A,agored,digor
611,geschlossen::A,caead,serr
612,geschlossen::A,caeëdig,serr
613,sauber::A,glân,naet
614,schmutzig::A,budr,lous
615,schmutzig::A,brwnt,lous
616,roh::A,amrwd,kriz
617,reif::A,aeddfed,darev
618,lecker::A,blasus,lipous
619,lecker::A,blasus,saourus
620,lecker::A,danteithiol,lipous
621,lecker::A,danteithiol,saourus
622,süß::A,melys,dous
623,bitter::A,chwerw,c'hwerv
624,sauer::A,sur,trenk
625,hell::A,disglair,sklaer
626,dunkel::A,tywyll,teñval
627,schwarz::A,du,du
628,weiß::A,gwyn,gwenn
629,rot::A,coch,ruz
630,gelb::A,melyn,melen
631,blau::A,glas,glas
632,grün::A,gwyrdd,gwer
633,grau::A,llwyd,louet
634,bunt::A,lliwgar,liesliv
635,billig::A,rhad,marc'had-mat
636,teuer::A,drud,ker
637,wertvoll::A,gwerthfawr,prizius
638,blind::A,dall,dall
639,taub::A,byddar,bouzar
640,kräftig::A,nerthol,start
641,kräftig::A,grymus,start
642,stark::A,cryf,kreñv
643,stark::A,cadarn,kreñv
644,schwach::A,gwan,gwan
645,fett::A,tew,lard
646,schlank::A,main,sinkl
647,hübsch::A,tlws,koant
648,böse::A,drwg,gwall
649,dumm::A,twp,glep
650,faul::A,diog,lezirek
651,fleißig::A,dyfal,studius
652,geizig::A,crintach,tost
653,geizig::A,cybyddlyd,tost
654,klug::A,deallus,speredek
655,geschickt::A,medrus,dornet
656,geschickt::A,deheuig,dornet
657,lieb::A,hoff,koant
658,lieb::A,annwyl,koant
659,lustig::A,llon,laouen
660,sanft::A,mwyn,flour
661,hungrig::A,newynog,marnaon
662,krank::A,sâl,klañv
663,krank::A,gwael,klañv
664,nackt::A,noeth,noazh
665,traurig::A,trist,trist
666,lebendig::A,yn fyw,bev
667,gut::A,da,mad
668,schlecht::A,drwg,fall
669,schlecht::A,drwg,gwall
670,schlecht::A,gwael,fall
671,schlecht::A,gwael,gwall
672,richtig::A,cywir,reizh
673,schlimm::A,enbyd,gwall
674,wahr::A,gwir,gwir
675,alt::A,hen,kozh
676,neu::A,newydd,nevez
677,ehemalig::A,blaenorol,kozh
678,alt[Lebewesen]::A,oedrannus,kozh
679,jung::A,ifanc,yaouank
680,arm::A,tlawd,paour
681,reich::A,cyfoethog,pinvidik
682,bekannt::A,cynefin,anavezet
683,bekannt::A,cyfarwydd,anavezet
684,berühmt::A,enwog,brudet
685,fremd::A,estron,dizanav
686,verschieden::A,gwahanol,disheñel
687,nah::A,agos,nes
688,fern::A,pell,diabell
689,linker::A,aswy,kleiz
690,linker::A,chwith,kleiz
691,rechter::A,de,dehoù
692,rechter::A,deau,dehoù
693,anderer::A,arall,all
694,erster::A,cyntaf,kentañ
695,zweiter::A,ail,eil
696,dritter::A,trydydd,trede
697,letzter::A,olaf,diwezhañ
698,allein::ADV,unig,e-unan
699,allein::ADV,ar ei ben ei hun,e-unan
700,auf einmal::ADV,ar yr un pryd,ar un dro
701,zusammen::ADV,ynghyd,asambles
702,zusammen::ADV,gyda'i gilydd,asambles
703,lange::ADV,amser hir,pell
704,plötzlich::ADV,yn sydyn,en un taol
705,sofort::ADV,ar unwaith,diouzhtu
706,später::ADV,yn ddiweddarach,diwezhatoc'h
707,jetzt::ADV,yn awr,bremañ
708,heute::ADV,heddiw,hiziv
709,morgen::ADV,yfory,arc'hoazh
710,bald::ADV,yn fuan,hepdale
711,bald::ADV,gyda hyn,hepdale
712,dann::ADV,yna,a-c'houde
713,dann::ADV,y pryd hwnnw,a-c'houde
714,gestern::ADV,ddoe,dec'h
715,einst::ADV,gynt,gwechall
716,damals::ADV,ar y pryd,neuze
717,damals::ADV,bryd hynny,neuze
718,danach::ADV,wedyn,goude
719,vorher::ADV,o'r blaen,diagent
720,zuerst::ADV,yn gyntaf,da gentañ
721,einmal::ADV,unwaith,ur wech
722,manchmal::ADV,weithiau,a-wechoù
723,manchmal::ADV,ar brydiau,a-wechoù
724,oft::ADV,yn aml,alies
725,oft::ADV,yn fynych,alies
726,immer::ADV,bob amser,atav
727,immer::ADV,bob amser,bepred
728,niemals::ADV,ni ... byth,gwech ebet
729,niemals::ADV,ni ... erioed,gwech ebet
730,hier::ADV,yma,amañ
731,hierhin::ADV,hyd yma,dre amañ
732,von hier::ADV,oddi yma,alemañ
733,dort::ADV,acw,aze
734,dort::ADV,acw,ahont
735,dorthin::ADV,tuag yno,di
736,dorthin::ADV,tuag yno,aze
737,dorthin::ADV,tuag yno,ahont
738,geradeaus::ADV,syth ymlaen,war-eeun
739,vorwärts::ADV,ymlaen,war-raok
740,rückwärts::ADV,yn ôl,war-lerc'h
741,zurück::ADV,yn ôl,war-dreñv
742,unten::ADV,isod,en traoñ
743,unten::ADV,oddi tanodd,en traoñ
744,hinab::ADV,i lawr,a-izel
745,hinab::ADV,i waered,a-izel
746,oben::ADV,fry,en nec'h
747,hinauf::ADV,i fyny,e-krec'h
748,hinauf::ADV,i'r lan,e-krec'h
749,überall::ADV,ym mhobman,dre-holl
750,nicht::ADV,ni,ne ... ket
751,nicht::ADV,nid,ne ... ket
752,ein wenig::ADV,tipyn,un tammig
753,ein wenig::ADV,ychydig,un tammig
754,kaum::ADV,prin,a-boan
755,sehr::ADV,iawn,-tre
756,sehr::ADV,iawn,-kenañ
757,so::ADV,fel,evel-se
758,so::ADV,felly,evel-se
759,noch::ADV,eto,c'hoazh
760,nur::ADV,yn unig,hepken
761,schon::ADV,eisoes,dija
762,schon::ADV,yn barod,dija
763,wieder::ADV,drachefn,adarre
764,vergebens::ADV,yn ofer,
765,vor::PRP,o flaen,dirak
766,hinter::PRP,ar ôl,a-drek
767,hinter::PRP,ar ôl,a-dreñv
768,unter::PRP,islaw,dindan
769,durch::PRP,trwy,dre
770,neben::PRP,ar bwys,e-kichen
771,zwischen::PRP,rhwng,etre
772,zwischen::PRP,cydrhwng,etre
773,wegen::PRP,o achos,abalamour da
774,wegen::PRP,oherwydd,abalamour da
775,dies::PRN,hyn,hemañ
776,das::PRN,hynny,se
777,das::PRN,hynny,hennezh
778,alles::PRN,popeth,pep tra
779,ich::PRN,fi,me
780,du::PRN,ti,te
781,er::PRN,fe,eñ
782,wir::PRN,ni,ni
783,ihr::PRN,chi,c'hwi
784,sie::PRN,hwy,int
785,was::FPRN,pa beth,petra
786,wer::FPRN,pwy,piv
787,wo::FADV,ble,pelec'h
788,wo::FADV,ym mha le,pelec'h
789,wohin::FADV,i ble,da belec'h
790,wohin::FADV,i ba le,da belec'h
791,wie::FADV,sut,penaos
792,warum::FADV,pam,perak
793,wieviel::FNUM,faint,pet
794,eins::NUM,un,unan
795,zwei::NUM,dau,daou
