,Concept_ID,be,kv
165,Hahn::N,певень,ай курӧг
166,Gans::N,гусь,дзодзог
167,Adler::N,арол,куч
168,Adler::N,арол,кутш
169,Ente::N,качка,утка
170,Eule::N,сава,тупка
171,Kranich::N,жораў,тури
172,Kranich::N,журавель,тури
173,Krähe::N,варона,рака
174,Kuckuck::N,зязюля,кӧк
175,Schwan::N,лебедзь,юсь
176,Fisch::N,рыба,чери
177,Barsch::N,акунь,ёкыш
178,Hecht::N,шчупак,сирпинь
179,Schlange[Tier]::N,змяя,змей
180,Wurm::N,чарвяк,номыр
181,Spinne::N,павук,черань
182,Ameise::N,мурашка,кӧдзывкар
183,Laus::N,вош,ляпа той
184,Mücke::N,камар,ном
185,Fliege::N,муха,гут
186,Schmetterling::N,матыль,бабыв
187,Beere::N,ягада,ягӧд
188,Apfel::N,яблык,яблоко
189,Pilz::N,грыб,тшак
190,Zwiebel::N,цыбуля,грез
191,Saat::N,семя,кӧдзыс
192,Korn::N,зерне,сю
193,Heu::N,сена,турун
194,Schale::N,шалупінне,кыш
195,Schale::N,шалупінне,киль
196,Grube::N,яма,яма
197,Falle::N,пастка,нальк
198,Falle::N,пастка,кляпча
199,Schlinge::N,сіло,лӧч
200,Spur::N,след,туй
201,Asche::N,попел,пӧим
202,Dreck::N,бруд,нять
203,Eisen::N,жалеза,кӧрт
204,Gold::N,золата,зарни
205,Silber::N,сребра,язісь
206,Kohle::N,вугаль,шом
207,Kohle::N,вугаль,уголь
208,Glas::N,шкло,стекло
209,Lehm::N,гліна,сёй
210,Sand::N,пясок,лыа
211,Mensch::N,чалавек,морт
212,Mann::N,мужчына,мужик
213,Frau::N,жанчына,инька
214,Kind::N,дзіця,кага
215,Junge::N,хлопчык,зонка
216,Mädchen::N,дзяўчынка,нывкаок
217,Familie::N,сямʼя,семья
218,Großvater::N,дзядуля,дед
219,Großmutter::N,бабуля,баб
220,Eltern::N,бацькі,ай-мам
221,Vater::N,бацька,ай
222,Mutter::N,маці,мам
223,Sohn::N,сын,зон
224,Tochter::N,дачка,ныв
225,Bruder::N,брат,вон
226,Schwester::N,сястра,сой
227,Onkel::N,дзядзька,дядь
228,Tante::N,цётка,айӧлӧн сой
229,Tante::N,цётка,ичинь
230,Ehemann::N,муж,жӧник
231,Ehefrau::N,жонка,инь
232,Freude::N,радасць,гаж
233,Freude::N,радасць,радъялӧм
234,Gelächter::N,смех,сералӧм
235,Glück::N,шчасце,мичлун
236,Kummer::N,гора,шог
237,Wunsch::N,жаданне,мӧдӧм
238,Wunsch::N,жаданне,охотитӧм
239,Lust::N,цяга,охота
240,Geist::N,дух,лов
241,Gedanke::N,думка,дума
242,Gedächtnis::N,памяць,тӧдвыв
243,Verstand::N,розум,вежӧр
244,Sinn::N,сэнс,ылӧс
245,Grund::N,зачэпка,мог
246,Wahrheit::N,праўда,правда
247,Gespräch::N,размова,сёрни
248,Märchen::N,казка,сказка
249,Erzählung::N,расказ,висьт
250,Erzählung::N,апавяданне,висьт
251,Nachricht::N,вестка,юӧр
252,Nachricht::N,вестка,висьталӧм
253,Nachricht::N,паведамленне,юӧр
254,Nachricht::N,паведамленне,висьталӧм
255,Neuigkeit::N,навіна,новость
256,Name::N,імя,ним
257,Rätsel::N,загадка,загадка
258,Rede::N,прамова,сёрни
259,Sprache::N,мова,кыв
260,Stimme::N,голас,голос
261,Wort::N,слова,кыв
262,Zeichen::N,знак,пас
263,Ruf::N,кліч,чуксӧм
264,Ruf::N,кліч,чукӧстӧм
265,Lärm::N,шум,шум
266,Laut::N,гук,шы
267,Ton::N,гучанне,гор
268,Lied::N,песня,сьыланкыв
269,Ruhe::N,спакой,спокой
270,Leute::N,людзі,йӧз
271,Volk::N,народ,йӧз
272,Volk::N,народ,народ
273,Arbeit::N,праца,удж
274,Arbeit::N,работа,удж
275,Gast::N,госць,гӧсь
276,Geschenk::N,падарунак,гӧснеч
277,Geschenk::N,падарунак,подарок
278,Spiel::N,гульня,орсӧм
279,Gesellschaft::N,таварыства,компания
280,Hilfe::N,дапамога,отсӧт
281,Freund::N,друг,модз
282,Freund::N,друг,дружок
283,Freund::N,сябар,модз
284,Freund::N,сябар,дружок
285,Kamerad::N,прыяцель,тӧдса
286,Angelegenheit::N,справа,дело
287,Anzahl::N,колькасць,лыд
288,Art::N,від,пӧлӧс
289,Stück::N,кусок,тор
290,Stück::N,кавалак,тор
291,Teil::N,частка,юкӧм
292,Hälfte::N,палова,джын
293,Hälfte::N,палавіна,джын
294,Kreis::N,круг,круг
295,Kreuz::N,крыж,перна
296,Linie::N,лінія,визь
297,Strich::N,рыса,кырӧв
298,Abstand::N,прамежак,колас
299,Entfernung::N,адлегласць,ылына
300,Gegend::N,мясцовасць,места
301,Platz::N,месца,места
302,Ort::N,месца,места
303,Seite::N,бок,ладор
304,Mitte::N,сярэдзіна,шӧр
305,Gegenstand::N,прадмет,тор
306,Sache::N,рэч,тор
307,Rand::N,край,дор
308,Kante::N,руб,ордлы
309,Kante::N,кант,ордлы
310,Ecke::N,вугал,пельӧс
311,Spitze::N,кончык,йыв
312,Ende::N,канец,йыв
313,Loch::N,дзірка,осьта
314,Winkel::N,вугал,пельӧс
315,Muster::N,узор,сер
316,Größe::N,памер,ыжда
317,Länge::N,даўжыня,кузя
318,Höhe::N,вышыня,сувда
319,Höhe::N,вышыня,вылына
320,Gewicht::N,вага,сьӧкта
321,Menge::N,колькасць,
322,Haufen::N,куча,куча
323,Reihe::N,рад,лёдз
324,Boot::N,лодка,пыж
325,Ruder::N,вясло,пелыс
326,Schlitten::N,сані,додь
327,Ski::N,лыжа,лямпа
328,Lagerfeuer::N,вогнішча,бипур
329,Last::N,цяжар,тягота
330,Gang::N,ход,мунӧм
331,Schritt::N,шаг,вожмӧв
332,Schritt::N,крок,вожмӧв
333,Norden::N,поўнач,ой
334,Süden::N,поўдзень,лун
335,Westen::N,захад,рытвыв
336,Osten::N,усход,асыв
337,Holz::N,дрэва,пу
338,Holz::N,драўніна,пу
339,Brett::N,дошка,пӧв
340,Platte::N,пліта,плита
341,Stütze::N,падпорка,пика
342,Stange::N,жэрдка,зор
343,Stange::N,жэрдка,потш
344,Stock::N,палка,бедь
345,Stab::N,шост,шест
346,Rohr::N,труба,труба
347,Haus::N,дом,керку
348,Heim::N,дом,керку
349,Heim::N,хата,керку
350,Ofen::N,печ,пӧжавны
351,Fußboden::N,падлога,джодж
352,Tisch::N,стол,пызан
353,Stuhl::N,стул,стул
354,Stuhl::N,крэсла,стул
355,Wiege::N,калыска,зыбка
356,Bett::N,ложак,кровать
357,Bett::N,пасцель,кровать
358,Regal::N,паліца,джадж
359,Kiste::N,скрынка,ящик
360,Fenster::N,акно,ӧшын
361,Tür::N,дзверы,ыбӧс
362,Tor::N,вароты,ворота
363,Zaun::N,агароджа,забор
364,Dach::N,дах,крыша
365,Leiter::N,лесвіца,лиснич
366,Besen::N,мятла,рос
367,Spaten::N,лапата,зыр
368,Spaten::N,жалязняк,зыр
369,Schaufel::N,шуфлік,зыр
370,Schaufel::N,лапатка,зыр
371,Gabel::N,відэлец,вила
372,Löffel::N,лыжка,пань
373,Messer::N,нож,пурт
374,Nagel::N,цвік,кӧрттув
375,Netz::N,сетка,кыйӧт
376,Haken::N,крук,ем
377,Griff::N,ручка,пу
378,Schloss::N,замок,замок
379,Bild::N,карціна,картина
380,Figur::N,фігура,мыгӧр
381,Puppe::N,лялька,акань
382,Beutel::N,мяшок,мешӧк
383,Bündel::N,вязка,нин
384,Tasche::N,торба,сумка
385,Eimer::N,вядро,ведра
386,Deckel::N,накрыўка,вевт
387,Geschirr::N,пасуда,доз
388,Geschirr::N,пасуда,бекӧрпань
389,Sack::N,мех,мешӧк
390,Tasse::N,кубак,бекӧр
391,Topf::N,каструля,кастрюля
392,Kessel::N,кацёл,пӧрт
393,Essen::N,ежа,сёйӧм
394,Nahrung::N,харч,вердан
395,Speise::N,страва,сёян
396,Fleisch::N,мяса,яй
397,Getreide::N,збожжа,сю
398,Brei::N,каша,каша
399,Brot::N,хлеб,нянь
400,Scheibe::N,луста,шӧрӧм
401,Scheibe::N,скібка,шӧрӧм
402,Fett::N,тлушч,гос
403,Butter::N,масла,ви
404,Öl::N,алей,ви
405,Salz::N,соль,сов
406,Suppe::N,суп,шыд
407,Honig::N,мёд,ма
408,Milch::N,малако,йӧв
409,Tee::N,чай,чай
410,Tee::N,гарбата,чай
411,Leder::N,скура,кучик
412,Wolle::N,воўна,гӧн
413,Stoff::N,тканіна,дӧра
414,Nadel::N,іголка,ем
415,Faden::N,нітка,сунис
416,Knopf::N,гузік,кизь
417,Knoten::N,вузел,узӧв
418,Knoten::N,вузел,гӧрӧд
419,Farbe::N,фарба,краска
420,Kleidung::N,адзенне,паськӧм
421,Hemd::N,кашуля,йӧрнӧс
422,Kragen::N,каўнер,воротник
423,Ärmel::N,рукаў,сос
424,Hose::N,штаны,вешьян
425,Gürtel::N,пояс,йи
426,Mütze::N,шапка,шапка
427,Schuh::N,чаравік,ботинки
428,Stiefel::N,бот,сапог
429,Ring::N,кольца,чунькытш
430,Band::N,стужка,ленточка
431,Kamm::N,расчоска,сынан
432,Spiegel::N,люстра,зеркало
433,Riemen::N,рэмень,ремень
434,Schnur::N,вяроўка,гез
435,Leine::N,павадок,повод
436,Decke::N,коўдра,одеяло
437,Kissen::N,падушка,подушка
438,Tuch::N,хустка,чышьян
439,Handtuch::N,ручнік,чышкӧт
440,Kraft::N,сіла,прак
441,Stärke::N,моц,вын
442,Gesundheit::N,здароўе,здоровье
443,Krankheit::N,хвароба,шог
444,Schmerz::N,боль,зубыт
445,Wunde::N,рана,рана
446,Fieber::N,гарачка,лёк тресся
447,Fieber::N,гарачка,кынтан шогӧт
448,Fieber::N,ліхаманка,лёк тресся
449,Fieber::N,ліхаманка,кынтан шогӧт
450,Arznei::N,лекі,лекарство
451,Brücke::N,мост,пос
452,Brunnen::N,калодзеж,колодец 
453,Weide::N,паша,пода йирсян
454,Pfad::N,сцежка,туй
455,Weg::N,шлях,туй
456,Weg::N,дарога,туй
457,Straße::N,вуліца,туй
458,Dorf::N,вёска,деревня
459,Stadt::N,горад,город
460,Brief::N,ліст,гижӧт
461,Brief::N,пісьмо,гижӧт
462,Buch::N,кніга,книга
463,Buchstabe::N,літара,буква
464,Zeitung::N,газета,газета
465,Leben::N,жыццё,олан
466,Tod::N,смерць,кулӧм
467,Grab::N,магіла,гу
468,Kirche::N,касцёл,вичку
469,Kirche::N,царква,вичку
470,Sünde::N,грэх,грек
471,Gott::N,бог,ен
472,Arbeiter::N,рабочы,уджалiсь
473,Chef::N,начальнік,начальник
474,Meister::N,майстар,мастер
475,Arzt::N,урач,врач
476,Lehrer::N,настаўнік,велӧтісь
477,Geld::N,грошы,деньга
478,Geschäft::N,заняцце,удж
479,Laden::N,крама,магазин
480,Laden::N,магазін,магазин
481,Preis::N,цана,дон
482,Ware::N,тавар,товар
483,Nutzen::N,выгада,путь
484,Reichtum::N,багацце,богатство
485,Welt::N,свет,му
486,Land::N,краіна,страна
487,Staat::N,дзяржава,государство
488,König::N,кароль,кан
489,Macht::N,улада,власть
490,Grenze::N,граніца,граница
491,Krieg::N,вайна,война
492,Feind::N,вораг,враг
493,Gewalt::N,насілле,
494,Kampf::N,барацьба,нярасьӧм
495,Kampf::N,барацьба,вермасьӧм
496,Bogen[Waffe]::N,лук,лук
497,Pfeil::N,страла,ньӧв
498,Gewehr::N,ружжо,ружьё
499,Fehler::N,памылка,ошибка
500,Lüge::N,хлусня,ылӧтӧм
501,Lüge::N,хлусня,пӧрьялӧм
502,Schaden::N,шкода,лёк
503,Unglück::N,ліха,пик
504,Unglück::N,ліха,оказзё
505,Unglück::N,бядота,пик
506,Unglück::N,бядота,оказзё
507,Schuld::N,віна,вина
508,Alter::N,узрост,
509,Schluss::N,канец,ком
510,Zeit::N,час,кад
511,Tag::N,дзень,лун
512,Morgen::N,ранак,асыв
513,Morgen::N,раніца,асыв
514,Mittag::N,паўдня,луншӧр кад
515,Mittag::N,поўдзень,луншӧр кад
516,Abend::N,вечар,рыт
517,Nacht::N,ноч,ой
518,Woche::N,тыдзень,неделя
519,Monat::N,месяц,тӧлicь
520,Jahr::N,год,год
521,Frühling::N,вясна,тулыс
522,Sommer::N,лета,гожум
523,Herbst::N,восень,ар
524,Winter::N,зіма,тӧв
525,Januar::N,студзень,январ
526,Februar::N,люты,февраль
527,März::N,сакавік,март
528,April::N,красавік,апрель
529,Mai::N,май,май
530,Mai::N,травень,май
531,Juni::N,чэрвень,юнь
532,Juli::N,ліпень,юль
533,August::N,жнівень,август
534,September::N,верасень,сентяб
535,Oktober::N,кастрычнік,октяб
536,November::N,лістапад,нояб
537,Dezember::N,снежань,декаб
538,Montag::N,панядзелак,вильлун
539,Dienstag::N,аўторак,мӧдӧдзлун
540,Mittwoch::N,серада,шӧрлун
541,Donnerstag::N,чацвер,нёльӧдзлун
542,Freitag::N,пятніца,витӧдзлун
543,Samstag::N,субота,пывсянлун
544,Sonntag::N,нядзеля,кресення
545,groß::A,вялікі,ыджыт
546,klein::A,маленькі,учӧтик
547,lang::A,доўгі,кузь
548,kurz::A,кароткі,дженыт
549,breit::A,шырокі,ота
550,schmal::A,вузкі,векнит
551,dicht::A,густы,тшӧк
552,dick[Gegenstand]::A,тоўсты,кыз
553,dünn::A,тонкі,вӧснит
554,fein::A,тонкі,вӧснит
555,fest::A,моцны,крепыт
556,flach::A,плоскі,лапкӧса
557,glatt::A,гладкі,волькыт
558,hart::A,цвёрды,чӧрыт
559,weich::A,мяккі,небыт
560,rund::A,круглы,гӧгрӧса
561,spitz::A,спічасты,ёся
562,spitz::A,востраканцовы,ёся
563,scharf::A,востры,лэчыт
564,stumpf::A,тупы,ныж
565,schwer::A,цяжкі,сьӧкыт
566,schön::A,прыгожы,басӧк
567,heiß::A,гарачы,жар
568,warm::A,цёплы,шоныт
569,kalt::A,холадны,кӧдзыт
570,kühl::A,халаднаваты,сайкыт
571,frisch::A,свежы,виль
572,feucht::A,вільготны,вакодь
573,nass::A,мокры,ва
574,trocken::A,сухі,кӧс
575,voll::A,поўны,тыра
576,leer::A,пусты,тыртӧм
577,offen::A,адкрыты,оссьӧм
578,offen::A,адчынены,оссьӧм
579,geschlossen::A,закрыты,игана
580,geschlossen::A,закрыты,пӧдана
581,geschlossen::A,зачынены,игана
582,geschlossen::A,зачынены,пӧдана
583,sauber::A,чысты,сӧдз
584,sauber::A,чысты,сӧстӧм
585,schmutzig::A,брудны,нятьӧсь
586,roh::A,сыры,путӧм
587,reif::A,спелы,кисьмалӧм
588,lecker::A,смачны,кӧра 
589,süß::A,салодкі,чӧскыт
590,bitter::A,горкі,курыт
591,sauer::A,кіслы,шӧма 
592,hell::A,светлы,югыт
593,dunkel::A,цёмны,пемыт
594,schwarz::A,чорны,сьӧд
595,weiß::A,белы,чочком
596,rot::A,чырвоны,гӧрд
597,gelb::A,жоўты,веж
598,blau::A,сіні,лӧз
599,grün::A,зялёны,веж
600,grau::A,шэры,руд
601,grau::A,шэры,бусӧй
602,bunt::A,пяресты,быдрӧма
603,billig::A,танны,донтӧм
604,teuer::A,дарагі,дона
605,wertvoll::A,цэнны,дона
606,wertvoll::A,каштоўны,дона
607,blind::A,сляпы,синтӧм
608,taub::A,глухі,пельтӧм
609,kräftig::A,магутны,вына
610,stark::A,сільны,вына
611,schwach::A,слабы,некодя
612,fett::A,тлусты,госа
613,schlank::A,стройны,статя
614,hübsch::A,чароўны,басӧк
615,böse::A,злы,лёк
616,dumm::A,дурны,бӧбӧв
617,dumm::A,дурны,вежӧртӧм
618,faul::A,лянівы,дыш
619,fleißig::A,руплівы,уджалicь
620,geizig::A,прагны,жикмӧра
621,geizig::A,прагны,горшаліcь
622,klug::A,разумны,авья
623,klug::A,разумны,вежӧра
624,geschickt::A,умелы,кипода
625,lieb::A,мілы,муса
626,lieb::A,мілы,дзулиньӧй
627,lustig::A,вясёлы,гажа
628,sanft::A,ласкавы,лебезнӧй
629,hungrig::A,галодны,тшыг
630,krank::A,хворы,шогалiсь
631,nackt::A,голы,куш
632,traurig::A,сумны,жугыль
633,lebendig::A,жывы,ловья
634,gut::A,добры,бур
635,schlecht::A,кепскі,умӧль
636,richtig::A,правільны,
637,schlimm::A,агідны,нештӧм
638,wahr::A,сапраўдны,
639,alt::A,стары,важ
640,neu::A,новы,виль
641,ehemalig::A,былы,вӧвлӧм
642,alt[Lebewesen]::A,стары,года
643,alt[Lebewesen]::A,стары,годдэза
644,jung::A,малады,том
645,arm::A,бедны,гов
646,arm::A,бедны,беднӧй
647,reich::A,багаты,эма
648,bekannt::A,знаёмы,тӧдса
649,berühmt::A,славуты,
650,fremd::A,чужы,чужӧй
651,verschieden::A,розны,быдкодь
652,nah::A,блізкі,матiсь
653,fern::A,далёкі,ылicь
654,linker::A,левы,шульга
655,rechter::A,правы,веськытланись
656,anderer::A,іншы,мукӧд
657,anderer::A,другі,мукӧд
658,erster::A,першы,медодзза
659,zweiter::A,другі,кыкӧт
660,dritter::A,трэці,куимӧт
661,dritter::A,трэці,куимӧдз
662,letzter::A,апошні,бӧрья
663,letzter::A,апошні,мёдбӧрья
664,allein::ADV,сам,
665,allein::ADV,адзін,
666,auf einmal::ADV,адразу,тшӧтш
667,zusammen::ADV,разам,ӧтлаын
668,lange::ADV,доўга,дыр
669,plötzlich::ADV,раптам,друг
670,sofort::ADV,зараз,тшӧтш
671,später::ADV,пазней,медбӧрын
672,jetzt::ADV,цяпер,ӧні
673,heute::ADV,сёння,талун
674,morgen::ADV,заўтра,ашын
675,bald::ADV,хутка,чожа
676,bald::ADV,неўзабаве,чожа
677,dann::ADV,потым,сыбӧрын
678,gestern::ADV,учора,тӧн
679,einst::ADV,аднойчы,ӧтпыр
680,damals::ADV,тады,сэк
681,damals::ADV,тады,сэки
682,danach::ADV,затым,сэсся
683,vorher::ADV,раней,одзжык
684,zuerst::ADV,спярша,наперво
685,zuerst::ADV,спачатку,наперво
686,einmal::ADV,адзін раз,ӧтпыр
687,manchmal::ADV,часам,мукӧдпыр
688,oft::ADV,часта,-лы-
689,immer::ADV,заўсёды,быдпыр
690,immer::ADV,заўсёды,быдпырся
691,niemals::ADV,ніколі,некӧр
692,hier::ADV,тут,татӧн
693,hierhin::ADV,сюды,татчӧ
694,von hier::ADV,адсюль,тасянь
695,von hier::ADV,адгэтуль,тасянь
696,dort::ADV,там,сэтӧн
697,dorthin::ADV,туды,сэтчин
698,geradeaus::ADV,прама,веськыта
699,vorwärts::ADV,наперад,одзӧ
700,rückwärts::ADV,назад,бӧр
701,zurück::ADV,назад,бӧр
702,unten::ADV,унізе,увтын
703,hinab::ADV,уніз,увтас
704,oben::ADV,угары,вевдӧрас
705,oben::ADV,наверсе,вевдӧрас
706,hinauf::ADV,угару,вывлань
707,hinauf::ADV,угару,вывланьӧ
708,überall::ADV,усюды,быдлан
709,nicht::ADV,не,ог
710,ein wenig::ADV,трошкі,-ышт
711,ein wenig::ADV,трошкі,невна
712,kaum::ADV,ледзьве,ӧдва
713,sehr::ADV,вельмі,вывтi
714,so::ADV,так,сiдз
715,noch::ADV,яшчэ,эшӧ
716,nur::ADV,толькі,только
717,schon::ADV,ужо,ни
718,wieder::ADV,зноў,бӧра
719,vergebens::ADV,дарма,весись
720,vergebens::ADV,дарэмна,весись
721,vor::PRP,перад,одзас
722,hinter::PRP,за,бӧрӧ
723,hinter::PRP,ззаду,бӧрӧ
724,unter::PRP,пад,увтын
725,durch::PRP,праз,пыр
726,neben::PRP,каля,бокам
727,neben::PRP,каля,боксиным
728,zwischen::PRP,між,коласас
729,zwischen::PRP,паміж,коласас
730,wegen::PRP,з-за,понда
731,dies::PRN,гэта,эта
732,das::PRN,тое,сiя
733,alles::PRN,усё,быдӧс
734,ich::PRN,я,ме
735,du::PRN,ты,тэ
736,er::PRN,ён,сiя
737,wir::PRN,мы,мийӧ
738,ihr::PRN,вы,ті
739,sie::PRN,яны,нія
740,was::FPRN,што,мый
741,wer::FPRN,хто,кин
742,wo::FADV,дзе,кытӧн
743,wohin::FADV,куды,кытчӧ
744,wie::FADV,як,дзик
745,warum::FADV,чаму,мыля
746,warum::FADV,чаму,мыйсянь
747,wieviel::FNUM,колькі,мымда
748,eins::NUM,адзін,ӧт
749,zwei::NUM,два,кык
750,drei::NUM,тры,куим
751,vier::NUM,чатыры,нёль
752,fünf::NUM,пяць,вит
753,sechs::NUM,шесць,квать
754,sieben::NUM,сем,сизим
755,acht::NUM,восем,кыкьямыс
756,neun::NUM,дзевяць,ӧкмыс
757,zehn::NUM,дзесяць,дас
758,elf::NUM,адзінаццаць,дасотік
759,zwölf::NUM,дванаццаць,даскык
760,zwanzig::NUM,дваццаць,кыкдас
761,dreißig::NUM,трыццаць,куимдас
762,vierzig::NUM,сорак,нёльдас
763,fünfzig::NUM,пядзесят,витдас
764,sechzig::NUM,шесдзесят,кватьдас
765,siebzig::NUM,семдзесят,сизимдас
766,achtzig::NUM,восемдзесят,кыкьямысдас
767,neunzig::NUM,дзевяноста,ӧкмысдас
768,hundert::NUM,сто,сто
769,tausend::NUM,тысяча,тысяча
770,und::CNJ,і,и
771,und::CNJ,і,да
772,und::CNJ,ды,и
773,und::CNJ,ды,да
774,oder::CNJ,або,или
775,stehen::V,стаяць,сулавны
776,sitzen::V,сядзець,пукавны
777,liegen::V,ляжаць,куйлыны
778,hängen::V,вісець,ӧшавны
779,werden::V,стаць,лоны
780,werden::V,зрабіцца,лоны
781,passieren::V,трапіцца,аркмыны
782,beginnen::V,пачацца,петны
783,enden::V,кончыцца,-сь
784,enden::V,кончыцца,бырны
785,wechseln::V,мяняцца,вежсьыны
786,aufgehen[Sonne]::V,узысці,петавны
787,untergehen[Sonne]::V,зайсці,пуксьыны
788,scheinen[Sonne]::V,свяціць,югьявны
789,donnern::V,грымець,гымавны
790,wehen::V,дзьмуць,пӧлявны
791,strömen::V,ліцца,киссьыны
792,fließen::V,цячы,визывтны
793,sich drehen::V,круціцца,бергавны
794,sich drehen::V,варочацца,бергавны
795,schwanken::V,хістацца,кӧвьясьны
796,schwingen::V,гайдацца,дюттясьны
