,Concept_ID,pt,ro
89,Funke::N,faísca,scânteie
90,Funke::N,centelha,scânteie
91,Feuer::N,fogo,foc
92,Licht::N,luz,lumină
93,Schatten::N,sombra,umbră
94,Wetter::N,tempo,timp
95,Wetter::N,tempo,vreme
96,Nebel::N,nevoeiro,ceață
97,Nebel::N,nevoeiro,negură
98,Wolke::N,nuvem,nor
99,Regen::N,chuva,ploaie
100,Schnee::N,neve,zăpadă
101,Eis::N,gelo,gheață
102,Frost::N,gelo,ger
103,Frost::N,geada,ger
104,Kälte::N,frio,frig
105,Hitze::N,ardor,arșiță
106,Hitze::N,ardor,căldură
107,Raureif::N,geada,chiciură
108,Regenbogen::N,arco-iris,curcubeu
109,Donner::N,trovão,tunet
110,Strömung::N,corrente,curent
111,Tropfen::N,gota,picătură
112,Schaum::N,espuma,spumă
113,Schmutz::N,sujidade,murdărie
114,Schmutz::N,imundície,murdărie
115,See::N,lago,lac
116,Sumpf::N,charco,mlaștină
117,Sumpf::N,pântano,mlaștină
118,Moor::N,pântano,bărăgan
119,Wiese::N,prado,fânaț
120,Wiese::N,prado,livadă
121,Wald::N,bosque,codru
122,Wald::N,bosque,pădure
123,Wald::N,floresta,codru
124,Wald::N,floresta,pădure
125,Hügel::N,colina,deal
126,Hügel::N,colina,movilă
127,Anhöhe::N,alto,deal
128,Anhöhe::N,alto,ridicătură
129,Anhöhe::N,outeiro,deal
130,Anhöhe::N,outeiro,ridicătură
131,Berg::N,monte,munte
132,Berg::N,montanha,munte
133,Gipfel::N,pico,pisc
134,Höhle::N,caverna,peșteră
135,Abhang::N,encosta,pantă
136,Abhang::N,encosta,versant
137,Quelle::N,fonte,izvor
138,Bach::N,regato,gârlă
139,Bach::N,ribeiro,gârlă
140,Fluss::N,rio,râu
141,Fluss::N,rio,fluviu
142,Ufer::N,beira,mal
143,Ufer::N,beira,țărm
144,Küste::N,costa,coastă
145,Festland::N,terra firme,uscat
146,Meer::N,mar,mare
147,Bucht::N,baía,golf
148,Insel::N,ilha,insulă
149,Blume::N,flor,floare
150,Gras::N,erva,iarbă
151,Wurzel::N,raiz,rădăcină
152,Baum::N,árvore,copac
153,Baum::N,árvore,arbore
154,Stamm::N,tronco,tulpină
155,Rinde::N,casca,scoarță
156,Ast::N,ramo,cracă
157,Ast::N,ramo,creangă
158,Zweig::N,galho,ramură
159,Zweig::N,galho,creangă
160,Blatt::N,folha,frunză
161,Birke::N,bétula,mesteacăn
162,Kiefer[Baum]::N,pinheiro,pin
163,Weide[Baum]::N,salgueiro,salcie
164,Weide[Baum]::N,salgueiro,răchită
165,Tanne::N,abeto,brad
166,Horn::N,corno,corn
167,Horn::N,chifre,corn
168,Feder::N,pena,pană
169,Fell::N,pele,piele
170,Flügel::N,asa,aripă
171,Klaue::N,pata,gheară
172,Kralle::N,unha,labă
173,Kralle::N,unha,gheară
174,Kralle::N,garra,labă
175,Kralle::N,garra,gheară
176,Schwanz::N,rabo,coadă
177,Schwanz::N,cauda,coadă
178,Ei::N,ovo,ou
179,Nest::N,ninho,cuib
180,Bau::N,toca,bârlog
181,Bau::N,toca,vizuină
182,Bau::N,covil,bârlog
183,Bau::N,covil,vizuină
184,Tier::N,animal,animal
185,Herde::N,rebanho,turmă
186,Herde::N,rebanho,cireadă
187,Kuh::N,vaca,vacă
188,Bulle::N,touro,taur
189,Pferd::N,cavalo,cal
190,Schaf::N,ovelha,oaie
191,Schwein::N,porco,porc
192,Hund::N,cão,câine
193,Katze::N,gata,pisică
194,Bär::N,urso,urs
195,Eichhörnchen::N,esquilo,veveriță
196,Elch::N,alce,elan
197,Fuchs::N,raposa,vulpe
198,Hase::N,lebre,iepure
199,Maus::N,rato,șoarece
200,Wolf::N,lobo,lup
201,Vogel::N,ave,pasăre
202,Vogel::N,pássaro,pasăre
203,Schwarm::N,bando,cârd
204,Schwarm::N,enxame,cârd
205,Huhn::N,galinha,găină
206,Hahn::N,galo,cocoș
207,Gans::N,ganso,gâscă
208,Adler::N,águia,vultur
209,Ente::N,pata,rață
210,Eule::N,mocho,bufniță
211,Eule::N,coruja,bufniță
212,Kranich::N,grou,cocor
213,Krähe::N,gralha,cioară
214,Kuckuck::N,cuco,cuc
215,Schwan::N,cisne,lebădă
216,Fisch::N,peixe,pește
217,Barsch::N,perca,biban
218,Hecht::N,lúcio,știucă
219,Schlange[Tier]::N,serpente,șarpe
220,Wurm::N,verme,vierme
221,Spinne::N,aranha,păianjen
222,Ameise::N,formiga,furnică
223,Laus::N,piolho,păduche
224,Mücke::N,mosquito,țânțar
225,Fliege::N,mosca,muscă
226,Schmetterling::N,borboleta,fluture
227,Beere::N,bago,boabă
228,Apfel::N,maçã,măr
229,Pilz::N,fungo,burete
230,Pilz::N,fungo,ciupercă
231,Pilz::N,cogumelo,burete
232,Pilz::N,cogumelo,ciupercă
233,Zwiebel::N,cebola,ceapă
234,Saat::N,sementeira,semănătură
235,Korn::N,grão,grâu
236,Heu::N,feno,fân
237,Schale::N,casca,coajă
238,Grube::N,cova,groapă
239,Grube::N,fossa,groapă
240,Falle::N,armadilha,cursă
241,Falle::N,armadilha,capcană
242,Schlinge::N,laço,laț
243,Spur::N,pista,dâră
244,Spur::N,vestígio,dâră
245,Asche::N,cinza,cenușă
246,Dreck::N,sujidade,noroi
247,Dreck::N,sujidade,murdărie
248,Eisen::N,ferro,fier
249,Gold::N,ouro,aur
250,Silber::N,prata,argint
251,Kohle::N,carvão,cărbune
252,Glas::N,vidro,sticlă
253,Lehm::N,barro,lut
254,Lehm::N,barro,humă
255,Lehm::N,argila,lut
256,Lehm::N,argila,humă
257,Sand::N,areia,nisip
258,Mensch::N,homem,om
259,Mensch::N,homem,persoană
260,Mensch::N,pessoa,om
261,Mensch::N,pessoa,persoană
262,Mann::N,homem,om
263,Mann::N,homem,bărbat
264,Frau::N,mulher,femeie
265,Kind::N,filho,copil
266,Kind::N,criança,copil
267,Junge::N,rapaz,băiat
268,Junge::N,rapaz,flăcău
269,Junge::N,menino,băiat
270,Junge::N,menino,flăcău
271,Mädchen::N,menina,fată
272,Mädchen::N,rapariga,fată
273,Familie::N,família,familie
274,Großvater::N,avô,bunic
275,Großvater::N,avô,tată mare
276,Großmutter::N,avó,bunică
277,Großmutter::N,avó,mamă mare
278,Eltern::N,pais,părinți
279,Vater::N,pai,tată
280,Vater::N,pai,părinte
281,Mutter::N,mãe,mamă
282,Sohn::N,filho,fiu
283,Sohn::N,filho,fecior
284,Tochter::N,filha,fiică
285,Bruder::N,irmão,frate
286,Schwester::N,irmã,soră
287,Onkel::N,tio,unchi
288,Tante::N,tia,mătușă
289,Ehemann::N,esposo,soț
290,Ehemann::N,esposo,bărbat
291,Ehefrau::N,esposa,soție
292,Freude::N,prazer,bucurie
293,Freude::N,alegria,bucurie
294,Gelächter::N,risada,râset
295,Gelächter::N,gargalhada,râset
296,Glück::N,felicidade,fericire
297,Kummer::N,aflição,mâhnire
298,Kummer::N,desgosto,mâhnire
299,Wunsch::N,desejo,dorință
300,Wunsch::N,desejo,deziderat
301,Lust::N,vontade,poftă
302,Lust::N,vontade,înclinare
303,Geist::N,mente,duh
304,Geist::N,mente,minte
305,Geist::N,mente,suflet
306,Geist::N,espírito,duh
307,Geist::N,espírito,minte
308,Geist::N,espírito,suflet
309,Gedanke::N,ideia,gând
310,Gedanke::N,ideia,cuget
311,Gedanke::N,pensamento,gând
312,Gedanke::N,pensamento,cuget
313,Gedächtnis::N,memória,memorie
314,Verstand::N,razão,minte
315,Verstand::N,razão,intelect
316,Verstand::N,inteligência,minte
317,Verstand::N,inteligência,intelect
318,Sinn::N,sentido,sens
319,Sinn::N,sentido,înțeles
320,Sinn::N,significado,sens
321,Sinn::N,significado,înțeles
322,Grund::N,causa,cauză
323,Grund::N,causa,pricină
324,Grund::N,motivo,cauză
325,Grund::N,motivo,pricină
326,Wahrheit::N,verdade,adevăr
327,Gespräch::N,conversa,convorbire
328,Gespräch::N,conversa,conversație
329,Gespräch::N,conversação,convorbire
330,Gespräch::N,conversação,conversație
331,Märchen::N,conto,basm
332,Märchen::N,conto,poveste
333,Erzählung::N,conto,poveste
334,Erzählung::N,narrativa,poveste
335,Nachricht::N,mensagem,veste
336,Neuigkeit::N,notícia,noutate
337,Neuigkeit::N,notícia,actualitate
338,Neuigkeit::N,novidade,noutate
339,Neuigkeit::N,novidade,actualitate
340,Name::N,nome,nume
341,Rätsel::N,adivinha,ghicitoare
342,Rede::N,oração,discurs
343,Rede::N,discurso,discurs
344,Sprache::N,língua,limbă
345,Sprache::N,língua,limbaj
346,Stimme::N,voz,glas
347,Wort::N,palavra,cuvânt
348,Zeichen::N,marca,semn
349,Zeichen::N,marca,semnal
350,Ruf::N,grito,chemare
351,Ruf::N,chamada,chemare
352,Lärm::N,ruído,zgomot
353,Lärm::N,ruído,tărăboi
354,Lärm::N,barulho,zgomot
355,Lärm::N,barulho,tărăboi
356,Laut::N,som,sunet
357,Ton::N,tom,ton
358,Lied::N,canção,cântec
359,Ruhe::N,calma,odihnă
360,Ruhe::N,calma,liniște
361,Ruhe::N,silêncio,odihnă
362,Ruhe::N,silêncio,liniște
363,Leute::N,gente,lume
364,Leute::N,gente,oameni
365,Leute::N,pessoas,lume
366,Leute::N,pessoas,oameni
367,Volk::N,povo,popor
368,Volk::N,povo,națiune
369,Volk::N,nação,popor
370,Volk::N,nação,națiune
371,Arbeit::N,trabalho,lucru
372,Gast::N,hóspede,musafir
373,Gast::N,convidado,musafir
374,Geschenk::N,prenda,dar
375,Geschenk::N,prenda,cadou
376,Geschenk::N,presente,dar
377,Geschenk::N,presente,cadou
378,Spiel::N,jogo,joc
379,Gesellschaft::N,companhia,societate
380,Hilfe::N,ajuda,ajutor
381,Hilfe::N,socorro,ajutor
382,Freund::N,amigo,amic
383,Freund::N,amigo,prieten
384,Kamerad::N,camarada,tovarăș
385,Angelegenheit::N,assunto,afacere
386,Anzahl::N,número,număr
387,Anzahl::N,número,cantitate
388,Anzahl::N,quantidade,număr
389,Anzahl::N,quantidade,cantitate
390,Art::N,tipo,fel
391,Art::N,tipo,specie
392,Art::N,espécie,fel
393,Art::N,espécie,specie
394,Stück::N,pedaço,bucată
395,Teil::N,peça,parte
396,Teil::N,peça,porție
397,Teil::N,parte,parte
398,Teil::N,parte,porție
399,Hälfte::N,metade,jumătate
400,Kreis::N,círculo,cerc
401,Kreuz::N,cruz,cruce
402,Linie::N,linha,linie
403,Strich::N,traço,linie
404,Strich::N,traço,trăsătură
405,Abstand::N,distância,distanță
406,Abstand::N,distância,depărtare
407,Entfernung::N,distância,distanță
408,Entfernung::N,distância,depărtare
409,Gegend::N,área,regiune
410,Gegend::N,região,regiune
411,Platz::N,lugar,loc
412,Ort::N,sítio,loc
413,Seite::N,lado,latură
414,Mitte::N,meio,centru
415,Gegenstand::N,objecto,obiect
416,Sache::N,coisa,lucru
417,Sache::N,coisa,chestie
418,Rand::N,bordo,bordură
419,Rand::N,margem,bordură
420,Kante::N,borda,muchie
421,Kante::N,borda,bordură
422,Kante::N,aresta,muchie
423,Kante::N,aresta,bordură
424,Ecke::N,esquina,colț
425,Spitze::N,ponta,vârf
426,Spitze::N,ponta,creștet
427,Ende::N,cabo,capăt
428,Ende::N,extremo,capăt
429,Loch::N,furo,gaură
430,Loch::N,buraco,gaură
431,Winkel::N,canto,colț
432,Winkel::N,ângulo,colț
433,Muster::N,padrão,desen
434,Muster::N,desenho,desen
435,Größe::N,tamanho,mărime
436,Länge::N,comprimento,lungime
437,Höhe::N,altura,înălțime
438,Höhe::N,altitude,înălțime
439,Gewicht::N,peso,greutate
440,Menge::N,quantidade,cantitate
441,Haufen::N,pilha,grămadă
442,Reihe::N,fila,șir
443,Reihe::N,fila,rând
444,Boot::N,barco,barcă
445,Boot::N,barco,luntre
446,Ruder::N,remo,vâslă
447,Ruder::N,remo,lopată
448,Schlitten::N,trenó,sanie
449,Ski::N,esqui,schi
450,Lagerfeuer::N,fogueira,foc de tabără
451,Last::N,carga,povară
452,Last::N,carga,sarcină
453,Gang::N,curso,mers
454,Gang::N,curso,umblet
455,Gang::N,caminhada,mers
456,Gang::N,caminhada,umblet
457,Schritt::N,passo,pas
458,Norden::N,norte,nord
459,Norden::N,norte,miazănoapte
460,Süden::N,sul,sud
461,Süden::N,sul,miazăzi
462,Westen::N,oeste,apus
463,Westen::N,ocidente,apus
464,Osten::N,este,est
465,Osten::N,este,răsărit
466,Osten::N,leste,est
467,Osten::N,leste,răsărit
468,Osten::N,oriente,est
469,Osten::N,oriente,răsărit
470,Holz::N,madeira,lemn
471,Brett::N,tábua,scândură
472,Brett::N,prancha,scândură
473,Platte::N,laje,placă
474,Platte::N,chapa,placă
475,Stütze::N,apoio,proptea
476,Stütze::N,suporte,proptea
477,Stange::N,vara,bară
478,Stange::N,vara,prăjină
479,Stange::N,barra,bară
480,Stange::N,barra,prăjină
481,Stock::N,pau,băț
482,Stock::N,pau,baston
483,Stock::N,bengala,băț
484,Stock::N,bengala,baston
485,Stab::N,bastão,baston
486,Stab::N,bastão,prăjină
487,Rohr::N,cano,tub
488,Rohr::N,cano,țeavă
489,Haus::N,casa,casă
490,Heim::N,lar,casă
491,Heim::N,lar,cămin
492,Heim::N,casa,casă
493,Heim::N,casa,cămin
494,Ofen::N,estufa,sobă
495,Ofen::N,aquecedor,sobă
496,Fußboden::N,piso,podea
497,Fußboden::N,piso,dușumea
498,Tisch::N,mesa,masă
499,Stuhl::N,cadeira,scaun
500,Wiege::N,berço,leagăn
501,Bett::N,cama,pat
502,Regal::N,estante,rafturi
503,Regal::N,prateleira,rafturi
504,Kiste::N,caixa,ladă
505,Kiste::N,caixa,cutie
506,Fenster::N,janela,fereastră
507,Tür::N,porta,ușă
508,Tor::N,portão,poartă
509,Zaun::N,cerca,gard
510,Zaun::N,vedação,gard
511,Dach::N,telhado,acoperiș
512,Leiter::N,escada,scară
513,Leiter::N,escada móvel,scară
514,Besen::N,vassoura,mătură
515,Spaten::N,pá,cazma
516,Spaten::N,pá,hârleț
517,Schaufel::N,pá,lopată
518,Gabel::N,garfo,furculiță
519,Löffel::N,colher,lingură
520,Messer::N,faca,cuțit
521,Nagel::N,cravo,cui
522,Netz::N,rede,plasă
523,Haken::N,gancho,cârlig
524,Griff::N,asa,mâner
525,Griff::N,cabo,mâner
526,Schloss::N,fechadura,lacăt
527,Bild::N,imagem,tablou
528,Bild::N,imagem,imagine
529,Figur::N,figura,chip
530,Figur::N,figura,figură
531,Puppe::N,boneca,păpușă
532,Beutel::N,saco,pungă
533,Beutel::N,saco,săculeț
534,Beutel::N,bolsa,pungă
535,Beutel::N,bolsa,săculeț
536,Bündel::N,fardo,mănunchi
537,Tasche::N,saco,geantă
538,Tasche::N,bolso,geantă
539,Eimer::N,balde,găleată
540,Deckel::N,tampa,capac
541,Geschirr::N,louça,vase
542,Geschirr::N,louça,tacâmuri
543,Sack::N,saca,sac
544,Tasse::N,chávena,ceașcă
545,Topf::N,tacho,oală
546,Topf::N,panela,oală
547,Kessel::N,caldeira,cazan
548,Kessel::N,caldeira,căldare
549,Essen::N,refeição,mâncare
550,Nahrung::N,comida,hrană
551,Nahrung::N,comida,aliment
552,Nahrung::N,alimento,hrană
553,Nahrung::N,alimento,aliment
554,Speise::N,prato,bucate
555,Speise::N,prato,fel de bucate
556,Fleisch::N,carne,carne
557,Getreide::N,cereais,cereale
558,Brei::N,puré,pireu
559,Brot::N,pão,pâine
560,Scheibe::N,fatia,felie
561,Scheibe::N,fatia,bucată
562,Fett::N,banha,untură
563,Fett::N,banha,grăsime
564,Fett::N,gordura,untură
565,Fett::N,gordura,grăsime
566,Butter::N,manteiga,unt
567,Öl::N,azeite,ulei
568,Salz::N,sal,sare
569,Suppe::N,sopa,supă
570,Suppe::N,sopa,ciorbă
571,Suppe::N,caldo,supă
572,Suppe::N,caldo,ciorbă
573,Honig::N,mel,miere
574,Milch::N,leite,lapte
575,Tee::N,chá,ceai
576,Leder::N,couro,piele
577,Wolle::N,lã,lână
578,Stoff::N,pano,stofă
579,Stoff::N,tecido,stofă
580,Nadel::N,agulha,ac
581,Faden::N,fio,ață
582,Knopf::N,botão,buton
583,Knoten::N,nó,nod
584,Farbe::N,corante,vopsea
585,Kleidung::N,roupa,haine
586,Kleidung::N,roupa,îmbrăcăminte
587,Kleidung::N,vestuário,haine
588,Kleidung::N,vestuário,îmbrăcăminte
589,Hemd::N,camisa,cămașă
590,Kragen::N,gola,guler
591,Ärmel::N,manga,mânecă
592,Hose::N,calça,pantaloni
593,Gürtel::N,cinto,cordon
594,Mütze::N,boné,șapcă
595,Mütze::N,barrete,șapcă
596,Schuh::N,sapato,gheată
597,Stiefel::N,bota,cizmă
598,Ring::N,anel,inel
599,Ring::N,anel,verigă
600,Band::N,fita,panglică
601,Band::N,fita,șiret
602,Band::N,faixa,panglică
603,Band::N,faixa,șiret
604,Kamm::N,pente,pieptene
605,Spiegel::N,espelho,oglindă
606,Riemen::N,correia,curea
607,Schnur::N,corda,funie
608,Schnur::N,corda,sfoară
609,Schnur::N,cordel,funie
610,Schnur::N,cordel,sfoară
611,Leine::N,trela,lesă
612,Leine::N,trela,curea
613,Decke::N,cobertor,pătură
614,Kissen::N,almofada,pernă
615,Tuch::N,pano,batic
616,Handtuch::N,toalha,prosop
617,Handtuch::N,toalha,ștergar
618,Kraft::N,força,forță
619,Kraft::N,força,putere
620,Stärke::N,força,tărie
621,Stärke::N,força,vigoare
622,Gesundheit::N,saúde,sănătate
623,Krankheit::N,doença,boală
624,Krankheit::N,doença,maladie
625,Krankheit::N,enfermidade,boală
626,Krankheit::N,enfermidade,maladie
627,Schmerz::N,dor,durere
628,Wunde::N,chaga,rană
629,Wunde::N,ferida,rană
630,Fieber::N,febre,febră
631,Arznei::N,remédio,leac
632,Arznei::N,remédio,medicament
633,Brücke::N,ponte,pod
634,Brücke::N,ponte,punte
635,Brunnen::N,poço,puț
636,Weide::N,pastagem,izlaz
637,Weide::N,pastagem,pășune
638,Pfad::N,senda,cărare
639,Pfad::N,trilho,cărare
640,Weg::N,caminho,drum
641,Straße::N,via,cale
642,Straße::N,via,stradă
643,Straße::N,estrada,cale
644,Straße::N,estrada,stradă
645,Dorf::N,aldeia,sat
646,Stadt::N,cidade,oraș
647,Brief::N,carta,scrisoare
648,Buch::N,livro,carte
649,Buchstabe::N,letra,literă
650,Buchstabe::N,letra,caracter
651,Zeitung::N,jornal,ziar
652,Zeitung::N,jornal,gazetă
653,Leben::N,vida,viață
654,Tod::N,morte,moarte
655,Grab::N,túmulo,groapă
656,Grab::N,túmulo,mormânt
657,Grab::N,sepultura,groapă
658,Grab::N,sepultura,mormânt
659,Kirche::N,igreja,biserică
660,Sünde::N,pecado,păcat
661,Gott::N,deus,zeu
662,Arbeiter::N,operário,muncitor
663,Arbeiter::N,trabalhador,muncitor
664,Chef::N,chefe,șef
665,Chef::N,patrão,șef
666,Meister::N,mestre,meșter
667,Meister::N,mestre,maestru
668,Arzt::N,médico,medic
669,Arzt::N,médico,doctor
670,Lehrer::N,professor,profesor
671,Lehrer::N,professor,învățător
672,Geld::N,dinheiro,bani
673,Geld::N,dinheiro,parale
674,Geschäft::N,negócio,treabă
675,Geschäft::N,negócio,afacere
676,Laden::N,loja,magazin
677,Laden::N,loja,prăvălie
678,Preis::N,preço,preț
679,Ware::N,mercadoria,marfă
680,Nutzen::N,proveito,folos
681,Nutzen::N,proveito,profit
682,Reichtum::N,riqueza,avuție
683,Reichtum::N,riqueza,bogăție
684,Welt::N,mundo,lume
685,Land::N,país,țară
686,Staat::N,Estado,stat
687,König::N,rei,rege
688,Macht::N,poder,putere
689,Macht::N,poder,putință
690,Macht::N,potência,putere
691,Macht::N,potência,putință
692,Grenze::N,fronteira,hotar
693,Grenze::N,fronteira,graniță
694,Grenze::N,fronteira,frontieră
695,Krieg::N,guerra,război
696,Feind::N,inimigo,dușman
697,Gewalt::N,violência,violență
698,Kampf::N,luta,luptă
699,Kampf::N,combate,luptă
700,Bogen[Waffe]::N,arco,arc
701,Pfeil::N,seta,săgeată
702,Pfeil::N,flecha,săgeată
703,Gewehr::N,espingarda,armă
704,Gewehr::N,espingarda,pușcă
705,Fehler::N,erro,eroare
706,Fehler::N,erro,greșeală
707,Fehler::N,falha,eroare
708,Fehler::N,falha,greșeală
709,Lüge::N,mentira,minciună
710,Schaden::N,dano,daună
711,Schaden::N,dano,pagubă
712,Schaden::N,estrago,daună
713,Schaden::N,estrago,pagubă
714,Unglück::N,desgraça,nenorocire
715,Schuld::N,culpa,vină
716,Alter::N,idade,etate
717,Alter::N,idade,vârstă
718,Schluss::N,fim,sfârșit
719,Zeit::N,tempo,timp
720,Zeit::N,tempo,vreme
721,Tag::N,dia,zi
722,Morgen::N,manhã,dimineață
723,Mittag::N,meio-dia,prânz
724,Mittag::N,meio-dia,amiază
725,Abend::N,noite,seară
726,Abend::N,tardinha,seară
727,Nacht::N,noite,noapte
728,Woche::N,semana,săptămână
729,Monat::N,mês,lună
730,Jahr::N,ano,an
731,Frühling::N,primavera,primăvară
732,Sommer::N,verão,vară
733,Herbst::N,outono,toamnă
734,Winter::N,inverno,iarnă
735,Januar::N,Janeiro,ianuarie
736,Februar::N,Fevereiro,februarie
737,März::N,Março,martie
738,April::N,Abril,aprilie
739,Mai::N,Maio,mai
740,Juni::N,Junho,iunie
741,Juli::N,Julho,iulie
742,August::N,Agosto,august
743,September::N,Setembro,septembrie
744,Oktober::N,Outubro,octombrie
745,November::N,Novembro,noiembrie
746,Dezember::N,Dezembro,decembrie
747,Montag::N,segunda-feira,luni
748,Dienstag::N,terça-feira,marți
749,Mittwoch::N,quarta-feira,miercuri
750,Donnerstag::N,quinta-feira,joi
751,Freitag::N,sexta-feira,vineri
752,Samstag::N,sábado,sâmbătă
753,Sonntag::N,domingo,duminică
754,groß::A,grande,mare
755,klein::A,pequeno,mic
756,lang::A,comprido,lung
757,kurz::A,curto,scurt
758,breit::A,largo,lat
759,breit::A,largo,larg
760,schmal::A,estreito,strâmt
761,dicht::A,denso,des
762,dick[Gegenstand]::A,grosso,gros
763,dünn::A,delgado,subțire
764,fein::A,fino,fin
765,fein::A,fino,subțire
766,fein::A,subtil,fin
767,fein::A,subtil,subțire
768,fest::A,firme,tare
769,fest::A,firme,solid
770,fest::A,sólido,tare
771,fest::A,sólido,solid
772,flach::A,plano,șes
773,flach::A,plano,plan
774,glatt::A,liso,lins
775,hart::A,duro,dur
776,weich::A,mole,moale
777,rund::A,redondo,rotund
778,rund::A,redondo,circular
779,spitz::A,agudo,ascuțit
780,scharf::A,afiado,tăios
781,scharf::A,afiado,ascuțit
782,stumpf::A,rombo,tocit
783,schwer::A,pesado,greu
784,schön::A,belo,frumos
785,schön::A,bonito,frumos
786,heiß::A,quente,cald
787,heiß::A,quente,fierbinte
788,warm::A,quente,cald
789,warm::A,quente,fierbinte
790,kalt::A,frio,rece
791,kühl::A,fresco,rece
792,kühl::A,fresco,răcoros
793,frisch::A,fresco,răcoros
794,frisch::A,fresco,proaspăt
795,feucht::A,húmido,umed
796,feucht::A,húmido,jilav
797,nass::A,molhado,ud
798,trocken::A,seco,sec
799,trocken::A,seco,uscat
800,voll::A,cheio,plin
801,leer::A,vazio,gol
802,offen::A,aberto,deschis
803,geschlossen::A,fechado,închis
804,sauber::A,limpo,curat
805,schmutzig::A,sujo,murdar
806,roh::A,cru,crud
807,reif::A,maduro,copt
808,lecker::A,delicioso,gustos
809,süß::A,doce,dulce
810,bitter::A,amargo,amar
811,sauer::A,azedo,acru
812,hell::A,claro,clar
813,hell::A,claro,luminos
814,dunkel::A,escuro,obscur
815,dunkel::A,escuro,întunecos
816,dunkel::A,sombrio,obscur
817,dunkel::A,sombrio,întunecos
818,schwarz::A,preto,negru
819,weiß::A,branco,alb
820,rot::A,vermelho,roșu
821,gelb::A,amarelo,galben
822,blau::A,azul,albastru
823,grün::A,verde,verde
824,grau::A,cinzento,gri
825,grau::A,cinzento,cenușiu
826,bunt::A,colorido,colorat
827,billig::A,barato,ieftin
828,teuer::A,caro,scump
829,wertvoll::A,valioso,prețios
830,wertvoll::A,precioso,prețios
831,blind::A,cego,orb
832,taub::A,surdo,surd
833,kräftig::A,forte,tare
834,kräftig::A,forte,forte
835,kräftig::A,forte,robust
836,kräftig::A,poderoso,tare
837,kräftig::A,poderoso,forte
838,kräftig::A,poderoso,robust
839,stark::A,forte,viguros
840,stark::A,forte,puternic
841,stark::A,robusto,viguros
842,stark::A,robusto,puternic
843,schwach::A,débil,slab
844,schwach::A,débil,debil
845,fett::A,gordo,gras
846,schlank::A,esbelto,zvelt
847,hübsch::A,giro,drăguț
848,hübsch::A,bonito,drăguț
849,böse::A,mau,rău
850,böse::A,mau,răutăcios
851,dumm::A,parvo,nerod
852,dumm::A,parvo,tâmpit
853,dumm::A,estúpido,nerod
