,Concept_ID,hu,es
59,Träne::N,könny,lágrima
60,Geschmack::N,íz,gusto
61,Geruch::N,szag,olor
62,Schlaf::N,álom,sueño
63,Schlaf::N,alvás,sueño
64,Traum::N,álom,sueño
65,Traum::N,álom,ensueño
66,Himmel::N,ég,cielo
67,Himmel::N,menny,cielo
68,Sonne::N,nap,sol
69,Mond::N,hold,luna
70,Stern::N,csillag,estrella
71,Luft::N,levegő,aire
72,Wind::N,szél,viento
73,Welle::N,hullám,ola
74,Welle::N,hullám,onda
75,Wasser::N,víz,agua
76,Stein::N,kő,piedra
77,Boden::N,föld,suelo
78,Boden::N,talaj,suelo
79,Erde::N,föld,tierra
80,Staub::N,por,polvo
81,Rauch::N,füst,humo
82,Funke::N,szikra,chispa
83,Feuer::N,tűz,fuego
84,Licht::N,fény,luz
85,Schatten::N,árnyék,sombra
86,Wetter::N,idő,tiempo
87,Wetter::N,időjárás,tiempo
88,Nebel::N,köd,niebla
89,Wolke::N,felhő,nube
90,Regen::N,eső,lluvia
91,Schnee::N,hó,nieve
92,Eis::N,jég,hielo
93,Frost::N,fagy,helada
94,Kälte::N,hideg,frío
95,Hitze::N,hő,calor
96,Hitze::N,hőség,calor
97,Raureif::N,zúzmara,escarcha
98,Regenbogen::N,szivárvány,arco iris
99,Donner::N,dörgés,trueno
100,Donner::N,mennydörgés,trueno
101,Strömung::N,áramlat,corriente
102,Tropfen::N,csepp,gota
103,Schaum::N,hab,espuma
104,Schaum::N,tajték,espuma
105,Schmutz::N,piszok,suciedad
106,See::N,tó,lago
107,Sumpf::N,mocsár,pantano
108,Moor::N,láp,turbera
109,Wiese::N,rét,prado
110,Wiese::N,rét,pradera
111,Wiese::N,mező,prado
112,Wiese::N,mező,pradera
113,Wald::N,erdő,bosque
114,Hügel::N,domb,colina
115,Anhöhe::N,magaslat,cerro
116,Berg::N,hegy,monte
117,Berg::N,hegy,montaña
118,Gipfel::N,csúcs,cima
119,Gipfel::N,csúcs,cumbre
120,Höhle::N,barlang,cueva
121,Höhle::N,barlang,caverna
122,Abhang::N,lejtő,cuesta
123,Abhang::N,lejtő,declive
124,Quelle::N,forrás,fuente
125,Quelle::N,forrás,manantial
126,Bach::N,patak,arroyo
127,Fluss::N,folyó,río
128,Ufer::N,part,orilla
129,Küste::N,tengerpart,costa
130,Festland::N,szárazföld,tierra firme
131,Meer::N,tenger,mar
132,Bucht::N,öböl,cala
133,Bucht::N,öböl,bahía
134,Insel::N,sziget,isla
135,Blume::N,virág,flor
136,Gras::N,fű,hierba
137,Wurzel::N,gyökér,raíz
138,Baum::N,fa,árbol
139,Stamm::N,tő,tronco
140,Stamm::N,törzs,tronco
141,Rinde::N,kéreg,corteza
142,Ast::N,ág,rama
143,Zweig::N,gally,ramo
144,Blatt::N,levél,hoja
145,Birke::N,nyír,abedul
146,Kiefer[Baum]::N,fenyő,pino
147,Weide[Baum]::N,fűz,sauce
148,Tanne::N,fenyő,abeto
149,Horn::N,szarv,asta
150,Horn::N,szarv,cuerno
151,Feder::N,toll,pluma
152,Fell::N,szőr,piel
153,Fell::N,bunda,piel
154,Flügel::N,szárny,ala
155,Klaue::N,köröm,garra
156,Kralle::N,karom,uña
157,Kralle::N,karom,garra
158,Schwanz::N,farok,cola
159,Ei::N,tojás,huevo
160,Nest::N,fészek,nido
161,Bau::N,odú,madriguera
162,Tier::N,állat,animal
163,Herde::N,nyáj,rebaño
164,Herde::N,csorda,rebaño
165,Kuh::N,tehén,vaca
166,Bulle::N,bika,toro
167,Pferd::N,ló,caballo
168,Schaf::N,juh,oveja
169,Schaf::N,birka,oveja
170,Schwein::N,sertés,cerdo
171,Hund::N,eb,perro
172,Hund::N,kutya,perro
173,Katze::N,macska,gato
174,Bär::N,medve,oso
175,Eichhörnchen::N,mókus,ardilla
176,Elch::N,jávorszarvas,alce
177,Fuchs::N,róka,zorro
178,Hase::N,nyúl,liebre
179,Maus::N,egér,ratón
180,Wolf::N,farkas,lobo
181,Vogel::N,madár,ave
182,Vogel::N,madár,pájaro
183,Schwarm::N,raj,bandada
184,Huhn::N,tyúk,gallina
185,Hahn::N,kakas,gallo
186,Gans::N,lúd,oca
187,Gans::N,lúd,ganso
188,Gans::N,liba,oca
189,Gans::N,liba,ganso
190,Adler::N,sas,águila
191,Ente::N,kacsa,pato
192,Eule::N,bagoly,lechuza
193,Kranich::N,daru,grulla
194,Krähe::N,varjú,corneja
195,Kuckuck::N,kakukk,cuco
196,Schwan::N,hattyú,cisne
197,Fisch::N,hal,pez
198,Barsch::N,sügér,perca
199,Hecht::N,csuka,lucio
200,Schlange[Tier]::N,kígyó,serpiente
201,Wurm::N,kukac,gusano
202,Spinne::N,pók,araña
203,Ameise::N,hangya,hormiga
204,Laus::N,tetű,piojo
205,Mücke::N,szúnyog,mosquito
206,Fliege::N,légy,mosca
207,Schmetterling::N,lepke,mariposa
208,Schmetterling::N,pillangó,mariposa
209,Beere::N,bogyó,baya
210,Apfel::N,alma,manzana
211,Pilz::N,gomba,seta
212,Pilz::N,gomba,hongo
213,Zwiebel::N,hagyma,cebolla
214,Saat::N,vetőmag,siembra
215,Korn::N,mag,grano
216,Korn::N,szem,grano
217,Heu::N,széna,heno
218,Schale::N,héj,cáscara
219,Grube::N,verem,foso
220,Falle::N,csapda,trampa
221,Schlinge::N,tőr,lazo
222,Spur::N,nyom,huella
223,Asche::N,hamu,ceniza
224,Dreck::N,sár,suciedad
225,Dreck::N,piszok,suciedad
226,Eisen::N,vas,hierro
227,Gold::N,arany,oro
228,Silber::N,ezüst,plata
229,Kohle::N,szén,carbón
230,Glas::N,üveg,vidrio
231,Glas::N,üveg,cristal
232,Lehm::N,agyag,barro
233,Lehm::N,vályog,barro
234,Sand::N,homok,arena
235,Mensch::N,ember,hombre
236,Mensch::N,ember,ser humano
237,Mann::N,úr,hombre
238,Mann::N,férfi,hombre
239,Frau::N,nő,mujer
240,Frau::N,asszony,mujer
241,Kind::N,gyerek,niño
242,Kind::N,gyermek,niño
243,Junge::N,fiú,chico
244,Junge::N,fiú,muchacho
245,Mädchen::N,lány,chica
246,Mädchen::N,lány,muchacha
247,Familie::N,család,familia
248,Großvater::N,nagyapa,abuelo
249,Großmutter::N,nagyanya,abuela
250,Eltern::N,szülők,padres
251,Vater::N,apa,padre
252,Vater::N,atya,padre
253,Mutter::N,anya,madre
254,Sohn::N,fiú,hijo
255,Tochter::N,lány,hija
256,Bruder::N,fivér,hermano
257,Bruder::N,testvér,hermano
258,Schwester::N,nővér,hermana
259,Schwester::N,lánytestvér,hermana
260,Onkel::N,nagybácsi,tío
261,Tante::N,nagynéni,tía
262,Ehemann::N,férj,esposo
263,Ehefrau::N,feleség,esposa
264,Freude::N,öröm,placer
265,Freude::N,öröm,alegría
266,Gelächter::N,nevetés,risa
267,Gelächter::N,nevetés,carcajada
268,Gelächter::N,hahotázás,risa
269,Gelächter::N,hahotázás,carcajada
270,Glück::N,boldogság,felicidad
271,Kummer::N,bánat,pena
272,Wunsch::N,óhaj,deseo
273,Lust::N,kedv,ganas
274,Geist::N,elme,mente
275,Geist::N,elme,espíritu
276,Geist::N,szellem,mente
277,Geist::N,szellem,espíritu
278,Gedanke::N,gondolat,idea
279,Gedanke::N,gondolat,pensamiento
280,Gedächtnis::N,emlékezet,memoria
281,Verstand::N,ész,razón
282,Verstand::N,ész,entendimiento
283,Verstand::N,értelem,razón
284,Verstand::N,értelem,entendimiento
285,Sinn::N,értelem,sentido
286,Sinn::N,értelem,significado
287,Grund::N,ok,causa
288,Grund::N,alap,causa
289,Wahrheit::N,igaz,verdad
290,Wahrheit::N,igazság,verdad
291,Gespräch::N,beszélgetés,conversación
292,Märchen::N,mese,cuento
293,Erzählung::N,elbeszélés,cuento
294,Erzählung::N,elbeszélés,narración
295,Nachricht::N,hír,mensaje
296,Nachricht::N,híradás,mensaje
297,Neuigkeit::N,újság,noticia
298,Name::N,név,nombre
299,Rätsel::N,rejtvény,acertijo
300,Rätsel::N,rejtvény,adivinanza
301,Rede::N,beszéd,discurso
302,Rede::N,szónoklat,discurso
303,Sprache::N,nyelv,lengua
304,Stimme::N,hang,voz
305,Wort::N,szó,palabra
306,Zeichen::N,jel,señal
307,Ruf::N,kiáltás,llamada
308,Lärm::N,zaj,ruido
309,Lärm::N,zaj,barullo
310,Laut::N,hang,sonido
311,Ton::N,hang,tono
312,Lied::N,dal,canción
313,Lied::N,ének,canción
314,Ruhe::N,csend,calma
315,Ruhe::N,csend,silencio
316,Ruhe::N,nyugalom,calma
317,Ruhe::N,nyugalom,silencio
318,Leute::N,emberek,gente
319,Volk::N,nép,pueblo
320,Arbeit::N,dolog,trabajo
321,Gast::N,vendég,huésped
322,Gast::N,vendég,invitado
323,Geschenk::N,ajándék,regalo
324,Spiel::N,játék,juego
325,Gesellschaft::N,társaság,compañía
326,Hilfe::N,segítség,ayuda
327,Hilfe::N,segítség,socorro
328,Freund::N,barát,amigo
329,Kamerad::N,társ,camarada
330,Kamerad::N,társ,compañero
331,Angelegenheit::N,ügy,asunto
332,Anzahl::N,szám,cantidad
333,Art::N,faj,tipo
334,Art::N,faj,clase
335,Art::N,fajta,tipo
336,Art::N,fajta,clase
337,Stück::N,darab,pieza
338,Teil::N,rész,parte
339,Hälfte::N,fél,mitad
340,Kreis::N,kör,círculo
341,Kreuz::N,kereszt,cruz
342,Linie::N,vonal,línea
343,Strich::N,vonás,raya
344,Strich::N,vonás,trazo
345,Abstand::N,köz,distancia
346,Entfernung::N,távolság,distancia
347,Gegend::N,táj,región
348,Gegend::N,táj,comarca
349,Gegend::N,vidék,región
350,Gegend::N,vidék,comarca
351,Platz::N,hely,espacio
352,Ort::N,hely,sitio
353,Seite::N,fél,lado
354,Seite::N,fél,costado
355,Seite::N,oldal,lado
356,Seite::N,oldal,costado
357,Mitte::N,közép,medio
358,Mitte::N,közép,centro
359,Gegenstand::N,tárgy,objeto
360,Sache::N,dolog,cosa
361,Rand::N,szél,borde
362,Rand::N,perem,borde
363,Rand::N,szegély,borde
364,Kante::N,él,borde
365,Ecke::N,sarok,esquina
366,Ecke::N,szöglet,esquina
367,Spitze::N,csúcs,punta
368,Ende::N,vég,cabo
369,Ende::N,vég,extremo
370,Loch::N,lyuk,agujero
371,Loch::N,lyuk,abertura
372,Winkel::N,szög,ángulo
373,Muster::N,minta,dibujo
374,Größe::N,nagyság,tamaño
375,Länge::N,hossz,longitud
376,Länge::N,hosszúság,longitud
377,Höhe::N,magasság,altura
378,Höhe::N,magasság,altitud
379,Gewicht::N,súly,peso
380,Menge::N,sokaság,cantidad
381,Menge::N,mennyiség,cantidad
382,Haufen::N,halom,montón
383,Reihe::N,sor,fila
384,Boot::N,csónak,bote
385,Boot::N,csónak,barca
386,Ruder::N,evező,remo
387,Schlitten::N,szánkó,trineo
388,Ski::N,sí,esquí
389,Lagerfeuer::N,tábortűz,hoguera
390,Last::N,teher,carga
391,Gang::N,járás,marcha
392,Schritt::N,lépés,paso
393,Norden::N,észak,norte
394,Süden::N,dél,sur
395,Westen::N,nyugat,oeste
396,Osten::N,kelet,este
397,Holz::N,fa,madera
398,Brett::N,deszka,tabla
399,Platte::N,lap,placa
400,Platte::N,lap,plancha
401,Platte::N,lemez,placa
402,Platte::N,lemez,plancha
403,Stütze::N,támasz,sostén
404,Stütze::N,támasz,soporte
405,Stütze::N,támaszték,sostén
406,Stütze::N,támaszték,soporte
407,Stange::N,rúd,vara
408,Stange::N,rúd,percha
409,Stange::N,pózna,vara
410,Stange::N,pózna,percha
411,Stock::N,pálca,palo
412,Stock::N,pálca,bastón
413,Stab::N,bot,vara
414,Stab::N,bot,bastón
415,Rohr::N,cső,tubo
416,Haus::N,ház,casa
417,Heim::N,otthon,hogar
418,Ofen::N,kályha,estufa
419,Fußboden::N,padló,suelo
420,Tisch::N,asztal,mesa
421,Stuhl::N,szék,silla
422,Wiege::N,bölcső,cuna
423,Bett::N,ágy,cama
424,Regal::N,polc,estantería
425,Regal::N,állvány,estantería
426,Kiste::N,láda,caja
427,Fenster::N,ablak,ventana
428,Tür::N,ajtó,puerta
429,Tor::N,kapu,puerta
430,Zaun::N,kerítés,valla
431,Zaun::N,kerítés,cercado
432,Dach::N,tető,techo
433,Dach::N,tető,tejado
434,Leiter::N,létra,escalera
435,Besen::N,seprű,escoba
436,Spaten::N,ásó,pala
437,Schaufel::N,lapát,pala
438,Schaufel::N,lapát,paleta
439,Gabel::N,villa,tenedor
440,Löffel::N,kanál,cuchara
441,Messer::N,kés,cuchillo
442,Nagel::N,szeg,clavo
443,Netz::N,háló,red
444,Haken::N,kampó,gancho
445,Haken::N,kampó,corchete
446,Griff::N,nyél,asa
447,Griff::N,nyél,mango
448,Griff::N,fogantyú,asa
449,Griff::N,fogantyú,mango
450,Schloss::N,zár,cerradura
451,Bild::N,kép,imagen
452,Figur::N,alak,figura
453,Puppe::N,bábu,muñeca
454,Beutel::N,zacskó,bolsa
455,Bündel::N,köteg,haz
456,Tasche::N,táska,bolso
457,Eimer::N,vödör,cubo
458,Deckel::N,fedő,tapa
459,Deckel::N,fedő,tapadera
460,Deckel::N,fedél,tapa
461,Deckel::N,fedél,tapadera
462,Geschirr::N,edény,vajilla
463,Sack::N,zsák,saco
464,Tasse::N,csésze,taza
465,Topf::N,fazék,olla
466,Topf::N,fazék,marmita
467,Kessel::N,üst,caldera
468,Kessel::N,bogrács,caldera
469,Essen::N,evés,comida
470,Essen::N,étkezés,comida
471,Nahrung::N,ennivaló,alimento
472,Speise::N,étel,plato
473,Fleisch::N,hús,carne
474,Getreide::N,gabona,cereales
475,Brei::N,pép,puré
476,Brei::N,pép,papilla
477,Brei::N,kása,puré
478,Brei::N,kása,papilla
479,Brot::N,kenyér,pan
480,Scheibe::N,szelet,lonja
481,Scheibe::N,szelet,rebanada
482,Fett::N,háj,grasa
483,Fett::N,zsír,grasa
484,Butter::N,vaj,mantequilla
485,Öl::N,olaj,aceite
486,Salz::N,só,sal
487,Suppe::N,leves,sopa
488,Honig::N,méz,miel
489,Milch::N,tej,leche
490,Tee::N,tea,té
491,Leder::N,bőr,cuero
492,Wolle::N,gyapjú,lana
493,Stoff::N,szövet,tela
494,Stoff::N,szövet,tejido
495,Nadel::N,tű,aguja
496,Faden::N,fonál,hilo
497,Knopf::N,gomb,botón
498,Knoten::N,csomó,nudo
499,Farbe::N,szín,pintura
500,Farbe::N,festék,pintura
501,Kleidung::N,ruha,ropa
502,Kleidung::N,ruha,vestidos
503,Kleidung::N,ruházat,ropa
504,Kleidung::N,ruházat,vestidos
505,Hemd::N,ing,camisa
506,Kragen::N,gallér,cuello
507,Ärmel::N,ujj,manga
508,Hose::N,gatya,pantalón
509,Hose::N,nadrág,pantalón
510,Gürtel::N,öv,cinturón
511,Mütze::N,sapka,gorro
512,Schuh::N,cipő,zapato
513,Stiefel::N,csizma,bota
514,Ring::N,gyűrű,anillo
515,Band::N,szalag,cinta
516,Kamm::N,fésű,peine
517,Spiegel::N,tükör,espejo
518,Riemen::N,szíj,correa
519,Schnur::N,zsinór,cuerda
520,Leine::N,póráz,correa
521,Decke::N,takaró,manta
522,Kissen::N,párna,almohada
523,Tuch::N,kendő,pañuelo
524,Handtuch::N,törülköző,toalla
525,Kraft::N,erő,fuerza
526,Stärke::N,erő,fuerza
527,Stärke::N,erősség,fuerza
528,Gesundheit::N,egészség,salud
529,Krankheit::N,kór,enfermedad
530,Krankheit::N,betegség,enfermedad
531,Schmerz::N,fájdalom,dolor
532,Wunde::N,seb,llaga
533,Wunde::N,seb,herida
534,Fieber::N,láz,fiebre
535,Arznei::N,orvosság,medicina
536,Arznei::N,orvosság,medicamento
537,Arznei::N,gyógyszer,medicina
538,Arznei::N,gyógyszer,medicamento
539,Brücke::N,híd,puente
540,Brunnen::N,kút,pozo
541,Weide::N,legelő,pasto
542,Pfad::N,ösvény,sendero
543,Weg::N,út,camino
544,Straße::N,út,vía
545,Straße::N,út,carretera
546,Dorf::N,falu,aldea
547,Dorf::N,falu,pueblo
548,Stadt::N,város,ciudad
549,Brief::N,levél,carta
550,Buch::N,könyv,libro
551,Buchstabe::N,betű,letra
552,Buchstabe::N,betű,carácter
553,Zeitung::N,újság,diario
554,Zeitung::N,újság,periódico
555,Zeitung::N,hírlap,diario
556,Zeitung::N,hírlap,periódico
557,Leben::N,élet,vida
558,Tod::N,halál,muerte
559,Grab::N,sír,tumba
560,Grab::N,sír,sepulcro
561,Kirche::N,templom,iglesia
562,Sünde::N,bűn,pecado
563,Sünde::N,vétek,pecado
564,Gott::N,isten,dios
565,Arbeiter::N,munkás,obrero
566,Arbeiter::N,munkás,trabajador
567,Chef::N,főnök,jefe
568,Meister::N,mester,maestro
569,Arzt::N,orvos,médico
570,Lehrer::N,tanár,profesor
571,Lehrer::N,tanító,profesor
572,Geld::N,pénz,dinero
573,Geschäft::N,üzlet,negocio
574,Laden::N,bolt,tienda
575,Preis::N,ár,precio
576,Ware::N,áru,mercancía
577,Nutzen::N,haszon,provecho
578,Reichtum::N,gazdagság,riqueza
579,Welt::N,világ,mundo
580,Land::N,ország,país
581,Staat::N,állam,Estado
582,König::N,király,rey
583,Macht::N,hatalom,poder
584,Macht::N,hatalom,potencia
585,Grenze::N,határ,frontera
586,Krieg::N,háború,guerra
587,Feind::N,ellenség,enemigo
588,Gewalt::N,erőszak,violencia
589,Kampf::N,harc,lucha
590,Kampf::N,harc,combate
591,Bogen[Waffe]::N,íj,arco
592,Pfeil::N,nyíl,flecha
593,Gewehr::N,puska,fusil
594,Gewehr::N,puska,escopeta
595,Gewehr::N,fegyver,fusil
596,Gewehr::N,fegyver,escopeta
597,Fehler::N,hiba,error
598,Lüge::N,hazugság,mentira
599,Schaden::N,kár,daño
600,Unglück::N,csapás,desgracia
601,Unglück::N,balszerencse,desgracia
602,Schuld::N,bűn,culpa
603,Alter::N,kor,edad
604,Schluss::N,vég,fin
605,Schluss::N,vég,final
606,Schluss::N,befejezés,fin
607,Schluss::N,befejezés,final
608,Zeit::N,idő,tiempo
609,Tag::N,nap,día
610,Morgen::N,reggel,mañana
611,Mittag::N,dél,mediodía
612,Abend::N,este,noche
613,Nacht::N,éj,noche
614,Nacht::N,éjszaka,noche
615,Woche::N,hét,semana
616,Monat::N,hó,mes
617,Monat::N,hónap,mes
618,Jahr::N,év,año
619,Frühling::N,tavasz,primavera
620,Sommer::N,nyár,verano
621,Herbst::N,ősz,otoño
622,Winter::N,tél,invierno
623,Januar::N,január,enero
624,Februar::N,február,febrero
625,März::N,március,marzo
626,April::N,április,abril
627,Mai::N,május,mayo
628,Juni::N,június,junio
629,Juli::N,július,julio
630,August::N,augusztus,agosto
631,September::N,szeptember,septiembre
632,Oktober::N,október,octubre
633,November::N,november,noviembre
634,Dezember::N,december,diciembre
635,Montag::N,hétfő,lunes
636,Dienstag::N,kedd,martes
637,Mittwoch::N,szerda,miércoles
638,Donnerstag::N,csütörtök,jueves
639,Freitag::N,péntek,viernes
640,Samstag::N,szombat,sábado
641,Sonntag::N,vasárnap,domingo
642,groß::A,nagy,grande
643,klein::A,pici,pequeño
644,klein::A,kicsi,pequeño
645,lang::A,hosszú,largo
646,kurz::A,rövid,corto
647,breit::A,széles,ancho
648,schmal::A,keskeny,estrecho
649,dicht::A,sűrű,denso
650,dick[Gegenstand]::A,vastag,grueso
651,dünn::A,vékony,fino
652,dünn::A,vékony,delgado
653,fein::A,vékony,fino
654,fein::A,vékony,delicado
655,fest::A,szilárd,firme
656,fest::A,szilárd,sólido
657,flach::A,sík,plano
658,flach::A,lapos,plano
659,glatt::A,sima,liso
660,hart::A,kemény,duro
661,weich::A,puha,muelle
662,rund::A,kerek,redondo
663,spitz::A,hegyes,agudo
664,spitz::A,hegyes,apuntado
665,scharf::A,éles,agudo
666,scharf::A,éles,afilado
667,stumpf::A,tompa,sin filo
668,stumpf::A,életlen,sin filo
669,schwer::A,nehéz,pesado
670,schwer::A,súlyos,pesado
671,schön::A,szép,bello
672,schön::A,szép,hermoso
673,heiß::A,forró,caluroso
674,warm::A,meleg,cálido
675,warm::A,meleg,caliente
676,kalt::A,hideg,frío
677,kühl::A,hűs,fresco
678,kühl::A,hűvös,fresco
679,frisch::A,üde,fresco
680,frisch::A,friss,fresco
681,feucht::A,nedves,húmedo
682,nass::A,vizes,mojado
683,trocken::A,száraz,seco
684,voll::A,telt,lleno
685,leer::A,üres,vacío
686,offen::A,nyílt,abierto
687,offen::A,nyitott,abierto
688,geschlossen::A,zárt,cerrado
689,geschlossen::A,csukott,cerrado
690,sauber::A,tiszta,limpio
691,schmutzig::A,piszkos,sucio
692,schmutzig::A,szennyes,sucio
693,roh::A,nyers,crudo
694,reif::A,érett,maduro
695,lecker::A,finom,rico
696,lecker::A,finom,sabroso
697,süß::A,édes,dulce
698,bitter::A,keserű,amargo
699,sauer::A,savanyú,agrio
700,hell::A,világos,claro
701,dunkel::A,sötét,oscuro
702,schwarz::A,fekete,negro
703,weiß::A,fehér,blanco
704,rot::A,vörös,rojo
705,gelb::A,sárga,amarillo
706,blau::A,kék,azul
707,grün::A,zöld,verde
708,grau::A,ősz,gris
709,grau::A,szürke,gris
710,bunt::A,tarka,multicolor
711,bunt::A,színes,multicolor
712,billig::A,olcsó,barato
713,teuer::A,drága,caro
714,wertvoll::A,értékes,valioso
715,wertvoll::A,értékes,precioso
716,blind::A,vak,ciego
717,taub::A,süket,sordo
718,kräftig::A,erős,fuerte
719,stark::A,erős,fuerte
720,stark::A,erős,vigoroso
721,schwach::A,gyenge,débil
722,schwach::A,erőtlen,débil
723,fett::A,hájas,obeso
724,schlank::A,karcsú,esbelto
725,hübsch::A,csinos,mono
726,hübsch::A,csinos,guapo
727,böse::A,rossz,malo
728,böse::A,gonosz,malo
729,dumm::A,buta,tonto
730,dumm::A,buta,estúpido
731,dumm::A,ostoba,tonto
732,dumm::A,ostoba,estúpido
733,faul::A,lusta,vago
734,faul::A,lusta,perezoso
735,fleißig::A,szorgalmas,aplicado
736,fleißig::A,szorgalmas,diligente
737,geizig::A,fukar,avaro
738,geizig::A,fösvény,avaro
739,klug::A,okos,sensato
740,klug::A,okos,inteligente
741,klug::A,eszes,sensato
742,klug::A,eszes,inteligente
743,geschickt::A,ügyes,hábil
744,lieb::A,drága,querido
745,lieb::A,kedves,querido
746,lustig::A,víg,alegre
747,lustig::A,vidám,alegre
748,sanft::A,enyhe,suave
749,hungrig::A,éhes,hambriento
750,krank::A,beteg,enfermo
751,nackt::A,csupasz,desnudo
752,nackt::A,meztelen,desnudo
753,traurig::A,bús,triste
754,traurig::A,szomorú,triste
755,lebendig::A,élő,vivo
756,lebendig::A,élő,viviente
757,gut::A,jó,bueno
758,schlecht::A,rossz,malo
759,richtig::A,helyes,justo
760,richtig::A,helyes,correcto
761,schlimm::A,rossz,malo
762,schlimm::A,rossz,grave
763,wahr::A,igaz,verídico
764,wahr::A,igaz,verdadero
765,alt::A,ó,viejo
766,alt::A,régi,viejo
767,neu::A,új,nuevo
768,ehemalig::A,volt,antiguo
769,ehemalig::A,egykori,antiguo
770,alt[Lebewesen]::A,öreg,viejo
771,jung::A,fiatal,joven
772,arm::A,szegény,pobre
773,reich::A,gazdag,rico
774,bekannt::A,ismert,conocido
775,bekannt::A,ismeretes,conocido
776,berühmt::A,híres,famoso
777,berühmt::A,híres,célebre
778,fremd::A,idegen,extraño
779,verschieden::A,különböző,diverso
780,verschieden::A,különböző,distinto
781,verschieden::A,különböző,diferente
782,nah::A,közeli,cercano
783,fern::A,távoli,lejano
784,linker::A,bal,izquierdo
785,rechter::A,jobb,derecho
786,anderer::A,más,otro
787,anderer::A,másik,otro
788,erster::A,első,primero
789,zweiter::A,második,segundo
790,dritter::A,harmadik,tercero
791,letzter::A,utolsó,último
792,allein::ADV,egyedül,a solo
793,auf einmal::ADV,egyszerre,de una vez
794,zusammen::ADV,együtt,juntos
795,zusammen::ADV,összesen,juntos
796,lange::ADV,sokáig,mucho tiempo
797,lange::ADV,hosszan,mucho tiempo
798,plötzlich::ADV,hirtelen,de repente
799,plötzlich::ADV,egyszerre,de repente
800,sofort::ADV,rögtön,en seguida
801,sofort::ADV,tüstént,en seguida
802,später::ADV,későn,más tarde
803,jetzt::ADV,most,ahora
804,heute::ADV,ma,hoy
805,morgen::ADV,holnap,mañana
806,bald::ADV,majd,pronto
807,bald::ADV,majd,en breve
808,bald::ADV,nemsokára,pronto
809,bald::ADV,nemsokára,en breve
810,dann::ADV,akkor,luego
811,dann::ADV,akkor,entonces
812,gestern::ADV,tegnap,ayer
813,einst::ADV,hajdan,antaño
814,damals::ADV,akkor,entonces
815,damals::ADV,akkoriban,entonces
816,danach::ADV,azután,después
817,vorher::ADV,előbb,antes
818,zuerst::ADV,először,primero
819,einmal::ADV,egyszer,una vez
820,manchmal::ADV,néha,a veces
821,manchmal::ADV,olykor,a veces
822,oft::ADV,sokszor,a menudo
823,oft::ADV,sokszor,con frecuencia
824,immer::ADV,mindig,siempre
825,niemals::ADV,sohasem,jamás
826,hier::ADV,itt,aquí
827,hierhin::ADV,erre,acá
828,von hier::ADV,innen,desde aquí
829,dort::ADV,ott,ahí
830,dort::ADV,ott,allí
831,dorthin::ADV,oda,allí
832,dorthin::ADV,oda,hacia allí
833,geradeaus::ADV,egyenesen,todo derecho
834,vorwärts::ADV,előre,adelante
835,rückwärts::ADV,hátrafelé,hacia atrás
836,zurück::ADV,hátra,atrás
837,zurück::ADV,vissza,atrás
838,unten::ADV,alul,abajo
839,hinab::ADV,le,hacia abajo
840,hinab::ADV,lefelé,hacia abajo
841,oben::ADV,fenn,arriba
842,oben::ADV,felül,arriba
843,hinauf::ADV,fel,hacia arriba
844,hinauf::ADV,felfelé,hacia arriba
845,überall::ADV,mindenütt,por todas partes
