,Concept_ID,se,fr
57,Gesicht::N,muáđuh,visage
58,Gesicht::N,muâđ,face
59,Gesicht::N,muâđ,visage
60,Gesicht::N,ка̄ссв,face
61,Gesicht::N,ка̄ссв,visage
62,Stirn::N,gaalloe,front
63,Stirn::N,gállo,front
64,Stirn::N,gállu,front
65,Stirn::N,kállu,front
66,Stirn::N,käll,front
67,Stirn::N,вуэххьц,front
68,Haar::N,voepte,cheveu
69,Haar::N,vuoppta,cheveu
70,Haar::N,vuokta,cheveu
71,Haar::N,vuop'tâ,cheveu
72,Haar::N,vuõpt,cheveu
73,Haar::N,вӯппт,cheveu
74,Schnurrbart::N,bijjie-skaavtjoe,moustache
75,Schnurrbart::N,njunjevuolskávttjá,moustache
76,Schnurrbart::N,seamu,moustache
77,Schnurrbart::N,siämu,moustache
78,Schnurrbart::N,ää´bben,moustache
79,Schnurrbart::N,о̄а̄бпан,moustache
80,Bart::N,skaavtja,barbe
81,Bart::N,skaavtjoe,barbe
82,Bart::N,skávttjá,barbe
83,Bart::N,seamu,barbe
84,Bart::N,siämu,barbe
85,Bart::N,seäm,barbe
86,Bart::N,ся̄м,barbe
87,Kinn::N,gaejpie,menton
88,Kinn::N,gájbbe,menton
89,Kinn::N,gáibi,menton
90,Kinn::N,käibi,menton
91,Kinn::N,käi´bb,menton
92,Kinn::N,ка̄ййп,menton
93,Kiefer[Anatomie]::N,gaejpie,mâchoire
94,Kiefer[Anatomie]::N,oalol,mâchoire
95,Kiefer[Anatomie]::N,oaloldákte,mâchoire
96,Kiefer[Anatomie]::N,gáibi,mâchoire
97,Kiefer[Anatomie]::N,uá'lultähti,mâchoire
98,Kiefer[Anatomie]::N,vuâl'lõš,mâchoire
99,Kiefer[Anatomie]::N,вуаллнешш,mâchoire
100,Kehle::N,gealoe,gorge
101,Kehle::N,tjåttå,gorge
102,Kehle::N,njiello,gorge
103,Kehle::N,čotta,gorge
104,Kehle::N,čuudâ,gorge
105,Kehle::N,čoodd,gorge
106,Kehle::N,чонт,gorge
107,Kehle::N,кэ̄ҏс,gorge
108,Hals::N,tjeapohke,cou
109,Hals::N,tjiebet,cou
110,Hals::N,čeabet,cou
111,Hals::N,čiäppát,cou
112,Hals::N,čeäppat,cou
113,Hals::N,ча̄пэх,cou
114,Genick::N,tjovrese,nuque
115,Genick::N,nisske,nuque
116,Genick::N,niehkki,nuque
117,Genick::N,niski,nuque
118,Genick::N,niek'ki,nuque
119,Genick::N,nji´šǩǩmaadd,nuque
120,Genick::N,нышшькмоант,nuque
121,Kopf::N,åejjie,tête
122,Kopf::N,oajvve,tête
123,Kopf::N,oaivi,tête
124,Kopf::N,uái'vi,tête
125,Kopf::N,vuei´vv,tête
126,Kopf::N,вуэййв,tête
127,Rücken::N,rudtje,dos
128,Rücken::N,hárddo,dos
129,Rücken::N,tjavelk,dos
130,Rücken::N,sealgi,dos
131,Rücken::N,selgi,dos
132,Rücken::N,čielgi,dos
133,Rücken::N,seä´lǧǧ,dos
134,Rücken::N,се̄лльк,dos
135,Bauch::N,tjåejjie,ventre
136,Bauch::N,tjoajvve,ventre
137,Bauch::N,čoavji,ventre
138,Bauch::N,čuáv'ji,ventre
139,Bauch::N,čåu´jj,ventre
140,Bauch::N,чо̄ввьй,ventre
141,Nabel::N,naepie,nombril
142,Nabel::N,náhpe,nombril
143,Nabel::N,náhpi,nombril
144,Nabel::N,nääpi,nombril
145,Nabel::N,nää´pp,nombril
146,Nabel::N,на̄бпь,nombril
147,Busen::N,boenge,sein
148,Busen::N,bållå,sein
149,Busen::N,čižži,sein
150,Busen::N,njamma,sein
151,Busen::N,njižže,sein
152,Busen::N,nje´ǯǯ,sein
153,Busen::N,раннҍт,sein
154,Brust::N,mïelke,poitrine
155,Brust::N,radde,poitrine
156,Brust::N,mielgga,poitrine
157,Brust::N,raddi,poitrine
158,Brust::N,radde,poitrine
159,Brust::N,râ´dd,poitrine
160,Brust::N,раннҍт,poitrine
161,Schulter::N,åelkie,épaule
162,Schulter::N,oalgge,épaule
163,Schulter::N,hárdu,épaule
164,Schulter::N,ärdee,épaule
165,Schulter::N,uál'gi,épaule
166,Schulter::N,a´rddi,épaule
167,Schulter::N,vuä´lǧǧ,épaule
168,Schulter::N,вуэллык,épaule
169,Arm::N,gïete,bras
170,Arm::N,giehta,bras
171,Arm::N,giehta,bras
172,Arm::N,kietâ,bras
173,Arm::N,kie'tâkaaṿâ,bras
174,Arm::N,ǩiõtt,bras
175,Arm::N,кӣдт,bras
176,Ellenbogen::N,gernjere,coude
177,Ellenbogen::N,garŋŋel,coude
178,Ellenbogen::N,gargŋil,coude
179,Ellenbogen::N,käŋŋir,coude
180,Ellenbogen::N,kõõnjâr,coude
181,Ellenbogen::N,карьнэль,coude
182,Hand::N,gïete,main
183,Hand::N,giehta,main
184,Hand::N,giehta,main
185,Hand::N,kietâ,main
186,Hand::N,ǩiõtt,main
187,Hand::N,кӣдт,main
188,Handfläche::N,gïeten-låapoe,paume
189,Handfläche::N,giehtavuodo,paume
190,Handfläche::N,tjårmmåvuodo,paume
191,Handfläche::N,giehtaloahpu,paume
192,Handfläche::N,kiämád,paume
193,Handfläche::N,kuámmir,paume
194,Handfläche::N,kuä´m'mer,paume
195,Handfläche::N,ǩiõttǩeä´m'men,paume
196,Handfläche::N,ко̄а̄ллдэгк,paume
197,Handfläche::N,кӣдткоалдэгк,paume
198,Finger::N,soerme,doigt
199,Finger::N,tjuvdde,doigt
200,Finger::N,suorbma,doigt
201,Finger::N,čuvde,doigt
202,Finger::N,suor'mâ,doigt
203,Finger::N,suõrmm,doigt
204,Finger::N,це̄ххп,doigt
205,Fingernagel::N,gadtse,ongle
206,Fingernagel::N,guehpere,ongle
207,Fingernagel::N,gadtsa,ongle
208,Fingernagel::N,gazza,ongle
209,Fingernagel::N,kozzâ,ongle
210,Fingernagel::N,kõʒʒ,ongle
211,Fingernagel::N,кэ̄ннц,ongle
212,Nagel[Anatomie]::N,gadtse,ongle
213,Nagel[Anatomie]::N,guehpere,ongle
214,Nagel[Anatomie]::N,gadtsa,ongle
215,Nagel[Anatomie]::N,gazza,ongle
216,Nagel[Anatomie]::N,kozzâ,ongle
217,Nagel[Anatomie]::N,kõʒʒ,ongle
218,Nagel[Anatomie]::N,кэ̄ннц,ongle
219,Zeh::N,tjiehtjere,orteil
220,Zeh::N,tjiehtjere,doigt de pied
221,Zeh::N,juolggetjuvdde,orteil
222,Zeh::N,juolggetjuvdde,doigt de pied
223,Zeh::N,juolgesuorbma,orteil
224,Zeh::N,juolgesuorbma,doigt de pied
225,Zeh::N,jyel'gisuor'mâ,orteil
226,Zeh::N,jyel'gisuor'mâ,doigt de pied
227,Zeh::N,jue´lǧǧsuõrmm,orteil
228,Zeh::N,jue´lǧǧsuõrmm,doigt de pied
229,Zeh::N,ю̄лльк-це̄һп,orteil
230,Zeh::N,ю̄лльк-це̄һп,doigt de pied
231,Fuß::N,juelkie,pied
232,Fuß::N,juolgge,pied
233,Fuß::N,juolgi,pied
234,Fuß::N,jyel'gi,pied
235,Fuß::N,jue´lǧǧ,pied
236,Fuß::N,ла̄бпь,pied
237,Ferse::N,båetskie,talon
238,Ferse::N,boasske,talon
239,Ferse::N,šušmi,talon
240,Ferse::N,šušme,talon
241,Ferse::N,jue´lǧǧkädd,talon
242,Ferse::N,ка̄ннт,talon
243,Knie::N,boelve,genou
244,Knie::N,buolvva,genou
245,Knie::N,čibbi,genou
246,Knie::N,veaŋki,genou
247,Knie::N,iidâ,genou
248,Knie::N,puõlvv,genou
249,Knie::N,пуллв,genou
250,Oberschenkel::N,ruaksja,cuisse
251,Oberschenkel::N,tjibbe,cuisse
252,Oberschenkel::N,gassaváhkká,cuisse
253,Oberschenkel::N,badjeváhkáa,cuisse
254,Oberschenkel::N,čuár'bpeeḷi,cuisse
255,Oberschenkel::N,če´bb,cuisse
256,Oberschenkel::N,чуаррбе̄лль,cuisse
257,Bein::N,juelkie,jambe
258,Bein::N,juolgge,jambe
259,Bein::N,juolgi,jambe
260,Bein::N,jyel'gi,jambe
261,Bein::N,jue´lǧǧ,jambe
262,Bein::N,ю̄лльк,jambe
263,Körper::N,kråahpe,corps
264,Körper::N,rumáj,corps
265,Körper::N,rumaš,corps
266,Körper::N,ruumâš,corps
267,Körper::N,rå´pp,corps
268,Körper::N,лышшьк,corps
269,Körper::N,роаӈӈьк,corps
270,Haut::N,njaltja,peau
271,Haut::N,lijkke,peau
272,Haut::N,tjuobma,peau
273,Haut::N,liiki,peau
274,Haut::N,liške,peau
275,Haut::N,le´šǩǩ,peau
276,Haut::N,лышшьк,peau
277,Blut::N,vïrre,sang
278,Blut::N,maelie,sang
279,Blut::N,varra,sang
280,Blut::N,varra,sang
281,Blut::N,vorrâ,sang
282,Blut::N,võrr,sang
283,Blut::N,вэ̄рр,sang
284,Ader::N,åerie,veine
285,Ader::N,aajroe,veine
286,Ader::N,suodna,veine
287,Ader::N,varrasuotna,veine
288,Ader::N,suoṇâ,veine
289,Ader::N,suõnn,veine
290,Ader::N,сӯнн,veine
291,Sehne::N,soene,tendon
292,Sehne::N,gåårtenje,tendon
293,Sehne::N,suodna,tendon
294,Sehne::N,suotna,tendon
295,Sehne::N,suoṇâ,tendon
296,Sehne::N,suõnn,tendon
297,Sehne::N,сӯнн,tendon
298,Knochen::N,måara,os
299,Knochen::N,måaroe,os
300,Knochen::N,dákte,os
301,Knochen::N,dákti,os
302,Knochen::N,tähti,os
303,Knochen::N,tä´htt,os
304,Knochen::N,та̄ххт,os
305,Knochen::N,та̄ффьт,os
306,Gehirn::N,aajla,cerveau
307,Gehirn::N,vuojŋam,cerveau
308,Gehirn::N,vuoigŋašat,cerveau
309,Gehirn::N,vuoi'ŋâšeh,cerveau
310,Gehirn::N,vuo'ivâšneh,cerveau
311,Gehirn::N,vuõivâšn,cerveau
312,Gehirn::N,вуэййвэшна,cerveau
313,Herz::N,vaajmoe,cœur
314,Herz::N,tsåhke,cœur
315,Herz::N,váibmu,cœur
316,Herz::N,váimu,cœur
317,Herz::N,čââ´đ,cœur
318,Herz::N,кӯттҌк,cœur
319,Magen::N,tjåejjie,estomac
320,Magen::N,tjoajvve,estomac
321,Magen::N,čoavji,estomac
322,Magen::N,čuáv'ji,estomac
323,Magen::N,čåu´jj,estomac
324,Magen::N,чо̄ввьй,estomac
325,Leber::N,mueksie,foie
326,Leber::N,librre,foie
327,Leber::N,vuoivvas,foie
328,Leber::N,vuoivâs,foie
329,Leber::N,vuõivâs,foie
330,Leber::N,вуйвас,foie
331,Atem::N,voejngehtasse,haleine
332,Atem::N,båssånis,haleine
333,Atem::N,vuojŋadahka,haleine
334,Atem::N,vuoiŋŋahat,haleine
335,Atem::N,vuo'iŋâstim,haleine
336,Atem::N,jiõg'g,haleine
337,Atem::N,вӯйнас,haleine
338,Atem::N,вӯййнмушш,haleine
339,Hunger::N,nielkie,faim
340,Hunger::N,nielgge,faim
341,Hunger::N,nealgi,faim
342,Hunger::N,nelgi,faim
343,Hunger::N,neä´lǧǧ,faim
344,Hunger::N,не̄лльк,faim
345,Träne::N,gïknjele,larme
346,Träne::N,ganjál,larme
347,Träne::N,ganjal,larme
348,Träne::N,koonjâl,larme
349,Träne::N,kõõnjâl,larme
350,Träne::N,кэ̄нял,larme
351,Geschmack::N,aelmie,goût
352,Geschmack::N,aelmie,saveur
353,Geschmack::N,muosse,goût
354,Geschmack::N,muosse,saveur
355,Geschmack::N,smáhkka,goût
356,Geschmack::N,smáhkka,saveur
357,Geschmack::N,máhku,goût
358,Geschmack::N,máhku,saveur
359,Geschmack::N,smáhkka,goût
360,Geschmack::N,smáhkka,saveur
361,Geschmack::N,mááhu,goût
362,Geschmack::N,mááhu,saveur
363,Geschmack::N,smakkâ,goût
364,Geschmack::N,smakkâ,saveur
365,Geschmack::N,njõõd,goût
366,Geschmack::N,njõõd,saveur
367,Geschmack::N,smääkk,goût
368,Geschmack::N,smääkk,saveur
369,Geschmack::N,ня̄лльк,goût
370,Geschmack::N,ня̄лльк,saveur
371,Geruch::N,haaje,odeur
372,Geruch::N,habjja,odeur
373,Geruch::N,hádja,odeur
374,Geruch::N,opsâ,odeur
375,Geruch::N,haajâ,odeur
376,Geruch::N,õpss,odeur
377,Geruch::N,haajj,odeur
378,Geruch::N,апс,odeur
379,Geruch::N,лэ̄гк,odeur
380,Schlaf::N,nahkerh,sommeil
381,Schlaf::N,nager,sommeil
382,Schlaf::N,oados,sommeil
383,Schlaf::N,nagir,sommeil
384,Schlaf::N,naṿer,sommeil
385,Schlaf::N,nââ´er,sommeil
386,Schlaf::N,нагерь,sommeil
387,Traum::N,nahkere,songe
388,Traum::N,niehko,songe
389,Traum::N,niehku,songe
390,Traum::N,naṿer,songe
391,Traum::N,nââ´er,songe
392,Traum::N,нагерь,songe
393,Himmel::N,elmie,ciel
394,Himmel::N,almme,ciel
395,Himmel::N,albmi,ciel
396,Himmel::N,alme,ciel
397,Himmel::N,â´lmm,ciel
398,Himmel::N,алльм,ciel
399,Sonne::N,biejjie,soleil
400,Sonne::N,bæjvásj,soleil
401,Sonne::N,beaivváš,soleil
402,Sonne::N,peivi,soleil
403,Sonne::N,piäiváš,soleil
404,Sonne::N,pei´vv,soleil
405,Sonne::N,пе̄ййв,soleil
406,Mond::N,aske,lune
407,Mond::N,mánno,lune
408,Mond::N,mánnu,lune
409,Mond::N,máánu,lune
410,Mond::N,mään,lune
411,Mond::N,ма̄нн,lune
412,Stern::N,daasta,étoile
413,Stern::N,naestie,étoile
414,Stern::N,násste,étoile
415,Stern::N,násti,étoile
416,Stern::N,täsni,étoile
417,Stern::N,tä´snn,étoile
418,Stern::N,та̄ссьт,étoile
419,Luft::N,elmie,air
420,Luft::N,ájmmo,air
421,Luft::N,áibmu,air
422,Luft::N,áimu,air
423,Luft::N,šõŋŋ,air
424,Luft::N,вӯйнас,air
425,Wind::N,bïegke,vent
426,Wind::N,biegga,vent
427,Wind::N,biegga,vent
428,Wind::N,pieg'gâ,vent
429,Wind::N,piõg'g,vent
430,Wind::N,пӣӈӈк,vent
431,Welle::N,baaroe,vague
432,Welle::N,bárro,vague
433,Welle::N,bárru,vague
434,Welle::N,pááṛu,vague
435,Welle::N,päärr,vague
436,Welle::N,нэ̄ммп,vague
437,Wasser::N,tjaetsie,eau
438,Wasser::N,tjáhtje,eau
439,Wasser::N,čáhci,eau
440,Wasser::N,čääci,eau
441,Wasser::N,čää´cc,eau
442,Wasser::N,ча̄дзь,eau
443,Stein::N,gierkie,pierre
444,Stein::N,giergge,pierre
445,Stein::N,geađgi,pierre
446,Stein::N,keđgi,pierre
447,Stein::N,ǩeä´dǧǧ,pierre
448,Stein::N,ке̄ддҌк,pierre
449,Boden::N,betnie,sol
450,Boden::N,betnie,terrain
451,Boden::N,ednam,sol
452,Boden::N,ednam,terrain
453,Boden::N,bodni,sol
454,Boden::N,bodni,terrain
455,Boden::N,vuođđu,sol
456,Boden::N,vuođđu,terrain
457,Boden::N,ponne,sol
458,Boden::N,ponne,terrain
459,Boden::N,vuáđ̣u,sol
460,Boden::N,vuáđ̣u,terrain
461,Boden::N,vuâđđ,sol
462,Boden::N,vuâđđ,terrain
463,Boden::N,лаввьн,sol
464,Boden::N,лаввьн,terrain
465,Boden::N,е̄ммьне,sol
466,Boden::N,е̄ммьне,terrain
467,Erde::N,jåarta,terre
468,Erde::N,mueltie,terre
469,Erde::N,ednam,terre
470,Erde::N,mållde,terre
471,Erde::N,eana,terre
472,Erde::N,eennâm,terre
473,Erde::N,mädd,terre
474,Erde::N,jânnam,terre
475,Erde::N,е̄ммьне,terre
476,Staub::N,heblie,poussière
477,Staub::N,tsumhtsie,poussière
478,Staub::N,dubme,poussière
479,Staub::N,dopmu,poussière
480,Staub::N,kovjâ,poussière
481,Staub::N,põõ´l,poussière
482,Staub::N,кэ̄ббьй,poussière
483,Rauch::N,soeve,fumée
484,Rauch::N,suovva,fumée
485,Rauch::N,suovva,fumée
486,Rauch::N,suoṿâ,fumée
487,Rauch::N,suõvv,fumée
488,Rauch::N,сӯвв,fumée
489,Funke::N,naestie,étincelle
490,Funke::N,tjuonam,étincelle
491,Funke::N,čuotnan,étincelle
492,Funke::N,čuođâlm,étincelle
493,Funke::N,iiskâr,étincelle
494,Funke::N,čuõzzâm,étincelle
495,Funke::N,чӯссэм,étincelle
496,Feuer::N,dålle,feu
497,Feuer::N,dållå,feu
498,Feuer::N,dolla,feu
499,Feuer::N,tullâ,feu
500,Feuer::N,toll,feu
501,Feuer::N,то̄лл,feu
502,Licht::N,tjoevke,lumière
503,Licht::N,tjuovgga,lumière
504,Licht::N,čuovga,lumière
505,Licht::N,čuovggas,lumière
506,Licht::N,čuoṿâ,lumière
507,Licht::N,toll,lumière
508,Licht::N,čuõvv,lumière
509,Licht::N,то̄лл,lumière
510,Schatten::N,skugkie,ombre
511,Schatten::N,soejvene,ombre
512,Schatten::N,irkes,ombre
513,Schatten::N,sieges,ombre
514,Schatten::N,itku,ombre
515,Schatten::N,suoivâ,ombre
516,Schatten::N,õõtt,ombre
517,Schatten::N,ǩeeu´niǩ,ombre
518,Schatten::N,кывьнэхь,ombre
519,Wetter::N,vïerhtse,temps
520,Wetter::N,dálkke,temps
521,Wetter::N,dálki,temps
522,Wetter::N,šoŋŋâ,temps
523,Wetter::N,šõŋŋ,temps
524,Wetter::N,шэ̄ӈӈ,temps
525,Nebel::N,såavla,brume
526,Nebel::N,såavla,brouillard
527,Nebel::N,mearhka,brume
528,Nebel::N,mearhka,brouillard
529,Nebel::N,murkko,brume
530,Nebel::N,murkko,brouillard
531,Nebel::N,mierkká,brume
532,Nebel::N,mierkká,brouillard
533,Nebel::N,mierká,brume
534,Nebel::N,mierká,brouillard
535,Nebel::N,miär'kká,brume
536,Nebel::N,miär'kká,brouillard
537,Nebel::N,oṃo,brume
538,Nebel::N,oṃo,brouillard
539,Nebel::N,sue´lnn,brume
540,Nebel::N,sue´lnn,brouillard
541,Nebel::N,цӣгк,brume
542,Nebel::N,цӣгк,brouillard
543,Nebel::N,сулльн,brume
544,Nebel::N,сулльн,brouillard
545,Wolke::N,balve,nuage
546,Wolke::N,balvva,nuage
547,Wolke::N,balva,nuage
548,Wolke::N,polvâ,nuage
549,Wolke::N,põlvv,nuage
550,Wolke::N,пэллв,nuage
551,Regen::N,ebrie,pluie
552,Regen::N,harvve,pluie
553,Regen::N,arvi,pluie
554,Regen::N,arve,pluie
555,Regen::N,â´brr,pluie
556,Regen::N,аббьр,pluie
557,Schnee::N,lopme,neige
558,Schnee::N,moehtege,neige
559,Schnee::N,muohta,neige
560,Schnee::N,muohta,neige
561,Schnee::N,muotâ,neige
562,Schnee::N,muõtt,neige
563,Schnee::N,вэ̄дз,neige
564,Schnee::N,куэллт,neige
565,Eis::N,jïenge,glace
566,Eis::N,jiegŋa,glace
567,Eis::N,jiekŋa,glace
568,Eis::N,jieŋ̣â,glace
569,Eis::N,jiõŋŋ,glace
570,Eis::N,ӣӈӈ,glace
571,Frost::N,baajkoe,gel
572,Frost::N,baajkoe,gelée
573,Frost::N,tjoasskem,gel
574,Frost::N,tjoasskem,gelée
575,Frost::N,buolaš,gel
576,Frost::N,buolaš,gelée
577,Frost::N,puolâš,gel
578,Frost::N,puolâš,gelée
579,Frost::N,puõlâš,gel
580,Frost::N,puõlâš,gelée
581,Frost::N,мӯнь,gel
582,Frost::N,мӯнь,gelée
583,Kälte::N,jueskie,froid
584,Kälte::N,tjåetskeme,froid
585,Kälte::N,tjoasskem,froid
586,Kälte::N,čoaskin,froid
587,Kälte::N,ko'lmâsvuotâ,froid
588,Kälte::N,ijss,froid
589,Kälte::N,čuä´cǩǩem,froid
590,Kälte::N,tuârggnjõs,froid
591,Kälte::N,кэ̄лмас,froid
592,Hitze::N,baahke,chaleur
593,Hitze::N,báhkka,chaleur
594,Hitze::N,báhkka,chaleur
595,Hitze::N,pakkâ,chaleur
596,Hitze::N,kuṃe,chaleur
597,Hitze::N,paašt,chaleur
598,Hitze::N,жоарр,chaleur
599,Raureif::N,jyjse,givre
600,Raureif::N,ridne,givre
601,Raureif::N,goarre,givre
602,Raureif::N,ritni,givre
603,Raureif::N,suhči,givre
604,Raureif::N,riṇe,givre
605,Raureif::N,ай,givre
606,Regenbogen::N,aatjan goengere,arc-en-ciel
607,Regenbogen::N,aatjan joekse,arc-en-ciel
608,Regenbogen::N,ádjájuoksa,arc-en-ciel
609,Regenbogen::N,arvedávgi,arc-en-ciel
610,Regenbogen::N,bajándávgi,arc-en-ciel
611,Regenbogen::N,äijihtävgi,arc-en-ciel
612,Regenbogen::N,teârmmazjohss,arc-en-ciel
613,Regenbogen::N,тӣрмесью̄ккс,arc-en-ciel
614,Donner::N,raejrie,tonnerre
615,Donner::N,átjek,tonnerre
616,Donner::N,átjárájdde,tonnerre
617,Donner::N,áddjá,tonnerre
618,Donner::N,baján,tonnerre
619,Donner::N,juuṛâ,tonnerre
620,Donner::N,tie´rmes,tonnerre
621,Donner::N,тӣрмесь,tonnerre
622,Donner::N,ча̄ркнэгк,tonnerre
623,Strömung::N,njuvvie,courant
624,Strömung::N,ájggedáhpe,courant
625,Strömung::N,rávdnji,courant
626,Strömung::N,virde,courant
627,Strömung::N,ve´rdd,courant
628,Strömung::N,выррьт,courant
629,Tropfen::N,gåajhkohts,goutte
630,Tropfen::N,gåjkudis,goutte
631,Tropfen::N,goaikkanas,goutte
632,Tropfen::N,čalme,goutte
633,Tropfen::N,čâ´lmm,goutte
634,Tropfen::N,ча̄лльм,goutte
635,Schaum::N,sapte,écume
636,Schaum::N,sapte,mousse
637,Schaum::N,såpptå,écume
638,Schaum::N,såpptå,mousse
639,Schaum::N,sokta,écume
640,Schaum::N,sokta,mousse
641,Schaum::N,suptâ,écume
642,Schaum::N,suptâ,mousse
643,Schaum::N,soptt,écume
644,Schaum::N,soptt,mousse
645,Schaum::N,со̄ппт,écume
646,Schaum::N,со̄ппт,mousse
647,Schmutz::N,haaskoe,boue
648,Schmutz::N,haaskoe,saleté
649,Schmutz::N,duolvva,boue
650,Schmutz::N,duolvva,saleté
651,Schmutz::N,duolva,boue
652,Schmutz::N,duolva,saleté
653,Schmutz::N,durdi,boue
654,Schmutz::N,durdi,saleté
655,Schmutz::N,stänži,boue
656,Schmutz::N,stänži,saleté
657,Schmutz::N,sähss,boue
658,Schmutz::N,sähss,saleté
659,Schmutz::N,са̄ккьс,boue
660,Schmutz::N,са̄ккьс,saleté
661,Schmutz::N,не̄шшь,boue
662,Schmutz::N,не̄шшь,saleté
663,See::N,jaevrie,lac
664,See::N,jávrre,lac
665,See::N,jávri,lac
666,See::N,jävri,lac
667,See::N,jâu´rr,lac
668,See::N,я̄ввьр,lac
669,Sumpf::N,pluevie,marais
670,Sumpf::N,pluevie,marécage
671,Sumpf::N,áhpe,marais
672,Sumpf::N,áhpe,marécage
673,Sumpf::N,sæmssa,marais
674,Sumpf::N,sæmssa,marécage
675,Sumpf::N,jeaggi,marais
676,Sumpf::N,jeaggi,marécage
677,Sumpf::N,jeggi,marais
678,Sumpf::N,jeggi,marécage
679,Sumpf::N,jeä´ǧ'ǧ,marais
680,Sumpf::N,jeä´ǧ'ǧ,marécage
681,Sumpf::N,ла̄ммьп,marais
682,Sumpf::N,ла̄ммьп,marécage
683,Moor::N,pluevie,tourbière
684,Moor::N,jiegge,tourbière
685,Moor::N,suotnju,tourbière
686,Moor::N,karrii,tourbière
687,Moor::N,kä´rev,tourbière
688,Moor::N,veättaǩ,tourbière
689,Moor::N,ла̄ммьп,tourbière
690,Wiese::N,ïentje,pré
691,Wiese::N,giedde,pré
692,Wiese::N,gieddi,pré
693,Wiese::N,nijtto,pré
694,Wiese::N,пуэшенҍ,pré
695,Wald::N,skåake,bois
696,Wald::N,skåake,forêt
697,Wald::N,skåajje,bois
698,Wald::N,skåajje,forêt
699,Wald::N,miehtsie,bois
700,Wald::N,miehtsie,forêt
701,Wald::N,vuovdde,bois
702,Wald::N,vuovdde,forêt
703,Wald::N,miehttse,bois
704,Wald::N,miehttse,forêt
705,Wald::N,vuovdi,bois
706,Wald::N,vuovdi,forêt
707,Wald::N,meahcci,bois
708,Wald::N,meahcci,forêt
709,Wald::N,mecci,bois
710,Wald::N,mecci,forêt
711,Wald::N,vyemi,bois
712,Wald::N,vyemi,forêt
713,Wald::N,vue´mm,bois
714,Wald::N,vue´mm,forêt
715,Wald::N,meä´c'c,bois
716,Wald::N,meä´c'c,forêt
717,Wald::N,ля̄ммт,bois
718,Wald::N,ля̄ммт,forêt
719,Hügel::N,deava,coteau
720,Hügel::N,deava,colline
721,Hügel::N,dievvá,coteau
722,Hügel::N,dievvá,colline
723,Hügel::N,dievvá,coteau
724,Hügel::N,dievvá,colline
725,Hügel::N,čummâ,coteau
726,Hügel::N,čummâ,colline
727,Hügel::N,pä´rcc,coteau
728,Hügel::N,pä´rcc,colline
729,Hügel::N,teä´rmm,coteau
730,Hügel::N,teä´rmm,colline
731,Hügel::N,ка̄ннҌт,coteau
732,Hügel::N,ка̄ннҌт,colline
733,Anhöhe::N,deava,éminence
734,Anhöhe::N,deava,élévation
735,Anhöhe::N,jalladahke,éminence
736,Anhöhe::N,jalladahke,élévation
737,Anhöhe::N,dievásj,éminence
738,Anhöhe::N,dievásj,élévation
739,Anhöhe::N,aláš,éminence
740,Anhöhe::N,aláš,élévation
741,Anhöhe::N,luohkká,éminence
742,Anhöhe::N,luohkká,élévation
743,Anhöhe::N,tiävá,éminence
744,Anhöhe::N,tiävá,élévation
745,Anhöhe::N,poorááš,éminence
746,Anhöhe::N,poorááš,élévation
747,Anhöhe::N,ču´lpp,éminence
748,Anhöhe::N,ču´lpp,élévation
