,Concept_ID,vep,av
156,Schwanz::N,händ,рачӏ
157,Ei::N,muna,хоно
158,Nest::N,peza,бусен
159,Bau::N,uru,каратӏ
160,Tier::N,živat,хӏайван
161,Herde::N,kogo,рехъен
162,Herde::N,kogo,рехъед
163,Kuh::N,lehm,гӏака
164,Bulle::N,härg,оц
165,Pferd::N,hebo,чу
166,Schaf::N,lambaz,чахъу
167,Schwein::N,siga,болъон
168,Hund::N,koir,гьой
169,Katze::N,kaži,кету
170,Bär::N,kondi,ци
171,Eichhörnchen::N,orav,гвангва
172,Elch::N,hirb',
173,Fuchs::N,reboi,цер
174,Hase::N,jäniš,гӏанкӏ
175,Maus::N,hir',гӏункӏкӏ
176,Wolf::N,händikaz,бацӏ
177,Vogel::N,lind,хӏинчӏ
178,Schwarm::N,parveh,тӏел
179,Huhn::N,kana,гӏанкӏу
180,Hahn::N,kukoi,хӏелеко
181,Gans::N,hanh',хъаз
182,Adler::N,orl,цӏум
183,Ente::N,sorz,ордек
184,Eule::N,hir'pulo,беццаруз
185,Kranich::N,kurg,къункъра
186,Krähe::N,variš,гъеду
187,Kuckuck::N,kägi,гагу
188,Schwan::N,joucen,хӏанкъва
189,Fisch::N,kala,ччугӏа
190,Barsch::N,ahven,окунь
191,Hecht::N,haug',щука
192,Schlange[Tier]::N,kü,борохь
193,Schlange[Tier]::N,mado,борохь
194,Wurm::N,mado,хӏапара
195,Spinne::N,hämähouk,хъанхъра
196,Ameise::N,murahaine,цӏунцӏра
197,Laus::N,täi,нацӏ
198,Mücke::N,säs'k,кӏкӏара
199,Fliege::N,kärbhaine,тӏутӏ
200,Schmetterling::N,lipkaine,кӏалкӏучӏ
201,Beere::N,marj,
202,Apfel::N,jablok,гӏеч
203,Pilz::N,sen',гӏурдахӏан
204,Pilz::N,babuk,гӏурдахӏан
205,Zwiebel::N,lauk,кӏочӏопер
206,Saat::N,semned,хьон
207,Korn::N,jüvä,мугь
208,Korn::N,vill',мугь
209,Heu::N,hein,хер
210,Schale::N,kor',хъал
211,Grube::N,kop,гвенд
212,Falle::N,rida,къор
213,Falle::N,rida,къотен
214,Schlinge::N,rihm,кӏичӏ
215,Spur::N,jäl'g,лъалкӏ
216,Asche::N,tuhk,рахъу
217,Dreck::N,redu,гъиз
218,Dreck::N,redu,хӏарщ
219,Dreck::N,pačak,гъиз
220,Dreck::N,pačak,хӏарщ
221,Eisen::N,raud,махх
222,Gold::N,kuld,месед
223,Silber::N,hobed,гӏарац
224,Kohle::N,hil',тӏурччи
225,Glas::N,stökol,цӏер
226,Lehm::N,savi,хӏатӏ
227,Sand::N,lete,сали
228,Mensch::N,mez',чи
229,Mensch::N,ristit,чи
230,Mann::N,mez',бихьинчи
231,Frau::N,naine,гӏадан
232,Kind::N,laps',лъимер
233,Junge::N,poig,вас
234,Junge::N,prihaine,вас
235,Mädchen::N,neičukaine,яс
236,Familie::N,kanz,хъизан
237,Familie::N,pereh,хъизан
238,Großvater::N,ded,кӏудада
239,Großmutter::N,bab,кӏодо
240,Eltern::N,vanhembad,эбел-эмен
241,Eltern::N,kazvatajad,эбел-эмен
242,Vater::N,tat,эмен
243,Mutter::N,mam,эбел
244,Sohn::N,poig,вас
245,Tochter::N,tütär,яс
246,Bruder::N,veik,вац
247,Bruder::N,vell',вац
248,Schwester::N,čiža,яц
249,Schwester::N,sizar,яц
250,Onkel::N,däd',даци
251,Tante::N,tädi,ада
252,Ehemann::N,mužik,рос
253,Ehefrau::N,ak,чӏужу
254,Freude::N,ilo,ракӏбохи
255,Freude::N,ihastuz,ракӏбохи
256,Gelächter::N,nagr,релъи
257,Glück::N,oza,талихӏ
258,Glück::N,oza,талихӏ-рохел
259,Kummer::N,gor'a,хӏалкъай
260,Wunsch::N,taht,къасд
261,Lust::N,himo,гъира
262,Geist::N,heng,чӏанкӏ
263,Geist::N,heng,рухӏ-жан
264,Gedanke::N,meletuz,пикру
265,Gedächtnis::N,mušt,
266,Verstand::N,mel',лумалъи
267,Verstand::N,mel',цӏодорлъи
268,Sinn::N,jüvä,магӏна
269,Grund::N,sü,багьана
270,Wahrheit::N,tozi,ритӏухълъи
271,Gespräch::N,lodu,накъит
272,Gespräch::N,pagin,накъит
273,Märchen::N,sarn,маргьа
274,Erzählung::N,sanutez,къиса
275,Nachricht::N,tedotuz,хабар
276,Neuigkeit::N,uzištuz,хабар-гӏазаб
277,Name::N,nimi,цӏар
278,Rätsel::N,ozoitez,бицанкӏо
279,Rede::N,pagin,речь
280,Rede::N,pagin,калам
281,Rede::N,sanad,речь
282,Rede::N,sanad,калам
283,Sprache::N,kel',мацӏ
284,Stimme::N,än',гьаракь
285,Wort::N,sana,рагӏи
286,Zeichen::N,znam,ишара
287,Zeichen::N,znam,гӏаламат
288,Ruf::N,kida,ахӏи
289,Ruf::N,kucund,ахӏи
290,Lärm::N,judu,хъуй
291,Lärm::N,judu,хъуди
292,Laut::N,kulund,гьаракь
293,Laut::N,kulund,сас
294,Ton::N,kulund,
295,Lied::N,pajo,кечӏ
296,Ruhe::N,lebu,рахӏат
297,Leute::N,rahvaz,гӏадамал
298,Volk::N,rahvaz,халкъ
299,Arbeit::N,tö,хӏалтӏи
300,Arbeit::N,rad,хӏалтӏи
301,Gast::N,adiv,гьобол
302,Geschenk::N,lahj,сайигъат
303,Spiel::N,vänd,хӏай
304,Spiel::N,vänd,расанди
305,Gesellschaft::N,sebr,жамагӏат
306,Hilfe::N,abu,кумек
307,Freund::N,sebranik,гьудул
308,Kamerad::N,sebranik,гьалмагъ
309,Angelegenheit::N,azj,къваригӏел
310,Anzahl::N,lugu,рикӏкӏен
311,Art::N,rod,жинс
312,Art::N,rodsugu,жинс
313,Stück::N,pala,кесек
314,Stück::N,supal,кесек
315,Teil::N,pala,пай
316,Hälfte::N,pol',бащдаб
317,Kreis::N,ümbruz,гор
318,Kreis::N,kehkruz,гор
319,Kreuz::N,rist,хъанч
320,Linie::N,pird,мухъ
321,Strich::N,pird,хӏучч
322,Abstand::N,keskust,манзил
323,Entfernung::N,matk,манзил
324,Gegend::N,taho,рахъ
325,Platz::N,avaruz',бакӏ
326,Ort::N,koht,бакӏ
327,Seite::N,pol',рахъ
328,Seite::N,kül'g,рахъ
329,Mitte::N,kesk,бакьулъбакӏ
330,Gegenstand::N,kalu,жо
331,Sache::N,azj,жо
332,Rand::N,röun,мицӏир
333,Kante::N,röun,рагӏал
334,Kante::N,röun,рагӏа-ракьан
335,Ecke::N,saum,цили
336,Spitze::N,agjaine,тӏогь
337,Ende::N,agj,кӏал
338,Loch::N,reig,каратӏ
339,Winkel::N,čoga,
340,Winkel::N,saum,
341,Muster::N,kirjam,накъиш
342,Größe::N,suruz',кӏодо́лъи
343,Länge::N,piduz,халалъи
344,Höhe::N,korktuz',борхалъи
345,Gewicht::N,jügu,бакӏлъи
346,Gewicht::N,vedäduz,бакӏлъи
347,Menge::N,äjüz',
348,Haufen::N,kogo,гъуни
349,Reihe::N,rivi,ирга́
350,Boot::N,veneh,раса
351,Ruder::N,air,раххан
352,Schlitten::N,regi,чанагъ
353,Schlitten::N,regut,чанагъ
354,Ski::N,suks',лыжаби
355,Lagerfeuer::N,nodj,цӏа
356,Lagerfeuer::N,pažag,цӏа
357,Last::N,jüguz,бакӏлъи
358,Gang::N,astund,хьвади
359,Gang::N,astund,хьвада-чӏвади
360,Schritt::N,hašk,гали
361,Norden::N,pohjoine,шимал
362,Süden::N,suvi,юг
363,Süden::N,suvi,къибла
364,Westen::N,päivlaskm,гъарб
365,Westen::N,päivlaskm,магъриб
366,Osten::N,päivnouzm,шаркъ
367,Osten::N,päivnouzm,машрикъ
368,Holz::N,pu,цӏул
369,Brett::N,laud,хъарщи
370,Platte::N,keitim,къоно
371,Stütze::N,tugi,
372,Stange::N,arz',гӏер
373,Stock::N,kalu,тӏил
374,Stab::N,seibaz,гӏер
375,Rohr::N,torv,турба
376,Haus::N,pert',ригь
377,Haus::N,pert',рукъзал
378,Heim::N,kodi,рукъ
379,Ofen::N,päč,печь
380,Fußboden::N,lava,чӏабар
381,Tisch::N,laud,стол
382,Tisch::N,stal'c,стол
383,Stuhl::N,ištim,бакӏу
384,Wiege::N,kätte,кини
385,Bett::N,sija,кровать
386,Bett::N,magaduzsija,кровать
387,Regal::N,palič,хъарщи
388,Kiste::N,mülütim,ящик
389,Kiste::N,mülütim,тӏалагъуд
390,Fenster::N,ikun,гордо
391,Tür::N,uks',нуцӏа
392,Tor::N,verai,каву
393,Zaun::N,aid,раци
394,Dach::N,katuz,тӏох
395,Leiter::N,pordhad,мали
396,Besen::N,lud,жул
397,Besen::N,vast,жул
398,Spaten::N,labid,бел
399,Schaufel::N,labid,раххан
400,Gabel::N,hangoine,гӏучӏ
401,Löffel::N,luzik,гъуд
402,Messer::N,veič,нус
403,Nagel::N,nagl,магӏ
404,Netz::N,verk,гьин
405,Haken::N,kouk,гъанцӏа
406,Griff::N,kägä,гӏоркь
407,Griff::N,varz',гӏоркь
408,Schloss::N,lukkol,кӏулал
409,Bild::N,kuva,сурат
410,Figur::N,figur,
411,Puppe::N,tätüine,нани
412,Beutel::N,havad,таргьа
413,Bündel::N,toppaz,къай
414,Bündel::N,käč,къай
415,Tasche::N,sumk,сумка
416,Tasche::N,sumk,къвачӏа
417,Eimer::N,vädr,ведро
418,Deckel::N,katuz,тӏалъел
419,Deckel::N,katuz,дадитӏалъел
420,Geschirr::N,astii,цӏарагӏ
421,Sack::N,havad,хъап
422,Sack::N,havad,къандалъо
423,Tasse::N,čašk,чашка
424,Topf::N,pada,хьаг
425,Kessel::N,katil,хьаг
426,Kessel::N,katil,гереги
427,Essen::N,sönd,тӏагӏам
428,Nahrung::N,söm,квен
429,Speise::N,sömine,квен
430,Fleisch::N,liha,гьан
431,Getreide::N,vill',бугӏа-ролъ
432,Getreide::N,vill',могьолабл_культураби
433,Brei::N,pudr,карщ
434,Brot::N,leib,чед
435,Scheibe::N,bibaleh,мочӏу
436,Scheibe::N,šlik,мочӏу
437,Fett::N,razv,беэнлъи
438,Butter::N,voi,нах
439,Öl::N,voi,нах
440,Salz::N,sol,цӏам
441,Suppe::N,lem',чурпа
442,Suppe::N,keitoz,чурпа
443,Honig::N,mezi,гьоцӏо
444,Milch::N,maid,рахь
445,Tee::N,čai,чай
446,Leder::N,nahk,тӏом
447,Wolle::N,vill,квас
448,Stoff::N,kangaz,ххам
449,Nadel::N,negl,рокӏкӏен
450,Faden::N,nit',кун
451,Knopf::N,nübl',маргъал
452,Knoten::N,sol'm,гарацӏ
453,Farbe::N,muju,релъен
454,Kleidung::N,sobad,ретӏел
455,Hemd::N,paid,гурде
456,Kragen::N,kagluz,габур
457,Ärmel::N,hijam,къвал
458,Hose::N,štanad,тӏажу
459,Gürtel::N,vö,рачел
460,Mütze::N,šapuk,тӏагъур
461,Schuh::N,keng',
462,Stiefel::N,sapug,этек
463,Stiefel::N,sapug,чакма
464,Ring::N,rengaz,баргъич
465,Band::N,lentaine,лента
466,Kamm::N,suga,гьоркьо
467,Spiegel::N,zerkol,матӏу
468,Riemen::N,vö,рижу
469,Schnur::N,nor,
470,Leine::N,talutimnor,
471,Decke::N,sijakatuz,одея́ло
472,Kissen::N,pöluz,къандалъо
473,Tuch::N,paik,квархьи
474,Handtuch::N,käzipaik,беркӏалрацӏцӏ
475,Kraft::N,vägi,гуч
476,Kraft::N,vägi,къуват
477,Stärke::N,vahvuz',хӏалкӏвей
478,Gesundheit::N,tervhuz,сахлъи́
479,Krankheit::N,läžund,унти
480,Krankheit::N,läžund,щокълъи
481,Schmerz::N,kibu,унти
482,Wunde::N,čapatez,ругъун
483,Fieber::N,säru,цӏа-кан
484,Arznei::N,zel'l',дару
485,Brücke::N,sild,кьо
486,Brunnen::N,kaiv,гъуй
487,Weide::N,omaluine,рицӏцӏ
488,Weide::N,omaluine,лъичӏирма
489,Weide::N,omaluine,гӏурдаллъи
490,Weide::N,omaluine,ри́цӏигъветӏ
491,Weide::N,omaluine,рицӏцӏигъветӏ
492,Pfad::N,tehut,сухъмахъ
493,Weg::N,te,нух
494,Straße::N,te,нух
495,Dorf::N,külä,росу
496,Stadt::N,lidn,шагьар
497,Brief::N,kirjeine,кагъат
498,Brief::N,kirjeine,рисалат
499,Buch::N,kirj,тӏехь
500,Buchstabe::N,kirjam,хӏарп
501,Zeitung::N,lehtez,газет
502,Leben::N,elo,яшав
503,Tod::N,surm,хвел
504,Grab::N,kaum,хоб
505,Kirche::N,jumalanpert',килиса
506,Sünde::N,grähk,хӏакъ
507,Sünde::N,grähk,мунагь
508,Gott::N,jumal,бичас
509,Gott::N,jumal,аллагь
510,Arbeiter::N,radnik,хӏалтӏухъан
511,Chef::N,pämez',хӏаким
512,Chef::N,pämez',начальник
513,Meister::N,mastar,устар
514,Meister::N,mastar,мастер
515,Meister::N,mastar,махщалилав
516,Arzt::N,lekar',жайрахӏ
517,Lehrer::N,opendai,мугӏалим
518,Geld::N,rahad,гӏарац
519,Geschäft::N,biznes,
520,Laden::N,lauk,тукен
521,Preis::N,arv,багьа
522,Ware::N,tavar,къайи
523,Nutzen::N,liža,мунпагӏат
524,Reichtum::N,kodielo,бечелъи
525,Reichtum::N,kal'huz',бечелъи
526,Welt::N,mail'm,дуниял
527,Land::N,ma,улка
528,Land::N,ma,икълим
529,Staat::N,valdkund,пачалихъ
530,König::N,kunigaz,пача
531,König::N,kunigaz,малик
532,König::N,kunigaz,къирал
533,König::N,kunigaz,падишагь
534,Macht::N,vald,кверщел
535,Grenze::N,röun,гӏорхъи
536,Krieg::N,soda,рагъ
537,Feind::N,vihanik,тушман
538,Feind::N,vastustai,тушман
539,Gewalt::N,vägivald,зулму
540,Kampf::N,tora,къеркьей
541,Bogen[Waffe]::N,taug,газаргъо
542,Pfeil::N,nol,чӏор
543,Gewehr::N,oružj,туманкӏ
544,Fehler::N,viga,гъалатӏ
545,Lüge::N,kelastuz,гьереси
546,Schaden::N,pahuz',зиян
547,Schaden::N,pahuz',зарал
548,Unglück::N,bed,балагь
549,Unglück::N,gor'a,балагь
550,Schuld::N,värhuz',гӏайиб
551,Alter::N,igä,гӏумру
552,Schluss::N,lop,ахир
553,Zeit::N,aig,заман
554,Tag::N,päiv,къо
555,Morgen::N,homendez,радалмех
556,Mittag::N,keskpäiv,къадемех
557,Abend::N,eht,релъедамех
558,Nacht::N,ö,сордо
559,Woche::N,nedal',анкь
560,Monat::N,ku,моцӏ
561,Jahr::N,voz',сон
562,Jahr::N,voz',лъагӏел
563,Frühling::N,keväz',их
564,Sommer::N,keza,рии
565,Herbst::N,sügüz',хасалихълъи
566,Winter::N,tal'v,кьин
567,Januar::N,viluku,январь
568,Februar::N,uhoku,февра́ль
569,März::N,keväz'ku,март
570,April::N,sulaku,апрель
571,Mai::N,semendku,май
572,Juni::N,kezaku,июнь
573,Juli::N,heinku,июль
574,August::N,eloku,август
575,September::N,sügüz'ku,сентябрь
576,Oktober::N,reduku,октябрь
577,November::N,kül'mku,ноябрь
578,Dezember::N,tal'vku,декабрь
579,Montag::N,ezmärg,итни
580,Dienstag::N,tožnarg,талат
581,Mittwoch::N,koumanz'päiv,арбагӏ
582,Donnerstag::N,nellänz'päiv,хамиз
583,Freitag::N,pätnič,рузман
584,Freitag::N,videnz'päiv,рузман
585,Samstag::N,sobat,щамат
586,Sonntag::N,pühäpäiv,гьатӏан
587,groß::A,sur',кӏудияб
588,groß::A,järed,кӏудияб
589,klein::A,pen',гьитӏинаб
590,klein::A,pičuine,гьитӏинаб
591,lang::A,pit'k,халатаб
592,kurz::A,lühüd,къокъаб
593,breit::A,leved,гӏебаб
594,schmal::A,kaid,къваридаб
595,dicht::A,tihed,ризаб
596,dick[Gegenstand]::A,paks,бицатаб
597,dünn::A,hoik,тӏеренаб
598,fein::A,hen,тӏеренаб
599,fest::A,luja,къвакӏараб
600,fest::A,ninev,къвакӏараб
601,flach::A,lapak,чӏепараб
602,glatt::A,siled,цӏвакараб
603,hart::A,kova,кьварараб
604,weich::A,pehmed,тамахаб
605,rund::A,kehker,гургинаб
606,spitz::A,nügu,бегӏераб
607,spitz::A,terav,бегӏераб
608,scharf::A,terav,рекӏараб
609,stumpf::A,tül'c,тӏехӏараб
610,stumpf::A,tül'c,рекӏинчӏеб
611,schwer::A,jüged,бакӏаб
612,schön::A,čoma,берцинаб
613,heiß::A,räk,лагьараб
614,warm::A,läm',хинаб
615,kalt::A,vilu,квачараб
616,kühl::A,raibak,квачараб
617,kühl::A,viluhk,квачараб
618,frisch::A,lahed,цӏияб
619,feucht::A,neps,рагьараб
620,feucht::A,toreh,рагьараб
621,nass::A,märg,би́ччараб
622,trocken::A,kuiv,бакъвараб
623,voll::A,täuz',
624,leer::A,joudai,чӏобогояб
625,offen::A,avoin,рагьараб
626,offen::A,avol'jaine,рагьараб
627,geschlossen::A,saubaline,рахараб-къараб
628,sauber::A,puhtaz,бацӏцӏадаб
629,schmutzig::A,redukaz,гъизараб
630,roh::A,rohk,хамаб
631,roh::A,rohk,гӏатӏгояб
632,roh::A,toreh,хамаб
633,roh::A,toreh,гӏатӏгояб
634,reif::A,küps,барщараб
635,lecker::A,magukaz,тӏагӏамаб
636,süß::A,maged,гьуинаб
637,bitter::A,karged,кьогӏаб
638,sauer::A,muiged,цӏекӏаб
639,hell::A,kirkas,канаб
640,hell::A,valgei,канаб
641,dunkel::A,pimed,бецӏаб
642,schwarz::A,must,чӏегӏераб
643,weiß::A,vauged,хъахӏаб
644,rot::A,rusked,багӏараб
645,gelb::A,pakuine,гӏобилаб
646,gelb::A,pakuine,тӏогьилаб
647,blau::A,sinine,хъахӏилаб
648,grün::A,vihand,гӏурччинаб
649,grau::A,hahk,накӏкӏуяб
650,bunt::A,kirjav,къвекӏаб
651,bunt::A,kirjav,чара-гъараб
652,billig::A,odav,учузаб
653,teuer::A,kalliž,хири́яб
654,wertvoll::A,arvokas,къиматаб
655,blind::A,soged,беццаб
656,taub::A,kurdiž,гъугъаб
657,kräftig::A,vägev,гучаб
658,stark::A,vahv,къуватаб
659,stark::A,vägekaz,къуватаб
660,schwach::A,väll',гӏажизаб
661,fett::A,razvakaz,кьарияб
662,schlank::A,kapos,чергесаб
663,hübsch::A,čoma,гьайбатаб
664,böse::A,äred,ракӏквешаб
665,böse::A,käred,ракӏквешаб
666,dumm::A,el'getoi,гьагаб
667,dumm::A,el'getoi,гӏантаб
668,faul::A,lašk,кӏохӏалаб
669,faul::A,lašk,кӏухӏа́лаб
670,fleißig::A,radonnavedii,хӏаракатаб
671,geizig::A,ažlak,къарумаб
672,klug::A,melev,лумияб
673,klug::A,melekaz,лумияб
674,geschickt::A,mahtokaz,махщел бугев
675,lieb::A,izo,гӏазизаб
676,lieb::A,sula,гӏазизаб
677,lustig::A,ilokaz,кепаб
678,sanft::A,laskav,хӏалимаб
679,sanft::A,laskav,хӏере́наб
680,hungrig::A,näl'ghine,бакъараб
681,krank::A,läžui,щокъаб
682,krank::A,läžui,унтараб
683,nackt::A,alastoi,гӏицӏаб
684,nackt::A,alastoi,чӏанкӏараб
685,traurig::A,opalahine,пашманаб
686,lebendig::A,eläb,чӏагояб
687,gut::A,hüvä,лъикӏаб
688,schlecht::A,huba,къадараб
689,richtig::A,oiged,битӏараб
690,schlimm::A,paha,нажасаб
691,schlimm::A,paha,къабихӏаб
692,wahr::A,todesine,хӏакъаб
693,wahr::A,todesine,битӏараб
694,alt::A,vanh,басрияб
695,neu::A,uz',цӏияб
696,ehemalig::A,edeline,цебе́госеб
697,alt[Lebewesen]::A,ravaz,хераб
698,jung::A,nor',тӏинчӏаб
699,jung::A,nor',гӏолохъанаб
700,arm::A,gol'l',пакъираб
701,reich::A,elokaz,бечедаб
702,bekannt::A,tutab,лъалеб
703,berühmt::A,tetab,машгьураб
704,fremd::A,veraz,чияр
705,verschieden::A,erazvuitte,батӏи-батӏияб
706,nah::A,läheline,гӏагарда бугеб
707,fern::A,edahaine,рикӏкӏадаб
708,linker::A,hura,квегӏаб
709,rechter::A,oiged,кваранаб
710,anderer::A,toine,батӏияб
711,erster::A,ezmäine,тӏоцебесеб
712,zweiter::A,toine,кӏиабилеб
713,dritter::A,koumanz',лъабабилеб
714,letzter::A,jäl'gmäine,ахирисеб
715,allein::ADV,üksnäze,ялгъузго
716,auf einmal::ADV,ühten aigan,цихӏинтӏаго
717,zusammen::ADV,ühtes,цойида
718,lange::ADV,hätken,
719,plötzlich::ADV,äkkid,цойидасанго
720,sofort::ADV,kerdalaz,гьебсагӏат
721,später::ADV,möhemba,
722,jetzt::ADV,nügüd',гьанже
723,heute::ADV,tämbei,жакъа
724,morgen::ADV,homen,метер
725,bald::ADV,pigai,гьабсагӏаталъ
726,dann::ADV,sid',цинги
727,gestern::ADV,eglai,сон
728,einst::ADV,ende,цин
729,einst::ADV,kerdan,цин
730,damals::ADV,siloi,гьебмехалъ
731,damals::ADV,siloi,гьебмехалда
732,danach::ADV,sid',цинги
733,danach::ADV,sid',хадуса
734,vorher::ADV,ende,цебе
735,zuerst::ADV,ezmäi,тӏоцебе
736,einmal::ADV,kerdan,цинцӏул
737,einmal::ADV,kerdan,цихӏин
738,einmal::ADV,kerdan,цоцӏул
739,manchmal::ADV,erašti,олоцӏул
740,oft::ADV,paksus,гӏемерго
741,immer::ADV,kaiken,кидаго
742,niemals::ADV,ei nikonz,киданиги
743,hier::ADV,täs,аниб
744,hier::ADV,tägä,аниб
745,hierhin::ADV,tänna,анибехун
746,von hier::ADV,täspäi,гьаниса
747,von hier::ADV,sid'päi,гьаниса
748,dort::ADV,sigä,гьениб
749,dorthin::ADV,sinna,гьадаба
750,dorthin::ADV,nakkale,гьадаба
751,geradeaus::ADV,kohtha,битӏутӏа
752,vorwärts::ADV,edehe,цебехун
753,rückwärts::ADV,sel'gin,нахъ-нахъ
754,zurück::ADV,tagaze,нахъе
755,unten::ADV,alahan,ахакь
756,unten::ADV,alahan,гъоркь
757,hinab::ADV,alaz,эхебе
758,hinab::ADV,alahaks,эхебе
759,oben::ADV,ülähän,тӏад
