,Concept_ID,it,eu
86,Erde::N,terra,lur
87,Staub::N,polvere,hauts
88,Rauch::N,fumo,ke
89,Funke::N,scintilla,zirta
90,Funke::N,scintilla,txinparta
91,Feuer::N,fuoco,su
92,Licht::N,luce,argi
93,Schatten::N,ombra,itzal
94,Schatten::N,ombra,geriza
95,Wetter::N,tempo,eguraldi
96,Nebel::N,nebbia,laino
97,Wolke::N,nube,hodei
98,Wolke::N,nùvola,hodei
99,Regen::N,pioggia,euri
100,Schnee::N,neve,elur
101,Eis::N,ghiaccio,horma
102,Frost::N,gelo,izotzaldi
103,Kälte::N,freddo,hotz
104,Hitze::N,caldo,bero
105,Hitze::N,calura,bero
106,Raureif::N,brina,antzigar
107,Regenbogen::N,arcobaleno,ostadar
108,Regenbogen::N,arcobaleno,ortzadar
109,Donner::N,tuono,ostots
110,Donner::N,tuono,ihurtzuri
111,Strömung::N,corrente,laster
112,Tropfen::N,goccia,xorta
113,Schaum::N,spuma,bits
114,Schaum::N,schiuma,bits
115,Schmutz::N,sudiciume,lohi
116,Schmutz::N,sudiciume,zikin
117,See::N,lago,laku
118,See::N,lago,aintzira
119,Sumpf::N,palude,zingira
120,Moor::N,torbiera,zohikaztegi
121,Wiese::N,prato,larre
122,Wiese::N,prato,belardi
123,Wald::N,bosco,baso
124,Wald::N,bosco,oihan
125,Wald::N,foresta,baso
126,Wald::N,foresta,oihan
127,Hügel::N,colle,muino
128,Hügel::N,colle,pentoka
129,Hügel::N,collina,muino
130,Hügel::N,collina,pentoka
131,Anhöhe::N,altura,garai
132,Anhöhe::N,altura,goragune
133,Berg::N,monte,mendi
134,Berg::N,montagna,mendi
135,Gipfel::N,cima,gain
136,Gipfel::N,cima,tontor
137,Höhle::N,grotta,kobazulo
138,Höhle::N,caverna,kobazulo
139,Abhang::N,pendìo,aldapa
140,Quelle::N,sorgente,iturri
141,Quelle::N,sorgente,iturbegi
142,Bach::N,ruscello,lats
143,Bach::N,ruscello,erreka
144,Fluss::N,fiume,ibai
145,Fluss::N,fiume,uhaitz
146,Ufer::N,riva,bazter
147,Küste::N,costa,itsasalde
148,Festland::N,terraferma,lehor
149,Meer::N,mare,itsaso
150,Bucht::N,cala,golko
151,Insel::N,ìsola,irla
152,Insel::N,ìsola,uharte
153,Blume::N,fiore,lili
154,Gras::N,erba,belar
155,Wurzel::N,radice,zuztar
156,Wurzel::N,radice,sustrai
157,Baum::N,àlbero,zuhaitz
158,Stamm::N,tronco,enbor
159,Rinde::N,corteccia,azal
160,Ast::N,ramo,adar
161,Zweig::N,ramo,abar
162,Blatt::N,foglia,hosto
163,Birke::N,betulla,urki
164,Kiefer[Baum]::N,pino,ler
165,Weide[Baum]::N,sàlice,zume
166,Weide[Baum]::N,sàlice,sahats
167,Tanne::N,abete,izei
168,Horn::N,corno,adar
169,Feder::N,penna,luma
170,Feder::N,penna,hegaki
171,Fell::N,manto,ile
172,Fell::N,manto,larru
173,Fell::N,pelame,ile
174,Fell::N,pelame,larru
175,Flügel::N,ala,hego
176,Klaue::N,grinfia,atzapar
177,Kralle::N,unghia,erpe
178,Kralle::N,unghia,atzapar
179,Kralle::N,artiglio,erpe
180,Kralle::N,artiglio,atzapar
181,Schwanz::N,coda,isats
182,Schwanz::N,coda,buztan
183,Ei::N,uovo,arrautza
184,Nest::N,nido,habia
185,Bau::N,covo,ohantze
186,Tier::N,bestia,abere
187,Tier::N,bestia,piztia
188,Tier::N,animale,abere
189,Tier::N,animale,piztia
190,Herde::N,gregge,saldo
191,Herde::N,gregge,abere talde
192,Kuh::N,vacca,behi
193,Bulle::N,toro,zezen
194,Pferd::N,cavallo,zaldi
195,Schaf::N,pècora,ardi
196,Schwein::N,porco,urde
197,Schwein::N,porco,txerri
198,Schwein::N,maiale,urde
199,Schwein::N,maiale,txerri
200,Hund::N,cane,txakur
201,Katze::N,gatta,katu
202,Bär::N,orso,hartz
203,Eichhörnchen::N,scoiàttolo,urtxintxa
204,Elch::N,alce,altze
205,Fuchs::N,volpe,azeri
206,Hase::N,lepre,erbi
207,Maus::N,topo,sagu
208,Maus::N,sorcio,sagu
209,Wolf::N,lupo,otso
210,Vogel::N,uccello,txori
211,Vogel::N,uccello,hegazti
212,Schwarm::N,stormo,aldra
213,Huhn::N,gallina,oilo
214,Hahn::N,gallo,oilar
215,Gans::N,oca,antzara
216,Adler::N,àquila,arrano
217,Ente::N,ànatra,ahate
218,Eule::N,gufo,hontza
219,Eule::N,civetta,hontza
220,Kranich::N,gru,kurrilo
221,Krähe::N,cornacchia,bele
222,Kuckuck::N,cuccù,kuku
223,Kuckuck::N,cùculo,kuku
224,Schwan::N,cigno,beltxarga
225,Fisch::N,pesce,arrain
226,Barsch::N,pèrsico,perka
227,Hecht::N,luccio,lutxo
228,Schlange[Tier]::N,serpente,suge
229,Wurm::N,baco,har
230,Wurm::N,verme,har
231,Spinne::N,ragno,armiarma
232,Ameise::N,formica,inurri
233,Laus::N,pidocchio,zorri
234,Mücke::N,zanzara,eltxo
235,Fliege::N,mosca,euli
236,Schmetterling::N,farfalla,pinpirin
237,Schmetterling::N,farfalla,tximeleta
238,Beere::N,bacca,baia
239,Apfel::N,mela,sagar
240,Pilz::N,fungo,onddo
241,Pilz::N,fungo,perretxiko
242,Zwiebel::N,cipolla,tipula
243,Saat::N,semente,haziak
244,Korn::N,grano,ale
245,Korn::N,grano,pikor
246,Heu::N,fieno,belar ondu
247,Schale::N,buccia,azal
248,Grube::N,cava,hobi
249,Grube::N,fossa,hobi
250,Falle::N,tràppola,harrapagailu
251,Schlinge::N,laccio,bilur
252,Schlinge::N,laccio,xedera
253,Spur::N,traccia,lorratz
254,Asche::N,cenere,errauts
255,Dreck::N,fango,satsukeria
256,Eisen::N,ferro,burdina
257,Gold::N,oro,urre
258,Gold::N,oro,urregorri
259,Silber::N,argento,zilar
260,Silber::N,argento,urrezuri
261,Kohle::N,carbone,ikatz
262,Glas::N,vetro,beira
263,Lehm::N,argilla,buztin
264,Sand::N,arena,harea
265,Sand::N,arena,hondar
266,Sand::N,sabbia,harea
267,Sand::N,sabbia,hondar
268,Mensch::N,uomo,gizaki
269,Mensch::N,èssere umano,gizaki
270,Mann::N,uomo,gizon
271,Frau::N,donna,andere
272,Frau::N,donna,emakume
273,Kind::N,bambino,haur
274,Junge::N,ragazzo,mutil
275,Mädchen::N,ragazza,neska
276,Familie::N,famiglia,sendi
277,Familie::N,famiglia,familia
278,Großvater::N,nonno,aitona
279,Großvater::N,nonno,aitatxi
280,Großmutter::N,nonna,amona
281,Großmutter::N,nonna,amatxi
282,Eltern::N,genitori,gurasoak
283,Vater::N,padre,aita
284,Mutter::N,madre,ama
285,Sohn::N,figlio,seme
286,Tochter::N,figlia,alaba
287,Bruder::N,fratello,neba
288,Bruder::N,fratello,anaia
289,Schwester::N,sorella,ahizpa
290,Onkel::N,zio,osaba
291,Tante::N,zia,izeba
292,Ehemann::N,marito,senar
293,Ehefrau::N,moglie,emazte
294,Freude::N,gioia,poz
295,Freude::N,gioia,pozkari
296,Freude::N,piacere,poz
297,Freude::N,piacere,pozkari
298,Gelächter::N,risata,barre
299,Gelächter::N,risata,karkara
300,Glück::N,felicità,zori
301,Kummer::N,afflizione,xangrin
302,Kummer::N,afflizione,atsekabe
303,Wunsch::N,desiderio,nahi
304,Wunsch::N,desiderio,nahikunde
305,Lust::N,voglia,gogo
306,Geist::N,mente,gogo
307,Geist::N,spìrito,gogo
308,Gedanke::N,idea,gogoeta
309,Gedanke::N,pensiero,gogoeta
310,Gedächtnis::N,memoria,oroimen
311,Gedächtnis::N,memoria,gogoramen
312,Verstand::N,intelletto,adimen
313,Verstand::N,intelletto,ulermen
314,Sinn::N,senso,zentzu
315,Sinn::N,significato,zentzu
316,Grund::N,causa,zergati
317,Grund::N,motivo,zergati
318,Grund::N,ragione,zergati
319,Wahrheit::N,verità,egia
320,Gespräch::N,discorso,hizketa
321,Gespräch::N,discorso,elkarrizketa
322,Gespräch::N,conversazione,hizketa
323,Gespräch::N,conversazione,elkarrizketa
324,Märchen::N,fiaba,ipuin
325,Märchen::N,fàvola,ipuin
326,Erzählung::N,racconto,edesti
327,Erzählung::N,racconto,kontakizun
328,Erzählung::N,narrazione,edesti
329,Erzählung::N,narrazione,kontakizun
330,Nachricht::N,messaggio,albiste
331,Neuigkeit::N,notizia,berri
332,Name::N,nome,izen
333,Rätsel::N,indovinello,asmakizun
334,Rede::N,discorso,hitzaldi
335,Rede::N,discorso,mintzaldi
336,Sprache::N,lingua,hizkuntza
337,Sprache::N,linguaggio,hizkuntza
338,Stimme::N,voce,ahots
339,Wort::N,parola,hitz
340,Zeichen::N,segno,agerbide
341,Zeichen::N,segno,agergarri
342,Zeichen::N,segnale,agerbide
343,Zeichen::N,segnale,agergarri
344,Ruf::N,chiamata,dei
345,Lärm::N,chiasso,zarata
346,Lärm::N,chiasso,harrabots
347,Lärm::N,strèpito,zarata
348,Lärm::N,strèpito,harrabots
349,Laut::N,suono,hots
350,Ton::N,tono,tonu
351,Ton::N,tono,soinu
352,Lied::N,canto,abesti
353,Lied::N,canzone,abesti
354,Ruhe::N,calma,nasaitasun
355,Ruhe::N,tranquillità,nasaitasun
356,Leute::N,gente,jende
357,Volk::N,pòpolo,herri
358,Volk::N,pòpolo,populu
359,Arbeit::N,lavoro,lan
360,Gast::N,òspite,arrotz
361,Gast::N,òspite,apopilo
362,Gast::N,invitato,arrotz
363,Gast::N,invitato,apopilo
364,Geschenk::N,regalo,opari
365,Spiel::N,gioco,jolas
366,Gesellschaft::N,compagnìa,gizarte
367,Hilfe::N,aiuto,helpide
368,Hilfe::N,aiuto,laguntza
369,Hilfe::N,soccorso,helpide
370,Hilfe::N,soccorso,laguntza
371,Freund::N,amico,lagun
372,Kamerad::N,camerata,adiskide
373,Kamerad::N,camerata,lagunkide
374,Angelegenheit::N,affare,afera
375,Angelegenheit::N,faccenda,afera
376,Anzahl::N,nùmero,kopuru
377,Anzahl::N,quantità,kopuru
378,Art::N,tipo,mota
379,Art::N,specie,mota
380,Stück::N,pezzo,puska
381,Teil::N,parte,atal
382,Hälfte::N,metà,erdi
383,Kreis::N,cìrcolo,biribilki
384,Kreuz::N,croce,gurutze
385,Linie::N,lìnea,linea
386,Strich::N,tratto,marra
387,Abstand::N,distanza,tarte
388,Entfernung::N,distanza,urrunera
389,Entfernung::N,lontananza,urrunera
390,Gegend::N,regione,alderdi
391,Gegend::N,regione,eskualde
392,Platz::N,posto,leku
393,Platz::N,spazio,leku
394,Ort::N,luogo,toki
395,Ort::N,località,toki
396,Seite::N,lato,albo
397,Seite::N,parte,albo
398,Mitte::N,mezzo,erdi
399,Mitte::N,centro,erdi
400,Gegenstand::N,oggetto,gauzaki
401,Sache::N,cosa,gauza
402,Rand::N,orlo,ertz
403,Rand::N,bordo,ertz
404,Kante::N,spìgolo,ertz
405,Ecke::N,canto,kantoi
406,Spitze::N,punta,punta
407,Ende::N,capo,buru
408,Ende::N,capo,mutur
409,Ende::N,estremità,buru
410,Ende::N,estremità,mutur
411,Loch::N,buco,zulo
412,Winkel::N,àngolo,zoko
413,Winkel::N,àngolo,bazter
414,Muster::N,disegno,eredu
415,Muster::N,disegno,marrazki
416,Größe::N,taglia,kaizu
417,Größe::N,taglia,tamaina
418,Größe::N,grandezza,kaizu
419,Größe::N,grandezza,tamaina
420,Länge::N,lunghezza,luzera
421,Höhe::N,altezza,goiera
422,Höhe::N,altezza,garaiera
423,Gewicht::N,peso,hazta
424,Menge::N,quantità,kopuru
425,Haufen::N,cùmulo,pila
426,Haufen::N,cùmulo,mendoi
427,Haufen::N,mucchio,pila
428,Haufen::N,mucchio,mendoi
429,Reihe::N,fila,ilara
430,Reihe::N,fila,errenkada
431,Boot::N,barca,potin
432,Boot::N,barca,txalupa
433,Boot::N,battello,potin
434,Boot::N,battello,txalupa
435,Ruder::N,remo,arraun
436,Schlitten::N,slitta,lera
437,Schlitten::N,slitta,narra
438,Ski::N,sci,eski
439,Lagerfeuer::N,falò,su
440,Lagerfeuer::N,fuoco di bivacco,su
441,Last::N,càrico,zama
442,Last::N,càrico,karga
443,Gang::N,andata,ibilera
444,Schritt::N,passo,pauso
445,Schritt::N,passo,urrats
446,Norden::N,nord,ipar
447,Norden::N,nord,iparralde
448,Norden::N,settentrione,ipar
449,Norden::N,settentrione,iparralde
450,Süden::N,sud,hego
451,Süden::N,sud,hegoalde
452,Süden::N,meridione,hego
453,Süden::N,meridione,hegoalde
454,Westen::N,òvest,sartalde
455,Westen::N,òvest,mendebalde
456,Westen::N,occidente,sartalde
457,Westen::N,occidente,mendebalde
458,Osten::N,est,ekialde
459,Osten::N,est,sortalde
460,Osten::N,oriente,ekialde
461,Osten::N,oriente,sortalde
462,Holz::N,legno,zur
463,Brett::N,asse,ohol
464,Brett::N,tàvola,ohol
465,Platte::N,lastra,lauza
466,Platte::N,piastra,lauza
467,Stütze::N,supporto,irozgarri
468,Stütze::N,supporto,bermagailu
469,Stange::N,sbarra,haga
470,Stange::N,pèrtica,haga
471,Stock::N,verga,makila
472,Stock::N,bastone,makila
473,Stock::N,bacchetta,makila
474,Stab::N,asta,makila
475,Rohr::N,tubo,hodi
476,Haus::N,casa,etxe
477,Heim::N,casa,etxe
478,Heim::N,casa,etxaleku
479,Ofen::N,stufa,berogailu
480,Fußboden::N,pavimento,zoru
481,Tisch::N,tàvolo,mahai
482,Stuhl::N,sedia,aulki
483,Wiege::N,culla,kuma
484,Wiege::N,culla,sehaska
485,Bett::N,letto,ohe
486,Bett::N,letto,ohatze
487,Regal::N,scaffale,apalategi
488,Kiste::N,cassa,kutxa
489,Fenster::N,finestra,leiho
490,Tür::N,porta,ate
491,Tor::N,portone,atari
492,Zaun::N,recinto,hesi
493,Dach::N,tetto,teilatu
494,Leiter::N,scala,zurubi
495,Leiter::N,scala a pioli,zurubi
496,Besen::N,scopa,erratz
497,Spaten::N,vanga,burdinpala
498,Schaufel::N,pala,pala
499,Gabel::N,forchetta,sardexka
500,Löffel::N,cucchiaio,koilara
501,Messer::N,coltello,aizto
502,Nagel::N,chiodo,iltze
503,Netz::N,rete,sare
504,Haken::N,uncino,mako
505,Griff::N,mànico,eskutoki
506,Griff::N,maniglia,eskutoki
507,Schloss::N,serratura,sarraila
508,Bild::N,quadro,irudi
509,Bild::N,immàgine,irudi
510,Figur::N,figura,figura
511,Puppe::N,bàmbola,panpina
512,Puppe::N,bàmbola,andrakila
513,Beutel::N,borsa,zorro
514,Beutel::N,sacchetto,zorro
515,Bündel::N,fascio,azao
516,Bündel::N,fascio,espal
517,Bündel::N,fagotto,azao
518,Bündel::N,fagotto,espal
519,Tasche::N,borsa,poltsa
520,Eimer::N,secchio,treska
521,Deckel::N,coperchio,tapa
522,Deckel::N,coperchio,estalki
523,Geschirr::N,stoviglie,baxera
524,Geschirr::N,stoviglie,ontziteria
525,Sack::N,sacco,zaku
526,Tasse::N,tazza,kikara
527,Topf::N,pèntola,ontzi
528,Topf::N,pèntola,lapiko
529,Kessel::N,paiolo,pazia
530,Kessel::N,calderone,pazia
531,Essen::N,pasto,janaldi
532,Essen::N,mangiare,janaldi
533,Nahrung::N,cibo,jan
534,Nahrung::N,alimento,jan
535,Speise::N,piatto,jaki
536,Fleisch::N,carne,okela
537,Fleisch::N,carne,haragi
538,Getreide::N,cereali,labore
539,Brei::N,purè,ahi
540,Brei::N,purè,pure
541,Brei::N,pappa,ahi
542,Brei::N,pappa,pure
543,Brot::N,pane,ogi
544,Scheibe::N,fetta,xerra
545,Scheibe::N,fetta,pirripita
546,Scheibe::N,trancia,xerra
547,Scheibe::N,trancia,pirripita
548,Fett::N,grasso,urin
549,Fett::N,grasso,koipe
550,Butter::N,burro,gurin
551,Öl::N,olio,olio
552,Salz::N,sale,gatz
553,Suppe::N,zuppa,zopa
554,Suppe::N,zuppa,salda
555,Suppe::N,minestra,zopa
556,Suppe::N,minestra,salda
557,Honig::N,miele,ezti
558,Milch::N,latte,esne
559,Tee::N,tè,te
560,Leder::N,pelle,larru
561,Wolle::N,lana,artile
562,Stoff::N,panno,ehun
563,Stoff::N,tessuto,ehun
564,Nadel::N,ago,orratz
565,Nadel::N,ago,jostorratz
566,Faden::N,filo,hari
567,Knopf::N,bottone,botoi
568,Knoten::N,nodo,korapilo
569,Farbe::N,pittura,pintura
570,Kleidung::N,vestiti,arropa
571,Kleidung::N,vestiti,jantziak
572,Kleidung::N,vestiario,arropa
573,Kleidung::N,vestiario,jantziak
574,Hemd::N,camicia,atorra
575,Hemd::N,camicia,alkandora
576,Kragen::N,bàvero,idun
577,Kragen::N,colletto,idun
578,Ärmel::N,mànica,mahuka
579,Hose::N,calzoni,prakak
580,Hose::N,calzoni,galtzak
581,Gürtel::N,cintura,gerriko
582,Mütze::N,berretto,txano
583,Mütze::N,berretto,txapel
584,Schuh::N,scarpa,oski
585,Schuh::N,scarpa,oinetako
586,Stiefel::N,stivale,bota
587,Ring::N,anello,uztai
588,Band::N,nastro,zinta
589,Band::N,nastro,xingola
590,Band::N,fettuccia,zinta
591,Band::N,fettuccia,xingola
592,Kamm::N,pèttine,orrazi
593,Spiegel::N,specchio,mirail
594,Riemen::N,cinghia,uhal
595,Schnur::N,corda,lokailu
596,Leine::N,guinzaglio,lotura
597,Decke::N,coperta,burusi
598,Kissen::N,cuscino,kuxin
599,Kissen::N,guanciale,kuxin
600,Tuch::N,fazzoletto,zapi
601,Tuch::N,fazzoletto,oihal
602,Handtuch::N,asciugamano,eskuzapi
603,Handtuch::N,asciugamano,eskuoihal
604,Kraft::N,forza,indar
605,Stärke::N,forza,indar
606,Stärke::N,vigore,indar
607,Stärke::N,fortezza,indar
608,Gesundheit::N,salute,osasun
609,Krankheit::N,malattìa,eritasun
610,Krankheit::N,malattìa,gaixotasun
611,Schmerz::N,dolore,min
612,Wunde::N,piaga,zauri
613,Wunde::N,ferita,zauri
614,Fieber::N,febbre,sukar
615,Arznei::N,fàrmaco,osagai
616,Arznei::N,fàrmaco,sendagai
617,Arznei::N,medicina,osagai
618,Arznei::N,medicina,sendagai
619,Brücke::N,ponte,zubi
620,Brunnen::N,pozzo,putzu
621,Weide::N,pàscolo,alha
622,Weide::N,pàscolo,bazkaleku
623,Pfad::N,sentiero,zidor
624,Pfad::N,sentiero,bidexka
625,Weg::N,via,bide
626,Weg::N,cammino,bide
627,Straße::N,strada,errepide
628,Dorf::N,paese,herri
629,Dorf::N,villaggio,herri
630,Stadt::N,città,hiri
631,Brief::N,lèttera,gutun
632,Brief::N,lèttera,eskutitz
633,Buch::N,libro,liburu
634,Buchstabe::N,lèttera,hizki
635,Zeitung::N,giornale,egunkari
636,Leben::N,vita,bizi
637,Leben::N,vita,bizitza
638,Tod::N,morte,herio
639,Tod::N,morte,heriotza
640,Grab::N,tomba,hobi
641,Grab::N,tomba,hilobi
642,Grab::N,sepolcro,hobi
643,Grab::N,sepolcro,hilobi
644,Kirche::N,chiesa,eliza
645,Sünde::N,peccato,hoben
646,Sünde::N,peccato,bekatu
647,Gott::N,dio,jainko
648,Arbeiter::N,operaio,langile
649,Arbeiter::N,operaio,behargin
650,Arbeiter::N,lavoratore,langile
651,Arbeiter::N,lavoratore,behargin
652,Chef::N,capo,nagusi
653,Chef::N,padrone,nagusi
654,Meister::N,mastro,maisu
655,Meister::N,maestro,maisu
656,Arzt::N,mèdico,osagile
657,Arzt::N,mèdico,sendagile
658,Arzt::N,dottore,osagile
659,Arzt::N,dottore,sendagile
660,Lehrer::N,professore,irakasle
661,Geld::N,soldi,diru
662,Geld::N,denaro,diru
663,Geschäft::N,affare,negozio
664,Geschäft::N,negozio,negozio
665,Laden::N,negozio,denda
666,Laden::N,negozio,saltegi
667,Preis::N,prezzo,prezio
668,Preis::N,prezzo,salneurri
669,Ware::N,merce,salgai
670,Nutzen::N,ùtile,onura
671,Nutzen::N,ùtile,probetxu
672,Nutzen::N,profitto,onura
673,Nutzen::N,profitto,probetxu
674,Reichtum::N,ricchezza,aberastasun
675,Welt::N,mondo,ludi
676,Welt::N,mondo,mundu
677,Land::N,paese,herrialde
678,Staat::N,Stato,estatu
679,König::N,re,errege
680,Macht::N,potere,botere
681,Grenze::N,confine,muga
682,Grenze::N,frontiera,muga
683,Krieg::N,guerra,guda
684,Feind::N,nemico,etsai
685,Feind::N,nemico,arerio
686,Gewalt::N,violenza,bortxa
687,Gewalt::N,violenza,bortizkeria
688,Kampf::N,lotta,gudu
689,Kampf::N,lotta,auska
690,Bogen[Waffe]::N,arco,arku
691,Pfeil::N,freccia,gezi
692,Gewehr::N,fucile,fusil
693,Fehler::N,errore,huts
694,Fehler::N,errore,hutsegin
695,Fehler::N,sbaglio,huts
696,Fehler::N,sbaglio,hutsegin
697,Lüge::N,bugìa,gezur
698,Lüge::N,menzogna,gezur
699,Schaden::N,danno,kalte
700,Unglück::N,sfortuna,zoritxar
701,Unglück::N,sfortuna,zorigaitz
702,Schuld::N,colpa,erru
703,Alter::N,età,adin
704,Schluss::N,fine,bukaera
705,Zeit::N,tempo,aldi
706,Zeit::N,tempo,denbora
707,Tag::N,giorno,egun
708,Tag::N,giornata,egun
709,Morgen::N,mattina,goiz
710,Mittag::N,mezzogiorno,eguerdi
711,Abend::N,sera,arrats
712,Abend::N,serata,arrats
713,Nacht::N,notte,gau
714,Woche::N,settimana,aste
715,Monat::N,mese,hil
716,Jahr::N,anno,urte
717,Frühling::N,primavera,udalehen
718,Sommer::N,estate,uda
719,Herbst::N,autunno,udazken
720,Herbst::N,autunno,neguantz
721,Winter::N,inverno,negu
722,Januar::N,gennaio,urtarril
723,Februar::N,febbraio,otsail
724,März::N,marzo,martxo
725,April::N,aprile,apiril
726,Mai::N,maggio,maiatz
727,Juni::N,giugno,ekain
728,Juli::N,luglio,uztail
729,August::N,agosto,abuztu
730,September::N,settembre,irail
731,Oktober::N,ottobre,urri
732,November::N,novembre,azaro
733,Dezember::N,dicembre,abendu
734,Montag::N,lunedì,astelehen
735,Dienstag::N,martedì,astearte
736,Mittwoch::N,mercoledì,asteazken
737,Donnerstag::N,giovedì,ostegun
738,Freitag::N,venerdì,ostiral
739,Samstag::N,sàbato,larunbat
740,Sonntag::N,domenica,igande
741,groß::A,grande,handi
742,klein::A,pìccolo,txiki
743,lang::A,lungo,luze
744,kurz::A,corto,labur
745,breit::A,largo,zabal
746,schmal::A,stretto,mehar
747,dicht::A,denso,sarri
748,dicht::A,denso,trinko
749,dick[Gegenstand]::A,spesso,lodi
750,dünn::A,sottile,mehe
751,fein::A,fine,fin
752,fein::A,delicato,fin
753,fest::A,sodo,tinko
754,fest::A,fisso,tinko
755,flach::A,piano,lau
756,flach::A,piano,ordoki
757,flach::A,piatto,lau
758,flach::A,piatto,ordoki
759,glatt::A,liscio,leun
760,hart::A,duro,gogor
761,weich::A,molle,bigun
762,weich::A,molle,beratz
763,rund::A,rotondo,biribil
764,spitz::A,aguzzo,puntadun
765,spitz::A,appuntito,puntadun
766,scharf::A,affilato,zorrotz
767,scharf::A,tagliente,zorrotz
768,stumpf::A,smussato,kamuts
769,schwer::A,pesante,astun
770,schwer::A,pesante,pisutsu
771,schön::A,bello,eder
772,heiß::A,caldo,bero
773,heiß::A,caldo,oso bero
774,heiß::A,bollente,bero
775,heiß::A,bollente,oso bero
776,warm::A,caldo,bero
777,kalt::A,freddo,hotz
778,kühl::A,fresco,hotzil
779,frisch::A,fresco,fresko
780,frisch::A,fresco,hozkirri
781,feucht::A,ùmido,heze
782,nass::A,bagnato,busti
783,trocken::A,secco,siku
784,trocken::A,secco,lehor
785,voll::A,pieno,bete
786,leer::A,vuoto,huts
787,offen::A,aperto,ireki
788,geschlossen::A,chiuso,itxita
789,sauber::A,netto,xahu
790,sauber::A,netto,garbi
791,sauber::A,pulito,xahu
792,sauber::A,pulito,garbi
793,schmutzig::A,sporco,lohi
794,schmutzig::A,sporco,zikin
795,schmutzig::A,sùdicio,lohi
796,schmutzig::A,sùdicio,zikin
797,roh::A,crudo,gordin
798,reif::A,maturo,umo
799,reif::A,maturo,heldu
800,lecker::A,ghiotto,goxo
801,lecker::A,squisito,goxo
802,süß::A,dolce,goxo
803,bitter::A,amaro,karmin
804,bitter::A,amaro,garratz
805,sauer::A,aspro,mingots
806,sauer::A,acerbo,mingots
807,hell::A,chiaro,argi
808,dunkel::A,buio,ilun
809,dunkel::A,oscuro,ilun
810,schwarz::A,nero,beltz
811,weiß::A,bianco,zuri
812,rot::A,rosso,gorri
813,gelb::A,giallo,hori
814,blau::A,blu,urdin
815,blau::A,azzurro,urdin
816,grün::A,verde,berde
817,grün::A,verde,musker
818,grau::A,grigio,urdin
819,grau::A,grigio,urdinabar
820,bunt::A,variopinto,koloretsu
821,billig::A,a buon prezzo,merke
822,billig::A,a buon mercato,merke
823,teuer::A,caro,garesti
824,wertvoll::A,prezioso,baliotsu
