,Concept_ID,vep,ca
270,Gedächtnis::N,mušt,memòria
271,Verstand::N,mel',raó
272,Verstand::N,mel',seny
273,Sinn::N,jüvä,solta
274,Sinn::N,jüvä,sentit
275,Grund::N,sü,raó
276,Grund::N,sü,causa
277,Wahrheit::N,tozi,veritāt
278,Gespräch::N,lodu,conversa
279,Gespräch::N,pagin,conversa
280,Märchen::N,sarn,conte
281,Erzählung::N,sanutez,narració
282,Nachricht::N,tedotuz,missatge
283,Neuigkeit::N,uzištuz,novetat
284,Name::N,nimi,nom
285,Rätsel::N,ozoitez,endevinalla
286,Rede::N,pagin,discurs
287,Rede::N,sanad,discurs
288,Sprache::N,kel',llēngua
289,Stimme::N,än',veu
290,Wort::N,sana,mot
291,Wort::N,sana,paraula
292,Zeichen::N,znam,signe
293,Zeichen::N,znam,senyal
294,Ruf::N,kida,crida
295,Ruf::N,kucund,crida
296,Lärm::N,judu,sorōll
297,Laut::N,kulund,so
298,Ton::N,kulund,to
299,Lied::N,pajo,cançó
300,Ruhe::N,lebu,calma
301,Ruhe::N,lebu,silenci
302,Leute::N,rahvaz,gent
303,Volk::N,rahvaz,poble
304,Arbeit::N,tö,labor
305,Arbeit::N,tö,treball
306,Arbeit::N,rad,labor
307,Arbeit::N,rad,treball
308,Gast::N,adiv,hoste
309,Geschenk::N,lahj,regal
310,Geschenk::N,lahj,obsequi
311,Spiel::N,vänd,joc
312,Gesellschaft::N,sebr,companyia
313,Hilfe::N,abu,ajut
314,Freund::N,sebranik,amīc
315,Kamerad::N,sebranik,company
316,Kamerad::N,sebranik,camarada
317,Angelegenheit::N,azj,afer
318,Angelegenheit::N,azj,assumpte
319,Anzahl::N,lugu,nombre
320,Anzahl::N,lugu,quantitat
321,Art::N,rod,tipus
322,Art::N,rod,classe
323,Art::N,rodsugu,tipus
324,Art::N,rodsugu,classe
325,Stück::N,pala,peça
326,Stück::N,supal,peça
327,Teil::N,pala,part
328,Hälfte::N,pol',meitat
329,Kreis::N,ümbruz,cercle
330,Kreis::N,kehkruz,cercle
331,Kreuz::N,rist,creu
332,Linie::N,pird,línia
333,Strich::N,pird,traç
334,Strich::N,pird,ratlla
335,Abstand::N,keskust,distància
336,Entfernung::N,matk,distància
337,Gegend::N,taho,regió
338,Gegend::N,taho,contrada
339,Platz::N,avaruz',cabuda
340,Ort::N,koht,lloc
341,Seite::N,pol',banda
342,Seite::N,pol',costāt
343,Seite::N,kül'g,banda
344,Seite::N,kül'g,costāt
345,Mitte::N,kesk,mig
346,Mitte::N,kesk,centre
347,Gegenstand::N,kalu,objecte
348,Sache::N,azj,cosa
349,Rand::N,röun,vora
350,Rand::N,röun,marge
351,Kante::N,röun,caire
352,Kante::N,röun,cantell
353,Ecke::N,saum,cantonada
354,Spitze::N,agjaine,punta
355,Ende::N,agj,cap
356,Loch::N,reig,forāt
357,Winkel::N,čoga,racó
358,Winkel::N,saum,racó
359,Muster::N,kirjam,dibuix
360,Muster::N,kirjam,disseny
361,Größe::N,suruz',grandària
362,Länge::N,piduz,longitud
363,Höhe::N,korktuz',altura
364,Höhe::N,korktuz',altitud
365,Gewicht::N,jügu,pes
366,Gewicht::N,vedäduz,pes
367,Menge::N,äjüz',quantitat
368,Haufen::N,kogo,pila
369,Reihe::N,rivi,fila
370,Boot::N,veneh,bot
371,Boot::N,veneh,barca
372,Ruder::N,air,rem
373,Schlitten::N,regi,trineu
374,Schlitten::N,regut,trineu
375,Ski::N,suks',esquí
376,Lagerfeuer::N,nodj,foc de campament
377,Lagerfeuer::N,pažag,foc de campament
378,Last::N,jüguz,càrrega
379,Gang::N,astund,marxa
380,Schritt::N,hašk,pas
381,Norden::N,pohjoine,nord
382,Süden::N,suvi,sud
383,Westen::N,päivlaskm,oest
384,Westen::N,päivlaskm,occident
385,Osten::N,päivnouzm,est
386,Osten::N,päivnouzm,orient
387,Holz::N,pu,fusta
388,Brett::N,laud,taula
389,Platte::N,keitim,placa
390,Stütze::N,tugi,suport
391,Stange::N,arz',vara
392,Stock::N,kalu,pal
393,Stab::N,seibaz,bastó
394,Rohr::N,torv,tub
395,Haus::N,pert',casa
396,Heim::N,kodi,llar
397,Ofen::N,päč,estufa
398,Fußboden::N,lava,terra
399,Tisch::N,laud,taula
400,Tisch::N,stal'c,taula
401,Stuhl::N,ištim,cadira
402,Wiege::N,kätte,bressol
403,Bett::N,sija,llit
404,Bett::N,magaduzsija,llit
405,Regal::N,palič,prestatgeria
406,Kiste::N,mülütim,caixa
407,Fenster::N,ikun,finestra
408,Tür::N,uks',porta
409,Tor::N,verai,portal
410,Zaun::N,aid,tanca
411,Dach::N,katuz,teulada
412,Leiter::N,pordhad,escala
413,Leiter::N,pordhad,escala de mà
414,Besen::N,lud,escombra
415,Besen::N,vast,escombra
416,Spaten::N,labid,pala
417,Schaufel::N,labid,pala
418,Gabel::N,hangoine,forquilla
419,Löffel::N,luzik,cullera
420,Messer::N,veič,coltell
421,Nagel::N,nagl,clau
422,Netz::N,verk,filat
423,Haken::N,kouk,ganxo
424,Griff::N,kägä,puny
425,Griff::N,kägä,mànec
426,Griff::N,varz',puny
427,Griff::N,varz',mànec
428,Schloss::N,lukkol,pany
429,Bild::N,kuva,imatge
430,Figur::N,figur,figura
431,Puppe::N,tätüine,nina
432,Beutel::N,havad,bossa
433,Bündel::N,toppaz,feix
434,Bündel::N,toppaz,paquet
435,Bündel::N,käč,feix
436,Bündel::N,käč,paquet
437,Tasche::N,sumk,bossa
438,Eimer::N,vädr,galleda
439,Deckel::N,katuz,tapa
440,Deckel::N,katuz,tapadora
441,Geschirr::N,astii,vaixella
442,Sack::N,havad,sac
443,Sack::N,havad,saca
444,Tasse::N,čašk,tassa
445,Topf::N,pada,pot
446,Topf::N,pada,olla
447,Kessel::N,katil,caldera
448,Essen::N,sönd,àpat
449,Essen::N,sönd,menjada
450,Nahrung::N,söm,aliment
451,Speise::N,sömine,plat
452,Fleisch::N,liha,carn
453,Getreide::N,vill',cereals
454,Brei::N,pudr,puré
455,Brot::N,leib,pa
456,Scheibe::N,bibaleh,tall
457,Scheibe::N,bibaleh,llesca
458,Scheibe::N,šlik,tall
459,Scheibe::N,šlik,llesca
460,Fett::N,razv,greix
461,Butter::N,voi,mantega
462,Öl::N,voi,oli
463,Salz::N,sol,sal
464,Suppe::N,lem',sopa
465,Suppe::N,keitoz,sopa
466,Honig::N,mezi,mel
467,Milch::N,maid,llet
468,Tee::N,čai,te
469,Leder::N,nahk,cuir
470,Wolle::N,vill,llana
471,Stoff::N,kangaz,tela
472,Nadel::N,negl,agulla
473,Faden::N,nit',fil
474,Knopf::N,nübl',botó
475,Knoten::N,sol'm,nus
476,Farbe::N,muju,pintura
477,Kleidung::N,sobad,roba
478,Kleidung::N,sobad,vestits
479,Hemd::N,paid,camisa
480,Kragen::N,kagluz,coll
481,Ärmel::N,hijam,màniga
482,Hose::N,štanad,pantalōns
483,Gürtel::N,vö,cinturó
484,Mütze::N,šapuk,gorra
485,Schuh::N,keng',sabata
486,Stiefel::N,sapug,bota
487,Ring::N,rengaz,anell
488,Band::N,lentaine,veta
489,Band::N,lentaine,cinta
490,Kamm::N,suga,pinta
491,Spiegel::N,zerkol,mirāll
492,Riemen::N,vö,corretja
493,Schnur::N,nor,corda
494,Leine::N,talutimnor,corretja
495,Decke::N,sijakatuz,manta
496,Decke::N,sijakatuz,flassada
497,Kissen::N,pöluz,coixí
498,Tuch::N,paik,mocador
499,Handtuch::N,käzipaik,tovallola
500,Kraft::N,vägi,força
501,Stärke::N,vahvuz',vigor
502,Gesundheit::N,tervhuz,salut
503,Krankheit::N,läžund,malaltia
504,Schmerz::N,kibu,dolor
505,Wunde::N,čapatez,ferida
506,Fieber::N,säru,febre
507,Arznei::N,zel'l',medicament
508,Brücke::N,sild,pont
509,Brunnen::N,kaiv,pou
510,Weide::N,omaluine,pastura
511,Pfad::N,tehut,senda
512,Pfad::N,tehut,sender
513,Weg::N,te,camí
514,Straße::N,te,carretera
515,Dorf::N,külä,poble
516,Stadt::N,lidn,ciutāt
517,Brief::N,kirjeine,carta
518,Buch::N,kirj,llibre
519,Buchstabe::N,kirjam,lletra
520,Zeitung::N,lehtez,diāri
521,Leben::N,elo,vida
522,Tod::N,surm,mort
523,Grab::N,kaum,tomba
524,Kirche::N,jumalanpert',església
525,Sünde::N,grähk,pecat
526,Gott::N,jumal,déu
527,Arbeiter::N,radnik,obrer
528,Chef::N,pämez',cap
529,Meister::N,mastar,mestre
530,Arzt::N,lekar',metge
531,Lehrer::N,opendai,mestre
532,Geld::N,rahad,dinērs
533,Geschäft::N,biznes,negoci
534,Laden::N,lauk,tenda
535,Laden::N,lauk,botiga
536,Preis::N,arv,preu
537,Ware::N,tavar,mercaderia
538,Nutzen::N,liža,profit
539,Reichtum::N,kodielo,riquesa
540,Reichtum::N,kal'huz',riquesa
541,Welt::N,mail'm,món
542,Land::N,ma,país
543,Staat::N,valdkund,estat
544,König::N,kunigaz,rei
545,Macht::N,vald,poder
546,Macht::N,vald,potència
547,Grenze::N,röun,frontera
548,Krieg::N,soda,guerra
549,Feind::N,vihanik,enemic
550,Feind::N,vastustai,enemic
551,Gewalt::N,vägivald,violència
552,Kampf::N,tora,lluita
553,Bogen[Waffe]::N,taug,arc
554,Pfeil::N,nol,fletxa
555,Gewehr::N,oružj,fusell
556,Gewehr::N,oružj,escopeta
557,Fehler::N,viga,falta
558,Lüge::N,kelastuz,mentida
559,Schaden::N,pahuz',dany
560,Unglück::N,bed,desgràcia
561,Unglück::N,gor'a,desgràcia
562,Schuld::N,värhuz',culpa
563,Alter::N,igä,edat
564,Schluss::N,lop,fi
565,Schluss::N,lop,final
566,Zeit::N,aig,temps
567,Tag::N,päiv,dia
568,Morgen::N,homendez,matí
569,Mittag::N,keskpäiv,migdia
570,Abend::N,eht,vespre
571,Nacht::N,ö,nit
572,Woche::N,nedal',setmana
573,Monat::N,ku,mes
574,Jahr::N,voz',any
575,Frühling::N,keväz',primavera
576,Sommer::N,keza,estīu
577,Herbst::N,sügüz',tardor
578,Winter::N,tal'v,hivērn
579,Januar::N,viluku,gener
580,Februar::N,uhoku,febrer
581,März::N,keväz'ku,març
582,April::N,sulaku,abril
583,Mai::N,semendku,maig
584,Juni::N,kezaku,juny
585,Juli::N,heinku,juliol
586,August::N,eloku,agost
587,September::N,sügüz'ku,setembre
588,Oktober::N,reduku,octubre
589,November::N,kül'mku,novembre
590,Dezember::N,tal'vku,desembre
591,Montag::N,ezmärg,dilluns
592,Dienstag::N,tožnarg,dimarts
593,Mittwoch::N,koumanz'päiv,dimecres
594,Donnerstag::N,nellänz'päiv,dijous
595,Freitag::N,pätnič,divendres
596,Freitag::N,videnz'päiv,divendres
597,Samstag::N,sobat,dissabte
598,Sonntag::N,pühäpäiv,diumenge
599,groß::A,sur',gros
600,groß::A,järed,gros
601,klein::A,pen',petīt
602,klein::A,pičuine,petīt
603,lang::A,pit'k,llarg
604,kurz::A,lühüd,curt
605,breit::A,leved,ample
606,schmal::A,kaid,estret
607,dicht::A,tihed,dens
608,dick[Gegenstand]::A,paks,gruixūt
609,dünn::A,hoik,prim
610,fein::A,hen,fi
611,fest::A,luja,ferm
612,fest::A,luja,sòlid
613,fest::A,ninev,ferm
614,fest::A,ninev,sòlid
615,flach::A,lapak,pla
616,glatt::A,siled,llis
617,hart::A,kova,dur
618,weich::A,pehmed,tou
619,rund::A,kehker,rodó
620,spitz::A,nügu,punxegut
621,spitz::A,terav,punxegut
622,scharf::A,terav,agut
623,stumpf::A,tül'c,rom
624,stumpf::A,tül'c,esmussat
625,schwer::A,jüged,pesāt
626,schön::A,čoma,bonīc
627,heiß::A,räk,calēnt
628,warm::A,läm',càlid
629,kalt::A,vilu,fred
630,kühl::A,raibak,fresc
631,kühl::A,viluhk,fresc
632,frisch::A,lahed,fresc
633,feucht::A,neps,humit
634,feucht::A,toreh,humit
635,nass::A,märg,mullat
636,trocken::A,kuiv,sec
637,voll::A,täuz',ple
638,leer::A,joudai,buit
639,offen::A,avoin,obert
640,offen::A,avol'jaine,obert
641,geschlossen::A,saubaline,tancat
642,sauber::A,puhtaz,net
643,schmutzig::A,redukaz,brut
644,roh::A,rohk,cru
645,roh::A,toreh,cru
646,reif::A,küps,madur
647,lecker::A,magukaz,deliciós
648,süß::A,maged,dolç
649,bitter::A,karged,amarg
650,sauer::A,muiged,agre
651,hell::A,kirkas,clar
652,hell::A,valgei,clar
653,dunkel::A,pimed,fosc
654,schwarz::A,must,negre
655,weiß::A,vauged,blanc
656,rot::A,rusked,vermēll
657,gelb::A,pakuine,groc
658,blau::A,sinine,blau
659,grün::A,vihand,verd
660,grau::A,hahk,gris
661,bunt::A,kirjav,multicolor
662,billig::A,odav,barat
663,teuer::A,kalliž,car
664,wertvoll::A,arvokas,preciós
665,blind::A,soged,cec
666,taub::A,kurdiž,sord
667,kräftig::A,vägev,fort
668,kräftig::A,vägev,vigorós
669,stark::A,vahv,fort
670,stark::A,vägekaz,fort
671,schwach::A,väll',feble
672,fett::A,razvakaz,gras
673,schlank::A,kapos,esvelt
674,hübsch::A,čoma,maco
675,böse::A,äred,dolent
676,böse::A,käred,dolent
677,dumm::A,el'getoi,ximple
678,dumm::A,el'getoi,estúpid
679,faul::A,lašk,gandūl
680,faul::A,lašk,mandrós
681,fleißig::A,radonnavedii,diligēnt
682,geizig::A,ažlak,avar
683,klug::A,melev,intel·ligent
684,klug::A,melekaz,intel·ligent
685,geschickt::A,mahtokaz,hàbil
686,lieb::A,izo,amat
687,lieb::A,izo,estimat
688,lieb::A,sula,amat
689,lieb::A,sula,estimat
690,lustig::A,ilokaz,alegre
691,sanft::A,laskav,suau
692,hungrig::A,näl'ghine,afamat
693,krank::A,läžui,malālt
694,nackt::A,alastoi,nu
695,traurig::A,opalahine,trist
696,lebendig::A,eläb,viu
697,gut::A,hüvä,bo
698,schlecht::A,huba,dolēnt
699,richtig::A,oiged,just
700,richtig::A,oiged,correcte
701,schlimm::A,paha,greu
702,wahr::A,todesine,vertader
703,wahr::A,todesine,veritable
704,alt::A,vanh,vell
705,neu::A,uz',nou
706,ehemalig::A,edeline,antic
707,alt[Lebewesen]::A,ravaz,vell
708,jung::A,nor',jove
709,arm::A,gol'l',pobre
710,reich::A,elokaz,ric
711,bekannt::A,tutab,conegut
712,berühmt::A,tetab,famós
713,fremd::A,veraz,estrany
714,verschieden::A,erazvuitte,diferent
715,nah::A,läheline,pròxim
716,fern::A,edahaine,llunyà
717,fern::A,edahaine,distant
718,linker::A,hura,esquerre
719,rechter::A,oiged,dret
720,anderer::A,toine,altre
721,erster::A,ezmäine,primer
722,zweiter::A,toine,segon
723,dritter::A,koumanz',tercer
724,letzter::A,jäl'gmäine,últim
725,allein::ADV,üksnäze,sol
726,auf einmal::ADV,ühten aigan,d'una vegada
727,zusammen::ADV,ühtes,junt
728,lange::ADV,hätken,molt de temps
729,plötzlich::ADV,äkkid,de cop
730,plötzlich::ADV,äkkid,de sobte
731,sofort::ADV,kerdalaz,de seguida
732,später::ADV,möhemba,més tard
733,jetzt::ADV,nügüd',ara
734,heute::ADV,tämbei,avūi
735,morgen::ADV,homen,demà
736,bald::ADV,pigai,aviāt
737,dann::ADV,sid',després
738,gestern::ADV,eglai,ahir
739,einst::ADV,ende,anteriorment
740,einst::ADV,kerdan,anteriorment
741,damals::ADV,siloi,llavōrs
742,damals::ADV,siloi,aleshores
743,danach::ADV,sid',després
744,vorher::ADV,ende,abāns
745,zuerst::ADV,ezmäi,primer
746,einmal::ADV,kerdan,una vegada
747,manchmal::ADV,erašti,de vegades
748,oft::ADV,paksus,sovint
749,immer::ADV,kaiken,sempre
750,niemals::ADV,ei nikonz,no ... mai
751,hier::ADV,täs,aquí
752,hier::ADV,tägä,aquí
753,hierhin::ADV,tänna,per aquí
754,von hier::ADV,täspäi,des d'aquí
755,von hier::ADV,sid'päi,des d'aquí
756,dort::ADV,sigä,allí
757,dorthin::ADV,sinna,hi
758,dorthin::ADV,nakkale,hi
759,geradeaus::ADV,kohtha,tot dret
760,vorwärts::ADV,edehe,endavānt
761,rückwärts::ADV,sel'gin,endarrera
762,zurück::ADV,tagaze,darrere
763,unten::ADV,alahan,a baix
764,hinab::ADV,alaz,cap avall
765,hinab::ADV,alahaks,cap avall
766,oben::ADV,ülähän,dalt
767,hinauf::ADV,ülez,cap amunt
768,hinauf::ADV,ülähäks,cap amunt
769,überall::ADV,kaikjal,pertot
770,überall::ADV,kaikjal,per tot arreu
771,nicht::ADV,ei,no
772,ein wenig::ADV,vähän,una mica
773,kaum::ADV,habi,a penes
774,sehr::ADV,lujas,molt
775,so::ADV,muga,així
776,so::ADV,ninga,així
777,noch::ADV,völ,encara
778,nur::ADV,järg,només
779,nur::ADV,vaiše,només
780,schon::ADV,jo,ja
781,wieder::ADV,möst,de nou
782,vergebens::ADV,uhtei,en va
783,vor::PRP,edes,davānt
784,vor::PRP,edes,enfront de
785,hinter::PRP,taga,darrera
786,unter::PRP,al,sota
787,durch::PRP,läbi,per
788,durch::PRP,kal't,per
789,neben::PRP,rindal,al costāt de
790,zwischen::PRP,keskes,entre
791,wegen::PRP,tagut,a causa de
792,dies::PRN,nece,aquest
793,das::PRN,se,això
794,alles::PRN,kaik,tot
795,ich::PRN,minä,jo
796,du::PRN,sinä,tu
797,er::PRN,hän,ell
798,wir::PRN,mö,nosaltres
799,ihr::PRN,tö,vosaltres
800,sie::PRN,hö,ells
801,sie::PRN,hö,elles
802,was::FPRN,mi,què
803,wer::FPRN,ken,qui
804,wo::FADV,kus,on
805,wohin::FADV,kuna,cap a on
806,wie::FADV,kut,com
807,wie::FADV,mit',com
808,warum::FADV,mikš,per què
809,wieviel::FNUM,äjak,quant
810,wieviel::FNUM,kuverz',quant
811,eins::NUM,üks',u
812,zwei::NUM,kaks',dos
813,drei::NUM,koume,tres
814,vier::NUM,nel'l',quatre
815,fünf::NUM,viž,cinc
816,sechs::NUM,kuz',sis
817,sieben::NUM,seičeme,set
818,acht::NUM,kahesa,vuit
819,neun::NUM,ühesa,nou
820,zehn::NUM,kümne,deu
821,elf::NUM,üks'toštkümne,onze
822,zwölf::NUM,kaks'toštkümne,dotze
823,zwanzig::NUM,kaks'kümne,vint
824,dreißig::NUM,koumekümne,trenta
825,vierzig::NUM,nel'l'kümne,quaranta
826,fünfzig::NUM,vižkümne,cinquanta
827,sechzig::NUM,kuz'kümne,seixanta
828,siebzig::NUM,seičemekümne,setanta
829,achtzig::NUM,kahesakümne,vuitanta
830,neunzig::NUM,ühesakümne,noranta
831,hundert::NUM,sada,cent
832,tausend::NUM,tuha,mil
833,und::CNJ,i,i
834,und::CNJ,da,i
835,oder::CNJ,vai,o
836,stehen::V,seišta,estar de peu
837,sitzen::V,ištta,seure
838,liegen::V,venuda,jeure
839,hängen::V,ripta,penjar
840,werden::V,lindä,fer-se
841,werden::V,lindä,posar-se
842,werden::V,tehtas,fer-se
843,werden::V,tehtas,posar-se
844,passieren::V,ozaitas,succeir
