,Concept_ID,lt,udm
81,Funke::N,kibirkštis,гизьы
82,Feuer::N,ugnis,тыл
83,Licht::N,šviesa,тыл
84,Schatten::N,paūksmė,вужер
85,Wetter::N,oras,куазь
86,Nebel::N,migla,бус
87,Nebel::N,rūkas,бус
88,Wolke::N,debesis,пилем
89,Regen::N,lietus,зор
90,Schnee::N,sniegas,лымы
91,Eis::N,ledas,йӧ
92,Frost::N,šalna,кезьыт
93,Kälte::N,šaltis,кезьыт
94,Hitze::N,karštis,пӧсь
95,Raureif::N,šerkšnas,гӧр
96,Regenbogen::N,vaivorykštė,вуюись
97,Donner::N,perkūnas,гудыри
98,Donner::N,griaustinis,гудыри
99,Strömung::N,tėkmė,бызён
100,Tropfen::N,lašas,шапык
101,Schaum::N,putos,шукы
102,Schmutz::N,purvas,нӧд
103,Schmutz::N,purvas,дэри
104,See::N,ežeras,ты
105,Sumpf::N,klampynė,нюр
106,Sumpf::N,liūnas,нюр
107,Moor::N,pelkė,нюр
108,Wiese::N,pieva,возь
109,Wiese::N,pieva,возьвыл
110,Wald::N,miškas,сик
111,Wald::N,miškas,нюлэс
112,Hügel::N,kalva,выр
113,Hügel::N,kalva,вырйыл
114,Anhöhe::N,kauburys,выр
115,Anhöhe::N,kauburys,вырйыл
116,Berg::N,kalnas,гурезь
117,Gipfel::N,viršūnė,йыл
118,Höhle::N,ola,гу
119,Abhang::N,šlaitas,бам
120,Abhang::N,nuokalnė,бам
121,Quelle::N,versmė,ошмес
122,Quelle::N,šaltinis,ошмес
123,Bach::N,upelis,пичи шур
124,Fluss::N,upė,шур
125,Ufer::N,krantas,ярдур
126,Küste::N,pajūris,вудур
127,Festland::N,sausuma,мувыр
128,Meer::N,jūra,зарезь
129,Bucht::N,įlanka,вукож
130,Bucht::N,užutekis,вукож
131,Insel::N,sala,вумуӵ
132,Insel::N,sala,шормуӵ
133,Blume::N,gėlė,сяська
134,Gras::N,žolė,турын
135,Wurzel::N,šaknis,выжы
136,Baum::N,medis,пу
137,Stamm::N,kamienas,модос
138,Rinde::N,žievė,сул
139,Ast::N,šaka,ул
140,Zweig::N,šakelė,вай
141,Blatt::N,lapas,куар
142,Birke::N,beržas,кызьпу
143,Kiefer[Baum]::N,pušis,пужым
144,Weide[Baum]::N,karklas,бадьпу
145,Tanne::N,eglė,кыз
146,Tanne::N,kėnis,кыз
147,Horn::N,ragas,сюр
148,Feder::N,plunksna,тылы
149,Fell::N,kailis,ку
150,Flügel::N,sparnas,бурд
151,Klaue::N,kanopa,гижы
152,Kralle::N,nagas,пыд
153,Schwanz::N,uodega,быж
154,Ei::N,kiaušinis,пуз
155,Ei::N,kiaušinis,кукей
156,Nest::N,gūžta,кар
157,Nest::N,gūžta,пузкар
158,Nest::N,lizdas,кар
159,Nest::N,lizdas,пузкар
160,Bau::N,ola,кар
161,Bau::N,ola,гу
162,Tier::N,gyvūnas,пӧйшур
163,Herde::N,banda,уллё
164,Herde::N,kaimenė,уллё
165,Kuh::N,karvė,скал
166,Bulle::N,bulius,ош
167,Bulle::N,bulius,пороз
168,Pferd::N,arklys,вал
169,Schaf::N,avis,ыж
170,Schwein::N,kiaulė,парсь
171,Hund::N,šuo,пуны
172,Katze::N,katė,коӵыш
173,Bär::N,lokys,гондыр
174,Eichhörnchen::N,voveraitė,коньы
175,Elch::N,briedis,койык
176,Fuchs::N,lapė,ӟичы
177,Hase::N,kiškas,кеч
178,Maus::N,pelė,шыр
179,Wolf::N,vilkas,кион
180,Vogel::N,paukštis,тылобурдо
181,Schwarm::N,spiečius,уллё
182,Huhn::N,višta,курег
183,Hahn::N,gaidys,атас
184,Gans::N,žąsis,ӟазег
185,Adler::N,erelis,ӧрзи
186,Ente::N,antis,ӵӧж
187,Eule::N,pelėda,кучыран
188,Kranich::N,gervė,тури
189,Krähe::N,varna,куака
190,Kuckuck::N,gegužė,кикы
191,Schwan::N,gulbė,юсь
192,Fisch::N,žuvis,чорыг
193,Barsch::N,ešerys,юш
194,Hecht::N,lydeka,чипей
195,Schlange[Tier]::N,gyvatė,кый
196,Wurm::N,kirmėlė,нумыр
197,Spinne::N,voras,чонари
198,Ameise::N,skruzdė,кузьыли
199,Laus::N,utėlė,тэй
200,Mücke::N,uodas,нымы
201,Mücke::N,uodas,чибинь
202,Fliege::N,musė,кут
203,Schmetterling::N,drugys,бубыли
204,Schmetterling::N,peteliškė,бубыли
205,Beere::N,uoga,узы-боры
206,Apfel::N,obuolys,яблок
207,Pilz::N,grybas,губи
208,Zwiebel::N,svogūnas,сугон
209,Saat::N,sėkla,кидыс
210,Korn::N,grūdai,тысь
211,Heu::N,šienas,турын
212,Schale::N,žievelė,кыд
213,Grube::N,duobė,гу
214,Grube::N,duobė,гоп
215,Falle::N,pinklės,налик
216,Falle::N,žabangai,налик
217,Schlinge::N,kilpa,гиӟ
218,Schlinge::N,kilpa,герд
219,Spur::N,vėžė,пытьы
220,Spur::N,vėžė,бервыл
221,Spur::N,pėdos,пытьы
222,Spur::N,pėdos,бервыл
223,Spur::N,pėdsakas,пытьы
224,Spur::N,pėdsakas,бервыл
225,Asche::N,pelenai,пень
226,Dreck::N,purvas,дэри
227,Eisen::N,geležis,корт
228,Gold::N,auksas,зарни
229,Silber::N,sidabras,азвесь
230,Kohle::N,anglis,эгыр
231,Glas::N,stiklas,стекло
232,Glas::N,stiklas,пияла
233,Lehm::N,molis,сюй
234,Sand::N,smėlis,луо
235,Mensch::N,žmogus,мурт
236,Mensch::N,žmogus,адями
237,Mann::N,vyras,воргорон
238,Mann::N,vyriškis,воргорон
239,Frau::N,moteris,кышномурт
240,Kind::N,vaikas,нуны
241,Kind::N,vaikas,пинал
242,Junge::N,vaikinas,пи
243,Junge::N,berniukas,пи
244,Mädchen::N,mergytė,ныл
245,Mädchen::N,mergaitė,ныл
246,Familie::N,šeima,семья
247,Großvater::N,senelis,песятай
248,Großvater::N,senelis,пересь атай
249,Großmutter::N,senelė,песянай
250,Großmutter::N,senelė,пересь анай
251,Eltern::N,tėvai,атай-анай
252,Eltern::N,tėvai,бубы-мумы
253,Vater::N,tėvas,айы
254,Vater::N,tėvas,атай
255,Mutter::N,motina,мумы
256,Sohn::N,sūnus,пи
257,Tochter::N,duktė,ныл
258,Bruder::N,brolis,агай
259,Schwester::N,sesuo,апа
260,Schwester::N,sesuo,сузэр
261,Onkel::N,dėdė,агай
262,Tante::N,teta,апа
263,Tante::N,teta,кенак
264,Ehemann::N,vyras,карт
265,Ehefrau::N,žmona,кышно
266,Freude::N,džiaugsmas,шумпотон
267,Gelächter::N,juokas,горем
268,Glück::N,laimė,шуд
269,Kummer::N,vargas,кайгу
270,Kummer::N,vargas,куректон
271,Kummer::N,rūpestis,кайгу
272,Kummer::N,rūpestis,куректон
273,Wunsch::N,troškimas,мылпотон
274,Wunsch::N,pageidavimas,мылпотон
275,Lust::N,noras,потон
276,Lust::N,geidulys,потон
277,Geist::N,dvasia,лул
278,Gedanke::N,mintis,малпан
279,Gedächtnis::N,atmintis,йырсазь
280,Gedächtnis::N,atmintis,тодэваён
281,Verstand::N,protas,йырвизь
282,Sinn::N,prasmė,смысл
283,Grund::N,priežastis,муг
284,Grund::N,priežastis,ньӧм
285,Wahrheit::N,tiesa,зэм
286,Wahrheit::N,tiesa,шонер
287,Wahrheit::N,teisybė,зэм
288,Wahrheit::N,teisybė,шонер
289,Gespräch::N,pokalbis,вераськон
290,Märchen::N,pasaka,выжыкыл
291,Erzählung::N,apsakymas,верос
292,Erzählung::N,pasakojimas,верос
293,Nachricht::N,žinia,ивор
294,Neuigkeit::N,naujiena,выльивор
295,Name::N,vardas,ним
296,Rätsel::N,mįslė,мадькыл
297,Rede::N,kalba,верам
298,Sprache::N,kalba,кыл
299,Stimme::N,balsas,куара
300,Wort::N,žodis,кыл
301,Zeichen::N,žymė,пус
302,Zeichen::N,žymė,тодмет
303,Zeichen::N,ženklas,пус
304,Zeichen::N,ženklas,тодмет
305,Ruf::N,šauksmas,ӧтён
306,Ruf::N,šauksmas,чортон
307,Lärm::N,triukšmas,ӵашетон
308,Laut::N,garsas,куара
309,Ton::N,tonas,куара
310,Ton::N,garsas,куара
311,Lied::N,daina,кырӟан
312,Lied::N,giesmė,кырӟан
313,Ruhe::N,ramybė,чалмыт улон
314,Ruhe::N,ramumas,чалмыт улон
315,Leute::N,žmonės,адямиос
316,Volk::N,tauta,калык
317,Arbeit::N,darbas,уж
318,Arbeit::N,triūsas,уж
319,Gast::N,svečias,куно
320,Geschenk::N,dovana,салам
321,Geschenk::N,dovana,кузьым
322,Spiel::N,žaismas,шудон
323,Spiel::N,žaidimas,шудон
324,Gesellschaft::N,draugija,калык
325,Gesellschaft::N,kompanija,калык
326,Hilfe::N,pagalba,юрттон
327,Freund::N,draugas,эш
328,Freund::N,draugas,юлтош
329,Freund::N,bičiulis,эш
330,Freund::N,bičiulis,юлтош
331,Kamerad::N,draugas,тодмо
332,Angelegenheit::N,dalykas,уж
333,Angelegenheit::N,reikalas,уж
334,Anzahl::N,kiekis,лыд
335,Anzahl::N,skaičius,лыд
336,Art::N,rūšis,тус
337,Stück::N,gabalas,юдэс
338,Teil::N,dalis,люкет
339,Hälfte::N,pusė,ӝыны
340,Kreis::N,ratas,котырес
341,Kreis::N,apskritis,котырес
342,Kreis::N,apskritimas,котырес
343,Kreuz::N,kryžius,крест
344,Linie::N,linija,гож
345,Strich::N,brėžis,гож
346,Strich::N,brūkšnys,гож
347,Abstand::N,atstumas,вис
348,Abstand::N,atstumas,кусып
349,Entfernung::N,atstumas,кусып
350,Gegend::N,vietovė,инты
351,Platz::N,vieta,инты
352,Ort::N,vieta,инты
353,Ort::N,vieta,места
354,Ort::N,vietovė,инты
355,Ort::N,vietovė,места
356,Seite::N,pusė,пал
357,Seite::N,šonas,пал
358,Mitte::N,vidurys,шор
359,Gegenstand::N,dalykas,арбери
360,Sache::N,daiktas,котыр
361,Rand::N,kraštas,дур
362,Rand::N,kraštas,шаер
363,Rand::N,pakraštys,дур
364,Rand::N,pakraštys,шаер
365,Kante::N,kraštas,дур
366,Ecke::N,kertė,сэрег
367,Ecke::N,kampas,сэрег
368,Spitze::N,priekis,йыл
369,Spitze::N,priešakys,йыл
370,Ende::N,galas,пум
371,Loch::N,skylė,пась
372,Winkel::N,kampas,сэрег
373,Winkel::N,kampelis,сэрег
374,Muster::N,raštas,пужы
375,Größe::N,dydis,быдӟала
376,Größe::N,didumas,быдӟала
377,Länge::N,ilgis,кузьдала
378,Länge::N,ilgumas,кузьдала
379,Höhe::N,aukštis,ӝуждала
380,Höhe::N,aukštuma,ӝуждала
381,Gewicht::N,svoris,сектала
382,Gewicht::N,svoris,секытлык
383,Gewicht::N,svarstis,сектала
384,Gewicht::N,svarstis,секытлык
385,Menge::N,kiekis,лыд
386,Menge::N,kiekis,лыдпус
387,Menge::N,daugybė,лыд
388,Menge::N,daugybė,лыдпус
389,Haufen::N,krūva,люк
390,Haufen::N,šūsnis,люк
391,Reihe::N,greta,чур
392,Boot::N,valtis,пыж
393,Boot::N,valtis,лодка
394,Boot::N,laivelis,пыж
395,Boot::N,laivelis,лодка
396,Ruder::N,irklas,полыс
397,Schlitten::N,rogės,додьы
398,Schlitten::N,rogutės,додьы
399,Ski::N,slidė,куас
400,Lagerfeuer::N,laužas,тылскем
401,Last::N,našta,секыт
402,Last::N,nešulys,секыт
403,Gang::N,eisena,ветлон
404,Schritt::N,žingsnis,вамыш
405,Norden::N,šiaurė,уйпал
406,Norden::N,žiemiai,уйпал
407,Süden::N,pietūs,лымшор
408,Westen::N,vakarai,шунды пуксён
409,Osten::N,rytai,шунды ӝужан
410,Holz::N,mediena,пу
411,Brett::N,lenta,пул
412,Platte::N,plokštė,плита
413,Stütze::N,atrama,пыкет
414,Stütze::N,atspara,пыкет
415,Stange::N,lazda,пуӵ
416,Stange::N,kartis,пуӵ
417,Stock::N,lazda,боды
418,Stab::N,kartis,пуӵ
419,Stab::N,kartis,боды
420,Rohr::N,vamzdis,труба
421,Haus::N,namas,юрт
422,Heim::N,namai,корка
423,Ofen::N,krosnis,гур
424,Fußboden::N,grindys,выж
425,Tisch::N,stalas,ӝӧк
426,Stuhl::N,kėdė,пукон
427,Wiege::N,lopšys,кӧкы
428,Wiege::N,lopšys,зыбка
429,Bett::N,lova,валес
430,Bett::N,patalai,валес
431,Regal::N,lentyna,ӝажы
432,Kiste::N,dėžė,ящик
433,Fenster::N,langas,укно
434,Fenster::N,langas,косяк
435,Tür::N,durys,ӧс
436,Tor::N,vartai,ӟезьы
437,Zaun::N,tvora,забор
438,Dach::N,stogas,липет
439,Leiter::N,kopėčios,падӟа
440,Besen::N,šluota,ӵужон
441,Besen::N,šluota,исьнер
442,Spaten::N,lopeta,лопатка
443,Spaten::N,kastuvas,лопатка
444,Schaufel::N,semtuvas,ютырон
445,Gabel::N,šakutė,тэчы
446,Gabel::N,šakutė,вилка
447,Löffel::N,šaukštas,пуньы
448,Messer::N,peilis,пурт
449,Nagel::N,vinis,кортӵог
450,Netz::N,tinklas,сеть
451,Haken::N,vagis,курик
452,Haken::N,kablys,курик
453,Griff::N,kotas,ныд
454,Griff::N,rankena,ныд
455,Schloss::N,spyna,тунгон
456,Schloss::N,užraktas,тунгон
457,Bild::N,paveikslas,суред
458,Figur::N,figūra,фигура
459,Puppe::N,lėlė,мунё
460,Beutel::N,krepšys,пуйы
461,Beutel::N,maišelis,пуйы
462,Bündel::N,ryšulys,керттэт
463,Tasche::N,krepšelis,пуйы
464,Tasche::N,krepšelis,сумка
465,Eimer::N,kibiras,ведра
466,Deckel::N,dangtis,ӵоксэт
467,Geschirr::N,indai,тусьты-пуньы
468,Sack::N,maišas,пуйы
469,Tasse::N,puodukas,ӵаша
470,Topf::N,puodas,миска
471,Kessel::N,katilas,пурты
472,Essen::N,valgis,сиськон
473,Nahrung::N,penas,сион
474,Nahrung::N,maistas,сион
475,Speise::N,patiekalas,сиён
476,Fleisch::N,mėsa,сӥль
477,Getreide::N,javai,ю тысь
478,Brei::N,košė,ӝук
479,Brot::N,duona,нянь
480,Scheibe::N,riekė,шорем
481,Fett::N,taukai,кӧй
482,Fett::N,riebalai,кӧй
483,Butter::N,sviestas,вӧй
484,Öl::N,aliejus,вӧй
485,Salz::N,druska,сылал
486,Suppe::N,sriuba,шыд
487,Honig::N,medus,чечы
488,Milch::N,pienas,йӧл
489,Tee::N,arbata,чай
490,Leder::N,oda,сурон
491,Wolle::N,vilna,гон
492,Wolle::N,vilna,ыжгон
493,Stoff::N,audeklas,куэм
494,Nadel::N,adata,вень
495,Faden::N,gija,сӥньыс
496,Faden::N,siūlas,сӥньыс
497,Knopf::N,saga,бирды
498,Knoten::N,mazgas,герд
499,Farbe::N,dažai,буёл
500,Kleidung::N,rūbai,дӥсь
501,Kleidung::N,drabužiai,дӥсь
502,Hemd::N,marškiniai,дэрем
503,Kragen::N,apykaklė,сирес
504,Ärmel::N,rankovė,саес
505,Hose::N,kelnės,брюки
506,Hose::N,kelnės,штань
507,Gürtel::N,juosta,кускерттон
508,Gürtel::N,diržas,кускерттон
509,Mütze::N,kepurė,ызьы
510,Schuh::N,batas,ботинка
511,Stiefel::N,auliniai batai,сапег
512,Ring::N,žiedas,зундэс
513,Band::N,kaspinas,лента
514,Kamm::N,šukos,сын
515,Spiegel::N,veidrodis,синучкон
516,Riemen::N,diržas,е
517,Schnur::N,virvė,гозы
518,Leine::N,pavadėlis,думет
519,Decke::N,antklodė,шобрет
520,Kissen::N,pagalvė,миндэр
521,Kissen::N,priegalvis,миндэр
522,Tuch::N,skarelė,кышет
523,Handtuch::N,rankšluostis,ӵушкон
524,Kraft::N,jėga,кать
525,Kraft::N,jėga,ӟигар
526,Stärke::N,stiprumas,юнлык
527,Gesundheit::N,sveikata,тазалык
528,Krankheit::N,liga,висён
529,Schmerz::N,skausmas,висён
530,Wunde::N,žaizda,яра
531,Fieber::N,karštis,кезег
532,Arznei::N,vaistas,эмъюм
533,Brücke::N,tiltas,выж
534,Brunnen::N,šulinys,колдэч
535,Weide::N,ganykla,возь
536,Weide::N,gluosnis,возь
537,Pfad::N,takas,сюрес
538,Weg::N,kelias,сюрес
539,Straße::N,gatvė,сюрес
540,Dorf::N,kaimas,гурт
541,Dorf::N,sodžius,гурт
542,Stadt::N,miestas,кар
543,Stadt::N,miestas,город
544,Brief::N,laiškas,гожтэт
545,Buch::N,knyga,книга
546,Buchstabe::N,raidė,буква
547,Zeitung::N,laikraštis,газет
548,Leben::N,gyvybė,улон
549,Leben::N,gyvenimas,улон
550,Tod::N,mirtis,кулон
551,Grab::N,kapas,шайгу
552,Kirche::N,bažnyčia,черк
553,Sünde::N,nuodėmė,сьӧлык
554,Sünde::N,nusidėjimas,сьӧлык
555,Gott::N,dievas,ӥнмар
556,Arbeiter::N,darbininkas,рабочий
557,Chef::N,šefas,начальник
558,Chef::N,vadovas,начальник
559,Chef::N,viršininkas,начальник
560,Meister::N,meistras,кибашлы
561,Arzt::N,gydytojas,врач
562,Lehrer::N,mokytojas,дышетӥсь
563,Geld::N,pinigai,уксё
564,Geld::N,pinigai,коньдон
565,Geschäft::N,biznis,уж
566,Laden::N,krautuvė,магазин
567,Laden::N,parduotuvė,магазин
568,Preis::N,kaina,дун
569,Ware::N,prekė,вуз
570,Nutzen::N,nauda,пайда
571,Nutzen::N,pelnas,пайда
572,Reichtum::N,turtas,узырлык
573,Welt::N,pasaulis,дунне
574,Land::N,žemė,шаер
575,Land::N,šalis,шаер
576,Staat::N,valstija,кун
577,König::N,karalius,эксэй
578,Macht::N,galia,власть
579,Macht::N,valdžia,власть
580,Grenze::N,riba,кунгож
581,Grenze::N,siena,кунгож
582,Krieg::N,karas,ож
583,Feind::N,priešas,тушмон
584,Gewalt::N,jėga,эриктэман
585,Gewalt::N,smurtas,эриктэман
586,Gewalt::N,prievarta,эриктэман
587,Kampf::N,kova,нюръяськон
588,Bogen[Waffe]::N,lankas,пукыӵ
589,Pfeil::N,strėlė,пукыӵ вень
590,Gewehr::N,šautuvas,пыӵал
591,Fehler::N,klaida,янгыш
592,Lüge::N,melas,пӧян
593,Lüge::N,melas,алдан
594,Lüge::N,melas,ӧрекчан
595,Schaden::N,nuostolis,изъян
596,Schaden::N,apgadinimas,изъян
597,Unglück::N,nelaimė,куректон
598,Unglück::N,nelaimė,шудтэме усён
599,Schuld::N,kaltė,янгыш
600,Alter::N,amžius,арлыд
601,Schluss::N,pabaiga,пум
602,Zeit::N,laikas,дыр
603,Tag::N,diena,нунал
604,Morgen::N,rytas,ӵукна
605,Mittag::N,vidurdienis,лымшор
606,Abend::N,vakaras,ӝыт
607,Abend::N,vakaras,акшан
608,Nacht::N,naktis,уй
609,Woche::N,savaitė,арня
610,Monat::N,mėnuo,толэзь
611,Jahr::N,metai,ар
612,Frühling::N,pavasaris,тулыс
613,Sommer::N,vasara,гужем
614,Herbst::N,ruduo,сӥзьыл
615,Winter::N,žiema,тол
616,Januar::N,sausis,выльартолэзь
617,Februar::N,vasaris,тулыспал
618,März::N,kovas,южтолэзь
619,April::N,balandis,оштолэзь
620,Mai::N,gegužė,куартолэзь
621,Juni::N,birželis,вожотолэзь
622,Juli::N,liepa,пӧсьтолэзь
623,August::N,rugpjūtis,гудырикошкон
624,September::N,rugsėjis,куарусён
625,Oktober::N,spalis,выльӝуктолэзь
626,November::N,lapkritis,шуркынмон
627,Dezember::N,gruodis,толсур
628,Montag::N,pirmadienis,вордӥськон
629,Dienstag::N,antradienis,вторник
630,Mittwoch::N,trečiadienis,вирнунал
631,Donnerstag::N,ketvirtadienis,покчиарня
632,Freitag::N,penktadienis,удмуртарня
633,Samstag::N,šeštadienis,кӧснунал
634,Sonntag::N,sekmadienis,арня
635,groß::A,didis,бадӟым
636,groß::A,didelis,бадӟым
637,klein::A,mažas,пичи
638,lang::A,ilgas,кузь
639,kurz::A,trumpas,вакчи
640,breit::A,platus,паськыт
641,schmal::A,smulkus,сюлэг
642,dicht::A,tankus,ӵем
643,dick[Gegenstand]::A,storas,зӧк
644,dünn::A,plonas,векчи
645,fein::A,smulkus,векчи
646,fest::A,kietas,юн
647,fest::A,kietas,чурыт
648,fest::A,tvirtas,юн
649,fest::A,tvirtas,чурыт
650,flach::A,lėkštas,ӵошкыт
651,flach::A,plokščias,ӵошкыт
652,glatt::A,slidus,гылыт
653,glatt::A,slidus,вольыт
654,hart::A,kietas,чурыт
655,weich::A,minkštas,небыт
656,rund::A,apvalus,котырес
657,rund::A,apskritas,котырес
658,spitz::A,aštrus,йылсо
659,spitz::A,smailus,йылсо
660,scharf::A,aštrus,лэчыт
661,stumpf::A,bukas,ныж
662,stumpf::A,atšipęs,ныж
663,schwer::A,sunkus,секыт
664,schön::A,gražus,чебер
665,heiß::A,karštas,пӧсь
666,warm::A,šiltas,шуныт
667,kalt::A,šaltas,кезьыт
668,kühl::A,vėsus,юзмыт
669,kühl::A,vėsus,салкым
670,kühl::A,bejausmis,юзмыт
671,kühl::A,bejausmis,салкым
672,frisch::A,šviežias,выль
673,feucht::A,drėgnas,мускыт
674,nass::A,šlapias,котмем
675,trocken::A,sausas,кӧс
676,voll::A,pilnas,тыр
677,leer::A,tuščias,буш
678,leer::A,tuščias,тырттэм
679,offen::A,atviras,усьтэм
680,geschlossen::A,uždaras,ӵогам
681,geschlossen::A,uždaras,пунням
682,geschlossen::A,uždarytas,ӵогам
683,geschlossen::A,uždarytas,пунням
684,sauber::A,švarus,ӝикыт
685,sauber::A,švarus,чылкыт
686,schmutzig::A,nešvarus,нӧд
687,schmutzig::A,purvinas,нӧд
688,roh::A,žalias,ыль
689,reif::A,prinokęs,вуэм
690,reif::A,pribrendęs,вуэм
691,lecker::A,gardus,ческыт
692,süß::A,saldus,ческыт
693,bitter::A,kartus,курыт
694,sauer::A,gižus,чырс
695,sauer::A,rūgštus,чырс
696,hell::A,šviesus,югыт
697,hell::A,skaistus,югыт
698,dunkel::A,tamsus,пеймыт
699,schwarz::A,juodas,сьӧд
700,weiß::A,baltas,тӧдьы
701,rot::A,raudonas,горд
702,gelb::A,geltonas,ӵуж
703,blau::A,mėlynas,лыз
704,grün::A,žalias,вож
705,grau::A,pilkas,пурысь
706,bunt::A,margas,куӵо
707,bunt::A,spalvotas,куӵо
708,billig::A,pigus,дунтэм
709,teuer::A,brangus,дуно
710,wertvoll::A,vertingas,дуно
711,blind::A,aklas,сукыр
712,blind::A,aklas,синтэм
713,taub::A,kurčias,пельтэм
714,kräftig::A,stiprus,кужмо
715,stark::A,stiprus,юн
716,stark::A,stiprus,кужмо
717,schwach::A,silpnas,ляб
718,schwach::A,silpnas,начар
719,fett::A,riebus,кӧй
720,schlank::A,laibas,веськыт
721,schlank::A,laibas,веськрес
722,schlank::A,lieknas,веськыт
723,schlank::A,lieknas,веськрес
724,hübsch::A,gražus,чебер
725,hübsch::A,gražus,синмаськымон
726,böse::A,blogas,лек
727,dumm::A,paikas,шузи
728,dumm::A,paikas,визьтэм
729,dumm::A,kvailas,шузи
730,dumm::A,kvailas,визьтэм
731,faul::A,tingus,азьтэм
732,fleißig::A,stropus,сюлмо
733,fleißig::A,kruopštus,сюлмо
734,geizig::A,šykštus,сук
735,klug::A,sumanus,визьмо
736,klug::A,protingas,визьмо
737,geschickt::A,apsukrus,усто
738,geschickt::A,apsukrus,быгатӥсь
739,lieb::A,mielas,мусо
740,lustig::A,smagus,шулдыр
741,lustig::A,linksmas,шулдыр
742,sanft::A,švelnus,мусо
743,sanft::A,švelnus,эрке
744,sanft::A,minkštas,мусо
745,sanft::A,minkštas,эрке
746,hungrig::A,alkanas,сютэм
747,krank::A,ligotas,висись
748,krank::A,sergantis,висись
749,nackt::A,nuogas,гольык
750,traurig::A,liūdnas,мӧзмыт
751,lebendig::A,gyvas,улэп
752,gut::A,geras,ӟеч
753,gut::A,geras,умой
754,schlecht::A,blogas,урод
755,schlecht::A,blogas,алама
756,schlecht::A,prastas,урод
757,schlecht::A,prastas,алама
758,richtig::A,tikras,шонер
759,richtig::A,teisingas,шонер
760,schlimm::A,blogas,алама
761,schlimm::A,prastas,алама
762,wahr::A,tikras,зэмос
763,alt::A,senas,вуж
764,neu::A,naujas,выль
765,ehemalig::A,buvęs,азьвылэз
766,alt[Lebewesen]::A,pagyvenęs,пересь
767,jung::A,jaunas,егит
768,jung::A,jaunas,пинал
769,arm::A,neturtingas,начар
770,arm::A,neturtingas,куанер
771,reich::A,turtingas,узыр
772,bekannt::A,žinomas,тодмо
773,bekannt::A,pažįstamas,тодмо
774,berühmt::A,žymus,дано
775,berühmt::A,garsus,дано
776,fremd::A,svetimas,ят
777,verschieden::A,įvairus,пӧртэм
778,nah::A,artimas,матысь
779,fern::A,tolimas,кыдёкысь
780,linker::A,kairys,паллян
781,rechter::A,dešinys,бур
