,Concept_ID,es,ro
118,Anhöhe::N,cerro,ridicătură
119,Berg::N,monte,munte
120,Berg::N,montaña,munte
121,Gipfel::N,cima,pisc
122,Gipfel::N,cumbre,pisc
123,Höhle::N,cueva,peșteră
124,Höhle::N,caverna,peșteră
125,Abhang::N,cuesta,pantă
126,Abhang::N,cuesta,versant
127,Abhang::N,declive,pantă
128,Abhang::N,declive,versant
129,Quelle::N,fuente,izvor
130,Quelle::N,manantial,izvor
131,Bach::N,arroyo,gârlă
132,Fluss::N,río,râu
133,Fluss::N,río,fluviu
134,Ufer::N,orilla,mal
135,Ufer::N,orilla,țărm
136,Küste::N,costa,coastă
137,Festland::N,tierra firme,uscat
138,Meer::N,mar,mare
139,Bucht::N,cala,golf
140,Bucht::N,bahía,golf
141,Insel::N,isla,insulă
142,Blume::N,flor,floare
143,Gras::N,hierba,iarbă
144,Wurzel::N,raíz,rădăcină
145,Baum::N,árbol,copac
146,Baum::N,árbol,arbore
147,Stamm::N,tronco,tulpină
148,Rinde::N,corteza,scoarță
149,Ast::N,rama,cracă
150,Ast::N,rama,creangă
151,Zweig::N,ramo,ramură
152,Zweig::N,ramo,creangă
153,Blatt::N,hoja,frunză
154,Birke::N,abedul,mesteacăn
155,Kiefer[Baum]::N,pino,pin
156,Weide[Baum]::N,sauce,salcie
157,Weide[Baum]::N,sauce,răchită
158,Tanne::N,abeto,brad
159,Horn::N,asta,corn
160,Horn::N,cuerno,corn
161,Feder::N,pluma,pană
162,Fell::N,piel,piele
163,Flügel::N,ala,aripă
164,Klaue::N,garra,gheară
165,Kralle::N,uña,labă
166,Kralle::N,uña,gheară
167,Kralle::N,garra,labă
168,Kralle::N,garra,gheară
169,Schwanz::N,cola,coadă
170,Ei::N,huevo,ou
171,Nest::N,nido,cuib
172,Bau::N,madriguera,bârlog
173,Bau::N,madriguera,vizuină
174,Tier::N,animal,animal
175,Herde::N,rebaño,turmă
176,Herde::N,rebaño,cireadă
177,Kuh::N,vaca,vacă
178,Bulle::N,toro,taur
179,Pferd::N,caballo,cal
180,Schaf::N,oveja,oaie
181,Schwein::N,cerdo,porc
182,Hund::N,perro,câine
183,Katze::N,gato,pisică
184,Bär::N,oso,urs
185,Eichhörnchen::N,ardilla,veveriță
186,Elch::N,alce,elan
187,Fuchs::N,zorro,vulpe
188,Hase::N,liebre,iepure
189,Maus::N,ratón,șoarece
190,Wolf::N,lobo,lup
191,Vogel::N,ave,pasăre
192,Vogel::N,pájaro,pasăre
193,Schwarm::N,bandada,cârd
194,Huhn::N,gallina,găină
195,Hahn::N,gallo,cocoș
196,Gans::N,oca,gâscă
197,Gans::N,ganso,gâscă
198,Adler::N,águila,vultur
199,Ente::N,pato,rață
200,Eule::N,lechuza,bufniță
201,Kranich::N,grulla,cocor
202,Krähe::N,corneja,cioară
203,Kuckuck::N,cuco,cuc
204,Schwan::N,cisne,lebădă
205,Fisch::N,pez,pește
206,Barsch::N,perca,biban
207,Hecht::N,lucio,știucă
208,Schlange[Tier]::N,serpiente,șarpe
209,Wurm::N,gusano,vierme
210,Spinne::N,araña,păianjen
211,Ameise::N,hormiga,furnică
212,Laus::N,piojo,păduche
213,Mücke::N,mosquito,țânțar
214,Fliege::N,mosca,muscă
215,Schmetterling::N,mariposa,fluture
216,Beere::N,baya,boabă
217,Apfel::N,manzana,măr
218,Pilz::N,seta,burete
219,Pilz::N,seta,ciupercă
220,Pilz::N,hongo,burete
221,Pilz::N,hongo,ciupercă
222,Zwiebel::N,cebolla,ceapă
223,Saat::N,siembra,semănătură
224,Korn::N,grano,grâu
225,Heu::N,heno,fân
226,Schale::N,cáscara,coajă
227,Grube::N,foso,groapă
228,Falle::N,trampa,cursă
229,Falle::N,trampa,capcană
230,Schlinge::N,lazo,laț
231,Spur::N,huella,dâră
232,Asche::N,ceniza,cenușă
233,Dreck::N,suciedad,noroi
234,Dreck::N,suciedad,murdărie
235,Eisen::N,hierro,fier
236,Gold::N,oro,aur
237,Silber::N,plata,argint
238,Kohle::N,carbón,cărbune
239,Glas::N,vidrio,sticlă
240,Glas::N,cristal,sticlă
241,Lehm::N,barro,lut
242,Lehm::N,barro,humă
243,Sand::N,arena,nisip
244,Mensch::N,hombre,om
245,Mensch::N,hombre,persoană
246,Mensch::N,ser humano,om
247,Mensch::N,ser humano,persoană
248,Mann::N,hombre,om
249,Mann::N,hombre,bărbat
250,Frau::N,mujer,femeie
251,Kind::N,niño,copil
252,Junge::N,chico,băiat
253,Junge::N,chico,flăcău
254,Junge::N,muchacho,băiat
255,Junge::N,muchacho,flăcău
256,Mädchen::N,chica,fată
257,Mädchen::N,muchacha,fată
258,Familie::N,familia,familie
259,Großvater::N,abuelo,bunic
260,Großvater::N,abuelo,tată mare
261,Großmutter::N,abuela,bunică
262,Großmutter::N,abuela,mamă mare
263,Eltern::N,padres,părinți
264,Vater::N,padre,tată
265,Vater::N,padre,părinte
266,Mutter::N,madre,mamă
267,Sohn::N,hijo,fiu
268,Sohn::N,hijo,fecior
269,Tochter::N,hija,fiică
270,Bruder::N,hermano,frate
271,Schwester::N,hermana,soră
272,Onkel::N,tío,unchi
273,Tante::N,tía,mătușă
274,Ehemann::N,esposo,soț
275,Ehemann::N,esposo,bărbat
276,Ehefrau::N,esposa,soție
277,Freude::N,placer,bucurie
278,Freude::N,alegría,bucurie
279,Gelächter::N,risa,râset
280,Gelächter::N,carcajada,râset
281,Glück::N,felicidad,fericire
282,Kummer::N,pena,mâhnire
283,Wunsch::N,deseo,dorință
284,Wunsch::N,deseo,deziderat
285,Lust::N,ganas,poftă
286,Lust::N,ganas,înclinare
287,Geist::N,mente,duh
288,Geist::N,mente,minte
289,Geist::N,mente,suflet
290,Geist::N,espíritu,duh
291,Geist::N,espíritu,minte
292,Geist::N,espíritu,suflet
293,Gedanke::N,idea,gând
294,Gedanke::N,idea,cuget
295,Gedanke::N,pensamiento,gând
296,Gedanke::N,pensamiento,cuget
297,Gedächtnis::N,memoria,memorie
298,Verstand::N,razón,minte
299,Verstand::N,razón,intelect
300,Verstand::N,entendimiento,minte
301,Verstand::N,entendimiento,intelect
302,Sinn::N,sentido,sens
303,Sinn::N,sentido,înțeles
304,Sinn::N,significado,sens
305,Sinn::N,significado,înțeles
306,Grund::N,causa,cauză
307,Grund::N,causa,pricină
308,Wahrheit::N,verdad,adevăr
309,Gespräch::N,conversación,convorbire
310,Gespräch::N,conversación,conversație
311,Märchen::N,cuento,basm
312,Märchen::N,cuento,poveste
313,Erzählung::N,cuento,poveste
314,Erzählung::N,narración,poveste
315,Nachricht::N,mensaje,veste
316,Neuigkeit::N,noticia,noutate
317,Neuigkeit::N,noticia,actualitate
318,Name::N,nombre,nume
319,Rätsel::N,acertijo,ghicitoare
320,Rätsel::N,adivinanza,ghicitoare
321,Rede::N,discurso,discurs
322,Sprache::N,lengua,limbă
323,Sprache::N,lengua,limbaj
324,Stimme::N,voz,glas
325,Wort::N,palabra,cuvânt
326,Zeichen::N,señal,semn
327,Zeichen::N,señal,semnal
328,Ruf::N,llamada,chemare
329,Lärm::N,ruido,zgomot
330,Lärm::N,ruido,tărăboi
331,Lärm::N,barullo,zgomot
332,Lärm::N,barullo,tărăboi
333,Laut::N,sonido,sunet
334,Ton::N,tono,ton
335,Lied::N,canción,cântec
336,Ruhe::N,calma,odihnă
337,Ruhe::N,calma,liniște
338,Ruhe::N,silencio,odihnă
339,Ruhe::N,silencio,liniște
340,Leute::N,gente,lume
341,Leute::N,gente,oameni
342,Volk::N,pueblo,popor
343,Volk::N,pueblo,națiune
344,Arbeit::N,trabajo,lucru
345,Gast::N,huésped,musafir
346,Gast::N,invitado,musafir
347,Geschenk::N,regalo,dar
348,Geschenk::N,regalo,cadou
349,Spiel::N,juego,joc
350,Gesellschaft::N,compañía,societate
351,Hilfe::N,ayuda,ajutor
352,Hilfe::N,socorro,ajutor
353,Freund::N,amigo,amic
354,Freund::N,amigo,prieten
355,Kamerad::N,camarada,tovarăș
356,Kamerad::N,compañero,tovarăș
357,Angelegenheit::N,asunto,afacere
358,Anzahl::N,cantidad,număr
359,Anzahl::N,cantidad,cantitate
360,Art::N,tipo,fel
361,Art::N,tipo,specie
362,Art::N,clase,fel
363,Art::N,clase,specie
364,Stück::N,pieza,bucată
365,Teil::N,parte,parte
366,Teil::N,parte,porție
367,Hälfte::N,mitad,jumătate
368,Kreis::N,círculo,cerc
369,Kreuz::N,cruz,cruce
370,Linie::N,línea,linie
371,Strich::N,raya,linie
372,Strich::N,raya,trăsătură
373,Strich::N,trazo,linie
374,Strich::N,trazo,trăsătură
375,Abstand::N,distancia,distanță
376,Abstand::N,distancia,depărtare
377,Entfernung::N,distancia,distanță
378,Entfernung::N,distancia,depărtare
379,Gegend::N,región,regiune
380,Gegend::N,comarca,regiune
381,Platz::N,espacio,loc
382,Ort::N,sitio,loc
383,Seite::N,lado,latură
384,Seite::N,costado,latură
385,Mitte::N,medio,centru
386,Mitte::N,centro,centru
387,Gegenstand::N,objeto,obiect
388,Sache::N,cosa,lucru
389,Sache::N,cosa,chestie
390,Rand::N,borde,bordură
391,Kante::N,borde,muchie
392,Kante::N,borde,bordură
393,Ecke::N,esquina,colț
394,Spitze::N,punta,vârf
395,Spitze::N,punta,creștet
396,Ende::N,cabo,capăt
397,Ende::N,extremo,capăt
398,Loch::N,agujero,gaură
399,Loch::N,abertura,gaură
400,Winkel::N,ángulo,colț
401,Muster::N,dibujo,desen
402,Größe::N,tamaño,mărime
403,Länge::N,longitud,lungime
404,Höhe::N,altura,înălțime
405,Höhe::N,altitud,înălțime
406,Gewicht::N,peso,greutate
407,Menge::N,cantidad,cantitate
408,Haufen::N,montón,grămadă
409,Reihe::N,fila,șir
410,Reihe::N,fila,rând
411,Boot::N,bote,barcă
412,Boot::N,bote,luntre
413,Boot::N,barca,barcă
414,Boot::N,barca,luntre
415,Ruder::N,remo,vâslă
416,Ruder::N,remo,lopată
417,Schlitten::N,trineo,sanie
418,Ski::N,esquí,schi
419,Lagerfeuer::N,hoguera,foc de tabără
420,Last::N,carga,povară
421,Last::N,carga,sarcină
422,Gang::N,marcha,mers
423,Gang::N,marcha,umblet
424,Schritt::N,paso,pas
425,Norden::N,norte,nord
426,Norden::N,norte,miazănoapte
427,Süden::N,sur,sud
428,Süden::N,sur,miazăzi
429,Westen::N,oeste,apus
430,Osten::N,este,est
431,Osten::N,este,răsărit
432,Holz::N,madera,lemn
433,Brett::N,tabla,scândură
434,Platte::N,placa,placă
435,Platte::N,plancha,placă
436,Stütze::N,sostén,proptea
437,Stütze::N,soporte,proptea
438,Stange::N,vara,bară
439,Stange::N,vara,prăjină
440,Stange::N,percha,bară
441,Stange::N,percha,prăjină
442,Stock::N,palo,băț
443,Stock::N,palo,baston
444,Stock::N,bastón,băț
445,Stock::N,bastón,baston
446,Stab::N,vara,baston
447,Stab::N,vara,prăjină
448,Stab::N,bastón,baston
449,Stab::N,bastón,prăjină
450,Rohr::N,tubo,tub
451,Rohr::N,tubo,țeavă
452,Haus::N,casa,casă
453,Heim::N,hogar,casă
454,Heim::N,hogar,cămin
455,Ofen::N,estufa,sobă
456,Fußboden::N,suelo,podea
457,Fußboden::N,suelo,dușumea
458,Tisch::N,mesa,masă
459,Stuhl::N,silla,scaun
460,Wiege::N,cuna,leagăn
461,Bett::N,cama,pat
462,Regal::N,estantería,rafturi
463,Kiste::N,caja,ladă
464,Kiste::N,caja,cutie
465,Fenster::N,ventana,fereastră
466,Tür::N,puerta,ușă
467,Tor::N,puerta,poartă
468,Zaun::N,valla,gard
469,Zaun::N,cercado,gard
470,Dach::N,techo,acoperiș
471,Dach::N,tejado,acoperiș
472,Leiter::N,escalera,scară
473,Besen::N,escoba,mătură
474,Spaten::N,pala,cazma
475,Spaten::N,pala,hârleț
476,Schaufel::N,pala,lopată
477,Schaufel::N,paleta,lopată
478,Gabel::N,tenedor,furculiță
479,Löffel::N,cuchara,lingură
480,Messer::N,cuchillo,cuțit
481,Nagel::N,clavo,cui
482,Netz::N,red,plasă
483,Haken::N,gancho,cârlig
484,Haken::N,corchete,cârlig
485,Griff::N,asa,mâner
486,Griff::N,mango,mâner
487,Schloss::N,cerradura,lacăt
488,Bild::N,imagen,tablou
489,Bild::N,imagen,imagine
490,Figur::N,figura,chip
491,Figur::N,figura,figură
492,Puppe::N,muñeca,păpușă
493,Beutel::N,bolsa,pungă
494,Beutel::N,bolsa,săculeț
495,Bündel::N,haz,mănunchi
496,Tasche::N,bolso,geantă
497,Eimer::N,cubo,găleată
498,Deckel::N,tapa,capac
499,Deckel::N,tapadera,capac
500,Geschirr::N,vajilla,vase
501,Geschirr::N,vajilla,tacâmuri
502,Sack::N,saco,sac
503,Tasse::N,taza,ceașcă
504,Topf::N,olla,oală
505,Topf::N,marmita,oală
506,Kessel::N,caldera,cazan
507,Kessel::N,caldera,căldare
508,Essen::N,comida,mâncare
509,Nahrung::N,alimento,hrană
510,Nahrung::N,alimento,aliment
511,Speise::N,plato,bucate
512,Speise::N,plato,fel de bucate
513,Fleisch::N,carne,carne
514,Getreide::N,cereales,cereale
515,Brei::N,puré,pireu
516,Brei::N,papilla,pireu
517,Brot::N,pan,pâine
518,Scheibe::N,lonja,felie
519,Scheibe::N,lonja,bucată
520,Scheibe::N,rebanada,felie
521,Scheibe::N,rebanada,bucată
522,Fett::N,grasa,untură
523,Fett::N,grasa,grăsime
524,Butter::N,mantequilla,unt
525,Öl::N,aceite,ulei
526,Salz::N,sal,sare
527,Suppe::N,sopa,supă
528,Suppe::N,sopa,ciorbă
529,Honig::N,miel,miere
530,Milch::N,leche,lapte
531,Tee::N,té,ceai
532,Leder::N,cuero,piele
533,Wolle::N,lana,lână
534,Stoff::N,tela,stofă
535,Stoff::N,tejido,stofă
536,Nadel::N,aguja,ac
537,Faden::N,hilo,ață
538,Knopf::N,botón,buton
539,Knoten::N,nudo,nod
540,Farbe::N,pintura,vopsea
541,Kleidung::N,ropa,haine
542,Kleidung::N,ropa,îmbrăcăminte
543,Kleidung::N,vestidos,haine
544,Kleidung::N,vestidos,îmbrăcăminte
545,Hemd::N,camisa,cămașă
546,Kragen::N,cuello,guler
547,Ärmel::N,manga,mânecă
548,Hose::N,pantalón,pantaloni
549,Gürtel::N,cinturón,cordon
550,Mütze::N,gorro,șapcă
551,Schuh::N,zapato,gheată
552,Stiefel::N,bota,cizmă
553,Ring::N,anillo,inel
554,Ring::N,anillo,verigă
555,Band::N,cinta,panglică
556,Band::N,cinta,șiret
557,Kamm::N,peine,pieptene
558,Spiegel::N,espejo,oglindă
559,Riemen::N,correa,curea
560,Schnur::N,cuerda,funie
561,Schnur::N,cuerda,sfoară
562,Leine::N,correa,lesă
563,Leine::N,correa,curea
564,Decke::N,manta,pătură
565,Kissen::N,almohada,pernă
566,Tuch::N,pañuelo,batic
567,Handtuch::N,toalla,prosop
568,Handtuch::N,toalla,ștergar
569,Kraft::N,fuerza,forță
570,Kraft::N,fuerza,putere
571,Stärke::N,fuerza,tărie
572,Stärke::N,fuerza,vigoare
573,Gesundheit::N,salud,sănătate
574,Krankheit::N,enfermedad,boală
575,Krankheit::N,enfermedad,maladie
576,Schmerz::N,dolor,durere
577,Wunde::N,llaga,rană
578,Wunde::N,herida,rană
579,Fieber::N,fiebre,febră
580,Arznei::N,medicina,leac
581,Arznei::N,medicina,medicament
582,Arznei::N,medicamento,leac
583,Arznei::N,medicamento,medicament
584,Brücke::N,puente,pod
585,Brücke::N,puente,punte
586,Brunnen::N,pozo,puț
587,Weide::N,pasto,izlaz
588,Weide::N,pasto,pășune
589,Pfad::N,sendero,cărare
590,Weg::N,camino,drum
591,Straße::N,vía,cale
592,Straße::N,vía,stradă
593,Straße::N,carretera,cale
594,Straße::N,carretera,stradă
595,Dorf::N,aldea,sat
596,Dorf::N,pueblo,sat
597,Stadt::N,ciudad,oraș
598,Brief::N,carta,scrisoare
599,Buch::N,libro,carte
600,Buchstabe::N,letra,literă
601,Buchstabe::N,letra,caracter
602,Buchstabe::N,carácter,literă
603,Buchstabe::N,carácter,caracter
604,Zeitung::N,diario,ziar
605,Zeitung::N,diario,gazetă
606,Zeitung::N,periódico,ziar
607,Zeitung::N,periódico,gazetă
608,Leben::N,vida,viață
609,Tod::N,muerte,moarte
610,Grab::N,tumba,groapă
611,Grab::N,tumba,mormânt
612,Grab::N,sepulcro,groapă
613,Grab::N,sepulcro,mormânt
614,Kirche::N,iglesia,biserică
615,Sünde::N,pecado,păcat
616,Gott::N,dios,zeu
617,Arbeiter::N,obrero,muncitor
618,Arbeiter::N,trabajador,muncitor
619,Chef::N,jefe,șef
620,Meister::N,maestro,meșter
621,Meister::N,maestro,maestru
622,Arzt::N,médico,medic
623,Arzt::N,médico,doctor
624,Lehrer::N,profesor,profesor
625,Lehrer::N,profesor,învățător
626,Geld::N,dinero,bani
627,Geld::N,dinero,parale
628,Geschäft::N,negocio,treabă
629,Geschäft::N,negocio,afacere
630,Laden::N,tienda,magazin
631,Laden::N,tienda,prăvălie
632,Preis::N,precio,preț
633,Ware::N,mercancía,marfă
634,Nutzen::N,provecho,folos
635,Nutzen::N,provecho,profit
636,Reichtum::N,riqueza,avuție
637,Reichtum::N,riqueza,bogăție
638,Welt::N,mundo,lume
639,Land::N,país,țară
640,Staat::N,Estado,stat
641,König::N,rey,rege
642,Macht::N,poder,putere
643,Macht::N,poder,putință
644,Macht::N,potencia,putere
645,Macht::N,potencia,putință
646,Grenze::N,frontera,hotar
647,Grenze::N,frontera,graniță
648,Grenze::N,frontera,frontieră
649,Krieg::N,guerra,război
650,Feind::N,enemigo,dușman
651,Gewalt::N,violencia,violență
652,Kampf::N,lucha,luptă
653,Kampf::N,combate,luptă
654,Bogen[Waffe]::N,arco,arc
655,Pfeil::N,flecha,săgeată
656,Gewehr::N,fusil,armă
657,Gewehr::N,fusil,pușcă
658,Gewehr::N,escopeta,armă
659,Gewehr::N,escopeta,pușcă
660,Fehler::N,error,eroare
661,Fehler::N,error,greșeală
662,Lüge::N,mentira,minciună
663,Schaden::N,daño,daună
664,Schaden::N,daño,pagubă
665,Unglück::N,desgracia,nenorocire
666,Schuld::N,culpa,vină
667,Alter::N,edad,etate
668,Alter::N,edad,vârstă
669,Schluss::N,fin,sfârșit
670,Schluss::N,final,sfârșit
671,Zeit::N,tiempo,timp
672,Zeit::N,tiempo,vreme
673,Tag::N,día,zi
674,Morgen::N,mañana,dimineață
675,Mittag::N,mediodía,prânz
676,Mittag::N,mediodía,amiază
677,Abend::N,noche,seară
678,Nacht::N,noche,noapte
679,Woche::N,semana,săptămână
680,Monat::N,mes,lună
681,Jahr::N,año,an
682,Frühling::N,primavera,primăvară
683,Sommer::N,verano,vară
684,Herbst::N,otoño,toamnă
685,Winter::N,invierno,iarnă
686,Januar::N,enero,ianuarie
687,Februar::N,febrero,februarie
688,März::N,marzo,martie
689,April::N,abril,aprilie
690,Mai::N,mayo,mai
691,Juni::N,junio,iunie
692,Juli::N,julio,iulie
693,August::N,agosto,august
694,September::N,septiembre,septembrie
695,Oktober::N,octubre,octombrie
696,November::N,noviembre,noiembrie
697,Dezember::N,diciembre,decembrie
698,Montag::N,lunes,luni
699,Dienstag::N,martes,marți
700,Mittwoch::N,miércoles,miercuri
701,Donnerstag::N,jueves,joi
702,Freitag::N,viernes,vineri
703,Samstag::N,sábado,sâmbătă
704,Sonntag::N,domingo,duminică
705,groß::A,grande,mare
706,klein::A,pequeño,mic
707,lang::A,largo,lung
708,kurz::A,corto,scurt
709,breit::A,ancho,lat
710,breit::A,ancho,larg
711,schmal::A,estrecho,strâmt
712,dicht::A,denso,des
713,dick[Gegenstand]::A,grueso,gros
714,dünn::A,fino,subțire
715,dünn::A,delgado,subțire
716,fein::A,fino,fin
717,fein::A,fino,subțire
718,fein::A,delicado,fin
719,fein::A,delicado,subțire
720,fest::A,firme,tare
721,fest::A,firme,solid
722,fest::A,sólido,tare
723,fest::A,sólido,solid
724,flach::A,plano,șes
725,flach::A,plano,plan
726,glatt::A,liso,lins
727,hart::A,duro,dur
728,weich::A,muelle,moale
729,rund::A,redondo,rotund
730,rund::A,redondo,circular
731,spitz::A,agudo,ascuțit
732,spitz::A,apuntado,ascuțit
733,scharf::A,agudo,tăios
734,scharf::A,agudo,ascuțit
735,scharf::A,afilado,tăios
736,scharf::A,afilado,ascuțit
737,stumpf::A,sin filo,tocit
738,schwer::A,pesado,greu
739,schön::A,bello,frumos
740,schön::A,hermoso,frumos
741,heiß::A,caluroso,cald
742,heiß::A,caluroso,fierbinte
743,warm::A,cálido,cald
744,warm::A,cálido,fierbinte
745,warm::A,caliente,cald
746,warm::A,caliente,fierbinte
747,kalt::A,frío,rece
748,kühl::A,fresco,rece
749,kühl::A,fresco,răcoros
750,frisch::A,fresco,răcoros
751,frisch::A,fresco,proaspăt
752,feucht::A,húmedo,umed
753,feucht::A,húmedo,jilav
754,nass::A,mojado,ud
755,trocken::A,seco,sec
756,trocken::A,seco,uscat
757,voll::A,lleno,plin
758,leer::A,vacío,gol
759,offen::A,abierto,deschis
760,geschlossen::A,cerrado,închis
761,sauber::A,limpio,curat
762,schmutzig::A,sucio,murdar
763,roh::A,crudo,crud
764,reif::A,maduro,copt
765,lecker::A,rico,gustos
766,lecker::A,sabroso,gustos
767,süß::A,dulce,dulce
768,bitter::A,amargo,amar
769,sauer::A,agrio,acru
770,hell::A,claro,clar
771,hell::A,claro,luminos
772,dunkel::A,oscuro,obscur
773,dunkel::A,oscuro,întunecos
774,schwarz::A,negro,negru
775,weiß::A,blanco,alb
776,rot::A,rojo,roșu
777,gelb::A,amarillo,galben
778,blau::A,azul,albastru
779,grün::A,verde,verde
780,grau::A,gris,gri
781,grau::A,gris,cenușiu
782,bunt::A,multicolor,colorat
783,billig::A,barato,ieftin
784,teuer::A,caro,scump
785,wertvoll::A,valioso,prețios
786,wertvoll::A,precioso,prețios
787,blind::A,ciego,orb
788,taub::A,sordo,surd
789,kräftig::A,fuerte,tare
790,kräftig::A,fuerte,forte
791,kräftig::A,fuerte,robust
792,stark::A,fuerte,viguros
793,stark::A,fuerte,puternic
794,stark::A,vigoroso,viguros
795,stark::A,vigoroso,puternic
796,schwach::A,débil,slab
797,schwach::A,débil,debil
798,fett::A,obeso,gras
799,schlank::A,esbelto,zvelt
800,hübsch::A,mono,drăguț
801,hübsch::A,guapo,drăguț
802,böse::A,malo,rău
803,böse::A,malo,răutăcios
804,dumm::A,tonto,nerod
805,dumm::A,tonto,tâmpit
806,dumm::A,estúpido,nerod
807,dumm::A,estúpido,tâmpit
808,faul::A,vago,leneș
809,faul::A,perezoso,leneș
810,fleißig::A,aplicado,harnic
811,fleißig::A,aplicado,sârguincios
812,fleißig::A,diligente,harnic
813,fleißig::A,diligente,sârguincios
814,geizig::A,avaro,calic
815,geizig::A,avaro,zgârcit
816,klug::A,sensato,isteț
817,klug::A,sensato,deștept
818,klug::A,inteligente,isteț
819,klug::A,inteligente,deștept
820,geschickt::A,hábil,dibaci
821,lieb::A,querido,drag
822,lieb::A,querido,iubit
823,lustig::A,alegre,vesel
824,sanft::A,suave,blând
825,sanft::A,suave,blajin
826,hungrig::A,hambriento,flămând
827,krank::A,enfermo,bolnav
828,nackt::A,desnudo,gol
829,traurig::A,triste,trist
830,traurig::A,triste,mâhnit
831,lebendig::A,vivo,viu
832,lebendig::A,viviente,viu
833,gut::A,bueno,bun
834,schlecht::A,malo,rău
835,schlecht::A,malo,prost
836,richtig::A,justo,drept
837,richtig::A,justo,corect
838,richtig::A,correcto,drept
839,richtig::A,correcto,corect
840,schlimm::A,malo,rău
841,schlimm::A,grave,rău
842,wahr::A,verídico,adevărat
843,wahr::A,verdadero,adevărat
844,alt::A,viejo,uzat
845,alt::A,viejo,vechi
846,neu::A,nuevo,nou
847,ehemalig::A,antiguo,fost
848,ehemalig::A,antiguo,anterior
