,Concept_ID,ja,en
890,beenden::V,終える,finish
891,aufhören::V,止める,stop
892,gelingen::V,成功する,succeed
893,geraten::V,当たる,turn out
894,öffnen::V,開く,open
895,öffnen::V,開ける,open
896,schließen::V,閉める,close
897,stellen::V,置く,put
898,stellen::V,据える,put
899,setzen::V,座らせる,place
900,legen::V,置く,lay
901,berühren::V,触る,touch
902,berühren::V,触れる,touch
903,verbinden::V,結びつける,connect
904,bedecken::V,覆う,cover
905,aufhängen::V,掛ける,hang up
906,anzünden::V,燃やす,light
907,anzünden::V,火をつける,light
908,aufheben::V,拾う,pick up
909,zurücklassen::V,残す,leave
910,verlieren::V,無くす,lose
911,fallen lassen::V,落とす,drop
912,machen::V,作る,make
913,herstellen::V,製造する,produce
914,bauen::V,建設する,build
915,reparieren::V,直す,mend
916,reparieren::V,修理する,mend
917,verbessern::V,改良する,improve
918,ändern::V,変える,alter
919,graben::V,掘る,dig
920,beugen::V,折る,bow
921,biegen::V,曲げる,bend
922,drehen::V,回す,spin
923,wenden::V,裏返す,turn
924,umdrehen::V,裏返す,turn around
925,heben::V,挙げる,raise
926,hochheben::V,持ち上げる,lift
927,ergreifen::V,取り上げる,seize
928,halten::V,持つ,hold
929,drücken::V,押す,press
930,schieben::V,ずらす,push
931,kratzen::V,引っ掻く,scrape
932,lecken::V,なめる,lick
933,beißen::V,噛む,bite
934,abreißen::V,剝ぎ取る,tear off
935,abschneiden::V,切り取る,cut off
936,binden::V,縛る,tie
937,stecken::V,差し込む,stick
938,brechen::V,破る,break
939,klopfen::V,とんとん叩く,knock
940,hauen::V,叩く,hit
941,kleben::V,貼る,glue
942,kleben::V,くっ付ける,glue
943,reiben::V,擦る,rub
944,streichen::V,塗る,spread
945,schleifen::V,研ぐ,grind
946,schneiden::V,切る,cut
947,rütteln::V,揺さぶる,jolt
948,schütteln::V,振る,shake
949,schütteln::V,揺さぶる,shake
950,schwenken::V,振る,swing
951,schütten::V,注ぐ,pour
952,füllen::V,いっぱいにする,fill
953,einwickeln::V,包む,wrap
954,tragen::V,運ぶ,carry
955,schleppen::V,引きずる,drag
956,ziehen::V,引く,pull
957,aufbewahren::V,預かる,keep
958,werfen::V,投げる,throw
959,fangen::V,受ける,catch
960,packen::V,掴む,grab
961,verstecken::V,隠す,hide
962,teilen::V,分ける,divide
963,schicken::V,送る,send
964,bringen::V,持って行く,bring
965,hinzufügen::V,加える,add
966,bekommen::V,得る,get
967,erhalten::V,受ける,receive
968,nehmen::V,取る,take
969,wählen::V,選ぶ,choose
970,auswählen::V,選ぶ,select
971,bewahren::V,保存する,preserve
972,behindern::V,妨害する,hinder
973,verderben::V,台無しにする,spoil
974,beschädigen::V,損傷する,damage
975,zerbrechen::V,割る,break
976,zerreißen::V,引き裂く,tear
977,zerstören::V,破壊する,destroy
978,verbrennen::V,焼く,burn
979,geben::V,上げる,give
980,reichen::V,渡す,hand
981,schenken::V,贈る,give
982,versprechen::V,約束する,promise
983,wünschen::V,望む,wish
984,loben::V,褒める,praise
985,küssen::V,キスする,kiss
986,wiegen::V,揺する,rock
987,zudecken::V,覆う,cover
988,wecken::V,起こす,wake
989,zeigen::V,見せる,show
990,führen::V,案内する,guide
991,lehren::V,教える,teach
992,unterrichten::V,通知する,instruct
993,aufziehen::V,育てる,bring up
994,leiten::V,導く,lead
995,antreiben::V,励ます,urge
996,lassen::V,～させる,let
997,einladen::V,誘う,invite
998,einladen::V,招待する,invite
999,vereinigen::V,一つにする,unite
1000,besuchen::V,訪ねる,visit
1001,treffen::V,出会う,meet
1002,sich versammeln::V,集まる,assemble
1003,spielen::V,遊ぶ,play
1004,singen::V,歌う,sing
1005,tanzen::V,踊る,dance
1006,sich trennen::V,別れる,separate
1007,verlassen::V,別れる,leave
1008,retten::V,救う,rescue
1009,retten::V,助ける,rescue
1010,bewachen::V,見張る,guard
1011,bewachen::V,軽微する,guard
1012,schützen::V,保護する,protect
1013,verteidigen::V,守る,defend
1014,sich schlagen::V,殴る,brawl
1015,schießen::V,撃つ,shoot
1016,siegen::V,勝つ,win
1017,ärgern::V,怒らせる,annoy
1018,schlagen::V,殴る,beat
1019,treten::V,蹴る,kick
1020,stechen::V,突く,sting
1021,stoßen::V,突く,shove
1022,stehlen::V,盗る,steal
1023,stören::V,構う,disturb
1024,belästigen::V,邪魔する,bother
1025,verbergen::V,隠す,conceal
1026,täuschen::V,だます,deceive
1027,betrügen::V,だます,cheat
1028,töten::V,殺す,kill
1029,wohnen::V,住む,dwell
1030,arbeiten::V,働く,work
1031,sammeln::V,集める,gather
1032,sammeln::V,収集する,gather
1033,pflücken::V,摘む,pick
1034,jagen::V,狩りをする,hunt
1035,fischen::V,釣る,fish
1036,fassen::V,捕る,catch
1037,hüten::V,放牧する,herd
1038,treiben::V,追う,drive
1039,anbinden::V,繋ぐ,tie up
1040,füttern::V,餌をやる,feed
1041,melken::V,搾乳する,milk
1042,hacken::V,刻む,chop
1043,gießen::V,水をやる,water
1044,reifen::V,熟す,ripen
1045,zubereiten::V,調理する,cook
1046,kochen::V,煮る,boil
1047,backen::V,焼く,bake
1048,braten::V,焼く,fry
1049,braten::V,炒める,fry
1050,umrühren::V,混ぜる,stir
1051,stricken::V,編む,knit
1052,nähen::V,縫う,sew
1053,färben::V,染める,dye
1054,reinigen::V,掃除する,clean
1055,waschen::V,洗う,wash
1056,waschen::V,洗濯する,wash
1057,abwischen::V,拭く,wipe
1058,spülen::V,洗う,rinse
1059,spülen::V,すすぐ,rinse
1060,fegen::V,掃除する,sweep
1061,kehren::V,掃く,sweep
1062,baden::V,入浴する,bath
1063,sich waschen::V,洗う,wash
1064,ausziehen::V,脱ぐ,take off
1065,anziehen::V,着る,put on
1066,sich anziehen::V,着る,get dressed
1067,kämmen::V,梳く,comb
1068,schmücken::V,飾る,decorate
1069,sagen::V,言う,say
1070,sprechen::V,話す,speak
1071,reden::V,話す,talk
1072,sich unterhalten::V,話をする,chat
1073,fragen::V,聞く,ask
1074,bitten::V,頼む,request
1075,bitten::V,お願いする,request
1076,erzählen::V,物語る,tell
1077,mitteilen::V,伝える,convey
1078,nennen::V,名づける,name
1079,rufen::V,呼ぶ,call
1080,prahlen::V,自慢する,brag
1081,übersetzen::V,訳す,translate
1082,denken::V,考える,think
1083,glauben::V,信じる,believe
1084,bemerken::V,気が付く,notice
1085,erkennen::V,認識する,recognize
1086,begreifen::V,分かる,grasp
1087,verstehen::V,聞き取る,understand
1088,lernen::V,学ぶ,learn
1089,lernen::V,勉強する,learn
1090,wissen::V,知っている,know
1091,sich erinnern an::V,思い出す,remember
1092,vergessen::V,忘れる,forget
1093,messen::V,計る,measure
1094,messen::V,測定する,measure
1095,zählen::V,数える,count
1096,rechnen::V,計算する,calculate
1097,lesen::V,読む,read
1098,malen::V,描く,paint
1099,zeichnen::V,写生する,draw
1100,schreiben::V,書く,write
1101,besitzen::V,所持する,own
1102,kaufen::V,買う,buy
1103,verkaufen::V,売る,sell
1104,bezahlen::V,払う,pay for
1105,zahlen::V,支払う,pay
1106,beherrschen::V,支配する,rule
1107,ertragen::V,耐える,endure
