,Concept_ID,zh,tr
269,Märchen::N,童话,masal
270,Erzählung::N,故事,öykü
271,Erzählung::N,故事,hikâye
272,Nachricht::N,消息,haber
273,Neuigkeit::N,新闻,haber
274,Name::N,名字,ad
275,Name::N,名字,isim
276,Rätsel::N,谜语,bilmece
277,Rede::N,讲话,söylev
278,Rede::N,讲话,konuşma
279,Sprache::N,语言,dil
280,Sprache::N,语言,lisan
281,Stimme::N,声音,ses
282,Wort::N,词,kelime
283,Zeichen::N,标记,işaret
284,Ruf::N,呼喊,çağırma
285,Lärm::N,噪音,şamata
286,Lärm::N,噪音,gürültü
287,Laut::N,响声,ses
288,Ton::N,声音,ses
289,Lied::N,歌曲,türkü
290,Ruhe::N,安静,sakinlik
291,Leute::N,人们,halk
292,Leute::N,人们,insanlar
293,Volk::N,人民,ulus
294,Volk::N,人民,millet
295,Arbeit::N,劳动,iş
296,Arbeit::N,劳动,çalışma
297,Gast::N,客人,konuk
298,Gast::N,客人,misafir
299,Geschenk::N,礼物,hediye
300,Geschenk::N,礼物,armağan
301,Spiel::N,游戏,oyun
302,Gesellschaft::N,陪同,çevre
303,Gesellschaft::N,陪同,arkadaşlık
304,Hilfe::N,帮助,yardım
305,Freund::N,朋友,dost
306,Freund::N,朋友,arkadaş
307,Kamerad::N,同志,arkadaş
308,Angelegenheit::N,事情,iş
309,Angelegenheit::N,事情,husus
310,Anzahl::N,数目,sayı
311,Art::N,种类,çeşit
312,Stück::N,块,tane
313,Stück::N,块,parça
314,Teil::N,部分,kısım
315,Hälfte::N,一半,yarı
316,Kreis::N,圆,daire
317,Kreuz::N,十字架,haç
318,Linie::N,线条,hat
319,Linie::N,线条,çizgi
320,Strich::N,划,çizgi
321,Abstand::N,距离,aralık
322,Entfernung::N,距离,mesafe
323,Entfernung::N,距离,uzaklık
324,Gegend::N,地区,yöre
325,Platz::N,场所,yer
326,Ort::N,地点,yer
327,Seite::N,面,yan
328,Seite::N,面,taraf
329,Mitte::N,中间,orta
330,Mitte::N,中间,merkez
331,Gegenstand::N,物品,şey
332,Sache::N,物,iş
333,Sache::N,物,şey
334,Rand::N,边,kenar
335,Kante::N,棱,kenar
336,Ecke::N,角,köşe
337,Spitze::N,尖,uç
338,Spitze::N,尖,baş
339,Ende::N,结尾,uç
340,Loch::N,洞,oyuk
341,Loch::N,洞,delik
342,Winkel::N,角度,köşe
343,Muster::N,模型,örnek
344,Größe::N,大小,büyüklük
345,Länge::N,长度,uzunluk
346,Höhe::N,高度,yükseklik
347,Gewicht::N,重量,ağırlık
348,Menge::N,数量,miktar
349,Haufen::N,堆,küme
350,Haufen::N,堆,yığın
351,Reihe::N,行,sıra
352,Boot::N,小船,kayık
353,Boot::N,小船,sandal
354,Ruder::N,奖,kürek
355,Schlitten::N,雪橇,kızak
356,Ski::N,雪板,kayak
357,Lagerfeuer::N,营火,kamp ateşi
358,Last::N,负担,yük
359,Gang::N,行走,gidiş
360,Gang::N,行走,yürüyüş
361,Schritt::N,步伐,adım
362,Norden::N,北,kuzey
363,Süden::N,南,güney
364,Westen::N,西,batı
365,Osten::N,东,doğu
366,Holz::N,木材,ağaç
367,Holz::N,木材,tahta
368,Brett::N,木板,tahta
369,Platte::N,平板,levha
370,Stütze::N,支架,dayak
371,Stütze::N,支架,destek
372,Stange::N,杆,çubuk
373,Stock::N,棒,sopa
374,Stock::N,棒,değnek
375,Stab::N,棍,sırık
376,Stab::N,棍,baston
377,Rohr::N,管子,boru
378,Haus::N,房屋,ev
379,Heim::N,家,ev
380,Heim::N,家,yurt
381,Ofen::N,炉子,soba
382,Fußboden::N,地板,taban
383,Fußboden::N,地板,döşeme
384,Tisch::N,桌子,masa
385,Stuhl::N,椅子,iskemle
386,Stuhl::N,椅子,sandalye
387,Wiege::N,摇蓝,beşik
388,Bett::N,床,yatak
389,Regal::N,架子,raf
390,Kiste::N,箱子,sandık
391,Fenster::N,窗户,pencere
392,Tür::N,门,kapı
393,Tor::N,大门,kapı
394,Zaun::N,篱笆,çit
395,Dach::N,屋顶,dam
396,Dach::N,屋顶,çatı
397,Leiter::N,梯子,merdiven
398,Besen::N,扫帚,süpürge
399,Spaten::N,铁锹,bel
400,Schaufel::N,铁锹,kürek
401,Gabel::N,叉,çatal
402,Löffel::N,食匙,kaşık
403,Messer::N,刀,bıçak
404,Nagel::N,钉子,çivi
405,Netz::N,网,ağ
406,Haken::N,钩子,çengel
407,Griff::N,把柄,kulp
408,Griff::N,把柄,tutamak
409,Schloss::N,锁,kilit
410,Bild::N,图画,imaj
411,Bild::N,图画,resim
412,Figur::N,人像,şekil
413,Figur::N,人像,heykel
414,Puppe::N,娃娃,kukla
415,Beutel::N,袋子,kese
416,Beutel::N,袋子,torba
417,Bündel::N,捆,deste
418,Tasche::N,手提包,çanta
419,Eimer::N,桶,kova
420,Deckel::N,盖子,kapak
421,Geschirr::N,餐具,kap kacak
422,Sack::N,袋子,torba
423,Tasse::N,杯子,fincan
424,Topf::N,锅,tencere
425,Kessel::N,水壶,kazan
426,Essen::N,进餐,yemek
427,Nahrung::N,食物,gıda
428,Nahrung::N,食物,besin
429,Speise::N,菜肴,yemek
430,Fleisch::N,肉,et
431,Getreide::N,谷物,tahıl
432,Getreide::N,谷物,hububat
433,Brei::N,粥,ezme
434,Brot::N,面包,ekmek
435,Scheibe::N,片,dilim
436,Fett::N,脂肪,yağ
437,Butter::N,黄油,tereyağı
438,Öl::N,油,yağ
439,Öl::N,油,akar yağ
440,Salz::N,盐,tuz
441,Suppe::N,汤,çorba
442,Honig::N,蜂蜜,bal
443,Milch::N,奶,süt
444,Tee::N,茶,çay
445,Leder::N,皮革,deri
446,Leder::N,皮革,meşin
447,Wolle::N,毛线,yün
448,Stoff::N,织物,kumaş
449,Nadel::N,针,iğne
450,Faden::N,线,tire
451,Faden::N,线,iplik
452,Knopf::N,纽扣,düğme
453,Knoten::N,结,düğüm
454,Farbe::N,颜色,boya
455,Kleidung::N,衣服,giyim
456,Hemd::N,衬衫,gömlek
457,Kragen::N,领子,yaka
458,Ärmel::N,袖子,yen
459,Ärmel::N,袖子,elbise kolu
460,Hose::N,裤子,pantolon
461,Gürtel::N,腰带,kuşak
462,Mütze::N,帽子,bere
463,Mütze::N,帽子,kasket
464,Schuh::N,鞋,kundura
465,Schuh::N,鞋,ayakkabı
466,Stiefel::N,靴子,çizme
467,Ring::N,戒指,yüzük
468,Band::N,带子,bağ
469,Band::N,带子,şerit
470,Kamm::N,梳子,tarak
471,Spiegel::N,镜子,ayna
472,Riemen::N,皮带,kayış
473,Schnur::N,绳子,ip
474,Schnur::N,绳子,sicim
475,Leine::N,皮带,kayış
476,Decke::N,被子,örtü
477,Decke::N,被子,yorgan
478,Kissen::N,软垫,yastık
479,Tuch::N,巾,bez
480,Handtuch::N,手巾,havlu
481,Kraft::N,力,güç
482,Kraft::N,力,kuvvet
483,Stärke::N,力量,kuvvet
484,Gesundheit::N,健康,sağlık
485,Krankheit::N,病,hastalık
486,Schmerz::N,痛,ağrı
487,Schmerz::N,痛,sancı
488,Wunde::N,伤口,yara
489,Fieber::N,发烧,ateş
490,Arznei::N,药,ilâç
491,Brücke::N,桥,köprü
492,Brunnen::N,井,kuyu
493,Brunnen::N,井,çeşme
494,Weide::N,牧场,otlak
495,Pfad::N,小路,patika
496,Pfad::N,小路,keçiyolu
497,Weg::N,路,yol
498,Straße::N,街,yol
499,Straße::N,街,cadde
500,Dorf::N,村庄,köy
501,Stadt::N,城市,kent
502,Stadt::N,城市,şehir
503,Brief::N,信,mektup
504,Buch::N,书,kitap
505,Buchstabe::N,字母,harf
506,Zeitung::N,报纸,gazete
507,Leben::N,生命,hayat
508,Tod::N,死亡,ölüm
509,Grab::N,坟墓,kabir
510,Kirche::N,教堂,kilise
511,Sünde::N,罪,günah
512,Gott::N,上帝,tanrı
513,Arbeiter::N,工人,işçi
514,Chef::N,上司,şef
515,Chef::N,上司,müdür
516,Meister::N,师傅,usta
517,Arzt::N,医生,hekim
518,Arzt::N,医生,doktor
519,Lehrer::N,教师,hoca
520,Lehrer::N,教师,öğretmen
521,Geld::N,钱,para
522,Geschäft::N,交易,ticaret
523,Laden::N,商店,dükkân
524,Preis::N,价格,fiyat
525,Ware::N,商品,mal
526,Nutzen::N,好处,fayda
527,Reichtum::N,财富,servet
528,Reichtum::N,财富,zenginlik
529,Welt::N,世界,dünya
530,Land::N,国家,ülke
531,Staat::N,国家,devlet
532,König::N,国王,kral
533,Macht::N,权力,kudret
534,Macht::N,权力,iktidar
535,Grenze::N,边界,had
536,Grenze::N,边界,sınır
537,Krieg::N,战争,savaş
538,Feind::N,敌人,düşman
539,Gewalt::N,暴力,zor
540,Gewalt::N,暴力,cebir
541,Kampf::N,战斗,savaş
542,Bogen[Waffe]::N,弓,yay
543,Pfeil::N,箭,ok
544,Gewehr::N,枪,tüfek
545,Fehler::N,错误,hata
546,Fehler::N,错误,yanlış
547,Lüge::N,谎话,yalan
548,Schaden::N,损失,zarar
549,Unglück::N,不幸,felâket
550,Unglück::N,不幸,talihsizlik
551,Schuld::N,过错,suç
552,Schuld::N,过错,kabahat
553,Alter::N,年龄,yaş
554,Schluss::N,结束,son
555,Zeit::N,时间,zaman
556,Tag::N,天,gün
557,Morgen::N,早晨,sabah
558,Mittag::N,中午,öğle
559,Abend::N,晚上,akşam
560,Nacht::N,夜,gece
561,Woche::N,星期,hafta
562,Monat::N,月,ay
563,Jahr::N,年,yıl
564,Jahr::N,年,sene
565,Frühling::N,春天,ilkbahar
566,Sommer::N,夏天,yaz
567,Herbst::N,秋天,güz
568,Herbst::N,秋天,sonbahar
569,Winter::N,冬天,kış
570,Januar::N,一月,ocak
571,Februar::N,二月,şubat
572,März::N,三月,mart
573,April::N,四月,nisan
574,Mai::N,五月,mayıs
575,Juni::N,六月,haziran
576,Juli::N,七月,temmuz
577,August::N,八月,ağustos
578,September::N,九月,eylül
579,Oktober::N,十月,ekim
580,November::N,十一月,kasım
581,Dezember::N,十二月,aralık
582,Montag::N,星期一,pazartesi
583,Dienstag::N,星期二,salı
584,Mittwoch::N,星期三,çarşamba
585,Donnerstag::N,星期四,perşembe
586,Freitag::N,星期五,cuma
587,Samstag::N,星期六,cumartesi
588,Sonntag::N,星期日,pazar
589,groß::A,大,büyük
590,klein::A,小,ufak
591,klein::A,小,küçük
592,lang::A,长,uzun
593,kurz::A,短,kısa
594,breit::A,宽,enli
595,breit::A,宽,geniş
596,schmal::A,细长的,dar
597,dicht::A,密,sık
598,dicht::A,密,yoğun
599,dick[Gegenstand]::A,厚,kalın
600,dick[Gegenstand]::A,厚,iri
601,dünn::A,薄,ince
602,fein::A,细小,ince
603,fein::A,细小,narin
604,fest::A,固体,sabit
605,fest::A,固体,sağlam
606,flach::A,平坦,düz
607,flach::A,平坦,yassı
608,glatt::A,光滑,düz
609,hart::A,硬,katı
610,weich::A,软,yumuşak
611,rund::A,圆,yuvarlak
612,spitz::A,尖,sivri
613,scharf::A,锋利,keskin
614,stumpf::A,钝,kör
615,schwer::A,重,ağır
616,schön::A,美丽,güzel
617,heiß::A,烫,kızgın
618,warm::A,暖和,sıcak
619,kalt::A,冷,soğuk
620,kühl::A,凉,serin
621,frisch::A,新鲜,taze
622,feucht::A,潮湿,nemli
623,feucht::A,潮湿,rutubetli
624,nass::A,湿,yaş
625,nass::A,湿,ıslak
626,trocken::A,干,kuru
627,voll::A,满,dolu
628,voll::A,满,dolmuş
629,leer::A,空,boş
630,offen::A,敞开,açık
631,geschlossen::A,关闭,kapalı
632,sauber::A,干净,pak
633,sauber::A,干净,temiz
634,schmutzig::A,肮脏,pis
635,schmutzig::A,肮脏,kirli
636,roh::A,生,çiğ
637,reif::A,成熟,olgun
638,lecker::A,好吃,lezzetli
639,süß::A,甜,tatlı
640,süß::A,甜,şekerli
641,bitter::A,苦,acı
642,sauer::A,酸,ekşi
643,hell::A,亮,aydınlık
644,dunkel::A,阴暗,karanlık
645,schwarz::A,黑,kara
646,schwarz::A,黑,siyah
647,weiß::A,白,ak
648,weiß::A,白,beyaz
649,rot::A,红,kırmızı
650,gelb::A,黄,sarı
651,blau::A,蓝,mavi
652,grün::A,绿,yeşil
653,grau::A,灰色,boz
654,bunt::A,五彩,renkli
655,billig::A,便宜,ucuz
656,teuer::A,贵,pahalı
657,wertvoll::A,贵重,değerli
658,blind::A,瞎,kör
659,taub::A,聋,sağır
660,kräftig::A,强壮,dinç
661,kräftig::A,强壮,kuvvetli
662,stark::A,强壮,güçlü
663,stark::A,强壮,kuvvetli
664,schwach::A,弱,zayıf
665,schwach::A,弱,güçsüz
666,fett::A,胖,şişman
667,schlank::A,苗条,narin
668,hübsch::A,漂亮,güzel
669,hübsch::A,漂亮,sevimli
670,böse::A,邪恶,kötü
671,dumm::A,笨,aptal
672,faul::A,懒惰,tembel
673,fleißig::A,勤奋,çalışkan
674,geizig::A,吝啬,cimri
675,klug::A,聪明,zekî
676,klug::A,聪明,akıllı
677,geschickt::A,灵巧,becerikli
678,lieb::A,可爱,sevimli
679,lustig::A,快乐,neşeli
680,sanft::A,柔和,nazik
681,hungrig::A,饥饿,aç
682,krank::A,患病,hasta
683,krank::A,患病,rahatsız
684,nackt::A,裸体,çıplak
685,traurig::A,悲哀,kederli
686,traurig::A,悲哀,üzüntülü
687,lebendig::A,活,canlı
688,gut::A,好,iyi
689,schlecht::A,坏,kötü
690,richtig::A,正确,doğru
691,schlimm::A,糟糕,kötü
692,wahr::A,真,doğru
693,wahr::A,真,gerçek
694,alt::A,旧,eski
695,neu::A,新,yeni
696,ehemalig::A,以前,önceki
697,alt[Lebewesen]::A,老,yaşlı
698,jung::A,年轻,genç
699,arm::A,贫穷,fakir
700,reich::A,富裕,zengin
701,bekannt::A,出名,bilinen
702,berühmt::A,著名,ünlü
703,berühmt::A,著名,meşhur
704,fremd::A,陌生,yabancı
705,verschieden::A,不同,ayrı
706,verschieden::A,不同,farklı
707,nah::A,近,yakın
708,nah::A,近,bitişik
709,fern::A,遥远,uzak
710,linker::A,左,sol
711,rechter::A,右,sağ
712,anderer::A,别的,diğer
713,erster::A,第一,ilk
714,erster::A,第一,birinci
715,zweiter::A,第二,ikinci
716,dritter::A,第三,üçüncü
717,letzter::A,最后,son
718,letzter::A,最后,sonuncu
719,allein::ADV,单独,yalnız
720,allein::ADV,单独,tek başına
721,auf einmal::ADV,同时,birden
722,zusammen::ADV,一起,beraber
723,zusammen::ADV,一起,birlikte
724,lange::ADV,许久,çok
725,lange::ADV,许久,uzun
726,plötzlich::ADV,忽然,ansızın
727,plötzlich::ADV,忽然,birdenbire
728,sofort::ADV,立刻,hemen
729,sofort::ADV,立刻,derhal
730,später::ADV,以后,daha sonra
731,jetzt::ADV,现在,şimdi
732,heute::ADV,今天,bugün
733,morgen::ADV,明天,yarın
734,bald::ADV,即将,yakında
735,dann::ADV,然后,sonra
736,gestern::ADV,昨天,dün
737,einst::ADV,曾经,eskiden
738,damals::ADV,当时,o zamanlar
739,danach::ADV,随后,sonradan
740,danach::ADV,随后,ondan sonra
741,vorher::ADV,事先,önce
742,vorher::ADV,事先,önceden
743,zuerst::ADV,首先,ilk önce
744,einmal::ADV,一次,bir defa
745,manchmal::ADV,有时,bazan
746,oft::ADV,时常,sık sık
747,oft::ADV,时常,çok defa
748,immer::ADV,总是,daima
749,immer::ADV,总是,her zaman
750,niemals::ADV,从未,asla değil
751,niemals::ADV,从未,hiçbir zaman
752,hier::ADV,这里,burada
753,hierhin::ADV,到这里,buraya
754,von hier::ADV,由此,buradan
755,dort::ADV,那里,orada
756,dort::ADV,那里,şurada
757,dorthin::ADV,到那里,oraya
758,dorthin::ADV,到那里,şuraya
759,geradeaus::ADV,一直往前,doğru
760,vorwärts::ADV,向前,ileri
761,rückwärts::ADV,向后,geri
762,zurück::ADV,退后,geriye
763,unten::ADV,下面,aşağıda
764,hinab::ADV,向下,aşağıya
765,oben::ADV,上面,yukarıda
766,hinauf::ADV,向上,yukarı
767,hinauf::ADV,向上,yukarıya
768,überall::ADV,到处,her yerde
769,nicht::ADV,不,-mi-
770,nicht::ADV,不,değil
771,ein wenig::ADV,一点儿,biraz
772,kaum::ADV,几乎不,dar
773,kaum::ADV,几乎不,hemen hemen değil
774,sehr::ADV,很,pek
775,sehr::ADV,很,gayet
776,so::ADV,如此,öyle
777,so::ADV,如此,böyle
778,noch::ADV,还,hâlâ
779,noch::ADV,还,henüz
780,nur::ADV,只,ancak
781,nur::ADV,只,yalnız
782,schon::ADV,已经,çoktan
783,wieder::ADV,又,tekrar
784,wieder::ADV,又,yeniden
785,vor::PRP,在...面前,önünde
786,hinter::PRP,在...背后,arkasında
787,unter::PRP,在...下面,altında
788,durch::PRP,穿过,sayesinde
789,durch::PRP,穿过,ortasından
790,neben::PRP,在...旁,yanında
791,zwischen::PRP,在...之间,arasında
792,wegen::PRP,由于,dolayı
793,dies::PRN,这,bu
794,das::PRN,那,o
795,das::PRN,那,şu
796,alles::PRN,一切,hepsi
797,alles::PRN,一切,her şey
798,ich::PRN,我,ben
799,du::PRN,你,sen
800,er::PRN,他,o
801,wir::PRN,我们,biz
802,ihr::PRN,你们,siz
803,sie::PRN,她,onlar
804,was::FPRN,什么,ne
805,wer::FPRN,谁,kim
806,wo::FADV,哪里,nerede
807,wohin::FADV,去哪里,nereye
808,wie::FADV,怎么,nasıl
809,warum::FADV,为什么,neden
810,wieviel::FNUM,多少,kaç
811,wieviel::FNUM,多少,ne kadar
812,eins::NUM,一,bir
813,zwei::NUM,二,iki
814,drei::NUM,三,üç
815,vier::NUM,四,dört
816,fünf::NUM,五,beş
817,sechs::NUM,六,altı
818,sieben::NUM,七,yedi
819,acht::NUM,八,sekiz
820,neun::NUM,九,dokuz
821,zehn::NUM,十,on
822,elf::NUM,十一,on bir
823,zwölf::NUM,十二,on iki
824,zwanzig::NUM,二十,yirmi
825,dreißig::NUM,三十,otuz
826,vierzig::NUM,四十,kırk
827,fünfzig::NUM,五十,elli
828,sechzig::NUM,六十,altmış
829,siebzig::NUM,七十,yetmiş
830,achtzig::NUM,八十,seksen
831,neunzig::NUM,九十,doksan
832,hundert::NUM,百,yüz
833,tausend::NUM,千,bin
834,und::CNJ,和,ve
835,und::CNJ,和,ile
836,oder::CNJ,或者,ya
837,oder::CNJ,或者,yahut
838,stehen::V,站,durmak
839,sitzen::V,坐,oturmak
840,liegen::V,躺着,yatmak
841,hängen::V,挂着,asılı olmak
842,werden::V,成为,olmak
843,werden::V,成为,olunmak
844,passieren::V,发生,olmak
845,beginnen::V,开始,başlamak
846,enden::V,终止,bitmek
847,enden::V,终止,sona ermek
848,wechseln::V,变迁,değişmek
849,aufgehen[Sonne]::V,升起,doğmak
850,untergehen[Sonne]::V,下落,batmak
