,Concept_ID,lt,tr
93,Regen::N,lietus,yağmur
94,Schnee::N,sniegas,kar
95,Eis::N,ledas,buz
96,Frost::N,šalna,don
97,Kälte::N,šaltis,soğukluk
98,Hitze::N,karštis,sıcaklık
99,Raureif::N,šerkšnas,kırç
100,Regenbogen::N,vaivorykštė,gökkuşağı
101,Donner::N,perkūnas,gök gürlemesi
102,Donner::N,griaustinis,gök gürlemesi
103,Strömung::N,tėkmė,akıntı
104,Strömung::N,tėkmė,cereyan
105,Tropfen::N,lašas,damla
106,Schaum::N,putos,köpük
107,Schmutz::N,purvas,çamur
108,Schmutz::N,purvas,pislik
109,See::N,ežeras,göl
110,Sumpf::N,klampynė,batak
111,Sumpf::N,liūnas,batak
112,Moor::N,pelkė,cılgıt
113,Wiese::N,pieva,çimen
114,Wald::N,miškas,koru
115,Wald::N,miškas,orman
116,Hügel::N,kalva,tepe
117,Anhöhe::N,kauburys,tümsek
118,Anhöhe::N,kauburys,yükseklik
119,Berg::N,kalnas,dağ
120,Gipfel::N,viršūnė,zirve
121,Höhle::N,ola,in
122,Höhle::N,ola,mağara
123,Abhang::N,šlaitas,bayır
124,Abhang::N,nuokalnė,bayır
125,Quelle::N,versmė,pınar
126,Quelle::N,versmė,kaynak
127,Quelle::N,šaltinis,pınar
128,Quelle::N,šaltinis,kaynak
129,Bach::N,upelis,çay
130,Bach::N,upelis,dere
131,Fluss::N,upė,nehir
132,Ufer::N,krantas,kıyı
133,Ufer::N,krantas,sahil
134,Küste::N,pajūris,kıyı
135,Küste::N,pajūris,sahil
136,Festland::N,sausuma,kara
137,Meer::N,jūra,deniz
138,Bucht::N,įlanka,koy
139,Bucht::N,įlanka,körfez
140,Bucht::N,užutekis,koy
141,Bucht::N,užutekis,körfez
142,Insel::N,sala,ada
143,Blume::N,gėlė,çiçek
144,Gras::N,žolė,ot
145,Gras::N,žolė,çim
146,Wurzel::N,šaknis,kök
147,Baum::N,medis,ağaç
148,Stamm::N,kamienas,gövde
149,Rinde::N,žievė,kabuk
150,Ast::N,šaka,dal
151,Ast::N,šaka,budak
152,Zweig::N,šakelė,dal
153,Blatt::N,lapas,yaprak
154,Birke::N,beržas,huş
155,Kiefer[Baum]::N,pušis,çam
156,Weide[Baum]::N,karklas,söğüt
157,Tanne::N,eglė,çam
158,Tanne::N,eglė,köknar
159,Tanne::N,kėnis,çam
160,Tanne::N,kėnis,köknar
161,Horn::N,ragas,boynuz
162,Feder::N,plunksna,tüy
163,Fell::N,kailis,post
164,Flügel::N,sparnas,kanat
165,Klaue::N,kanopa,pençe
166,Kralle::N,nagas,tırnak
167,Schwanz::N,uodega,kuyruk
168,Ei::N,kiaušinis,yumurta
169,Nest::N,gūžta,yuva
170,Nest::N,lizdas,yuva
171,Bau::N,ola,in
172,Tier::N,gyvūnas,hayvan
173,Herde::N,banda,sürü
174,Herde::N,kaimenė,sürü
175,Kuh::N,karvė,inek
176,Bulle::N,bulius,boğa
177,Pferd::N,arklys,at
178,Pferd::N,arklys,beygir
179,Schaf::N,avis,koyun
180,Schwein::N,kiaulė,domuz
181,Hund::N,šuo,it
182,Hund::N,šuo,köpek
183,Katze::N,katė,kedi
184,Bär::N,lokys,ayı
185,Eichhörnchen::N,voveraitė,sincap
186,Elch::N,briedis,büyük kuzey geyiği
187,Fuchs::N,lapė,tilki
188,Hase::N,kiškas,tavşan
189,Maus::N,pelė,fare
190,Maus::N,pelė,sıçan
191,Wolf::N,vilkas,kurt
192,Vogel::N,paukštis,kuş
193,Schwarm::N,spiečius,sürü
194,Huhn::N,višta,tavuk
195,Hahn::N,gaidys,horoz
196,Gans::N,žąsis,kaz
197,Adler::N,erelis,kartal
198,Adler::N,erelis,karakuş
199,Ente::N,antis,ördek
200,Eule::N,pelėda,baykuş
201,Kranich::N,gervė,turna
202,Krähe::N,varna,karga
203,Kuckuck::N,gegužė,guguk
204,Schwan::N,gulbė,kuğu
205,Fisch::N,žuvis,balık
206,Barsch::N,ešerys,hani
207,Barsch::N,ešerys,levrek
208,Hecht::N,lydeka,turnabalığı
209,Schlange[Tier]::N,gyvatė,yılan
210,Wurm::N,kirmėlė,kurt
211,Wurm::N,kirmėlė,solucan
212,Spinne::N,voras,örümcek
213,Ameise::N,skruzdė,karınca
214,Laus::N,utėlė,bit
215,Mücke::N,uodas,sivrisinek
216,Fliege::N,musė,sinek
217,Schmetterling::N,drugys,kelebek
218,Schmetterling::N,peteliškė,kelebek
219,Beere::N,uoga,tane
220,Apfel::N,obuolys,elma
221,Pilz::N,grybas,mantar
222,Zwiebel::N,svogūnas,soğan
223,Saat::N,sėkla,ekin
224,Korn::N,grūdai,tane
225,Heu::N,šienas,kuru ot
226,Schale::N,žievelė,kabuk
227,Grube::N,duobė,çukur
228,Falle::N,pinklės,tuzak
229,Falle::N,žabangai,tuzak
230,Schlinge::N,kilpa,ilmik
231,Spur::N,vėžė,iz
232,Spur::N,pėdos,iz
233,Spur::N,pėdsakas,iz
234,Asche::N,pelenai,kül
235,Dreck::N,purvas,pislik
236,Eisen::N,geležis,demir
237,Gold::N,auksas,altın
238,Silber::N,sidabras,gümüş
239,Kohle::N,anglis,kömür
240,Glas::N,stiklas,cam
241,Lehm::N,molis,balçık
242,Sand::N,smėlis,kum
243,Mensch::N,žmogus,insan
244,Mann::N,vyras,adam
245,Mann::N,vyras,erkek
246,Mann::N,vyriškis,adam
247,Mann::N,vyriškis,erkek
248,Frau::N,moteris,bayan
249,Kind::N,vaikas,çocuk
250,Junge::N,vaikinas,erkek çocuk
251,Junge::N,berniukas,erkek çocuk
252,Mädchen::N,mergytė,kız
253,Mädchen::N,mergaitė,kız
254,Familie::N,šeima,aile
255,Großvater::N,senelis,dede
256,Großvater::N,senelis,büyükbaba
257,Großmutter::N,senelė,nine
258,Großmutter::N,senelė,büyükanne
259,Eltern::N,tėvai,ebeveyn
260,Eltern::N,tėvai,ana baba
261,Vater::N,tėvas,ata
262,Vater::N,tėvas,baba
263,Mutter::N,motina,ana
264,Mutter::N,motina,anne
265,Sohn::N,sūnus,oğul
266,Tochter::N,duktė,kız
267,Tochter::N,duktė,kız evlât
268,Bruder::N,brolis,abi
269,Bruder::N,brolis,erkek kardeş
270,Schwester::N,sesuo,abla
271,Schwester::N,sesuo,kız kardeş
272,Onkel::N,dėdė,dayı
273,Tante::N,teta,hala
274,Tante::N,teta,teyze
275,Ehemann::N,vyras,koca
276,Ehefrau::N,žmona,karı
277,Freude::N,džiaugsmas,neşe
278,Freude::N,džiaugsmas,sevinç
279,Gelächter::N,juokas,gülme
280,Gelächter::N,juokas,kahkaha
281,Glück::N,laimė,mutluluk
282,Kummer::N,vargas,dert
283,Kummer::N,vargas,keder
284,Kummer::N,rūpestis,dert
285,Kummer::N,rūpestis,keder
286,Wunsch::N,troškimas,arzu
287,Wunsch::N,troškimas,istek
288,Wunsch::N,pageidavimas,arzu
289,Wunsch::N,pageidavimas,istek
290,Lust::N,noras,arzu
291,Lust::N,noras,heves
292,Lust::N,geidulys,arzu
293,Lust::N,geidulys,heves
294,Geist::N,dvasia,tin
295,Gedanke::N,mintis,fikir
296,Gedanke::N,mintis,düşünce
297,Gedächtnis::N,atmintis,bellek
298,Verstand::N,protas,zekâ
299,Sinn::N,prasmė,anlam
300,Grund::N,priežastis,sebep
301,Wahrheit::N,tiesa,doğruluk
302,Wahrheit::N,tiesa,gerçeklik
303,Wahrheit::N,teisybė,doğruluk
304,Wahrheit::N,teisybė,gerçeklik
305,Gespräch::N,pokalbis,görüşme
306,Märchen::N,pasaka,masal
307,Erzählung::N,apsakymas,öykü
308,Erzählung::N,apsakymas,hikâye
309,Erzählung::N,pasakojimas,öykü
310,Erzählung::N,pasakojimas,hikâye
311,Nachricht::N,žinia,haber
312,Neuigkeit::N,naujiena,haber
313,Name::N,vardas,ad
314,Name::N,vardas,isim
315,Rätsel::N,mįslė,bilmece
316,Rede::N,kalba,söylev
317,Rede::N,kalba,konuşma
318,Sprache::N,kalba,dil
319,Sprache::N,kalba,lisan
320,Stimme::N,balsas,ses
321,Wort::N,žodis,kelime
322,Zeichen::N,žymė,işaret
323,Zeichen::N,ženklas,işaret
324,Ruf::N,šauksmas,çağırma
325,Lärm::N,triukšmas,şamata
326,Lärm::N,triukšmas,gürültü
327,Laut::N,garsas,ses
328,Ton::N,tonas,ses
329,Ton::N,garsas,ses
330,Lied::N,daina,türkü
331,Lied::N,giesmė,türkü
332,Ruhe::N,ramybė,sakinlik
333,Ruhe::N,ramumas,sakinlik
334,Leute::N,žmonės,halk
335,Leute::N,žmonės,insanlar
336,Volk::N,tauta,ulus
337,Volk::N,tauta,millet
338,Arbeit::N,darbas,iş
339,Arbeit::N,darbas,çalışma
340,Arbeit::N,triūsas,iş
341,Arbeit::N,triūsas,çalışma
342,Gast::N,svečias,konuk
343,Gast::N,svečias,misafir
344,Geschenk::N,dovana,hediye
345,Geschenk::N,dovana,armağan
346,Spiel::N,žaismas,oyun
347,Spiel::N,žaidimas,oyun
348,Gesellschaft::N,draugija,çevre
349,Gesellschaft::N,draugija,arkadaşlık
350,Gesellschaft::N,kompanija,çevre
351,Gesellschaft::N,kompanija,arkadaşlık
352,Hilfe::N,pagalba,yardım
353,Freund::N,draugas,dost
354,Freund::N,draugas,arkadaş
355,Freund::N,bičiulis,dost
356,Freund::N,bičiulis,arkadaş
357,Kamerad::N,draugas,arkadaş
358,Angelegenheit::N,dalykas,iş
359,Angelegenheit::N,dalykas,husus
360,Angelegenheit::N,reikalas,iş
361,Angelegenheit::N,reikalas,husus
362,Anzahl::N,kiekis,sayı
363,Anzahl::N,skaičius,sayı
364,Art::N,rūšis,çeşit
365,Stück::N,gabalas,tane
366,Stück::N,gabalas,parça
367,Teil::N,dalis,kısım
368,Hälfte::N,pusė,yarı
369,Kreis::N,ratas,daire
370,Kreis::N,apskritis,daire
371,Kreis::N,apskritimas,daire
372,Kreuz::N,kryžius,haç
373,Linie::N,linija,hat
374,Linie::N,linija,çizgi
375,Strich::N,brėžis,çizgi
376,Strich::N,brūkšnys,çizgi
377,Abstand::N,atstumas,aralık
378,Entfernung::N,atstumas,mesafe
379,Entfernung::N,atstumas,uzaklık
380,Gegend::N,vietovė,yöre
381,Platz::N,vieta,yer
382,Ort::N,vieta,yer
383,Ort::N,vietovė,yer
384,Seite::N,pusė,yan
385,Seite::N,pusė,taraf
386,Seite::N,šonas,yan
387,Seite::N,šonas,taraf
388,Mitte::N,vidurys,orta
389,Mitte::N,vidurys,merkez
390,Gegenstand::N,dalykas,şey
391,Sache::N,daiktas,iş
392,Sache::N,daiktas,şey
393,Rand::N,kraštas,kenar
394,Rand::N,pakraštys,kenar
395,Kante::N,kraštas,kenar
396,Ecke::N,kertė,köşe
397,Ecke::N,kampas,köşe
398,Spitze::N,priekis,uç
399,Spitze::N,priekis,baş
400,Spitze::N,priešakys,uç
401,Spitze::N,priešakys,baş
402,Ende::N,galas,uç
403,Loch::N,skylė,oyuk
404,Loch::N,skylė,delik
405,Winkel::N,kampas,köşe
406,Winkel::N,kampelis,köşe
407,Muster::N,raštas,örnek
408,Größe::N,dydis,büyüklük
409,Größe::N,didumas,büyüklük
410,Länge::N,ilgis,uzunluk
411,Länge::N,ilgumas,uzunluk
412,Höhe::N,aukštis,yükseklik
413,Höhe::N,aukštuma,yükseklik
414,Gewicht::N,svoris,ağırlık
415,Gewicht::N,svarstis,ağırlık
416,Menge::N,kiekis,miktar
417,Menge::N,daugybė,miktar
418,Haufen::N,krūva,küme
419,Haufen::N,krūva,yığın
420,Haufen::N,šūsnis,küme
421,Haufen::N,šūsnis,yığın
422,Reihe::N,greta,sıra
423,Boot::N,valtis,kayık
424,Boot::N,valtis,sandal
425,Boot::N,laivelis,kayık
426,Boot::N,laivelis,sandal
427,Ruder::N,irklas,kürek
428,Schlitten::N,rogės,kızak
429,Schlitten::N,rogutės,kızak
430,Ski::N,slidė,kayak
431,Lagerfeuer::N,laužas,kamp ateşi
432,Last::N,našta,yük
433,Last::N,nešulys,yük
434,Gang::N,eisena,gidiş
435,Gang::N,eisena,yürüyüş
436,Schritt::N,žingsnis,adım
437,Norden::N,šiaurė,kuzey
438,Norden::N,žiemiai,kuzey
439,Süden::N,pietūs,güney
440,Westen::N,vakarai,batı
441,Osten::N,rytai,doğu
442,Holz::N,mediena,ağaç
443,Holz::N,mediena,tahta
444,Brett::N,lenta,tahta
445,Platte::N,plokštė,levha
446,Stütze::N,atrama,dayak
447,Stütze::N,atrama,destek
448,Stütze::N,atspara,dayak
449,Stütze::N,atspara,destek
450,Stange::N,lazda,çubuk
451,Stange::N,kartis,çubuk
452,Stock::N,lazda,sopa
453,Stock::N,lazda,değnek
454,Stab::N,kartis,sırık
455,Stab::N,kartis,baston
456,Rohr::N,vamzdis,boru
457,Haus::N,namas,ev
458,Heim::N,namai,ev
459,Heim::N,namai,yurt
460,Ofen::N,krosnis,soba
461,Fußboden::N,grindys,taban
462,Fußboden::N,grindys,döşeme
463,Tisch::N,stalas,masa
464,Stuhl::N,kėdė,iskemle
465,Stuhl::N,kėdė,sandalye
466,Wiege::N,lopšys,beşik
467,Bett::N,lova,yatak
468,Bett::N,patalai,yatak
469,Regal::N,lentyna,raf
470,Kiste::N,dėžė,sandık
471,Fenster::N,langas,pencere
472,Tür::N,durys,kapı
473,Tor::N,vartai,kapı
474,Zaun::N,tvora,çit
475,Dach::N,stogas,dam
476,Dach::N,stogas,çatı
477,Leiter::N,kopėčios,merdiven
478,Besen::N,šluota,süpürge
479,Spaten::N,lopeta,bel
480,Spaten::N,kastuvas,bel
481,Schaufel::N,semtuvas,kürek
482,Gabel::N,šakutė,çatal
483,Löffel::N,šaukštas,kaşık
484,Messer::N,peilis,bıçak
485,Nagel::N,vinis,çivi
486,Netz::N,tinklas,ağ
487,Haken::N,vagis,çengel
488,Haken::N,kablys,çengel
489,Griff::N,kotas,kulp
490,Griff::N,kotas,tutamak
491,Griff::N,rankena,kulp
492,Griff::N,rankena,tutamak
493,Schloss::N,spyna,kilit
494,Schloss::N,užraktas,kilit
495,Bild::N,paveikslas,imaj
496,Bild::N,paveikslas,resim
497,Figur::N,figūra,şekil
498,Figur::N,figūra,heykel
499,Puppe::N,lėlė,kukla
500,Beutel::N,krepšys,kese
501,Beutel::N,krepšys,torba
502,Beutel::N,maišelis,kese
503,Beutel::N,maišelis,torba
504,Bündel::N,ryšulys,deste
505,Tasche::N,krepšelis,çanta
506,Eimer::N,kibiras,kova
507,Deckel::N,dangtis,kapak
508,Geschirr::N,indai,kap kacak
509,Sack::N,maišas,torba
510,Tasse::N,puodukas,fincan
511,Topf::N,puodas,tencere
512,Kessel::N,katilas,kazan
513,Essen::N,valgis,yemek
514,Nahrung::N,penas,gıda
515,Nahrung::N,penas,besin
516,Nahrung::N,maistas,gıda
517,Nahrung::N,maistas,besin
518,Speise::N,patiekalas,yemek
519,Fleisch::N,mėsa,et
520,Getreide::N,javai,tahıl
521,Getreide::N,javai,hububat
522,Brei::N,košė,ezme
523,Brot::N,duona,ekmek
524,Scheibe::N,riekė,dilim
525,Fett::N,taukai,yağ
526,Fett::N,riebalai,yağ
527,Butter::N,sviestas,tereyağı
528,Öl::N,aliejus,yağ
529,Öl::N,aliejus,akar yağ
530,Salz::N,druska,tuz
531,Suppe::N,sriuba,çorba
532,Honig::N,medus,bal
533,Milch::N,pienas,süt
534,Tee::N,arbata,çay
535,Leder::N,oda,deri
536,Leder::N,oda,meşin
537,Wolle::N,vilna,yün
538,Stoff::N,audeklas,kumaş
539,Nadel::N,adata,iğne
540,Faden::N,gija,tire
541,Faden::N,gija,iplik
542,Faden::N,siūlas,tire
543,Faden::N,siūlas,iplik
544,Knopf::N,saga,düğme
545,Knoten::N,mazgas,düğüm
546,Farbe::N,dažai,boya
547,Kleidung::N,rūbai,giyim
548,Kleidung::N,drabužiai,giyim
549,Hemd::N,marškiniai,gömlek
550,Kragen::N,apykaklė,yaka
551,Ärmel::N,rankovė,yen
552,Ärmel::N,rankovė,elbise kolu
553,Hose::N,kelnės,pantolon
554,Gürtel::N,juosta,kuşak
555,Gürtel::N,diržas,kuşak
556,Mütze::N,kepurė,bere
557,Mütze::N,kepurė,kasket
558,Schuh::N,batas,kundura
559,Schuh::N,batas,ayakkabı
560,Stiefel::N,auliniai batai,çizme
561,Ring::N,žiedas,yüzük
562,Band::N,kaspinas,bağ
563,Band::N,kaspinas,şerit
564,Kamm::N,šukos,tarak
565,Spiegel::N,veidrodis,ayna
566,Riemen::N,diržas,kayış
567,Schnur::N,virvė,ip
568,Schnur::N,virvė,sicim
569,Leine::N,pavadėlis,kayış
570,Decke::N,antklodė,örtü
571,Decke::N,antklodė,yorgan
572,Kissen::N,pagalvė,yastık
573,Kissen::N,priegalvis,yastık
574,Tuch::N,skarelė,bez
575,Handtuch::N,rankšluostis,havlu
576,Kraft::N,jėga,güç
577,Kraft::N,jėga,kuvvet
578,Stärke::N,stiprumas,kuvvet
579,Gesundheit::N,sveikata,sağlık
580,Krankheit::N,liga,hastalık
581,Schmerz::N,skausmas,ağrı
582,Schmerz::N,skausmas,sancı
583,Wunde::N,žaizda,yara
584,Fieber::N,karštis,ateş
585,Arznei::N,vaistas,ilâç
586,Brücke::N,tiltas,köprü
587,Brunnen::N,šulinys,kuyu
588,Brunnen::N,šulinys,çeşme
589,Weide::N,ganykla,otlak
590,Weide::N,gluosnis,otlak
591,Pfad::N,takas,patika
592,Pfad::N,takas,keçiyolu
593,Weg::N,kelias,yol
594,Straße::N,gatvė,yol
595,Straße::N,gatvė,cadde
596,Dorf::N,kaimas,köy
597,Dorf::N,sodžius,köy
598,Stadt::N,miestas,kent
599,Stadt::N,miestas,şehir
600,Brief::N,laiškas,mektup
601,Buch::N,knyga,kitap
602,Buchstabe::N,raidė,harf
603,Zeitung::N,laikraštis,gazete
604,Leben::N,gyvybė,hayat
605,Leben::N,gyvenimas,hayat
606,Tod::N,mirtis,ölüm
607,Grab::N,kapas,kabir
608,Kirche::N,bažnyčia,kilise
609,Sünde::N,nuodėmė,günah
610,Sünde::N,nusidėjimas,günah
611,Gott::N,dievas,tanrı
612,Arbeiter::N,darbininkas,işçi
613,Chef::N,šefas,şef
614,Chef::N,šefas,müdür
615,Chef::N,vadovas,şef
616,Chef::N,vadovas,müdür
617,Chef::N,viršininkas,şef
618,Chef::N,viršininkas,müdür
619,Meister::N,meistras,usta
620,Arzt::N,gydytojas,hekim
621,Arzt::N,gydytojas,doktor
622,Lehrer::N,mokytojas,hoca
623,Lehrer::N,mokytojas,öğretmen
624,Geld::N,pinigai,para
625,Geschäft::N,biznis,ticaret
626,Laden::N,krautuvė,dükkân
627,Laden::N,parduotuvė,dükkân
628,Preis::N,kaina,fiyat
629,Ware::N,prekė,mal
630,Nutzen::N,nauda,fayda
631,Nutzen::N,pelnas,fayda
632,Reichtum::N,turtas,servet
633,Reichtum::N,turtas,zenginlik
634,Welt::N,pasaulis,dünya
635,Land::N,žemė,ülke
636,Land::N,šalis,ülke
637,Staat::N,valstija,devlet
638,König::N,karalius,kral
639,Macht::N,galia,kudret
640,Macht::N,galia,iktidar
641,Macht::N,valdžia,kudret
642,Macht::N,valdžia,iktidar
643,Grenze::N,riba,had
644,Grenze::N,riba,sınır
645,Grenze::N,siena,had
646,Grenze::N,siena,sınır
647,Krieg::N,karas,savaş
648,Feind::N,priešas,düşman
649,Gewalt::N,jėga,zor
650,Gewalt::N,jėga,cebir
651,Gewalt::N,smurtas,zor
652,Gewalt::N,smurtas,cebir
653,Gewalt::N,prievarta,zor
654,Gewalt::N,prievarta,cebir
655,Kampf::N,kova,savaş
656,Bogen[Waffe]::N,lankas,yay
657,Pfeil::N,strėlė,ok
658,Gewehr::N,šautuvas,tüfek
659,Fehler::N,klaida,hata
660,Fehler::N,klaida,yanlış
661,Lüge::N,melas,yalan
662,Schaden::N,nuostolis,zarar
663,Schaden::N,apgadinimas,zarar
664,Unglück::N,nelaimė,felâket
665,Unglück::N,nelaimė,talihsizlik
666,Schuld::N,kaltė,suç
667,Schuld::N,kaltė,kabahat
668,Alter::N,amžius,yaş
669,Schluss::N,pabaiga,son
670,Zeit::N,laikas,zaman
671,Tag::N,diena,gün
672,Morgen::N,rytas,sabah
673,Mittag::N,vidurdienis,öğle
674,Abend::N,vakaras,akşam
675,Nacht::N,naktis,gece
676,Woche::N,savaitė,hafta
677,Monat::N,mėnuo,ay
678,Jahr::N,metai,yıl
679,Jahr::N,metai,sene
680,Frühling::N,pavasaris,ilkbahar
681,Sommer::N,vasara,yaz
682,Herbst::N,ruduo,güz
683,Herbst::N,ruduo,sonbahar
684,Winter::N,žiema,kış
685,Januar::N,sausis,ocak
686,Februar::N,vasaris,şubat
687,März::N,kovas,mart
688,April::N,balandis,nisan
689,Mai::N,gegužė,mayıs
690,Juni::N,birželis,haziran
691,Juli::N,liepa,temmuz
692,August::N,rugpjūtis,ağustos
693,September::N,rugsėjis,eylül
694,Oktober::N,spalis,ekim
695,November::N,lapkritis,kasım
696,Dezember::N,gruodis,aralık
697,Montag::N,pirmadienis,pazartesi
698,Dienstag::N,antradienis,salı
699,Mittwoch::N,trečiadienis,çarşamba
700,Donnerstag::N,ketvirtadienis,perşembe
701,Freitag::N,penktadienis,cuma
702,Samstag::N,šeštadienis,cumartesi
703,Sonntag::N,sekmadienis,pazar
704,groß::A,didis,büyük
705,groß::A,didelis,büyük
706,klein::A,mažas,ufak
707,klein::A,mažas,küçük
708,lang::A,ilgas,uzun
709,kurz::A,trumpas,kısa
710,breit::A,platus,enli
711,breit::A,platus,geniş
712,schmal::A,smulkus,dar
713,dicht::A,tankus,sık
714,dicht::A,tankus,yoğun
715,dick[Gegenstand]::A,storas,kalın
716,dick[Gegenstand]::A,storas,iri
717,dünn::A,plonas,ince
718,fein::A,smulkus,ince
719,fein::A,smulkus,narin
720,fest::A,kietas,sabit
721,fest::A,kietas,sağlam
722,fest::A,tvirtas,sabit
723,fest::A,tvirtas,sağlam
724,flach::A,lėkštas,düz
725,flach::A,lėkštas,yassı
726,flach::A,plokščias,düz
727,flach::A,plokščias,yassı
728,glatt::A,slidus,düz
729,hart::A,kietas,katı
730,weich::A,minkštas,yumuşak
731,rund::A,apvalus,yuvarlak
732,rund::A,apskritas,yuvarlak
733,spitz::A,aštrus,sivri
734,spitz::A,smailus,sivri
735,scharf::A,aštrus,keskin
736,stumpf::A,bukas,kör
737,stumpf::A,atšipęs,kör
738,schwer::A,sunkus,ağır
739,schön::A,gražus,güzel
740,heiß::A,karštas,kızgın
741,warm::A,šiltas,sıcak
742,kalt::A,šaltas,soğuk
743,kühl::A,vėsus,serin
744,kühl::A,bejausmis,serin
745,frisch::A,šviežias,taze
746,feucht::A,drėgnas,nemli
747,feucht::A,drėgnas,rutubetli
748,nass::A,šlapias,yaş
749,nass::A,šlapias,ıslak
750,trocken::A,sausas,kuru
751,voll::A,pilnas,dolu
752,voll::A,pilnas,dolmuş
753,leer::A,tuščias,boş
754,offen::A,atviras,açık
755,geschlossen::A,uždaras,kapalı
756,geschlossen::A,uždarytas,kapalı
757,sauber::A,švarus,pak
758,sauber::A,švarus,temiz
759,schmutzig::A,nešvarus,pis
760,schmutzig::A,nešvarus,kirli
761,schmutzig::A,purvinas,pis
762,schmutzig::A,purvinas,kirli
763,roh::A,žalias,çiğ
764,reif::A,prinokęs,olgun
765,reif::A,pribrendęs,olgun
766,lecker::A,gardus,lezzetli
767,süß::A,saldus,tatlı
768,süß::A,saldus,şekerli
769,bitter::A,kartus,acı
770,sauer::A,gižus,ekşi
771,sauer::A,rūgštus,ekşi
772,hell::A,šviesus,aydınlık
773,hell::A,skaistus,aydınlık
774,dunkel::A,tamsus,karanlık
775,schwarz::A,juodas,kara
776,schwarz::A,juodas,siyah
777,weiß::A,baltas,ak
778,weiß::A,baltas,beyaz
779,rot::A,raudonas,kırmızı
780,gelb::A,geltonas,sarı
781,blau::A,mėlynas,mavi
782,grün::A,žalias,yeşil
783,grau::A,pilkas,boz
784,bunt::A,margas,renkli
785,bunt::A,spalvotas,renkli
786,billig::A,pigus,ucuz
787,teuer::A,brangus,pahalı
788,wertvoll::A,vertingas,değerli
789,blind::A,aklas,kör
790,taub::A,kurčias,sağır
791,kräftig::A,stiprus,dinç
792,kräftig::A,stiprus,kuvvetli
793,stark::A,stiprus,güçlü
794,stark::A,stiprus,kuvvetli
795,schwach::A,silpnas,zayıf
796,schwach::A,silpnas,güçsüz
797,fett::A,riebus,şişman
798,schlank::A,laibas,narin
