,Concept_ID,kv,en
110,Festland::N,му,land
111,Meer::N,море,sea
112,Bucht::N,курья,cove
113,Blume::N,цветок,flower
114,Gras::N,турун,grass
115,Wurzel::N,вуж,root
116,Baum::N,пу,tree
117,Stamm::N,мыр,trunk
118,Stamm::N,кер,trunk
119,Rinde::N,кач,bark
120,Ast::N,ув,limb
121,Zweig::N,ув,branch
122,Blatt::N,лист,leaf
123,Birke::N,кыдз,birch
124,Kiefer[Baum]::N,пожум,pine
125,Weide[Baum]::N,бадь,willow
126,Tanne::N,кӧз,fir
127,Horn::N,сюр,horn
128,Feder::N,гӧн,feather
129,Fell::N,кучик,fur
130,Flügel::N,борд,wing
131,Klaue::N,гыж,claw
132,Kralle::N,кабыр,claw
133,Schwanz::N,бӧж,tail
134,Ei::N,кольть,egg
135,Nest::N,поз,nest
136,Bau::N,осьта,lair
137,Bau::N,нора,lair
138,Tier::N,зверь,animal
139,Herde::N,гурт,flock
140,Kuh::N,мӧс,cow
141,Bulle::N,ӧшка,bull
142,Pferd::N,вӧв,horse
143,Schaf::N,баля,sheep
144,Schwein::N,порсь,pig
145,Hund::N,пон,dog
146,Katze::N,кань,cat
147,Bär::N,ош,bear
148,Eichhörnchen::N,ур,squirrel
149,Elch::N,вӧр мӧс,elk
150,Fuchs::N,руч,fox
151,Hase::N,кӧч,hare
152,Maus::N,шыр,mouse
153,Wolf::N,кӧин,wolf
154,Vogel::N,кай,bird
155,Schwarm::N,стая,swarm
156,Schwarm::N,чукӧр,swarm
157,Huhn::N,курӧг,chicken
158,Hahn::N,петух,cock
159,Hahn::N,ай курӧг,cock
160,Gans::N,дзодзог,goose
161,Adler::N,куч,eagle
162,Adler::N,кутш,eagle
163,Ente::N,утка,duck
164,Eule::N,тупка,owl
165,Kranich::N,тури,crane
166,Krähe::N,рака,crow
167,Kuckuck::N,кӧк,cuckoo
168,Schwan::N,юсь,swan
169,Fisch::N,чери,fish
170,Barsch::N,ёкыш,perch
171,Hecht::N,сирпинь,pike
172,Schlange[Tier]::N,змей,snake
173,Wurm::N,номыр,worm
174,Spinne::N,черань,spider
175,Ameise::N,кӧдзывкар,ant
176,Laus::N,ляпа той,louse
177,Mücke::N,ном,midge
178,Fliege::N,гут,fly
179,Schmetterling::N,бабыв,butterfly
180,Beere::N,ягӧд,berry
181,Apfel::N,яблоко,apple
182,Pilz::N,тшак,mushroom
183,Zwiebel::N,грез,onion
184,Saat::N,кӧдзыс,seed
185,Korn::N,сю,grain
186,Heu::N,турун,hay
187,Schale::N,кыш,husk
188,Schale::N,киль,husk
189,Grube::N,яма,pit
190,Falle::N,нальк,trap
191,Falle::N,кляпча,trap
192,Schlinge::N,лӧч,noose
193,Spur::N,туй,track
194,Asche::N,пӧим,ashes
195,Dreck::N,нять,filth
196,Eisen::N,кӧрт,iron
197,Gold::N,зарни,gold
198,Silber::N,язісь,silver
199,Kohle::N,шом,coal
200,Kohle::N,уголь,coal
201,Glas::N,стекло,glass
202,Lehm::N,сёй,clay
203,Sand::N,лыа,sand
204,Mensch::N,морт,human
205,Mann::N,мужик,man
206,Frau::N,инька,woman
207,Kind::N,кага,child
208,Junge::N,зонка,boy
209,Mädchen::N,нывкаок,girl
210,Familie::N,семья,family
211,Großvater::N,дед,grandfather
212,Großmutter::N,баб,grandmother
213,Eltern::N,ай-мам,parents
214,Vater::N,ай,father
215,Mutter::N,мам,mother
216,Sohn::N,зон,son
217,Tochter::N,ныв,daughter
218,Bruder::N,вон,brother
219,Schwester::N,сой,sister
220,Onkel::N,дядь,uncle
221,Tante::N,айӧлӧн сой,aunt
222,Tante::N,ичинь,aunt
223,Ehemann::N,жӧник,husband
224,Ehefrau::N,инь,wife
225,Freude::N,гаж,joy
226,Freude::N,радъялӧм,joy
227,Gelächter::N,сералӧм,laughter
228,Glück::N,мичлун,happiness
229,Kummer::N,шог,grief
230,Wunsch::N,мӧдӧм,wish
231,Wunsch::N,охотитӧм,wish
232,Lust::N,охота,desire
233,Geist::N,лов,spirit
234,Gedanke::N,дума,thought
235,Gedächtnis::N,тӧдвыв,memory
236,Verstand::N,вежӧр,mind
237,Sinn::N,ылӧс,meaning
238,Grund::N,мог,reason
239,Wahrheit::N,правда,truth
240,Gespräch::N,сёрни,talk
241,Märchen::N,сказка,fairy tale
242,Erzählung::N,висьт,story
243,Nachricht::N,юӧр,message
244,Nachricht::N,висьталӧм,message
245,Neuigkeit::N,новость,news
246,Name::N,ним,name
247,Rätsel::N,загадка,puzzle
248,Rede::N,сёрни,speech
249,Sprache::N,кыв,language
250,Stimme::N,голос,voice
251,Wort::N,кыв,word
252,Zeichen::N,пас,sign
253,Ruf::N,чуксӧм,call
254,Ruf::N,чукӧстӧм,call
255,Lärm::N,шум,noise
256,Laut::N,шы,sound
257,Ton::N,гор,tone
258,Lied::N,сьыланкыв,song
259,Ruhe::N,спокой,calm
260,Leute::N,йӧз,people
261,Volk::N,йӧз,nation
262,Volk::N,народ,nation
263,Arbeit::N,удж,work
264,Gast::N,гӧсь,guest
265,Geschenk::N,гӧснеч,gift
266,Geschenk::N,подарок,gift
267,Spiel::N,орсӧм,game
268,Gesellschaft::N,компания,company
269,Hilfe::N,отсӧт,help
270,Freund::N,модз,friend
271,Freund::N,дружок,friend
272,Kamerad::N,тӧдса,companion
273,Angelegenheit::N,дело,matter
274,Anzahl::N,лыд,count
275,Art::N,пӧлӧс,sort
276,Stück::N,тор,piece
277,Teil::N,юкӧм,part
278,Hälfte::N,джын,half
279,Kreis::N,круг,circle
280,Kreuz::N,перна,cross
281,Linie::N,визь,line
282,Strich::N,кырӧв,stroke
283,Abstand::N,колас,gap
284,Entfernung::N,ылына,distance
285,Gegend::N,места,area
286,Platz::N,места,space
287,Ort::N,места,place
288,Seite::N,ладор,side
289,Mitte::N,шӧр,middle
290,Gegenstand::N,тор,item
291,Sache::N,тор,thing
292,Rand::N,дор,fringe
293,Kante::N,ордлы,edge
294,Ecke::N,пельӧс,corner
295,Spitze::N,йыв,tip
296,Ende::N,йыв,end
297,Loch::N,осьта,hole
298,Winkel::N,пельӧс,angle
299,Muster::N,сер,pattern
300,Größe::N,ыжда,size
301,Länge::N,кузя,length
302,Höhe::N,сувда,height
303,Höhe::N,вылына,height
304,Gewicht::N,сьӧкта,weight
305,Haufen::N,куча,heap
306,Reihe::N,лёдз,row
307,Boot::N,пыж,boat
308,Ruder::N,пелыс,oar
309,Schlitten::N,додь,sleigh
310,Ski::N,лямпа,ski
311,Lagerfeuer::N,бипур,campfire
312,Last::N,тягота,load
313,Gang::N,мунӧм,walk
314,Schritt::N,вожмӧв,step
315,Norden::N,ой,north
316,Süden::N,лун,south
317,Westen::N,рытвыв,west
318,Osten::N,асыв,east
319,Holz::N,пу,wood
320,Brett::N,пӧв,board
321,Platte::N,плита,slab
322,Stütze::N,пика,bracket
323,Stange::N,зор,pole
324,Stange::N,потш,pole
325,Stock::N,бедь,stick
326,Stab::N,шест,staff
327,Rohr::N,труба,pipe
328,Haus::N,керку,house
329,Heim::N,керку,home
330,Ofen::N,пӧжавны,stove
331,Fußboden::N,джодж,floor
332,Tisch::N,пызан,table
333,Stuhl::N,стул,chair
334,Wiege::N,зыбка,cradle
335,Bett::N,кровать,bed
336,Regal::N,джадж,shelf
337,Kiste::N,ящик,box
338,Fenster::N,ӧшын,window
339,Tür::N,ыбӧс,door
340,Tor::N,ворота,gate
341,Zaun::N,забор,fence
342,Dach::N,крыша,roof
343,Leiter::N,лиснич,ladder
344,Besen::N,рос,broom
345,Spaten::N,зыр,spade
346,Schaufel::N,зыр,shovel
347,Gabel::N,вила,fork
348,Löffel::N,пань,spoon
349,Messer::N,пурт,knife
350,Nagel::N,кӧрттув,nail
351,Netz::N,кыйӧт,net
352,Haken::N,ем,hook
353,Griff::N,пу,handle
354,Schloss::N,замок,lock
355,Bild::N,картина,picture
356,Figur::N,мыгӧр,figure
357,Puppe::N,акань,doll
358,Beutel::N,мешӧк,pouch
359,Bündel::N,нин,bundle
360,Tasche::N,сумка,bag
361,Eimer::N,ведра,bucket
362,Deckel::N,вевт,cover
363,Geschirr::N,доз,dishes
364,Geschirr::N,бекӧрпань,dishes
365,Sack::N,мешӧк,sack
366,Tasse::N,бекӧр,cup
367,Topf::N,кастрюля,pot
368,Kessel::N,пӧрт,kettle
369,Essen::N,сёйӧм,meal
370,Nahrung::N,вердан,food
371,Speise::N,сёян,dish
372,Fleisch::N,яй,meat
373,Getreide::N,сю,corn
374,Brei::N,каша,mush
375,Brot::N,нянь,bread
376,Scheibe::N,шӧрӧм,slice
377,Fett::N,гос,fat
378,Butter::N,ви,butter
379,Öl::N,ви,oil
380,Salz::N,сов,salt
381,Suppe::N,шыд,soup
382,Honig::N,ма,honey
383,Milch::N,йӧв,milk
384,Tee::N,чай,tea
385,Leder::N,кучик,leather
386,Wolle::N,гӧн,wool
387,Stoff::N,дӧра,cloth
388,Nadel::N,ем,needle
389,Faden::N,сунис,thread
390,Knopf::N,кизь,button
391,Knoten::N,узӧв,knot
392,Knoten::N,гӧрӧд,knot
393,Farbe::N,краска,paint
394,Kleidung::N,паськӧм,clothes
395,Hemd::N,йӧрнӧс,shirt
396,Kragen::N,воротник,collar
397,Ärmel::N,сос,sleeve
398,Hose::N,вешьян,trousers
399,Gürtel::N,йи,belt
400,Mütze::N,шапка,cap
401,Schuh::N,ботинки,shoe
402,Stiefel::N,сапог,boot
403,Ring::N,чунькытш,ring
404,Band::N,ленточка,ribbon
405,Kamm::N,сынан,comb
406,Spiegel::N,зеркало,mirror
407,Riemen::N,ремень,strap
408,Schnur::N,гез,string
409,Leine::N,повод,leash
410,Decke::N,одеяло,blanket
411,Kissen::N,подушка,pillow
412,Tuch::N,чышьян,scarf
413,Handtuch::N,чышкӧт,towel
414,Kraft::N,прак,force
415,Stärke::N,вын,strength
416,Gesundheit::N,здоровье,health
417,Krankheit::N,шог,illness
418,Schmerz::N,зубыт,pain
419,Wunde::N,рана,wound
420,Fieber::N,лёк тресся,fever
421,Fieber::N,кынтан шогӧт,fever
422,Arznei::N,лекарство,medicine
423,Brücke::N,пос,bridge
424,Brunnen::N,колодец ,well
425,Weide::N,пода йирсян,pasture
426,Pfad::N,туй,path
427,Weg::N,туй,way
428,Straße::N,туй,road
429,Dorf::N,деревня,village
430,Stadt::N,город,town
431,Brief::N,гижӧт,letter
432,Buch::N,книга,book
433,Buchstabe::N,буква,character
434,Zeitung::N,газета,newspaper
435,Leben::N,олан,life
436,Tod::N,кулӧм,death
437,Grab::N,гу,grave
438,Kirche::N,вичку,church
439,Sünde::N,грек,sin
440,Gott::N,ен,god
441,Arbeiter::N,уджалiсь,worker
442,Chef::N,начальник,boss
443,Meister::N,мастер,master
444,Arzt::N,врач,doctor
445,Lehrer::N,велӧтісь,teacher
446,Geld::N,деньга,money
447,Geschäft::N,удж,business
448,Laden::N,магазин,shop
449,Preis::N,дон,price
450,Ware::N,товар,ware
451,Nutzen::N,путь,profit
452,Reichtum::N,богатство,wealth
453,Welt::N,му,world
454,Land::N,страна,country
455,Staat::N,государство,state
456,König::N,кан,king
457,Macht::N,власть,power
458,Grenze::N,граница,border
459,Krieg::N,война,war
460,Feind::N,враг,enemy
461,Kampf::N,нярасьӧм,fight
462,Kampf::N,вермасьӧм,fight
463,Bogen[Waffe]::N,лук,bow
464,Pfeil::N,ньӧв,arrow
465,Gewehr::N,ружьё,gun
466,Fehler::N,ошибка,mistake
467,Lüge::N,ылӧтӧм,lie
468,Lüge::N,пӧрьялӧм,lie
469,Schaden::N,лёк,damage
470,Unglück::N,пик,misfortune
471,Unglück::N,оказзё,misfortune
472,Schuld::N,вина,fault
473,Schluss::N,ком,conclusion
474,Zeit::N,кад,time
475,Tag::N,лун,day
476,Morgen::N,асыв,morning
477,Mittag::N,луншӧр кад,noon
478,Abend::N,рыт,evening
479,Nacht::N,ой,night
480,Woche::N,неделя,week
481,Monat::N,тӧлicь,month
482,Jahr::N,год,year
483,Frühling::N,тулыс,spring
484,Sommer::N,гожум,summer
485,Herbst::N,ар,autumn
486,Winter::N,тӧв,winter
487,Januar::N,январ,January
488,Februar::N,февраль,February
489,März::N,март,March
490,April::N,апрель,April
491,Mai::N,май,May
492,Juni::N,юнь,June
493,Juli::N,юль,July
494,August::N,август,August
495,September::N,сентяб,September
496,Oktober::N,октяб,October
497,November::N,нояб,November
498,Dezember::N,декаб,December
499,Montag::N,вильлун,Monday
500,Dienstag::N,мӧдӧдзлун,Tuesday
501,Mittwoch::N,шӧрлун,Wednesday
502,Donnerstag::N,нёльӧдзлун,Thursday
503,Freitag::N,витӧдзлун,Friday
504,Samstag::N,пывсянлун,Saturday
505,Sonntag::N,кресення,Sunday
506,groß::A,ыджыт,big
507,klein::A,учӧтик,little
508,lang::A,кузь,long
509,kurz::A,дженыт,short
510,breit::A,ота,wide
511,schmal::A,векнит,narrow
512,dicht::A,тшӧк,dense
513,dick[Gegenstand]::A,кыз,thick
514,dünn::A,вӧснит,thin
515,fein::A,вӧснит,delicate
516,fest::A,крепыт,firm
517,flach::A,лапкӧса,flat
518,glatt::A,волькыт,smooth
519,hart::A,чӧрыт,hard
520,weich::A,небыт,soft
521,rund::A,гӧгрӧса,round
522,spitz::A,ёся,pointed
523,scharf::A,лэчыт,sharp
524,stumpf::A,ныж,blunt
525,schwer::A,сьӧкыт,heavy
526,schön::A,басӧк,beautiful
527,heiß::A,жар,hot
528,warm::A,шоныт,warm
529,kalt::A,кӧдзыт,cold
530,kühl::A,сайкыт,cool
531,frisch::A,виль,fresh
532,feucht::A,вакодь,damp
533,nass::A,ва,wet
534,trocken::A,кӧс,dry
535,voll::A,тыра,full
536,leer::A,тыртӧм,empty
537,offen::A,оссьӧм,open
538,geschlossen::A,игана,closed
539,geschlossen::A,пӧдана,closed
540,sauber::A,сӧдз,clean
541,sauber::A,сӧстӧм,clean
542,schmutzig::A,нятьӧсь,dirty
543,roh::A,путӧм,raw
544,reif::A,кисьмалӧм,ripe
545,lecker::A,кӧра ,delicious
546,süß::A,чӧскыт,sweet
547,bitter::A,курыт,bitter
548,sauer::A,шӧма ,sour
549,hell::A,югыт,bright
550,dunkel::A,пемыт,dark
551,schwarz::A,сьӧд,black
552,weiß::A,чочком,white
553,rot::A,гӧрд,red
554,gelb::A,веж,yellow
555,blau::A,лӧз,blue
556,grün::A,веж,green
557,grau::A,руд,grey
558,grau::A,бусӧй,grey
559,bunt::A,быдрӧма,colourful
560,bunt::A,быдрӧма,colorful
561,billig::A,донтӧм,cheap
562,teuer::A,дона,dear
563,wertvoll::A,дона,precious
564,blind::A,синтӧм,blind
565,taub::A,пельтӧм,deaf
566,kräftig::A,вына,powerful
567,stark::A,вына,strong
568,schwach::A,некодя,weak
569,fett::A,госа,fat
570,schlank::A,статя,slim
571,hübsch::A,басӧк,pretty
572,böse::A,лёк,evil
573,dumm::A,бӧбӧв,stupid
574,dumm::A,вежӧртӧм,stupid
575,faul::A,дыш,lazy
576,fleißig::A,уджалicь,diligent
577,geizig::A,жикмӧра,stingy
578,geizig::A,горшаліcь,stingy
579,klug::A,авья,clever
580,klug::A,вежӧра,clever
581,geschickt::A,кипода,skilful
582,geschickt::A,кипода,skillful
583,lieb::A,муса,dear
584,lieb::A,дзулиньӧй,dear
585,lustig::A,гажа,merry
586,sanft::A,лебезнӧй,gentle
587,hungrig::A,тшыг,hungry
588,krank::A,шогалiсь,sick
589,nackt::A,куш,naked
590,traurig::A,жугыль,sad
591,lebendig::A,ловья,living
592,gut::A,бур,good
593,schlecht::A,умӧль,bad
594,schlimm::A,нештӧм,nasty
595,alt::A,важ,old
596,neu::A,виль,new
597,ehemalig::A,вӧвлӧм,former
598,alt[Lebewesen]::A,года,aged
599,alt[Lebewesen]::A,годдэза,aged
600,jung::A,том,young
601,arm::A,гов,poor
602,arm::A,беднӧй,poor
603,reich::A,эма,rich
604,bekannt::A,тӧдса,familiar
605,fremd::A,чужӧй,foreign
606,verschieden::A,быдкодь,different
607,nah::A,матiсь,near
608,fern::A,ылicь,far
609,linker::A,шульга,left
610,rechter::A,веськытланись,right
611,anderer::A,мукӧд,other
612,erster::A,медодзза,first
613,zweiter::A,кыкӧт,second
614,dritter::A,куимӧт,third
615,dritter::A,куимӧдз,third
616,letzter::A,бӧрья,last
617,letzter::A,мёдбӧрья,last
618,auf einmal::ADV,тшӧтш,at once
619,zusammen::ADV,ӧтлаын,together
620,lange::ADV,дыр,long
621,plötzlich::ADV,друг,suddenly
622,sofort::ADV,тшӧтш,instantly
623,später::ADV,медбӧрын,later
624,jetzt::ADV,ӧні,now
625,heute::ADV,талун,today
626,morgen::ADV,ашын,tomorrow
627,bald::ADV,чожа,soon
628,dann::ADV,сыбӧрын,then
629,gestern::ADV,тӧн,yesterday
630,einst::ADV,ӧтпыр,once
631,damals::ADV,сэк,at that time
632,damals::ADV,сэки,at that time
633,danach::ADV,сэсся,afterwards
634,vorher::ADV,одзжык,before
635,zuerst::ADV,наперво,at first
636,einmal::ADV,ӧтпыр,once
637,manchmal::ADV,мукӧдпыр,sometimes
638,oft::ADV,-лы-,often
639,immer::ADV,быдпыр,always
640,immer::ADV,быдпырся,always
641,niemals::ADV,некӧр,never
642,hier::ADV,татӧн,here
643,hierhin::ADV,татчӧ,hither
644,hierhin::ADV,татчӧ,to here
645,hierhin::ADV,татчӧ,here
646,von hier::ADV,тасянь,hence
647,dort::ADV,сэтӧн,there
648,dorthin::ADV,сэтчин,thither
649,dorthin::ADV,сэтчин,there
650,dorthin::ADV,сэтчин,to there
651,geradeaus::ADV,веськыта,ahead
652,vorwärts::ADV,одзӧ,forward
653,rückwärts::ADV,бӧр,backward
654,zurück::ADV,бӧр,back
655,unten::ADV,увтын,below
656,hinab::ADV,увтас,down
657,oben::ADV,вевдӧрас,above
658,hinauf::ADV,вывлань,up
659,hinauf::ADV,вывланьӧ,up
660,überall::ADV,быдлан,everywhere
661,nicht::ADV,ог,not
662,ein wenig::ADV,-ышт,a little
663,ein wenig::ADV,невна,a little
664,kaum::ADV,ӧдва,hardly
665,sehr::ADV,вывтi,very
666,so::ADV,сiдз,so
667,noch::ADV,эшӧ,still
668,nur::ADV,только,only
669,schon::ADV,ни,already
670,wieder::ADV,бӧра,again
671,vergebens::ADV,весись,in vain
672,vor::PRP,одзас,in front of
673,hinter::PRP,бӧрӧ,behind
674,unter::PRP,увтын,under
675,durch::PRP,пыр,through
676,neben::PRP,бокам,next to
677,neben::PRP,боксиным,next to
678,zwischen::PRP,коласас,between
679,wegen::PRP,понда,because of
680,dies::PRN,эта,this
681,das::PRN,сiя,that
682,alles::PRN,быдӧс,everything
683,ich::PRN,ме,I
684,du::PRN,тэ,you
685,du::PRN,тэ,thou
686,er::PRN,сiя,he
687,wir::PRN,мийӧ,we
688,ihr::PRN,ті,you
689,sie::PRN,нія,they
690,was::FPRN,мый,what
691,wer::FPRN,кин,who
692,wo::FADV,кытӧн,where
693,wohin::FADV,кытчӧ,where ... to
694,wohin::FADV,кытчӧ,where to
695,wohin::FADV,кытчӧ,where
696,wie::FADV,дзик,how
697,warum::FADV,мыля,why
698,warum::FADV,мыйсянь,why
699,wieviel::FNUM,мымда,how much
700,eins::NUM,ӧт,one
701,zwei::NUM,кык,two
702,drei::NUM,куим,three
703,vier::NUM,нёль,four
704,fünf::NUM,вит,five
705,sechs::NUM,квать,six
706,sieben::NUM,сизим,seven
707,acht::NUM,кыкьямыс,eight
708,neun::NUM,ӧкмыс,nine
709,zehn::NUM,дас,ten
710,elf::NUM,дасотік,eleven
711,zwölf::NUM,даскык,twelve
712,zwanzig::NUM,кыкдас,twenty
713,dreißig::NUM,куимдас,thirty
714,vierzig::NUM,нёльдас,forty
715,fünfzig::NUM,витдас,fifty
716,sechzig::NUM,кватьдас,sixty
717,siebzig::NUM,сизимдас,seventy
718,achtzig::NUM,кыкьямысдас,eighty
719,neunzig::NUM,ӧкмысдас,ninety
720,hundert::NUM,сто,a hundred
721,tausend::NUM,тысяча,a thousand
722,und::CNJ,и,and
723,und::CNJ,да,and
724,oder::CNJ,или,or
725,stehen::V,сулавны,stand
726,sitzen::V,пукавны,sit
727,liegen::V,куйлыны,lie
728,hängen::V,ӧшавны,hang
729,werden::V,лоны,become
730,passieren::V,аркмыны,happen
731,beginnen::V,петны,begin
732,enden::V,-сь,end
733,enden::V,бырны,end
734,wechseln::V,вежсьыны,change
735,aufgehen[Sonne]::V,петавны,rise
736,untergehen[Sonne]::V,пуксьыны,set
737,scheinen[Sonne]::V,югьявны,shine
738,donnern::V,гымавны,thunder
739,wehen::V,пӧлявны,blow
740,strömen::V,киссьыны,stream
741,fließen::V,визывтны,flow
742,sich drehen::V,бергавны,revolve
743,schwanken::V,кӧвьясьны,sway
744,schwingen::V,дюттясьны,swing
745,fallen::V,усьны,fall
746,brennen::V,сотчыны,burn
747,rauchen::V,тшынасьны,smoke
748,regnen::V,зэрны,rain
749,gefrieren::V,гегдыны,freeze
750,tauen::V,сывны,thaw
751,schmelzen::V,сывны,melt
752,trocknen::V,косьмыны,dry
753,sieden::V,пизьны,boil
754,faulen::V,нёльзьыны,rot
755,verfaulen::V,тӧрмыны,decay
756,verfaulen::V,сiсьмыны,decay
757,reißen::V,косясьны,snap
758,versinken::V,вӧйны,sink
759,vergehen::V,мунны,pass
760,erscheinen::V,мыччисьны,appear
761,verschwinden::V,ӧшны,disappear
762,sinken::V,ямны,drop
763,abnehmen::V,ямны,decrease
764,zunehmen::V,паськавны,increase
765,steigen::V,лэбтiсьны,rise
766,wachsen::V,быдмыны,grow
767,glänzen::V,свиттявны,shine
768,funkeln::V,югйовтлыны,sparkle
769,funkeln::V,югйӧв-керны,sparkle
770,lärmen::V,чавзыны,be noisy
771,läuten::V,диньгыны,chime
772,klingeln::V,силькӧтны,ring
773,klirren::V,жольӧтны,tinkle
774,brausen::V,гуасьны,roar
775,rauschen::V,кышӧтны,rustle
776,klingen::V,горавны,sound
777,bellen::V,увтны,bark
778,bellen::V,вувтны,bark
779,heulen::V,уннявны,howl
780,blasen::V,пӧлявны,blow
781,pfeifen::V,пиксыны,whistle
782,schreien::V,айзыны,shout
783,stöhnen::V,ойзыны,groan
784,stöhnen::V,ружтыны,groan
785,zittern::V,легьявны,tremble
786,leben::V,овны,be alive
787,geboren werden::V,шогмыны,be born
788,atmen::V,лолавны,breathe
789,trinken::V,юны,drink
790,essen::V,сёйны,eat
791,schlucken::V,ньылавны,swallow
792,müde werden::V,мыдзны,get tired
793,einschlafen::V,ланьтны,fall asleep
794,schlafen::V,узьны,sleep
795,aufwachen::V,саймыны,wake up
796,aufwachen::V,пальмыны,wake up
797,aufstehen::V,сувтны,get up
798,sich erholen::V,шоччисьлыны,relax
799,krank werden::V,моржитны,fall ill
800,krank sein::V,шогавны,be ill
801,krank sein::V,визьӧтны,be ill
802,schmerzen::V,висьны,ache
803,husten::V,кашляйтны,cough
804,genesen::V,бурдны,recover
805,sterben::V,кувны,die
806,umkommen::V,вийсьыны,perish
807,sich bewegen::V,локны,move
808,sich bewegen::V,ветлӧтны,move
809,sich rühren::V,вӧрзьӧтчыны,budge
810,sich erheben::V,сувтны,stand up
811,sich setzen::V,пуксьыны,sit down
812,hinfallen::V,пӧрласьны,tumble
813,laufen::V,мунны,walk
814,schreiten::V,тальччавны,pace
815,spazierengehen::V,котрасьны,go for a walk
816,eilen::V,тэрмасьны,rush
817,sich beeilen::V,тэрмасьны,hurry
818,sausen::V,вирдавны-котӧртны,dash
819,springen::V,чеччавны,jump
820,klettern::V,кышасьны,climb
821,schaukeln::V,чурликасьны,seesaw
822,kriechen::V,кыскасьны-мунны,creep
823,schwimmen::V,вартчыны,swim
824,tauchen::V,сунгисьны ваӧ,dive
825,rudern::V,сынны,row
826,fahren::V,мунны,drive
827,fliegen::V,лэбавны,fly
828,gehen::V,мунны,go
829,weggehen::V,мунны,go away
830,abfahren::V,иньдӧтчыны,depart
831,abfahren::V,мунны,depart
832,anhalten::V,сувтны,stop
833,hineingehen::V,пырны,go in
834,eintreten::V,пырны,enter
835,kommen::V,локны,come
836,ankommen::V,локны,arrive
837,zurückkommen::V,бертны,come back
