,Concept_ID,el,et
190,Vogel::N,πουλί,lind
191,Schwarm::N,σμήνος,parv
192,Huhn::N,κότα,kana
193,Huhn::N,όρνιθα,kana
194,Hahn::N,πετεινός,kukk
195,Gans::N,χήνα,hani
196,Adler::N,αετός,kotkas
197,Ente::N,πάπια,part
198,Eule::N,κουκουβάγια,kakk
199,Eule::N,κουκουβάγια,öökull
200,Kranich::N,γερανός,kurg
201,Krähe::N,καρακάξα,vares
202,Kuckuck::N,κούκος,kägu
203,Schwan::N,κύκνος,luik
204,Fisch::N,ψάρι,kala
205,Barsch::N,πέρκα,ahven
206,Hecht::N,λούτσος,haug
207,Schlange[Tier]::N,φίδι,uss
208,Wurm::N,σκουλήκι,uss
209,Wurm::N,σκουλήκι,vagel
210,Spinne::N,αράχνη,ämblik
211,Ameise::N,μυρμήγκι,sipelgas
212,Laus::N,ψείρα,täi
213,Mücke::N,κουνούπι,sääsk
214,Fliege::N,μύγα,kärbes
215,Schmetterling::N,πεταλούδα,liblikas
216,Beere::N,ρόγα,mari
217,Apfel::N,μήλο,õun
218,Pilz::N,μανιτάρι,seen
219,Zwiebel::N,κρεμμύδι,sibul
220,Saat::N,σπόρος,seeme
221,Korn::N,σπυρί,iva
222,Korn::N,σπυρί,tera
223,Heu::N,σανός,hein
224,Schale::N,τσόφλι,koor
225,Grube::N,λάκκος,kaevand
226,Falle::N,παγίδα,lõks
227,Falle::N,παγίδα,püünis
228,Schlinge::N,θηλειά,aas
229,Spur::N,ίχνος,jälg
230,Asche::N,στάχτη,tuhk
231,Dreck::N,βρωμιά,saast
232,Dreck::N,βρωμιά,mustus
233,Eisen::N,σίδερο,raud
234,Gold::N,μάλαμα,kuld
235,Gold::N,χρυσάφι,kuld
236,Silber::N,ασήμι,hõbe
237,Silber::N,άργυρος,hõbe
238,Kohle::N,κάρβουνο,süsi
239,Glas::N,γυαλί,klaas
240,Lehm::N,πηλός,savi
241,Sand::N,άμμος,liiv
242,Mensch::N,άνθρωπος,inimene
243,Mann::N,άνδρας,mees
244,Frau::N,γυναίκα,naine
245,Kind::N,παιδί,laps
246,Junge::N,αγόρι,poiss
247,Mädchen::N,κοπέλα,tüdruk
248,Mädchen::N,κορίτσι,tüdruk
249,Familie::N,οικογένεια,perekond
250,Großvater::N,παππούς,vanaisa
251,Großmutter::N,γιαγιά,vanaema
252,Eltern::N,γονείς,vanemad
253,Vater::N,πατέρας,isa
254,Mutter::N,μητέρα,ema
255,Sohn::N,γιος,poeg
256,Tochter::N,κόρη,tütar
257,Bruder::N,αδελφός,vend
258,Schwester::N,αδελφή,õde
259,Onkel::N,θείος,onu
260,Tante::N,θεία,tädi
261,Ehemann::N,σύζυγος,mees
262,Ehemann::N,σύζυγος,abikaasa
263,Ehefrau::N,σύζυγος,naine
264,Ehefrau::N,σύζυγος,abikaasa
265,Freude::N,χαρά,rõõm
266,Gelächter::N,γέλια,naer
267,Glück::N,ευτυχία,õnn
268,Kummer::N,έγνοια,mure
269,Kummer::N,έγνοια,kurbus
270,Wunsch::N,επιθυμία,soov
271,Lust::N,όρεξη,himu
272,Geist::N,πνέυμα,vaim
273,Gedanke::N,σκέψη,mõte
274,Gedächtnis::N,μνήμη,mälu
275,Verstand::N,νους,aru
276,Verstand::N,νους,mõistus
277,Sinn::N,νόημα,tähendus
278,Grund::N,λόγος,põhjus
279,Wahrheit::N,αλήθεια,tõde
280,Gespräch::N,συνομιλία,kõne
281,Gespräch::N,συνομιλία,vestlus
282,Märchen::N,παραμύθι,muinasjutt
283,Erzählung::N,διήγημα,jutustus
284,Nachricht::N,είδηση,teade
285,Neuigkeit::N,νέο,uudis
286,Name::N,όνομα,nimi
287,Rätsel::N,αίνιγμα,mõistatus
288,Rede::N,λόγος,kõne
289,Rede::N,ομιλία,kõne
290,Sprache::N,γλώσσα,keel
291,Stimme::N,φωνή,hääl
292,Wort::N,λέξη,sõna
293,Zeichen::N,σημείο,märk
294,Ruf::N,κραυγή,hüüe
295,Lärm::N,θόρυβος,müra
296,Laut::N,ήχος,hääl
297,Ton::N,ήχος,toon
298,Ton::N,τόνος,toon
299,Lied::N,τραγούδι,laul
300,Ruhe::N,ησυχία,rahu
301,Ruhe::N,ησυχία,vaikus
302,Leute::N,κόσμος,inimesed
303,Leute::N,άνθρωποι,inimesed
304,Volk::N,λαός,rahvas
305,Arbeit::N,εργασία,töö
306,Gast::N,επισκέπτης,külaline
307,Geschenk::N,δώρο,kingitus
308,Spiel::N,παιχνίδι,mäng
309,Gesellschaft::N,κοινωνία,selts
310,Hilfe::N,βοήθεια,abi
311,Freund::N,φίλος,sõber
312,Kamerad::N,σύντροφος,sõber
313,Angelegenheit::N,υπόθεση,asi
314,Anzahl::N,αριθμός,arv
315,Anzahl::N,αριθμός,hulk
316,Art::N,είδος,liik
317,Stück::N,κομμάτι,tükk
318,Teil::N,μέρος,osa
319,Hälfte::N,μισό,pool
320,Kreis::N,κύκλος,ring
321,Kreuz::N,σταυρός,rist
322,Linie::N,γραμμή,joon
323,Strich::N,γραμμή,joon
324,Abstand::N,απόσταση,vahe
325,Entfernung::N,απόσταση,kaugus
326,Entfernung::N,απόσταση,vahemaa
327,Gegend::N,περιοχή,ümbrus
328,Gegend::N,τοποθεσία,ümbrus
329,Platz::N,χώρος,ruum
330,Ort::N,τόπος,paik
331,Seite::N,πλευρά,pool
332,Mitte::N,μέση,keskpaik
333,Gegenstand::N,αντικείμενο,ese
334,Sache::N,πράγμα,ese
335,Rand::N,άκρη,äär
336,Rand::N,άκρη,serv
337,Rand::N,χείλος,äär
338,Rand::N,χείλος,serv
339,Kante::N,άκρη,kant
340,Ecke::N,γωνιά,nurk
341,Spitze::N,μύτη,teravik
342,Ende::N,άκρη,ots
343,Ende::N,άκρη,jupp
344,Loch::N,τρύπα,auk
345,Winkel::N,γωνία,nurk
346,Muster::N,σχέδιο,muster
347,Größe::N,μέγεθος,suurus
348,Länge::N,μήκος,pikkus
349,Höhe::N,ύψος,kõrgus
350,Gewicht::N,βάρος,kaal
351,Gewicht::N,βάρος,raskus
352,Menge::N,ποσότητα,arv
353,Menge::N,ποσότητα,hulk
354,Haufen::N,σωρός,hunnik
355,Reihe::N,αράδα,rivi
356,Boot::N,βάρκα,paat
357,Ruder::N,κουπί,aer
358,Schlitten::N,έλκηθρο,saan
359,Ski::N,σκι,suusk
360,Lagerfeuer::N,φωτιά,lõke
361,Last::N,φορτίο,koorem
362,Gang::N,δρόμος,käik
363,Schritt::N,βήμα,samm
364,Norden::N,βορράς,põhi
365,Süden::N,νότος,lõuna
366,Westen::N,δύση,lääs
367,Osten::N,ανατολή,ida
368,Holz::N,ξύλο,puu
369,Brett::N,σανίδι,saelaud
370,Platte::N,πλάκα,plaat
371,Stütze::N,στήριγμα,tugi
372,Stange::N,ραβδί,latt
373,Stange::N,ραβδί,teivas
374,Stange::N,κοντός,latt
375,Stange::N,κοντός,teivas
376,Stock::N,ξύλο,kepp
377,Stock::N,μπαστούνι,kepp
378,Stab::N,ραβδί,varras
379,Rohr::N,σωλήνας,toru
380,Haus::N,σπίτι,maja
381,Heim::N,σπίτι,kodu
382,Ofen::N,σόμπα,ahi
383,Ofen::N,θερμάστρα,ahi
384,Fußboden::N,πάτωμα,põrand
385,Tisch::N,τραπέζι,laud
386,Stuhl::N,καρέκλα,tool
387,Wiege::N,κούνια,häll
388,Wiege::N,κούνια,kätki
389,Bett::N,κρεβάτι,voodi
390,Regal::N,ράφι,riiul
391,Kiste::N,κιβώτιο,kast
392,Fenster::N,παράθυρο,aken
393,Tür::N,πόρτα,uks
394,Tor::N,πύλη,värav
395,Zaun::N,φράχτης,aed
396,Zaun::N,φράχτης,tara
397,Dach::N,στέγη,katus
398,Leiter::N,σκάλα,redel
399,Leiter::N,κλίμακα,redel
400,Besen::N,σκούπα,luud
401,Spaten::N,φτυάρι,labidas
402,Schaufel::N,φτυάρι,kühvel
403,Gabel::N,πιρούνι,kahvel
404,Löffel::N,κουτάλι,lusikas
405,Messer::N,μαχαίρι,nuga
406,Nagel::N,καρφί,nael
407,Netz::N,δίχτυ,võrk
408,Haken::N,γάντζος,haak
409,Haken::N,γάντζος,konks
410,Haken::N,αγκίστρι,haak
411,Haken::N,αγκίστρι,konks
412,Griff::N,λαβή,sang
413,Griff::N,λαβή,käepide
414,Schloss::N,κλειδαριά,lukk
415,Bild::N,εικόνα,pilt
416,Figur::N,ανάστημα,kuju
417,Figur::N,ανάστημα,kujund
418,Puppe::N,κούκλα,nukk
419,Beutel::N,πουγγί,paun
420,Bündel::N,δεμάτι,kimp
421,Tasche::N,τσάντα,kott
422,Eimer::N,κουβάς,pang
423,Eimer::N,κουβάς,ämber
424,Deckel::N,καπάκι,kaas
425,Geschirr::N,σκεύη,nõud
426,Sack::N,σάκος,kott
427,Tasse::N,φλιτζάνι,tass
428,Topf::N,χύτρα,pada
429,Kessel::N,καζάνι,pada
430,Essen::N,φαγητό,söök
431,Nahrung::N,τροφή,toit
432,Speise::N,φαγητό,roog
433,Fleisch::N,κρέας,liha
434,Getreide::N,σιτάρι,teravili
435,Brei::N,χυλός,puder
436,Brot::N,ψωμί,sai
437,Brot::N,ψωμί,leib
438,Brot::N,άρτος,sai
439,Brot::N,άρτος,leib
440,Scheibe::N,φέτα,viil
441,Scheibe::N,φέτα,viilukas
442,Fett::N,πάχος,rasv
443,Butter::N,βούτυρο,või
444,Öl::N,λάδι,õli
445,Salz::N,αλάτι,sool
446,Suppe::N,σούπα,supp
447,Honig::N,μέλι,mesi
448,Milch::N,γάλα,piim
449,Tee::N,τσάι,tee
450,Leder::N,πετσί,nahk
451,Wolle::N,μαλλί,vill
452,Stoff::N,ύφασμα,kangas
453,Nadel::N,βελόνα,nõel
454,Faden::N,κλωστή,niit
455,Knopf::N,κουμπί,nööp
456,Knoten::N,κόμπος,sõlm
457,Farbe::N,μπογιά,värv
458,Kleidung::N,ρούχα,riided
459,Kleidung::N,ρούχα,riietus
460,Kleidung::N,ενδυμασία,riided
461,Kleidung::N,ενδυμασία,riietus
462,Hemd::N,πουκάμισο,särk
463,Kragen::N,κολάρο,krae
464,Ärmel::N,μανίκι,varrukas
465,Hose::N,πανταλόνι,püksid
466,Gürtel::N,ζώνη,vöö
467,Mütze::N,σκούφος,müts
468,Schuh::N,παπούτσι,king
469,Stiefel::N,μπότα,saabas
470,Ring::N,δαχτυλίδι,sõrmus
471,Band::N,κορδέλα,lint
472,Kamm::N,χτένα,kamm
473,Spiegel::N,καθρέφτης,peegel
474,Riemen::N,λουρί,rihm
475,Schnur::N,κορδόνι,nöör
476,Leine::N,σχοινί,jalutusrihm
477,Decke::N,κουβέρτα,tekk
478,Kissen::N,μαξιλάρι,padi
479,Tuch::N,πανί,kalev
480,Tuch::N,μαντήλι,kalev
481,Handtuch::N,πετσέτα,käterätik
482,Kraft::N,δύναμη,jõud
483,Stärke::N,ισχύς,tugevus
484,Stärke::N,δύναμη,tugevus
485,Gesundheit::N,υγεία,tervis
486,Krankheit::N,αρρώστια,haigus
487,Schmerz::N,πόνος,valu
488,Wunde::N,πληγή,haav
489,Fieber::N,πυρετός,palavik
490,Arznei::N,φάρμακο,ravim
491,Brücke::N,γέφυρα,sild
492,Brunnen::N,πηγάδι,kaev
493,Weide::N,βοσκή,karjamaa
494,Pfad::N,μονοπάτι,rada
495,Weg::N,δρόμος,tee
496,Straße::N,οδός,tee
497,Straße::N,δρόμος,tee
498,Dorf::N,χωριό,küla
499,Stadt::N,πόλη,linn
500,Brief::N,γράμμα,kiri
501,Brief::N,επιστολή,kiri
502,Buch::N,βιβλίο,raamat
503,Buchstabe::N,γράμμα,täht
504,Zeitung::N,εφημερίδα,ajaleht
505,Leben::N,ζωή,elu
506,Leben::N,βίος,elu
507,Tod::N,θάνατος,surm
508,Grab::N,τάφος,haud
509,Kirche::N,εκκλησία,kirik
510,Sünde::N,αμαρτία,patt
511,Gott::N,θεός,jumal
512,Arbeiter::N,εργάτης,tööline
513,Chef::N,προϊστάμενος,ülemus
514,Chef::N,προϊστάμενος,juhataja
515,Meister::N,μάστορας,meister
516,Meister::N,αρχιτεχνίτης,meister
517,Arzt::N,γιατρός,arst
518,Lehrer::N,δάσκαλος,õpetaja
519,Geld::N,λεφτά,raha
520,Geld::N,χρήματα,raha
521,Geschäft::N,συναλλαγή,äri
522,Laden::N,μαγαζί,pood
523,Laden::N,μαγαζί,kauplus
524,Laden::N,κατάστημα,pood
525,Laden::N,κατάστημα,kauplus
526,Preis::N,τιμή,hind
527,Ware::N,εμπόρευμα,kaup
528,Nutzen::N,όφελος,tulu
529,Nutzen::N,όφελος,kasulikkus
530,Reichtum::N,πλούτος,rikkus
531,Welt::N,κόσμος,maailm
532,Land::N,χώρα,maa
533,Staat::N,κράτος,riik
534,Staat::N,πολιτεία,riik
535,König::N,βασιλιάς,kuningas
536,Macht::N,εξουσία,võim
537,Grenze::N,σύνορα,piir
538,Krieg::N,πόλεμος,sõda
539,Feind::N,εχθρός,vaenlane
540,Gewalt::N,βία,väevõim
541,Kampf::N,αγώνας,võitlus
542,Bogen[Waffe]::N,τόξο,vibu
543,Pfeil::N,σαΐτα,nool
544,Gewehr::N,τουφέκι,püss
545,Fehler::N,λάθος,viga
546,Fehler::N,σφάλμα,viga
547,Lüge::N,ψέμα,vale
548,Lüge::N,ψεύδος,vale
549,Schaden::N,ζημία,kahju
550,Unglück::N,δυστυχία,häda
551,Unglück::N,δυστυχία,õnnetus
552,Schuld::N,ενοχή,süü
553,Schuld::N,φταίξιμο,süü
554,Alter::N,ηλικία,iga
555,Schluss::N,τέλος,lõpp
556,Zeit::N,χρόνος,aeg
557,Tag::N,μέρα,päev
558,Tag::N,ημέρα,päev
559,Morgen::N,πρωί,hommik
560,Mittag::N,μεσημέρι,lõuna
561,Mittag::N,μεσημέρι,keskpäev
562,Abend::N,βράδυ,õhtu
563,Nacht::N,νύχτα,öö
564,Woche::N,εβδομάδα,nädal
565,Monat::N,μήνας,kuu
566,Jahr::N,έτος,aasta
567,Jahr::N,χρόνος,aasta
568,Frühling::N,άνοιξη,kevad
569,Sommer::N,καλοκαίρι,suvi
570,Herbst::N,φθινόπωρο,sügis
571,Winter::N,χειμώνας,talv
572,Januar::N,Ιανουάριος,jaanuar
573,Februar::N,Φεβρουάριος,veebruar
574,März::N,Μάρτιος,märts
575,April::N,Απρίλιος,aprill
576,Mai::N,Μάιος,mai
577,Juni::N,Ιούνιος,juuni
578,Juli::N,Ιούλιος,juuli
579,August::N,Αύγουστος,august
580,September::N,Σεπτέμβριος,september
581,Oktober::N,Οκτώβριος,oktoober
582,November::N,Νοέμβριος,november
583,Dezember::N,Δεκέμβριος,detsember
584,Montag::N,Δευτέρα,esmaspäev
585,Dienstag::N,Τρίτη,teisipäev
586,Mittwoch::N,Τετάρτη,kesknädal
587,Donnerstag::N,Πέμπτη,neljapäev
588,Freitag::N,Παρασκευή,reede
589,Samstag::N,Σάββατο,laupäev
590,Sonntag::N,Κυριακή,pühapäev
591,groß::A,μεγάλος,suur
592,klein::A,μικρός,väike
593,klein::A,μικρός,pisike
594,lang::A,μακρύς,pikk
595,kurz::A,κοντός,lühike
596,breit::A,φαρδύς,lai
597,schmal::A,στενός,kitsas
598,dicht::A,πυκνός,tihe
599,dick[Gegenstand]::A,παχύς,jäme
600,dick[Gegenstand]::A,χοντρός,jäme
601,dünn::A,ψιλός,õhuke
602,dünn::A,ψιλός,peenike
603,dünn::A,λεπτός,õhuke
604,dünn::A,λεπτός,peenike
605,fein::A,ψιλός,peen
606,fein::A,ψιλός,õhuke
607,fest::A,στερεός,püsiv
608,fest::A,στερεός,kindel
609,flach::A,επίπεδος,lame
610,flach::A,επίπεδος,tasane
611,glatt::A,λείος,sile
612,glatt::A,ομαλός,sile
613,hart::A,σκληρός,kõva
614,weich::A,μαλακός,pehme
615,rund::A,στρογγυλός,ümar
616,spitz::A,μυτερός,torkav
617,scharf::A,κοφτερός,terav
618,stumpf::A,αμβλύς,nüri
619,schwer::A,βαρύς,raske
620,schön::A,ωραίος,kena
621,schön::A,όμορφος,kena
622,heiß::A,ζεστός,kuum
623,heiß::A,ζεστός,palav
624,warm::A,θερμός,soe
625,kalt::A,κρύος,külm
626,kalt::A,ψυχρός,külm
627,kühl::A,δροσερός,jahe
628,frisch::A,νωπός,värske
629,frisch::A,φρέσκος,värske
630,feucht::A,υγρός,niiske
631,nass::A,βρεγμένος,märg
632,trocken::A,ξηρός,kuiv
633,trocken::A,στεγνός,kuiv
634,voll::A,γεμάτος,täis
635,leer::A,άδειος,tühi
636,offen::A,ανοιχτός,avatud
637,offen::A,ανοιχτός,lahtine
638,geschlossen::A,κλειστός,suletud
639,sauber::A,καθαρός,puhas
640,schmutzig::A,βρώμικος,räpane
641,schmutzig::A,βρώμικος,määrdunud
642,schmutzig::A,λερωμένος,räpane
643,schmutzig::A,λερωμένος,määrdunud
644,roh::A,ωμός,toores
645,reif::A,ώριμος,küps
646,lecker::A,νόστιμος,hõrk
647,lecker::A,νόστιμος,maitsev
648,süß::A,γλυκός,magus
649,bitter::A,πικρός,mõru
650,sauer::A,ξινός,hapu
651,hell::A,φωτεινός,hele
652,dunkel::A,σκοτεινός,pime
653,schwarz::A,μαύρος,must
654,schwarz::A,μελανός,must
655,weiß::A,άσπρος,valge
656,rot::A,κόκκινος,punane
657,gelb::A,κίτρινος,kollane
658,blau::A,μπλε,sinine
659,blau::A,γαλανός,sinine
660,grün::A,πράσινος,roheline
661,grau::A,γκρίζος,hall
662,bunt::A,ποικιλόχρωπος,kirju
663,bunt::A,ποικιλόχρωπος,värviline
664,billig::A,φτηνός,odav
665,teuer::A,ακριβός,kallis
666,wertvoll::A,πολύτιμος,väärtuslik
667,blind::A,τυφλός,pime
668,taub::A,κουφός,kurt
669,kräftig::A,δυνατός,jõuline
670,stark::A,γερός,tugev
671,schwach::A,αδύνατος,nõrk
672,schwach::A,αδύνατος,jõuetu
673,fett::A,παχύς,rasvane
674,schlank::A,λεπτός,sale
675,schlank::A,λυγερός,sale
676,hübsch::A,όμορφος,kena
677,hübsch::A,χαριτωμένος,kena
678,böse::A,κακός,tige
679,dumm::A,κουτός,juhm
680,dumm::A,κουτός,rumal
681,dumm::A,ανόητος,juhm
682,dumm::A,ανόητος,rumal
683,faul::A,τεμπέλης,laisk
684,fleißig::A,εργατικός,virk
685,fleißig::A,εργατικός,hoolas
686,geizig::A,τσιγγούνης,ihne
687,klug::A,έξυπνος,tark
688,klug::A,έξυπνος,arukas
689,klug::A,έξυπνος,mõistlik
690,geschickt::A,επιδέξιος,osav
691,lieb::A,φίλος,armas
692,lieb::A,αγαπητός,armas
693,lustig::A,εύθυμος,lõbus
694,lustig::A,χαρούμενος,lõbus
695,sanft::A,ήπιος,õrn
696,hungrig::A,πεινασμένος,näljane
697,krank::A,άρρωστος,haige
698,nackt::A,γυμνός,alasti
699,traurig::A,λυπημένος,kurb
700,lebendig::A,ζωντανός,elus
701,gut::A,καλός,hea
702,schlecht::A,κακός,halb
703,richtig::A,σωστός,õige
704,schlimm::A,άσχημος,paha
705,wahr::A,αληθής,tõene
706,wahr::A,αληθινός,tõene
707,alt::A,παλιός,vana
708,neu::A,νέος,uus
709,neu::A,καινούργιος,uus
710,ehemalig::A,παλιός,endine
711,alt[Lebewesen]::A,γέρος,vana
712,jung::A,νέος,noor
713,arm::A,φτωχός,vaene
714,reich::A,πλούσιος,rikas
715,bekannt::A,γνωστός,teada
716,bekannt::A,γνωστός,tuttav
717,berühmt::A,περίφημος,tuntud
718,berühmt::A,ξακουσμένος,tuntud
719,fremd::A,ξένος,võõras
720,verschieden::A,διαφορετικός,erinev
721,nah::A,κοντινός,lähedane
722,fern::A,μακριά,kauge
723,linker::A,αριστερός,vasak
724,rechter::A,δεξιός,parem
725,anderer::A,άλλος,muu
726,anderer::A,άλλος,teine
727,erster::A,πρώτος,esimene
728,zweiter::A,δεύτερος,teine
729,dritter::A,τρίτος,kolmas
730,letzter::A,τελευταίος,viimane
731,allein::ADV,μόνος,üksi
732,auf einmal::ADV,εφάπαξ,korraga
733,auf einmal::ADV,εφάπαξ,ühekorraga
734,zusammen::ADV,μαζί,koos
735,zusammen::ADV,μαζί,üheskoos
736,lange::ADV,πολύν καιρό,kaua
737,plötzlich::ADV,έξαφνα,äkki
738,plötzlich::ADV,έξαφνα,järsku
739,sofort::ADV,αμέσως,kohe
740,später::ADV,αργότερα,hiljem
741,jetzt::ADV,τώρα,nüüd
742,heute::ADV,σήμερα,täna
743,morgen::ADV,αύριο,homme
744,bald::ADV,σε λίγο,pea
745,bald::ADV,σε λίγο,varsti
746,bald::ADV,εντός ολίγου,pea
747,bald::ADV,εντός ολίγου,varsti
