,Concept_ID,ps,os
85,Wolke::N,ورېځ,ӕврагъ
86,Regen::N,وریا,уарын
87,Regen::N,باران,уарын
88,Schnee::N,واوره,мит
89,Eis::N,یخ,их
90,Eis::N,کنګل,их
91,Frost::N,یخ,ихæн
92,Kälte::N,ساړه,уазал
93,Hitze::N,تودوخي,ӕнтӕф
94,Raureif::N,سپینه پرخه,халас
95,Regenbogen::N,بوډۍ ټال,арвырон
96,Regenbogen::N,بوډۍ ټال,арвырдын
97,Regenbogen::N,سره زرغونه,арвырон
98,Regenbogen::N,سره زرغونه,арвырдын
99,Donner::N,تالنده,æрвнæрын
100,Strömung::N,بهېدنه,цыд
101,Tropfen::N,قطره,æртах
102,Tropfen::N,څاڅکی,æртах
103,Schaum::N,ځګ,фынк
104,Schmutz::N,ناپاکي,цъыф
105,See::N,جهیل,цад
106,Sumpf::N,جبه,цъыфдзаст
107,Moor::N,جبه,цъыфдзаст
108,Wiese::N,چمن,уыгӕрдӕн
109,Wiese::N,شنېلی,уыгӕрдӕн
110,Wald::N,ځنګل,хъӕд
111,Hügel::N,تپه,обау
112,Hügel::N,تپه,къуыбыр
113,Anhöhe::N,غونډۍ,уæлвæз
114,Anhöhe::N,غونډۍ,уæлхох
115,Berg::N,غ‍‍‍‍‍ر,хох
116,Gipfel::N,څوکه,цъупп
117,Höhle::N,کاز,лӕгӕт
118,Abhang::N,لمن,къул
119,Quelle::N,چینه,суадон
120,Bach::N,واله,мӕсчъыдон
121,Fluss::N,سیند,дон
122,Fluss::N,سیند,цӕугӕдон
123,Ufer::N,غاړه,был
124,Küste::N,ساحل,донбыл
125,Festland::N,وچه,сурзæхх
126,Meer::N,بحر,денджыз
127,Meer::N,سمندر,денджыз
128,Bucht::N,کارۍ,донбакæлæн
129,Insel::N,ټاپو,сакъадах
130,Insel::N,جزيره,сакъадах
131,Blume::N,ګل,дидинӕг
132,Gras::N,واښه,кӕрдӕг
133,Wurzel::N,ریښه,уидаг
134,Baum::N,ونه,бӕлас
135,Stamm::N,ډډ,хӕтӕл
136,Rinde::N,پوستکی,цъар
137,Ast::N,ښاخ,арх
138,Zweig::N,څانګه,къалиу
139,Blatt::N,پاڼه,сыф
140,Birke::N,توس,бæрз
141,Kiefer[Baum]::N,نښتر,нӕзы
142,Weide[Baum]::N,وله,хӕрис
143,Tanne::N,ناجو,наз
144,Horn::N,ښکر,сыкъа
145,Feder::N,بڼکه,сис
146,Fell::N,پوستکی,царм
147,Flügel::N,وزر,базыр
148,Klaue::N,پنجه,ных
149,Klaue::N,منګول,ных
150,Kralle::N,پنجه,дзӕмбы
151,Kralle::N,منګول,дзӕмбы
152,Schwanz::N,لکۍ,къӕдзил
153,Ei::N,وۍ,айк
154,Ei::N,هګۍ,айк
155,Nest::N,جاله,ахстон
156,Bau::N,کاز,хуынкъ
157,Tier::N,ژوی,сырд
158,Tier::N,ژوی,цӕрӕгой
159,Tier::N,حیوان,сырд
160,Tier::N,حیوان,цӕрӕгой
161,Herde::N,رمه,дзуг
162,Herde::N,رمه,рӕгъау
163,Herde::N,غېله,дзуг
164,Herde::N,غېله,рӕгъау
165,Kuh::N,غوا,хъуг
166,Bulle::N,غوئی,гал
167,Pferd::N,آس,бӕх
168,Schaf::N,پسه,фыс
169,Schwein::N,سرکوزی,хуы
170,Hund::N,سپی,куыдз
171,Katze::N,پشه,гӕды
172,Bär::N,خرس,арс
173,Eichhörnchen::N,خړ لمی,æхсæрæг
174,Elch::N,ګوزن,цæгатаг саг
175,Fuchs::N,سپلم,рувас
176,Hase::N,سوی,тæрхъус
177,Maus::N,مږک,мыст
178,Wolf::N,لېوه,бирӕгъ
179,Vogel::N,مرغه,цъиу
180,Vogel::N,مرغه,маргъ
181,Schwarm::N,سېل,бал
182,Huhn::N,چرګه,карк
183,Hahn::N,چرګ,уасӕг
184,Gans::N,بته,хъаз
185,Adler::N,عقاب,цӕргӕс
186,Ente::N,ایلۍ,ацц
187,Eule::N,ګونګی, уыг
188,Eule::N,ګونګی,сидахъ
189,Kranich::N,کلنګ,зырнæг
190,Kranich::N,کلنګ,хърихъупп
191,Krähe::N,کارغه,халон
192,Kuckuck::N,فاخته,гаккук
193,Schwan::N,قو,доныхъаз
194,Fisch::N,کب,кӕсаг
195,Fisch::N,ماهی,кӕсаг
196,Schlange[Tier]::N,مار,калм
197,Wurm::N,چینجی,зулкъ
198,Wurm::N,چینجی,къуыдыргалм
199,Spinne::N,غڼه,хӕлуарӕг
200,Spinne::N,تارکښ,хӕлуарӕг
201,Ameise::N,مېږی,мæлдзыг
202,Laus::N,سپږه,сыст
203,Mücke::N,ماشی,къогъо
204,Fliege::N,مچ,бындз
205,Schmetterling::N,پتنګ,гæлæбу
206,Beere::N,مېوۍ,гагадыргъ
207,Apfel::N,مڼه,фӕткъуы
208,Pilz::N,خرېړی,зокъо
209,Pilz::N,خرېړی,къозо
210,Zwiebel::N,پیاز,хъӕдындз
211,Saat::N,تخم,тауинаг
212,Saat::N,تخم,мыггаг
213,Korn::N,تخم,мыггаг
214,Korn::N,تخم,тауинаг
215,Korn::N,دانه,мыггаг
216,Korn::N,دانه,тауинаг
217,Heu::N,بوس,хос
218,Heu::N,پروړه,хос
219,Schale::N,پوستکی,цъар
220,Grube::N,کنده,урм
221,Grube::N,کنده,къахт
222,Grube::N,کنده,дзыхъхъ
223,Falle::N,دام,цъысым
224,Falle::N,دام,къӕппӕг
225,Falle::N,لومه,цъысым
226,Falle::N,لومه,къӕппӕг
227,Schlinge::N,کړۍ,цасм
228,Spur::N,نښه,фæд
229,Asche::N,آس,фӕнык
230,Asche::N,آس,ӕртхутӕг
231,Asche::N,ایره,фӕнык
232,Asche::N,ایره,ӕртхутӕг
233,Dreck::N,ناپاکي,цъыф
234,Eisen::N,اوسپنه,ӕфсӕйнаг
235,Gold::N,سره زر,сыгъзӕрин
236,Silber::N,نقره,ӕвзист
237,Silber::N,سپین زر,ӕвзист
238,Kohle::N,سکور,ӕвзалы
239,Kohle::N,سکاره,ӕвзалы
240,Glas::N,ښيښه,авг
241,Lehm::N,خټه,ӕлыг
242,Sand::N,شګه,змис
243,Mensch::N,انسان,лӕг
244,Mensch::N,انسان,адӕймаг
245,Mensch::N,انسان,удгоймаг
246,Mann::N,سړی,лӕг
247,Mann::N,سړی,нӕлгоймаг
248,Mann::N,نارینه,лӕг
249,Mann::N,نارینه,нӕлгоймаг
250,Frau::N,ښځه,сылгоймаг
251,Kind::N,بچی,сывӕллон
252,Kind::N,ماشوم,сывӕллон
253,Junge::N,هلک,лӕппу
254,Mädchen::N,نجلۍ,чызг
255,Familie::N,کورنۍ,бинонтæ
256,Großvater::N,بابا,фыдыфыд
257,Großvater::N,بابا,мадыфыд
258,Großmutter::N,انا,фыды мад
259,Großmutter::N,انا,мады мад
260,Eltern::N,مور او پلار,ныййарджытæ
261,Vater::N,پلار,фыд
262,Mutter::N,مور,мад
263,Sohn::N,زوی,фырт
264,Tochter::N,لور,чызг
265,Bruder::N,ورور,ӕфсымӕр
266,Schwester::N,خور,хо
267,Onkel::N,تره,фыдыфсымӕр
268,Onkel::N,ماما,фыдыфсымӕр
269,Tante::N,خاله,мадыхо
270,Ehemann::N,مېړه,мой
271,Ehefrau::N,مېرمن,ус
272,Freude::N,خوشحالي,цин
273,Freude::N,خوشحالي,циндзинад
274,Gelächter::N,خندا,худын
275,Gelächter::N,خندا,худт
276,Gelächter::N,خندا,худæг
277,Glück::N,بخت,амонд
278,Kummer::N,غم,хъыг
279,Wunsch::N,هيله,бӕллиц
280,Wunsch::N,غوښتنه,бӕллиц
281,Lust::N,شوق,монц
282,Lust::N,مینه,монц
283,Geist::N,روح,уд
284,Gedanke::N,فکر,хъуыды
285,Gedächtnis::N,یاد,мысæн
286,Gedächtnis::N,یاد,мысын
287,Gedächtnis::N,یاد,зæрдылдарын
288,Gedächtnis::N,حافظه,мысæн
289,Gedächtnis::N,حافظه,мысын
290,Gedächtnis::N,حافظه,зæрдылдарын
291,Verstand::N,عقل,зонд
292,Verstand::N,شعور,зонд
293,Sinn::N,معنی,нысаниуæг
294,Grund::N,علت,ӕфсон
295,Grund::N,اساس,ӕфсон
296,Wahrheit::N,حقیقت,æцæг
297,Gespräch::N,مرکه,ныхас
298,Gespräch::N,خبرې اترې,ныхас
299,Märchen::N,افسانه,аргъау
300,Erzählung::N,قصه,радзырд
301,Erzählung::N,کیسه,радзырд
302,Nachricht::N,خبر,уац
303,Neuigkeit::N,نوی خبر,хабар
304,Name::N,نوم,ном
305,Rätsel::N,کیسۍ,уыци-уыци
306,Rätsel::N,کیسۍ,базон-базон
307,Rätsel::N,چیستان,уыци-уыци
308,Rätsel::N,چیستان,базон-базон
309,Rede::N,وینا,раныхас
310,Sprache::N,ژبه,ӕвзаг
311,Stimme::N,غږ,хъӕлӕс
312,Stimme::N,اواز,хъӕлӕс
313,Wort::N,لغت,дзырд
314,Wort::N,کلمه,дзырд
315,Zeichen::N,نښه,нысан
316,Zeichen::N,اشاره,нысан
317,Ruf::N,ږغ,сидт
318,Ruf::N,بلنه,сидт
319,Lärm::N,غالمغال,уынæр
320,Laut::N,ږغ,зӕл
321,Laut::N,ږغ,мыр
322,Ton::N,اواز,мыр
323,Lied::N,غزله,зарӕг
324,Lied::N,سندره,зарӕг
325,Ruhe::N,ارامي,æнцой
326,Leute::N,خلک,адӕм
327,Volk::N,ولس,адӕм
328,Arbeit::N,کار,фӕллой
329,Gast::N,مېلمه,уазӕг
330,Geschenk::N,تحفه,хуын
331,Geschenk::N,سوغات,хуын
332,Spiel::N,لوبه,хъазт
333,Gesellschaft::N,ډله,дзыллæ
334,Gesellschaft::N,ډله,æхсæнад
335,Hilfe::N,کومک,æххуыс
336,Hilfe::N,کومک,ахъаз
337,Hilfe::N,مرسته,æххуыс
338,Hilfe::N,مرسته,ахъаз
339,Freund::N,ملګری,лымӕн
340,Kamerad::N,انډيوال,ӕмбал
341,Angelegenheit::N,موضوع,хъуыддаг
342,Anzahl::N,شمېر,бӕрц
343,Anzahl::N,تعداد,бӕрц
344,Art::N,ډول,хуыз
345,Art::N,ډول,хуызад
346,Stück::N,ټوټه,кæрдих
347,Stück::N,ټوټه,комдзаг
348,Teil::N,برخه,хай
349,Hälfte::N,نیم,æрдæг
350,Hälfte::N,نیم,æмбис
351,Kreis::N,دایره,зиллакк
352,Kreuz::N,صلیب,дзуар
353,Linie::N,خط,хахх
354,Linie::N,لیکه,хахх
355,Strich::N,کرښه,хахх
356,Abstand::N,فاصله,æхсæнуат
357,Entfernung::N,واټن,дæрддзæг
358,Entfernung::N,واټن,дардцæг
359,Gegend::N,سیمه,ран
360,Gegend::N,منطقه,ран
361,Platz::N,ځای,бууат
362,Ort::N,ځای,ран
363,Ort::N,ځای,бынат
364,Seite::N,مخ,фахс
365,Seite::N,اړخ,фахс
366,Mitte::N,وسط,астӕу
367,Mitte::N,مینځ,астӕу
368,Gegenstand::N,شی,дзаума
369,Sache::N,شی,дзаума
370,Sache::N,څيز,дзаума
371,Rand::N,څنډه,кӕрон
372,Rand::N,کناره,кӕрон
373,Kante::N,اړخ,фӕрск
374,Ecke::N,ګوټ,тигъ
375,Ecke::N,ګوټ,фисын
376,Spitze::N,څوکه,бырынкъ
377,Ende::N,څوکه,кӕрон
378,Loch::N,سوری,хуынкъ
379,Winkel::N,کنج,къуым
380,Winkel::N,کوتی,къуым
381,Muster::N,نمونه,нывæфтыд
382,Muster::N,نمونه,кæдзист
383,Größe::N,قد,ас
384,Größe::N,لويوالی,ас
385,Länge::N,طول,дӕргъ
386,Länge::N,اوږد والی,дӕргъ
387,Höhe::N,جګوالی,бæрзонд
388,Höhe::N,جګوالی,бæрзæнд
389,Höhe::N,جګوالی,бæрзонддзинад
390,Gewicht::N,وزن,уӕз
391,Menge::N,اندازه,бӕрц
392,Haufen::N,کوټه,кӕри
393,Reihe::N,صف,рӕнхъ
394,Reihe::N,کتار,рӕнхъ
395,Boot::N,قايق,чема
396,Ruder::N,چپه,къохар
397,Schlitten::N,ښویېدونی,дзоныгъ
398,Ski::N,سکي,къахдзоныгътæ
399,Ski::N,سکي,лыжæтæ
400,Lagerfeuer::N,اور,арт
401,Last::N,بار,уаргъ
402,Last::N,پېټی,уаргъ
403,Gang::N,تګ,цыд
404,Schritt::N,ګام,санчъех
405,Schritt::N,ګام,къахдзӕф
406,Norden::N,شمال,цæгат
407,Süden::N,سوېل,хуссар
408,Westen::N,لوېدېځ,ныгуылæн
409,Osten::N,شرق,скæсæн
410,Osten::N,ختیځ,скæсæн
411,Holz::N,لرګی,хъӕдӕрмӕг
412,Brett::N,تخته,фæйнæг
413,Platte::N,تخته,къӕй
414,Stütze::N,تکیوان,быцæу
415,Stange::N,ډاګه,хъил
416,Stock::N,لرګی,лӕдзӕг
417,Stab::N,چيخله,хъил
418,Rohr::N,نل,хӕтӕл
419,Haus::N,کور,хӕдзар
420,Heim::N,کور,къона
421,Ofen::N,تودنۍ,пец
422,Fußboden::N,غولی,астӕрд
423,Tisch::N,مېز,стъол
424,Stuhl::N,چوکۍ,бандон
425,Wiege::N,زانګو,авдæн
426,Bett::N,کټ,сынтӕг
427,Bett::N,چپرکټ,сынтӕг
428,Regal::N,تاخچۍ,тӕрхӕг
429,Regal::N,تاخچۍ,уӕлвӕйнӕг
430,Kiste::N,صندوق,асыкк
431,Fenster::N,کړکۍ,рудзынг
432,Fenster::N,کړکۍ,фæрссаг
433,Tür::N,دروازه,дуар
434,Tor::N,دروازه,кулдуар
435,Zaun::N,کټاره,æмбонд
436,Zaun::N,کټاره,быру
437,Zaun::N,کټاره,гæрæн
438,Dach::N,بام,уӕлхӕдзар
439,Leiter::N,زينه,асин
440,Besen::N,جارو,уисой
441,Spaten::N,یوم,бел
442,Schaufel::N,بېلچه,æвгæнæн
443,Schaufel::N,بېلچه,кæфой
444,Gabel::N,پنجه,вилкæ
445,Löffel::N,کاشوغه,уидыг
446,Messer::N,چاقو,кард
447,Nagel::N,ميخ,зӕгӕл
448,Netz::N,جال,хыз
449,Haken::N,څنګک,хæдз
450,Haken::N,څنګک,хæбырæгъ
451,Griff::N,لاستی,фистон
452,Schloss::N,کلپ,гуыдыр
453,Bild::N,رسم,ныв
454,Figur::N,قدوقامت,кæрдгæныв
455,Puppe::N,ګوډۍ,чындз
456,Beutel::N,کڅوړه,дзӕкъул
457,Bündel::N,دسته,баст
458,Tasche::N,بکس,хызын
459,Tasche::N,بکس,дзæкъул
460,Tasche::N,توبره,хызын
461,Tasche::N,توبره,дзæкъул
462,Eimer::N,سطل,къæрта
463,Eimer::N,سطل,чъыбыла
464,Eimer::N,سطل,ведра
465,Deckel::N,سرپوښ,сæр
466,Deckel::N,سرپوښ,æмбæрзæн
467,Geschirr::N,لوښی,мигæнæн
468,Geschirr::N,لوښی,мигæнæнтæ
469,Sack::N,جوال,голлаг
470,Tasse::N,پیاله,пиала
471,Tasse::N,پیاله,къус
472,Topf::N,دېګی,аг
473,Topf::N,دېګی,чысыл аг
474,Kessel::N,دېګ,аг
475,Essen::N,خوراک,хӕрд
476,Nahrung::N,خوراک,хойраг
477,Speise::N,خواړه,хӕринаг
478,Fleisch::N,غوښه,дзидза
479,Fleisch::N,غوښه,фыдызгъӕл
480,Getreide::N,غله,халсар
481,Brei::N,اوګره,кас
482,Brot::N,ډوډۍ,дзул
483,Scheibe::N,مړۍ,къӕбӕр
484,Fett::N,غوړي,сой
485,Butter::N,کوچ,нӕлхӕ
486,Öl::N,تېل,зети
487,Salz::N,مالګه,цӕхх
488,Suppe::N,شوربا,бас
489,Honig::N,شات,мыд
490,Milch::N,شوده,ӕхсыр
491,Tee::N,چای,цай
492,Leder::N,څرمن,мæскуы
493,Wolle::N,پشم,фӕсмын
494,Stoff::N,ټوټه,хъуымац
495,Nadel::N,ستن,судзин
496,Faden::N,تار,ӕндах
497,Knopf::N,تڼۍ,цӕппӕр
498,Knopf::N,تکمه,цӕппӕр
499,Knoten::N,غوټه,ӕлхынцъ
500,Farbe::N,رنګ,ахорæн
501,Kleidung::N,کالي,дарӕс
502,Hemd::N,کميس,хӕдон
503,Kragen::N,غاړه,æфцæггот
504,Ärmel::N,لستوڼی,дыс
505,Hose::N,پطلون,хæлаф
506,Hose::N,پطلون,æддаг хæлаф
507,Hose::N,پطلون,салбар
508,Gürtel::N,کمربند,рон
509,Mütze::N,خولۍ,худ
510,Schuh::N,بوټ,басмахъ
511,Stiefel::N,موزه,цырыхъхъ
512,Ring::N,ګوته,къухдарӕн
513,Band::N,فيته,лент
514,Kamm::N,ګمنځ,сӕрвасӕн
515,Spiegel::N,ایینه,айдæн
516,Spiegel::N,ایینه,кæсæн
517,Spiegel::N,هنداره,айдæн
518,Spiegel::N,هنداره,кæсæн
519,Riemen::N,تسمه,гӕрз
520,Schnur::N,مزی,бӕндӕн
521,Leine::N,رسۍ,
522,Decke::N,بړستن,хъӕццул
523,Kissen::N,بالښت,баз
524,Tuch::N,ټیکری,кæлмæрзæн
525,Tuch::N,ټیکری,кæрдæн
526,Handtuch::N,دسمال,хисæрфæн
527,Kraft::N,زور,тых
528,Kraft::N,زور,хъомыс
529,Kraft::N,توان,тых
530,Kraft::N,توان,хъомыс
531,Stärke::N,قوت,тых
532,Stärke::N,قوت,æхсар
533,Gesundheit::N,صحت,æнæниздзинад
534,Gesundheit::N,روغتیا,æнæниздзинад
535,Krankheit::N,مرض,низ
536,Krankheit::N,مرض,рын
537,Krankheit::N,ناروغي,низ
538,Krankheit::N,ناروغي,рын
539,Schmerz::N,درد,рис
540,Wunde::N,ټپ,цӕф
541,Wunde::N,زخم,цӕф
542,Fieber::N,تبه,ризӕг
543,Fieber::N,تبه,тӕфсӕг
544,Arznei::N,دوا,хос
545,Arznei::N,دارو,хос
546,Brücke::N,پول,хид
547,Brunnen::N,څاه,цъай
548,Brunnen::N,کوهی,цъай
549,Weide::N,وله,хизæн
550,Weide::N,وله,хизæнуат
551,Weide::N,وله,сæрвæт
552,Pfad::N,تړه,къахвæндаг
553,Pfad::N,تړه,къахвæд
554,Weg::N,لیار,фӕндаг
555,Straße::N,سړک,фӕндаг
556,Dorf::N,کلی,хъӕу
557,Stadt::N,ښار,сахар
558,Brief::N,لیک,фыстӕг
559,Brief::N,مکتوب,фыстӕг
560,Buch::N,کتاب,чиныг
561,Buchstabe::N,حرف,дамгъӕ
562,Buchstabe::N,توری,дамгъӕ
563,Zeitung::N,اخبار,газет
564,Leben::N,ژوند,цард
565,Leben::N,ژوند,цӕрӕнбон
566,Tod::N,مرګ,мæлæт
567,Tod::N,مرګ,адзал
568,Tod::N,مړینه,мæлæт
569,Tod::N,مړینه,адзал
570,Grab::N,قبر,ингӕн
571,Grab::N,ډورۍ,ингӕн
572,Kirche::N,کلیسا,аргъуан
573,Sünde::N,ګناه,тæригъæд
574,Gott::N,خدای,хуыцау
575,Arbeiter::N,کاریګر,кусæг
576,Chef::N,آمر,ӕмцег
577,Meister::N,استاد,мастер
578,Meister::N,استاد,дæсны
579,Arzt::N,طبیب,хосгæнæг
580,Arzt::N,طبیب,дохтыр
581,Arzt::N,ډاکټر,хосгæнæг
582,Arzt::N,ډاکټر,дохтыр
583,Lehrer::N,معلم,ахуыргæнæг
584,Lehrer::N,ښوونکی,ахуыргæнæг
585,Geld::N,پیسې,ӕхца
586,Geschäft::N,سوداګري,бизнес
587,Geschäft::N,سوداګري,хъуыддаг
588,Laden::N,دکان,дукани
589,Laden::N,مغازه,дукани
590,Preis::N,بیه,аргъ
591,Ware::N,مال,базайраг
592,Nutzen::N,ګټه,пайда
593,Reichtum::N,شتمني,хъæздыгдзинад
594,Reichtum::N,شتمني,исбон
595,Reichtum::N,شتمني,мулк
596,Welt::N,نړۍ,дуне
597,Welt::N,دنیا,дуне
598,Land::N,هېواد,бӕстӕ
599,Staat::N,دولت,паддзахад
600,König::N,باچا,къарол
601,König::N,پادشاه,къарол
602,Macht::N,قدرت,хицаудзинад
603,Grenze::N,حد,арӕн
604,Grenze::N,سرحد,арӕн
605,Krieg::N,جګړه,хӕст
606,Feind::N,دښمن,знаг
607,Feind::N,دښمن,фыдгул
608,Feind::N,دښمن,фыдзæрдæ
609,Feind::N,دښمن,сон
610,Gewalt::N,زور,тыхми
611,Gewalt::N,زور,тыхдзинад
612,Gewalt::N,تشدد,тыхми
613,Gewalt::N,تشدد,тыхдзинад
614,Kampf::N,جنګ,хæст
615,Kampf::N,جنګ,хъæбысæйхæст
616,Kampf::N,جنګ,тох
617,Kampf::N,مبارزه,хæст
618,Kampf::N,مبارزه,хъæбысæйхæст
619,Kampf::N,مبارزه,тох
620,Bogen[Waffe]::N,لیندۍ,ӕрдын
621,Pfeil::N,غشی,фат
622,Gewehr::N,ټوپک,топп
623,Fehler::N,خطا,рӕдыд
624,Fehler::N,غلطي,рӕдыд
625,Lüge::N,دروغ,мӕнг
626,Lüge::N,دروغ,гӕдыдзинад
627,Schaden::N,زیان,зиан
628,Schaden::N,تاوان,зиан
629,Unglück::N,بدبختي,бæллæх
630,Schuld::N,ګناه,азым
631,Alter::N,منګ,кар
632,Schluss::N,اخر,кæрон
633,Zeit::N,وخت,рӕстӕг
634,Tag::N,ورځ,бон
635,Morgen::N,سبا,райсом
636,Morgen::N,سهار,райсом
637,Mittag::N,غرمه,æмбисбон
638,Abend::N,ماښام,изӕр
639,Nacht::N,شپه,ӕхсӕв
640,Woche::N,اونۍ,къуыри
641,Monat::N,مياشت,мӕй
642,Jahr::N,کال,аз
643,Jahr::N,کال,афӕдз
644,Frühling::N,پسرلی,уалдзæг
645,Sommer::N,دوبی,сӕрд
646,Herbst::N,منی,фæззæг
647,Herbst::N,خزان,фæззæг
648,Winter::N,ژمی,зымӕг
649,Januar::N,جنوري,январь
650,Februar::N,فبروري,февраль
651,März::N,مارچ,мартъи
652,April::N,اپریل,апрель
653,Mai::N,مې,май
654,Juni::N,جون,июнь
655,Juli::N,جولای,июль
656,August::N,اګست,август
657,September::N,سپټامبر,сентябрь
658,Oktober::N,اکتوبر,октябрь
659,November::N,نومبر,ноябрь
660,Dezember::N,دسمبر,декабрь
661,Montag::N,دوشنبه,къуырисæр
662,Dienstag::N,سه شنبه,дыццæг
663,Mittwoch::N,چارشنبه,æртыццæг
664,Donnerstag::N,پنجشنبه,цыппæрæм
665,Freitag::N,جمعه,майрæмбон
666,Samstag::N,خالي,сабат
667,Sonntag::N,یکشنبه,хуыцаубон
668,groß::A,لوی,дынджыр
669,klein::A,وړوکی,гыццыл
670,lang::A,اوړد,даргъ
671,kurz::A,لنډ,цыбыр
672,breit::A,پراخه,фӕтӕн
673,schmal::A,تنګ,нарӕг
674,schmal::A,تنګ,уынгӕг
675,dicht::A,ګڼ,бæзджын
676,dicht::A,ګڼ,тар
677,dick[Gegenstand]::A,پنډ,сӕвджын
678,dünn::A,نری,тæнæг
679,fein::A,نازک,лыстӕг
680,fest::A,کلک,фидар
681,fest::A,کلک,хъӕддых
682,fest::A,ټینګ,фидар
683,fest::A,ټینګ,хъӕддых
684,flach::A,هوار,тъӕпӕн
685,glatt::A,ښوی,лӕгъз
686,hart::A,کلک,хъӕбӕр
687,weich::A,نرم,фӕлмӕн
688,weich::A,پوست,фӕлмӕн
689,rund::A,ګرد,тымбыл
690,spitz::A,تېره,цыргъбырынкъ
691,spitz::A,تېره,цыргъфындз
692,scharf::A,تېز,цыргъ
693,scharf::A,تېره,цыргъ
694,stumpf::A,پڅ,къуымых
695,schwer::A,دروند,уӕззау
696,schön::A,ښکلی,аив
697,schön::A,ښکلی,рӕсугъд
698,heiß::A,تود,тӕвд
699,warm::A,تود,хъарм
700,kalt::A,ېخ,уазал
701,kalt::A,سوړ,уазал
702,kühl::A,ېخ,сатæг
703,kühl::A,ېخ,уазалгомау
704,kühl::A,سوړ,сатæг
705,kühl::A,سوړ,уазалгомау
706,frisch::A,تازه,сатæг
707,feucht::A,مرطوب,уымӕл
708,nass::A,لوند,хуылыдз
709,trocken::A,وچ,хус
710,voll::A,ډک,дзаг
711,voll::A,ډک,йедзаг 
712,leer::A,خالی,афтид
713,offen::A,خلاص,гом
714,offen::A,پرانیستی,гом
715,geschlossen::A,تړلی,æхгæд
716,sauber::A,پاک,сыгъдæг
717,schmutzig::A,چټل,чъиллон
718,roh::A,خام,хом
719,reif::A,پوخ,рӕгъӕд
720,reif::A,رسېدلی,рӕгъӕд
721,lecker::A,خوندور,хӕрзад
722,lecker::A,مزه دار,хӕрзад
723,süß::A,خوږ,адджын
724,süß::A,شیرین,адджын
725,bitter::A,تریخ,судзаг
726,sauer::A,ټاک,туаг
