,Concept_ID,sv,kk
133,Bach::N,bäck,жылға
134,Fluss::N,älv,өзен
135,Fluss::N,flod,өзен
136,Ufer::N,strand,жиек
137,Küste::N,kust,жиегі
138,Küste::N,kust,жағалау
139,Festland::N,fastland,құрылық
140,Meer::N,hav,теңіз
141,Bucht::N,vik,шығанақ
142,Bucht::N,bukt,шығанақ
143,Insel::N,ö,арал
144,Blume::N,blomma,гүл
145,Blume::N,blomster,гүл
146,Gras::N,gräs,от
147,Wurzel::N,rot,түбір
148,Baum::N,träd,ағаш
149,Baum::N,träd,дарақ
150,Stamm::N,stam,сояу
151,Stamm::N,stam,оқпан
152,Rinde::N,bark,қабық
153,Ast::N,gren,бұтақ
154,Zweig::N,kvist,шыбық
155,Blatt::N,löv,жапырақ
156,Blatt::N,blad,жапырақ
157,Birke::N,björk,қайың
158,Kiefer[Baum]::N,tall,қарағай
159,Weide[Baum]::N,pil,тал
160,Weide[Baum]::N,vide,тал
161,Tanne::N,gran,шырша
162,Horn::N,horn,мүйіз
163,Feder::N,fjäder,қаламұш
164,Fell::N,fäll,тері
165,Fell::N,skinn,тері
166,Flügel::N,vinge,қанат
167,Klaue::N,klöv,тырнақ
168,Kralle::N,klo,аяқ
169,Schwanz::N,svans,құйрық
170,Schwanz::N,stjärt,құйрық
171,Ei::N,ägg,жұмыртқа
172,Nest::N,rede,ұя
173,Nest::N,näste,ұя
174,Bau::N,bo,жатақ
175,Tier::N,djur,айуан
176,Tier::N,djur,жануар
177,Herde::N,flock,пада
178,Kuh::N,ko,сиыр
179,Bulle::N,tjur,өгіз
180,Pferd::N,häst,жылқы
181,Schaf::N,får,қой
182,Schwein::N,svin,шошқа
183,Hund::N,hund,ит
184,Katze::N,katt,мысық
185,Bär::N,björn,аю
186,Eichhörnchen::N,ekorre,тиін
187,Elch::N,älg,бұғы
188,Fuchs::N,räv,түлкі
189,Hase::N,hare,қоян
190,Maus::N,mus,қаптесер
191,Wolf::N,varg,бөрі
192,Wolf::N,varg,қасқыр
193,Vogel::N,fågel,құс
194,Schwarm::N,svärm,топ
195,Schwarm::N,svärm,үйір
196,Huhn::N,höns,тауық
197,Huhn::N,höns,мекиен
198,Hahn::N,tupp,әтеш
199,Hahn::N,tupp,қораз
200,Gans::N,gås,қаз
201,Adler::N,örn,бүркіт
202,Ente::N,anka,үйрек
203,Eule::N,uggla,жапалақ
204,Kranich::N,trana,тырна
205,Krähe::N,kråka,қарға
206,Kuckuck::N,gök,көкек
207,Schwan::N,svan,аққу
208,Fisch::N,fisk,балық
209,Barsch::N,abborre,алабұға
210,Hecht::N,gädda,шортан
211,Schlange[Tier]::N,orm,жылан
212,Wurm::N,mask,шұбалшаң
213,Spinne::N,spindel,өрмекші
214,Ameise::N,myra,қүмырска
215,Laus::N,lus,бит
216,Mücke::N,mygga,маса
217,Fliege::N,fluga,шыбын
218,Schmetterling::N,fjäril,көбелек
219,Beere::N,bär,жидек
220,Apfel::N,äpple,алма
221,Pilz::N,svamp,қозықұйрық
222,Pilz::N,svamp,саңыраукулақ
223,Zwiebel::N,lök,жуа
224,Saat::N,sådd,тұқым
225,Korn::N,korn,дән
226,Heu::N,hö,шөп
227,Schale::N,skal,қабық
228,Schale::N,skal,қабығы
229,Grube::N,grop,ор
230,Falle::N,fälla,дұзақ
231,Falle::N,fälla,қақпан
232,Schlinge::N,snara,ілмек
233,Spur::N,spår,із
234,Asche::N,aska,күл
235,Dreck::N,lort,былғаныш
236,Eisen::N,järn,темір
237,Gold::N,guld,алтын
238,Silber::N,silver,күміс
239,Kohle::N,kol,көмір
240,Glas::N,glas,шыны
241,Lehm::N,lera,балшық
242,Sand::N,sand,құм
243,Mensch::N,människa,адам
244,Mann::N,man,еркек
245,Mann::N,man,ер адам
246,Frau::N,kvinna,бике
247,Frau::N,kvinna,қатын
248,Kind::N,barn,бала
249,Kind::N,barn,перзент
250,Junge::N,pojke,бала
251,Junge::N,pojke,ер бала
252,Mädchen::N,flicka,қыз
253,Familie::N,familj,жанұя
254,Großvater::N,morfar,ата
255,Großmutter::N,farmor,әже
256,Großmutter::N,farmor,әжей
257,Eltern::N,föräldrar,ата-аналар
258,Vater::N,far,әке
259,Mutter::N,mor,ана
260,Sohn::N,son,ұл
261,Tochter::N,dotter,қызым
262,Bruder::N,bror,бауырым
263,Schwester::N,syster,әпке
264,Onkel::N,morbror,көке
265,Tante::N,tant,тәте
266,Ehemann::N,äkta man,ер
267,Ehefrau::N,hustru,зайып
268,Freude::N,fröjd,қуаныш
269,Freude::N,fröjd,сүйініш
270,Freude::N,fröjd,шат-думан
271,Freude::N,fröjd,қуаныштылық
272,Freude::N,glädje,қуаныш
273,Freude::N,glädje,сүйініш
274,Freude::N,glädje,шат-думан
275,Freude::N,glädje,қуаныштылық
276,Gelächter::N,åtlöje,күлу
277,Glück::N,lycka,бақыт
278,Glück::N,lycka,бақыттылық
279,Kummer::N,sorg,аза
280,Kummer::N,sorg,қайғы
281,Kummer::N,sorg,қасырет
282,Wunsch::N,önskan,мүдде
283,Lust::N,lust,тәбет
284,Lust::N,lust,ынтызар
285,Lust::N,lust,құштарлық
286,Geist::N,ande,рух
287,Gedanke::N,tanke,ой
288,Gedächtnis::N,minne,ес
289,Gedächtnis::N,minne,жады
290,Gedächtnis::N,minne,ақыл-ес
291,Verstand::N,förstånd,ақыл
292,Verstand::N,förstånd,парасат
293,Sinn::N,mening,мән
294,Sinn::N,mening,маныз
295,Sinn::N,mening,мағына
296,Sinn::N,mening,мән-мағына
297,Sinn::N,betydelse,мән
298,Sinn::N,betydelse,маныз
299,Sinn::N,betydelse,мағына
300,Sinn::N,betydelse,мән-мағына
301,Grund::N,skäl,себеп
302,Grund::N,grund,себеп
303,Wahrheit::N,sanning,рас
304,Gespräch::N,samtal,әңгіме
305,Märchen::N,saga,ертеп
306,Märchen::N,saga,ертек
307,Erzählung::N,berättelse,әңгіме
308,Nachricht::N,meddelande,хабар
309,Neuigkeit::N,nyhet,жаңалық
310,Name::N,namn,ат
311,Name::N,namn,атау
312,Rätsel::N,gåta,жұмбақ
313,Rede::N,tal,сөз
314,Sprache::N,språk,тіл
315,Stimme::N,stämma,үн
316,Stimme::N,stämma,әуен
317,Stimme::N,stämma,дауыс
318,Wort::N,ord,сөз
319,Zeichen::N,tecken,ишара
320,Ruf::N,rop,айғай
321,Lärm::N,bråk,айғай-шу
322,Lärm::N,bråk,айғай-ұйғай
323,Lärm::N,oväsen,айғай-шу
324,Lärm::N,oväsen,айғай-ұйғай
325,Laut::N,ljud,дыбыс
326,Laut::N,ljud,дауыс
327,Ton::N,ton,әуен
328,Lied::N,sång,ән
329,Lied::N,sång,жыр
330,Lied::N,sång,ән-жыр
331,Ruhe::N,ro,тыныштық
332,Ruhe::N,lugn,тыныштық
333,Leute::N,folk,кісілер
334,Volk::N,folk,халық
335,Arbeit::N,arbete,еңбек
336,Gast::N,gäst,қонақ
337,Gast::N,gäst,мейман
338,Geschenk::N,gåva,қадия
339,Geschenk::N,present,қадия
340,Spiel::N,lek,ойын
341,Spiel::N,spel,ойын
342,Gesellschaft::N,sällskap,қауым
343,Gesellschaft::N,sällskap,жұртшылық
344,Hilfe::N,hjälp,жэрдем
345,Freund::N,vän,дос
346,Kamerad::N,kamrat,дос-жар
347,Angelegenheit::N,ärende,жұмыс
348,Angelegenheit::N,angelägenhet,жұмыс
349,Anzahl::N,antal,сан
350,Anzahl::N,antal,саны
351,Art::N,art,түр
352,Art::N,slag,түр
353,Stück::N,stycke,тілім
354,Teil::N,del,үлес
355,Teil::N,del,бөлшек
356,Hälfte::N,halva,жарты
357,Kreis::N,krets,шеңбер
358,Kreis::N,cirkel,шеңбер
359,Kreuz::N,kors,крест
360,Kreuz::N,kryss,крест
361,Linie::N,linje,сызық
362,Strich::N,streck,сызық
363,Abstand::N,avstånd,ара
364,Abstand::N,avstånd,аралық
365,Entfernung::N,avstånd,аралық
366,Gegend::N,trakt,өңір
367,Platz::N,plats,орны
368,Ort::N,plats,орын
369,Ort::N,ställe,орын
370,Seite::N,sida,жақ
371,Seite::N,sida,бүйір
372,Mitte::N,mitt,ортасы
373,Gegenstand::N,föremål,зат
374,Gegenstand::N,föremål,нәрсе
375,Sache::N,sak,бұйым
376,Rand::N,rand,шет
377,Rand::N,rand,шеті
378,Kante::N,kant,қыр
379,Kante::N,kant,қыры
380,Ecke::N,vrå,қыры
381,Ecke::N,vrå,бұрыш
382,Ecke::N,hörn,қыры
383,Ecke::N,hörn,бұрыш
384,Spitze::N,spets,ұшы
385,Ende::N,ända,аяқ
386,Ende::N,ända,соңы
387,Loch::N,hål,тесік
388,Winkel::N,vinkel,мүйіс
389,Muster::N,mönster,мәнер
390,Größe::N,storlek,ауқым
391,Größe::N,storlek,көлемдік
392,Länge::N,längd,бой
393,Länge::N,längd,ұзындық
394,Höhe::N,höjd,жоғарылық
395,Höhe::N,höjd,биіктік
396,Gewicht::N,tyngd,салмақ
397,Menge::N,mängd,мөлшер
398,Haufen::N,hög,үйме
399,Haufen::N,hög,үйінді
400,Reihe::N,rad,сап
401,Boot::N,båt,қайық
402,Ruder::N,åra,ескек
403,Schlitten::N,släde,шана
404,Ski::N,skida,шаңғы
405,Lagerfeuer::N,lägereld,алау
406,Last::N,last,ауырлық
407,Last::N,last,ауыр зат
408,Last::N,börda,ауырлық
409,Last::N,börda,ауыр зат
410,Gang::N,gång,жүріс
411,Schritt::N,steg,адым
412,Norden::N,norr,солтүстік
413,Norden::N,norr,терістік
414,Süden::N,söder,оңтүстік
415,Westen::N,väster,батыс
416,Osten::N,öster,күншығыс
417,Holz::N,trä,ағаш
418,Holz::N,trä,сүрек
419,Brett::N,bräda,тақта
420,Platte::N,platta,тақта
421,Stütze::N,stöd,тіреу
422,Stütze::N,stötta,тіреу
423,Stange::N,stång,қада
424,Stock::N,käpp,сойыл
425,Stock::N,pinne,сойыл
426,Stab::N,stav,сырық
427,Rohr::N,rör,құбыр
428,Haus::N,hus,үй
429,Heim::N,hem,үйлі
430,Heim::N,hem,шаңырақ
431,Ofen::N,ugn,ошақ
432,Ofen::N,ugn,пеш
433,Fußboden::N,golv,еден
434,Tisch::N,bord,үстел
435,Stuhl::N,stol,орындық
436,Wiege::N,vagga,бесік
437,Bett::N,säng,кереует
438,Regal::N,hylla,сөре
439,Kiste::N,låda,жәшік
440,Fenster::N,fönster,терезе
441,Tür::N,dörr,есік
442,Tor::N,port,дарбаза
443,Zaun::N,staket,дуал
444,Zaun::N,stängsel,дуал
445,Dach::N,tak,шатыр
446,Leiter::N,stege,саты
447,Leiter::N,stege,басқыш
448,Besen::N,kvast,сыпырғыш
449,Spaten::N,spade,күрек
450,Schaufel::N,skovel,қалақ
451,Schaufel::N,skyffel,қалақ
452,Gabel::N,gaffel,аша
453,Gabel::N,gaffel,шанышқы
454,Löffel::N,sked,қасық
455,Messer::N,kniv,пышақ
456,Nagel::N,spik,мық
457,Nagel::N,spik,шеге
458,Netz::N,nät,керегекөз
459,Haken::N,krok,ілмек
460,Griff::N,tag,сап
461,Griff::N,tag,тұтқа
462,Griff::N,handtag,сап
463,Griff::N,handtag,тұтқа
464,Schloss::N,las,құлып
465,Schloss::N,las,бекіткіш
466,Bild::N,bild,сурет
467,Figur::N,figur,тұлға
468,Puppe::N,docka,қуыршақ
469,Beutel::N,påse,қапшық
470,Bündel::N,bunt,байлам
471,Bündel::N,knippa,байлам
472,Tasche::N,väska,дорба
473,Eimer::N,hink,шелек
474,Eimer::N,ämbar,шелек
475,Deckel::N,lock,жапқыш
476,Geschirr::N,servis,ыдыс
477,Geschirr::N,porslin,ыдыс
478,Sack::N,säck,қап
479,Tasse::N,kopp,шыныаяқ
480,Topf::N,gryta,кәстрөл
481,Topf::N,kastrull,кәстрөл
482,Kessel::N,kittel,қазан
483,Essen::N,mål,ас
484,Nahrung::N,näring,ас
485,Nahrung::N,näring,тамақ
486,Speise::N,maträtt,тағам
487,Fleisch::N,kött,ет
488,Getreide::N,säd,дәнді
489,Getreide::N,spannmål,дәнді
490,Brei::N,gröt,ботқа
491,Brot::N,bröd,күлше
492,Scheibe::N,skiva,тілім
493,Fett::N,fett,май
494,Butter::N,smör,май
495,Öl::N,olja,май
496,Salz::N,salt,тұз
497,Suppe::N,soppa,көже
498,Honig::N,honung,бал
499,Milch::N,mjölk,сүт
500,Tee::N,te,шай
501,Leder::N,läder,көн
502,Wolle::N,ull,жүн
503,Wolle::N,ylle,жүн
504,Stoff::N,tyg,мата
505,Stoff::N,tyg,кездеме
506,Stoff::N,stoff,мата
507,Stoff::N,stoff,кездеме
508,Nadel::N,nål,ине
509,Faden::N,tråd,жіп
510,Knopf::N,knapp,түйме
511,Knoten::N,knut,түйін
512,Farbe::N,färg,рең
513,Kleidung::N,klädsel,киім
514,Hemd::N,skjorta,жейде
515,Kragen::N,krage,жаға
516,Ärmel::N,ärm,жең
517,Hose::N,byxor,шалбар
518,Gürtel::N,bälte,белбеу
519,Mütze::N,mössa,қалпақ
520,Schuh::N,sko,кебіс
521,Stiefel::N,stövel,етік
522,Ring::N,ring,жүзік
523,Band::N,band,таспа
524,Kamm::N,kam,тарақ
525,Spiegel::N,spegel,айна
526,Riemen::N,rem,қайыс
527,Schnur::N,snöre,жіп
528,Leine::N,lina,тізгін
529,Decke::N,täcke,көрпе
530,Kissen::N,dyna,жастық
531,Kissen::N,kudde,жастық
532,Tuch::N,sjal,орамал
533,Handtuch::N,handduk,сүлгі
534,Kraft::N,kraft,қуат
535,Kraft::N,kraft,қарқын
536,Kraft::N,kraft,әл-шама
537,Kraft::N,kraft,әл-дәрмен
538,Stärke::N,styrka,әл
539,Stärke::N,styrka,күш
540,Gesundheit::N,hälsa,денсаулык
541,Krankheit::N,sjukdom,ауру
542,Schmerz::N,smärta,ауру
543,Wunde::N,sår,зақым
544,Wunde::N,sår,жарақат
545,Fieber::N,feber,безгек
546,Fieber::N,feber,қалтырау
547,Fieber::N,feber,қызу көтерілуі
548,Arznei::N,medicin,дәрі
549,Arznei::N,medicin,дәрі-дәрмек
550,Arznei::N,läkemedel,дәрі
551,Arznei::N,läkemedel,дәрі-дәрмек
552,Brücke::N,bro,көпір
553,Brunnen::N,brunn,құдық
554,Weide::N,bete,өріс
555,Weide::N,bete,жайылым
556,Pfad::N,stig,жол
557,Weg::N,väg,жол
558,Straße::N,gata,жол
559,Dorf::N,by,ауыл
560,Stadt::N,stad,қала
561,Stadt::N,stad,шаһар
562,Brief::N,brev,хат
563,Brief::N,brev,жазу
564,Buch::N,bok,кітап
565,Buchstabe::N,bokstav,әріп
566,Buchstabe::N,bokstav,қаріп
567,Zeitung::N,tidning,газет
568,Leben::N,liv,өмір
569,Leben::N,liv,тіршілік
570,Tod::N,död,опат
571,Grab::N,grav,мола
572,Grab::N,grav,мазар
573,Kirche::N,kyrka,шіркеу
574,Sünde::N,synd,күнә
575,Gott::N,gud,алла
576,Gott::N,gud,құдай
577,Gott::N,gud,тәңірі
578,Gott::N,gud,пәруардігер
579,Gott::N,gud,жаратқан тәңірі
580,Arbeiter::N,arbetare,жүмысшы
581,Chef::N,chef,басшы
582,Chef::N,chef,жұмыс басқарушысы
583,Meister::N,mästare,шебер
584,Meister::N,mästare,өнерпаз
585,Arzt::N,läkare,дәрігер
586,Lehrer::N,lärare,мұғалім
587,Geld::N,pengar,пұл
588,Geschäft::N,rörelse,бизнес
589,Laden::N,affär,дүкен
590,Preis::N,pris,ақы
591,Preis::N,pris,құны
592,Preis::N,pris,нарық
593,Ware::N,vara,тауар
594,Nutzen::N,gagn,пайда
595,Nutzen::N,nytta,пайда
596,Reichtum::N,rikedom,бақ-дәулет
597,Welt::N,värld,әлем
598,Welt::N,värld,жиһан
599,Land::N,land,аймақ
600,Staat::N,stat,мемлекет
601,König::N,kung,патша
602,König::N,konung,патша
603,Macht::N,makt,өкімет
604,Macht::N,makt,қожалық
605,Grenze::N,gräns,шек
606,Krieg::N,krig,соғыс
607,Feind::N,fiende,жау
608,Feind::N,fiende,дұшпан
609,Gewalt::N,våld,зорлык
610,Gewalt::N,våld,зорлық-зомбылык
611,Kampf::N,kamp,күрес
612,Kampf::N,kamp,алыспақ
613,Kampf::N,strid,күрес
614,Kampf::N,strid,алыспақ
615,Bogen[Waffe]::N,båge,саржа
616,Pfeil::N,pil,жебе
617,Gewehr::N,gevär,қару
618,Fehler::N,fel,әбес
619,Fehler::N,fel,қаталық
620,Lüge::N,lögn,өтірік
621,Schaden::N,skada,зиян
622,Schaden::N,skada,зарар
623,Unglück::N,otur,пәле
624,Unglück::N,otur,қасырет
625,Unglück::N,otur,ауыртпалық
626,Unglück::N,olycka,пәле
627,Unglück::N,olycka,қасырет
628,Unglück::N,olycka,ауыртпалық
629,Schuld::N,skuld,айыптылық
630,Alter::N,ålder,жас
631,Alter::N,ålder,жас шамасы
632,Schluss::N,slut,ада
633,Schluss::N,slut,бітуі
634,Zeit::N,tid,уақыт
635,Tag::N,dag,күн
636,Morgen::N,morgon,таң
637,Morgen::N,morgon,таңертең
638,Mittag::N,middag,талтүс
639,Abend::N,kväll,кеш
640,Nacht::N,natt,түн
641,Woche::N,vecka,апта
642,Monat::N,månad,ай
643,Jahr::N,år,жыл
644,Frühling::N,vår,көктем
645,Sommer::N,sommar,жаз
646,Herbst::N,höst,күз
647,Winter::N,vinter,қыс
648,Januar::N,januari,каңтар
649,Februar::N,februari,ақпан
650,März::N,mars,наурыз
651,April::N,april,сәуір
652,Mai::N,maj,мамыр
653,Juni::N,juni,маусым
654,Juli::N,juli,шілде
655,August::N,augusti,сүмбіле
656,August::N,augusti,тамыз
657,September::N,september,қыркүйек
658,Oktober::N,oktober,ақырап
659,November::N,november,қараша
660,Dezember::N,december,желтоқсан
661,Montag::N,måndag,дүйсенбі
662,Dienstag::N,tisdag,сейсенбі
663,Mittwoch::N,onsdag,сәрсенбі
664,Donnerstag::N,torsdag,бейсенбі
665,Freitag::N,fredag,жұма
666,Samstag::N,lördag,сенбі
667,Sonntag::N,söndag,жексембі
668,groß::A,stor,алпамсадай
669,klein::A,liten,кішкене
670,klein::A,liten,қарғадай
671,lang::A,lång,сопақ
672,lang::A,lång,сорайған
673,kurz::A,kort,кеспелтек
674,breit::A,bred,айдынды
675,schmal::A,smal,қысық
676,dicht::A,tät,жиі
677,dick[Gegenstand]::A,tjock,шомбал
678,dünn::A,tunn,жұқа
679,dünn::A,tunn,жіңішке
680,fein::A,fin,қаңылтақ
681,fest::A,fast,берік
682,fest::A,fast,мызғымас
683,flach::A,platt,жалпак
684,glatt::A,glatt,типыл
685,hart::A,hård,қатты
686,weich::A,mjuk,жұмсақ
687,rund::A,rund,домалақ
688,spitz::A,toppig,үшкір
689,spitz::A,spetsig,үшкір
690,scharf::A,vass,сүйрік
691,scharf::A,skarp,сүйрік
692,stumpf::A,slö,доғал
693,stumpf::A,slö,өтпейтін
694,schwer::A,tung,салмақты
695,schön::A,skön,сұлу
696,schön::A,vacker,сұлу
697,heiß::A,het,ыссы
698,warm::A,varm,жылы
699,kalt::A,kall,аязды
700,kühl::A,sval,салқын
701,kühl::A,kylig,салқын
702,frisch::A,färsk,таза
703,frisch::A,färsk,жаңа
704,feucht::A,fuktig,нам
705,feucht::A,fuktig,дымқылды
706,nass::A,våt,сулы
707,trocken::A,torr,құрғақ
708,voll::A,full,толы
709,leer::A,tom,бос
710,offen::A,öppen,ашып қойылған
711,geschlossen::A,stängd,жабулы
712,sauber::A,ren,дақсыз
713,sauber::A,ren,мұнтаздай
714,schmutzig::A,snuskig,айғыз
715,schmutzig::A,snuskig,сатпақ
716,schmutzig::A,snuskig,сатал-сатал
717,roh::A,rå,шикі
718,reif::A,mogen,піскен
719,lecker::A,läcker,дәмді
720,süß::A,söt,тәтті
721,bitter::A,besk,ащы
722,bitter::A,bitter,ащы
723,sauer::A,sur,қышқыл
724,hell::A,ljus,жарық
725,hell::A,ljus,жарқын
726,dunkel::A,mörk,қараңғы
727,schwarz::A,svart,қара
728,weiß::A,vit,ақ
729,rot::A,röd,қызыл
730,gelb::A,gul,сары
731,blau::A,blå,көк
732,grün::A,grön,жасыл
733,grau::A,grå,бозамық
734,bunt::A,brokig,алабажак
735,billig::A,billig,арзан
736,teuer::A,dyr,бағалы
737,wertvoll::A,värdefull,құнды
738,wertvoll::A,värdefull,қымбат
739,blind::A,blind,көзсіз
740,blind::A,blind,көр
741,blind::A,blind,көр_соқыр
742,taub::A,döv,керең
743,taub::A,döv,саңырау
744,kräftig::A,kraftig,қуатты
745,kräftig::A,kraftig,қарымды
746,stark::A,stark,білекті
747,schwach::A,svag,әлсіз
748,schwach::A,svag,күшсіз
749,schwach::A,svag,қайратсыз
750,fett::A,fet,семіз
751,schlank::A,slank,ашаң
752,hübsch::A,snygg,ажарлы
753,hübsch::A,snygg,шырайлы
754,hübsch::A,vacker,ажарлы
755,hübsch::A,vacker,шырайлы
756,böse::A,ond,өш
757,böse::A,ond,сұм
758,böse::A,ond,жауыз
759,böse::A,elak,өш
760,böse::A,elak,сұм
761,böse::A,elak,жауыз
762,dumm::A,dum,көкми
763,dumm::A,dum,ақымақ
764,dumm::A,dum,миы жоқ
765,faul::A,lat,жалқау
766,faul::A,lat,еріншек
767,fleißig::A,flitig,ұқыпты
768,geizig::A,snål,сараң
769,geizig::A,girig,сараң
770,klug::A,klok,жетік
771,klug::A,klok,ақылды
772,geschickt::A,händig,шебер
773,geschickt::A,skicklig,шебер
774,lieb::A,kär,абзал
775,lieb::A,kär,айналайын
776,lieb::A,snäll,абзал
777,lieb::A,snäll,айналайын
778,lustig::A,rolig,көңілді
779,lustig::A,lustig,көңілді
780,sanft::A,mild,жуас
781,hungrig::A,hungrig,аш
782,krank::A,sjuk,кеселді
783,nackt::A,naken,жалаңаш
784,traurig::A,ledsen,қапа
785,traurig::A,sorgsen,қапа
786,lebendig::A,levande,тірі
787,lebendig::A,levande,жанды
788,gut::A,bra,жақсы
789,schlecht::A,dålig,жаман
790,richtig::A,riktig,дұрыс
791,schlimm::A,illa,жаман
792,wahr::A,sann,нағыз
793,alt::A,gammal,ескі
794,neu::A,ny,жаңа
795,ehemalig::A,forn,өткен
796,ehemalig::A,forn,бұрынғы
797,ehemalig::A,tidigare,өткен
798,ehemalig::A,tidigare,бұрынғы
799,alt[Lebewesen]::A,gammal,кексе
800,jung::A,ung,науша
801,arm::A,fattig,кедей
802,arm::A,fattig,дәулетсіз
803,reich::A,rik,малды
804,bekannt::A,känd,таныс
805,bekannt::A,känd,көзтаныс
806,berühmt::A,berömd,атақты
807,fremd::A,främmande,бөтен
808,verschieden::A,åtskillig,түрлі
809,nah::A,nära,жуық
810,nah::A,nära,етене
811,fern::A,fjärran,алыс
812,fern::A,fjärran,алыстағы
813,linker::A,vänster,сол
814,linker::A,vänster,солшыл
815,rechter::A,höger,оң
816,anderer::A,annan,өзге
817,anderer::A,annan,былайғы
818,erster::A,första,алғашқы
819,zweiter::A,andra,екінші
820,dritter::A,tredje,үшінші
821,letzter::A,sist,артқы
822,letzter::A,sist,кейінгі
823,allein::ADV,allena,серіксіз
824,auf einmal::ADV,på en gång,бірден
825,zusammen::ADV,tillsammans,бірлесіп
826,lange::ADV,länge,ұзақ
