,Concept_ID,br,kl
125,Bucht::N,mor-bihan,ikeq
126,Bucht::N,mor-bihan,kangerluk
127,Bucht::N,mor-bihan,kangerliumaneq
128,Insel::N,enez,qeqertaq
129,Blume::N,bleunienn,naasoq
130,Gras::N,geot,ivigaq
131,Wurzel::N,gwrizienn,niulutaq
132,Baum::N,gwezenn,orpik
133,Stamm::N,kef,kanaartaq
134,Rinde::N,rusk,ameraq
135,Ast::N,barr,avalequt
136,Zweig::N,bod,avalequt
137,Blatt::N,delienn,pilutaq
138,Birke::N,bezvenn,patitsit
139,Kiefer[Baum]::N,pinenn,
140,Weide[Baum]::N,halegenn,palleq
141,Tanne::N,sapenn,orsuerneq
142,Horn::N,korn,nassuk
143,Feder::N,pluñv,suluk
144,Fell::N,kreoñ,ameq
145,Flügel::N,askell,suluk
146,Flügel::N,askell,isaroq
147,Klaue::N,skilf,kukik
148,Kralle::N,skilf,kukik
149,Schwanz::N,lost,pamioq
150,Schwanz::N,lost,paperuusaq
151,Ei::N,vi,mannik
152,Nest::N,neizh,ullut
153,Bau::N,douarenn,ini
154,Tier::N,loen,uumasoq
155,Herde::N,tropell,unguukkat
156,Kuh::N,buoc'h,ussik
157,Bulle::N,tarv,angukulak
158,Bulle::N,tarv,anguteralak
159,Bulle::N,tarv,angutikulooq
160,Pferd::N,marc'h,
161,Schaf::N,dañvad,sava
162,Schwein::N,pemoc'h,puuluki
163,Hund::N,ki,qimmeq
164,Katze::N,kazh,puisaaq
165,Bär::N,arzh,allaq
166,Eichhörnchen::N,gwiñver,sissinnguaq
167,Elch::N,karv-dour,
168,Fuchs::N,louarn,terianniaq
169,Hase::N,gad,ukaleq
170,Maus::N,logodenn,teriannguaq
171,Wolf::N,bleiz,amaroq
172,Vogel::N,labous,timmiaq
173,Schwarm::N,nijad,
174,Huhn::N,yar,kukkukooq
175,Huhn::N,yar,marloraaqaaq
176,Hahn::N,kilhog,kiasiusaq
177,Gans::N,gwazenn,nerleq
178,Adler::N,erer,nattoralik
179,Ente::N,houad,
180,Eule::N,toud,uppik
181,Kranich::N,garan,qorlorfik
182,Krähe::N,bran,tuluatsiaq
183,Kuckuck::N,koukoug,kukkooq
184,Schwan::N,alarc'h,qussuk
185,Fisch::N,pesk,aalisagaq
186,Barsch::N,brell,
187,Hecht::N,beked,
188,Schlange[Tier]::N,naer,pulateriarsuk
189,Schlange[Tier]::N,naer,pulateriaarsuk
190,Wurm::N,preñv,
191,Spinne::N,kevnidenn,aasiaq
192,Spinne::N,kevnidenn,nissavaarsuk
193,Ameise::N,merion,uniaaluk
194,Laus::N,laouenn,kumak
195,Mücke::N,moustik,ippernaq
196,Fliege::N,kelienenn,ippernaq
197,Schmetterling::N,balafenn,paluaq
198,Schmetterling::N,balafenn,pakkaluaq
199,Schmetterling::N,balafenn,utsuppaluaq
200,Schmetterling::N,balafenn,taqaleqisaaq
201,Beere::N,hog,paarmaq
202,Beere::N,hog,paarngaq
203,Apfel::N,aval,iipili
204,Pilz::N,kabell-touseg,anngiusaq
205,Zwiebel::N,ognonenn,uanitsoq
206,Saat::N,had,naatsiiassaq
207,Korn::N,ed,maannineq
208,Heu::N,foenn,
209,Schale::N,peliadur,niutsivik
210,Schale::N,peliadur,ilulissaq qaartussaq
211,Falle::N,pech,pualavoq
212,Schlinge::N,krouglas,orseq
213,Schlinge::N,krouglas,norloq
214,Asche::N,ludu,arsat
215,Dreck::N,fank,minguk
216,Eisen::N,houarn,savimineq
217,Eisen::N,houarn,saffiugassaq
218,Gold::N,aour,kuulti
219,Silber::N,arc'hant,siilviuvoq
220,Kohle::N,glaou,aamarsuit aamaruutissat
221,Glas::N,gwer,igalaaq
222,Glas::N,gwer,imertarfik
223,Glas::N,gwer,igalaamineq
224,Sand::N,traezh,sioqqat
225,Mensch::N,den,inuk
226,Mensch::N,den,silamiu
227,Mann::N,den,angut
228,Frau::N,maouez,arnaq
229,Kind::N,bugel,meeraq
230,Junge::N,paotr,nukappiaraq
231,Mädchen::N,plac'h,arnannguaq
232,Familie::N,familh,ilaqutakka
233,Familie::N,familh,ilaqutariit
234,Großvater::N,tad-kozh,aatak
235,Großmutter::N,mamm-gozh,aanaq
236,Eltern::N,kerent,angajoqqaat
237,Vater::N,tad,ataata
238,Vater::N,tad,ataataq
239,Mutter::N,mamm,anaana
240,Sohn::N,mab,erneq
241,Tochter::N,merc'h,panik
242,Bruder::N,breur,ani
243,Bruder::N,breur,aqqaluk
244,Bruder::N,breur,qatanngut
245,Schwester::N,c'hoar,naja
246,Schwester::N,c'hoar,aleqa
247,Schwester::N,c'hoar,qatanngut
248,Onkel::N,eontr,akkak
249,Tante::N,moereb,aja
250,Tante::N,moereb,ajak
251,Tante::N,moereb,atsak
252,Ehemann::N,gwaz,ui
253,Ehefrau::N,gwreg,nuliaq
254,Freude::N,levenez,tipaatsussuseq
255,Gelächter::N,c'hoarzherezh,illaq
256,Glück::N,chañs,usornaat
257,Glück::N,chañs,usornarsuseq
258,Kummer::N,doan,
259,Wunsch::N,c'hoant,kissaat
260,Lust::N,c'hoant,illigussuseq
261,Lust::N,c'hoant,piummaseq
262,Geist::N,spered,anerneq
263,Geist::N,spered,toornaq
264,Gedanke::N,soñj,isumassaq
265,Gedächtnis::N,eñvor,eqqaamannissuseq
266,Verstand::N,skiant,isuma
267,Verstand::N,skiant,sianissut
268,Verstand::N,skiant,misigissut
269,Verstand::N,skiant,sianissuseq
270,Verstand::N,skiant,silaqassuseq
271,Sinn::N,ster,isuma
272,Grund::N,kaoz,patsit
273,Wahrheit::N,gwirionez,sallusuissut
274,Gespräch::N,kaozeadenn,
275,Märchen::N,kaoz korriganez,oqalualaarut
276,Märchen::N,kaoz korriganez,oqaluasaaq
277,Erzählung::N,kontadenn,oqaluttuaq
278,Nachricht::N,keloù,oqaassut
279,Nachricht::N,keloù,oqqersuut
280,Neuigkeit::N,kelaouenn,tusarnartaq
281,Name::N,anv,ateq
282,Rätsel::N,divinatez,nalorsitsaarut
283,Rede::N,diskour,oqaluuseq
284,Sprache::N,yezh,oqaatsit
285,Stimme::N,mouezh,erinaq
286,Stimme::N,mouezh,qarluuseq
287,Wort::N,ger,oqaasii
288,Zeichen::N,sin,nalunaaqqut
289,Ruf::N,galv,qaaqqussut
290,Lärm::N,trouz,perpaluk
291,Ton::N,ton,erinaq
292,Lied::N,kanaouenn,taalliaq
293,Lied::N,kanaouenn,erinarsuut
294,Ruhe::N,sioulded,qatsunganeq
295,Leute::N,tud,inuiak
296,Leute::N,tud,inuiaqatigiit
297,Volk::N,pobl,inuiaat
298,Arbeit::N,labour,suliaq
299,Gast::N,kouviad,qaaqqusaq
300,Geschenk::N,prof,pajugut
301,Spiel::N,c'hoari,
302,Gesellschaft::N,kompagnunezh,
303,Gesellschaft::N,kavandad,
304,Hilfe::N,sikour,annertoqqut
305,Freund::N,mignon,tiliaq
306,Freund::N,mignon,ikinngut
307,Kamerad::N,kamarad,tiliaq
308,Kamerad::N,kamarad,ikinngut
309,Angelegenheit::N,afer,
310,Anzahl::N,niver,
311,Art::N,sort,ileqquuseq
312,Stück::N,tamm,nakkaalaniku
313,Teil::N,pezh,tassiaasat
314,Hälfte::N,hanterenn,affaq
315,Kreis::N,kelc'h,kaajaluinneq or kaajaluitsoq
316,Kreuz::N,kroaz,sanningasulik
317,Linie::N,linenn,tittaq
318,Linie::N,linenn,titarneq
319,Strich::N,tenn,
320,Abstand::N,distok,aku
321,Abstand::N,distok,ikiaq
322,Entfernung::N,keid,asi
323,Entfernung::N,kehid,asi
324,Gegend::N,korn-bro,nuna
325,Platz::N,plasenn,ini
326,Platz::N,plasenn,inissaq
327,Ort::N,lec'h,sumiiffik
328,Seite::N,tu,saneraq
329,Mitte::N,kreiz,qiteq
330,Gegenstand::N,tra,
331,Sache::N,tra,pigisaq
332,Rand::N,kantenn,sini
333,Rand::N,kantenn,akerfineq
334,Kante::N,kantenn,akerfineq
335,Ecke::N,korn,teqeqqoq
336,Ecke::N,korn,tikeqqoq
337,Spitze::N,begell,inngik
338,Ende::N,dibenn,isu
339,Loch::N,toull,putu
340,Muster::N,tresadenn,ilisserut
341,Größe::N,ment,angissuseq
342,Länge::N,hirder,takissuseq
343,Höhe::N,uhelder,
344,Gewicht::N,pouez,oqimaalutaq
345,Menge::N,bern,amerlassuseq
346,Haufen::N,bern,eqimattat
347,Reihe::N,steud,allunaasaq
348,Boot::N,bag,qajaq
349,Boot::N,bag,angallat
350,Boot::N,bag,umiatsiaq
351,Ruder::N,roeñv,iput
352,Schlitten::N,trainell,qamutit
353,Schlitten::N,trainell,qimusseq
354,Ski::N,ski,ataarut
355,Last::N,karg,nammagaq
356,Gang::N,kerzh,
357,Schritt::N,paz,allorneq
358,Norden::N,norzh,avannaq
359,Norden::N,hanternoz,avannaq
360,Süden::N,su,qava
361,Süden::N,su,kujat
362,Süden::N,su,kujataa
363,Süden::N,kreisteiz,qava
364,Süden::N,kreisteiz,kujat
365,Süden::N,kreisteiz,kujataa
366,Westen::N,kuzh-heol,kitaa
367,Osten::N,reter,kangi
368,Osten::N,sav-heol,kangi
369,Holz::N,koad,qisuk
370,Brett::N,plankenn,salliligaq
371,Platte::N,plakenn,qaateq
372,Stütze::N,harp,ajagutaq
373,Stütze::N,harp,ajaagutaq
374,Stange::N,sparl,kaaviffik
375,Stock::N,bazh,ajaappissat
376,Stab::N,bazh,ajaappissat
377,Rohr::N,tub,sullulik
378,Rohr::N,korz,sullulik
379,Haus::N,ti,illu
380,Heim::N,kêr,
381,Ofen::N,forn,kissarsuut
382,Fußboden::N,plañchod,nateq
383,Tisch::N,taol,allattarfik
384,Stuhl::N,kador,issiavik
385,Stuhl::N,kador,issiaffik
386,Wiege::N,kavell,uaasoq
387,Bett::N,gwele,nallavik
388,Regal::N,estajerenn,ilisivik
389,Kiste::N,kased,sakissat
390,Kiste::N,kased,illerfiusaq
391,Fenster::N,prenestr,aki
392,Fenster::N,prenestr,igalaaq
393,Tür::N,dor,matu
394,Tor::N,portal,isaaffik
395,Zaun::N,sklotur,saputit
396,Dach::N,toenn,qaliaq
397,Leiter::N,skeul,tummeqqat
398,Leiter::N,skeul,majuartarfiit
399,Besen::N,skubell,saligutit
400,Spaten::N,pal,nivaataq
401,Schaufel::N,pal,nivaataq
402,Gabel::N,fourchetez,qilluaq
403,Gabel::N,fourchetez,ajassaatit
404,Löffel::N,loa,alussaat
405,Messer::N,kontell,savik
406,Nagel::N,tach,kukik
407,Netz::N,roued,anguffaseq
408,Haken::N,krog,nissik
409,Haken::N,krog,qarsorsaq
410,Haken::N,krog,qarsorsartoq
411,Griff::N,kemer,ipi
412,Schloss::N,potenn,illussaarsuaq
413,Bild::N,skeudenn,assiliaq
414,Figur::N,skeud,kisitsit
415,Figur::N,figur,kisitsit
416,Puppe::N,merc'hodenn,inuusaq
417,Beutel::N,sac'h,
418,Bündel::N,feskenn,qilertaq
419,Tasche::N,sac'h,pooqattaq
420,Eimer::N,sailh,
421,Deckel::N,pallenn,matu
422,Geschirr::N,listriaj,anut
423,Sack::N,sac'h,
424,Tasse::N,tas,tiitorfik
425,Tasse::N,tas,tiitorfiup ilorlia
426,Topf::N,pod,qoqqoq
427,Kessel::N,chaodouron,uunnaavik
428,Essen::N,pred,igaaq
429,Nahrung::N,boued,neqissaq
430,Speise::N,meuz,nerisassat
431,Fleisch::N,kig,neqi
432,Getreide::N,ed,maannineq
433,Brei::N,yod,
434,Brot::N,bara,iffit
435,Brot::N,bara,iffiaq
436,Scheibe::N,tailhenn,igalaassiaq
437,Fett::N,lard,tarnutissaq
438,Fett::N,lard,tarnutissiaq
439,Butter::N,amann,punneq
440,Öl::N,eoul,uulia
441,Salz::N,holen,taratsut
442,Suppe::N,soubenn,qajoq
443,Honig::N,mel,tungusunnitsuut
444,Milch::N,laezh,immuk
445,Tee::N,te,tii
446,Tee::N,te,teeq
447,Leder::N,lêr,
448,Wolle::N,gloan,nuersagassiaq
449,Stoff::N,danvez,milliaq
450,Stoff::N,danvez,qarlissiaq
451,Nadel::N,nadoz,meqqut
452,Faden::N,neudenn,ujalussiaq
453,Knopf::N,bouton,attat
454,Knoten::N,skoulm,akeroq
455,Knoten::N,skoulm,qilerneq
456,Farbe::N,liv,qalipaat
457,Kleidung::N,dilhad,atisat
458,Kleidung::N,dilhad,annoraaq
459,Hemd::N,roc'hed,ilupaaq
460,Kragen::N,gouzoug,qungasiinnaq
461,Ärmel::N,milgin,aaq
462,Hose::N,bragoù,qarliit
463,Gürtel::N,gouriz,qiterut
464,Gürtel::N,gouriz,unngersaq
465,Mütze::N,boned,nasaq
466,Schuh::N,botez,skuu
467,Schuh::N,botez,ikernuk
468,Schuh::N,botez,ateraasaq
469,Stiefel::N,botez,kamik
470,Ring::N,gwalenn,assammiu
471,Band::N,bagad,qilerutissiaq
472,Kamm::N,krib,illaagutit
473,Kamm::N,krib,illaajaatit pl.
474,Spiegel::N,melezour,tarrarsuut
475,Riemen::N,lerenn,allunaaq
476,Schnur::N,kordenn,kujaaq
477,Schnur::N,kordenn,allunaasaq
478,Leine::N,roll,aleq
479,Decke::N,golo,qipik
480,Kissen::N,goubenner,akit
481,Tuch::N,mezher,qarlissiaq
482,Handtuch::N,toailhon,allarut
483,Handtuch::N,toailhon,allarterut
484,Kraft::N,nerzh,pissak
485,Stärke::N,nerzhder,qerattarsaat
486,Gesundheit::N,yec'hed,peqqisusseq
487,Krankheit::N,klañved,nappaat
488,Schmerz::N,poan,anniaat
489,Schmerz::N,droug,anniaat
490,Wunde::N,gloazadenn,iki
491,Fieber::N,terzhienn,nappaat qanimanartoq
492,Arznei::N,louzoù,imigassaq
493,Brücke::N,pont,ikaartarfik
494,Brunnen::N,puñs,tissaluttuliaq
495,Weide::N,prad,masarsuk
496,Pfad::N,gwenodenn,aqqut
497,Weg::N,hent,aggerfik
498,Straße::N,ru,aqqusineq
499,Straße::N,hent,aqqusineq
500,Dorf::N,kêr,nunaqarfik
501,Dorf::N,kêriadenn,nunaqarfik
502,Stadt::N,kêr,illorpaat
503,Stadt::N,kêr,illorpalik
504,Brief::N,lizher,allagarsiaq
505,Buch::N,levr,atuakkat
506,Buch::N,levr,mappersagaq
507,Buchstabe::N,lizherenn,naqinneq
508,Zeitung::N,kazetenn,aviisi
509,Leben::N,buhez,inuussuseq
510,Tod::N,marv,toqu
511,Tod::N,marv,toquneq
512,Grab::N,bez,iliveq
513,Grab::N,bez,illissat
514,Kirche::N,iliz,oqaluffik
515,Sünde::N,pec'hed,ajorti
516,Gott::N,doue,
517,Arbeiter::N,labourer,sulisoq
518,Arbeiter::N,micherour,sulisoq
519,Chef::N,penn,ittoqut
520,Meister::N,mestr,naalagaq
521,Arzt::N,mezeg,katsorsaasoq
522,Arzt::N,medisin,katsorsaasoq
523,Lehrer::N,skolaer,ilinniartitsisoq
524,Lehrer::N,kelenner,ilinniartitsisoq
525,Geld::N,arc'hant,aningaasat
526,Geschäft::N,stal,niuertarfik
527,Laden::N,stal,niuertarfik
528,Preis::N,priz,aki
529,Ware::N,marc'hadourezh,qaliata pii
530,Ware::N,marc'hadourezh,nioqqutissaq
531,Nutzen::N,gounidegezh,iluaqut
532,Nutzen::N,lañs,iluaqut
533,Nutzen::N,profit,iluaqut
534,Nutzen::N,spleit,iluaqut
535,Reichtum::N,pinvidigezh,
536,Welt::N,douar,nunarsuaq
537,Land::N,bro,nuna
538,Staat::N,stad,
539,König::N,roue,kunngi
540,Macht::N,galloud,pissaassuseq
541,Grenze::N,harzoù,killik
542,Krieg::N,brezel,sorsunneq
543,Feind::N,eneber,akeraq
544,Feind::N,eneber,akerartorti
545,Feind::N,eneber,qinngarsuisoq
546,Gewalt::N,tâerder,
547,Kampf::N,kann,sorsunneq
548,Bogen[Waffe]::N,gwareg,
549,Pfeil::N,saezh,qalugiusaq
550,Gewehr::N,fuzuilh,aallaat
551,Fehler::N,fazi,kukkuneq
552,Fehler::N,fazi,paarlaappaa
553,Lüge::N,gaou,
554,Schaden::N,gwall,
555,Unglück::N,gwalleur,perluut
556,Schuld::N,kablusted,akiitsugaq
557,Schuld::N,kablusted,akiligassaq
558,Schuld::N,pec'hedigezh,akiitsugaq
559,Schuld::N,pec'hedigezh,akiligassaq
560,Alter::N,oad,utoqqaq
561,Schluss::N,diwezh,isu
562,Zeit::N,amzer,ulloq
563,Zeit::N,amzer,akuttoqatigiinneq
564,Tag::N,deizh,ulloq
565,Morgen::N,beure,ullaaq
566,Morgen::N,mintin,ullaaq
567,Mittag::N,kreisteiz,ulloqeqqa
568,Abend::N,abardaez,unnuk
569,Nacht::N,noz,unnuaq
570,Woche::N,sizhun,sapaatip akunnera
571,Monat::N,miz,qaammat
572,Jahr::N,bloaz,ukioq
573,Frühling::N,nevezamzer,upernaaq
574,Sommer::N,hañv,aasaq
575,Herbst::N,diskaramzer,ukiaq
576,Winter::N,goañv,ukioq
577,Januar::N,Genver,siulleeq
578,Januar::N,Genver,qaammaliaq
579,Februar::N,C'hwevrer,aarlaat
580,März::N,Meurzh,marsi
581,März::N,Meurzh,martsi
582,April::N,Ebrel,
583,Mai::N,Mae,maaji
584,Juni::N,Mezheven,juuni
585,Juli::N,Gouhere,juuli
586,August::N,Eost,aggusti
587,September::N,Gwengolo,septembari
588,Oktober::N,Here,oktobari
589,November::N,Du,novembari
590,Dezember::N,Kerzu,detsembari
591,Montag::N,Lun,ataasinngortoq
592,Dienstag::N,Meurzh,marlunngorneq
593,Mittwoch::N,Merc'her,pingasunngorneq
594,Donnerstag::N,Yaou,sisamanngorneq
595,Freitag::N,Gwener,tallimanngorneq
596,Samstag::N,Sadorn,arfininngorneq
597,Sonntag::N,Sul,sapaat
598,Sonntag::N,Sul,sapaati
599,groß::A,bras,angivoq
600,klein::A,bihan,mikivoq
601,lang::A,hir,takisooq
602,kurz::A,berr,naatsoq
603,breit::A,ledan,silippoq
604,schmal::A,strizh,amitsoq
605,dicht::A,stank,torsusooq
606,dick[Gegenstand]::A,tev,issuvoq
607,dick[Gegenstand]::A,tev,issusooq
608,dünn::A,moan,amitsoq
609,fein::A,munut,mamarpoq
610,fest::A,start,tangeqarpoq
611,flach::A,plaen,nalimmappoq
612,glatt::A,lintr,quasak
613,glatt::A,levn,quasak
614,hart::A,kalet,mattusooq
615,hart::A,kalet,manngerpoq
616,hart::A,kalet,titeqquluppoq
617,weich::A,blot,nerumaarpoq
618,rund::A,ront,ammallorippoq
619,spitz::A,poentet,qummukujooq
620,scharf::A,dremm,ipippoq
621,stumpf::A,talsoc'h,anngerpoq
622,schwer::A,pounner,oqimaappoq
623,schön::A,kaer,kusanarpoq
624,heiß::A,tomm,kiappoq
625,warm::A,tomm,oqorpoq
626,kalt::A,yen,issippoq
627,kühl::A,yen,pueqqortippoq
628,frisch::A,fresk,
629,feucht::A,gleb,isugutavoq
630,feucht::A,gleb,qaasernarpoq
631,nass::A,gleb,imerorpoq
632,trocken::A,sec'h,panerpoq
633,voll::A,leun,ulikkaarpoq
634,leer::A,goullo,imaattuarpoq
635,offen::A,digor,ammavoq
636,geschlossen::A,serr,matuvoq
637,sauber::A,naet,eqqippoq
638,sauber::A,naet,sukuluippoq
639,sauber::A,naet,ipeqanngilaq
640,schmutzig::A,lous,tapappoq
641,schmutzig::A,lous,minguppoq
642,roh::A,kriz,aapavoq
643,reif::A,darev,qaarulerpoq
644,lecker::A,lipous,
645,lecker::A,saourus,
646,süß::A,dous,tungusunnippoq
647,bitter::A,c'hwerv,qasilippoq
648,sauer::A,trenk,
649,hell::A,sklaer,qaamavoq
650,dunkel::A,teñval,qernerpoq
651,schwarz::A,du,qernerpoq
652,weiß::A,gwenn,qaqorpoq
653,rot::A,ruz,aappaluppoq
654,gelb::A,melen,sungaarpoq
655,blau::A,glas,tungujorpoq
656,grün::A,gwer,qorsooqqippoq
657,grau::A,louet,qaserpoq
658,bunt::A,liesliv,
659,billig::A,marc'had-mat,akikippoq
660,teuer::A,ker,
661,wertvoll::A,prizius,erlinnarpoq
662,blind::A,dall,tappiippoq
663,blind::A,dall,isigisaqanngilaq
664,taub::A,bouzar,tusilarpoq
665,kräftig::A,start,pissaq
666,kräftig::A,start,pissarsuaq
667,stark::A,kreñv,sanngivoq
668,schwach::A,gwan,nakuippoq
669,fett::A,lard,pualavoq
670,schlank::A,sinkl,tuappoq
671,hübsch::A,koant,aatsialaq
672,böse::A,gwall,ajorpoq
673,dumm::A,glep,taqajak
674,dumm::A,glep,sikkilluppoq
675,dumm::A,glep,qaatusimasaqanngilaq
676,faul::A,lezirek,eqiasuppoq
677,faul::A,lezirek,eqiattortuvoq
678,fleißig::A,studius,eqiasuippoq
679,geizig::A,tost,iasilaarpoq
680,geizig::A,tost,tukkuippoq
681,klug::A,speredek,mallak
682,klug::A,speredek,ittanneq
683,klug::A,speredek,kutaappoq
684,klug::A,speredek,kuttaappoq
685,klug::A,speredek,qarasagippoq
686,geschickt::A,dornet,
687,lieb::A,koant,akisooq
688,lustig::A,laouen,piikulavoq
689,sanft::A,flour,isumagippoq
690,hungrig::A,marnaon,kaappoq
691,hungrig::A,marnaon,perlilerpoq
692,krank::A,klañv,napparsimavoq
693,nackt::A,noazh,
694,traurig::A,trist,aliasuppoq
695,lebendig::A,bev,uumavoq
696,gut::A,mad,ajunngilaq
697,schlecht::A,fall,sualuppoq
698,schlecht::A,gwall,sualuppoq
699,richtig::A,reizh,iluarpoq
700,schlimm::A,gwall,amiilaarnarpoq
701,wahr::A,gwir,ilumoorpoq
702,alt::A,kozh,pisoqaq
703,neu::A,nevez,nutaavoq
704,ehemalig::A,kozh,
705,alt[Lebewesen]::A,kozh,utoqqaq
706,jung::A,yaouank,inuusuppoq
707,jung::A,yaouank,kingulliarsuk
708,arm::A,paour,piillasoq
709,arm::A,paour,piitsuuvoq
710,reich::A,pinvidik,pisuuvoq
711,bekannt::A,anavezet,
712,berühmt::A,brudet,tusaamasaq
713,fremd::A,dizanav,ajasoornarpoq
714,verschieden::A,disheñel,allatut
715,verschieden::A,disheñel,tamalaat
716,nah::A,nes,qanippoq
717,fern::A,diabell,ungasippoq
718,linker::A,kleiz,saamerleq
719,rechter::A,dehoù,innarluissut
720,anderer::A,all,
721,erster::A,kentañ,siulleq
722,zweiter::A,eil,qataatsup tullia
723,dritter::A,trede,pingajorarterut
724,letzter::A,diwezhañ,kingulleq
725,allein::ADV,e-unan,kisimiippoq
726,auf einmal::ADV,ar un dro,tassanngaannaq
727,zusammen::ADV,asambles,attaasa
728,zusammen::ADV,asambles,attarmik
729,lange::ADV,pell,akuni
730,plötzlich::ADV,en un taol,tassanngaannaq
731,sofort::ADV,diouzhtu,erniinnaq
732,später::ADV,diwezhatoc'h,kingorna
733,jetzt::ADV,bremañ,maanna
734,jetzt::ADV,bremañ,massakkut
735,heute::ADV,hiziv,ullumi
736,morgen::ADV,arc'hoazh,aqagu
737,bald::ADV,hepdale,erniinnaq
738,dann::ADV,a-c'houde,taava
739,gestern::ADV,dec'h,ippassaq
740,einst::ADV,gwechall,ataatsimik
741,einst::ADV,gwechall,ilaanni
742,damals::ADV,neuze,taamani
743,damals::ADV,neuze,taamanikkut
744,damals::ADV,neuze,taassumuunakkut
745,danach::ADV,goude,taava
746,vorher::ADV,diagent,siornagut
747,zuerst::ADV,da gentañ,
748,einmal::ADV,ur wech,ilaanni
