,Concept_ID,kv,bn
184,Schale::N,кыш,খোসা
185,Schale::N,киль,খোসা
186,Grube::N,яма,গর্ত
187,Falle::N,нальк,ফাঁদ
188,Falle::N,кляпча,ফাঁদ
189,Schlinge::N,лӧч,পাশ
190,Spur::N,туй,চিহ্ন
191,Asche::N,пӧим,ভস্ম
192,Dreck::N,нять,ময়লা
193,Eisen::N,кӧрт,লোহা
194,Gold::N,зарни,স্বর্ণ
195,Silber::N,язісь,রৌপ্য
196,Kohle::N,шом,অঙ্গার
197,Kohle::N,уголь,অঙ্গার
198,Glas::N,стекло,কাচ
199,Lehm::N,сёй,মৃত্তিকা
200,Sand::N,лыа,বালি
201,Mensch::N,морт,নর
202,Mensch::N,морт,মানুষ
203,Mann::N,мужик,মানুষ
204,Frau::N,инька,নারী
205,Kind::N,кага,বাচ্চা
206,Junge::N,зонка,ছেলে
207,Mädchen::N,нывкаок,মেয়ে
208,Familie::N,семья,পরিবার
209,Großvater::N,дед,মাতামহ
210,Großmutter::N,баб,মাতামহী
211,Eltern::N,ай-мам,মাতাপিতা
212,Vater::N,ай,পিতা
213,Mutter::N,мам,মাতা
214,Sohn::N,зон,ছেলে
215,Tochter::N,ныв,মেয়ে
216,Bruder::N,вон,দাদা
217,Schwester::N,сой,বোন
218,Schwester::N,сой,দিদি
219,Onkel::N,дядь,মামা
220,Tante::N,айӧлӧн сой,মাসী
221,Tante::N,ичинь,মাসী
222,Ehemann::N,жӧник,স্বামী
223,Ehefrau::N,инь,পত্নী
224,Freude::N,гаж,উল্লাস
225,Freude::N,радъялӧм,উল্লাস
226,Gelächter::N,сералӧм,হাসি
227,Glück::N,мичлун,সুখ
228,Kummer::N,шог,দুঃখ
229,Wunsch::N,мӧдӧм,আকাঙ্ক্ষা
230,Wunsch::N,охотитӧм,আকাঙ্ক্ষা
231,Lust::N,охота,বাসনা
232,Geist::N,лов,আত্না
233,Gedanke::N,дума,চিন্তা
234,Gedächtnis::N,тӧдвыв,স্মরণশক্তি
235,Verstand::N,вежӧр,মন
236,Sinn::N,ылӧс,পদার্থ
237,Grund::N,мог,কারণ
238,Wahrheit::N,правда,সত্য
239,Gespräch::N,сёрни,কথাবার্তা
240,Märchen::N,сказка,রূপকথা
241,Erzählung::N,висьт,গল্প
242,Nachricht::N,юӧр,তথ্য
243,Nachricht::N,висьталӧм,তথ্য
244,Neuigkeit::N,новость,খবরাখবর
245,Name::N,ним,নাম
246,Rätsel::N,загадка,ধাঁধা
247,Rede::N,сёрни,বক্তৃতা
248,Sprache::N,кыв,ভাষা
249,Stimme::N,голос,স্বর
250,Wort::N,кыв,শব্দ
251,Zeichen::N,пас,প্রতীক
252,Ruf::N,чуксӧм,ডাক
253,Ruf::N,чукӧстӧм,ডাক
254,Lärm::N,шум,হৈচৈ
255,Laut::N,шы,ধ্বনি
256,Ton::N,гор,স্বর
257,Lied::N,сьыланкыв,গান
258,Ruhe::N,спокой,শান্তি
259,Leute::N,йӧз,প্রজাপুঞ্জ
260,Volk::N,йӧз,জাতি
261,Volk::N,народ,জাতি
262,Arbeit::N,удж,চাকরি
263,Gast::N,гӧсь,অতিথি
264,Geschenk::N,гӧснеч,উপহার
265,Geschenk::N,подарок,উপহার
266,Spiel::N,орсӧм,খেলা
267,Gesellschaft::N,компания,সঙ্গিগণ
268,Hilfe::N,отсӧт,সাহায্য
269,Freund::N,модз,বন্ধু
270,Freund::N,дружок,বন্ধু
271,Kamerad::N,тӧдса,সঙ্গী
272,Angelegenheit::N,дело,বিষয়
273,Anzahl::N,лыд,পরিমাণ
274,Art::N,пӧлӧс,রকম
275,Stück::N,тор,টুকরো
276,Teil::N,юкӧм,অংশ
277,Hälfte::N,джын,অর্ধেক
278,Kreis::N,круг,বৃত্ত
279,Kreuz::N,перна,ক্রুশ
280,Linie::N,визь,রেখা
281,Strich::N,кырӧв,কষি
282,Abstand::N,колас,ফাঁক
283,Entfernung::N,ылына,ব্যবধান
284,Gegend::N,места,ক্ষেত্র
285,Platz::N,места,জায়গা
286,Ort::N,места,স্থান
287,Seite::N,ладор,পার্শ্ব
288,Mitte::N,шӧр,মধ্য
289,Gegenstand::N,тор,জিনিস
290,Sache::N,тор,বস্তু
291,Rand::N,дор,কানা
292,Kante::N,ордлы,ধার
293,Ecke::N,пельӧс,কোণ
294,Spitze::N,йыв,ডগা
295,Ende::N,йыв,প্রান্ত
296,Loch::N,осьта,গর্ত
297,Winkel::N,пельӧс,কোণ
298,Muster::N,сер,নমুন্
299,Größe::N,ыжда,আয়তন
300,Länge::N,кузя,দৈর্ঘ্য
301,Höhe::N,сувда,উচ্চতা
302,Höhe::N,вылына,উচ্চতা
303,Gewicht::N,сьӧкта,ওজন
304,Haufen::N,куча,পুঞ্জ
305,Reihe::N,лёдз,শ্রেণী
306,Boot::N,пыж,নৌকা
307,Ruder::N,пелыс,দাঁড়
308,Schlitten::N,додь,স্নেজ্-গাড়ি
309,Ski::N,лямпа,শী
310,Lagerfeuer::N,бипур,অগ্নি
311,Last::N,тягота,বোঝা
312,Gang::N,мунӧм,হণ্টন
313,Schritt::N,вожмӧв,পদ
314,Norden::N,ой,উত্তরদিক্
315,Süden::N,лун,দক্ষিণদিক
316,Westen::N,рытвыв,পশ্চিমদিক্
317,Osten::N,асыв,পূর্বদিক
318,Holz::N,пу,কাঠ
319,Brett::N,пӧв,তক্তা
320,Platte::N,плита,ফলক
321,Stütze::N,пика,নাগদণ্ড
322,Stange::N,зор,দণ্ড
323,Stange::N,потш,দণ্ড
324,Stock::N,бедь,ছড়ি
325,Stab::N,шест,যষ্টি
326,Rohr::N,труба,নল
327,Haus::N,керку,ঘর
328,Heim::N,керку,বাসা
329,Ofen::N,пӧжавны,স্টোভ্
330,Fußboden::N,джодж,গহতল
331,Tisch::N,пызан,মেজ
332,Tisch::N,пызан,টেবিল
333,Stuhl::N,стул,চেয়ার
334,Stuhl::N,стул,কেদারা
335,Wiege::N,зыбка,দোলনা
336,Bett::N,кровать,শয্যা
337,Regal::N,джадж,তাক
338,Kiste::N,ящик,বাক্স
339,Fenster::N,ӧшын,জানালা
340,Tür::N,ыбӧс,দ্বার
341,Tor::N,ворота,দ্বার
342,Zaun::N,забор,বেড়া
343,Dach::N,крыша,ছাদ
344,Leiter::N,лиснич,মই
345,Besen::N,рос,গুল্মবিশেষ
346,Spaten::N,зыр,কোদাল
347,Schaufel::N,зыр,বেলচা
348,Gabel::N,вила,কাঁটা
349,Löffel::N,пань,চামচ
350,Messer::N,пурт,ছুরি
351,Nagel::N,кӧрттув,পেরেক
352,Netz::N,кыйӧт,জাল
353,Haken::N,ем,কাচি
354,Griff::N,пу,হাতল
355,Schloss::N,замок,তালা
356,Bild::N,картина,ছবি
357,Bild::N,картина,চিত্র
358,Figur::N,мыгӧр,আকার
359,Puppe::N,акань,পুতুল
360,Beutel::N,мешӧк,বটুয়া
361,Bündel::N,нин,আঁটি
362,Tasche::N,сумка,থলি
363,Eimer::N,ведра,বাল্তি
364,Deckel::N,вевт,আবরণ
365,Geschirr::N,доз,থালা-বাসন
366,Geschirr::N,бекӧрпань,থালা-বাসন
367,Sack::N,мешӧк,বস্তা
368,Tasse::N,бекӧр,কাপ
369,Topf::N,кастрюля,পাত্র
370,Kessel::N,пӧрт,কেটলি
371,Essen::N,сёйӧм,আহার
372,Nahrung::N,вердан,খাদ্য
373,Speise::N,сёян,খাদ্য
374,Fleisch::N,яй,মাংস
375,Getreide::N,сю,শস্য
376,Brei::N,каша,মণ্ড
377,Brot::N,нянь,রুটি
378,Scheibe::N,шӧрӧм,ফালি
379,Fett::N,гос,মেদ
380,Butter::N,ви,মাখন
381,Öl::N,ви,তৈল
382,Salz::N,сов,নুন
383,Suppe::N,шыд,শুরুয়া
384,Honig::N,ма,মধু
385,Milch::N,йӧв,দুধ
386,Tee::N,чай,চা
387,Leder::N,кучик,পাকা চামড়া
388,Wolle::N,гӧн,পশম
389,Stoff::N,дӧра,বস্ত্র
390,Nadel::N,ем,সুচ
391,Faden::N,сунис,সূত্র
392,Knopf::N,кизь,বোতাম
393,Knoten::N,узӧв,গিঁট
394,Knoten::N,гӧрӧд,গিঁট
395,Farbe::N,краска,রং
396,Kleidung::N,паськӧм,কাপড়
397,Hemd::N,йӧрнӧс,শার্ট
398,Kragen::N,воротник,গলবন্ধ
399,Ärmel::N,сос,আস্তিন্
400,Hose::N,вешьян,ট্রাউজার
401,Gürtel::N,йи,কটিবন্ধ
402,Mütze::N,шапка,টুপি
403,Schuh::N,ботинки,জুতো
404,Stiefel::N,сапог,বুট
405,Ring::N,чунькытш,আংটি
406,Band::N,ленточка,ফিতা
407,Kamm::N,сынан,চিরুনি
408,Spiegel::N,зеркало,আয়না
409,Riemen::N,ремень,চাবুক
410,Schnur::N,гез,দড়ি
411,Leine::N,повод,শিকল
412,Decke::N,одеяло,কম্বল
413,Kissen::N,подушка,উপাধান
414,Tuch::N,чышьян,বস্ত্র
415,Handtuch::N,чышкӧт,তোয়ালে
416,Kraft::N,прак,জোর
417,Stärke::N,вын,শক্তি
418,Gesundheit::N,здоровье,স্বাস্থ্য
419,Krankheit::N,шог,অসুখ
420,Krankheit::N,шог,ব্যামো
421,Schmerz::N,зубыт,যন্ত্রণা
422,Wunde::N,рана,ক্ষত
423,Fieber::N,лёк тресся,জ্বর
424,Fieber::N,кынтан шогӧт,জ্বর
425,Arznei::N,лекарство,ঔষধ
426,Brücke::N,пос,সেতু
427,Brunnen::N,колодец ,কূপ
428,Weide::N,пода йирсян,পশুচারণভূমি
429,Pfad::N,туй,পথ
430,Weg::N,туй,পথ
431,Straße::N,туй,রাস্তা
432,Dorf::N,деревня,গ্রাম
433,Stadt::N,город,শহর
434,Brief::N,гижӧт,চিঠি
435,Buch::N,книга,বই
436,Buchstabe::N,буква,অক্ষর
437,Zeitung::N,газета,সংবাদপত্র
438,Leben::N,олан,জীবন
439,Tod::N,кулӧм,মৃত্যু
440,Grab::N,гу,কবর
441,Kirche::N,вичку,গির্জা
442,Sünde::N,грек,পাপ
443,Gott::N,ен,দেবতা
444,Arbeiter::N,уджалiсь,শ্রমিক
445,Chef::N,начальник,নেতা
446,Meister::N,мастер,ব্যক্তি
447,Arzt::N,врач,চিকিৎসক
448,Lehrer::N,велӧтісь,অধ্যাপক
449,Geld::N,деньга,মুদ্রা
450,Geld::N,деньга,টাকাপয়সা
451,Geschäft::N,удж,ব্যস্ততা
452,Laden::N,магазин,দোকান
453,Preis::N,дон,মূল্য
454,Ware::N,товар,পণ্যদ্রব্য
455,Nutzen::N,путь,সুবিধা
456,Reichtum::N,богатство,ধনদৌলত
457,Welt::N,му,জগৎ
458,Land::N,страна,খেত
459,Staat::N,государство,রাষ্ট্র
460,König::N,кан,রাজা
461,Macht::N,власть,প্রভাব
462,Grenze::N,граница,সীমা
463,Krieg::N,война,যুদ্ধ
464,Feind::N,враг,শত্রু
465,Kampf::N,нярасьӧм,লড়াই
466,Kampf::N,вермасьӧм,লড়াই
467,Bogen[Waffe]::N,лук,ধনুক
468,Pfeil::N,ньӧв,বাণ
469,Gewehr::N,ружьё,বন্দুক
470,Fehler::N,ошибка,ভুল
471,Lüge::N,ылӧтӧм,মিথ্যা
472,Lüge::N,пӧрьялӧм,মিথ্যা
473,Schaden::N,лёк,ক্ষতি
474,Unglück::N,пик,দুর্ভাগ্য
475,Unglück::N,оказзё,দুর্ভাগ্য
476,Schuld::N,вина,অপরাধ
477,Schluss::N,ком,শেষ
478,Zeit::N,кад,সময়
479,Tag::N,лун,দিন
480,Morgen::N,асыв,সকাল
481,Mittag::N,луншӧр кад,মধ্যাহু
482,Abend::N,рыт,সন্ধ্যা
483,Nacht::N,ой,রাত্রি
484,Woche::N,неделя,সপ্তাহ
485,Monat::N,тӧлicь,মাস
486,Jahr::N,год,সৌরবর্ষ
487,Frühling::N,тулыс,বসন্তকাল
488,Sommer::N,гожум,গ্রীষ্মকাল
489,Herbst::N,ар,শরংঋতু
490,Winter::N,тӧв,শীতকাল
491,Januar::N,январ,জানুয়ারী
492,Februar::N,февраль,ফেব্রুয়ারী
493,März::N,март,মার্চ
494,April::N,апрель,এপ্রিল
495,Mai::N,май,মে
496,Juni::N,юнь,জুন
497,Juli::N,юль,জুলাই
498,August::N,август,অগাস্ট
499,September::N,сентяб,সেপ্টেম্বর
500,Oktober::N,октяб,অক্টোবর
501,November::N,нояб,নভেম্বর
502,Dezember::N,декаб,ডিসেম্বর
503,Montag::N,вильлун,সোমবার
504,Dienstag::N,мӧдӧдзлун,মঙ্গলবার
505,Mittwoch::N,шӧрлун,বুধবার
506,Donnerstag::N,нёльӧдзлун,বৃহম্পতিবার
507,Freitag::N,витӧдзлун,শুক্রবার
508,Samstag::N,пывсянлун,শনিবার
509,Sonntag::N,кресення,রবিবার
510,groß::A,ыджыт,বৃহৎ
511,klein::A,учӧтик,ছোট
512,lang::A,кузь,দীর্ঘ
513,kurz::A,дженыт,খর্ব
514,kurz::A,дженыт,হ্রস্ব
515,breit::A,ота,চওড়া
516,schmal::A,векнит,সরু
517,dicht::A,тшӧк,ঘন
518,dick[Gegenstand]::A,кыз,পুরু
519,dünn::A,вӧснит,কৃশ
520,fein::A,вӧснит,সূক্ষ্ম
521,fest::A,крепыт,দৃঢ়
522,flach::A,лапкӧса,সমতল
523,glatt::A,волькыт,মসৃণ
524,hart::A,чӧрыт,শক্ত
525,weich::A,небыт,নরম
526,rund::A,гӧгрӧса,গোলাকার
527,spitz::A,ёся,তীক্ষ্ন
528,scharf::A,лэчыт,শাণিত
529,stumpf::A,ныж,ভোঁতা
530,schwer::A,сьӧкыт,ভারী
531,schön::A,басӧк,সুন্দর
532,heiß::A,жар,গরম
533,warm::A,шоныт,ঈষদুষ্ণ
534,kalt::A,кӧдзыт,ঠাণ্ডা
535,kühl::A,сайкыт,শীতল
536,frisch::A,виль,তাজা
537,feucht::A,вакодь,ভিজা
538,nass::A,ва,ভিজা
539,trocken::A,кӧс,শুষ্ক
540,voll::A,тыра,পূর্ণ
541,leer::A,тыртӧм,খালি
542,offen::A,оссьӧм,খোলা
543,geschlossen::A,игана,বন্ধ
544,geschlossen::A,пӧдана,বন্ধ
545,sauber::A,сӧдз,নির্মল
546,sauber::A,сӧстӧм,নির্মল
547,schmutzig::A,нятьӧсь,নোংরা
548,roh::A,путӧм,কাঁচা
549,reif::A,кисьмалӧм,পাকা
550,lecker::A,кӧра ,সুস্বাদ
551,süß::A,чӧскыт,মিষ্ট
552,bitter::A,курыт,তিক্ত
553,sauer::A,шӧма ,টক
554,hell::A,югыт,উজ্জ্বল
555,dunkel::A,пемыт,অন্ধকারময়
556,schwarz::A,сьӧд,কালো
557,weiß::A,чочком,সাদা
558,rot::A,гӧрд,লাল
559,gelb::A,веж,হলদে
560,blau::A,лӧз,নীল
561,grün::A,веж,সবুজ
562,grau::A,руд,ছাই-রঙা
563,grau::A,бусӧй,ছাই-রঙা
564,bunt::A,быдрӧма,রঙিন
565,billig::A,донтӧм,সস্তা
566,teuer::A,дона,আক্রা
567,wertvoll::A,дона,মহার্ঘ
568,blind::A,синтӧм,কানা
569,taub::A,пельтӧм,বধির
570,kräftig::A,вына,বিশাল
571,stark::A,вына,শক্তিশালী
572,schwach::A,некодя,দুর্বল
573,fett::A,госа,মোটা
574,schlank::A,статя,কৃশ
575,hübsch::A,басӧк,সুন্দর
576,böse::A,лёк,খারাপ
577,dumm::A,бӧбӧв,মূর্খ
578,dumm::A,вежӧртӧм,মূর্খ
579,faul::A,дыш,শ্রমবিমুখ
580,fleißig::A,уджалicь,পরিশ্রমী
581,geizig::A,жикмӧра,ব্যয়কুণ্ঠ
582,geizig::A,горшаліcь,ব্যয়কুণ্ঠ
583,klug::A,авья,দক্ষ
584,klug::A,вежӧра,দক্ষ
585,geschickt::A,кипода,পটু
586,lieb::A,муса,প্রেয়
587,lieb::A,дзулиньӧй,প্রেয়
588,lustig::A,гажа,প্রফুল্ল
589,sanft::A,лебезнӧй,নম্র
590,hungrig::A,тшыг,ক্ষুধার্ত
591,krank::A,шогалiсь,অসুস্থ
592,nackt::A,куш,উলঙ্গ
593,traurig::A,жугыль,দুঃখিত
594,lebendig::A,ловья,জীবিত
595,gut::A,бур,ভালো
596,schlecht::A,умӧль,মন্দ
597,schlimm::A,нештӧм,কদর্য
598,alt::A,важ,পুরাতন
599,neu::A,виль,নব
600,neu::A,виль,নূতন
601,ehemalig::A,вӧвлӧм,পূর্বকালীন
602,alt[Lebewesen]::A,года,বৃদ্ধ
603,alt[Lebewesen]::A,годдэза,বৃদ্ধ
604,jung::A,том,তরুণ
605,arm::A,гов,ক্ষুদ্র
606,arm::A,беднӧй,ক্ষুদ্র
607,reich::A,эма,ধনবান্
608,bekannt::A,тӧдса,সুপরিচিত
609,fremd::A,чужӧй,বিদেশি
610,verschieden::A,быдкодь,বিসদৃশ
611,nah::A,матiсь,নিকটবতী
612,fern::A,ылicь,দুরবতী
613,linker::A,шульга,বাম
614,rechter::A,веськытланись,ডান
615,rechter::A,веськытланись,ডাইন
616,anderer::A,мукӧд,অন্যতর
617,erster::A,медодзза,প্রথম
618,zweiter::A,кыкӧт,দ্বিতীয়
619,dritter::A,куимӧт,তৃতীয়
620,dritter::A,куимӧдз,তৃতীয়
621,letzter::A,бӧрья,সর্বশেষ
622,letzter::A,мёдбӧрья,সর্বশেষ
623,auf einmal::ADV,тшӧтш,জলদি
624,zusammen::ADV,ӧтлаын,একসঙ্গে
625,lange::ADV,дыр,লম্বা
626,plötzlich::ADV,друг,হঠাৎ
627,sofort::ADV,тшӧтш,মুহ্ণর্তমধ্যে
628,später::ADV,медбӧрын,পশ্চাতে
629,jetzt::ADV,ӧні,এখন
630,heute::ADV,талун,আজ
631,morgen::ADV,ашын,আগামিকাল
632,bald::ADV,чожа,অস্পকালমধ্যে
633,dann::ADV,сыбӧрын,তখন
634,gestern::ADV,тӧн,গতকাল
635,einst::ADV,ӧтпыр,একবার মাত্র
636,damals::ADV,сэк,তখন
637,damals::ADV,сэки,তখন
638,danach::ADV,сэсся,পরে
639,vorher::ADV,одзжык,আগে
640,zuerst::ADV,наперво,আগে
641,einmal::ADV,ӧтпыр,একবার
642,manchmal::ADV,мукӧдпыр,কখনও কখনও
643,oft::ADV,-лы-,ঘনঘন
644,immer::ADV,быдпыр,সর্বদা
645,immer::ADV,быдпырся,সর্বদা
646,niemals::ADV,некӧр,কখলও নহে
647,hier::ADV,татӧн,এখানে
648,hierhin::ADV,татчӧ,এখানে
649,von hier::ADV,тасянь,ত্রই স্তান হইতে
650,dort::ADV,сэтӧн,ওখানে
651,dorthin::ADV,сэтчин,ওখানে
652,geradeaus::ADV,веськыта,অগ্রগামী
653,vorwärts::ADV,одзӧ,সন্মুখিকে
654,rückwärts::ADV,бӧр,খিরিয়া
655,zurück::ADV,бӧр,পিঠ
656,unten::ADV,увтын,নীচে
657,hinab::ADV,увтас,নিম্নগামী
658,oben::ADV,вевдӧрас,উপরে
659,hinauf::ADV,вывлань,উচ্চতর অংশে
660,hinauf::ADV,вывланьӧ,উচ্চতর অংশে
661,überall::ADV,быдлан,সর্বত্র
662,nicht::ADV,ог,না
663,ein wenig::ADV,-ышт,অল্প
664,ein wenig::ADV,невна,অল্প
665,kaum::ADV,ӧдва,কষ্টসহকাবে
666,sehr::ADV,вывтi,খুব
667,so::ADV,сiдз,তত
668,noch::ADV,эшӧ,এখন পর্যস্ত
669,nur::ADV,только,শুধু
670,schon::ADV,ни,ইতঃপুর্বে
671,wieder::ADV,бӧра,আবার
672,vergebens::ADV,весись,বিফলে
673,vor::PRP,одзас,সম্মুখে
674,hinter::PRP,бӧрӧ,পশ্চাতে
675,unter::PRP,увтын,নীচে
676,durch::PRP,пыр,দ্বারা
677,neben::PRP,бокам,কাছে
678,neben::PRP,боксиным,কাছে
679,zwischen::PRP,коласас,মধ্যে
680,wegen::PRP,понда,জন্য
681,dies::PRN,эта,এটা
682,das::PRN,сiя,ওটা
683,alles::PRN,быдӧс,সব
684,ich::PRN,ме,আমি
685,du::PRN,тэ,তুমি
686,er::PRN,сiя,উনি
687,wir::PRN,мийӧ,আমরা
688,ihr::PRN,ті,তোমরা
689,sie::PRN,нія,তারা
690,was::FPRN,мый,কি
691,wer::FPRN,кин,কে
692,wo::FADV,кытӧн,কোথায়
693,wohin::FADV,кытчӧ,কোথায়
694,wie::FADV,дзик,কেমন
695,warum::FADV,мыля,কেন
696,warum::FADV,мыйсянь,কেন
697,wieviel::FNUM,мымда,কত
698,eins::NUM,ӧт,অক
