,Concept_ID,ml,mrj
1116,betrügen::V,ചതിക്കുക,мошеньӹчӓйӓш
1117,töten::V,കൊല്ലുക,пуштын шуаш
1118,wohnen::V,താമസിക്കുക,ӹлӓш
1119,arbeiten::V,ജോലിചെയ്യുക,пӓшӓлӓш
1120,arbeiten::V,ജോലിചെയ്യുക,ровотаяш
1121,sammeln::V,സഞ്ചയിക്കുക,погаш
1122,pflücken::V,പറിച്ചെടുക്കുക,кӹрӓш
1123,jagen::V,വേട്ടയാടുക,охотничӓйӓш
1124,fischen::V,മീൻ പിടിക്കുക,кол кычаш
1125,fassen::V,പിടിക്കുക,кычаш
1126,hüten::V,ചേർക്കുക,кӹтӓш
1127,treiben::V,വാഹനം_ഓടിക്കുക,шуруяш
1128,anbinden::V,കെട്ടിയിടുക,ялшташ
1129,anbinden::V,കെട്ടിയിടുക,ялышташ
1130,füttern::V,തീറ്റുക,пукшаш
1131,melken::V,പാലുകറക്കുക,шыпшылаш
1132,hacken::V,വെട്ടിമുറിക്കുക,роаш
1133,gießen::V,നനയ്ക്കുക,шӓвӓш
1134,reifen::V,പാകമാകുക,кӱӓш
1135,reifen::V,പാകമാകുക,поспейӓш
1136,zubereiten::V,പാചകം_ചെയ്യുക,йӓмдӹлӓш
1137,kochen::V,വേവിക്കുക,шолташ
1138,backen::V,ബേക്ക് ചെയ്യുക,кӱктӓш
1139,braten::V,പോരിക്കുക,жӓрӓш
1140,umrühren::V,ഇളക്കുക,намалаш
1141,stricken::V,മെടയുക,пидӓш
1142,nähen::V,തുന്നുക,ыргаш
1143,färben::V,ചായം പൂശുക,пидӓш
1144,reinigen::V,വൃത്തിയാക്കുക,чиӓлтӓш
1145,waschen::V,കഴുകുക,мышкаш
1146,abwischen::V,തുടയ്ക്കുക,ӹштӓш
1147,spülen::V,കഴുകുക,шӱӓлтӓш
1148,fegen::V,അടിച്ചുവാരുക,ӹштӓш
1149,kehren::V,അടിച്ചുവാരുക,ӹштӓш
1150,baden::V,നീന്തിത്തുടിക്കുക,нӱштӹлӓш
1151,sich waschen::V,കഴുകുക,мышкылташ
1152,ausziehen::V,ഇഴുക്കുക,кыдашаш
1153,anziehen::V,ഉടുക്കുക,чиӓш
1154,sich anziehen::V,ധരിച്ച നേടുകയുക,чиӓш
1155,kämmen::V,മുടിചീകുക,шерӓш
1156,schmücken::V,അലങ്കരിക്കുക,цеверемдӓш
1157,sagen::V,പറയുക,манаш
1158,sagen::V,പറയുക,келесӓш
1159,sprechen::V,സംസാരിക്കുക,манаш
1160,reden::V,സംസാരിക്കുക,шайышташ
1161,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,хытыраш
1162,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,хытыргаш
1163,fragen::V,ചോദിക്കുക,ядаш
1164,bitten::V,അപേക്ഷിക്കുക,ядаш
1165,erzählen::V,പറയുക,келесӓш
1166,mitteilen::V,അറിയിക്കുക,попаш
1167,mitteilen::V,അറിയിക്കുക,увертӓш
1168,mitteilen::V,അറിയിക്കുക,увертӓрӓш
1169,nennen::V,പേരിടുക,лӹмдӓш
1170,rufen::V,വിളിക്കുക,ӱжӓш
1171,prahlen::V,പൊങ്ങച്ചം പറയുക,хайзаш
1172,prahlen::V,പൊങ്ങച്ചം പറയുക,шаргаланаш
1173,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,вашташ
1174,denken::V,ചിന്തിക്കുക,машанаш
1175,glauben::V,വിശ്വസിക്കുക,ӹнянӓш
1176,bemerken::V,ശ്രദ്ധിക്കുക,цаклаш
1177,erkennen::V,തിരിചറിയുക,пӓлӓш
1178,begreifen::V,കൈപ്പിടിയിലാക്കുക,ынгылаш
1179,verstehen::V,മനസ്സിലാക്കുക,ынгылаш
1180,lernen::V,പഠിക്കുക,тыменяш
1181,wissen::V,അറിയുക,пӓлӓш
1182,sich erinnern an::V,ഓർമിക്കുക,ышештӓрӓш
1183,vergessen::V,മറക്കുക,монден кодаш
1184,messen::V,അളക്കുക,висӓш
1185,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,шотаяш
1186,rechnen::V,ഗണിക്കുക,шотаяш
1187,lesen::V,വായിക്കുക,лыдаш
1188,malen::V,ചിത്രം വരയ്ക്കുക,рисуяш
1189,zeichnen::V,വരയ്ക്കുക,ыдырка́лаш
1190,schreiben::V,എഴുതുക,вазаш
1191,besitzen::V,സ്വന്തമാക്കുക,кы́чаш
1192,kaufen::V,വാങ്ങുക,нӓлӓш
1193,verkaufen::V,വിൽക്കുക,выжалаш
1194,bezahlen::V,പരിഹാരം ചെയ്യുക,тӱлӓш
1195,zahlen::V,പണം അടയ്ക്കുക,тӱлӓш
1196,beherrschen::V,ഭരിക്കുക,кы́чаш
1197,ertragen::V,താങ്ങുക,цӹтӓш
