,Concept_ID,ml,mrj
220,Großvater::N,അപ്പൂപ്പൻ,тьоти
221,Großmutter::N,അമ്മുമ്മ,папа
222,Eltern::N,മാതാപിതാക്കള്,ӓтя-ӓвӓ
223,Vater::N,അച്ഛൻ,ӓтя
224,Mutter::N,അമ്മ,ӓвӓ
225,Sohn::N,മകൻ,эргӹ
226,Tochter::N,മകൾ,ӹдӹр
227,Bruder::N,ചേട്ടൻ,ӹза
228,Bruder::N,അനിയൻ,ӹза
229,Schwester::N,ചേച്ചി,ӓкӓ
230,Schwester::N,അനിയത്തി,ӓкӓ
231,Onkel::N,അമ്മാവൻ,кугуза
232,Tante::N,മാമി,куака
233,Ehemann::N,ഭർത്താവ്,мары
234,Ehefrau::N,ഭാര്യ,вӓтӹ
235,Freude::N,ആഹ്ലാദം,ӹвӹртӹмӓш
236,Gelächter::N,ചിരിയുടെ ശബ്ദം,ваштылмаш
237,Glück::N,സന്തോഷം,пиӓл
238,Glück::N,സന്തുഷ്ടി,пиӓл
239,Kummer::N,ശോകം,ясы
240,Wunsch::N,ആഗ്രഹം,охата
241,Wunsch::N,ആഗ്രഹം,шанымаш
242,Lust::N,ആഗ്രഹം,шӓр
243,Lust::N,ആഗ്രഹം,охата
244,Lust::N,ആഗ്രഹം,шанымаш
245,Geist::N,ചുറുചുറുക്ക്,тух
246,Gedanke::N,ചിന്ത,шанымаш
247,Gedächtnis::N,ഓർമ്മശക്തി,ӓш
248,Verstand::N,മനസ്സ്,ыш
249,Sinn::N,അർത്ഥം,кын
250,Grund::N,കാരണം,вир
251,Wahrheit::N,സത്യം,тöр
252,Gespräch::N,സല്ലാപം,хытырымаш
253,Märchen::N,യക്ഷിക്കഥ,ямак
254,Erzählung::N,കഥ,шайыштмаш
255,Nachricht::N,സന്ദേശം,увертӓрӹмӓш
256,Neuigkeit::N,വാർത്ത,увер
257,Name::N,പേര്,лӹм
258,Rätsel::N,പ്രഹേളിക,тышты
259,Rede::N,സംസാരം,шая
260,Rede::N,സംസാരം,шамак
261,Sprache::N,ഭാഷ,йӹлмӹ
262,Stimme::N,സ്വരം,юк
263,Wort::N,വാക്ക്,шамак
264,Zeichen::N,സംജ്ഞ,палӹ
265,Ruf::N,വിളി,сӹгӹрӹмӓш
266,Lärm::N,ആരവം,юкланымащ
267,Laut::N,ശബ്ദം,юк
268,Ton::N,സ്വരഭേദം,юк
269,Lied::N,പാട്ട്,мыры
270,Ruhe::N,നിശ്ചലത,тыр
271,Leute::N,ജനങ്ങൾ,эдемвлӓ
272,Volk::N,രാഷ്ടം,халык
273,Arbeit::N,ജോലി,пӓшӓ
274,Gast::N,അതിലി,хына
275,Geschenk::N,സമ്മാനം,подарка
276,Spiel::N,കളി,мадыш
277,Gesellschaft::N,കൂട്ടായ്മ,йӓл
278,Gesellschaft::N,കൂട്ടായ്മ,йӓлвлӓ
279,Hilfe::N,സഹായം,палшык
280,Freund::N,സുഹൃത്ത്,тӓнг
281,Kamerad::N,കൂട്ടാളി,тос
282,Angelegenheit::N,കാര്യം,дела
283,Angelegenheit::N,കാര്യം,йела
284,Angelegenheit::N,കാര്യം,йыла
285,Angelegenheit::N,കാര്യം,пӓшӓ
286,Anzahl::N,എണ്ണം,шот
287,Art::N,തരം,цӹре
288,Stück::N,കഷണം,лаштык
289,Teil::N,ഭാഗം,пай
290,Teil::N,ഭാഗം,часть
291,Hälfte::N,പകുതി,пел
292,Kreis::N,വൃത്തം,тӹртӹш
293,Kreuz::N,കുരിശടയാളം,крестӹ
294,Linie::N,വര,
295,Linie::N,രേഖ,
296,Strich::N,പക്ഷാഘാതം,
297,Abstand::N,വിടവ്,ло
298,Entfernung::N,അകലം,ло
299,Gegend::N,പ്രദേശം,вӓр
300,Platz::N,ഇടം,вӓр
301,Ort::N,സ്ഥലം,вӓр
302,Seite::N,വശം,öрдӹж
303,Mitte::N,മധ്യസ്ഥാനം,ло
304,Gegenstand::N,സാധനം,хӓдӹр
305,Sache::N,വസ്തു,хӓдӹр
306,Rand::N,തൊങ്ങൽ,шöр
307,Kante::N,അറ്റം,шöр
308,Ecke::N,മൂല,лык
309,Spitze::N,അഗ്രം,вуй
310,Ende::N,അവസാനം,вуй
311,Ende::N,അവസാനം,мычаш
312,Loch::N,ദ്വാരം,ыраж
313,Winkel::N,കോൺ,лык
314,Muster::N,ക്രമം,тӹрлец
315,Größe::N,വലുപ്പം,кӱкшӹц
316,Länge::N,നീളം,кыт
317,Höhe::N,ഉയരം,кӱкшӹц
318,Gewicht::N,കട്ടി,нелӹц
319,Menge::N,അളവ്,шот
320,Haufen::N,കൂമ്പാരം,ара
321,Reihe::N,വരി,ряд
322,Boot::N,ബോട്ട്,пыш
323,Ruder::N,പങ്കായം,вешлӓ
324,Schlitten::N,ഉരുളില്ലാവണ്ടി,тир
325,Ski::N,ഹിമപാദുകം,ечӹ
326,Lagerfeuer::N,തീ,тыл
327,Last::N,ഭാരം,нелӹц
328,Gang::N,നടത്തം,ход
329,Schritt::N,ചുവട്,ашкыл
330,Norden::N,വടക്ക്,йыдпелвел
331,Süden::N,തെക്ക്,кечӹвӓлвел
332,Westen::N,പടിഞ്ഞാറ്,кечӹ шӹцмӹ
333,Osten::N,കിഴക്ക്,ирвел
334,Osten::N,കിഴക്ക്,кечӹ лӱлтмӹ
335,Holz::N,തടി,пушӓнгӹ
336,Brett::N,ബോർഡ്,ханга
337,Platte::N,തകിട്,плитӓ
338,Stütze::N,താങ്ങ്,цӓрӓк
339,Stange::N,കമ്പ്,равы
340,Stange::N,കമ്പ്,намаш
341,Stock::N,വടി,панды
342,Stab::N,കുറുവടി,равы
343,Rohr::N,കുഴൽ,пыч
344,Haus::N,വീട്,пöрт
345,Heim::N,വീട്,пöрт
346,Ofen::N,സ്റ്റൌ,камака
347,Fußboden::N,തറ,седӹрӓ
348,Tisch::N,മേശ,стöл
349,Stuhl::N,കസേര,пöкен
350,Wiege::N,തൊട്ടിൽ,шипкӓ
351,Bett::N,കിടക്ക,койка
352,Bett::N,കിടക്ക,кравать
353,Regal::N,ഷെൽഫ്,полицӓ
354,Kiste::N,പെട്ടി,шӱ́ндӹк
355,Fenster::N,ജനൽ,окня
356,Tür::N,വാതിൽ,амаса
357,Tor::N,കവാടം,хапка
358,Zaun::N,വേലി,забор
359,Dach::N,മേൽക്കുര,левӓш
360,Leiter::N,ഏണി,ташкалтыш
361,Besen::N,ചൂല്,сало
362,Besen::N,ചൂല്,салко
363,Spaten::N,തൂമ്പ,кольмы
364,Schaufel::N,തൂമ്പ,лоток
365,Gabel::N,മുൾക്കത്തി,ви́лка
366,Löffel::N,സ്പൂൺ,савала
367,Messer::N,കത്തി,кӹзӹ
368,Nagel::N,ആണി,пыда
369,Netz::N,വല,вӓпш
370,Haken::N,കൊളുത്ത്,крӱк
371,Haken::N,കൊളുത്ത്,кагак
372,Griff::N,കൈപ്പിടി,кычем
373,Schloss::N,പൂട്ട്,замок
374,Schloss::N,പൂട്ട്,сыравач
375,Bild::N,ചിത്രം,картин
376,Figur::N,കണക്ക്,кӓн
377,Puppe::N,പാവ,поханя
378,Beutel::N,ബാഗ്,мешӓк
379,Bündel::N,കെട്ട്,топ
380,Bündel::N,കെട്ട്,пидӹш
381,Bündel::N,കെട്ട്,кӹлдӹш
382,Tasche::N,ബാഗ്,сумкы
383,Eimer::N,ബക്കറ്റ്,ведӹрӓ
384,Deckel::N,ഉറ,комдыш
385,Geschirr::N,പിഞ്ഞാണം,ӓтӹ
386,Sack::N,ചാക്ക്,мешӓк
387,Tasse::N,കപ്പ്,цӓшкӓ
388,Topf::N,പാത്രം,ми́ска
389,Kessel::N,കെറ്റ്ല്,пад
390,Essen::N,ആഹാരസമയം,качкыш
391,Essen::N,ആഹാരസമയം,качкыш-йӱш
392,Nahrung::N,ഭക്ഷണം,качкыш
393,Nahrung::N,ഭക്ഷണം,качкыш-йӱш
394,Speise::N,ഡിഷ്,няня
395,Fleisch::N,മാംസം,пай
396,Getreide::N,ചോളം,киндӹ
397,Brei::N,കഞ്ഞി,шӹрӓш
398,Brot::N,റോട്ടി,сыкыр
399,Scheibe::N,തുണ്ട്,ламыт
400,Scheibe::N,തുണ്ട്,лаштык
401,Fett::N,കൊഴുപ്പ്,кая
402,Butter::N,വെണ്ണ,ӱ
403,Öl::N,എണ്ണ,ӱ
404,Salz::N,ഉപ്പ്,санзал
405,Suppe::N,സൂപ്പ്,лем
406,Honig::N,തേൻ,мӱ
407,Milch::N,പാൽ,шӹшер
408,Tee::N,ചായ,чӓй
409,Leder::N,തുകൽ,шарга
410,Leder::N,തുകൽ,кавашты
411,Wolle::N,കമ്പിളി,миж
412,Stoff::N,തുണി,матер
413,Stoff::N,തുണി,матери
414,Nadel::N,സൂചി,им
415,Faden::N,നൂല്,шӹртӹ
416,Knopf::N,ബട്ടൺ,полдыш
417,Knoten::N,കുരുക്ക്,пӱкшем
418,Farbe::N,പെയിൻറ്,чиӓ
419,Farbe::N,പെയിൻറ്,крӓскӓ
420,Kleidung::N,വസ്ത്രങ്ങൾ,выргем
421,Hemd::N,ഷർട്ട്,тыгыр
422,Kragen::N,കുപ്പായക്കഴുത്ത്,шӱ
423,Ärmel::N,കുപ്പായക്കൈ,шокш
424,Hose::N,ട്രൌസർ,ялаш
425,Gürtel::N,ബെൽറ്റ്,ӹштӹ
426,Mütze::N,തൊപ്പി,упш
427,Schuh::N,ഷൂ,ту́фльы
428,Stiefel::N,ബൂട്ട്,кем
429,Ring::N,മോതിരം,шӓргӓш
430,Band::N,റിബൺ,лемтӓ
431,Kamm::N,ചീപ്പ്,шерге
432,Spiegel::N,കണ്ണാടി,тӹгӹр
433,Riemen::N,സ്ട്രാപ്പ്,прӓжӓ
434,Schnur::N,ചരട്,кӓндӹра
435,Leine::N,കെട്ടാനുള്ള തോൽവാർ,керем
436,Decke::N,പുതപ്പ്,одеял
437,Kissen::N,തലയിണ,кӹпцӹк
438,Tuch::N,സ്കാർഫ്,савыц
439,Handtuch::N,തോർത്ത്,шӹргӹсавыц
440,Handtuch::N,തോർത്ത്,шӹргӹмсавыц
441,Kraft::N,ശക്തി,ви
442,Stärke::N,ശക്തി,ви
443,Gesundheit::N,ആരോഗ്യം,шу
444,Gesundheit::N,ആരോഗ്യം,шулык
445,Krankheit::N,അസുഖം,мыж
446,Schmerz::N,വേദന,карштыш
447,Wunde::N,മുറിവ്,шушыр
448,Fieber::N,പനി,ӱштӹмыж
449,Arznei::N,മരുന്ന്,лекӓрцӹ
450,Brücke::N,പാലം,кӹвер
451,Brunnen::N,കിണർ,вӹдсӹнзӓ
452,Weide::N,മേച്ചൽ,ныр
453,Pfad::N,വഴി,ялгорны
454,Weg::N,വഴി,корны
455,Straße::N,റോഡ്,корны
456,Dorf::N,ഗ്രാമം,сола
457,Stadt::N,നഗരം,города
458,Brief::N,കത്ത്,сирмӓш
459,Buch::N,പുസ്തകം,книгӓ
460,Buchstabe::N,അക്ഷരം,буква́
461,Zeitung::N,വർത്തമാനപത്രം,газет
462,Zeitung::N,വർത്തമാനപത്രം,кайзет
463,Leben::N,ജീവൻ,житя
464,Tod::N,മരണം,смöрт
465,Grab::N,ശവക്കുഴി,шӹгер
466,Grab::N,ശവക്കുഴി,мыгилӓ
467,Grab::N,ശവക്കുഴി,шӹгерлӓ
468,Kirche::N,പള്ളി,церкӹ
469,Sünde::N,പാപം,сулык
470,Gott::N,ദൈവം,йымы
471,Arbeiter::N,ജോലിക്കാരൻ,пӓшӓзӹ
472,Chef::N,മേധാവി,вуй
473,Meister::N,യജമാനൻ,мастар
474,Arzt::N,ഡോക്ടർ,доктор
475,Lehrer::N,അധ്യാപകൻ,тымдышы
476,Geld::N,പണം,окса
477,Geschäft::N,ബിസിനസ്,торге́йӹмӓш
478,Laden::N,കട,лапка
479,Laden::N,കട,магазин
480,Preis::N,വില,ӓк
481,Ware::N,ചരക്ക്,товар
482,Nutzen::N,ലാഭം,пайда
483,Reichtum::N,ധനം,перке
484,Welt::N,ലോകം,сӓндӓлӹк
485,Welt::N,ലോകം,свет
486,Land::N,രാജ്യം,сӓндӓлӹк
487,Staat::N,രാജ്യം,кугижӓншӹ
488,König::N,രാജാവ്,король
489,Macht::N,അധികാരം,власть
490,Grenze::N,അതിർത്തി,пӹсмӓн
491,Krieg::N,യുദ്ധം,вырсы
492,Feind::N,ശത്രു,тышман
493,Gewalt::N,അക്രമം,ви
494,Kampf::N,പോരാട്ടം,кредӓлмӓш
495,Bogen[Waffe]::N,വില്ല്,янгеж
496,Pfeil::N,അമ്പ്,пикш
497,Gewehr::N,തോക്ക്,пичӓл
498,Fehler::N,പിശക്,самынь
499,Lüge::N,കള്ളം,шая
500,Schaden::N,കേടുപാട്,вре́дӓ
501,Unglück::N,ദൌർഭാഗ്യം,пёда
502,Unglück::N,ദൌർഭാഗ്യം,тымаша
503,Schuld::N,തെറ്റ്,вуйнамат
504,Alter::N,വയസ്സ്,иӓш
505,Alter::N,വയസ്സ്,игечӹ
506,Schluss::N,നിഗമനം,пӹтӓртӹш
507,Zeit::N,സമയം,веремӓ
508,Tag::N,ദിവസം,кечӹ
509,Morgen::N,പ്രഭാതം,ир
510,Morgen::N,പ്രഭാതം,ирок
511,Mittag::N,ഉച്ച,кечӹвӓл
512,Abend::N,സായാഹ്നം,вады
513,Nacht::N,രാത്രി,йыд
514,Woche::N,ആഴ്ച,ӓрня
515,Monat::N,മാസം,тӹ́лзӹ
516,Jahr::N,വർഷം,год
517,Frühling::N,വസന്തം,шошым
518,Sommer::N,വേനൽ,кӓнгӹж
519,Herbst::N,ശരത്കാലം,шӹжӹ
520,Winter::N,ശൈത്യം,тел
521,Winter::N,ശൈത്യം,телӹ
522,Januar::N,ജനുവരി,январ
523,Januar::N,ജനുവരി,январь
524,Februar::N,ഫെബ്രുവരി,февраль
525,März::N,മാർച്ച്,март
526,April::N,ഏപ്രിൾ മാസം,апрель
527,Mai::N,മെയ് മാസം,май
528,Juni::N,ജൂൺ,июнь
529,Juli::N,ജൂലൈ,июль
530,August::N,ആഗസ്റ്റ്,август
531,September::N,സെപ്തംബർ,сентябрь
532,Oktober::N,ഒക്ടോബർ,октябрь
533,November::N,നവംബർ,ноябрь
534,Dezember::N,ഡിസംബർ,декавыр
535,Montag::N,തിങ്കളാഴ്ച,шачмы
536,Dienstag::N,ചൊവ്വ,кышкыжмы
537,Mittwoch::N,ബുധനാഴ്ച,вӹрчегӹ
538,Donnerstag::N,വ്യാഴാഴ്ച,изӓрня
539,Freitag::N,വെള്ളിയാഴ്ച,когарня
540,Samstag::N,ശനിയാഴ്ച,кукшыгечӹ
541,Sonntag::N,ഞായറാഴ്ച,рушӓрня
542,groß::A,വലിയ,кого
543,klein::A,ചെറിയ,изи
544,lang::A,നീണ്ട,кужы
545,kurz::A,ഹ്രസ്വമായ,кӹтӹк
546,breit::A,വിശാലമായ,кымда
547,schmal::A,ഇടുങ്ങിയ,ӓнгӹсӹр
548,dicht::A,നിബിഡമായ,шӹре
549,dick[Gegenstand]::A,തടിച്ച,кӹжгӹ
550,dünn::A,മെലിഞ്ഞ,вӹцкӹж
551,fein::A,നേർത്ത,пыльга
552,fest::A,ഉറപ്പുള്ള,цаткыды
553,flach::A,പരന്ന,тӓлякӓ
554,glatt::A,മിനുസമുള്ള,ягылгы
555,hart::A,കട്ടിയുള്ള,пингӹдӹ
556,weich::A,മൃദുവായ,пышкыды
557,rund::A,വട്ടത്തിലുള്ള,тӹртӹш
558,spitz::A,മുനയുള്ള,кашар
559,scharf::A,മൂർച്ചയുള്ള,кашар
560,stumpf::A,തുറന്നടിക്കുന്ന,нӹшкӹ
561,schwer::A,ഭാരമുള്ള,нелӹ
562,schön::A,മനോഹരമായ,цевер
563,schön::A,മനോഹരമായ,олмыдшы
564,heiß::A,ചൂടുള്ള,шокшы
565,warm::A,ചൂടുള്ള,шокшы
566,kalt::A,തണുത്ത,ӱштӹ
567,kühl::A,തണുപ്പുള്ള,юалгы
568,kühl::A,തണുപ്പുള്ള,йонгата
569,frisch::A,ശുദ്ധമായ,йонгата
570,feucht::A,ഈറനുള്ള,ӹлӹкшӹ
571,feucht::A,ഈറനുള്ള,вӹдӹжгӹ
572,nass::A,നനഞ്ഞ,начкы
573,trocken::A,വരണ്ട,кукшы
574,voll::A,നിറയെ,темшӹ
575,voll::A,നിറയെ,темыман
576,leer::A,ഒഴിഞ്ഞ,йӓрӓ
577,offen::A,തുറന്ന,виш
578,geschlossen::A,അടച്ച,чӱчмӹ
579,geschlossen::A,അടച്ച,тӹкӹлӓлтшӹ
580,sauber::A,വൃത്തിയുള്ള,ире
581,schmutzig::A,അഴുക്കുനിറഞ്ഞ,шоран
582,schmutzig::A,അഴുക്കുനിറഞ്ഞ,лявӹрӓн
583,schmutzig::A,അഴുക്കുനിറഞ്ഞ,шорангшы
584,roh::A,അസംസ്കൃതമായ,пеле кӱшӹ
585,reif::A,പഴുത്ത,кӱшӹ
586,lecker::A,രുചികരമായ,тотан
587,süß::A,മധുരമുള്ള,мӱӓн
588,bitter::A,കടുത്ത,качы
589,sauer::A,പുളിപ്പുള്ള,шапы
590,hell::A,ജ്വലിക്കുന്ന,соты
591,hell::A,ജ്വലിക്കുന്ന,валгыды
592,dunkel::A,ഇരുണ്ട,пӹц
593,dunkel::A,ഇരുണ്ട,пӹцкемӹш
594,schwarz::A,കറുത്ത,шим
595,weiß::A,വെളുത്ത,ош
596,weiß::A,വെളുത്ത,ошы
597,rot::A,ചുവന്ന,якшаргы
598,gelb::A,മഞ്ഞനിറമായ,сар
599,gelb::A,മഞ്ഞനിറമായ,сары
600,blau::A,നീലനിറമുള്ള,симсӹ
601,grün::A,പച്ചനിറമുള്ള,ыжар
602,grau::A,ചാരനിറത്തിലുള്ള,луды
